ID;Leeftijd;Perioden;Kinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
1149;36 jaar;2049;0.07953;0.02317;0.03318;0.01401;0.00917
1150;37 jaar;2000;0.05641;0.0139;0.02223;0.01286;0.00742
1151;37 jaar;2001;0.05879;0.01472;0.02372;0.01287;0.00748
1152;37 jaar;2002;0.06062;0.01555;0.02465;0.01288;0.00754
1153;37 jaar;2003;0.06077;0.01557;0.02469;0.01289;0.00762
1154;37 jaar;2004;0.06142;0.01602;0.02482;0.0129;0.00768
1155;37 jaar;2005;0.06178;0.0163;0.02492;0.0129;0.00766
1156;37 jaar;2006;0.06206;0.01642;0.02497;0.01291;0.00776
1157;37 jaar;2007;0.06227;0.01653;0.025;0.01292;0.00782
1158;37 jaar;2008;0.06249;0.01666;0.02502;0.01292;0.00789
1159;37 jaar;2009;0.06262;0.0168;0.02503;0.01292;0.00787
1160;37 jaar;2010;0.06267;0.01682;0.025;0.01293;0.00792
1161;37 jaar;2011;0.06276;0.01681;0.02503;0.01293;0.00799
1162;37 jaar;2012;0.06301;0.01694;0.02503;0.01293;0.00811
1163;37 jaar;2013;0.06316;0.01705;0.02508;0.01294;0.00809
1164;37 jaar;2014;0.06327;0.01711;0.02511;0.01294;0.00811
1165;37 jaar;2015;0.06343;0.01722;0.02513;0.01294;0.00814
1166;37 jaar;2016;0.06352;0.01727;0.02515;0.01294;0.00816
1167;37 jaar;2017;0.06352;0.01725;0.02515;0.01294;0.00818
1168;37 jaar;2018;0.06363;0.0173;0.02518;0.01295;0.0082
1169;37 jaar;2019;0.06368;0.01735;0.02516;0.01295;0.00822
1170;37 jaar;2020;0.06372;0.01739;0.02515;0.01295;0.00823
1171;37 jaar;2021;0.06375;0.01742;0.02513;0.01295;0.00825
1172;37 jaar;2022;0.06378;0.01746;0.02511;0.01295;0.00826
1173;37 jaar;2023;0.06381;0.01748;0.0251;0.01295;0.00828
1174;37 jaar;2024;0.06383;0.01751;0.02508;0.01295;0.00829
1175;37 jaar;2025;0.06383;0.01753;0.02505;0.01295;0.0083
1176;37 jaar;2026;0.06384;0.01755;0.02503;0.01295;0.00831
1177;37 jaar;2027;0.06385;0.01757;0.02501;0.01295;0.00832
1178;37 jaar;2028;0.06384;0.01758;0.02498;0.01295;0.00833
1179;37 jaar;2029;0.06385;0.0176;0.02496;0.01295;0.00834
1180;37 jaar;2030;0.06385;0.01761;0.02493;0.01296;0.00835
1181;37 jaar;2031;0.06386;0.01763;0.02491;0.01296;0.00836
1182;37 jaar;2032;0.06384;0.01764;0.02488;0.01296;0.00836
1183;37 jaar;2033;0.06383;0.01765;0.02485;0.01296;0.00837
1184;37 jaar;2034;0.06383;0.01766;0.02483;0.01296;0.00838
1185;37 jaar;2035;0.06381;0.01767;0.0248;0.01296;0.00838
1186;37 jaar;2036;0.0638;0.01768;0.02477;0.01296;0.00839
1187;37 jaar;2037;0.0638;0.01769;0.02475;0.01296;0.0084
1188;37 jaar;2038;0.06377;0.01769;0.02472;0.01296;0.0084
1189;37 jaar;2039;0.06376;0.0177;0.02469;0.01296;0.00841
1190;37 jaar;2040;0.06374;0.01771;0.02466;0.01296;0.00841
1191;37 jaar;2041;0.06372;0.01772;0.02463;0.01296;0.00841
1192;37 jaar;2042;0.0637;0.01772;0.0246;0.01296;0.00842
1193;37 jaar;2043;0.06369;0.01773;0.02458;0.01296;0.00842
1194;37 jaar;2044;0.06368;0.01774;0.02455;0.01296;0.00843
1195;37 jaar;2045;0.06365;0.01774;0.02452;0.01296;0.00843
1196;37 jaar;2046;0.06363;0.01775;0.02449;0.01296;0.00843
1197;37 jaar;2047;0.06361;0.01776;0.02446;0.01296;0.00843
1198;37 jaar;2048;0.06359;0.01776;0.02443;0.01296;0.00844
1199;37 jaar;2049;0.06357;0.01777;0.0244;0.01296;0.00844
1200;38 jaar;2000;0.04053;0.01001;0.01503;0.0089;0.00659
1201;38 jaar;2001;0.04256;0.01052;0.01609;0.00926;0.00669
1202;38 jaar;2002;0.04463;0.01114;0.01717;0.00957;0.00675
1203;38 jaar;2003;0.04626;0.01178;0.01785;0.00983;0.0068
1204;38 jaar;2004;0.0466;0.01179;0.01788;0.01006;0.00687
1205;38 jaar;2005;0.04731;0.01214;0.01798;0.01026;0.00693
1206;38 jaar;2006;0.04773;0.01235;0.01805;0.01043;0.0069
1207;38 jaar;2007;0.04811;0.01244;0.0181;0.01057;0.007
1208;38 jaar;2008;0.04839;0.01252;0.01812;0.0107;0.00705
1209;38 jaar;2009;0.04867;0.01262;0.01814;0.0108;0.00711
1210;38 jaar;2010;0.04887;0.01273;0.01815;0.0109;0.00709
1211;38 jaar;2011;0.049;0.01275;0.01813;0.01098;0.00714
1212;38 jaar;2012;0.04913;0.01274;0.01815;0.01104;0.0072
1213;38 jaar;2013;0.04943;0.01285;0.01816;0.0111;0.00732
1214;38 jaar;2014;0.04957;0.01293;0.0182;0.01115;0.00729
1215;38 jaar;2015;0.04972;0.01298;0.01822;0.0112;0.00732
1216;38 jaar;2016;0.04987;0.01306;0.01824;0.01123;0.00734
1217;38 jaar;2017;0.04999;0.0131;0.01826;0.01127;0.00736
1218;38 jaar;2018;0.05003;0.01309;0.01827;0.01129;0.00738
1219;38 jaar;2019;0.05014;0.01313;0.01829;0.01132;0.0074
1220;38 jaar;2020;0.05019;0.01316;0.01828;0.01134;0.00741
1221;38 jaar;2021;0.05026;0.0132;0.01827;0.01136;0.00743
1222;38 jaar;2022;0.05029;0.01322;0.01826;0.01137;0.00744
1223;38 jaar;2023;0.05034;0.01325;0.01826;0.01138;0.00745
1224;38 jaar;2024;0.05038;0.01327;0.01824;0.0114;0.00747
1225;38 jaar;2025;0.05041;0.01329;0.01823;0.01141;0.00748
1226;38 jaar;2026;0.05043;0.01331;0.01822;0.01141;0.00749
1227;38 jaar;2027;0.05046;0.01333;0.01821;0.01142;0.0075
1228;38 jaar;2028;0.05047;0.01334;0.01819;0.01143;0.00751
1229;38 jaar;2029;0.05049;0.01336;0.01818;0.01143;0.00752
1230;38 jaar;2030;0.05051;0.01337;0.01817;0.01144;0.00753
1231;38 jaar;2031;0.05051;0.01338;0.01815;0.01144;0.00754
1232;38 jaar;2032;0.05051;0.01339;0.01814;0.01144;0.00754
1233;38 jaar;2033;0.05052;0.0134;0.01812;0.01145;0.00755
1234;38 jaar;2034;0.05052;0.01341;0.0181;0.01145;0.00756
1235;38 jaar;2035;0.05052;0.01342;0.01809;0.01145;0.00756
1236;38 jaar;2036;0.05052;0.01343;0.01807;0.01145;0.00757
1237;38 jaar;2037;0.05053;0.01344;0.01806;0.01146;0.00757
1238;38 jaar;2038;0.05053;0.01345;0.01804;0.01146;0.00758
1239;38 jaar;2039;0.05051;0.01345;0.01802;0.01146;0.00758
1240;38 jaar;2040;0.05051;0.01346;0.018;0.01146;0.00759
1241;38 jaar;2041;0.05051;0.01347;0.01799;0.01146;0.00759
1242;38 jaar;2042;0.05051;0.01348;0.01797;0.01146;0.0076
1243;38 jaar;2043;0.05049;0.01348;0.01795;0.01146;0.0076
1244;38 jaar;2044;0.05049;0.01349;0.01794;0.01146;0.0076
1245;38 jaar;2045;0.05048;0.01349;0.01792;0.01146;0.00761
1246;38 jaar;2046;0.05047;0.0135;0.0179;0.01146;0.00761
1247;38 jaar;2047;0.05046;0.01351;0.01788;0.01146;0.00761
1248;38 jaar;2048;0.05046;0.01351;0.01787;0.01146;0.00762
1249;38 jaar;2049;0.05045;0.01352;0.01785;0.01146;0.00762
1250;39 jaar;2000;0.02898;0.00703;0.00985;0.00673;0.00537
1251;39 jaar;2001;0.03066;0.00757;0.01047;0.00719;0.00543
1252;39 jaar;2002;0.03226;0.00795;0.01122;0.00758;0.00551
1253;39 jaar;2003;0.03385;0.00841;0.01198;0.0079;0.00556
1254;39 jaar;2004;0.03513;0.00889;0.01247;0.00817;0.0056
1255;39 jaar;2005;0.03543;0.00889;0.0125;0.00839;0.00565
1256;39 jaar;2006;0.03601;0.00915;0.01257;0.00858;0.00571
1257;39 jaar;2007;0.03636;0.00931;0.01263;0.00873;0.00569
1258;39 jaar;2008;0.03667;0.00937;0.01267;0.00886;0.00577
1259;39 jaar;2009;0.03691;0.00943;0.0127;0.00897;0.00581
1260;39 jaar;2010;0.03714;0.0095;0.01272;0.00906;0.00586
1261;39 jaar;2011;0.0373;0.00958;0.01274;0.00913;0.00585
1262;39 jaar;2012;0.0374;0.00958;0.01274;0.00919;0.00589
1263;39 jaar;2013;0.03752;0.00957;0.01276;0.00925;0.00594
1264;39 jaar;2014;0.03774;0.00965;0.01277;0.00929;0.00603
1265;39 jaar;2015;0.03788;0.00971;0.01282;0.00933;0.00602
1266;39 jaar;2016;0.03798;0.00974;0.01284;0.00936;0.00604
1267;39 jaar;2017;0.03809;0.00979;0.01286;0.00938;0.00606
1268;39 jaar;2018;0.03817;0.00982;0.01288;0.0094;0.00607
1269;39 jaar;2019;0.03822;0.00981;0.0129;0.00942;0.00609
1270;39 jaar;2020;0.03829;0.00983;0.01292;0.00943;0.00611
1271;39 jaar;2021;0.03834;0.00985;0.01293;0.00944;0.00612
1272;39 jaar;2022;0.03838;0.00987;0.01293;0.00945;0.00613
1273;39 jaar;2023;0.03843;0.00989;0.01294;0.00946;0.00614
1274;39 jaar;2024;0.03846;0.0099;0.01294;0.00947;0.00615
1275;39 jaar;2025;0.03851;0.00992;0.01294;0.00948;0.00617
1276;39 jaar;2026;0.03854;0.00993;0.01295;0.00948;0.00618
1277;39 jaar;2027;0.03856;0.00994;0.01295;0.00948;0.00619
1278;39 jaar;2028;0.03858;0.00995;0.01295;0.00949;0.00619
1279;39 jaar;2029;0.03859;0.00995;0.01295;0.00949;0.0062
1280;39 jaar;2030;0.03861;0.00996;0.01295;0.00949;0.00621
1281;39 jaar;2031;0.03863;0.00996;0.01295;0.0095;0.00622
1282;39 jaar;2032;0.03865;0.00997;0.01295;0.0095;0.00623
1283;39 jaar;2033;0.03864;0.00997;0.01294;0.0095;0.00623
1284;39 jaar;2034;0.03866;0.00998;0.01294;0.0095;0.00624
1285;39 jaar;2035;0.03867;0.00998;0.01294;0.0095;0.00625
1286;39 jaar;2036;0.03867;0.00998;0.01294;0.0095;0.00625
1287;39 jaar;2037;0.03868;0.00998;0.01294;0.0095;0.00626
1288;39 jaar;2038;0.03869;0.00999;0.01294;0.0095;0.00626
1289;39 jaar;2039;0.03869;0.00999;0.01293;0.0095;0.00627
1290;39 jaar;2040;0.03869;0.00999;0.01293;0.0095;0.00627
1291;39 jaar;2041;0.0387;0.00999;0.01293;0.0095;0.00628
1292;39 jaar;2042;0.0387;0.00999;0.01293;0.0095;0.00628
1293;39 jaar;2043;0.0387;0.00999;0.01292;0.0095;0.00629
1294;39 jaar;2044;0.0387;0.00999;0.01292;0.0095;0.00629
1295;39 jaar;2045;0.0387;0.00999;0.01292;0.0095;0.00629
1296;39 jaar;2046;0.03871;0.01;0.01291;0.0095;0.0063
1297;39 jaar;2047;0.03871;0.01;0.01291;0.0095;0.0063
1298;39 jaar;2048;0.03871;0.01;0.01291;0.0095;0.0063
1299;39 jaar;2049;0.03872;0.01;0.01291;0.0095;0.00631
1300;40 jaar;2000;0.02014;0.00472;0.00691;0.00404;0.00447
1301;40 jaar;2001;0.02096;0.00507;0.00701;0.00432;0.00456
1302;40 jaar;2002;0.02121;0.00514;0.00706;0.00441;0.0046
1303;40 jaar;2003;0.02182;0.00533;0.00715;0.00468;0.00466
1304;40 jaar;2004;0.02225;0.00551;0.00725;0.00479;0.0047
1305;40 jaar;2005;0.02257;0.0056;0.00732;0.00491;0.00474
1306;40 jaar;2006;0.02271;0.00562;0.00736;0.00494;0.00479
1307;40 jaar;2007;0.02318;0.00577;0.00744;0.00512;0.00485
1308;40 jaar;2008;0.0234;0.00586;0.00751;0.00521;0.00482
1309;40 jaar;2009;0.02368;0.0059;0.00757;0.00531;0.0049
1310;40 jaar;2010;0.02388;0.00595;0.00761;0.00537;0.00495
1311;40 jaar;2011;0.02404;0.00599;0.00765;0.0054;0.005
1312;40 jaar;2012;0.02398;0.00605;0.00769;0.00526;0.00498
1313;40 jaar;2013;0.02432;0.00606;0.00771;0.00553;0.00502
1314;40 jaar;2014;0.02426;0.00607;0.00775;0.00537;0.00507
1315;40 jaar;2015;0.02473;0.00612;0.00778;0.00566;0.00517
1316;40 jaar;2016;0.02493;0.00616;0.00784;0.00578;0.00515
1317;40 jaar;2017;0.02512;0.00618;0.00788;0.0059;0.00516
1318;40 jaar;2018;0.0253;0.00623;0.00792;0.00597;0.00518
1319;40 jaar;2019;0.02543;0.00625;0.00796;0.00603;0.00519
1320;40 jaar;2020;0.02554;0.00625;0.00799;0.00609;0.00521
1321;40 jaar;2021;0.02571;0.00628;0.00804;0.00616;0.00523
1322;40 jaar;2022;0.0258;0.0063;0.00806;0.00621;0.00523
1323;40 jaar;2023;0.02592;0.00632;0.00809;0.00626;0.00525
1324;40 jaar;2024;0.02603;0.00634;0.00812;0.00631;0.00526
1325;40 jaar;2025;0.0261;0.00635;0.00814;0.00635;0.00526
1326;40 jaar;2026;0.02621;0.00637;0.00817;0.0064;0.00527
1327;40 jaar;2027;0.0263;0.00639;0.00819;0.00644;0.00528
1328;40 jaar;2028;0.02638;0.0064;0.00822;0.00647;0.00529
1329;40 jaar;2029;0.02646;0.00641;0.00824;0.00651;0.0053
1330;40 jaar;2030;0.02653;0.00643;0.00826;0.00654;0.0053
1331;40 jaar;2031;0.02662;0.00644;0.00829;0.00658;0.00531
1332;40 jaar;2032;0.02668;0.00645;0.00831;0.00661;0.00531
1333;40 jaar;2033;0.02675;0.00646;0.00833;0.00664;0.00532
1334;40 jaar;2034;0.0268;0.00647;0.00835;0.00666;0.00532
1335;40 jaar;2035;0.02687;0.00648;0.00837;0.00669;0.00533
1336;40 jaar;2036;0.02692;0.00649;0.00839;0.00671;0.00533
1337;40 jaar;2037;0.02699;0.0065;0.00842;0.00673;0.00534
1338;40 jaar;2038;0.02705;0.00651;0.00844;0.00676;0.00534
1339;40 jaar;2039;0.0271;0.00652;0.00846;0.00678;0.00534
1340;40 jaar;2040;0.02715;0.00653;0.00848;0.0068;0.00534
1341;40 jaar;2041;0.0272;0.00654;0.0085;0.00681;0.00535
1342;40 jaar;2042;0.02725;0.00655;0.00852;0.00683;0.00535
1343;40 jaar;2043;0.02729;0.00655;0.00854;0.00685;0.00535
1344;40 jaar;2044;0.02733;0.00656;0.00856;0.00686;0.00535
1345;40 jaar;2045;0.02738;0.00657;0.00858;0.00688;0.00535
1346;40 jaar;2046;0.02742;0.00658;0.0086;0.00689;0.00535
1347;40 jaar;2047;0.02748;0.00659;0.00862;0.00691;0.00536
1348;40 jaar;2048;0.02752;0.0066;0.00864;0.00692;0.00536
1349;40 jaar;2049;0.02755;0.0066;0.00866;0.00693;0.00536
1350;41 jaar;2000;0.01263;0.00288;0.0045;0.00248;0.00277
1351;41 jaar;2001;0.01307;0.00282;0.00486;0.00265;0.00274
1352;41 jaar;2002;0.01358;0.00303;0.00492;0.00283;0.0028
1353;41 jaar;2003;0.01374;0.00307;0.00494;0.0029;0.00283
1354;41 jaar;2004;0.01411;0.00318;0.00499;0.00307;0.00287
1355;41 jaar;2005;0.01437;0.00329;0.00505;0.00314;0.00289
1356;41 jaar;2006;0.01456;0.00334;0.00508;0.00322;0.00292
1357;41 jaar;2007;0.01464;0.00335;0.0051;0.00324;0.00295
1358;41 jaar;2008;0.01491;0.00343;0.00514;0.00336;0.00298
1359;41 jaar;2009;0.01505;0.00349;0.00517;0.00342;0.00297
1360;41 jaar;2010;0.01521;0.00351;0.0052;0.00348;0.00302
1361;41 jaar;2011;0.01533;0.00354;0.00521;0.00353;0.00305
1362;41 jaar;2012;0.01541;0.00356;0.00523;0.00354;0.00308
1363;41 jaar;2013;0.01535;0.00359;0.00524;0.00345;0.00307
1364;41 jaar;2014;0.01557;0.0036;0.00524;0.00363;0.0031
1365;41 jaar;2015;0.01551;0.0036;0.00526;0.00352;0.00313
1366;41 jaar;2016;0.01579;0.00363;0.00526;0.00371;0.00319
1367;41 jaar;2017;0.01591;0.00365;0.00529;0.00379;0.00318
1368;41 jaar;2018;0.01602;0.00366;0.0053;0.00387;0.00319
1369;41 jaar;2019;0.01613;0.00369;0.00532;0.00391;0.00321
1370;41 jaar;2020;0.0162;0.0037;0.00533;0.00395;0.00322
1371;41 jaar;2021;0.01626;0.0037;0.00534;0.00399;0.00323
1372;41 jaar;2022;0.01635;0.00371;0.00536;0.00404;0.00324
1373;41 jaar;2023;0.0164;0.00372;0.00536;0.00407;0.00325
1374;41 jaar;2024;0.01645;0.00373;0.00537;0.0041;0.00325
1375;41 jaar;2025;0.0165;0.00374;0.00537;0.00413;0.00326
1376;41 jaar;2026;0.01656;0.00375;0.00538;0.00416;0.00327
1377;41 jaar;2027;0.01661;0.00376;0.00538;0.00419;0.00328
1378;41 jaar;2028;0.01664;0.00376;0.00538;0.00422;0.00328
1379;41 jaar;2029;0.01669;0.00377;0.00539;0.00424;0.00329
1380;41 jaar;2030;0.01674;0.00378;0.00539;0.00427;0.0033
1381;41 jaar;2031;0.01676;0.00378;0.00539;0.00429;0.0033
1382;41 jaar;2032;0.01681;0.00379;0.0054;0.00431;0.00331
1383;41 jaar;2033;0.01683;0.00379;0.0054;0.00433;0.00331
1384;41 jaar;2034;0.01686;0.0038;0.0054;0.00435;0.00331
1385;41 jaar;2035;0.01688;0.0038;0.0054;0.00436;0.00332
1386;41 jaar;2036;0.01691;0.00381;0.0054;0.00438;0.00332
1387;41 jaar;2037;0.01695;0.00381;0.00541;0.0044;0.00333
1388;41 jaar;2038;0.01697;0.00382;0.00541;0.00441;0.00333
1389;41 jaar;2039;0.01699;0.00382;0.00541;0.00443;0.00333
1390;41 jaar;2040;0.01701;0.00382;0.00541;0.00444;0.00334
1391;41 jaar;2041;0.01703;0.00383;0.00541;0.00445;0.00334
1392;41 jaar;2042;0.01704;0.00383;0.00541;0.00446;0.00334
1393;41 jaar;2043;0.01707;0.00383;0.00542;0.00447;0.00335
1394;41 jaar;2044;0.0171;0.00384;0.00542;0.00449;0.00335
1395;41 jaar;2045;0.01711;0.00384;0.00542;0.0045;0.00335
1396;41 jaar;2046;0.01712;0.00384;0.00542;0.00451;0.00335
1397;41 jaar;2047;0.01714;0.00385;0.00542;0.00451;0.00336
1398;41 jaar;2048;0.01715;0.00385;0.00542;0.00452;0.00336
1399;41 jaar;2049;0.01716;0.00385;0.00542;0.00453;0.00336
1400;42 jaar;2000;0.00713;0.00162;0.0021;0.00133;0.00208
1401;42 jaar;2001;0.00756;0.00167;0.00231;0.00144;0.00214
1402;42 jaar;2002;0.00778;0.00163;0.0025;0.00154;0.00211
1403;42 jaar;2003;0.00809;0.00175;0.00253;0.00165;0.00216
1404;42 jaar;2004;0.00819;0.00177;0.00255;0.00169;0.00218
1405;42 jaar;2005;0.0084;0.00183;0.00257;0.00179;0.00221
1406;42 jaar;2006;0.00856;0.00189;0.0026;0.00184;0.00223
1407;42 jaar;2007;0.00866;0.00191;0.00262;0.00188;0.00225
1408;42 jaar;2008;0.00871;0.00191;0.00264;0.00189;0.00227
1409;42 jaar;2009;0.00889;0.00196;0.00266;0.00197;0.0023
1410;42 jaar;2010;0.00896;0.00199;0.00268;0.002;0.00229
1411;42 jaar;2011;0.00905;0.002;0.00269;0.00204;0.00232
1412;42 jaar;2012;0.00913;0.00201;0.0027;0.00207;0.00235
1413;42 jaar;2013;0.00918;0.00202;0.00271;0.00208;0.00237
1414;42 jaar;2014;0.00914;0.00203;0.00272;0.00203;0.00236
1415;42 jaar;2015;0.00927;0.00203;0.00273;0.00213;0.00238
1416;42 jaar;2016;0.00925;0.00203;0.00274;0.00207;0.00241
1417;42 jaar;2017;0.00942;0.00204;0.00274;0.00218;0.00246
1418;42 jaar;2018;0.00949;0.00205;0.00276;0.00223;0.00245
1419;42 jaar;2019;0.00956;0.00206;0.00277;0.00228;0.00245
1420;42 jaar;2020;0.00962;0.00207;0.00278;0.00231;0.00246
1421;42 jaar;2021;0.00966;0.00207;0.00279;0.00233;0.00247
1422;42 jaar;2022;0.0097;0.00207;0.00279;0.00236;0.00248
1423;42 jaar;2023;0.00974;0.00207;0.0028;0.00238;0.00249
1424;42 jaar;2024;0.00977;0.00207;0.00281;0.0024;0.00249
1425;42 jaar;2025;0.0098;0.00207;0.00281;0.00242;0.0025
1426;42 jaar;2026;0.00984;0.00208;0.00282;0.00244;0.0025
1427;42 jaar;2027;0.00987;0.00208;0.00282;0.00246;0.00251
1428;42 jaar;2028;0.0099;0.00208;0.00283;0.00248;0.00251
1429;42 jaar;2029;0.00993;0.00208;0.00283;0.0025;0.00252
1430;42 jaar;2030;0.00995;0.00208;0.00284;0.00251;0.00252
1431;42 jaar;2031;0.00998;0.00208;0.00284;0.00253;0.00253
1432;42 jaar;2032;0.00999;0.00208;0.00284;0.00254;0.00253
1433;42 jaar;2033;0.01002;0.00208;0.00285;0.00256;0.00253
1434;42 jaar;2034;0.01004;0.00208;0.00285;0.00257;0.00254
1435;42 jaar;2035;0.01005;0.00208;0.00285;0.00258;0.00254
1436;42 jaar;2036;0.01007;0.00208;0.00286;0.00259;0.00254
1437;42 jaar;2037;0.01008;0.00208;0.00286;0.0026;0.00254
1438;42 jaar;2038;0.0101;0.00208;0.00286;0.00261;0.00255
1439;42 jaar;2039;0.01012;0.00208;0.00287;0.00262;0.00255
1440;42 jaar;2040;0.01013;0.00208;0.00287;0.00263;0.00255
1441;42 jaar;2041;0.01014;0.00208;0.00287;0.00264;0.00255
1442;42 jaar;2042;0.01016;0.00208;0.00287;0.00265;0.00256
1443;42 jaar;2043;0.01018;0.00208;0.00288;0.00266;0.00256
1444;42 jaar;2044;0.01018;0.00208;0.00288;0.00266;0.00256
1445;42 jaar;2045;0.01019;0.00208;0.00288;0.00267;0.00256
1446;42 jaar;2046;0.01021;0.00208;0.00289;0.00268;0.00256
1447;42 jaar;2047;0.01021;0.00207;0.00289;0.00269;0.00256
1448;42 jaar;2048;0.01021;0.00207;0.00289;0.00269;0.00256
1449;42 jaar;2049;0.01023;0.00207;0.00289;0.0027;0.00257
1450;43 jaar;2000;0.00434;0.00099;0.00118;0.00086;0.00131
1451;43 jaar;2001;0.00457;0.00111;0.00128;0.00089;0.00129
1452;43 jaar;2002;0.00481;0.00113;0.00139;0.00096;0.00133
1453;43 jaar;2003;0.00494;0.0011;0.0015;0.00102;0.00132
1454;43 jaar;2004;0.00511;0.00117;0.00151;0.00108;0.00135
1455;43 jaar;2005;0.00515;0.00118;0.00151;0.0011;0.00136
1456;43 jaar;2006;0.00527;0.00121;0.00152;0.00116;0.00138
1457;43 jaar;2007;0.00535;0.00124;0.00153;0.00119;0.00139
1458;43 jaar;2008;0.00539;0.00125;0.00153;0.00121;0.0014
1459;43 jaar;2009;0.00541;0.00125;0.00153;0.00121;0.00142
1460;43 jaar;2010;0.00549;0.00127;0.00153;0.00125;0.00144
1461;43 jaar;2011;0.00552;0.00128;0.00154;0.00127;0.00143
1462;43 jaar;2012;0.00556;0.00128;0.00154;0.00128;0.00146
1463;43 jaar;2013;0.00556;0.00127;0.00153;0.00129;0.00147
1464;43 jaar;2014;0.00558;0.00127;0.00153;0.00129;0.00149
1465;43 jaar;2015;0.00554;0.00127;0.00153;0.00126;0.00148
1466;43 jaar;2016;0.00559;0.00127;0.00152;0.00131;0.00149
1467;43 jaar;2017;0.00556;0.00126;0.00152;0.00127;0.00151
1468;43 jaar;2018;0.00564;0.00126;0.00151;0.00133;0.00154
1469;43 jaar;2019;0.00566;0.00125;0.00151;0.00136;0.00154
1470;43 jaar;2020;0.00568;0.00125;0.00151;0.00138;0.00154
1471;43 jaar;2021;0.00569;0.00125;0.0015;0.00139;0.00155
1472;43 jaar;2022;0.00569;0.00124;0.0015;0.0014;0.00155
1473;43 jaar;2023;0.0057;0.00123;0.0015;0.00141;0.00156
1474;43 jaar;2024;0.00571;0.00123;0.00149;0.00142;0.00157
1475;43 jaar;2025;0.00571;0.00122;0.00149;0.00143;0.00157
1476;43 jaar;2026;0.00569;0.00121;0.00148;0.00143;0.00157
1477;43 jaar;2027;0.00571;0.00121;0.00148;0.00144;0.00158
1478;43 jaar;2028;0.00569;0.0012;0.00147;0.00144;0.00158
1479;43 jaar;2029;0.0057;0.0012;0.00146;0.00145;0.00159
1480;43 jaar;2030;0.00569;0.00119;0.00146;0.00145;0.00159
1481;43 jaar;2031;0.00568;0.00118;0.00145;0.00146;0.00159
1482;43 jaar;2032;0.00569;0.00118;0.00145;0.00146;0.0016
1483;43 jaar;2033;0.00567;0.00117;0.00144;0.00146;0.0016
1484;43 jaar;2034;0.00565;0.00116;0.00143;0.00146;0.0016
1485;43 jaar;2035;0.00566;0.00115;0.00143;0.00147;0.00161
1486;43 jaar;2036;0.00565;0.00115;0.00142;0.00147;0.00161
1487;43 jaar;2037;0.00563;0.00114;0.00141;0.00147;0.00161
1488;43 jaar;2038;0.00562;0.00113;0.00141;0.00147;0.00161
1489;43 jaar;2039;0.00561;0.00113;0.0014;0.00147;0.00161
1490;43 jaar;2040;0.0056;0.00112;0.00139;0.00147;0.00162
1491;43 jaar;2041;0.00559;0.00111;0.00139;0.00147;0.00162
1492;43 jaar;2042;0.00558;0.00111;0.00138;0.00147;0.00162
1493;43 jaar;2043;0.00556;0.0011;0.00137;0.00147;0.00162
1494;43 jaar;2044;0.00555;0.00109;0.00137;0.00147;0.00162
1495;43 jaar;2045;0.00555;0.00109;0.00136;0.00147;0.00163
1496;43 jaar;2046;0.00553;0.00108;0.00135;0.00147;0.00163
1497;43 jaar;2047;0.00552;0.00107;0.00135;0.00147;0.00163
1498;43 jaar;2048;0.00551;0.00107;0.00134;0.00147;0.00163
1499;43 jaar;2049;0.0055;0.00106;0.00134;0.00147;0.00163
1500;44 jaar;2000;0.00218;0.0004;0.0006;0.00044;0.00074
1501;44 jaar;2001;0.00232;0.00042;0.00066;0.00049;0.00075
1502;44 jaar;2002;0.00241;0.00047;0.0007;0.0005;0.00074
1503;44 jaar;2003;0.00255;0.00049;0.00076;0.00054;0.00076
1504;44 jaar;2004;0.00261;0.00047;0.00081;0.00057;0.00076
1505;44 jaar;2005;0.00268;0.0005;0.00081;0.0006;0.00077
1506;44 jaar;2006;0.00271;0.00051;0.00081;0.00061;0.00078
1507;44 jaar;2007;0.00275;0.00052;0.0008;0.00064;0.00079
1508;44 jaar;2008;0.00278;0.00053;0.0008;0.00065;0.0008
1509;44 jaar;2009;0.00281;0.00054;0.0008;0.00066;0.00081
1510;44 jaar;2010;0.00281;0.00054;0.00079;0.00066;0.00082
1511;44 jaar;2011;0.00282;0.00055;0.00078;0.00067;0.00082
1512;44 jaar;2012;0.00283;0.00055;0.00078;0.00068;0.00082
1513;44 jaar;2013;0.00285;0.00055;0.00077;0.00069;0.00084
1514;44 jaar;2014;0.00284;0.00055;0.00076;0.00069;0.00084
1515;44 jaar;2015;0.00285;0.00055;0.00076;0.00069;0.00085
1516;44 jaar;2016;0.00281;0.00055;0.00075;0.00066;0.00085
1517;44 jaar;2017;0.00284;0.00055;0.00074;0.00069;0.00086
1518;44 jaar;2018;0.00281;0.00054;0.00073;0.00067;0.00087
1519;44 jaar;2019;0.00284;0.00054;0.00072;0.0007;0.00088
1520;44 jaar;2020;0.00283;0.00054;0.00071;0.0007;0.00088
1521;44 jaar;2021;0.00284;0.00054;0.0007;0.00071;0.00089
1522;44 jaar;2022;0.00285;0.00054;0.0007;0.00072;0.00089
1523;44 jaar;2023;0.00284;0.00054;0.00069;0.00072;0.00089
1524;44 jaar;2024;0.00283;0.00053;0.00068;0.00072;0.0009
