ID;InstitutioneleBeleggers;Perioden;BeleggingBuitenlandTotaal_1;DirectVastgoed_2;AandelenEnOverigeDeelnemingen_3;Schuldbewijzen_4;LanglopendeLeningen_5;OverigeBeleggingen_6
296;Beleggingsfondsen m.u.v.geldmarktfondsen;2000;72.1;18.1;44.4;7.5;0.3;1.9
297;Beleggingsfondsen m.u.v.geldmarktfondsen;2001;70.5;20.2;37.8;10.8;0.2;1.5
298;Beleggingsfondsen m.u.v.geldmarktfondsen;2002;52.9;14.0;25.3;12.2;0.2;1.2
299;Beleggingsfondsen m.u.v.geldmarktfondsen;2003;58.4;14.0;28.2;14.4;0.2;1.6
300;Beleggingsfondsen m.u.v.geldmarktfondsen;2004;55.9;11.6;27.8;15.3;0.0;1.2
301;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 1e kwartaal;58.6;12.2;30.9;14.6;0.0;0.9
302;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 2e kwartaal;58.8;12.8;30.5;14.7;0.0;0.8
303;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 3e kwartaal;58.4;13.4;31.1;13.3;0.0;0.6
304;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 4e kwartaal;62.0;14.2;33.6;13.4;0.0;0.8
305;Beleggingsfondsen m.u.v.geldmarktfondsen;2005;62.0;14.2;33.6;13.4;0.0;0.8
306;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 1e kwartaal;61.7;14.8;33.1;12.5;0.0;1.2
307;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 2e kwartaal;63.9;15.4;36.0;11.8;0.0;0.7
308;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 3e kwartaal;65.2;16.0;36.2;12.4;0.0;0.5
309;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 4e kwartaal;67.7;16.7;38.2;12.3;0.0;0.5
310;Beleggingsfondsen m.u.v.geldmarktfondsen;2006;67.7;16.7;38.2;12.3;0.0;0.5
311;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 1e kwartaal;65.6;16.9;35.1;12.8;0.0;0.8
312;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 2e kwartaal;54.0;10.0;30.7;12.7;0.0;0.5
313;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 3e kwartaal;53.0;10.4;32.3;10.1;0.0;0.1
314;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 4e kwartaal;62.5;11.7;39.3;10.9;0.0;0.6
315;Beleggingsfondsen m.u.v.geldmarktfondsen;2007;62.5;11.7;39.3;10.9;0.0;0.6
316;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 1e kwartaal;56.4;11.8;32.5;11.0;0.0;1.2
317;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 2e kwartaal;56.6;11.9;32.1;10.4;0.0;2.1
318;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 3e kwartaal;51.7;11.9;26.8;11.0;0.0;1.9
319;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 4e kwartaal voor revisie;46.0;12.0;20.8;11.4;0.0;1.8
320;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 4e kwartaal na revisie;119.2;1.0;57.0;56.5;1.3;3.5
321;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 voor revisie;46.0;12.0;20.8;11.4;0.0;1.8
322;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 na revisie;119.2;1.0;57.0;56.5;1.3;3.5
323;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 1e kwartaal;307.3;0.9;158.0;138.6;2.2;7.6
324;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 2e kwartaal;329.7;0.9;178.3;139.7;1.8;9.0
325;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 3e kwartaal;329.7;0.9;178.3;139.7;1.8;9.0
326;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 4e kwartaal;329.7;0.9;178.3;139.7;1.8;9.0
327;Beleggingsfondsen m.u.v.geldmarktfondsen;2009;329.7;0.9;178.3;139.7;1.8;9.0
328;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 1e kwartaal;364.5;0.9;204.5;146.3;2.6;10.1
329;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 2e kwartaal;350.0;1.0;191.2;143.8;3.1;11.0
330;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 3e kwartaal;357.5;0.9;197.5;145.7;3.3;10.0
331;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 4e kwartaal;367.8;0.9;213.7;139.2;4.4;9.6
332;Beleggingsfondsen m.u.v.geldmarktfondsen;2010;367.8;0.9;213.7;139.2;4.4;9.6
333;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 1e kwartaal;372.4;0.9;215.4;142.7;4.8;8.6
334;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 2e kwartaal;377.9;0.9;217.9;146.3;4.9;7.9
335;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 3e kwartaal;372.1;0.9;208.8;148.3;5.6;8.6
336;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 4e kwartaal;387.9;0.9;225.4;148.8;5.6;7.2
337;Beleggingsfondsen m.u.v.geldmarktfondsen;2011;387.9;0.9;225.4;148.8;5.6;7.2
338;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 1e kwartaal;415.5;0.9;241.2;157.1;8.9;7.4
339;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 2e kwartaal;422.1;0.9;244.1;159.0;9.2;8.9
340;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 3e kwartaal;443.1;0.9;255.6;168.5;10.2;7.9
341;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 4e kwartaal;453.4;0.8;259.3;175.8;10.4;7.1
342;Beleggingsfondsen m.u.v.geldmarktfondsen;2012;453.4;0.8;259.3;175.8;10.4;7.1
343;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 1e kwartaal;478.5;0.7;284.0;175.0;11.0;7.8
344;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 2e kwartaal;468.4;0.7;272.6;175.5;11.0;8.6
345;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 3e kwartaal;485.8;0.7;280.0;185.8;11.4;7.9
346;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 4e kwartaal;499.0;0.6;290.8;188.9;11.1;7.6
347;Beleggingsfondsen m.u.v.geldmarktfondsen;2013;499.0;0.6;290.8;188.9;11.1;7.6
348;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 1e kwartaal;520.4;0.7;308.3;191.9;11.8;7.7
349;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 2e kwartaal;552.2;0.7;330.6;200.5;12.0;8.3
350;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 3e kwartaal;583.3;0.7;350.5;211.1;12.5;8.6
351;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 4e kwartaal;602.9;0.7;367.3;212.2;12.8;9.8
352;Beleggingsfondsen m.u.v.geldmarktfondsen;2014;602.9;0.7;367.3;212.2;12.8;9.8
353;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 1e kwartaal;650.5;0.7;399.5;228.2;11.1;11.0
354;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 2e kwartaal;620.2;0.7;376.8;220.1;11.3;11.4
355;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 3e kwartaal;590.4;0.8;347.5;221.2;10.5;10.4
356;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 4e kwartaal;610.5;0.8;365.7;224.1;10.0;9.8
357;Beleggingsfondsen m.u.v.geldmarktfondsen;2015;610.5;0.8;365.7;224.1;10.0;9.8
358;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 1e kwartaal;610.9;0.7;359.3;230.8;10.2;9.8
359;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 2e kwartaal;634.6;0.7;377.9;236.8;9.9;9.4
360;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 3e kwartaal;653.9;0.7;395.9;237.5;10.0;9.8
361;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 4e kwartaal;666.0;0.7;415.7;231.3;10.4;7.9
362;Beleggingsfondsen m.u.v.geldmarktfondsen;2016;666.0;0.7;415.7;231.3;10.4;7.9
363;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 1e kwartaal;672.1;0.7;427.9;225.0;9.9;8.5
364;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 2e kwartaal;667.8;0.7;421.9;226.9;9.9;8.4
365;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 3e kwartaal;685.5;0.7;436.7;230.2;9.5;8.3
366;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 4e kwartaal;682.1;0.7;459.6;203.2;9.0;9.6
367;Beleggingsfondsen m.u.v.geldmarktfondsen;2017;682.1;0.7;459.6;203.2;9.0;9.6
