ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;Opleiding;EerderGedetineerd;Perioden;Gedetineerden_1
3607;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Totaal gedetineerden;2021;4870.0
3608;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Totaal gedetineerden;2022;5380.0
3609;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Totaal gedetineerden;2023;5780.0
3610;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2005;
3611;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2006;
3612;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2007;
3613;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2008;
3614;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2009;
3615;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2010;
3616;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2011;2750.0
3617;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2012;2840.0
3618;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2013;2940.0
3619;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2014;3240.0
3620;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2015;3070.0
3621;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2016;2710.0
3622;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2017;2720.0
3623;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2018;2730.0
3624;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2019;2870.0
3625;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2020;2290.0
3626;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2021;2470.0
3627;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2022;2650.0
3628;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Eerder gedetineerd;2023;2850.0
3629;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2005;
3630;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2006;
3631;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2007;
3632;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2008;
3633;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2009;
3634;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2010;
3635;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2011;3810.0
3636;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2012;3330.0
3637;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2013;3040.0
3638;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2014;2850.0
3639;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2015;2630.0
3640;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2016;2400.0
3641;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2017;2230.0
3642;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2018;2370.0
3643;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2019;2630.0
3644;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2020;2190.0
3645;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2021;2400.0
3646;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2022;2730.0
3647;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Totaal opleidingen;Niet eerder gedetineerd;2023;2930.0
3648;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2005;
3649;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2006;
3650;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2007;
3651;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2008;
3652;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2009;
3653;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2010;
3654;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2011;
3655;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2012;
3656;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2013;410.0
3657;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2014;480.0
3658;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2015;470.0
3659;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2016;390.0
3660;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2017;370.0
3661;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2018;340.0
3662;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2019;330.0
3663;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2020;230.0
3664;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2021;240.0
3665;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2022;240.0
3666;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Totaal gedetineerden;2023;
3667;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2005;
3668;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2006;
3669;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2007;
3670;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2008;
3671;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2009;
3672;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2010;
3673;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2011;
3674;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2012;
3675;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2013;260.0
3676;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2014;300.0
3677;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2015;270.0
3678;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2016;240.0
3679;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2017;240.0
3680;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2018;220.0
3681;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2019;210.0
3682;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2020;140.0
3683;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2021;150.0
3684;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2022;150.0
3685;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Eerder gedetineerd;2023;
3686;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2005;
3687;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2006;
3688;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2007;
3689;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2008;
3690;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2009;
3691;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2010;
3692;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2011;
3693;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2012;
3694;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2013;150.0
3695;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2014;180.0
3696;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2015;200.0
3697;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2016;150.0
3698;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2017;120.0
3699;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2018;130.0
3700;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2019;120.0
3701;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2020;90.0
3702;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2021;100.0
3703;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2022;90.0
3704;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Basisonderwijs;Niet eerder gedetineerd;2023;
3705;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2005;
3706;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2006;
3707;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2007;
3708;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2008;
3709;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2009;
3710;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2010;
3711;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2011;
3712;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2012;
3713;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2013;410.0
3714;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2014;450.0
3715;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2015;380.0
3716;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2016;300.0
3717;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2017;310.0
3718;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2018;280.0
3719;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2019;270.0
3720;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2020;200.0
3721;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2021;240.0
3722;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2022;250.0
3723;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Totaal gedetineerden;2023;
3724;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2005;
3725;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2006;
3726;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2007;
3727;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2008;
3728;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2009;
3729;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2010;
3730;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2011;
3731;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2012;
3732;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2013;280.0
3733;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2014;300.0
3734;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2015;270.0
3735;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2016;210.0
3736;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2017;230.0
3737;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2018;210.0
3738;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2019;190.0
3739;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2020;160.0
3740;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2021;190.0
3741;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2022;170.0
3742;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Eerder gedetineerd;2023;
3743;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2005;
3744;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2006;
3745;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2007;
3746;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2008;
3747;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2009;
3748;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2010;
3749;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2011;
3750;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2012;
3751;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2013;130.0
3752;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2014;150.0
3753;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2015;120.0
3754;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2016;90.0
3755;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2017;80.0
3756;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2018;80.0
3757;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2019;80.0
3758;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2020;40.0
3759;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2021;60.0
3760;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2022;80.0
3761;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Vmbo;Niet eerder gedetineerd;2023;
3762;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2005;
3763;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2006;
3764;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2007;
3765;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2008;
3766;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2009;
3767;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2010;
3768;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2011;
3769;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2012;
3770;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2013;100.0
3771;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2014;120.0
3772;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2015;130.0
3773;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2016;140.0
3774;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2017;160.0
3775;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2018;150.0
3776;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2019;190.0
3777;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2020;160.0
3778;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2021;170.0
3779;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2022;190.0
3780;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Totaal gedetineerden;2023;
3781;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2005;
3782;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2006;
3783;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2007;
3784;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2008;
3785;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2009;
3786;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2010;
3787;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2011;
3788;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2012;
3789;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2013;50.0
3790;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2014;70.0
3791;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2015;80.0
3792;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2016;80.0
3793;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2017;100.0
3794;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2018;100.0
3795;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2019;140.0
3796;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2020;110.0
3797;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2021;120.0
3798;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2022;120.0
3799;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Eerder gedetineerd;2023;
3800;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2005;
3801;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2006;
3802;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2007;
3803;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2008;
3804;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2009;
3805;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2010;
3806;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2011;
3807;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2012;
3808;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2013;40.0
3809;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2014;50.0
3810;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2015;50.0
3811;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2016;60.0
3812;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2017;60.0
3813;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2018;50.0
3814;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2019;50.0
3815;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2020;50.0
3816;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2021;50.0
3817;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2022;70.0
3818;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Voortgezet speciaal onderwijs;Niet eerder gedetineerd;2023;
3819;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2005;
3820;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2006;
3821;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2007;
3822;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2008;
3823;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2009;
3824;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2010;
3825;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2011;
3826;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2012;
3827;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2013;40.0
3828;Totaal mannen en vrouwen;10000;Totaal;Overig buiten Europa;Praktijkonderwijs;Totaal gedetineerden;2014;60.0
