ID;Geslacht;Leeftijdsklasse;DiagnoseIndelingBeldo;Perioden;EenjaarssterfteNa1eZiekenhuisopname_1;GecorrigeerdeEenjaarssterfte_2;AantalPersonenMet1eZiekenhuisopname_3
718;Totaal mannen en vrouwen;0 jarigen;11 Ziekten van spieren, beenderen en ...;2004;3.6;;
719;Totaal mannen en vrouwen;0 jarigen;11 Ziekten van spieren, beenderen en ...;2005;2.0;;
720;Totaal mannen en vrouwen;0 jarigen;12 Ziekten urinewegen en geslachtsorg.;2000;0.4;;
721;Totaal mannen en vrouwen;0 jarigen;12 Ziekten urinewegen en geslachtsorg.;2001;0.2;;
722;Totaal mannen en vrouwen;0 jarigen;12 Ziekten urinewegen en geslachtsorg.;2002;0.8;;
723;Totaal mannen en vrouwen;0 jarigen;12 Ziekten urinewegen en geslachtsorg.;2003;0.6;;
724;Totaal mannen en vrouwen;0 jarigen;12 Ziekten urinewegen en geslachtsorg.;2004;0.3;;
725;Totaal mannen en vrouwen;0 jarigen;12 Ziekten urinewegen en geslachtsorg.;2005;0.5;;
726;Totaal mannen en vrouwen;0 jarigen;12.1 Ziekten van nier en urineleider;2000;1.4;;
727;Totaal mannen en vrouwen;0 jarigen;12.1 Ziekten van nier en urineleider;2001;0.5;;
728;Totaal mannen en vrouwen;0 jarigen;12.1 Ziekten van nier en urineleider;2002;1.9;;
729;Totaal mannen en vrouwen;0 jarigen;12.1 Ziekten van nier en urineleider;2003;1.4;;
730;Totaal mannen en vrouwen;0 jarigen;12.1 Ziekten van nier en urineleider;2004;0.8;;
731;Totaal mannen en vrouwen;0 jarigen;12.1 Ziekten van nier en urineleider;2005;1.1;;
732;Totaal mannen en vrouwen;0 jarigen;14 Aand. ontstaan in perinatale periode;2000;0.8;;
733;Totaal mannen en vrouwen;0 jarigen;14 Aand. ontstaan in perinatale periode;2001;0.8;;
734;Totaal mannen en vrouwen;0 jarigen;14 Aand. ontstaan in perinatale periode;2002;0.8;;
735;Totaal mannen en vrouwen;0 jarigen;14 Aand. ontstaan in perinatale periode;2003;0.7;;
736;Totaal mannen en vrouwen;0 jarigen;14 Aand. ontstaan in perinatale periode;2004;0.6;;
737;Totaal mannen en vrouwen;0 jarigen;14 Aand. ontstaan in perinatale periode;2005;0.7;;
738;Totaal mannen en vrouwen;0 jarigen;15 Aangeboren afwijkingen;2000;8.6;;
739;Totaal mannen en vrouwen;0 jarigen;15 Aangeboren afwijkingen;2001;8.5;;
740;Totaal mannen en vrouwen;0 jarigen;15 Aangeboren afwijkingen;2002;8.1;;
741;Totaal mannen en vrouwen;0 jarigen;15 Aangeboren afwijkingen;2003;8.6;;
742;Totaal mannen en vrouwen;0 jarigen;15 Aangeboren afwijkingen;2004;7.0;;
743;Totaal mannen en vrouwen;0 jarigen;15 Aangeboren afwijkingen;2005;5.8;;
744;Totaal mannen en vrouwen;0 jarigen;15.1 Aangeb.afw. van zenuwstelsel;2000;23.3;;
745;Totaal mannen en vrouwen;0 jarigen;15.1 Aangeb.afw. van zenuwstelsel;2001;26.0;;
746;Totaal mannen en vrouwen;0 jarigen;15.1 Aangeb.afw. van zenuwstelsel;2002;28.2;;
747;Totaal mannen en vrouwen;0 jarigen;15.1 Aangeb.afw. van zenuwstelsel;2003;24.3;;
748;Totaal mannen en vrouwen;0 jarigen;15.1 Aangeb.afw. van zenuwstelsel;2004;20.5;;
749;Totaal mannen en vrouwen;0 jarigen;15.1 Aangeb.afw. van zenuwstelsel;2005;19.2;;
750;Totaal mannen en vrouwen;0 jarigen;15.2 Aangeb.afw. hart en bloedvaten;2000;18.1;;
751;Totaal mannen en vrouwen;0 jarigen;15.2 Aangeb.afw. hart en bloedvaten;2001;17.2;;
752;Totaal mannen en vrouwen;0 jarigen;15.2 Aangeb.afw. hart en bloedvaten;2002;14.7;;
753;Totaal mannen en vrouwen;0 jarigen;15.2 Aangeb.afw. hart en bloedvaten;2003;15.6;;
754;Totaal mannen en vrouwen;0 jarigen;15.2 Aangeb.afw. hart en bloedvaten;2004;14.1;;
755;Totaal mannen en vrouwen;0 jarigen;15.2 Aangeb.afw. hart en bloedvaten;2005;13.3;;
756;Totaal mannen en vrouwen;0 jarigen;17 Ongevalsletsel en vergiftigingen;2000;1.7;;
757;Totaal mannen en vrouwen;0 jarigen;17 Ongevalsletsel en vergiftigingen;2001;2.6;;
758;Totaal mannen en vrouwen;0 jarigen;17 Ongevalsletsel en vergiftigingen;2002;1.1;;
759;Totaal mannen en vrouwen;0 jarigen;17 Ongevalsletsel en vergiftigingen;2003;1.0;;
760;Totaal mannen en vrouwen;0 jarigen;17 Ongevalsletsel en vergiftigingen;2004;0.9;;
761;Totaal mannen en vrouwen;0 jarigen;17 Ongevalsletsel en vergiftigingen;2005;1.2;;
762;Totaal mannen en vrouwen;0 jarigen;19 Externe oorzaken;2000;3.9;;
763;Totaal mannen en vrouwen;0 jarigen;19 Externe oorzaken;2001;4.1;;
764;Totaal mannen en vrouwen;0 jarigen;19 Externe oorzaken;2002;2.5;;
765;Totaal mannen en vrouwen;0 jarigen;19 Externe oorzaken;2003;2.5;;
766;Totaal mannen en vrouwen;0 jarigen;19 Externe oorzaken;2004;1.4;;
767;Totaal mannen en vrouwen;0 jarigen;19 Externe oorzaken;2005;4.3;;
768;Totaal mannen en vrouwen;0 jarigen;19.1 Ongevallen;2000;3.9;;
769;Totaal mannen en vrouwen;0 jarigen;19.1 Ongevallen;2001;4.6;;
770;Totaal mannen en vrouwen;0 jarigen;19.1 Ongevallen;2002;2.6;;
771;Totaal mannen en vrouwen;0 jarigen;19.1 Ongevallen;2003;2.4;;
772;Totaal mannen en vrouwen;0 jarigen;19.1 Ongevallen;2004;1.5;;
773;Totaal mannen en vrouwen;0 jarigen;19.1 Ongevallen;2005;4.3;;
774;Totaal mannen en vrouwen;0 jarigen;19.1.1 Vervoersongevallen;2000;;;
775;Totaal mannen en vrouwen;0 jarigen;19.1.1 Vervoersongevallen;2001;;;
776;Totaal mannen en vrouwen;0 jarigen;19.1.1 Vervoersongevallen;2002;;;
777;Totaal mannen en vrouwen;0 jarigen;19.1.1 Vervoersongevallen;2003;;;
778;Totaal mannen en vrouwen;0 jarigen;19.1.1 Vervoersongevallen;2004;;;
779;Totaal mannen en vrouwen;0 jarigen;19.1.1 Vervoersongevallen;2005;;;
780;Totaal mannen en vrouwen;0 jarigen;19.1.1.1 Wegverkeersongevallen;2000;;;
781;Totaal mannen en vrouwen;0 jarigen;19.1.1.1 Wegverkeersongevallen;2001;;;
782;Totaal mannen en vrouwen;0 jarigen;19.1.1.1 Wegverkeersongevallen;2002;;;
783;Totaal mannen en vrouwen;0 jarigen;19.1.1.1 Wegverkeersongevallen;2003;;;
784;Totaal mannen en vrouwen;0 jarigen;19.1.1.1 Wegverkeersongevallen;2004;;;
785;Totaal mannen en vrouwen;0 jarigen;19.1.1.1 Wegverkeersongevallen;2005;;;
786;Totaal mannen en vrouwen;0 jarigen;19.1.2 Accidentele val;2000;0.0;;
787;Totaal mannen en vrouwen;0 jarigen;19.1.2 Accidentele val;2001;0.0;;
788;Totaal mannen en vrouwen;0 jarigen;19.1.2 Accidentele val;2002;0.0;;
789;Totaal mannen en vrouwen;0 jarigen;19.1.2 Accidentele val;2003;0.6;;
790;Totaal mannen en vrouwen;0 jarigen;19.1.2 Accidentele val;2004;0.7;;
791;Totaal mannen en vrouwen;0 jarigen;19.1.2 Accidentele val;2005;0.0;;
792;Totaal mannen en vrouwen;0 jarigen;19.1.3 Accidentele verdrinking;2000;;;
793;Totaal mannen en vrouwen;0 jarigen;19.1.3 Accidentele verdrinking;2001;;;
794;Totaal mannen en vrouwen;0 jarigen;19.1.3 Accidentele verdrinking;2002;;;
795;Totaal mannen en vrouwen;0 jarigen;19.1.3 Accidentele verdrinking;2003;;;
796;Totaal mannen en vrouwen;0 jarigen;19.1.3 Accidentele verdrinking;2004;;;
797;Totaal mannen en vrouwen;0 jarigen;19.1.3 Accidentele verdrinking;2005;;;
798;Totaal mannen en vrouwen;0 jarigen;19.1.4 Accidentele vergiftiging;2000;1.0;;
799;Totaal mannen en vrouwen;0 jarigen;19.1.4 Accidentele vergiftiging;2001;0.0;;
800;Totaal mannen en vrouwen;0 jarigen;19.1.4 Accidentele vergiftiging;2002;0.0;;
801;Totaal mannen en vrouwen;0 jarigen;19.1.4 Accidentele vergiftiging;2003;0.0;;
802;Totaal mannen en vrouwen;0 jarigen;19.1.4 Accidentele vergiftiging;2004;0.0;;
803;Totaal mannen en vrouwen;0 jarigen;19.1.4 Accidentele vergiftiging;2005;0.0;;
804;Totaal mannen en vrouwen;0 jarigen;19.2 Zelfmoord, zelf toegebracht letstel;2000;;;
805;Totaal mannen en vrouwen;0 jarigen;19.2 Zelfmoord, zelf toegebracht letstel;2001;;;
806;Totaal mannen en vrouwen;0 jarigen;19.2 Zelfmoord, zelf toegebracht letstel;2002;;;
807;Totaal mannen en vrouwen;0 jarigen;19.2 Zelfmoord, zelf toegebracht letstel;2003;;;
808;Totaal mannen en vrouwen;0 jarigen;19.2 Zelfmoord, zelf toegebracht letstel;2004;;;
809;Totaal mannen en vrouwen;0 jarigen;19.2 Zelfmoord, zelf toegebracht letstel;2005;;;
810;Totaal mannen en vrouwen;0 jarigen;19.3 Moord,door ander toegebracht letsel;2000;;;
811;Totaal mannen en vrouwen;0 jarigen;19.3 Moord,door ander toegebracht letsel;2001;;;
812;Totaal mannen en vrouwen;0 jarigen;19.3 Moord,door ander toegebracht letsel;2002;;;
813;Totaal mannen en vrouwen;0 jarigen;19.3 Moord,door ander toegebracht letsel;2003;;;
814;Totaal mannen en vrouwen;0 jarigen;19.3 Moord,door ander toegebracht letsel;2004;;;
815;Totaal mannen en vrouwen;0 jarigen;19.3 Moord,door ander toegebracht letsel;2005;;;
816;Totaal mannen en vrouwen;1-24 jaar;Alle diagnosen;2000;0.3;;
817;Totaal mannen en vrouwen;1-24 jaar;Alle diagnosen;2001;0.2;;
818;Totaal mannen en vrouwen;1-24 jaar;Alle diagnosen;2002;0.2;;
819;Totaal mannen en vrouwen;1-24 jaar;Alle diagnosen;2003;0.2;;
820;Totaal mannen en vrouwen;1-24 jaar;Alle diagnosen;2004;0.2;;
821;Totaal mannen en vrouwen;1-24 jaar;Alle diagnosen;2005;0.2;;
822;Totaal mannen en vrouwen;1-24 jaar;1 Infectieuze en parasitaire ziekten;2000;1.1;;
823;Totaal mannen en vrouwen;1-24 jaar;1 Infectieuze en parasitaire ziekten;2001;1.4;;
824;Totaal mannen en vrouwen;1-24 jaar;1 Infectieuze en parasitaire ziekten;2002;1.3;;
825;Totaal mannen en vrouwen;1-24 jaar;1 Infectieuze en parasitaire ziekten;2003;0.9;;
826;Totaal mannen en vrouwen;1-24 jaar;1 Infectieuze en parasitaire ziekten;2004;0.8;;
827;Totaal mannen en vrouwen;1-24 jaar;1 Infectieuze en parasitaire ziekten;2005;0.9;;
828;Totaal mannen en vrouwen;1-24 jaar;1.1 Tuberculose;2000;0.0;;
829;Totaal mannen en vrouwen;1-24 jaar;1.1 Tuberculose;2001;0.0;;
830;Totaal mannen en vrouwen;1-24 jaar;1.1 Tuberculose;2002;0.0;;
831;Totaal mannen en vrouwen;1-24 jaar;1.1 Tuberculose;2003;0.0;;
832;Totaal mannen en vrouwen;1-24 jaar;1.1 Tuberculose;2004;0.0;;
833;Totaal mannen en vrouwen;1-24 jaar;1.1 Tuberculose;2005;;;
834;Totaal mannen en vrouwen;1-24 jaar;1.2 Nekkramp;2000;5.7;;
835;Totaal mannen en vrouwen;1-24 jaar;1.2 Nekkramp;2001;5.2;;
836;Totaal mannen en vrouwen;1-24 jaar;1.2 Nekkramp;2002;6.3;;
837;Totaal mannen en vrouwen;1-24 jaar;1.2 Nekkramp;2003;3.9;;
838;Totaal mannen en vrouwen;1-24 jaar;1.2 Nekkramp;2004;3.1;;
839;Totaal mannen en vrouwen;1-24 jaar;1.2 Nekkramp;2005;5.5;;
840;Totaal mannen en vrouwen;1-24 jaar;1.3 Virale hepatitis;2000;6.2;;
841;Totaal mannen en vrouwen;1-24 jaar;1.3 Virale hepatitis;2001;0.0;;
842;Totaal mannen en vrouwen;1-24 jaar;1.3 Virale hepatitis;2002;0.0;;
843;Totaal mannen en vrouwen;1-24 jaar;1.3 Virale hepatitis;2003;0.0;;
844;Totaal mannen en vrouwen;1-24 jaar;1.3 Virale hepatitis;2004;4.9;;
845;Totaal mannen en vrouwen;1-24 jaar;1.3 Virale hepatitis;2005;0.0;;
846;Totaal mannen en vrouwen;1-24 jaar;2 Nieuwvormingen;2000;2.8;;
847;Totaal mannen en vrouwen;1-24 jaar;2 Nieuwvormingen;2001;2.8;;
848;Totaal mannen en vrouwen;1-24 jaar;2 Nieuwvormingen;2002;2.3;;
849;Totaal mannen en vrouwen;1-24 jaar;2 Nieuwvormingen;2003;2.2;;
850;Totaal mannen en vrouwen;1-24 jaar;2 Nieuwvormingen;2004;1.9;;
851;Totaal mannen en vrouwen;1-24 jaar;2 Nieuwvormingen;2005;2.3;;
852;Totaal mannen en vrouwen;1-24 jaar;2.1 Kwaadaardige nieuwvormingen;2000;12.8;;
853;Totaal mannen en vrouwen;1-24 jaar;2.1 Kwaadaardige nieuwvormingen;2001;11.5;;
854;Totaal mannen en vrouwen;1-24 jaar;2.1 Kwaadaardige nieuwvormingen;2002;9.6;;
855;Totaal mannen en vrouwen;1-24 jaar;2.1 Kwaadaardige nieuwvormingen;2003;8.8;;
856;Totaal mannen en vrouwen;1-24 jaar;2.1 Kwaadaardige nieuwvormingen;2004;9.1;;
857;Totaal mannen en vrouwen;1-24 jaar;2.1 Kwaadaardige nieuwvormingen;2005;8.9;;
858;Totaal mannen en vrouwen;1-24 jaar;2.1.1 Kw. nieuwv. van lip, mond en keel;2000;;;
859;Totaal mannen en vrouwen;1-24 jaar;2.1.1 Kw. nieuwv. van lip, mond en keel;2001;;;
860;Totaal mannen en vrouwen;1-24 jaar;2.1.1 Kw. nieuwv. van lip, mond en keel;2002;;;
861;Totaal mannen en vrouwen;1-24 jaar;2.1.1 Kw. nieuwv. van lip, mond en keel;2003;;;
862;Totaal mannen en vrouwen;1-24 jaar;2.1.1 Kw. nieuwv. van lip, mond en keel;2004;;;
863;Totaal mannen en vrouwen;1-24 jaar;2.1.1 Kw. nieuwv. van lip, mond en keel;2005;;;
864;Totaal mannen en vrouwen;1-24 jaar;2.1.2 Kw. nieuwv. van slokdarm;2000;;;
865;Totaal mannen en vrouwen;1-24 jaar;2.1.2 Kw. nieuwv. van slokdarm;2001;;;
866;Totaal mannen en vrouwen;1-24 jaar;2.1.2 Kw. nieuwv. van slokdarm;2002;;;
867;Totaal mannen en vrouwen;1-24 jaar;2.1.2 Kw. nieuwv. van slokdarm;2003;;;
868;Totaal mannen en vrouwen;1-24 jaar;2.1.2 Kw. nieuwv. van slokdarm;2004;;;
869;Totaal mannen en vrouwen;1-24 jaar;2.1.2 Kw. nieuwv. van slokdarm;2005;;;
870;Totaal mannen en vrouwen;1-24 jaar;2.1.3 Kw. nieuwv. van maag;2000;;;
871;Totaal mannen en vrouwen;1-24 jaar;2.1.3 Kw. nieuwv. van maag;2001;;;
872;Totaal mannen en vrouwen;1-24 jaar;2.1.3 Kw. nieuwv. van maag;2002;;;
873;Totaal mannen en vrouwen;1-24 jaar;2.1.3 Kw. nieuwv. van maag;2003;;;
874;Totaal mannen en vrouwen;1-24 jaar;2.1.3 Kw. nieuwv. van maag;2004;;;
875;Totaal mannen en vrouwen;1-24 jaar;2.1.3 Kw. nieuwv. van maag;2005;;;
876;Totaal mannen en vrouwen;1-24 jaar;2.1.4 Kw. nieuwv. van dikke darm;2000;;;
877;Totaal mannen en vrouwen;1-24 jaar;2.1.4 Kw. nieuwv. van dikke darm;2001;;;
878;Totaal mannen en vrouwen;1-24 jaar;2.1.4 Kw. nieuwv. van dikke darm;2002;;;
879;Totaal mannen en vrouwen;1-24 jaar;2.1.4 Kw. nieuwv. van dikke darm;2003;;;
880;Totaal mannen en vrouwen;1-24 jaar;2.1.4 Kw. nieuwv. van dikke darm;2004;;;
881;Totaal mannen en vrouwen;1-24 jaar;2.1.4 Kw. nieuwv. van dikke darm;2005;;;
882;Totaal mannen en vrouwen;1-24 jaar;2.1.5 Kw. nieuwv. van endeldarm en anus;2000;;;
883;Totaal mannen en vrouwen;1-24 jaar;2.1.5 Kw. nieuwv. van endeldarm en anus;2001;;;
884;Totaal mannen en vrouwen;1-24 jaar;2.1.5 Kw. nieuwv. van endeldarm en anus;2002;;;
885;Totaal mannen en vrouwen;1-24 jaar;2.1.5 Kw. nieuwv. van endeldarm en anus;2003;;;
886;Totaal mannen en vrouwen;1-24 jaar;2.1.5 Kw. nieuwv. van endeldarm en anus;2004;;;
887;Totaal mannen en vrouwen;1-24 jaar;2.1.5 Kw. nieuwv. van endeldarm en anus;2005;;;
888;Totaal mannen en vrouwen;1-24 jaar;2.1.6 Kw. nieuwv. van lever en intrah...;2000;;;
889;Totaal mannen en vrouwen;1-24 jaar;2.1.6 Kw. nieuwv. van lever en intrah...;2001;;;
890;Totaal mannen en vrouwen;1-24 jaar;2.1.6 Kw. nieuwv. van lever en intrah...;2002;;;
891;Totaal mannen en vrouwen;1-24 jaar;2.1.6 Kw. nieuwv. van lever en intrah...;2003;;;
892;Totaal mannen en vrouwen;1-24 jaar;2.1.6 Kw. nieuwv. van lever en intrah...;2004;;;
893;Totaal mannen en vrouwen;1-24 jaar;2.1.6 Kw. nieuwv. van lever en intrah...;2005;;;
894;Totaal mannen en vrouwen;1-24 jaar;2.1.7 Kw. nieuwv. van galblaas en galw.;2000;;;
895;Totaal mannen en vrouwen;1-24 jaar;2.1.7 Kw. nieuwv. van galblaas en galw.;2001;;;
896;Totaal mannen en vrouwen;1-24 jaar;2.1.7 Kw. nieuwv. van galblaas en galw.;2002;;;
897;Totaal mannen en vrouwen;1-24 jaar;2.1.7 Kw. nieuwv. van galblaas en galw.;2003;;;
898;Totaal mannen en vrouwen;1-24 jaar;2.1.7 Kw. nieuwv. van galblaas en galw.;2004;;;
899;Totaal mannen en vrouwen;1-24 jaar;2.1.7 Kw. nieuwv. van galblaas en galw.;2005;;;
900;Totaal mannen en vrouwen;1-24 jaar;2.1.8 Kw. nieuwv. van alvleesklier;2000;;;
901;Totaal mannen en vrouwen;1-24 jaar;2.1.8 Kw. nieuwv. van alvleesklier;2001;;;
902;Totaal mannen en vrouwen;1-24 jaar;2.1.8 Kw. nieuwv. van alvleesklier;2002;;;
903;Totaal mannen en vrouwen;1-24 jaar;2.1.8 Kw. nieuwv. van alvleesklier;2003;;;
904;Totaal mannen en vrouwen;1-24 jaar;2.1.8 Kw. nieuwv. van alvleesklier;2004;;;
905;Totaal mannen en vrouwen;1-24 jaar;2.1.8 Kw. nieuwv. van alvleesklier;2005;;;
906;Totaal mannen en vrouwen;1-24 jaar;2.1.9 Kw. nieuwv. van strottehoofd;2000;;;
907;Totaal mannen en vrouwen;1-24 jaar;2.1.9 Kw. nieuwv. van strottehoofd;2001;;;
908;Totaal mannen en vrouwen;1-24 jaar;2.1.9 Kw. nieuwv. van strottehoofd;2002;;;
909;Totaal mannen en vrouwen;1-24 jaar;2.1.9 Kw. nieuwv. van strottehoofd;2003;;;
910;Totaal mannen en vrouwen;1-24 jaar;2.1.9 Kw. nieuwv. van strottehoofd;2004;;;
911;Totaal mannen en vrouwen;1-24 jaar;2.1.9 Kw. nieuwv. van strottehoofd;2005;;;
912;Totaal mannen en vrouwen;1-24 jaar;2.1.10 Kw. nieuwv. van long, luchtpijp;2000;;;
913;Totaal mannen en vrouwen;1-24 jaar;2.1.10 Kw. nieuwv. van long, luchtpijp;2001;;;
914;Totaal mannen en vrouwen;1-24 jaar;2.1.10 Kw. nieuwv. van long, luchtpijp;2002;;;
915;Totaal mannen en vrouwen;1-24 jaar;2.1.10 Kw. nieuwv. van long, luchtpijp;2003;;;
916;Totaal mannen en vrouwen;1-24 jaar;2.1.10 Kw. nieuwv. van long, luchtpijp;2004;;;
917;Totaal mannen en vrouwen;1-24 jaar;2.1.10 Kw. nieuwv. van long, luchtpijp;2005;;;
918;Totaal mannen en vrouwen;1-24 jaar;2.1.11 Melanoom van huid;2000;;;
919;Totaal mannen en vrouwen;1-24 jaar;2.1.11 Melanoom van huid;2001;;;
920;Totaal mannen en vrouwen;1-24 jaar;2.1.11 Melanoom van huid;2002;4.7;;
921;Totaal mannen en vrouwen;1-24 jaar;2.1.11 Melanoom van huid;2003;8.8;;
922;Totaal mannen en vrouwen;1-24 jaar;2.1.11 Melanoom van huid;2004;;;
923;Totaal mannen en vrouwen;1-24 jaar;2.1.11 Melanoom van huid;2005;;;
924;Totaal mannen en vrouwen;1-24 jaar;2.1.12 Kw. nieuwv. van borst;2000;;;
925;Totaal mannen en vrouwen;1-24 jaar;2.1.12 Kw. nieuwv. van borst;2001;;;
926;Totaal mannen en vrouwen;1-24 jaar;2.1.12 Kw. nieuwv. van borst;2002;;;
927;Totaal mannen en vrouwen;1-24 jaar;2.1.12 Kw. nieuwv. van borst;2003;;;
928;Totaal mannen en vrouwen;1-24 jaar;2.1.12 Kw. nieuwv. van borst;2004;;;
929;Totaal mannen en vrouwen;1-24 jaar;2.1.12 Kw. nieuwv. van borst;2005;;;
930;Totaal mannen en vrouwen;1-24 jaar;2.1.13 Kw. nieuwv. van baarmoederhals;2000;;;
931;Totaal mannen en vrouwen;1-24 jaar;2.1.13 Kw. nieuwv. van baarmoederhals;2001;;;
932;Totaal mannen en vrouwen;1-24 jaar;2.1.13 Kw. nieuwv. van baarmoederhals;2002;;;
933;Totaal mannen en vrouwen;1-24 jaar;2.1.13 Kw. nieuwv. van baarmoederhals;2003;;;
934;Totaal mannen en vrouwen;1-24 jaar;2.1.13 Kw. nieuwv. van baarmoederhals;2004;;;
935;Totaal mannen en vrouwen;1-24 jaar;2.1.13 Kw. nieuwv. van baarmoederhals;2005;;;
936;Totaal mannen en vrouwen;1-24 jaar;2.1.14 Kw. nieuwv. van baarmoederlichaam;2000;;;
937;Totaal mannen en vrouwen;1-24 jaar;2.1.14 Kw. nieuwv. van baarmoederlichaam;2001;;;
938;Totaal mannen en vrouwen;1-24 jaar;2.1.14 Kw. nieuwv. van baarmoederlichaam;2002;;;
939;Totaal mannen en vrouwen;1-24 jaar;2.1.14 Kw. nieuwv. van baarmoederlichaam;2003;;;
940;Totaal mannen en vrouwen;1-24 jaar;2.1.14 Kw. nieuwv. van baarmoederlichaam;2004;;;
941;Totaal mannen en vrouwen;1-24 jaar;2.1.14 Kw. nieuwv. van baarmoederlichaam;2005;;;
942;Totaal mannen en vrouwen;1-24 jaar;2.1.15 Kw. nieuwv. van eierstok;2000;;;
943;Totaal mannen en vrouwen;1-24 jaar;2.1.15 Kw. nieuwv. van eierstok;2001;;;
944;Totaal mannen en vrouwen;1-24 jaar;2.1.15 Kw. nieuwv. van eierstok;2002;;;
945;Totaal mannen en vrouwen;1-24 jaar;2.1.15 Kw. nieuwv. van eierstok;2003;;;
946;Totaal mannen en vrouwen;1-24 jaar;2.1.15 Kw. nieuwv. van eierstok;2004;;;
947;Totaal mannen en vrouwen;1-24 jaar;2.1.15 Kw. nieuwv. van eierstok;2005;;;
948;Totaal mannen en vrouwen;1-24 jaar;2.1.16 Kw. nieuwv. van prostaat;2000;;;
949;Totaal mannen en vrouwen;1-24 jaar;2.1.16 Kw. nieuwv. van prostaat;2001;;;
950;Totaal mannen en vrouwen;1-24 jaar;2.1.16 Kw. nieuwv. van prostaat;2002;;;
951;Totaal mannen en vrouwen;1-24 jaar;2.1.16 Kw. nieuwv. van prostaat;2003;;;
952;Totaal mannen en vrouwen;1-24 jaar;2.1.16 Kw. nieuwv. van prostaat;2004;;;
953;Totaal mannen en vrouwen;1-24 jaar;2.1.16 Kw. nieuwv. van prostaat;2005;;;
954;Totaal mannen en vrouwen;1-24 jaar;2.1.17 Kw. nieuwv. van nier excl.bekken;2000;;;
955;Totaal mannen en vrouwen;1-24 jaar;2.1.17 Kw. nieuwv. van nier excl.bekken;2001;0.0;;
956;Totaal mannen en vrouwen;1-24 jaar;2.1.17 Kw. nieuwv. van nier excl.bekken;2002;17.1;;
957;Totaal mannen en vrouwen;1-24 jaar;2.1.17 Kw. nieuwv. van nier excl.bekken;2003;6.8;;
958;Totaal mannen en vrouwen;1-24 jaar;2.1.17 Kw. nieuwv. van nier excl.bekken;2004;8.7;;
959;Totaal mannen en vrouwen;1-24 jaar;2.1.17 Kw. nieuwv. van nier excl.bekken;2005;;;
960;Totaal mannen en vrouwen;1-24 jaar;2.1.18 Kw. nieuwv. van urineblaas;2000;;;
961;Totaal mannen en vrouwen;1-24 jaar;2.1.18 Kw. nieuwv. van urineblaas;2001;;;
962;Totaal mannen en vrouwen;1-24 jaar;2.1.18 Kw. nieuwv. van urineblaas;2002;;;
963;Totaal mannen en vrouwen;1-24 jaar;2.1.18 Kw. nieuwv. van urineblaas;2003;;;
964;Totaal mannen en vrouwen;1-24 jaar;2.1.18 Kw. nieuwv. van urineblaas;2004;;;
965;Totaal mannen en vrouwen;1-24 jaar;2.1.18 Kw. nieuwv. van urineblaas;2005;;;
966;Totaal mannen en vrouwen;1-24 jaar;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2000;11.2;;
967;Totaal mannen en vrouwen;1-24 jaar;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2001;7.4;;
968;Totaal mannen en vrouwen;1-24 jaar;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2002;6.9;;
969;Totaal mannen en vrouwen;1-24 jaar;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2003;7.9;;
970;Totaal mannen en vrouwen;1-24 jaar;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2004;7.1;;
971;Totaal mannen en vrouwen;1-24 jaar;2.1.19 Kw.nv. bloedvormend en lymf.weefs;2005;8.2;;
972;Totaal mannen en vrouwen;1-24 jaar;2.1.20 Ov. kwaadaardige nieuwvormingen;2000;16.9;;
973;Totaal mannen en vrouwen;1-24 jaar;2.1.20 Ov. kwaadaardige nieuwvormingen;2001;16.0;;
974;Totaal mannen en vrouwen;1-24 jaar;2.1.20 Ov. kwaadaardige nieuwvormingen;2002;14.3;;
975;Totaal mannen en vrouwen;1-24 jaar;2.1.20 Ov. kwaadaardige nieuwvormingen;2003;11.5;;
976;Totaal mannen en vrouwen;1-24 jaar;2.1.20 Ov. kwaadaardige nieuwvormingen;2004;11.8;;
977;Totaal mannen en vrouwen;1-24 jaar;2.1.20 Ov. kwaadaardige nieuwvormingen;2005;11.4;;
978;Totaal mannen en vrouwen;1-24 jaar;3 Zktn bloed, bloedbereidende organen;2000;2.1;;
979;Totaal mannen en vrouwen;1-24 jaar;3 Zktn bloed, bloedbereidende organen;2001;2.5;;
980;Totaal mannen en vrouwen;1-24 jaar;3 Zktn bloed, bloedbereidende organen;2002;3.1;;
981;Totaal mannen en vrouwen;1-24 jaar;3 Zktn bloed, bloedbereidende organen;2003;1.5;;
982;Totaal mannen en vrouwen;1-24 jaar;3 Zktn bloed, bloedbereidende organen;2004;2.0;;
983;Totaal mannen en vrouwen;1-24 jaar;3 Zktn bloed, bloedbereidende organen;2005;1.7;;
984;Totaal mannen en vrouwen;1-24 jaar;4 Endocriene, voedings- en stofw. zktn;2000;0.8;;
985;Totaal mannen en vrouwen;1-24 jaar;4 Endocriene, voedings- en stofw. zktn;2001;0.8;;
986;Totaal mannen en vrouwen;1-24 jaar;4 Endocriene, voedings- en stofw. zktn;2002;0.8;;
987;Totaal mannen en vrouwen;1-24 jaar;4 Endocriene, voedings- en stofw. zktn;2003;0.9;;
988;Totaal mannen en vrouwen;1-24 jaar;4 Endocriene, voedings- en stofw. zktn;2004;0.8;;
