ID;Functions;Financing;Periods;HealthCareExpenditure_1
1728;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2001;2109.0
1729;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2002;2510.0
1730;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2003;2761.0
1731;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2004;3128.0
1732;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2005;3236.0
1733;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2006;1734.0
1734;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2007;1907.0
1735;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2008;1900.0
1736;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2009;2068.0
1737;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2010;2109.0
1738;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2011;2244.0
1739;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2012;2268.0
1740;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2013;2137.0
1741;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2014;2153.0
1742;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2015;2137.0
1743;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2016;2272.0
1744;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2017;2230.0
1745;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2018;2249.0
1746;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2019;2247.0
1747;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2020;1960.0
1748;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2021;2127.0
1749;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2022;2106.0
1750;HC13: Outpatient curative care;HF22: Financing schemes NPISH;1998;0.0
1751;HC13: Outpatient curative care;HF22: Financing schemes NPISH;1999;0.0
1752;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2000;0.0
1753;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2001;0.0
1754;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2002;0.0
1755;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2003;0.0
1756;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2004;0.0
1757;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2005;0.0
1758;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2006;0.0
1759;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2007;0.0
1760;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2008;0.0
1761;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2009;0.0
1762;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2010;0.0
1763;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2011;0.0
1764;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2012;0.0
1765;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2013;0.0
1766;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2014;0.0
1767;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2015;0.0
1768;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2016;0.0
1769;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2017;0.0
1770;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2018;0.0
1771;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2019;0.0
1772;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2020;0.0
1773;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2021;0.0
1774;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2022;0.0
1775;HC13: Outpatient curative care;HF23: Enterprise financing schemes;1998;0.0
1776;HC13: Outpatient curative care;HF23: Enterprise financing schemes;1999;0.0
1777;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2000;0.0
1778;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2001;0.0
1779;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2002;0.0
1780;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2003;0.0
1781;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2004;0.0
1782;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2005;0.0
1783;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2006;0.0
1784;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2007;0.0
1785;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2008;0.0
1786;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2009;0.0
1787;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2010;0.0
1788;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2011;0.0
1789;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2012;0.0
1790;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2013;0.0
1791;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2014;0.0
1792;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2015;0.0
1793;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2016;0.0
1794;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2017;0.0
1795;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2018;0.0
1796;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2019;0.0
1797;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2020;0.0
1798;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2021;0.0
1799;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2022;0.0
1800;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;1998;646.0
1801;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;1999;696.0
1802;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2000;761.0
1803;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2001;858.0
1804;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2002;943.0
1805;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2003;1044.0
1806;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2004;1088.0
1807;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2005;1126.0
1808;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2006;642.0
1809;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2007;709.0
1810;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2008;1039.0
1811;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2009;991.0
1812;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2010;1048.0
1813;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2011;1072.0
1814;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2012;1231.0
1815;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2013;1536.0
1816;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2014;1586.0
1817;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2015;1586.0
1818;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2016;1632.0
1819;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2017;1688.0
1820;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2018;1712.0
1821;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2019;1720.0
1822;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2020;1429.0
1823;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2021;1667.0
1824;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2022;1897.0
1825;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;1998;628.0
1826;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;1999;678.0
1827;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2000;743.0
1828;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2001;841.0
1829;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2002;926.0
1830;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2003;1028.0
1831;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2004;1071.0
1832;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2005;1108.0
1833;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2006;622.0
1834;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2007;692.0
1835;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2008;744.0
1836;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2009;674.0
1837;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2010;709.0
1838;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2011;732.0
1839;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2012;810.0
1840;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2013;878.0
1841;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2014;875.0
1842;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2015;846.0
1843;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2016;830.0
1844;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2017;884.0
1845;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2018;887.0
1846;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2019;892.0
1847;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2020;652.0
1848;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2021;833.0
1849;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2022;1020.0
1850;HC13: Outpatient curative care;HF32: Cost sharing;1998;17.0
1851;HC13: Outpatient curative care;HF32: Cost sharing;1999;19.0
1852;HC13: Outpatient curative care;HF32: Cost sharing;2000;18.0
1853;HC13: Outpatient curative care;HF32: Cost sharing;2001;17.0
1854;HC13: Outpatient curative care;HF32: Cost sharing;2002;17.0
1855;HC13: Outpatient curative care;HF32: Cost sharing;2003;17.0
1856;HC13: Outpatient curative care;HF32: Cost sharing;2004;17.0
1857;HC13: Outpatient curative care;HF32: Cost sharing;2005;18.0
1858;HC13: Outpatient curative care;HF32: Cost sharing;2006;20.0
1859;HC13: Outpatient curative care;HF32: Cost sharing;2007;18.0
1860;HC13: Outpatient curative care;HF32: Cost sharing;2008;295.0
1861;HC13: Outpatient curative care;HF32: Cost sharing;2009;318.0
1862;HC13: Outpatient curative care;HF32: Cost sharing;2010;339.0
1863;HC13: Outpatient curative care;HF32: Cost sharing;2011;340.0
1864;HC13: Outpatient curative care;HF32: Cost sharing;2012;421.0
1865;HC13: Outpatient curative care;HF32: Cost sharing;2013;658.0
1866;HC13: Outpatient curative care;HF32: Cost sharing;2014;711.0
1867;HC13: Outpatient curative care;HF32: Cost sharing;2015;739.0
1868;HC13: Outpatient curative care;HF32: Cost sharing;2016;802.0
1869;HC13: Outpatient curative care;HF32: Cost sharing;2017;804.0
1870;HC13: Outpatient curative care;HF32: Cost sharing;2018;825.0
1871;HC13: Outpatient curative care;HF32: Cost sharing;2019;828.0
1872;HC13: Outpatient curative care;HF32: Cost sharing;2020;778.0
1873;HC13: Outpatient curative care;HF32: Cost sharing;2021;834.0
1874;HC13: Outpatient curative care;HF32: Cost sharing;2022;877.0
1875;HC13.1: General outpatient curative care;Total financing of residents;1998;1193.0
1876;HC13.1: General outpatient curative care;Total financing of residents;1999;1235.0
1877;HC13.1: General outpatient curative care;Total financing of residents;2000;1352.0
1878;HC13.1: General outpatient curative care;Total financing of residents;2001;1467.0
1879;HC13.1: General outpatient curative care;Total financing of residents;2002;1694.0
1880;HC13.1: General outpatient curative care;Total financing of residents;2003;1901.0
1881;HC13.1: General outpatient curative care;Total financing of residents;2004;1930.0
1882;HC13.1: General outpatient curative care;Total financing of residents;2005;1955.0
1883;HC13.1: General outpatient curative care;Total financing of residents;2006;2214.0
1884;HC13.1: General outpatient curative care;Total financing of residents;2007;2421.0
1885;HC13.1: General outpatient curative care;Total financing of residents;2008;2537.0
1886;HC13.1: General outpatient curative care;Total financing of residents;2009;2673.0
1887;HC13.1: General outpatient curative care;Total financing of residents;2010;2815.0
1888;HC13.1: General outpatient curative care;Total financing of residents;2011;3115.0
1889;HC13.1: General outpatient curative care;Total financing of residents;2012;3076.0
1890;HC13.1: General outpatient curative care;Total financing of residents;2013;3207.0
1891;HC13.1: General outpatient curative care;Total financing of residents;2014;3438.0
1892;HC13.1: General outpatient curative care;Total financing of residents;2015;3593.0
1893;HC13.1: General outpatient curative care;Total financing of residents;2016;3737.0
1894;HC13.1: General outpatient curative care;Total financing of residents;2017;3922.0
1895;HC13.1: General outpatient curative care;Total financing of residents;2018;4121.0
1896;HC13.1: General outpatient curative care;Total financing of residents;2019;4453.0
1897;HC13.1: General outpatient curative care;Total financing of residents;2020;4736.0
1898;HC13.1: General outpatient curative care;Total financing of residents;2021;4832.0
1899;HC13.1: General outpatient curative care;Total financing of residents;2022;4879.0
1900;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;1998;645.0
1901;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;1999;662.0
1902;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2000;746.0
1903;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2001;802.0
1904;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2002;933.0
1905;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2003;1021.0
1906;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2004;1023.0
1907;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2005;1020.0
1908;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2006;1884.0
1909;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2007;2060.0
1910;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2008;2222.0
1911;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2009;2348.0
1912;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2010;2489.0
1913;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2011;2772.0
1914;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2012;2705.0
1915;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2013;2826.0
1916;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2014;3092.0
1917;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2015;3214.0
1918;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2016;3340.0
1919;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2017;3517.0
1920;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2018;3724.0
1921;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2019;4050.0
1922;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2020;4395.0
1923;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2021;4467.0
1924;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2022;4485.0
1925;HC13.1: General outpatient curative care;HF11: Government schemes;1998;6.0
1926;HC13.1: General outpatient curative care;HF11: Government schemes;1999;6.0
1927;HC13.1: General outpatient curative care;HF11: Government schemes;2000;6.0
1928;HC13.1: General outpatient curative care;HF11: Government schemes;2001;6.0
1929;HC13.1: General outpatient curative care;HF11: Government schemes;2002;7.0
1930;HC13.1: General outpatient curative care;HF11: Government schemes;2003;7.0
1931;HC13.1: General outpatient curative care;HF11: Government schemes;2004;7.0
1932;HC13.1: General outpatient curative care;HF11: Government schemes;2005;6.0
1933;HC13.1: General outpatient curative care;HF11: Government schemes;2006;7.0
1934;HC13.1: General outpatient curative care;HF11: Government schemes;2007;9.0
1935;HC13.1: General outpatient curative care;HF11: Government schemes;2008;10.0
1936;HC13.1: General outpatient curative care;HF11: Government schemes;2009;10.0
1937;HC13.1: General outpatient curative care;HF11: Government schemes;2010;10.0
1938;HC13.1: General outpatient curative care;HF11: Government schemes;2011;17.0
1939;HC13.1: General outpatient curative care;HF11: Government schemes;2012;9.0
1940;HC13.1: General outpatient curative care;HF11: Government schemes;2013;10.0
1941;HC13.1: General outpatient curative care;HF11: Government schemes;2014;10.0
1942;HC13.1: General outpatient curative care;HF11: Government schemes;2015;61.0
1943;HC13.1: General outpatient curative care;HF11: Government schemes;2016;67.0
1944;HC13.1: General outpatient curative care;HF11: Government schemes;2017;72.0
1945;HC13.1: General outpatient curative care;HF11: Government schemes;2018;73.0
1946;HC13.1: General outpatient curative care;HF11: Government schemes;2019;78.0
1947;HC13.1: General outpatient curative care;HF11: Government schemes;2020;169.0
1948;HC13.1: General outpatient curative care;HF11: Government schemes;2021;104.0
1949;HC13.1: General outpatient curative care;HF11: Government schemes;2022;90.0
1950;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;1998;639.0
1951;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;1999;656.0
1952;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2000;740.0
1953;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2001;796.0
1954;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2002;926.0
1955;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2003;1014.0
1956;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2004;1017.0
1957;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2005;1014.0
1958;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2006;1877.0
1959;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2007;2051.0
1960;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2008;2212.0
1961;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2009;2338.0
1962;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2010;2479.0
1963;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2011;2755.0
1964;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2012;2696.0
1965;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2013;2816.0
1966;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2014;3082.0
1967;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2015;3153.0
1968;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2016;3272.0
1969;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2017;3445.0
1970;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2018;3651.0
1971;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2019;3972.0
1972;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2020;4225.0
1973;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2021;4364.0
1974;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2022;4395.0
1975;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;1998;0.0
1976;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;1999;0.0
1977;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2000;0.0
1978;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2001;0.0
1979;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2002;0.0
1980;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2003;0.0
1981;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2004;0.0
1982;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2005;0.0
1983;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2006;1.0
1984;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2007;1.0
1985;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2008;0.0
1986;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2009;0.0
1987;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2010;0.0
1988;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2011;0.0
1989;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2012;0.0
1990;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2013;0.0
1991;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2014;0.0
1992;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2015;0.0
1993;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2016;0.0
1994;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2017;0.0
1995;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2018;0.0
1996;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2019;0.0
1997;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2020;0.0
1998;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2021;0.0
1999;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2022;0.0
2000;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;1998;639.0
2001;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;1999;656.0
2002;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2000;739.0
2003;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2001;796.0
2004;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2002;926.0
2005;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2003;1014.0
2006;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2004;1016.0
2007;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2005;1014.0
2008;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2006;
2009;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2007;
2010;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2008;
2011;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2009;
2012;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2010;
2013;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2011;
2014;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2012;
2015;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2013;
2016;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2014;
2017;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2015;
2018;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2016;
2019;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2017;
2020;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2018;
2021;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2019;
2022;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2020;
2023;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2021;
2024;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2022;
2025;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;1998;
2026;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;1999;
2027;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2000;
2028;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2001;
2029;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2002;
2030;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2003;
2031;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2004;
2032;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2005;
2033;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2006;1876.0
2034;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2007;2050.0
2035;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2008;2212.0
2036;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2009;2337.0
2037;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2010;2479.0
2038;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2011;2755.0
2039;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2012;2696.0
2040;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2013;2816.0
2041;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2014;3082.0
2042;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2015;3153.0
2043;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2016;3272.0
2044;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2017;3445.0
2045;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2018;3651.0
2046;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2019;3972.0
2047;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2020;4225.0
2048;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2021;4363.0
2049;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2022;4395.0
2050;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);1998;548.0
2051;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);1999;573.0
2052;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2000;606.0
2053;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2001;665.0
2054;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2002;761.0
2055;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2003;879.0
2056;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2004;907.0
2057;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2005;935.0
2058;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2006;330.0
2059;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2007;361.0
2060;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2008;315.0
2061;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2009;325.0
2062;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2010;327.0
2063;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2011;343.0
2064;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2012;371.0
2065;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2013;381.0
2066;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2014;346.0
2067;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2015;378.0
2068;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2016;397.0
2069;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2017;405.0
2070;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2018;397.0
2071;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2019;402.0
2072;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2020;341.0
2073;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2021;364.0
2074;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2022;394.0
2075;HC13.1: General outpatient curative care;HF2: Voluntary schemes;1998;377.0
2076;HC13.1: General outpatient curative care;HF2: Voluntary schemes;1999;383.0
2077;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2000;404.0
2078;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2001;453.0
2079;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2002;546.0
2080;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2003;627.0
2081;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2004;643.0
2082;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2005;654.0
2083;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2006;261.0
2084;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2007;299.0
2085;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2008;237.0
2086;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2009;240.0
