ID;Geslacht;PositieInDeEersteWerkkring;PositieInDeTweedeWerkkring;Persoonskenmerken;Perioden;Werknemer_1
996;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 2e kwartaal;3077
997;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 3e kwartaal;3114
998;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020 4e kwartaal;3078
999;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2020;3098
1000;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 1e kwartaal;3037
1001;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 2e kwartaal;3070
1002;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 3e kwartaal;3118
1003;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021 4e kwartaal;3090
1004;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2021;3079
1005;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 1e kwartaal;3071
1006;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 2e kwartaal;3078
1007;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 3e kwartaal;3123
1008;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022 4e kwartaal;3114
1009;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2022;3097
1010;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 1e kwartaal;3117
1011;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 2e kwartaal;3142
1012;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 3e kwartaal;3163
1013;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023 4e kwartaal;3127
1014;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2023;3137
1015;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 1e kwartaal;3120
1016;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 2e kwartaal;3102
1017;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 3e kwartaal;3116
1018;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024 4e kwartaal;3095
1019;Totaal mannen en vrouwen;Totaal;Totaal;2 Havo, vwo, mbo2-4;2024;3108
1020;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2013 1e kwartaal;2311
1021;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2013 2e kwartaal;2318
1022;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2013 3e kwartaal;2336
1023;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2013 4e kwartaal;2342
1024;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2013;2327
1025;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2014 1e kwartaal;2362
1026;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2014 2e kwartaal;2381
1027;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2014 3e kwartaal;2394
1028;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2014 4e kwartaal;2426
1029;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2014;2391
1030;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2015 1e kwartaal;2441
1031;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2015 2e kwartaal;2452
1032;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2015 3e kwartaal;2485
1033;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2015 4e kwartaal;2503
1034;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2015 ;2470
1035;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2016 1e kwartaal;2501
1036;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2016 2e kwartaal;2515
1037;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2016 3e kwartaal;2525
1038;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2016 4e kwartaal;2542
1039;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2016;2521
1040;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2017 1e kwartaal;2563
1041;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2017 2e kwartaal;2600
1042;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2017 3e kwartaal;2637
1043;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2017 4e kwartaal;2662
1044;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2017;2616
1045;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2018 1e kwartaal;2683
1046;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2018 2e kwartaal;2737
1047;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2018 3e kwartaal;2786
1048;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2018 4e kwartaal;2806
1049;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2018;2753
1050;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2019 1e kwartaal;2815
1051;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2019 2e kwartaal;2831
1052;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2019 3e kwartaal;2873
1053;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2019 4e kwartaal;2893
1054;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2019;2853
1055;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2020 1e kwartaal;2922
1056;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2020 2e kwartaal;2919
1057;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2020 3e kwartaal;2930
1058;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2020 4e kwartaal;2995
1059;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2020;2941
1060;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2021 1e kwartaal;3051
1061;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2021 2e kwartaal;3098
1062;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2021 3e kwartaal;3148
1063;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2021 4e kwartaal;3209
1064;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2021;3126
1065;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2022 1e kwartaal;3233
1066;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2022 2e kwartaal;3271
1067;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2022 3e kwartaal;3277
1068;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2022 4e kwartaal;3301
1069;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2022;3271
1070;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2023 1e kwartaal;3263
1071;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2023 2e kwartaal;3267
1072;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2023 3e kwartaal;3274
1073;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2023 4e kwartaal;3305
1074;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2023;3277
1075;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2024 1e kwartaal;3262
1076;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2024 2e kwartaal;3337
1077;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2024 3e kwartaal;3351
1078;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2024 4e kwartaal;3368
1079;Totaal mannen en vrouwen;Totaal;Totaal;3 Hbo, wo;2024;3329
1080;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013 1e kwartaal;128
1081;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013 2e kwartaal;145
1082;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013 3e kwartaal;138
1083;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013 4e kwartaal;144
1084;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013;139
1085;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014 1e kwartaal;98
1086;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014 2e kwartaal;75
1087;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014 3e kwartaal;56
1088;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014 4e kwartaal;52
1089;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014;70
1090;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015 1e kwartaal;57
1091;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015 2e kwartaal;59
1092;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015 3e kwartaal;57
1093;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015 4e kwartaal;58
1094;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015 ;58
1095;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016 1e kwartaal;70
1096;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016 2e kwartaal;80
1097;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016 3e kwartaal;84
1098;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016 4e kwartaal;83
1099;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016;79
1100;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017 1e kwartaal;84
1101;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017 2e kwartaal;84
1102;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017 3e kwartaal;87
1103;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017 4e kwartaal;89
1104;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017;86
1105;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018 1e kwartaal;91
1106;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018 2e kwartaal;86
1107;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018 3e kwartaal;83
1108;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018 4e kwartaal;93
1109;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018;88
1110;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019 1e kwartaal;92
1111;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019 2e kwartaal;96
1112;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019 3e kwartaal;102
1113;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019 4e kwartaal;105
1114;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019;99
1115;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020 1e kwartaal;100
1116;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020 2e kwartaal;107
1117;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020 3e kwartaal;102
1118;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020 4e kwartaal;93
1119;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020;101
1120;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2021 1e kwartaal;45
1121;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2021 2e kwartaal;45
1122;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2021 3e kwartaal;43
1123;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2021 4e kwartaal;42
1124;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2021;44
1125;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2022 1e kwartaal;39
1126;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2022 2e kwartaal;39
1127;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2022 3e kwartaal;39
1128;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2022 4e kwartaal;41
1129;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2022;39
1130;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2023 1e kwartaal;36
1131;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2023 2e kwartaal;32
1132;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2023 3e kwartaal;34
1133;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2023 4e kwartaal;30
1134;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2023;33
1135;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2024 1e kwartaal;33
1136;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2024 2e kwartaal;30
1137;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2024 3e kwartaal;32
1138;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2024 4e kwartaal;34
1139;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2024;32
1140;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2013 1e kwartaal;576
1141;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2013 2e kwartaal;614
1142;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2013 3e kwartaal;618
1143;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2013 4e kwartaal;597
1144;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2013;601
1145;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2014 1e kwartaal;592
1146;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2014 2e kwartaal;601
1147;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2014 3e kwartaal;575
1148;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2014 4e kwartaal;577
1149;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2014;586
1150;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2015 1e kwartaal;572
1151;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2015 2e kwartaal;624
1152;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2015 3e kwartaal;642
1153;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2015 4e kwartaal;632
1154;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2015 ;618
1155;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2016 1e kwartaal;609
1156;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2016 2e kwartaal;608
1157;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2016 3e kwartaal;611
1158;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2016 4e kwartaal;585
1159;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2016;603
1160;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2017 1e kwartaal;571
1161;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2017 2e kwartaal;601
1162;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2017 3e kwartaal;590
1163;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2017 4e kwartaal;601
1164;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2017;591
1165;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2018 1e kwartaal;605
1166;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2018 2e kwartaal;633
1167;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2018 3e kwartaal;644
1168;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2018 4e kwartaal;626
1169;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2018;627
1170;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2019 1e kwartaal;588
1171;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2019 2e kwartaal;602
1172;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2019 3e kwartaal;599
1173;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2019 4e kwartaal;609
1174;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2019;599
1175;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2020 1e kwartaal;604
1176;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2020 2e kwartaal;596
1177;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2020 3e kwartaal;585
1178;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2020 4e kwartaal;585
1179;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2020;592
1180;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2021 1e kwartaal;653
1181;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2021 2e kwartaal;714
1182;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2021 3e kwartaal;712
1183;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2021 4e kwartaal;722
1184;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2021;700
1185;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2022 1e kwartaal;725
1186;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2022 2e kwartaal;785
1187;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2022 3e kwartaal;743
1188;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2022 4e kwartaal;747
1189;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2022;750
1190;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2023 1e kwartaal;776
1191;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2023 2e kwartaal;794
1192;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2023 3e kwartaal;767
1193;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2023 4e kwartaal;776
1194;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2023;778
1195;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2024 1e kwartaal;777
1196;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2024 2e kwartaal;790
1197;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2024 3e kwartaal;751
1198;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2024 4e kwartaal;753
1199;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Totaal personen;2024;768
1200;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2013 1e kwartaal;75
1201;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2013 2e kwartaal;82
1202;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2013 3e kwartaal;78
1203;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2013 4e kwartaal;75
1204;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2013;77
1205;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2014 1e kwartaal;81
1206;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2014 2e kwartaal;81
1207;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2014 3e kwartaal;73
1208;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2014 4e kwartaal;78
1209;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2014;78
1210;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2015 1e kwartaal;70
1211;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2015 2e kwartaal;84
1212;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2015 3e kwartaal;76
1213;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2015 4e kwartaal;81
1214;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2015 ;78
1215;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2016 1e kwartaal;72
1216;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2016 2e kwartaal;69
1217;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2016 3e kwartaal;67
1218;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2016 4e kwartaal;71
1219;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2016;70
1220;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2017 1e kwartaal;70
1221;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2017 2e kwartaal;66
1222;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2017 3e kwartaal;66
1223;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2017 4e kwartaal;66
1224;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2017;67
1225;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2018 1e kwartaal;64
1226;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2018 2e kwartaal;69
1227;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2018 3e kwartaal;63
1228;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2018 4e kwartaal;67
1229;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2018;66
1230;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2019 1e kwartaal;60
1231;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2019 2e kwartaal;62
1232;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2019 3e kwartaal;54
1233;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2019 4e kwartaal;65
1234;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2019;60
1235;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2020 1e kwartaal;61
1236;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2020 2e kwartaal;60
1237;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2020 3e kwartaal;51
1238;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2020 4e kwartaal;66
1239;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2020;60
1240;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2021 1e kwartaal;59
1241;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2021 2e kwartaal;51
1242;Totaal mannen en vrouwen;Totaal;Persoon met tweede werkkring;Arbeidsduur: minder dan 12 uur per week;2021 3e kwartaal;52
