ID;Sex;Age;MaritalStatus;CounrtyOfBirth;Periods;Immigration_1;EmigrationIncludingAdministrativeC_2;NetMigrationIncludingAdministrativ_3;AdministrativeEntries_4;AdministrativeRemoval_5;NetAdministrativeCorrections_6
475;Total male and female;Total;Total marital status;Angola;2002;3514.0;229.0;3285.0;91.0;290.0;-199.0
476;Total male and female;Total;Total marital status;Angola;2003;1171.0;861.0;310.0;113.0;903.0;-790.0
477;Total male and female;Total;Total marital status;Angola;2004;357.0;1163.0;-806.0;140.0;1151.0;-1011.0
478;Total male and female;Total;Total marital status;Angola;2005;163.0;1344.0;-1181.0;170.0;1376.0;-1206.0
479;Total male and female;Total;Total marital status;Angola;2006;123.0;1196.0;-1073.0;188.0;1186.0;-998.0
480;Total male and female;Total;Total marital status;Angola;2007;148.0;671.0;-523.0;230.0;761.0;-531.0
481;Total male and female;Total;Total marital status;Angola;2008;181.0;433.0;-252.0;325.0;596.0;-271.0
482;Total male and female;Total;Total marital status;Angola;2009;149.0;390.0;-241.0;215.0;441.0;-226.0
483;Total male and female;Total;Total marital status;Angola;2010;164.0;387.0;-223.0;188.0;355.0;-167.0
484;Total male and female;Total;Total marital status;Angola;2011;151.0;356.0;-205.0;157.0;336.0;-179.0
485;Total male and female;Total;Total marital status;Angola;2012;155.0;408.0;-253.0;154.0;349.0;-195.0
486;Total male and female;Total;Total marital status;Angola;2013;134.0;311.0;-177.0;167.0;293.0;-126.0
487;Total male and female;Total;Total marital status;Angola;2014;131.0;297.0;-166.0;142.0;257.0;-115.0
488;Total male and female;Total;Total marital status;Angola;2015;104.0;249.0;-145.0;134.0;218.0;-84.0
489;Total male and female;Total;Total marital status;Angola;2016;158.0;184.0;-26.0;132.0;172.0;-40.0
490;Total male and female;Total;Total marital status;Angola;2017;140.0;188.0;-48.0;111.0;156.0;-45.0
491;Total male and female;Total;Total marital status;Angola;2018;188.0;150.0;38.0;99.0;129.0;-30.0
492;Total male and female;Total;Total marital status;Angola;2019;203.0;133.0;70.0;74.0;109.0;-35.0
493;Total male and female;Total;Total marital status;Angola;2020;176.0;107.0;69.0;75.0;98.0;-23.0
494;Total male and female;Total;Total marital status;Anguilla;1995;1.0;3.0;-2.0;0.0;0.0;0.0
495;Total male and female;Total;Total marital status;Anguilla;1996;1.0;0.0;1.0;0.0;0.0;0.0
496;Total male and female;Total;Total marital status;Anguilla;1997;4.0;0.0;4.0;0.0;0.0;0.0
497;Total male and female;Total;Total marital status;Anguilla;1998;3.0;2.0;1.0;0.0;0.0;0.0
498;Total male and female;Total;Total marital status;Anguilla;1999;4.0;2.0;2.0;1.0;1.0;0.0
499;Total male and female;Total;Total marital status;Anguilla;2000;4.0;2.0;2.0;0.0;1.0;-1.0
500;Total male and female;Total;Total marital status;Anguilla;2001;1.0;0.0;1.0;0.0;0.0;0.0
501;Total male and female;Total;Total marital status;Anguilla;2002;3.0;1.0;2.0;0.0;0.0;0.0
502;Total male and female;Total;Total marital status;Anguilla;2003;6.0;0.0;6.0;0.0;0.0;0.0
503;Total male and female;Total;Total marital status;Anguilla;2004;1.0;4.0;-3.0;0.0;2.0;-2.0
504;Total male and female;Total;Total marital status;Anguilla;2005;1.0;5.0;-4.0;1.0;2.0;-1.0
505;Total male and female;Total;Total marital status;Anguilla;2006;1.0;1.0;0.0;1.0;2.0;-1.0
506;Total male and female;Total;Total marital status;Anguilla;2007;2.0;-1.0;3.0;2.0;0.0;2.0
507;Total male and female;Total;Total marital status;Anguilla;2008;2.0;2.0;0.0;0.0;1.0;-1.0
508;Total male and female;Total;Total marital status;Anguilla;2009;0.0;1.0;-1.0;0.0;0.0;0.0
509;Total male and female;Total;Total marital status;Anguilla;2010;3.0;-1.0;4.0;1.0;0.0;1.0
510;Total male and female;Total;Total marital status;Anguilla;2011;2.0;4.0;-2.0;0.0;1.0;-1.0
511;Total male and female;Total;Total marital status;Anguilla;2012;0.0;1.0;-1.0;0.0;0.0;0.0
512;Total male and female;Total;Total marital status;Anguilla;2013;0.0;0.0;0.0;0.0;0.0;0.0
513;Total male and female;Total;Total marital status;Anguilla;2014;0.0;1.0;-1.0;1.0;1.0;0.0
514;Total male and female;Total;Total marital status;Anguilla;2015;0.0;3.0;-3.0;0.0;1.0;-1.0
515;Total male and female;Total;Total marital status;Anguilla;2016;2.0;0.0;2.0;0.0;0.0;0.0
516;Total male and female;Total;Total marital status;Anguilla;2017;2.0;1.0;1.0;0.0;0.0;0.0
517;Total male and female;Total;Total marital status;Anguilla;2018;2.0;2.0;0.0;0.0;1.0;-1.0
518;Total male and female;Total;Total marital status;Anguilla;2019;1.0;0.0;1.0;0.0;0.0;0.0
519;Total male and female;Total;Total marital status;Anguilla;2020;1.0;1.0;0.0;0.0;1.0;-1.0
520;Total male and female;Total;Total marital status;Antarctica;1995;0.0;0.0;0.0;0.0;0.0;0.0
521;Total male and female;Total;Total marital status;Antarctica;1996;0.0;0.0;0.0;0.0;0.0;0.0
522;Total male and female;Total;Total marital status;Antarctica;1997;0.0;0.0;0.0;0.0;0.0;0.0
523;Total male and female;Total;Total marital status;Antarctica;1998;0.0;0.0;0.0;0.0;0.0;0.0
524;Total male and female;Total;Total marital status;Antarctica;1999;0.0;0.0;0.0;0.0;0.0;0.0
525;Total male and female;Total;Total marital status;Antarctica;2000;0.0;0.0;0.0;0.0;0.0;0.0
526;Total male and female;Total;Total marital status;Antarctica;2001;0.0;0.0;0.0;0.0;0.0;0.0
527;Total male and female;Total;Total marital status;Antarctica;2002;0.0;0.0;0.0;0.0;0.0;0.0
528;Total male and female;Total;Total marital status;Antarctica;2003;0.0;0.0;0.0;0.0;0.0;0.0
529;Total male and female;Total;Total marital status;Antarctica;2004;0.0;0.0;0.0;0.0;0.0;0.0
530;Total male and female;Total;Total marital status;Antarctica;2005;0.0;0.0;0.0;0.0;0.0;0.0
531;Total male and female;Total;Total marital status;Antarctica;2006;0.0;0.0;0.0;0.0;0.0;0.0
532;Total male and female;Total;Total marital status;Antarctica;2007;0.0;0.0;0.0;0.0;0.0;0.0
533;Total male and female;Total;Total marital status;Antarctica;2008;0.0;0.0;0.0;0.0;0.0;0.0
534;Total male and female;Total;Total marital status;Antarctica;2009;0.0;0.0;0.0;0.0;0.0;0.0
535;Total male and female;Total;Total marital status;Antarctica;2010;0.0;0.0;0.0;0.0;0.0;0.0
536;Total male and female;Total;Total marital status;Antarctica;2011;0.0;0.0;0.0;0.0;0.0;0.0
537;Total male and female;Total;Total marital status;Antarctica;2012;0.0;0.0;0.0;0.0;0.0;0.0
538;Total male and female;Total;Total marital status;Antarctica;2013;0.0;0.0;0.0;0.0;0.0;0.0
539;Total male and female;Total;Total marital status;Antarctica;2014;0.0;0.0;0.0;0.0;0.0;0.0
540;Total male and female;Total;Total marital status;Antarctica;2015;0.0;0.0;0.0;0.0;0.0;0.0
541;Total male and female;Total;Total marital status;Antarctica;2016;0.0;0.0;0.0;0.0;0.0;0.0
542;Total male and female;Total;Total marital status;Antarctica;2017;0.0;0.0;0.0;0.0;0.0;0.0
543;Total male and female;Total;Total marital status;Antarctica;2018;0.0;0.0;0.0;0.0;0.0;0.0
544;Total male and female;Total;Total marital status;Antarctica;2019;0.0;0.0;0.0;0.0;0.0;0.0
545;Total male and female;Total;Total marital status;Antarctica;2020;0.0;0.0;0.0;0.0;0.0;0.0
546;Total male and female;Total;Total marital status;Antigua and Barbuda;1995;1.0;-1.0;2.0;1.0;0.0;1.0
547;Total male and female;Total;Total marital status;Antigua and Barbuda;1996;4.0;3.0;1.0;0.0;2.0;-2.0
548;Total male and female;Total;Total marital status;Antigua and Barbuda;1997;0.0;1.0;-1.0;0.0;0.0;0.0
549;Total male and female;Total;Total marital status;Antigua and Barbuda;1998;3.0;0.0;3.0;0.0;0.0;0.0
550;Total male and female;Total;Total marital status;Antigua and Barbuda;1999;2.0;1.0;1.0;0.0;0.0;0.0
551;Total male and female;Total;Total marital status;Antigua and Barbuda;2000;0.0;0.0;0.0;0.0;0.0;0.0
552;Total male and female;Total;Total marital status;Antigua and Barbuda;2001;2.0;3.0;-1.0;0.0;0.0;0.0
553;Total male and female;Total;Total marital status;Antigua and Barbuda;2002;6.0;1.0;5.0;0.0;0.0;0.0
554;Total male and female;Total;Total marital status;Antigua and Barbuda;2003;2.0;0.0;2.0;0.0;0.0;0.0
555;Total male and female;Total;Total marital status;Antigua and Barbuda;2004;1.0;2.0;-1.0;0.0;0.0;0.0
556;Total male and female;Total;Total marital status;Antigua and Barbuda;2005;2.0;0.0;2.0;0.0;0.0;0.0
557;Total male and female;Total;Total marital status;Antigua and Barbuda;2006;2.0;3.0;-1.0;0.0;1.0;-1.0
558;Total male and female;Total;Total marital status;Antigua and Barbuda;2007;2.0;2.0;0.0;0.0;0.0;0.0
559;Total male and female;Total;Total marital status;Antigua and Barbuda;2008;3.0;3.0;0.0;0.0;0.0;0.0
560;Total male and female;Total;Total marital status;Antigua and Barbuda;2009;1.0;2.0;-1.0;0.0;1.0;-1.0
561;Total male and female;Total;Total marital status;Antigua and Barbuda;2010;1.0;-1.0;2.0;1.0;0.0;1.0
562;Total male and female;Total;Total marital status;Antigua and Barbuda;2011;5.0;0.0;5.0;0.0;0.0;0.0
563;Total male and female;Total;Total marital status;Antigua and Barbuda;2012;3.0;1.0;2.0;0.0;0.0;0.0
564;Total male and female;Total;Total marital status;Antigua and Barbuda;2013;2.0;6.0;-4.0;1.0;4.0;-3.0
565;Total male and female;Total;Total marital status;Antigua and Barbuda;2014;3.0;1.0;2.0;0.0;0.0;0.0
566;Total male and female;Total;Total marital status;Antigua and Barbuda;2015;2.0;2.0;0.0;0.0;0.0;0.0
567;Total male and female;Total;Total marital status;Antigua and Barbuda;2016;3.0;3.0;0.0;0.0;0.0;0.0
568;Total male and female;Total;Total marital status;Antigua and Barbuda;2017;4.0;2.0;2.0;1.0;2.0;-1.0
569;Total male and female;Total;Total marital status;Antigua and Barbuda;2018;1.0;0.0;1.0;1.0;1.0;0.0
570;Total male and female;Total;Total marital status;Antigua and Barbuda;2019;2.0;2.0;0.0;0.0;1.0;-1.0
571;Total male and female;Total;Total marital status;Antigua and Barbuda;2020;1.0;1.0;0.0;1.0;2.0;-1.0
572;Total male and female;Total;Total marital status;Armenia;1995;32.0;0.0;32.0;0.0;0.0;0.0
573;Total male and female;Total;Total marital status;Armenia;1996;32.0;2.0;30.0;0.0;2.0;-2.0
574;Total male and female;Total;Total marital status;Armenia;1997;13.0;1.0;12.0;1.0;2.0;-1.0
575;Total male and female;Total;Total marital status;Armenia;1998;20.0;2.0;18.0;0.0;1.0;-1.0
576;Total male and female;Total;Total marital status;Armenia;1999;37.0;0.0;37.0;0.0;0.0;0.0
577;Total male and female;Total;Total marital status;Armenia;2000;99.0;1.0;98.0;2.0;2.0;0.0
578;Total male and female;Total;Total marital status;Armenia;2001;84.0;2.0;82.0;1.0;2.0;-1.0
579;Total male and female;Total;Total marital status;Armenia;2002;66.0;13.0;53.0;0.0;13.0;-13.0
580;Total male and female;Total;Total marital status;Armenia;2003;38.0;9.0;29.0;4.0;13.0;-9.0
581;Total male and female;Total;Total marital status;Armenia;2004;37.0;13.0;24.0;1.0;14.0;-13.0
582;Total male and female;Total;Total marital status;Armenia;2005;23.0;12.0;11.0;5.0;14.0;-9.0
583;Total male and female;Total;Total marital status;Armenia;2006;15.0;2.0;13.0;4.0;5.0;-1.0
584;Total male and female;Total;Total marital status;Armenia;2007;28.0;-2.0;30.0;8.0;4.0;4.0
585;Total male and female;Total;Total marital status;Armenia;2008;36.0;2.0;34.0;4.0;3.0;1.0
586;Total male and female;Total;Total marital status;Armenia;2009;57.0;5.0;52.0;2.0;7.0;-5.0
587;Total male and female;Total;Total marital status;Armenia;2010;118.0;10.0;108.0;5.0;11.0;-6.0
588;Total male and female;Total;Total marital status;Armenia;2011;143.0;15.0;128.0;5.0;15.0;-10.0
589;Total male and female;Total;Total marital status;Armenia;2012;82.0;38.0;44.0;3.0;22.0;-19.0
590;Total male and female;Total;Total marital status;Armenia;2013;65.0;31.0;34.0;8.0;32.0;-24.0
591;Total male and female;Total;Total marital status;Armenia;2014;69.0;27.0;42.0;5.0;17.0;-12.0
592;Total male and female;Total;Total marital status;Armenia;2015;53.0;54.0;-1.0;6.0;41.0;-35.0
593;Total male and female;Total;Total marital status;Armenia;2016;51.0;52.0;-1.0;2.0;39.0;-37.0
594;Total male and female;Total;Total marital status;Armenia;2017;53.0;33.0;20.0;5.0;20.0;-15.0
595;Total male and female;Total;Total marital status;Armenia;2018;76.0;34.0;42.0;5.0;21.0;-16.0
596;Total male and female;Total;Total marital status;Armenia;2019;77.0;32.0;45.0;23.0;29.0;-6.0
597;Total male and female;Total;Total marital status;Armenia;2020;234.0;110.0;124.0;23.0;40.0;-17.0
598;Total male and female;Total;Total marital status;Argentina;1995;117.0;116.0;1.0;5.0;43.0;-38.0
599;Total male and female;Total;Total marital status;Argentina;1996;144.0;118.0;26.0;4.0;55.0;-51.0
600;Total male and female;Total;Total marital status;Argentina;1997;155.0;108.0;47.0;7.0;39.0;-32.0
601;Total male and female;Total;Total marital status;Argentina;1998;158.0;111.0;47.0;7.0;47.0;-40.0
602;Total male and female;Total;Total marital status;Argentina;1999;145.0;116.0;29.0;5.0;35.0;-30.0
603;Total male and female;Total;Total marital status;Argentina;2000;198.0;77.0;121.0;6.0;27.0;-21.0
604;Total male and female;Total;Total marital status;Argentina;2001;280.0;98.0;182.0;9.0;38.0;-29.0
605;Total male and female;Total;Total marital status;Argentina;2002;319.0;102.0;217.0;7.0;38.0;-31.0
606;Total male and female;Total;Total marital status;Argentina;2003;273.0;143.0;130.0;7.0;69.0;-62.0
607;Total male and female;Total;Total marital status;Argentina;2004;226.0;172.0;54.0;6.0;60.0;-54.0
608;Total male and female;Total;Total marital status;Argentina;2005;168.0;184.0;-16.0;15.0;76.0;-61.0
609;Total male and female;Total;Total marital status;Argentina;2006;214.0;250.0;-36.0;14.0;99.0;-85.0
610;Total male and female;Total;Total marital status;Argentina;2007;206.0;222.0;-16.0;15.0;74.0;-59.0
611;Total male and female;Total;Total marital status;Argentina;2008;302.0;200.0;102.0;9.0;82.0;-73.0
612;Total male and female;Total;Total marital status;Argentina;2009;274.0;163.0;111.0;15.0;69.0;-54.0
613;Total male and female;Total;Total marital status;Argentina;2010;329.0;270.0;59.0;12.0;80.0;-68.0
614;Total male and female;Total;Total marital status;Argentina;2011;302.0;272.0;30.0;11.0;67.0;-56.0
615;Total male and female;Total;Total marital status;Argentina;2012;343.0;236.0;107.0;6.0;57.0;-51.0
616;Total male and female;Total;Total marital status;Argentina;2013;396.0;269.0;127.0;15.0;67.0;-52.0
617;Total male and female;Total;Total marital status;Argentina;2014;444.0;274.0;170.0;12.0;55.0;-43.0
618;Total male and female;Total;Total marital status;Argentina;2015;483.0;310.0;173.0;8.0;52.0;-44.0
619;Total male and female;Total;Total marital status;Argentina;2016;488.0;302.0;186.0;6.0;38.0;-32.0
620;Total male and female;Total;Total marital status;Argentina;2017;627.0;348.0;279.0;11.0;55.0;-44.0
621;Total male and female;Total;Total marital status;Argentina;2018;807.0;382.0;425.0;10.0;53.0;-43.0
622;Total male and female;Total;Total marital status;Argentina;2019;1030.0;440.0;590.0;9.0;45.0;-36.0
623;Total male and female;Total;Total marital status;Argentina;2020;840.0;496.0;344.0;5.0;52.0;-47.0
624;Total male and female;Total;Total marital status;Aruba;1995;85.0;57.0;28.0;0.0;3.0;-3.0
625;Total male and female;Total;Total marital status;Aruba;1996;81.0;32.0;49.0;1.0;7.0;-6.0
626;Total male and female;Total;Total marital status;Aruba;1997;120.0;50.0;70.0;2.0;4.0;-2.0
627;Total male and female;Total;Total marital status;Aruba;1998;150.0;51.0;99.0;1.0;2.0;-1.0
628;Total male and female;Total;Total marital status;Aruba;1999;199.0;59.0;140.0;0.0;4.0;-4.0
629;Total male and female;Total;Total marital status;Aruba;2000;267.0;78.0;189.0;3.0;4.0;-1.0
630;Total male and female;Total;Total marital status;Aruba;2001;295.0;95.0;200.0;7.0;14.0;-7.0
631;Total male and female;Total;Total marital status;Aruba;2002;290.0;135.0;155.0;3.0;11.0;-8.0
632;Total male and female;Total;Total marital status;Aruba;2003;181.0;149.0;32.0;2.0;12.0;-10.0
633;Total male and female;Total;Total marital status;Aruba;2004;173.0;142.0;31.0;3.0;15.0;-12.0
634;Total male and female;Total;Total marital status;Aruba;2005;141.0;170.0;-29.0;8.0;21.0;-13.0
635;Total male and female;Total;Total marital status;Aruba;2006;274.0;124.0;150.0;10.0;23.0;-13.0
636;Total male and female;Total;Total marital status;Aruba;2007;315.0;106.0;209.0;8.0;23.0;-15.0
637;Total male and female;Total;Total marital status;Aruba;2008;420.0;117.0;303.0;15.0;28.0;-13.0
638;Total male and female;Total;Total marital status;Aruba;2009;500.0;154.0;346.0;23.0;45.0;-22.0
639;Total male and female;Total;Total marital status;Aruba;2010;647.0;169.0;478.0;42.0;56.0;-14.0
640;Total male and female;Total;Total marital status;Aruba;2011;691.0;256.0;435.0;44.0;68.0;-24.0
641;Total male and female;Total;Total marital status;Aruba;2012;601.0;321.0;280.0;58.0;82.0;-24.0
642;Total male and female;Total;Total marital status;Aruba;2013;604.0;368.0;236.0;47.0;78.0;-31.0
643;Total male and female;Total;Total marital status;Aruba;2014;604.0;289.0;315.0;67.0;75.0;-8.0
644;Total male and female;Total;Total marital status;Aruba;2015;570.0;343.0;227.0;70.0;84.0;-14.0
645;Total male and female;Total;Total marital status;Aruba;2016;598.0;326.0;272.0;49.0;76.0;-27.0
646;Total male and female;Total;Total marital status;Aruba;2017;717.0;339.0;378.0;60.0;97.0;-37.0
647;Total male and female;Total;Total marital status;Aruba;2018;651.0;325.0;326.0;71.0;96.0;-25.0
648;Total male and female;Total;Total marital status;Aruba;2019;760.0;295.0;465.0;77.0;98.0;-21.0
649;Total male and female;Total;Total marital status;Aruba;2020;1140.0;365.0;775.0;127.0;130.0;-3.0
650;Total male and female;Total;Total marital status;Australia;1995;504.0;460.0;44.0;25.0;116.0;-91.0
651;Total male and female;Total;Total marital status;Australia;1996;599.0;628.0;-29.0;12.0;225.0;-213.0
652;Total male and female;Total;Total marital status;Australia;1997;552.0;524.0;28.0;16.0;148.0;-132.0
653;Total male and female;Total;Total marital status;Australia;1998;739.0;453.0;286.0;18.0;161.0;-143.0
654;Total male and female;Total;Total marital status;Australia;1999;834.0;592.0;242.0;17.0;169.0;-152.0
655;Total male and female;Total;Total marital status;Australia;2000;881.0;551.0;330.0;25.0;152.0;-127.0
656;Total male and female;Total;Total marital status;Australia;2001;1033.0;612.0;421.0;22.0;207.0;-185.0
657;Total male and female;Total;Total marital status;Australia;2002;969.0;743.0;226.0;20.0;278.0;-258.0
658;Total male and female;Total;Total marital status;Australia;2003;831.0;770.0;61.0;21.0;263.0;-242.0
659;Total male and female;Total;Total marital status;Australia;2004;731.0;782.0;-51.0;30.0;269.0;-239.0
660;Total male and female;Total;Total marital status;Australia;2005;779.0;882.0;-103.0;28.0;326.0;-298.0
661;Total male and female;Total;Total marital status;Australia;2006;850.0;900.0;-50.0;34.0;376.0;-342.0
662;Total male and female;Total;Total marital status;Australia;2007;907.0;910.0;-3.0;30.0;386.0;-356.0
663;Total male and female;Total;Total marital status;Australia;2008;1001.0;959.0;42.0;33.0;350.0;-317.0
664;Total male and female;Total;Total marital status;Australia;2009;921.0;916.0;5.0;32.0;297.0;-265.0
665;Total male and female;Total;Total marital status;Australia;2010;1010.0;879.0;131.0;41.0;241.0;-200.0
666;Total male and female;Total;Total marital status;Australia;2011;1036.0;991.0;45.0;25.0;251.0;-226.0
667;Total male and female;Total;Total marital status;Australia;2012;948.0;974.0;-26.0;24.0;284.0;-260.0
668;Total male and female;Total;Total marital status;Australia;2013;1039.0;916.0;123.0;32.0;233.0;-201.0
669;Total male and female;Total;Total marital status;Australia;2014;1100.0;914.0;186.0;13.0;199.0;-186.0
670;Total male and female;Total;Total marital status;Australia;2015;1331.0;901.0;430.0;15.0;169.0;-154.0
671;Total male and female;Total;Total marital status;Australia;2016;1489.0;1037.0;452.0;18.0;203.0;-185.0
672;Total male and female;Total;Total marital status;Australia;2017;1528.0;1174.0;354.0;12.0;244.0;-232.0
673;Total male and female;Total;Total marital status;Australia;2018;1615.0;1264.0;351.0;15.0;222.0;-207.0
674;Total male and female;Total;Total marital status;Australia;2019;1695.0;1261.0;434.0;21.0;164.0;-143.0
675;Total male and female;Total;Total marital status;Australia;2020;1046.0;1303.0;-257.0;17.0;191.0;-174.0
676;Total male and female;Total;Total marital status;Austria;1995;244.0;184.0;60.0;3.0;48.0;-45.0
677;Total male and female;Total;Total marital status;Austria;1996;321.0;202.0;119.0;16.0;70.0;-54.0
678;Total male and female;Total;Total marital status;Austria;1997;356.0;182.0;174.0;16.0;70.0;-54.0
679;Total male and female;Total;Total marital status;Austria;1998;361.0;220.0;141.0;11.0;73.0;-62.0
680;Total male and female;Total;Total marital status;Austria;1999;343.0;216.0;127.0;17.0;85.0;-68.0
681;Total male and female;Total;Total marital status;Austria;2000;328.0;253.0;75.0;23.0;72.0;-49.0
682;Total male and female;Total;Total marital status;Austria;2001;362.0;248.0;114.0;15.0;77.0;-62.0
683;Total male and female;Total;Total marital status;Austria;2002;327.0;270.0;57.0;14.0;99.0;-85.0
684;Total male and female;Total;Total marital status;Austria;2003;331.0;248.0;83.0;20.0;95.0;-75.0
685;Total male and female;Total;Total marital status;Austria;2004;272.0;296.0;-24.0;18.0;96.0;-78.0
686;Total male and female;Total;Total marital status;Austria;2005;312.0;270.0;42.0;24.0;102.0;-78.0
687;Total male and female;Total;Total marital status;Austria;2006;361.0;290.0;71.0;24.0;112.0;-88.0
688;Total male and female;Total;Total marital status;Austria;2007;373.0;325.0;48.0;39.0;122.0;-83.0
689;Total male and female;Total;Total marital status;Austria;2008;461.0;321.0;140.0;29.0;109.0;-80.0
690;Total male and female;Total;Total marital status;Austria;2009;400.0;367.0;33.0;23.0;114.0;-91.0
691;Total male and female;Total;Total marital status;Austria;2010;486.0;365.0;121.0;27.0;105.0;-78.0
692;Total male and female;Total;Total marital status;Austria;2011;533.0;422.0;111.0;19.0;104.0;-85.0
693;Total male and female;Total;Total marital status;Austria;2012;470.0;430.0;40.0;19.0;105.0;-86.0
694;Total male and female;Total;Total marital status;Austria;2013;486.0;464.0;22.0;20.0;105.0;-85.0
695;Total male and female;Total;Total marital status;Austria;2014;657.0;525.0;132.0;15.0;82.0;-67.0
696;Total male and female;Total;Total marital status;Austria;2015;592.0;517.0;75.0;13.0;68.0;-55.0
697;Total male and female;Total;Total marital status;Austria;2016;708.0;535.0;173.0;12.0;56.0;-44.0
698;Total male and female;Total;Total marital status;Austria;2017;801.0;563.0;238.0;10.0;71.0;-61.0
699;Total male and female;Total;Total marital status;Austria;2018;873.0;616.0;257.0;23.0;75.0;-52.0
700;Total male and female;Total;Total marital status;Austria;2019;887.0;627.0;260.0;19.0;61.0;-42.0
701;Total male and female;Total;Total marital status;Austria;2020;777.0;711.0;66.0;10.0;53.0;-43.0
702;Total male and female;Total;Total marital status;Azerbaijan;1995;14.0;0.0;14.0;0.0;0.0;0.0
703;Total male and female;Total;Total marital status;Azerbaijan;1996;14.0;0.0;14.0;0.0;0.0;0.0
704;Total male and female;Total;Total marital status;Azerbaijan;1997;8.0;0.0;8.0;0.0;0.0;0.0
705;Total male and female;Total;Total marital status;Azerbaijan;1998;28.0;0.0;28.0;0.0;0.0;0.0
706;Total male and female;Total;Total marital status;Azerbaijan;1999;43.0;3.0;40.0;1.0;3.0;-2.0
707;Total male and female;Total;Total marital status;Azerbaijan;2000;202.0;1.0;201.0;0.0;1.0;-1.0
708;Total male and female;Total;Total marital status;Azerbaijan;2001;167.0;1.0;166.0;2.0;3.0;-1.0
709;Total male and female;Total;Total marital status;Azerbaijan;2002;93.0;9.0;84.0;5.0;14.0;-9.0
710;Total male and female;Total;Total marital status;Azerbaijan;2003;53.0;27.0;26.0;3.0;30.0;-27.0
711;Total male and female;Total;Total marital status;Azerbaijan;2004;15.0;12.0;3.0;8.0;19.0;-11.0
712;Total male and female;Total;Total marital status;Azerbaijan;2005;11.0;10.0;1.0;8.0;16.0;-8.0
713;Total male and female;Total;Total marital status;Azerbaijan;2006;14.0;0.0;14.0;10.0;9.0;1.0
714;Total male and female;Total;Total marital status;Azerbaijan;2007;10.0;-2.0;12.0;9.0;3.0;6.0
715;Total male and female;Total;Total marital status;Azerbaijan;2008;18.0;5.0;13.0;6.0;8.0;-2.0
716;Total male and female;Total;Total marital status;Azerbaijan;2009;21.0;3.0;18.0;3.0;6.0;-3.0
717;Total male and female;Total;Total marital status;Azerbaijan;2010;35.0;6.0;29.0;2.0;5.0;-3.0
718;Total male and female;Total;Total marital status;Azerbaijan;2011;42.0;7.0;35.0;2.0;4.0;-2.0
719;Total male and female;Total;Total marital status;Azerbaijan;2012;33.0;14.0;19.0;3.0;10.0;-7.0
720;Total male and female;Total;Total marital status;Azerbaijan;2013;43.0;5.0;38.0;9.0;8.0;1.0
721;Total male and female;Total;Total marital status;Azerbaijan;2014;75.0;26.0;49.0;6.0;10.0;-4.0
722;Total male and female;Total;Total marital status;Azerbaijan;2015;60.0;23.0;37.0;4.0;19.0;-15.0
723;Total male and female;Total;Total marital status;Azerbaijan;2016;83.0;50.0;33.0;4.0;23.0;-19.0
724;Total male and female;Total;Total marital status;Azerbaijan;2017;79.0;47.0;32.0;6.0;20.0;-14.0
725;Total male and female;Total;Total marital status;Azerbaijan;2018;88.0;58.0;30.0;2.0;28.0;-26.0
726;Total male and female;Total;Total marital status;Azerbaijan;2019;179.0;58.0;121.0;5.0;24.0;-19.0
727;Total male and female;Total;Total marital status;Azerbaijan;2020;276.0;164.0;112.0;22.0;64.0;-42.0
728;Total male and female;Total;Total marital status;Bahamas;1995;2.0;3.0;-1.0;0.0;3.0;-3.0
729;Total male and female;Total;Total marital status;Bahamas;1996;2.0;5.0;-3.0;0.0;4.0;-4.0
730;Total male and female;Total;Total marital status;Bahamas;1997;8.0;1.0;7.0;0.0;0.0;0.0
731;Total male and female;Total;Total marital status;Bahamas;1998;3.0;1.0;2.0;0.0;1.0;-1.0
732;Total male and female;Total;Total marital status;Bahamas;1999;2.0;8.0;-6.0;0.0;2.0;-2.0
733;Total male and female;Total;Total marital status;Bahamas;2000;2.0;4.0;-2.0;0.0;0.0;0.0
734;Total male and female;Total;Total marital status;Bahamas;2001;7.0;2.0;5.0;0.0;0.0;0.0
735;Total male and female;Total;Total marital status;Bahamas;2002;2.0;8.0;-6.0;0.0;4.0;-4.0
736;Total male and female;Total;Total marital status;Bahamas;2003;5.0;2.0;3.0;0.0;2.0;-2.0
737;Total male and female;Total;Total marital status;Bahamas;2004;4.0;0.0;4.0;0.0;0.0;0.0
738;Total male and female;Total;Total marital status;Bahamas;2005;1.0;5.0;-4.0;0.0;2.0;-2.0
739;Total male and female;Total;Total marital status;Bahamas;2006;4.0;1.0;3.0;0.0;1.0;-1.0
740;Total male and female;Total;Total marital status;Bahamas;2007;2.0;3.0;-1.0;1.0;3.0;-2.0
741;Total male and female;Total;Total marital status;Bahamas;2008;4.0;4.0;0.0;1.0;4.0;-3.0
742;Total male and female;Total;Total marital status;Bahamas;2009;2.0;2.0;0.0;1.0;2.0;-1.0
743;Total male and female;Total;Total marital status;Bahamas;2010;1.0;2.0;-1.0;1.0;0.0;1.0
744;Total male and female;Total;Total marital status;Bahamas;2011;5.0;3.0;2.0;0.0;1.0;-1.0
745;Total male and female;Total;Total marital status;Bahamas;2012;2.0;8.0;-6.0;0.0;4.0;-4.0
746;Total male and female;Total;Total marital status;Bahamas;2013;7.0;1.0;6.0;1.0;0.0;1.0
