ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;HomeMortgages_6;ListedShares_7;InvestmentFundSharesOrUnits_8
1617;Total domestic sectors;Financial corporations;Opening balance sheet;2010 3rd quarter;854815.0;8387.0;292181.0;126178.0;329765.0;0.0;17048.0;430032.0
1618;Total domestic sectors;Financial corporations;Opening balance sheet;2010 4th quarter;791095.0;7125.0;295244.0;128073.0;303660.0;0.0;17777.0;437291.0
1619;Total domestic sectors;Financial corporations;Opening balance sheet;2010;785389.0;11375.0;309203.0;119524.0;344970.0;0.0;17482.0;402189.0
1620;Total domestic sectors;Financial corporations;Opening balance sheet;2011 1st quarter;781850.0;6933.0;301627.0;126362.0;327137.0;0.0;18846.0;450998.0
1621;Total domestic sectors;Financial corporations;Opening balance sheet;2011 2nd quarter;779045.0;6726.0;267505.0;142380.0;333294.0;0.0;19906.0;462805.0
1622;Total domestic sectors;Financial corporations;Opening balance sheet;2011 3rd quarter;814522.0;7738.0;259767.0;138625.0;334277.0;0.0;18691.0;469830.0
1623;Total domestic sectors;Financial corporations;Opening balance sheet;2011 4th quarter;900772.0;7594.0;267646.0;152289.0;332702.0;0.0;16426.0;467356.0
1624;Total domestic sectors;Financial corporations;Opening balance sheet;2011;781850.0;6933.0;301627.0;126362.0;327137.0;0.0;18846.0;450998.0
1625;Total domestic sectors;Financial corporations;Opening balance sheet;2012 1st quarter;942437.0;6732.0;284305.0;159036.0;322476.0;0.0;16742.0;474372.0
1626;Total domestic sectors;Financial corporations;Opening balance sheet;2012 2nd quarter;987050.0;4970.0;277949.0;160993.0;327206.0;0.0;18142.0;509730.0
1627;Total domestic sectors;Financial corporations;Opening balance sheet;2012 3rd quarter;972466.0;3856.0;267542.0;162315.0;335794.0;0.0;16931.0;511638.0
1628;Total domestic sectors;Financial corporations;Opening balance sheet;2012 4th quarter;967087.0;5154.0;262889.0;180112.0;334123.0;0.0;17260.0;536243.0
1629;Total domestic sectors;Financial corporations;Opening balance sheet;2012;942437.0;6732.0;284305.0;159036.0;322476.0;0.0;16742.0;474372.0
1630;Total domestic sectors;Financial corporations;Opening balance sheet;2013 1st quarter;961482.0;5079.0;263106.0;160612.0;345635.0;0.0;17938.0;549200.0
1631;Total domestic sectors;Financial corporations;Opening balance sheet;2013 2nd quarter;914808.0;4273.0;250460.0;169179.0;343096.0;0.0;18183.0;575776.0
1632;Total domestic sectors;Financial corporations;Opening balance sheet;2013 3rd quarter;914654.0;3316.0;254288.0;165555.0;342262.0;0.0;19868.0;564123.0
1633;Total domestic sectors;Financial corporations;Opening balance sheet;2013 4th quarter;894880.0;2956.0;253729.0;167159.0;348108.0;0.0;21072.0;586985.0
1634;Total domestic sectors;Financial corporations;Opening balance sheet;2013;961482.0;5079.0;263106.0;160612.0;345635.0;0.0;17938.0;549200.0
1635;Total domestic sectors;Financial corporations;Opening balance sheet;2014 1st quarter;844268.0;3306.0;236769.0;138946.0;339476.0;0.0;21286.0;604830.0
1636;Total domestic sectors;Financial corporations;Opening balance sheet;2014 2nd quarter;839078.0;3767.0;238073.0;144584.0;339685.0;0.0;27478.0;620568.0
1637;Total domestic sectors;Financial corporations;Opening balance sheet;2014 3rd quarter;821169.0;4228.0;238751.0;142717.0;360349.0;0.0;27825.0;654039.0
1638;Total domestic sectors;Financial corporations;Opening balance sheet;2014 4th quarter;813133.0;2433.0;233870.0;158164.0;364327.0;0.0;32631.0;689019.0
1639;Total domestic sectors;Financial corporations;Opening balance sheet;2014;844268.0;3306.0;236769.0;138946.0;339476.0;0.0;21286.0;604830.0
1640;Total domestic sectors;Financial corporations;Opening balance sheet;2015 1st quarter;826745.0;2169.0;231238.0;171780.0;274842.0;0.0;30697.0;708713.0
1641;Total domestic sectors;Financial corporations;Opening balance sheet;2015 2nd quarter;852423.0;2495.0;231025.0;202241.0;270157.0;0.0;30259.0;769617.0
1642;Total domestic sectors;Financial corporations;Opening balance sheet;2015 3rd quarter;882158.0;2434.0;229070.0;183782.0;267108.0;0.0;26795.0;736479.0
1643;Total domestic sectors;Financial corporations;Opening balance sheet;2015 4th quarter;895403.0;1873.0;228649.0;163375.0;262578.0;0.0;24404.0;707826.0
1644;Total domestic sectors;Financial corporations;Opening balance sheet;2015;826745.0;2169.0;231238.0;171780.0;274842.0;0.0;30697.0;708713.0
1645;Total domestic sectors;Financial corporations;Opening balance sheet;2016 1st quarter;891699.0;2067.0;219202.0;164402.0;262293.0;0.0;31415.0;727260.0
1646;Total domestic sectors;Financial corporations;Opening balance sheet;2016 2nd quarter;932407.0;2379.0;213513.0;184273.0;266281.0;0.0;23204.0;733703.0
1647;Total domestic sectors;Financial corporations;Opening balance sheet;2016 3rd quarter;939240.0;2006.0;228413.0;158402.0;267747.0;0.0;23360.0;765765.0
1648;Total domestic sectors;Financial corporations;Opening balance sheet;2016 4th quarter;989031.0;2263.0;227861.0;172810.0;267421.0;0.0;26724.0;787039.0
1649;Total domestic sectors;Financial corporations;Opening balance sheet;2016;891699.0;2067.0;219202.0;164402.0;262293.0;0.0;31415.0;727260.0
1650;Total domestic sectors;Financial corporations;Opening balance sheet;2017 1st quarter;971044.0;1799.0;216885.0;159285.0;304131.0;0.0;47979.0;803235.0
1651;Total domestic sectors;Financial corporations;Opening balance sheet;2017 2nd quarter;1054164.0;1954.0;217378.0;174720.0;309061.0;0.0;50805.0;812342.0
1652;Total domestic sectors;Financial corporations;Opening balance sheet;2017 3rd quarter;1013101.0;1922.0;214812.0;173880.0;305861.0;0.0;49535.0;817993.0
1653;Total domestic sectors;Financial corporations;Opening balance sheet;2017 4th quarter;1042208.0;1706.0;201861.0;173248.0;304745.0;0.0;50891.0;843101.0
1654;Total domestic sectors;Financial corporations;Opening balance sheet;2017;971044.0;1799.0;216885.0;159285.0;304131.0;0.0;47979.0;803235.0
1655;Total domestic sectors;Financial corporations;Opening balance sheet;2018 1st quarter;1002311.0;1585.0;200063.0;193030.0;292828.0;0.0;49678.0;852526.0
1656;Total domestic sectors;Financial corporations;Opening balance sheet;2018 2nd quarter;1060315.0;1468.0;210892.0;191606.0;295928.0;0.0;50795.0;826388.0
1657;Total domestic sectors;Financial corporations;Opening balance sheet;2018 3rd quarter;1035605.0;1424.0;217263.0;175821.0;298188.0;0.0;51552.0;850347.0
1658;Total domestic sectors;Financial corporations;Opening balance sheet;2018 4th quarter;1054060.0;1305.0;206665.0;171785.0;292403.0;0.0;50811.0;869164.0
1659;Total domestic sectors;Financial corporations;Opening balance sheet;2018;1002311.0;1585.0;200063.0;193030.0;292828.0;0.0;49678.0;852526.0
1660;Total domestic sectors;Financial corporations;Opening balance sheet;2019 1st quarter;1001786.0;1228.0;202769.0;159345.0;291053.0;0.0;42151.0;817898.0
1661;Total domestic sectors;Financial corporations;Opening balance sheet;2019 2nd quarter;1027065.0;1400.0;201317.0;175079.0;296885.0;0.0;47713.0;862084.0
1662;Total domestic sectors;Financial corporations;Opening balance sheet;2019 3rd quarter;1003330.0;1385.0;204889.0;181824.0;303609.0;0.0;50057.0;878514.0
1663;Total domestic sectors;Financial corporations;Opening balance sheet;2019 4th quarter;1047280.0;1224.0;202296.0;201830.0;302061.0;0.0;49120.0;920114.0
1664;Total domestic sectors;Financial corporations;Opening balance sheet;2019;1001786.0;1228.0;202769.0;159345.0;291053.0;0.0;42151.0;817898.0
1665;Total domestic sectors;Financial corporations;Opening balance sheet;2020 1st quarter;1000691.0;1234.0;200574.0;188041.0;292807.0;0.0;52917.0;924109.0
1666;Total domestic sectors;Financial corporations;Opening balance sheet;2020 2nd quarter;1092151.0;1561.0;199985.0;203314.0;296564.0;0.0;36141.0;802439.0
1667;Total domestic sectors;Financial corporations;Opening balance sheet;2020 3rd quarter;1282264.0;867.0;205402.0;199625.0;296860.0;0.0;57859.0;868413.0
1668;Total domestic sectors;Financial corporations;Opening balance sheet;2020 4th quarter;1368928.0;749.0;200893.0;163831.0;292235.0;0.0;57918.0;897265.0
1669;Total domestic sectors;Financial corporations;Opening balance sheet;2020;1000691.0;1234.0;200574.0;188041.0;292807.0;0.0;52917.0;924109.0
1670;Total domestic sectors;Financial corporations;Opening balance sheet;2021 1st quarter;1318393.0;806.0;202315.0;165631.0;275801.0;0.0;70846.0;964506.0
1671;Total domestic sectors;Financial corporations;Opening balance sheet;2021 2nd quarter;1400822.0;681.0;198357.0;170812.0;290502.0;0.0;73301.0;987364.0
1672;Total domestic sectors;Financial corporations;Opening balance sheet;2021 3rd quarter;1456975.0;537.0;198378.0;179418.0;293947.0;0.0;72507.0;1019267.0
1673;Total domestic sectors;Financial corporations;Opening balance sheet;2021 4th quarter;1490759.0;594.0;193217.0;119879.0;294730.0;0.0;77382.0;1004218.0
1674;Total domestic sectors;Financial corporations;Opening balance sheet;2021;1318393.0;806.0;202315.0;165631.0;275801.0;0.0;70846.0;964506.0
1675;Total domestic sectors;Financial corporations;Opening balance sheet;2022 1st quarter;1456293.0;860.0;217797.0;113284.0;293057.0;0.0;80189.0;974006.0
1676;Total domestic sectors;Financial corporations;Opening balance sheet;2022 2nd quarter;1558012.0;835.0;210429.0;97176.0;287724.0;0.0;73326.0;914069.0
1677;Total domestic sectors;Financial corporations;Opening balance sheet;2022 3rd quarter;1570919.0;643.0;194738.0;100375.0;287871.0;0.0;64602.0;827181.0
1678;Total domestic sectors;Financial corporations;Opening balance sheet;2022 4th quarter;1622856.0;940.0;179821.0;104424.0;278197.0;0.0;66961.0;788645.0
1679;Total domestic sectors;Financial corporations;Opening balance sheet;2022;1456293.0;860.0;217797.0;113284.0;293057.0;0.0;80189.0;974006.0
1680;Total domestic sectors;Financial corporations;Opening balance sheet;2023 1st quarter;1397061.0;1175.0;181321.0;95812.0;277788.0;0.0;70422.0;700342.0
1681;Total domestic sectors;Financial corporations;Opening balance sheet;2023 2nd quarter;1457935.0;1269.0;182647.0;96845.0;335048.0;0.0;79496.0;706074.0
1682;Total domestic sectors;Financial corporations;Opening balance sheet;2023 3rd quarter;1387626.0;1372.0;183839.0;95255.0;340540.0;0.0;85507.0;712806.0
1683;Total domestic sectors;Financial corporations;Opening balance sheet;2023 4th quarter;1407326.0;1247.0;181648.0;94499.0;344508.0;0.0;85969.0;708445.0
1684;Total domestic sectors;Financial corporations;Opening balance sheet;2023;1397061.0;1175.0;181321.0;95812.0;277788.0;0.0;70422.0;700342.0
1685;Total domestic sectors;Financial corporations;Opening balance sheet;2024 1st quarter;1283002.0;943.0;178896.0;102027.0;342931.0;0.0;88743.0;722843.0
1686;Total domestic sectors;Financial corporations;Opening balance sheet;2024 2nd quarter;1307284.0;2067.0;177090.0;103956.0;349245.0;0.0;97593.0;748461.0
1687;Total domestic sectors;Financial corporations;Opening balance sheet;2024 3rd quarter;1281993.0;2052.0;176052.0;103596.0;352583.0;0.0;84144.0;744191.0
1688;Total domestic sectors;Financial corporations;Opening balance sheet;2024 4th quarter;1311140.0;1282.0;177668.0;104472.0;353915.0;0.0;80722.0;757406.0
1689;Total domestic sectors;Financial corporations;Opening balance sheet;2024;1283002.0;943.0;178896.0;102027.0;342931.0;0.0;88743.0;722843.0
1690;Total domestic sectors;Financial corporations;Financial transactions;1999 1st quarter;6209.0;;;2917.0;4012.0;;;
1691;Total domestic sectors;Financial corporations;Financial transactions;1999 2nd quarter;11396.0;;;1261.0;3023.0;;;
1692;Total domestic sectors;Financial corporations;Financial transactions;1999 3rd quarter;-542.0;;;989.0;2501.0;;;
1693;Total domestic sectors;Financial corporations;Financial transactions;1999 4th quarter;4559.0;;;-658.0;2577.0;;;
1694;Total domestic sectors;Financial corporations;Financial transactions;1999;21622.0;;;4509.0;12113.0;;;
1695;Total domestic sectors;Financial corporations;Financial transactions;2000 1st quarter;21939.0;;;6080.0;1194.0;;;
1696;Total domestic sectors;Financial corporations;Financial transactions;2000 2nd quarter;-12671.0;;;2761.0;298.0;;;
1697;Total domestic sectors;Financial corporations;Financial transactions;2000 3rd quarter;15749.0;;;3909.0;401.0;;;
1698;Total domestic sectors;Financial corporations;Financial transactions;2000 4th quarter;-7951.0;;;1432.0;2432.0;;;
1699;Total domestic sectors;Financial corporations;Financial transactions;2000;17066.0;;;14182.0;4325.0;;;
1700;Total domestic sectors;Financial corporations;Financial transactions;2001 1st quarter;16996.0;;;-994.0;2304.0;;;
1701;Total domestic sectors;Financial corporations;Financial transactions;2001 2nd quarter;1004.0;;;-1242.0;5318.0;;;
1702;Total domestic sectors;Financial corporations;Financial transactions;2001 3rd quarter;9905.0;;;2424.0;4184.0;;;
1703;Total domestic sectors;Financial corporations;Financial transactions;2001 4th quarter;17539.0;;;-1249.0;-1152.0;;;
1704;Total domestic sectors;Financial corporations;Financial transactions;2001;45444.0;;;-1061.0;10654.0;;;
1705;Total domestic sectors;Financial corporations;Financial transactions;2002 1st quarter;8562.0;;;3383.0;581.0;;;
1706;Total domestic sectors;Financial corporations;Financial transactions;2002 2nd quarter;15193.0;;;502.0;-4868.0;;;
1707;Total domestic sectors;Financial corporations;Financial transactions;2002 3rd quarter;-15.0;;;5754.0;79.0;;;
1708;Total domestic sectors;Financial corporations;Financial transactions;2002 4th quarter;1657.0;;;-4453.0;1553.0;;;
1709;Total domestic sectors;Financial corporations;Financial transactions;2002;25397.0;;;5186.0;-2655.0;;;
1710;Total domestic sectors;Financial corporations;Financial transactions;2003 1st quarter;24583.0;;;-3657.0;518.0;;;
1711;Total domestic sectors;Financial corporations;Financial transactions;2003 2nd quarter;-5164.0;;;-3649.0;6531.0;;;
1712;Total domestic sectors;Financial corporations;Financial transactions;2003 3rd quarter;17340.0;;;-3737.0;-922.0;;;
1713;Total domestic sectors;Financial corporations;Financial transactions;2003 4th quarter;4563.0;;;-3730.0;3979.0;;;
1714;Total domestic sectors;Financial corporations;Financial transactions;2003;41322.0;;;-14773.0;10106.0;;;
1715;Total domestic sectors;Financial corporations;Financial transactions;2004 1st quarter;-4483.0;;;1435.0;4719.0;;;
1716;Total domestic sectors;Financial corporations;Financial transactions;2004 2nd quarter;24829.0;;;3017.0;-1396.0;;;
1717;Total domestic sectors;Financial corporations;Financial transactions;2004 3rd quarter;4494.0;;;2843.0;3987.0;;;
1718;Total domestic sectors;Financial corporations;Financial transactions;2004 4th quarter;6174.0;;;1206.0;-2131.0;;;
1719;Total domestic sectors;Financial corporations;Financial transactions;2004;31014.0;;;8501.0;5179.0;;;
1720;Total domestic sectors;Financial corporations;Financial transactions;2005 1st quarter;11798.0;;;6375.0;1068.0;;;
1721;Total domestic sectors;Financial corporations;Financial transactions;2005 2nd quarter;27927.0;;;7165.0;2694.0;;;
1722;Total domestic sectors;Financial corporations;Financial transactions;2005 3rd quarter;18268.0;;;5322.0;3994.0;;;
1723;Total domestic sectors;Financial corporations;Financial transactions;2005 4th quarter;15645.0;;;-1816.0;7524.0;;;
1724;Total domestic sectors;Financial corporations;Financial transactions;2005;73638.0;;;17046.0;15280.0;;;
1725;Total domestic sectors;Financial corporations;Financial transactions;2006 1st quarter;23217.0;;;-3037.0;3784.0;;;
1726;Total domestic sectors;Financial corporations;Financial transactions;2006 2nd quarter;-2153.0;;;278.0;-1305.0;;;
1727;Total domestic sectors;Financial corporations;Financial transactions;2006 3rd quarter;20709.0;;;802.0;-807.0;;;
1728;Total domestic sectors;Financial corporations;Financial transactions;2006 4th quarter;3438.0;;;-3810.0;7362.0;;;
1729;Total domestic sectors;Financial corporations;Financial transactions;2006;45211.0;;;-5767.0;9034.0;;;
1730;Total domestic sectors;Financial corporations;Financial transactions;2007 1st quarter;22065.0;;;12004.0;6953.0;;;
1731;Total domestic sectors;Financial corporations;Financial transactions;2007 2nd quarter;32802.0;;;7277.0;3392.0;;;
1732;Total domestic sectors;Financial corporations;Financial transactions;2007 3rd quarter;-13367.0;;;-4111.0;-767.0;;;
1733;Total domestic sectors;Financial corporations;Financial transactions;2007 4th quarter;37103.0;;;-17022.0;23980.0;;;
1734;Total domestic sectors;Financial corporations;Financial transactions;2007;78603.0;;;-1852.0;33558.0;;;
1735;Total domestic sectors;Financial corporations;Financial transactions;2008 1st quarter;-17339.0;;;11789.0;3856.0;;;
1736;Total domestic sectors;Financial corporations;Financial transactions;2008 2nd quarter;88010.0;;;9275.0;-606.0;;;
1737;Total domestic sectors;Financial corporations;Financial transactions;2008 3rd quarter;31173.0;;;-844.0;10058.0;;;
1738;Total domestic sectors;Financial corporations;Financial transactions;2008 4th quarter;-22388.0;;;26406.0;14485.0;;;
1739;Total domestic sectors;Financial corporations;Financial transactions;2008;79456.0;;;46626.0;27793.0;;;
1740;Total domestic sectors;Financial corporations;Financial transactions;2009 1st quarter;-27906.0;;;-8648.0;13254.0;;;
1741;Total domestic sectors;Financial corporations;Financial transactions;2009 2nd quarter;61834.0;;;-11899.0;-1359.0;;;
1742;Total domestic sectors;Financial corporations;Financial transactions;2009 3rd quarter;-30225.0;;;5760.0;-3014.0;;;
1743;Total domestic sectors;Financial corporations;Financial transactions;2009 4th quarter;12958.0;;;2275.0;-5922.0;;;
1744;Total domestic sectors;Financial corporations;Financial transactions;2009;16661.0;;;-12512.0;2959.0;;;
1745;Total domestic sectors;Financial corporations;Financial transactions;2010 1st quarter;7296.0;-1523.0;-11785.0;-4526.0;1563.0;0.0;398.0;18897.0
1746;Total domestic sectors;Financial corporations;Financial transactions;2010 2nd quarter;45921.0;-1553.0;-4749.0;10027.0;-1032.0;0.0;-165.0;-9540.0
1747;Total domestic sectors;Financial corporations;Financial transactions;2010 3rd quarter;-61683.0;-1010.0;2397.0;3319.0;-25414.0;0.0;-273.0;-2028.0
1748;Total domestic sectors;Financial corporations;Financial transactions;2010 4th quarter;-9694.0;-154.0;7023.0;-1960.0;23605.0;0.0;-490.0;-1659.0
1749;Total domestic sectors;Financial corporations;Financial transactions;2010;-18160.0;-4240.0;-7114.0;6860.0;-1278.0;0.0;-530.0;5670.0
1750;Total domestic sectors;Financial corporations;Financial transactions;2011 1st quarter;-1660.0;123.0;-33709.0;16476.0;8881.0;0.0;83.0;11814.0
1751;Total domestic sectors;Financial corporations;Financial transactions;2011 2nd quarter;35770.0;1130.0;-8557.0;-3455.0;876.0;0.0;-473.0;12106.0
1752;Total domestic sectors;Financial corporations;Financial transactions;2011 3rd quarter;84683.0;-352.0;6492.0;9325.0;-1530.0;0.0;-294.0;20981.0
1753;Total domestic sectors;Financial corporations;Financial transactions;2011 4th quarter;40951.0;-772.0;14541.0;6047.0;-10147.0;0.0;-39.0;-13494.0
1754;Total domestic sectors;Financial corporations;Financial transactions;2011;159744.0;129.0;-21233.0;28393.0;-1920.0;0.0;-723.0;31407.0
1755;Total domestic sectors;Financial corporations;Financial transactions;2012 1st quarter;45510.0;-1779.0;-7621.0;2588.0;4521.0;0.0;41.0;10014.0
1756;Total domestic sectors;Financial corporations;Financial transactions;2012 2nd quarter;-16167.0;-1013.0;-10796.0;-256.0;8499.0;0.0;547.0;4016.0
1757;Total domestic sectors;Financial corporations;Financial transactions;2012 3rd quarter;-4888.0;1309.0;-5729.0;18275.0;-1753.0;0.0;-360.0;4697.0
1758;Total domestic sectors;Financial corporations;Financial transactions;2012 4th quarter;-4942.0;-7.0;142.0;-18872.0;11414.0;0.0;-70.0;8892.0
1759;Total domestic sectors;Financial corporations;Financial transactions;2012;19513.0;-1490.0;-24004.0;1735.0;22681.0;0.0;158.0;27619.0
1760;Total domestic sectors;Financial corporations;Financial transactions;2013 1st quarter;-47024.0;-517.0;-12052.0;8069.0;-2378.0;0.0;604.0;6728.0
1761;Total domestic sectors;Financial corporations;Financial transactions;2013 2nd quarter;250.0;-774.0;4329.0;-2755.0;-863.0;0.0;418.0;3356.0
1762;Total domestic sectors;Financial corporations;Financial transactions;2013 3rd quarter;-19279.0;-291.0;-280.0;2436.0;6030.0;0.0;210.0;16538.0
1763;Total domestic sectors;Financial corporations;Financial transactions;2013 4th quarter;-45596.0;482.0;-17450.0;-27694.0;-8482.0;0.0;-1377.0;9342.0
1764;Total domestic sectors;Financial corporations;Financial transactions;2013;-111649.0;-1100.0;-25453.0;-19944.0;-5693.0;0.0;-145.0;35964.0
1765;Total domestic sectors;Financial corporations;Financial transactions;2014 1st quarter;-5055.0;369.0;586.0;5611.0;-27.0;0.0;4809.0;-2862.0
1766;Total domestic sectors;Financial corporations;Financial transactions;2014 2nd quarter;-18204.0;444.0;-656.0;-2168.0;20380.0;0.0;-1506.0;9781.0
1767;Total domestic sectors;Financial corporations;Financial transactions;2014 3rd quarter;-9742.0;-1765.0;-5321.0;13851.0;3178.0;0.0;4529.0;14613.0
1768;Total domestic sectors;Financial corporations;Financial transactions;2014 4th quarter;25492.0;-348.0;-4105.0;-9566.0;1416.0;0.0;-334.0;3097.0
1769;Total domestic sectors;Financial corporations;Financial transactions;2014;-7509.0;-1300.0;-9496.0;7728.0;24947.0;0.0;7498.0;24629.0
1770;Total domestic sectors;Financial corporations;Financial transactions;2015 1st quarter;21465.0;288.0;-1228.0;27948.0;-6161.0;0.0;-3359.0;-4867.0
1771;Total domestic sectors;Financial corporations;Financial transactions;2015 2nd quarter;31111.0;-75.0;-1259.0;-17398.0;-2664.0;0.0;-1660.0;-1767.0
1772;Total domestic sectors;Financial corporations;Financial transactions;2015 3rd quarter;13538.0;-488.0;124.0;-20311.0;-4366.0;0.0;471.0;6659.0
1773;Total domestic sectors;Financial corporations;Financial transactions;2015 4th quarter;-4827.0;204.0;-9245.0;42.0;-602.0;0.0;6620.0;753.0
1774;Total domestic sectors;Financial corporations;Financial transactions;2015;61287.0;-71.0;-11608.0;-9719.0;-13793.0;0.0;2072.0;778.0
1775;Total domestic sectors;Financial corporations;Financial transactions;2016 1st quarter;43855.0;286.0;-5202.0;21219.0;4722.0;0.0;-7180.0;11228.0
1776;Total domestic sectors;Financial corporations;Financial transactions;2016 2nd quarter;6087.0;-161.0;14367.0;-26497.0;1390.0;0.0;512.0;10455.0
1777;Total domestic sectors;Financial corporations;Financial transactions;2016 3rd quarter;50115.0;257.0;-800.0;14845.0;-100.0;0.0;2855.0;7278.0
1778;Total domestic sectors;Financial corporations;Financial transactions;2016 4th quarter;-22356.0;-483.0;-10454.0;-15293.0;-1834.0;0.0;13402.0;-5505.0
1779;Total domestic sectors;Financial corporations;Financial transactions;2016;77701.0;-101.0;-2089.0;-5726.0;4178.0;0.0;9589.0;23456.0
1780;Total domestic sectors;Financial corporations;Financial transactions;2017 1st quarter;83622.0;162.0;446.0;15889.0;5065.0;0.0;1629.0;-5154.0
1781;Total domestic sectors;Financial corporations;Financial transactions;2017 2nd quarter;-38156.0;-26.0;-2594.0;1275.0;-2707.0;0.0;-1383.0;21742.0
1782;Total domestic sectors;Financial corporations;Financial transactions;2017 3rd quarter;30508.0;-211.0;-12928.0;523.0;-896.0;0.0;-4034.0;18925.0
1783;Total domestic sectors;Financial corporations;Financial transactions;2017 4th quarter;-39278.0;-118.0;-2000.0;20777.0;-11720.0;0.0;1301.0;-12324.0
1784;Total domestic sectors;Financial corporations;Financial transactions;2017;36696.0;-193.0;-17076.0;38464.0;-10258.0;0.0;-2487.0;23189.0
1785;Total domestic sectors;Financial corporations;Financial transactions;2018 1st quarter;58942.0;-100.0;11207.0;-339.0;3349.0;0.0;129.0;-11923.0
1786;Total domestic sectors;Financial corporations;Financial transactions;2018 2nd quarter;-26414.0;-53.0;6342.0;-18185.0;1663.0;0.0;-370.0;-2041.0
1787;Total domestic sectors;Financial corporations;Financial transactions;2018 3rd quarter;18242.0;-125.0;-10223.0;-4246.0;-5859.0;0.0;396.0;6843.0
1788;Total domestic sectors;Financial corporations;Financial transactions;2018 4th quarter;-52605.0;-46.0;-3731.0;-10746.0;-1161.0;0.0;788.0;-2613.0
1789;Total domestic sectors;Financial corporations;Financial transactions;2018;-1835.0;-324.0;3595.0;-33516.0;-2008.0;0.0;943.0;-9734.0
1790;Total domestic sectors;Financial corporations;Financial transactions;2019 1st quarter;24598.0;137.0;-2448.0;14686.0;5397.0;0.0;10.0;-20912.0
1791;Total domestic sectors;Financial corporations;Financial transactions;2019 2nd quarter;-23228.0;-9.0;2662.0;7560.0;7085.0;0.0;461.0;6132.0
1792;Total domestic sectors;Financial corporations;Financial transactions;2019 3rd quarter;42610.0;-165.0;-3314.0;18195.0;-2495.0;0.0;127.0;12053.0
1793;Total domestic sectors;Financial corporations;Financial transactions;2019 4th quarter;-45820.0;13.0;-737.0;-12799.0;-8693.0;0.0;-442.0;-19137.0
1794;Total domestic sectors;Financial corporations;Financial transactions;2019;-1840.0;-24.0;-3837.0;27642.0;1294.0;0.0;156.0;-21864.0
1795;Total domestic sectors;Financial corporations;Financial transactions;2020 1st quarter;90811.0;333.0;-24.0;14595.0;3204.0;0.0;2210.0;-6935.0
1796;Total domestic sectors;Financial corporations;Financial transactions;2020 2nd quarter;190944.0;-693.0;4278.0;-2819.0;896.0;0.0;14324.0;8541.0
1797;Total domestic sectors;Financial corporations;Financial transactions;2020 3rd quarter;88045.0;-119.0;-4930.0;-33900.0;-3464.0;0.0;754.0;12426.0
1798;Total domestic sectors;Financial corporations;Financial transactions;2020 4th quarter;-49282.0;60.0;906.0;5157.0;-12498.0;0.0;-1392.0;8617.0
1799;Total domestic sectors;Financial corporations;Financial transactions;2020;320518.0;-419.0;230.0;-16967.0;-11862.0;0.0;15896.0;22649.0
1800;Total domestic sectors;Financial corporations;Financial transactions;2021 1st quarter;80864.0;-109.0;-2664.0;-4669.0;4451.0;0.0;-572.0;-22302.0
1801;Total domestic sectors;Financial corporations;Financial transactions;2021 2nd quarter;56579.0;-152.0;-120.0;9019.0;3769.0;0.0;-295.0;-10576.0
1802;Total domestic sectors;Financial corporations;Financial transactions;2021 3rd quarter;32884.0;55.0;-4919.0;-59810.0;189.0;0.0;572.0;-31231.0
1803;Total domestic sectors;Financial corporations;Financial transactions;2021 4th quarter;-35503.0;255.0;25657.0;-6840.0;-2258.0;0.0;2341.0;-81874.0
1804;Total domestic sectors;Financial corporations;Financial transactions;2021;134824.0;49.0;17954.0;-62300.0;6151.0;0.0;2046.0;-145983.0
1805;Total domestic sectors;Financial corporations;Financial transactions;2022 1st quarter;101096.0;-26.0;-1786.0;-16181.0;-5309.0;0.0;323.0;-29295.0
1806;Total domestic sectors;Financial corporations;Financial transactions;2022 2nd quarter;10309.0;-198.0;-8373.0;2781.0;-1210.0;0.0;86.0;-34673.0
1807;Total domestic sectors;Financial corporations;Financial transactions;2022 3rd quarter;49392.0;298.0;-11255.0;4066.0;-11081.0;0.0;79.0;-30058.0
1808;Total domestic sectors;Financial corporations;Financial transactions;2022 4th quarter;-221612.0;269.0;108.0;-8402.0;1604.0;0.0;-617.0;-76533.0
1809;Total domestic sectors;Financial corporations;Financial transactions;2022;-60815.0;343.0;-21306.0;-17736.0;-15996.0;0.0;-129.0;-170559.0
1810;Total domestic sectors;Financial corporations;Financial transactions;2023 1st quarter;61589.0;93.0;587.0;1094.0;1663.0;0.0;214.0;-388.0
1811;Total domestic sectors;Financial corporations;Financial transactions;2023 2nd quarter;-70383.0;104.0;1100.0;-1591.0;5527.0;0.0;3180.0;220.0
1812;Total domestic sectors;Financial corporations;Financial transactions;2023 3rd quarter;18917.0;-70.0;-1165.0;-3776.0;3420.0;0.0;3041.0;-1433.0
1813;Total domestic sectors;Financial corporations;Financial transactions;2023 4th quarter;-122803.0;-257.0;-7184.0;7599.0;-625.0;0.0;-2922.0;-8045.0
1814;Total domestic sectors;Financial corporations;Financial transactions;2023;-112680.0;-130.0;-6662.0;3326.0;9985.0;0.0;3513.0;-9646.0
1815;Total domestic sectors;Financial corporations;Financial transactions;2024 1st quarter;23533.0;1076.0;-1332.0;1906.0;5784.0;0.0;-43.0;2772.0
