ID;LeeftijdMoederBijGeboorteKind;SamenstellingHuishouden;AantalKinderenInHetHuishouden;HerkomstlandKind;Perioden;LevendGeborenKinderen_1
2826;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Afrika (exclusief Marokko);2021;7
2827;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Afrika (exclusief Marokko);2022;5
2828;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Afrika (exclusief Marokko);2023;4
2829;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Amerika en Oceanië (ex. Suriname en N...;2021;5
2830;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Amerika en Oceanië (ex. Suriname en N...;2022;4
2831;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Amerika en Oceanië (ex. Suriname en N...;2023;3
2832;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Azië (exclusief Indonesië en Turkije);2021;32
2833;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Azië (exclusief Indonesië en Turkije);2022;32
2834;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Azië (exclusief Indonesië en Turkije);2023;20
2835;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Afrika;2021;8
2836;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Afrika;2022;5
2837;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Afrika;2023;4
2838;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Amerika;2021;17
2839;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Amerika;2022;10
2840;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Amerika;2023;12
2841;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Azië;2021;32
2842;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Azië;2022;33
2843;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Azië;2023;21
2844;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Oceanië;2021;0
2845;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Oceanië;2022;0
2846;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Oceanië;2023;0
2847;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Onbekend herkomstland;2021;0
2848;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Onbekend herkomstland;2022;0
2849;Jonger dan 20 jaar;Niet-gehuwd paar;Één kind;Onbekend herkomstland;2023;0
2850;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Totaal;2021;25
2851;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Totaal;2022;30
2852;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Totaal;2023;15
2853;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Nederland;2021;15
2854;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Nederland;2022;12
2855;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Nederland;2023;6
2856;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Buiten Nederland;2021;10
2857;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Buiten Nederland;2022;18
2858;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Buiten Nederland;2023;9
2859;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Europa (exclusief Nederland);2021;5
2860;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Europa (exclusief Nederland);2022;12
2861;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Europa (exclusief Nederland);2023;4
2862;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Europese Unie (exclusief Nederland);2021;5
2863;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Europese Unie (exclusief Nederland);2022;10
2864;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Europese Unie (exclusief Nederland);2023;3
2865;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Buiten Europa;2021;5
2866;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Buiten Europa;2022;6
2867;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Buiten Europa;2023;5
2868;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Indonesië;2021;0
2869;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Indonesië;2022;0
2870;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Indonesië;2023;0
2871;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Marokko;2021;0
2872;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Marokko;2022;0
2873;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Marokko;2023;0
2874;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Nederlandse Cariben;2021;0
2875;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Nederlandse Cariben;2022;0
2876;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Nederlandse Cariben;2023;0
2877;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Suriname;2021;0
2878;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Suriname;2022;0
2879;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Suriname;2023;0
2880;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Turkije;2021;0
2881;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Turkije;2022;0
2882;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Turkije;2023;0
2883;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Afrika (exclusief Marokko);2021;1
2884;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Afrika (exclusief Marokko);2022;1
2885;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Afrika (exclusief Marokko);2023;0
2886;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Amerika en Oceanië (ex. Suriname en N...;2021;0
2887;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Amerika en Oceanië (ex. Suriname en N...;2022;1
2888;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Amerika en Oceanië (ex. Suriname en N...;2023;0
2889;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Azië (exclusief Indonesië en Turkije);2021;4
2890;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Azië (exclusief Indonesië en Turkije);2022;4
2891;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Azië (exclusief Indonesië en Turkije);2023;5
2892;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Afrika;2021;1
2893;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Afrika;2022;1
2894;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Afrika;2023;0
2895;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Amerika;2021;0
2896;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Amerika;2022;1
2897;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Amerika;2023;0
2898;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Azië;2021;4
2899;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Azië;2022;4
2900;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Azië;2023;5
2901;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Oceanië;2021;0
2902;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Oceanië;2022;0
2903;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Oceanië;2023;0
2904;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Onbekend herkomstland;2021;0
2905;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Onbekend herkomstland;2022;0
2906;Jonger dan 20 jaar;Niet-gehuwd paar;Twee kinderen;Onbekend herkomstland;2023;0
2907;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Totaal;2021;5
2908;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Totaal;2022;3
2909;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Totaal;2023;2
2910;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Nederland;2021;0
2911;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Nederland;2022;0
2912;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Nederland;2023;1
2913;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Buiten Nederland;2021;5
2914;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Buiten Nederland;2022;3
2915;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Buiten Nederland;2023;1
2916;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Europa (exclusief Nederland);2021;3
2917;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Europa (exclusief Nederland);2022;2
2918;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Europa (exclusief Nederland);2023;1
2919;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Europese Unie (exclusief Nederland);2021;3
2920;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Europese Unie (exclusief Nederland);2022;2
2921;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Europese Unie (exclusief Nederland);2023;1
2922;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Buiten Europa;2021;2
2923;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Buiten Europa;2022;1
2924;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Buiten Europa;2023;0
2925;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Indonesië;2021;0
2926;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Indonesië;2022;0
2927;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Indonesië;2023;0
2928;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Marokko;2021;0
2929;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Marokko;2022;0
2930;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Marokko;2023;0
2931;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Nederlandse Cariben;2021;0
2932;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Nederlandse Cariben;2022;0
2933;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Nederlandse Cariben;2023;0
2934;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Suriname;2021;0
2935;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Suriname;2022;0
2936;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Suriname;2023;0
2937;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Turkije;2021;0
2938;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Turkije;2022;0
2939;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Turkije;2023;0
2940;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Afrika (exclusief Marokko);2021;0
2941;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Afrika (exclusief Marokko);2022;0
2942;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Afrika (exclusief Marokko);2023;0
2943;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Amerika en Oceanië (ex. Suriname en N...;2021;0
2944;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Amerika en Oceanië (ex. Suriname en N...;2022;0
2945;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Amerika en Oceanië (ex. Suriname en N...;2023;0
2946;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Azië (exclusief Indonesië en Turkije);2021;2
2947;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Azië (exclusief Indonesië en Turkije);2022;1
2948;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Azië (exclusief Indonesië en Turkije);2023;0
2949;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Afrika;2021;0
2950;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Afrika;2022;0
2951;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Afrika;2023;0
2952;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Amerika;2021;0
2953;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Amerika;2022;0
2954;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Amerika;2023;0
2955;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Azië;2021;2
2956;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Azië;2022;1
2957;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Azië;2023;0
2958;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Oceanië;2021;0
2959;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Oceanië;2022;0
2960;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Oceanië;2023;0
2961;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Onbekend herkomstland;2021;0
2962;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Onbekend herkomstland;2022;0
2963;Jonger dan 20 jaar;Niet-gehuwd paar;Drie kinderen;Onbekend herkomstland;2023;0
2964;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Totaal;2021;0
2965;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Totaal;2022;0
2966;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Totaal;2023;0
2967;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Nederland;2021;0
2968;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Nederland;2022;0
2969;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Nederland;2023;0
2970;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Buiten Nederland;2021;0
2971;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Buiten Nederland;2022;0
2972;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Buiten Nederland;2023;0
2973;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Europa (exclusief Nederland);2021;0
2974;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Europa (exclusief Nederland);2022;0
2975;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Europa (exclusief Nederland);2023;0
2976;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Europese Unie (exclusief Nederland);2021;0
2977;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Europese Unie (exclusief Nederland);2022;0
2978;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Europese Unie (exclusief Nederland);2023;0
2979;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Buiten Europa;2021;0
2980;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Buiten Europa;2022;0
2981;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Buiten Europa;2023;0
2982;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Indonesië;2021;0
2983;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Indonesië;2022;0
2984;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Indonesië;2023;0
2985;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Marokko;2021;0
2986;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Marokko;2022;0
2987;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Marokko;2023;0
2988;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Nederlandse Cariben;2021;0
2989;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Nederlandse Cariben;2022;0
2990;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Nederlandse Cariben;2023;0
2991;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Suriname;2021;0
2992;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Suriname;2022;0
2993;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Suriname;2023;0
2994;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Turkije;2021;0
2995;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Turkije;2022;0
2996;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Turkije;2023;0
2997;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Afrika (exclusief Marokko);2021;0
2998;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Afrika (exclusief Marokko);2022;0
2999;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Afrika (exclusief Marokko);2023;0
3000;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Amerika en Oceanië (ex. Suriname en N...;2021;0
3001;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Amerika en Oceanië (ex. Suriname en N...;2022;0
3002;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Amerika en Oceanië (ex. Suriname en N...;2023;0
3003;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Azië (exclusief Indonesië en Turkije);2021;0
3004;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Azië (exclusief Indonesië en Turkije);2022;0
3005;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Azië (exclusief Indonesië en Turkije);2023;0
3006;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Afrika;2021;0
3007;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Afrika;2022;0
3008;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Afrika;2023;0
3009;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Amerika;2021;0
3010;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Amerika;2022;0
3011;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Amerika;2023;0
3012;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Azië;2021;0
3013;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Azië;2022;0
3014;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Azië;2023;0
3015;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Oceanië;2021;0
3016;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Oceanië;2022;0
3017;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Oceanië;2023;0
3018;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Onbekend herkomstland;2021;0
3019;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Onbekend herkomstland;2022;0
3020;Jonger dan 20 jaar;Niet-gehuwd paar;Vier of meer kinderen;Onbekend herkomstland;2023;0
3021;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Totaal;2021;0
3022;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Totaal;2022;0
3023;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Totaal;2023;0
3024;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Nederland;2021;0
3025;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Nederland;2022;0
3026;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Nederland;2023;0
3027;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Buiten Nederland;2021;0
3028;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Buiten Nederland;2022;0
3029;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Buiten Nederland;2023;0
3030;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Europa (exclusief Nederland);2021;0
3031;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Europa (exclusief Nederland);2022;0
3032;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Europa (exclusief Nederland);2023;0
3033;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Europese Unie (exclusief Nederland);2021;0
3034;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Europese Unie (exclusief Nederland);2022;0
3035;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Europese Unie (exclusief Nederland);2023;0
3036;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Buiten Europa;2021;0
3037;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Buiten Europa;2022;0
3038;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Buiten Europa;2023;0
3039;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Indonesië;2021;0
3040;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Indonesië;2022;0
3041;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Indonesië;2023;0
3042;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Marokko;2021;0
3043;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Marokko;2022;0
3044;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Marokko;2023;0
3045;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Nederlandse Cariben;2021;0
3046;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Nederlandse Cariben;2022;0
3047;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Nederlandse Cariben;2023;0
3048;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Suriname;2021;0
3049;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Suriname;2022;0
3050;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Suriname;2023;0
3051;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Turkije;2021;0
3052;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Turkije;2022;0
3053;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Turkije;2023;0
3054;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Afrika (exclusief Marokko);2021;0
3055;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Afrika (exclusief Marokko);2022;0
3056;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Afrika (exclusief Marokko);2023;0
3057;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Amerika en Oceanië (ex. Suriname en N...;2021;0
3058;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Amerika en Oceanië (ex. Suriname en N...;2022;0
3059;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Amerika en Oceanië (ex. Suriname en N...;2023;0
3060;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Azië (exclusief Indonesië en Turkije);2021;0
3061;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Azië (exclusief Indonesië en Turkije);2022;0
3062;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Azië (exclusief Indonesië en Turkije);2023;0
3063;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Afrika;2021;0
3064;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Afrika;2022;0
3065;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Afrika;2023;0
3066;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Amerika;2021;0
3067;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Amerika;2022;0
3068;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Amerika;2023;0
3069;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Azië;2021;0
3070;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Azië;2022;0
3071;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Azië;2023;0
3072;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Oceanië;2021;0
3073;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Oceanië;2022;0
3074;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Oceanië;2023;0
3075;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Onbekend herkomstland;2021;0
3076;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Onbekend herkomstland;2022;0
3077;Jonger dan 20 jaar;Niet-gehuwd paar;Overig, onbekend;Onbekend herkomstland;2023;0
3078;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Totaal;2021;439
3079;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Totaal;2022;462
3080;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Totaal;2023;439
3081;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Nederland;2021;310
3082;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Nederland;2022;330
3083;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Nederland;2023;332
3084;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Buiten Nederland;2021;129
3085;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Buiten Nederland;2022;132
3086;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Buiten Nederland;2023;107
3087;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Europa (exclusief Nederland);2021;33
3088;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Europa (exclusief Nederland);2022;31
3089;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Europa (exclusief Nederland);2023;31
3090;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Europese Unie (exclusief Nederland);2021;29
3091;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Europese Unie (exclusief Nederland);2022;28
3092;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Europese Unie (exclusief Nederland);2023;26
3093;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Buiten Europa;2021;96
3094;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Buiten Europa;2022;101
3095;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Buiten Europa;2023;76
3096;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Indonesië;2021;0
3097;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Indonesië;2022;0
3098;Jonger dan 20 jaar;Overig huishouden;Totaal aantal kinderen;Indonesië;2023;0
