ID;Geslacht;Leeftijd;TypeInstelling;BurgerlijkeStaat;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
397;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2005;1560;0.59;2310.0;0.87;531.0
398;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2006;1660;0.59;2580.0;0.9;588.0
399;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2007;1905;0.64;;;
400;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2008;1975;0.62;3175.0;0.99;701.0
401;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Ongehuwd;2009;2105;0.61;3450.0;1.0;750.0
402;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2004;1730;0.08;3305.0;0.14;620.0
403;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2005;1780;0.08;3425.0;0.15;637.0
404;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2006;1920;0.08;3715.0;0.16;668.0
405;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2007;1805;0.08;;;
406;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2008;1800;0.08;3735.0;0.16;638.0
407;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2009;1830;0.08;3855.0;0.16;643.0
408;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2004;535;0.39;895.0;0.72;167.0
409;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2005;550;0.41;870.0;0.7;166.0
410;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2006;530;0.4;960.0;0.78;172.0
411;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2007;520;0.39;;;
412;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2008;565;0.43;960.0;0.79;176.0
413;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Verweduwd;2009;545;0.42;995.0;0.83;177.0
414;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2004;1285;0.34;2210.0;0.59;440.0
415;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2005;1455;0.38;2425.0;0.64;468.0
416;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2006;1640;0.41;2740.0;0.69;546.0
417;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2007;1870;0.44;;;
418;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2008;2000;0.45;3440.0;0.79;678.0
419;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Gescheiden;2009;2055;0.45;3635.0;0.8;711.0
420;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2004;12875;0.42;13390.0;0.44;4720.0
421;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2005;13565;0.44;14090.0;0.45;4961.0
422;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2006;14335;0.45;14905.0;0.47;5247.0
423;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2007;15295;0.47;;;
424;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2008;15490;0.47;16555.0;0.5;5780.0
425;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2009;16435;0.49;17115.0;0.51;5983.0
426;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2004;12345;5.12;12775.0;5.22;4542.0
427;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2005;12940;4.88;13360.0;5.02;4746.0
428;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2006;13560;4.78;14030.0;4.89;4985.0
429;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2007;14370;4.83;;;
430;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2008;14465;4.54;15390.0;4.79;5421.0
431;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Ongehuwd;2009;15265;4.45;15805.0;4.58;5580.0
432;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2004;175;0.01;235.0;0.01;60.0
433;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2005;195;0.01;265.0;0.01;69.0
434;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2006;225;0.01;310.0;0.01;81.0
435;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2007;225;0.01;;;
436;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2008;240;0.01;325.0;0.01;87.0
437;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2009;275;0.01;365.0;0.02;99.0
438;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2004;70;0.05;75.0;0.06;25.0
439;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2005;80;0.06;80.0;0.06;26.0
440;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2006;95;0.07;95.0;0.08;30.0
441;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2007;115;0.09;;;
442;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2008;125;0.1;130.0;0.11;42.0
443;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Verweduwd;2009;135;0.1;135.0;0.11;45.0
444;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2004;280;0.07;300.0;0.08;94.0
445;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2005;350;0.09;385.0;0.1;120.0
446;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2006;455;0.11;475.0;0.12;151.0
447;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2007;585;0.14;;;
448;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2008;660;0.15;710.0;0.16;230.0
449;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Gescheiden;2009;765;0.17;810.0;0.18;259.0
450;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2004;4430;0.15;4930.0;0.16;1579.0
451;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2005;4775;0.15;5345.0;0.17;1698.0
452;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2006;5310;0.17;5855.0;0.18;1883.0
453;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2007;5750;0.18;;;
454;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2008;6060;0.18;6805.0;0.21;2167.0
455;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2009;6715;0.2;7540.0;0.23;2383.0
456;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2004;2455;1.02;2645.0;1.08;884.0
457;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2005;2595;0.98;2840.0;1.07;940.0
458;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2006;2875;1.01;3085.0;1.08;1032.0
459;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2007;3245;1.09;;;
460;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2008;3470;1.09;3790.0;1.18;1253.0
461;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Ongehuwd;2009;3835;1.12;4220.0;1.22;1381.0
462;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2004;350;0.02;450.0;0.02;128.0
463;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2005;385;0.02;480.0;0.02;135.0
464;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2006;405;0.02;505.0;0.02;148.0
465;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2007;300;0.01;;;
466;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2008;285;0.01;370.0;0.02;106.0
467;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2009;330;0.01;425.0;0.02;117.0
468;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2004;160;0.12;185.0;0.15;54.0
469;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2005;185;0.14;195.0;0.16;61.0
470;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2006;185;0.14;205.0;0.17;63.0
471;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2007;160;0.12;;;
472;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2008;165;0.13;190.0;0.16;54.0
473;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Verweduwd;2009;190;0.15;215.0;0.18;62.0
474;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2004;1465;0.39;1650.0;0.44;513.0
475;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2005;1615;0.42;1825.0;0.48;562.0
476;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2006;1850;0.46;2060.0;0.52;640.0
477;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2007;2045;0.48;;;
478;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2008;2140;0.48;2450.0;0.56;754.0
479;Totaal mannen en vrouwen;50 tot 65 jaar;Geestelijke gezondheidszorg;Gescheiden;2009;2355;0.52;2680.0;0.59;823.0
480;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2004;43530;2.54;66160.0;3.77;15363.0
481;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2005;43725;2.51;67185.0;3.76;15278.0
482;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2006;43490;2.46;67580.0;3.74;15330.0
483;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2007;42590;2.36;;;
484;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2008;41890;2.27;67065.0;3.57;14658.0
485;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Totaal burgerlijke staat;2009;42490;2.25;68360.0;3.55;14788.0
486;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Ongehuwd;2004;10500;10.67;13125.0;12.9;3864.0
487;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Ongehuwd;2005;10525;10.66;13175.0;12.94;3847.0
488;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Ongehuwd;2006;10360;10.59;13025.0;12.9;3803.0
489;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Ongehuwd;2007;10600;10.87;;;
490;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Ongehuwd;2008;10485;10.75;13330.0;13.23;3857.0
491;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Ongehuwd;2009;10635;10.76;13415.0;13.19;3863.0
492;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2004;11510;1.03;21405.0;1.84;4260.0
493;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2005;11720;1.03;22120.0;1.86;4327.0
494;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2006;11735;1.01;22250.0;1.84;4328.0
495;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2007;11205;0.94;;;
496;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2008;11065;0.9;21835.0;1.72;4013.0
497;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gehuwd/partnerschap;2009;11340;0.89;22685.0;1.73;4115.0
498;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Verweduwd;2004;16565;4.38;24125.0;6.62;5481.0
499;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Verweduwd;2005;16225;4.35;24005.0;6.69;5282.0
500;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Verweduwd;2006;15825;4.32;23830.0;6.75;5227.0
501;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Verweduwd;2007;14885;4.12;;;
502;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Verweduwd;2008;14245;3.99;22375.0;6.54;4642.0
503;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Verweduwd;2009;14045;3.98;22065.0;6.51;4550.0
504;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gescheiden;2004;4955;3.94;7505.0;5.82;1758.0
505;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gescheiden;2005;5255;3.95;7885.0;5.77;1822.0
506;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gescheiden;2006;5575;3.96;8475.0;5.89;1971.0
507;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gescheiden;2007;5900;3.92;;;
508;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gescheiden;2008;6090;3.8;9530.0;5.84;2146.0
509;Totaal mannen en vrouwen;65 tot 80 jaar;Totaal zorg met verblijf;Gescheiden;2009;6470;3.79;10190.0;5.86;2260.0
510;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2004;36325;2.12;58360.0;3.32;12649.0
511;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2005;36445;2.09;59275.0;3.32;12539.0
512;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2006;36105;2.04;59625.0;3.3;12570.0
513;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2007;34880;1.94;;;
514;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2008;34170;1.85;58700.0;3.13;11743.0
515;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Totaal burgerlijke staat;2009;34375;1.82;59710.0;3.1;11787.0
516;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Ongehuwd;2004;5025;5.11;7255.0;7.13;1791.0
517;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Ongehuwd;2005;4995;5.06;7235.0;7.11;1766.0
518;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Ongehuwd;2006;4820;4.93;7090.0;7.02;1719.0
519;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Ongehuwd;2007;4740;4.86;;;
520;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Ongehuwd;2008;4625;4.74;7000.0;6.95;1632.0
521;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Ongehuwd;2009;4515;4.57;6940.0;6.83;1592.0
522;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2004;11120;1.0;20945.0;1.8;4112.0
523;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2005;11320;0.99;21635.0;1.82;4172.0
524;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2006;11315;0.97;21755.0;1.8;4171.0
525;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2007;10835;0.91;;;
526;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2008;10700;0.87;21405.0;1.68;3875.0
527;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gehuwd/partnerschap;2009;10960;0.86;22240.0;1.69;3970.0
528;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Verweduwd;2004;16010;4.23;23515.0;6.46;5278.0
529;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Verweduwd;2005;15670;4.2;23415.0;6.53;5082.0
530;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Verweduwd;2006;15270;4.17;23245.0;6.59;5029.0
531;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Verweduwd;2007;14390;3.98;;;
532;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Verweduwd;2008;13760;3.86;21870.0;6.39;4468.0
533;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Verweduwd;2009;13540;3.83;21530.0;6.36;4373.0
534;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gescheiden;2004;4170;3.31;6645.0;5.15;1469.0
535;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gescheiden;2005;4460;3.36;6990.0;5.12;1519.0
536;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gescheiden;2006;4700;3.34;7535.0;5.23;1651.0
537;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gescheiden;2007;4915;3.27;;;
538;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gescheiden;2008;5080;3.17;8430.0;5.17;1769.0
539;Totaal mannen en vrouwen;65 tot 80 jaar;Verpleging en verzorging;Gescheiden;2009;5355;3.14;9000.0;5.17;1852.0
540;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2004;4415;0.26;4795.0;0.27;1662.0
541;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2005;4520;0.26;4875.0;0.27;1690.0
542;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2006;4590;0.26;4965.0;0.27;1720.0
543;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2007;4940;0.27;;;
544;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2008;5015;0.27;5545.0;0.3;1903.0
545;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Totaal burgerlijke staat;2009;5325;0.28;5730.0;0.3;1970.0
546;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Ongehuwd;2004;4195;4.26;4540.0;4.46;1584.0
547;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Ongehuwd;2005;4265;4.32;4580.0;4.5;1599.0
548;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Ongehuwd;2006;4320;4.41;4640.0;4.6;1622.0
549;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Ongehuwd;2007;4630;4.75;;;
550;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Ongehuwd;2008;4665;4.78;5125.0;5.09;1776.0
551;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Ongehuwd;2009;4925;4.98;5265.0;5.18;1827.0
552;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2004;65;0.01;90.0;0.01;25.0
553;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2005;80;0.01;110.0;0.01;30.0
554;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2006;80;0.01;115.0;0.01;31.0
555;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2007;75;0.01;;;
556;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2008;85;0.01;125.0;0.01;33.0
557;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gehuwd/partnerschap;2009;105;0.01;135.0;0.01;38.0
558;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Verweduwd;2004;80;0.02;85.0;0.02;27.0
559;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Verweduwd;2005;90;0.02;95.0;0.03;32.0
560;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Verweduwd;2006;95;0.03;105.0;0.03;33.0
561;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Verweduwd;2007;110;0.03;;;
562;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Verweduwd;2008;115;0.03;130.0;0.04;41.0
563;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Verweduwd;2009;130;0.04;145.0;0.04;45.0
564;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gescheiden;2004;70;0.06;80.0;0.06;26.0
565;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gescheiden;2005;85;0.06;90.0;0.07;30.0
566;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gescheiden;2006;95;0.07;105.0;0.07;34.0
567;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gescheiden;2007;130;0.09;;;
568;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gescheiden;2008;150;0.09;165.0;0.1;53.0
569;Totaal mannen en vrouwen;65 tot 80 jaar;Gehandicaptenzorg;Gescheiden;2009;165;0.1;185.0;0.11;60.0
570;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2004;2790;0.16;3300.0;0.19;1051.0
571;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2005;2765;0.16;3335.0;0.19;1049.0
572;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2006;2795;0.16;3275.0;0.18;1040.0
573;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2007;2770;0.15;;;
574;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2008;2705;0.15;3195.0;0.17;1011.0
575;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Totaal burgerlijke staat;2009;2790;0.15;3345.0;0.17;1031.0
576;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Ongehuwd;2004;1280;1.3;1450.0;1.42;489.0
577;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Ongehuwd;2005;1265;1.28;1470.0;1.44;483.0
578;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Ongehuwd;2006;1220;1.25;1400.0;1.39;462.0
579;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Ongehuwd;2007;1230;1.26;;;
580;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Ongehuwd;2008;1195;1.23;1370.0;1.36;449.0
581;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Ongehuwd;2009;1195;1.21;1410.0;1.38;445.0
582;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2004;325;0.03;425.0;0.04;123.0
583;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2005;320;0.03;425.0;0.04;125.0
584;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2006;335;0.03;430.0;0.04;126.0
585;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2007;295;0.02;;;
586;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2008;275;0.02;355.0;0.03;105.0
587;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Gehuwd/partnerschap;2009;275;0.02;350.0;0.03;106.0
588;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Verweduwd;2004;475;0.13;585.0;0.16;176.0
589;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Verweduwd;2005;465;0.13;565.0;0.16;168.0
590;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Verweduwd;2006;460;0.12;540.0;0.15;165.0
591;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Verweduwd;2007;385;0.11;;;
592;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Verweduwd;2008;370;0.1;455.0;0.13;133.0
593;Totaal mannen en vrouwen;65 tot 80 jaar;Geestelijke gezondheidszorg;Verweduwd;2009;375;0.11;450.0;0.13;132.0
