ID;PolitieregioS;Cijfersoort;Perioden;WelEens_1;Vaak_2;WelEens_3;Vaak_4;VoeltZichSAvondsInBuurtOnveilig_5;VoeltZichSAvondsNietOpGemak_6;RondomUitgaansgelegenheden_7;RondomPlekkenWaarJongerenRondhangen_8;InHetCentrum_9;WinkelcentrumEigenBuurt_10;InHetOpenbaarVervoer_11;BijHetTreinstation_12;InEigenHuis_13;KansOpWoninginbraak_14;KansOpMishandeling_15;KansOpPortemonneediefstal_16;DoetSAvondsNietOpen_17;RijdtOfLooptOm_18;KinderenMogenErgensNietNaarToe_19;DoorOnbekendenOpStraat_20;DoorOnbekendenInOpenbaarVervoer_21;DoorPersoneelVanWinkelsEnBedrijven_22;DoorPersoneelVanOverheidsinstanties_23;DoorBekendenPartnerFamilieVriend_24
108;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2008;1.7;0.7;1.6;0.7;0.9;0.7;3.8;4.2;3.7;3.1;3.7;4.0;1.8;1.0;0.6;1.0;1.2;0.9;0.8;4.1;4.0;3.8;3.5;2.3
109;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2009;1.5;0.6;1.4;0.6;0.8;0.6;3.8;4.2;3.8;3.0;3.9;4.1;2.2;0.9;0.6;1.0;1.1;0.8;0.8;4.2;4.0;3.9;3.7;2.8
110;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2010;1.5;0.7;1.4;0.6;0.9;0.6;3.9;4.4;3.8;3.2;3.9;4.0;2.6;0.9;0.6;0.9;1.1;0.8;0.7;4.2;4.0;4.0;3.8;2.5
111;Amsterdam-Amstelland (PO);Betrouwbaarheidsmarge;2011;1.6;0.6;1.4;0.6;0.8;0.6;3.7;4.3;3.6;3.1;3.4;4.0;2.1;1.0;0.6;1.0;1.2;0.8;0.7;4.1;3.9;3.8;3.3;2.5
112;Gooi en Vechtstreek (PO);Waarde;2008;24.7;1.5;11.5;0.7;2.8;1.9;25.6;43.5;23.1;15.6;15.7;28.0;4.5;6.4;1.3;6.0;7.0;2.0;2.8;28.9;19.4;20.9;16.3;6.8
113;Gooi en Vechtstreek (PO);Waarde;2009;26.1;1.6;16.8;1.5;3.7;2.8;30.5;46.4;27.5;18.5;17.3;29.8;7.4;7.5;1.3;5.3;10.1;3.7;3.3;28.3;18.2;20.1;16.4;6.8
114;Gooi en Vechtstreek (PO);Waarde;2010;29.1;1.8;17.7;1.1;2.9;2.5;31.9;51.8;31.4;17.2;17.6;33.6;6.3;6.6;1.6;5.0;10.8;3.1;2.4;29.3;17.9;21.0;16.9;8.1
115;Gooi en Vechtstreek (PO);Waarde;2011;26.8;1.7;17.0;1.0;4.3;2.2;28.8;45.1;23.3;14.8;16.1;31.0;6.1;10.8;1.9;5.2;10.2;3.1;3.6;25.5;15.0;18.1;10.7;6.2
116;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2008;3.6;1.0;2.6;0.6;1.4;1.2;3.6;4.1;3.5;3.0;3.2;3.8;1.7;1.8;0.9;2.1;2.1;1.1;1.2;3.8;3.4;3.5;3.1;2.1
117;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2009;2.0;0.5;1.6;0.6;1.2;1.1;3.0;3.2;2.7;2.4;2.3;2.9;1.7;1.1;0.5;1.2;1.8;1.2;1.0;3.1;2.7;2.8;2.6;1.8
118;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2010;3.4;1.1;2.9;0.8;1.3;1.2;3.6;3.8;3.5;2.8;2.9;3.6;1.8;1.9;1.0;1.6;2.3;1.4;1.2;3.5;2.9;3.1;2.8;2.0
119;Gooi en Vechtstreek (PO);Betrouwbaarheidsmarge;2011;2.1;0.7;1.7;0.4;1.2;0.8;2.4;2.7;2.2;1.7;1.8;2.4;1.2;1.5;0.8;1.1;1.7;0.9;1.1;2.7;2.2;2.4;1.9;1.5
120;Haaglanden (PO);Waarde;2008;29.9;3.5;21.7;2.8;5.8;2.8;25.0;52.0;28.0;17.8;33.8;36.9;6.7;8.7;2.5;7.9;13.4;5.0;4.7;30.9;26.3;20.8;15.8;6.8
121;Haaglanden (PO);Waarde;2009;30.2;4.1;22.9;3.6;6.0;3.1;28.6;53.7;27.9;17.8;35.3;36.5;8.1;9.1;3.1;8.0;13.7;5.0;5.2;30.4;24.9;19.9;14.7;7.1
122;Haaglanden (PO);Waarde;2010;32.6;4.7;24.1;3.8;6.6;3.5;29.9;55.0;29.7;18.5;36.3;38.5;8.9;10.4;3.3;8.4;14.4;6.1;5.0;31.1;26.0;20.1;14.5;7.4
123;Haaglanden (PO);Waarde;2011;30.3;4.4;23.7;3.7;6.2;3.6;27.4;53.5;28.9;18.4;35.9;37.8;8.7;10.4;3.3;8.4;15.4;5.8;5.2;29.6;24.4;19.8;15.0;7.0
124;Haaglanden (PO);Betrouwbaarheidsmarge;2008;1.2;0.5;1.0;0.4;0.6;0.4;1.2;1.3;1.2;1.0;1.2;1.3;0.7;0.7;0.4;0.7;0.9;0.6;0.6;1.2;1.2;1.1;1.0;0.7
125;Haaglanden (PO);Betrouwbaarheidsmarge;2009;1.0;0.4;0.8;0.4;0.7;0.5;1.4;1.5;1.3;1.0;1.4;1.4;0.8;0.6;0.4;0.6;1.0;0.6;0.6;1.4;1.3;1.2;1.1;0.8
126;Haaglanden (PO);Betrouwbaarheidsmarge;2010;1.3;0.6;1.1;0.5;0.7;0.5;1.4;1.5;1.4;1.1;1.4;1.5;0.8;0.8;0.5;0.7;1.0;0.7;0.6;1.4;1.3;1.2;1.1;0.8
127;Haaglanden (PO);Betrouwbaarheidsmarge;2011;1.1;0.5;1.0;0.4;0.7;0.5;1.4;1.5;1.4;1.1;1.4;1.5;0.8;0.7;0.4;0.7;1.0;0.6;0.6;1.4;1.3;1.3;1.2;0.8
128;Hollands Midden (PO);Waarde;2008;21.7;1.9;14.3;1.5;3.0;2.0;25.1;45.5;23.4;15.0;16.1;24.7;4.5;6.5;1.5;6.2;5.5;3.1;2.0;27.7;16.8;19.1;13.1;5.9
129;Hollands Midden (PO);Waarde;2009;25.4;1.2;13.3;1.3;3.3;1.5;27.0;46.8;21.8;13.8;17.2;28.1;4.2;5.4;1.0;6.0;7.6;3.0;3.2;28.0;19.8;20.7;12.6;6.9
130;Hollands Midden (PO);Waarde;2010;25.1;1.3;15.1;1.4;4.3;1.9;25.6;45.7;23.8;16.5;17.6;25.2;6.7;4.5;0.6;3.7;6.7;5.5;3.1;26.4;14.0;16.3;13.4;5.3
131;Hollands Midden (PO);Waarde;2011;25.3;1.9;15.6;1.6;3.6;2.7;20.6;42.1;18.7;13.2;15.4;23.0;6.5;6.0;1.4;5.4;11.2;4.5;4.1;26.0;12.9;15.0;9.2;8.1
132;Hollands Midden (PO);Betrouwbaarheidsmarge;2008;1.0;0.4;0.9;0.4;1.6;1.4;3.7;4.2;3.5;2.9;3.1;3.6;1.9;0.7;0.4;0.6;1.8;1.4;1.3;3.8;3.1;3.3;2.9;2.0
133;Hollands Midden (PO);Betrouwbaarheidsmarge;2009;2.8;0.6;2.1;0.6;1.4;0.9;3.4;3.7;3.1;2.5;2.8;3.4;1.4;1.5;0.6;1.6;1.9;1.3;1.3;3.4;3.1;3.0;2.5;1.9
134;Hollands Midden (PO);Betrouwbaarheidsmarge;2010;2.8;0.7;2.3;0.8;1.4;0.8;2.8;3.3;2.8;2.5;2.5;2.8;1.7;1.3;0.4;1.2;1.6;1.5;1.2;3.3;2.5;2.7;2.5;1.7
135;Hollands Midden (PO);Betrouwbaarheidsmarge;2011;1.0;0.4;0.9;0.4;0.6;0.4;1.0;1.2;1.1;0.9;0.9;1.0;0.6;0.6;0.3;0.7;0.9;0.6;0.6;3.9;2.9;3.1;2.5;2.4
136;Rotterdam-Rijnmond (PO);Waarde;2008;32.4;3.6;21.1;2.6;6.8;3.9;21.4;50.7;28.5;18.2;34.4;30.9;5.1;8.4;2.6;7.7;11.7;5.6;4.2;31.0;28.0;27.6;19.8;9.3
137;Rotterdam-Rijnmond (PO);Waarde;2009;29.7;3.8;21.7;3.2;7.0;3.3;24.1;47.5;27.6;19.8;31.3;29.7;8.2;8.1;2.9;7.8;13.7;5.7;5.4;31.7;26.6;17.0;17.3;7.1
138;Rotterdam-Rijnmond (PO);Waarde;2010;31.9;3.8;21.2;2.9;6.3;2.7;20.7;44.9;26.9;19.8;28.2;26.0;9.2;6.9;3.9;7.3;16.2;5.6;5.8;29.6;21.5;21.7;14.8;7.6
139;Rotterdam-Rijnmond (PO);Waarde;2011;30.2;4.3;22.8;3.9;7.6;4.0;21.9;42.9;23.8;17.5;26.5;25.5;8.0;9.5;3.3;7.8;15.6;6.2;5.4;29.6;21.8;17.9;13.7;7.7
140;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2008;2.4;0.7;1.9;0.4;0.9;1.0;3.6;4.2;3.9;3.3;4.1;3.9;1.8;1.3;0.6;1.3;1.4;1.0;0.7;4.0;3.9;3.9;3.4;2.6
141;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2009;0.6;0.3;0.6;0.2;0.4;0.2;3.7;4.3;3.8;3.4;4.0;3.9;2.2;0.4;0.2;0.4;0.5;0.3;0.3;4.1;3.8;3.1;3.3;2.2
142;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2010;3.5;1.5;3.1;1.3;1.8;1.2;3.0;3.7;3.3;3.0;3.3;3.3;2.2;1.9;1.6;1.9;2.8;1.7;1.8;3.4;3.0;3.1;2.7;2.0
143;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2011;0.8;0.4;0.7;0.4;0.5;0.4;2.3;2.7;2.2;2.0;2.2;2.4;1.3;0.5;0.3;0.5;0.6;0.4;0.4;3.8;3.3;3.0;2.8;2.2
144;Zuid-Holland-Zuid (PO);Waarde;2008;23.1;1.9;12.4;1.4;2.4;2.0;19.3;40.2;21.6;12.3;13.8;22.5;6.3;3.8;1.0;4.7;7.4;2.8;2.9;25.7;17.9;21.4;14.5;7.7
145;Zuid-Holland-Zuid (PO);Waarde;2009;27.2;1.2;15.7;1.1;3.0;2.2;22.7;44.5;24.4;14.7;15.8;23.3;5.5;4.3;1.6;5.4;10.4;2.6;3.8;27.5;14.8;18.9;15.6;8.3
146;Zuid-Holland-Zuid (PO);Waarde;2010;22.3;1.6;12.6;1.1;4.2;1.8;19.9;40.4;22.1;14.9;14.9;21.9;5.5;3.5;1.1;5.1;10.0;3.7;3.9;24.4;15.2;18.8;14.2;6.7
147;Zuid-Holland-Zuid (PO);Waarde;2011;21.6;2.2;13.2;1.3;4.1;2.4;20.3;41.5;21.9;13.3;14.4;20.0;5.0;4.7;1.6;4.3;9.8;3.0;3.4;24.0;12.4;17.0;11.6;6.2
148;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2008;3.5;1.1;2.8;1.0;1.3;1.2;3.3;4.1;3.4;2.7;2.8;3.5;2.2;1.7;0.8;1.6;2.3;1.5;1.4;3.7;3.3;3.5;3.0;2.2
149;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2009;3.0;0.7;2.4;0.6;1.1;1.0;2.8;3.4;2.8;2.3;2.4;2.8;1.5;1.4;0.9;1.6;2.1;1.0;1.3;3.0;2.3;2.6;2.4;1.9
150;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2010;2.6;0.7;2.0;0.6;1.3;0.8;2.5;3.2;2.5;2.2;2.2;2.6;1.5;1.1;0.7;1.4;1.9;1.1;1.2;2.7;2.2;2.5;2.3;1.6
151;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2011;2.5;0.9;2.0;0.6;1.1;1.0;2.4;3.0;2.4;2.0;2.1;2.3;1.3;1.3;0.8;1.2;1.9;0.9;1.1;2.6;2.0;2.3;2.0;1.5
152;Zeeland (PO);Waarde;2008;17.4;1.4;10.5;1.2;3.2;1.7;18.5;34.1;16.6;7.6;9.7;14.7;2.9;3.8;0.7;4.0;6.7;2.4;1.1;22.0;13.4;18.1;15.0;6.3
153;Zeeland (PO);Waarde;2009;21.3;1.5;13.3;1.3;3.7;2.1;22.8;38.9;18.4;10.6;11.0;15.5;4.8;4.6;1.3;4.8;8.1;2.8;3.5;22.1;11.5;17.2;12.1;8.1
154;Zeeland (PO);Waarde;2010;18.1;1.3;11.7;0.8;2.4;1.7;17.5;33.2;16.9;11.4;10.4;14.7;4.8;4.1;0.6;3.4;9.3;2.4;2.2;21.0;10.0;15.1;11.1;8.4
155;Zeeland (PO);Waarde;2011;17.6;1.2;11.4;1.0;2.2;1.6;17.1;33.9;16.5;9.2;8.6;14.4;4.9;3.9;0.8;3.9;9.4;2.3;1.9;17.1;9.8;13.7;10.9;7.0
156;Zeeland (PO);Betrouwbaarheidsmarge;2008;3.2;0.9;2.7;0.8;1.7;1.4;3.2;4.0;3.1;1.9;2.5;2.9;1.2;1.7;0.6;1.4;2.1;1.1;0.7;3.6;2.9;3.2;3.2;2.0
157;Zeeland (PO);Betrouwbaarheidsmarge;2009;1.5;0.5;1.3;0.4;0.8;0.5;1.6;1.8;1.5;1.2;1.1;1.3;0.7;0.8;0.5;0.8;1.0;0.7;0.7;3.4;2.6;3.1;2.8;2.2
158;Zeeland (PO);Betrouwbaarheidsmarge;2010;2.8;0.8;2.3;0.6;1.1;0.9;2.7;3.4;2.7;2.3;2.1;2.5;1.5;1.5;0.6;1.3;2.1;1.1;1.0;3.0;2.2;2.6;2.3;2.0
159;Zeeland (PO);Betrouwbaarheidsmarge;2011;2.6;0.8;2.1;0.7;1.0;0.9;2.5;3.2;2.5;2.0;1.9;2.4;1.5;1.3;0.7;1.3;2.0;1.1;0.9;2.7;2.2;2.4;2.2;1.8
160;Midden- en West-Brabant (PO);Waarde;2008;24.7;1.7;14.6;1.9;4.3;3.3;22.4;42.4;19.4;12.9;14.8;27.2;7.3;5.5;0.7;6.5;10.3;3.5;3.3;25.8;14.9;18.6;15.0;5.3
161;Midden- en West-Brabant (PO);Waarde;2009;27.0;2.5;19.5;2.0;5.4;2.5;27.2;49.2;23.4;16.1;17.1;26.1;8.1;6.8;1.7;5.9;11.2;4.3;4.3;25.5;15.4;18.1;13.1;7.2
162;Midden- en West-Brabant (PO);Waarde;2010;30.3;2.9;18.3;1.4;5.8;3.2;27.5;48.8;27.1;16.8;17.2;26.5;7.4;6.9;2.2;5.7;13.3;5.7;4.2;24.7;14.7;18.4;13.9;8.8
163;Midden- en West-Brabant (PO);Waarde;2011;25.9;2.7;20.5;2.5;4.6;3.0;26.2;47.2;23.3;15.7;13.3;24.2;8.7;9.4;1.8;4.9;13.2;4.2;3.9;23.1;14.2;15.9;11.7;7.5
164;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2008;3.7;1.3;3.2;1.3;1.9;2.0;3.7;4.4;3.5;3.1;3.1;4.0;2.5;2.5;0.6;2.3;2.6;1.6;1.5;4.1;3.3;3.7;3.2;2.2
165;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2009;1.9;0.6;1.5;0.6;0.8;0.5;1.7;2.2;1.6;1.4;1.5;1.8;1.1;0.9;0.6;0.9;1.2;0.7;1.0;1.9;1.6;1.8;1.5;1.2
166;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2010;3.4;1.3;2.8;0.9;1.7;1.2;3.3;3.6;3.2;2.7;2.7;3.2;1.9;1.9;1.2;1.8;2.4;1.8;1.6;3.2;2.6;2.9;2.5;2.1
167;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2011;1.5;0.3;1.4;0.5;0.5;0.6;2.3;2.7;2.4;2.1;1.5;2.4;1.3;1.4;0.5;0.5;1.1;0.7;0.6;2.3;2.1;2.1;1.9;1.6
168;Brabant-Noord (PO);Waarde;2008;23.9;1.2;13.9;1.5;5.2;4.4;22.1;43.5;18.6;12.0;11.2;19.3;6.1;4.3;0.8;4.3;8.4;4.4;2.1;21.0;12.9;17.4;13.2;5.4
169;Brabant-Noord (PO);Waarde;2009;21.9;1.7;15.3;1.4;4.1;2.5;24.3;43.2;17.4;11.6;15.3;22.5;6.9;5.7;1.0;4.4;10.9;3.5;3.9;22.4;13.2;15.8;11.4;6.6
170;Brabant-Noord (PO);Waarde;2010;25.1;2.9;16.0;2.5;3.3;3.4;20.9;42.3;20.9;15.5;12.9;23.0;8.2;5.3;2.4;4.0;11.9;2.5;3.3;23.9;13.4;18.4;14.3;9.3
171;Brabant-Noord (PO);Waarde;2011;22.0;2.1;16.2;1.8;3.7;2.9;23.6;43.6;17.6;11.9;14.3;21.6;7.9;6.7;1.3;4.6;11.8;3.3;3.3;20.9;12.3;12.9;10.0;6.4
172;Brabant-Noord (PO);Betrouwbaarheidsmarge;2008;3.6;0.8;3.0;0.8;2.3;2.2;3.8;4.3;3.6;3.2;2.8;3.4;2.3;1.9;0.7;1.4;2.2;2.2;1.0;3.7;3.0;3.2;2.9;1.9
173;Brabant-Noord (PO);Betrouwbaarheidsmarge;2009;1.3;0.3;1.1;0.3;0.7;0.4;1.4;1.7;1.1;1.0;1.1;1.3;0.6;0.8;0.3;0.8;1.1;0.5;0.5;1.4;1.1;1.2;1.0;0.9
174;Brabant-Noord (PO);Betrouwbaarheidsmarge;2010;3.1;1.3;2.7;1.2;1.3;1.3;2.9;3.6;2.9;2.6;2.4;3.1;2.0;1.7;1.2;1.4;2.3;1.2;1.3;3.1;2.5;2.8;2.5;2.1
175;Brabant-Noord (PO);Betrouwbaarheidsmarge;2011;1.0;0.4;0.9;0.4;0.5;0.4;1.0;1.2;0.9;0.8;0.8;1.0;0.6;0.6;0.3;0.5;0.8;0.4;0.5;1.0;0.8;0.9;0.8;0.6
176;Brabant-Zuidoost (PO);Waarde;2008;26.2;1.3;14.9;1.1;4.5;2.2;20.0;40.6;15.1;9.7;14.2;25.7;5.3;6.7;0.5;5.0;9.8;3.9;3.0;22.6;13.6;16.3;14.1;6.4
177;Brabant-Zuidoost (PO);Waarde;2009;24.1;2.7;17.7;2.2;5.4;2.9;25.1;43.9;18.2;11.0;14.6;26.6;7.7;7.0;1.3;5.1;12.5;4.0;4.6;23.6;12.9;15.4;12.0;6.8
178;Brabant-Zuidoost (PO);Waarde;2010;27.1;3.8;17.0;3.0;5.0;3.9;26.0;43.8;23.5;13.1;12.7;25.0;8.3;6.0;1.7;4.7;12.7;4.2;4.3;24.4;14.6;15.1;12.5;5.9
179;Brabant-Zuidoost (PO);Waarde;2011;24.7;2.8;18.7;2.5;5.4;3.7;25.6;46.1;19.0;11.6;13.2;25.6;8.3;7.6;1.7;4.3;14.2;4.3;3.3;23.0;13.4;13.3;10.9;6.3
180;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2008;3.5;0.7;2.8;0.7;1.4;1.0;3.2;3.9;2.6;2.2;2.9;3.4;1.5;2.0;0.5;1.8;2.6;1.4;1.4;3.7;3.0;3.2;3.0;1.9
181;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2009;1.4;0.5;1.1;0.4;0.9;0.5;1.5;1.7;1.3;0.9;1.1;1.5;0.8;0.8;0.3;0.9;1.1;0.6;0.9;1.6;1.0;1.3;1.2;1.0
182;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2010;2.6;1.1;2.1;1.0;1.7;1.5;3.3;3.7;3.1;2.5;2.5;3.2;2.0;1.3;0.8;1.3;2.5;1.6;1.6;3.2;2.6;2.6;2.4;1.7
183;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2011;1.8;0.7;1.6;0.7;1.1;1.1;1.9;2.2;1.5;1.1;1.2;1.8;1.1;1.3;0.6;0.7;1.5;0.8;0.7;1.9;1.6;1.4;1.6;1.1
184;Limburg-Noord (PO);Waarde;2008;25.0;1.3;13.9;1.1;3.7;2.8;16.9;33.7;15.3;7.2;10.8;22.9;5.2;4.2;2.2;4.9;8.2;6.3;5.7;22.9;12.5;17.0;10.0;6.3
185;Limburg-Noord (PO);Waarde;2009;25.8;2.9;18.4;2.1;3.7;2.5;22.9;42.1;20.5;13.8;15.0;27.2;7.2;5.8;1.1;4.4;11.6;3.2;3.2;23.9;14.6;16.1;12.8;6.9
186;Limburg-Noord (PO);Waarde;2010;25.5;1.9;15.7;1.4;3.5;1.8;20.7;41.2;20.4;12.4;14.9;26.4;6.1;5.6;1.3;4.0;11.7;2.6;2.8;19.8;14.1;17.0;13.3;8.0
187;Limburg-Noord (PO);Waarde;2011;24.8;1.6;16.9;1.1;4.0;2.2;19.7;39.9;18.1;10.7;11.8;22.8;7.1;6.0;1.4;5.0;13.7;3.4;2.5;20.3;12.4;15.1;14.0;6.9
188;Limburg-Noord (PO);Betrouwbaarheidsmarge;2008;5.4;0.8;4.4;0.7;2.6;2.6;4.6;5.6;4.1;1.9;3.9;5.1;2.7;2.7;2.5;2.7;3.0;4.2;4.2;5.9;3.9;4.9;3.1;3.6
189;Limburg-Noord (PO);Betrouwbaarheidsmarge;2009;2.3;0.9;2.0;0.7;1.1;1.0;2.1;2.6;2.2;1.8;1.8;2.3;1.2;1.1;0.4;1.0;1.8;1.0;1.1;2.5;2.1;2.2;2.0;1.5
190;Limburg-Noord (PO);Betrouwbaarheidsmarge;2010;3.2;1.0;2.6;0.9;1.3;1.0;3.0;3.6;2.9;2.4;2.6;3.2;1.7;1.7;0.8;1.5;2.3;1.1;1.2;2.9;2.6;2.8;2.6;2.0
191;Limburg-Noord (PO);Betrouwbaarheidsmarge;2011;2.8;0.8;2.4;0.5;1.2;0.9;2.5;3.1;2.3;1.8;2.0;2.6;1.6;1.6;0.7;1.5;2.3;1.1;0.8;2.6;2.1;2.4;2.3;1.8
192;Limburg-Zuid (PO);Waarde;2008;29.9;2.9;21.1;2.4;5.1;4.2;20.0;41.5;21.4;13.3;16.2;25.9;10.0;5.0;1.5;6.1;12.4;4.1;6.3;26.7;15.5;19.1;19.0;7.1
193;Limburg-Zuid (PO);Waarde;2009;28.0;2.8;20.7;2.2;5.3;2.6;26.7;45.6;25.8;17.5;16.5;29.5;8.4;8.3;2.6;5.5;15.1;4.9;4.1;26.8;18.1;23.8;19.1;9.5
194;Limburg-Zuid (PO);Waarde;2010;31.1;2.9;22.6;2.6;7.4;3.7;21.7;42.3;22.2;15.6;15.4;26.6;8.5;6.6;1.6;5.3;15.8;5.6;5.2;24.9;15.5;20.2;15.8;6.8
195;Limburg-Zuid (PO);Waarde;2011;27.6;4.2;19.1;3.1;5.7;3.2;22.4;41.7;22.6;12.0;11.4;23.5;8.3;6.7;1.8;6.1;18.0;5.8;4.6;23.0;12.4;16.1;12.8;6.3
196;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2008;4.8;1.3;4.4;1.1;1.7;1.6;3.9;5.2;4.4;3.5;4.7;4.6;3.3;1.7;0.9;1.9;2.6;1.5;3.8;4.9;3.7;3.9;4.4;2.0
197;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2009;3.2;1.2;2.9;1.1;1.6;1.1;3.2;3.6;3.1;2.7;2.7;3.3;2.0;2.0;1.2;1.6;2.6;1.6;1.4;3.2;2.8;3.1;2.9;2.1
198;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2010;3.4;1.4;3.1;1.3;2.0;1.5;3.0;3.6;3.1;2.7;2.6;3.3;2.0;1.9;1.0;1.7;2.7;1.8;1.7;3.2;2.7;3.0;2.7;1.9
199;Limburg-Zuid (PO);Betrouwbaarheidsmarge;2011;3.2;1.4;2.8;1.2;1.6;1.3;3.0;3.5;2.9;2.3;2.3;3.0;1.9;1.8;0.9;1.8;2.7;1.7;1.5;3.0;2.5;2.6;2.4;1.7
200;Flevoland (PO);Waarde;2008;26.5;2.6;14.3;2.1;4.0;2.1;23.1;47.4;28.3;16.7;19.3;30.7;5.3;4.3;2.9;4.6;7.4;3.2;5.5;27.9;18.1;20.0;15.7;6.9
201;Flevoland (PO);Waarde;2009;29.2;2.9;19.3;2.0;4.5;3.9;27.2;52.7;33.7;22.1;24.3;35.0;7.4;5.2;1.3;5.3;11.7;5.1;4.9;28.2;19.2;22.5;18.6;8.8
202;Flevoland (PO);Waarde;2010;24.6;2.5;16.2;2.0;3.0;2.8;25.8;46.9;30.2;19.3;21.5;28.9;7.8;5.0;2.0;4.3;10.6;4.9;3.9;27.7;17.5;21.5;14.7;8.8
203;Flevoland (PO);Waarde;2011;26.6;2.3;18.0;2.3;5.1;3.4;26.1;48.4;27.5;18.5;22.2;30.0;7.9;7.4;1.8;4.7;11.9;5.7;5.3;25.4;17.0;18.3;14.5;7.8
204;Flevoland (PO);Betrouwbaarheidsmarge;2008;4.0;1.6;3.2;1.5;1.9;1.3;3.7;4.4;3.9;3.3;3.6;4.2;2.2;1.8;1.8;2.1;2.5;1.9;2.1;4.0;3.5;3.6;3.2;2.2
205;Flevoland (PO);Betrouwbaarheidsmarge;2009;2.1;0.7;1.8;0.5;0.7;1.1;2.1;2.5;2.3;1.9;1.8;2.2;1.1;0.9;0.2;1.1;1.5;1.0;0.9;2.2;1.7;2.1;2.1;1.5
206;Flevoland (PO);Betrouwbaarheidsmarge;2010;3.2;1.2;2.8;1.0;1.3;1.3;3.3;3.7;3.4;2.9;3.1;3.4;2.0;1.7;1.1;1.5;2.3;1.7;1.4;3.3;2.9;3.1;2.7;2.1
207;Flevoland (PO);Betrouwbaarheidsmarge;2011;1.9;0.6;1.5;0.6;1.0;0.9;2.2;2.5;2.2;1.8;1.9;2.1;1.2;1.0;0.5;0.8;1.4;1.1;1.1;2.1;1.7;1.9;1.7;1.3
