ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;Migratieachtergrond;Perioden;BanenWerknemersGeborenInBuitenland_1
418;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2016 4e kwartaal;379.6
419;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2016;367.5
420;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2017 1e kwartaal;371.0
421;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2017 2e kwartaal;405.6
422;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2017 3e kwartaal;425.6
423;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2017 4e kwartaal;427.7
424;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2017;407.7
425;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2018 1e kwartaal;419.0
426;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2018 2e kwartaal;452.4
427;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2018 3e kwartaal;472.6
428;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2018 4e kwartaal;473.9
429;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2018;454.7
430;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2019 1e kwartaal;458.1
431;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2019 2e kwartaal;484.8
432;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2019 3e kwartaal;499.4
433;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2019 4e kwartaal;497.0
434;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2019;485.0
435;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2020 1e kwartaal;488.3
436;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2020 2e kwartaal;476.2
437;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2020 3e kwartaal;502.3
438;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2020 4e kwartaal;495.5
439;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europese Unie (excl. Nederlandse acht...;2020;490.6
440;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2010 1e kwartaal;112.9
441;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2010 2e kwartaal;116.2
442;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2010 3e kwartaal;116.2
443;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2010 4e kwartaal;116.4
444;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2010;115.4
445;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2011 1e kwartaal;114.7
446;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2011 2e kwartaal;117.5
447;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2011 3e kwartaal;116.3
448;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2011 4e kwartaal;115.7
449;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2011;116.1
450;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2012 1e kwartaal;113.2
451;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2012 2e kwartaal;114.0
452;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2012 3e kwartaal;111.6
453;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2012 4e kwartaal;110.7
454;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2012;112.4
455;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2013 1e kwartaal;107.5
456;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2013 2e kwartaal;108.1
457;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2013 3e kwartaal;106.4
458;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2013 4e kwartaal;106.4
459;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2013;107.1
460;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2014 1e kwartaal;103.4
461;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2014 2e kwartaal;104.5
462;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2014 3e kwartaal;103.5
463;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2014 4e kwartaal;103.9
464;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2014;103.8
465;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2015 1e kwartaal;102.6
466;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2015 2e kwartaal;104.2
467;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2015 3e kwartaal;103.4
468;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2015 4e kwartaal;104.2
469;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2015;103.6
470;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2016 1e kwartaal;103.6
471;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2016 2e kwartaal;105.6
472;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2016 3e kwartaal;105.1
473;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2016 4e kwartaal;106.8
474;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2016;105.3
475;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2017 1e kwartaal;106.5
476;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2017 2e kwartaal;109.4
477;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2017 3e kwartaal;109.2
478;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2017 4e kwartaal;111.8
479;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2017;109.2
480;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2018 1e kwartaal;112.4
481;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2018 2e kwartaal;115.5
482;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2018 3e kwartaal;115.1
483;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2018 4e kwartaal;117.7
484;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2018;115.2
485;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2019 1e kwartaal;117.8
486;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2019 2e kwartaal;120.6
487;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2019 3e kwartaal;119.5
488;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2019 4e kwartaal;121.8
489;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2019;119.9
490;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2020 1e kwartaal;127.4
491;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2020 2e kwartaal;124.1
492;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2020 3e kwartaal;124.5
493;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2020 4e kwartaal;126.2
494;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Overige landen in de Europese Unie;2020;125.6
495;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2010 1e kwartaal;2.2
496;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2010 2e kwartaal;2.3
497;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2010 3e kwartaal;2.3
498;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2010 4e kwartaal;2.3
499;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2010;2.3
500;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2011 1e kwartaal;2.3
501;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2011 2e kwartaal;2.4
502;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2011 3e kwartaal;2.3
503;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2011 4e kwartaal;2.3
504;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2011;2.3
505;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2012 1e kwartaal;2.3
506;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2012 2e kwartaal;2.3
507;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2012 3e kwartaal;2.3
508;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2012 4e kwartaal;2.3
509;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2012;2.3
510;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2013 1e kwartaal;2.2
511;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2013 2e kwartaal;2.3
512;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2013 3e kwartaal;2.3
513;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2013 4e kwartaal;2.3
514;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2013;2.3
515;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2014 1e kwartaal;2.3
516;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2014 2e kwartaal;2.4
517;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2014 3e kwartaal;2.4
518;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2014 4e kwartaal;2.4
519;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2014;2.4
520;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2015 1e kwartaal;2.4
521;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2015 2e kwartaal;2.5
522;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2015 3e kwartaal;2.6
523;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2015 4e kwartaal;2.7
524;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2015;2.6
525;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2016 1e kwartaal;2.7
526;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2016 2e kwartaal;2.9
527;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2016 3e kwartaal;2.9
528;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2016 4e kwartaal;2.9
529;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2016;2.8
530;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2017 1e kwartaal;3.0
531;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2017 2e kwartaal;3.1
532;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2017 3e kwartaal;3.2
533;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2017 4e kwartaal;3.3
534;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2017;3.1
535;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2018 1e kwartaal;3.3
536;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2018 2e kwartaal;3.4
537;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2018 3e kwartaal;3.5
538;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2018 4e kwartaal;3.6
539;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2018;3.5
540;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2019 1e kwartaal;3.7
541;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2019 2e kwartaal;3.8
542;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2019 3e kwartaal;3.8
543;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2019 4e kwartaal;3.9
544;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2019;3.8
545;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2020 1e kwartaal;4.0
546;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2020 2e kwartaal;3.8
547;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2020 3e kwartaal;3.8
548;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2020 4e kwartaal;3.8
549;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Oceanië;2020;3.8
550;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 1e kwartaal;26.8
551;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 2e kwartaal;26.9
552;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 3e kwartaal;26.7
553;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010 4e kwartaal;26.7
554;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2010;26.8
555;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 1e kwartaal;26.7
556;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 2e kwartaal;26.8
557;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 3e kwartaal;26.6
558;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011 4e kwartaal;26.7
559;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2011;26.7
560;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 1e kwartaal;26.6
561;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 2e kwartaal;26.6
562;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 3e kwartaal;26.2
563;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012 4e kwartaal;26.2
564;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2012;26.4
565;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 1e kwartaal;25.9
566;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 2e kwartaal;25.9
567;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 3e kwartaal;25.7
568;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013 4e kwartaal;25.8
569;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2013;25.8
570;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 1e kwartaal;25.5
571;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 2e kwartaal;25.6
572;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 3e kwartaal;25.4
573;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014 4e kwartaal;25.6
574;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2014;25.5
575;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 1e kwartaal;25.5
576;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 2e kwartaal;25.6
577;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 3e kwartaal;25.5
578;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015 4e kwartaal;25.7
579;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2015;25.6
580;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 1e kwartaal;25.8
581;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 2e kwartaal;26.0
582;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 3e kwartaal;26.0
583;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016 4e kwartaal;26.5
584;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2016;26.1
585;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 1e kwartaal;26.7
586;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 2e kwartaal;27.2
587;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 3e kwartaal;27.2
588;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017 4e kwartaal;27.8
589;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2017;27.2
590;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 1e kwartaal;27.9
591;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 2e kwartaal;28.4
592;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 3e kwartaal;28.3
593;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018 4e kwartaal;28.7
594;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2018;28.3
595;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 1e kwartaal;28.4
596;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 2e kwartaal;28.7
597;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 3e kwartaal;28.4
598;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019 4e kwartaal;28.7
599;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2019;28.5
600;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 1e kwartaal;31.4
601;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 2e kwartaal;30.9
602;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 3e kwartaal;31.1
603;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020 4e kwartaal;31.3
604;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;België;2020;31.2
605;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 1e kwartaal;2.1
606;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 2e kwartaal;2.3
607;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 3e kwartaal;2.4
608;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010 4e kwartaal;2.3
609;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2010;2.3
610;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2011 1e kwartaal;2.4
611;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2011 2e kwartaal;2.6
612;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2011 3e kwartaal;2.4
613;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2011 4e kwartaal;2.4
614;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2011;2.5
615;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2012 1e kwartaal;2.4
616;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2012 2e kwartaal;2.5
617;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2012 3e kwartaal;2.4
618;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2012 4e kwartaal;2.4
619;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2012;2.4
620;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2013 1e kwartaal;2.4
621;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2013 2e kwartaal;2.6
622;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2013 3e kwartaal;2.6
623;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2013 4e kwartaal;2.6
624;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2013;2.6
625;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2014 1e kwartaal;3.5
626;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2014 2e kwartaal;4.9
627;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Bulgarije;2014 3e kwartaal;5.3
