ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;Provincienaam_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9
3440;Mariaheide;860;Veghel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Mariaheide                     
3441;Mariahoeve;518;'s-Gravenhage                  ;79;'s-Gravenhage                           ;28;Zuid-Holland  ;nee;nee;Mariahoeve                     
3442;Mariahoop;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;ja ;nee;Mariahoop                      
3443;Mariahout;1659;Laarbeek                       ;115;Industriegebied Helmond                 ;30;Noord-Brabant ;ja ;nee;Mariahout                      
3444;Mariarade;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Mariarade                      
3445;Mariënberg;160;Hardenberg                     ;21;Noordoost-Overijssel                    ;23;Overijssel    ;ja ;nee;Mariënberg                     
3446;Mariëndaal;202;Arnhem                         ;35;Arnhem                                  ;25;Gelderland    ;nee;nee;Mariëndaal                     
3447;Mariëndijk;1783;Westland                       ;81;Westland                                ;28;Zuid-Holland  ;nee;nee;Mariëndijk                     
3448;Mariënheem;177;Raalte                         ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;ja ;nee;Mariënheem                     
3449;Mariënvelde;1586;Oost Gelre                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;ja ;nee;Mariënvelde                    
3450;Mariënwaard;935;Maastricht                     ;126;Maastricht                              ;31;Limburg       ;nee;nee;Mariënwaard                    
3451;Marijenkampen;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;ja ;nee;Marijenkampen                  
3452;Markelerbroek;1735;Hof van Twente                 ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Markelerbroek                  
3453;Markelo;1735;Hof van Twente                 ;24;Overige gemeenten in Twente             ;23;Overijssel    ;ja ;nee;Markelo                        
3454;Marken;852;Waterland                      ;57;Waterland                               ;27;Noord-Holland ;ja ;nee;Marken                         
3455;Markenbinnen;365;Graft-De Rijp                  ;56;Noordhollands Middengewest              ;27;Noord-Holland ;ja ;nee;Markenbinnen                   
3456;Markluiden;246;Heerde                         ;34;Overige gemeenten oostelijke Veluwezoom ;25;Gelderland    ;nee;nee;Markluiden                     
3457;Marknesse;171;Noordoostpolder                ;128;Noordoostpolder                         ;24;Flevoland     ;ja ;nee;Marknesse                      
3458;Markvelde;1735;Hof van Twente                 ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Markvelde                      
3459;Marle;163;Hellendoorn                    ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Marle                          
3460;Marle;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;ja ;nee;Marle                          
3461;Marne, De;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;ja ;Marne, De                      
3462;Marrum;1722;Ferwerderadiel                 ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Marrum                         
3463;Mars, De;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Mars, De                       
3464;Marsdijk;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Marsdijk                       
3465;Marssum;83;Menaldumadeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Marssum                        
3466;Marsum;3;Appingedam                     ;2;Appingedam en Delfzijl                  ;20;Groningen     ;nee;nee;Marsum                         
3467;Martenshoek;18;Hoogezand-Sappemeer            ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Martenshoek                    
3468;Marum;25;Marum                          ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;ja ;ja ;Marum                          
3469;Marwijksoord;1680;Aa en Hunze                    ;16;Overige gemeenten Drentse Veenkoloniën  ;22;Drenthe       ;ja ;nee;Marwijksoord                   
3470;Mastenbroek (ged.);166;Kampen                         ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;ja ;nee;Mastenbroek (ged.)             
3471;Mastenbroek (ged.);1896;Zwartewaterland                ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;ja ;nee;Mastenbroek (ged.)             
3472;Mastwijk;335;Montfoort                      ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Mastwijk                       
3473;Maten;48;Vlagtwedde                     ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Maten                          
3474;Mathijseind;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Mathijseind                    
3475;Matsloot;1699;Noordenveld                    ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Matsloot                       
3476;Maurik;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Maurik                         
3477;Maxet;1640;Leudal                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Maxet                          
3478;Mechelen;1729;Gulpen-Wittem                  ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;nee;Mechelen                       
3479;Meddo;294;Winterswijk                    ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;ja ;nee;Meddo                          
3480;Medemblik;420;Medemblik                      ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;ja ;ja ;Medemblik                      
3481;Meeden;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;ja ;nee;Meeden                         
3482;Meedhuizen;10;Delfzijl                       ;2;Appingedam en Delfzijl                  ;20;Groningen     ;ja ;nee;Meedhuizen                     
3483;Meele, De;148;Dalfsen                        ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;nee;nee;Meele, De                      
3484;Meemortel;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;nee;nee;Meemortel                      
3485;Meene, De;1876;Bronckhorst                    ;28;Overige gemeenten westelijke Achterhoek ;25;Gelderland    ;nee;nee;Meene, De                      
3486;Meente, De;98;Weststellingwerf               ;9;Fries Zandgebied                        ;21;Friesland     ;nee;nee;Meente, De                     
3487;Meer;1700;Twenterand                     ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Meer                           
3488;Meerdijk;867;Waalwijk                       ;106;Langstraat                              ;30;Noord-Brabant ;nee;nee;Meerdijk                       
3489;Meeren;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Meeren                         
3490;Meerestein;375;Beverwijk                      ;59;IJmond                                  ;27;Noord-Holland ;nee;nee;Meerestein                     
3491;Meerkerk;707;Zederik                        ;78;Vijfheerenlanden                        ;28;Zuid-Holland  ;ja ;nee;Meerkerk                       
3492;Meerland;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Groningen     ;nee;nee;Meerland                       
3493;Meerlo;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Meerlo                         
3494;Meerlo-Wanssum;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;Limburg       ;nee;ja ;Meerlo-Wanssum                 
3495;Meern, De;344;Utrecht                        ;47;Stad Utrecht                            ;26;Utrecht       ;ja ;nee;Meern, De                      
3496;Meers;971;Stein                          ;124;Westelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Meers                          
3497;Meerssen;938;Meerssen                       ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;ja ;Meerssen                       
3498;Meertenpolder;214;Buren                          ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Meertenpolder                  
3499;Meerveldhoven;861;Veldhoven                      ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Meerveldhoven                  
3500;Meerven;770;Eersel                         ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Meerven                        
3501;Meerwijck;18;Hoogezand-Sappemeer            ;4;Groninger Veenkoloniën                  ;20;Groningen     ;nee;nee;Meerwijck                      
3502;Meerwijk;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;Noord-Brabant ;nee;nee;Meerwijk                       
3503;Meeuwen;738;Aalburg                        ;105;Land van Altena                         ;30;Noord-Brabant ;ja ;nee;Meeuwen                        
3504;Meeuwenplaat;599;Rotterdam                      ;84;Rotterdam                               ;28;Zuid-Holland  ;nee;nee;Meeuwenplaat                   
3505;Meezenbroek;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Meezenbroek                    
3506;Megchelen;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gelderland    ;ja ;nee;Megchelen                      
3507;Megelsum;993;Meerlo-Wanssum                 ;120;Noord-Limburg                           ;31;Limburg       ;nee;nee;Megelsum                       
3508;Megen;828;Oss                            ;111;Maaskant                                ;30;Noord-Brabant ;ja ;nee;Megen                          
3509;Meierkamp;381;Bussum                         ;67;Overige gemeenten in het Gooi           ;27;Noord-Holland ;nee;nee;Meierkamp                      
3510;Meije (ged.);497;Bodegraven                     ;73;Rijnstreek Zuid-Holland                 ;28;Zuid-Holland  ;nee;nee;Meije (ged.)                   
3511;Meije (ged.);632;Woerden                        ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Meije (ged.)                   
3512;Meijel;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;ja ;ja ;Meijel                         
3513;Meijldoorn;844;Schijndel                      ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Meijldoorn                     
3514;Meinerswijk;202;Arnhem                         ;35;Arnhem                                  ;25;Gelderland    ;nee;nee;Meinerswijk                    
3515;Mekkelholt;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Mekkelholt                     
3516;Mekkelhorst;168;Losser                         ;24;Overige gemeenten in Twente             ;23;Overijssel    ;nee;nee;Mekkelhorst                    
3517;Melderslo;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Melderslo                      
3518;Melick;1669;Roerdalen                      ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;ja ;nee;Melick                         
3519;Meliskerke;717;Veere                          ;96;Overige gemeenten Walcheren             ;29;Zeeland       ;ja ;nee;Meliskerke                     
3520;Melissant;504;Dirksland                      ;92;Goeree en Overflakkee                   ;28;Zuid-Holland  ;ja ;nee;Melissant                      
3521;Melle;856;Uden                           ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Melle                          
3522;Melleschet;981;Vaals                          ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Melleschet                     
3523;Mellinkmaat;1586;Oost Gelre                     ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;nee;nee;Mellinkmaat                    
3524;Menaldum;83;Menaldumadeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Menaldum                       
3525;Menaldumadeel;83;Menaldumadeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;ja ;Menaldumadeel                  
3526;Mengelenberg;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gelderland    ;nee;nee;Mengelenberg                   
3527;Mennonietenbuurt;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;nee;nee;Mennonietenbuurt               
3528;Mensingeweer;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Mensingeweer                   
3529;Menterwolde;1987;Menterwolde                    ;3;Groninger Oldambt                       ;20;Groningen     ;nee;ja ;Menterwolde                    
3530;Menzel;1721;Bernheze                       ;111;Maaskant                                ;30;Noord-Brabant ;nee;nee;Menzel                         
3531;Meppel;119;Meppel                         ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;ja ;Meppel                         
3532;Meppen;109;Coevorden                      ;18;Zuid-Drents Randgebied                  ;22;Drenthe       ;ja ;nee;Meppen                         
3533;Merkelbeek;881;Onderbanken                    ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;ja ;nee;Merkelbeek                     
3534;Merm;1734;Overbetuwe                     ;37;Oostelijke Betuwe                       ;25;Gelderland    ;nee;nee;Merm                           
3535;Merselo;984;Venray                         ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Merselo                        
3536;Mertel;855;Tilburg                        ;107;Tilburg                                 ;30;Noord-Brabant ;nee;nee;Mertel                         
3537;Merum;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Merum                          
3538;Merum;957;Roermond                       ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Merum                          
3539;Mesch;905;Eijsden                        ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Mesch                          
3540;Meteren;236;Geldermalsen                   ;38;Westelijke Betuwe                       ;25;Gelderland    ;ja ;nee;Meteren                        
3541;Meterik;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Meterik                        
3542;Metslawier;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Metslawier                     
3543;Meulunteren-De Valk;228;Ede                            ;31;Gelderse Vallei                         ;25;Gelderland    ;nee;nee;Meulunteren-De Valk            
3544;Mheer;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;ja ;nee;Mheer                          
3545;Midbuul;1706;Cranendonck                    ;117;Valkenswaard en oostelijke randgemeenten;30;Noord-Brabant ;nee;nee;Midbuul                        
3546;Middel;479;Zaanstad                       ;58;Zaanstreek                              ;27;Noord-Holland ;nee;nee;Middel                         
3547;Middel;1773;Olst-Wijhe                     ;22;Zuidwest-Overijssel                     ;23;Overijssel    ;nee;nee;Middel                         
3548;Middelaar;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Middelaar                      
3549;Middelbeers;823;Oirschot                       ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Middelbeers                    
3550;Middelbert;14;Groningen                      ;7;Stad Groningen                          ;20;Groningen     ;nee;nee;Middelbert                     
3551;Middelburg;595;Reeuwijk                       ;74;Gouda en omstreken                      ;28;Zuid-Holland  ;nee;nee;Middelburg                     
3552;Middelburg;687;Middelburg                     ;95;Kanaalzone Walcheren                    ;29;Zeeland       ;ja ;ja ;Middelburg                     
3553;Middeldijk;489;Barendrecht                    ;86;Westelijk IJsselmonde                   ;28;Zuid-Holland  ;nee;nee;Middeldijk                     
3554;Middelharnis;559;Middelharnis                   ;92;Goeree en Overflakkee                   ;28;Zuid-Holland  ;ja ;ja ;Middelharnis                   
3555;Middelie;478;Zeevang                        ;56;Noordhollands Middengewest              ;27;Noord-Holland ;ja ;nee;Middelie                       
3556;Middelijk;1507;Horst aan de Maas              ;120;Noord-Limburg                           ;31;Limburg       ;nee;nee;Middelijk                      
3557;Middelkoop;707;Zederik                        ;78;Vijfheerenlanden                        ;28;Zuid-Holland  ;nee;nee;Middelkoop                     
3558;Middelrode;845;Sint-Michielsgestel            ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Middelrode                     
3559;Middelsluis;611;Cromstrijen                    ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;nee;nee;Middelsluis                    
3560;Middelstum;24;Loppersum                      ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;ja ;nee;Middelstum                     
3561;Middenbeemster;370;Beemster                       ;56;Noordhollands Middengewest              ;27;Noord-Holland ;ja ;nee;Middenbeemster                 
3562;Midden-Delfland;1842;Midden-Delfland                ;81;Westland                                ;28;Zuid-Holland  ;nee;ja ;Midden-Delfland                
3563;Midden-Drenthe;1731;Midden-Drenthe                 ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;ja ;Midden-Drenthe                 
3564;Middenmeer;463;Wieringermeer                  ;51;Wieringen en Wieringermeer              ;27;Noord-Holland ;ja ;nee;Middenmeer                     
3565;Middentocht;880;Wormerland                     ;58;Zaanstreek                              ;27;Noord-Holland ;nee;nee;Middentocht                    
3566;Middenveld;1731;Midden-Drenthe                 ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;nee;Middenveld                     
3567;Midlaren;1730;Tynaarlo                       ;14;Noord-Drents Randgebied                 ;22;Drenthe       ;ja ;nee;Midlaren                       
3568;Midlum;72;Harlingen                      ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Midlum                         
3569;Midsland;93;Terschelling                   ;13;Friese Waddeneilanden                   ;21;Friesland     ;ja ;nee;Midsland                       
3570;Midwolda;39;Scheemda                       ;3;Groninger Oldambt                       ;20;Groningen     ;ja ;nee;Midwolda                       
3571;Midwolde;22;Leek                           ;5;Groninger zuidelijk Westerkwartier      ;20;Groningen     ;ja ;nee;Midwolde                       
3572;Midwoud;420;Medemblik                      ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;ja ;nee;Midwoud                        
3573;Midzomer;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;nee;Midzomer                       
3574;Miedum;70;Franekeradeel                  ;12;Friese Bouwstreek                       ;21;Friesland     ;nee;nee;Miedum                         
3575;Miedum;80;Leeuwarden                     ;11;Leeuwarden                              ;21;Friesland     ;ja ;nee;Miedum                         
3576;Mierlo;1771;Geldrop-Mierlo                 ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;ja ;nee;Mierlo                         
3577;Mierlo-Hout;794;Helmond                        ;115;Industriegebied Helmond                 ;30;Noord-Brabant ;nee;nee;Mierlo-Hout                    
3578;Mijdrecht;736;De Ronde Venen                 ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;ja ;nee;Mijdrecht                      
3579;Mijnden;329;Loenen                         ;48;Vechtstreek en Plassengebied in Utrecht ;26;Utrecht       ;nee;nee;Mijnden                        
3580;Mijnsheerenland;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;ja ;nee;Mijnsheerenland                
3581;Mijzenpolder;458;Schermer                       ;56;Noordhollands Middengewest              ;27;Noord-Holland ;nee;nee;Mijzenpolder                   
3582;Mijzerkoog;1598;Koggenland                     ;54;Midden- en oostelijk West-Friesland     ;27;Noord-Holland ;nee;nee;Mijzerkoog                     
3583;Mijzijde;632;Woerden                        ;49;Utrechts Weidegebied                    ;26;Utrecht       ;nee;nee;Mijzijde                       
3584;Mildam;74;Heerenveen                     ;9;Fries Zandgebied                        ;21;Friesland     ;ja ;nee;Mildam                         
3585;Mildert;946;Nederweert                     ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Mildert                        
3586;Milheeze;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;ja ;nee;Milheeze                       
3587;Mill;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;Noord-Brabant ;ja ;nee;Mill                           
3588;Mill en Sint Hubert;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;ja ;Mill en Sint Hubert            
3589;Millen;1711;Echt-Susteren                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;nee;nee;Millen                         
3590;Millengen;148;Dalfsen                        ;20;IJssel- en Vechtdelta                   ;23;Overijssel    ;nee;nee;Millengen                      
3591;Millingen aan de Rijn;265;Millingen aan de Rijn          ;40;Gebied om Nijmegen                      ;25;Gelderland    ;ja ;ja ;Millingen aan de Rijn          
3592;Milsbeek;907;Gennep                         ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Milsbeek                       
3593;Milschot;1652;Gemert-Bakel                   ;118;Brabantse Peel                          ;30;Noord-Brabant ;nee;nee;Milschot                       
3594;Milt;1509;Oude IJsselstreek              ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gelderland    ;nee;nee;Milt                           
3595;Mingersberg;986;Voerendaal                     ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Mingersberg                    
3596;Minkeloos;689;Giessenlanden                  ;77;Overige gemeenten Alblasserwaard        ;28;Zuid-Holland  ;nee;nee;Minkeloos                      
3597;Minkmaat;153;Enschede                       ;23;Enschede                                ;23;Overijssel    ;nee;nee;Minkmaat                       
3598;Minnertsga;63;het Bildt                      ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Minnertsga                     
3599;Mirns;653;Gaasterlân-Sleat               ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Mirns                          
3600;Miste;294;Winterswijk                    ;30;Overige gemeenten oostelijke Achterhoek ;25;Gelderland    ;ja ;nee;Miste                          
3601;Moddergat;58;Dongeradeel                    ;12;Friese Bouwstreek                       ;21;Friesland     ;ja ;nee;Moddergat                      
3602;Moer, De;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;nee;Moer, De                       
3603;Moer, Het;1701;Westerveld                     ;17;Drentse Zandgronden                     ;22;Drenthe       ;nee;nee;Moer, Het                      
3604;Moerbeek;412;Niedorp                        ;53;Westelijk West-Friesland                ;27;Noord-Holland ;nee;nee;Moerbeek                       
3605;Moerdijk;1709;Moerdijk                       ;101;Zeekleigebied in Noord-Brabant          ;30;Noord-Brabant ;ja ;ja ;Moerdijk                       
3606;Moeren, De;879;Zundert                        ;104;Gebied om Breda                         ;30;Noord-Brabant ;nee;nee;Moeren, De                     
3607;Moergestel;824;Oisterwijk                     ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;nee;Moergestel                     
3608;Moerhuizen;1666;Zevenhuizen-Moerkapelle        ;83;Midden-Zuid-Holland                     ;28;Zuid-Holland  ;nee;nee;Moerhuizen                     
3609;Moerkapelle;1666;Zevenhuizen-Moerkapelle        ;83;Midden-Zuid-Holland                     ;28;Zuid-Holland  ;ja ;nee;Moerkapelle                    
3610;Moerkerken;585;Binnenmaas                     ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;nee;nee;Moerkerken                     
3611;Moerslag;936;Margraten                      ;127;Overige gemeenten Zuid-Limburg          ;31;Limburg       ;nee;nee;Moerslag                       
3612;Moerstraten;1674;Roosendaal                     ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;Noord-Brabant ;ja ;nee;Moerstraten                    
3613;Moesdijk;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Moesdijk                       
3614;Moesel;988;Weert                          ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Moesel                         
3615;Moespot-Leeuwte;1708;Steenwijkerland                ;19;Noordwest-Overijssel                    ;23;Overijssel    ;nee;nee;Moespot-Leeuwte                
3616;Molecaten;269;Oldebroek                      ;32;IJsselmeerkust                          ;25;Gelderland    ;nee;nee;Molecaten                      
3617;Molenaarsbuurt, 's-;484;Alphen aan den Rijn            ;73;Rijnstreek Zuid-Holland                 ;28;Zuid-Holland  ;nee;nee;Molenaarsbuurt, 's-            
3618;Molenaarsgraaf;693;Graafstroom                    ;77;Overige gemeenten Alblasserwaard        ;28;Zuid-Holland  ;ja ;nee;Molenaarsgraaf                 
3619;Molenbaan;941;Meijel                         ;123;Midden-Limburg ten westen van de Maas   ;31;Limburg       ;nee;nee;Molenbaan                      
3620;Molenbeek;202;Arnhem                         ;35;Arnhem                                  ;25;Gelderland    ;nee;nee;Molenbeek                      
3621;Molenberg;917;Heerlen                        ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Molenberg                      
3622;Moleneind;668;West Maas en Waal              ;41;Land van Maas en Waal                   ;25;Gelderland    ;nee;nee;Moleneind                      
3623;Moleneind;758;Breda                          ;103;Breda                                   ;30;Noord-Brabant ;nee;nee;Moleneind                      
3624;Moleneind;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Moleneind                      
3625;Moleneind;823;Oirschot                       ;114;Randgebied Eindhoven                    ;30;Noord-Brabant ;nee;nee;Moleneind                      
3626;Moleneind;1696;Wijdemeren                     ;65;Vechtstreek in Noord-Holland            ;27;Noord-Holland ;nee;nee;Moleneind                      
3627;Molengat;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Molengat                       
3628;Molenheide;815;Mill en Sint Hubert            ;119;Land van Cuijk                          ;30;Noord-Brabant ;nee;nee;Molenheide                     
3629;Molenhoek;225;Druten                         ;41;Land van Maas en Waal                   ;25;Gelderland    ;nee;nee;Molenhoek                      
3630;Molenhoek;677;Hulst                          ;100;Overig Oost-Zeeuwsch-Vlaanderen         ;29;Zeeland       ;nee;nee;Molenhoek                      
3631;Molenhoek;796;'s-Hertogenbosch               ;109;'s-Hertogenbosch en Vught               ;30;Noord-Brabant ;nee;nee;Molenhoek                      
3632;Molenhoek (ged.);252;Heumen                         ;40;Gebied om Nijmegen                      ;25;Gelderland    ;nee;nee;Molenhoek (ged.)               
3633;Molenhoek (ged.);944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Molenhoek (ged.)               
3634;Molenpolder;297;Zaltbommel                     ;42;Bommelerwaard                           ;25;Gelderland    ;nee;nee;Molenpolder                    
3635;Molenrij;1663;De Marne                       ;1;Groninger Hoogeland en N. Westerkwartier;20;Groningen     ;nee;nee;Molenrij                       
3636;Molenschot;784;Gilze en Rijen                 ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;ja ;nee;Molenschot                     
3637;Molenstraat;788;Haaren                         ;110;Gebied om 's-Hertogenbosch en Vught     ;30;Noord-Brabant ;nee;nee;Molenstraat                    
3638;Molenstraat;809;Loon op Zand                   ;108;Gebied om Tilburg                       ;30;Noord-Brabant ;nee;nee;Molenstraat                    
3639;Molenveld;770;Eersel                         ;116;Kempenland                              ;30;Noord-Brabant ;nee;nee;Molenveld                      
3640;Molenvliet;716;Tholen                         ;94;Sint Philipsland en Tholen              ;29;Zeeland       ;nee;nee;Molenvliet                     
3641;Molenwijk;755;Boekel                         ;112;Midden-Meijerij                         ;30;Noord-Brabant ;nee;nee;Molenwijk                      
3642;Molenwijk;1783;Westland                       ;81;Westland                                ;28;Zuid-Holland  ;nee;nee;Molenwijk                      
3643;Molkwerum;104;Nijefurd                       ;10;Fries Weidegebied                       ;21;Friesland     ;ja ;nee;Molkwerum                      
3644;Molsberg;965;Simpelveld                     ;125;Oostelijke Mijnstreek                   ;31;Limburg       ;nee;nee;Molsberg                       
3645;Monnickendam;852;Waterland                      ;57;Waterland                               ;27;Noord-Holland ;ja ;nee;Monnickendam                   
3646;Monnikenhuizen;202;Arnhem                         ;35;Arnhem                                  ;25;Gelderland    ;nee;nee;Monnikenhuizen                 
3647;Monster;1783;Westland                       ;81;Westland                                ;28;Zuid-Holland  ;ja ;nee;Monster                        
3648;Montferland;1955;Montferland                    ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gelderland    ;nee;ja ;Montferland                    
3649;Montfoort;335;Montfoort                      ;49;Utrechts Weidegebied                    ;26;Utrecht       ;ja ;ja ;Montfoort                      
3650;Montfort;1669;Roerdalen                      ;122;Overig Midden-Limburg ten oosten v. Maas;31;Limburg       ;ja ;nee;Montfort                       
3651;Mook;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;Limburg       ;ja ;nee;Mook                           
3652;Mook en Middelaar;944;Mook en Middelaar              ;120;Noord-Limburg                           ;31;Limburg       ;nee;ja ;Mook en Middelaar              
3653;Mookhoek;617;Strijen                        ;90;Hoeksche Waard                          ;28;Zuid-Holland  ;ja ;nee;Mookhoek                       
