ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDatHeeftVerzuimd_2;GemiddeldeVerzuimfrequentie_3;GemiddeldeVerzuimduur_4;k_1Tot5Werkdagen_5;k_5Tot20Werkdagen_6;k_20Tot210Werkdagen_7;k_210WerkdagenOfMeer_8;JaHoofdzakelijkGevolgVanMijnWerk_9;JaVoorEenDeelGevolgVanMijnWerk_10;NeeGeenGevolgVanMijnWerk_11;WeetNiet_12
152;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;6.0;43.6;1.2;11.1;52.7;25.7;19.6;2.0;11.2;15.4;66.7;6.7
153;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;6.4;44.0;1.1;11.6;53.6;25.6;18.6;2.2;11.7;15.3;66.0;6.9
154;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;6.5;47.2;1.2;11.7;51.8;27.1;18.9;2.1;11.4;15.6;67.1;6.0
155;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;6.5;46.7;1.2;11.6;52.8;26.1;19.1;2.1;11.4;15.7;66.2;6.7
156;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;6.3;41.8;1.2;11.1;49.6;28.6;19.8;2.1;10.9;14.4;67.4;7.3
157;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;6.6;40.8;1.2;12.0;47.8;28.9;20.9;2.4;12.0;15.0;65.0;8.0
158;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;7.1;55.0;1.5;12.6;51.7;31.4;14.9;1.9;9.0;12.1;70.7;8.2
159;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;6.5;47.3;1.3;11.6;54.9;28.1;15.1;2.0;8.9;12.8;70.7;7.6
160;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;5.4;40.9;1.0;9.7;52.8;24.9;17.0;1.7;10.6;15.1;64.4;6.4
161;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;5.7;43.9;1.1;10.1;51.0;25.4;18.6;1.5;9.9;13.3;67.7;5.9
162;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;5.6;42.6;1.1;10.4;51.4;24.5;18.7;1.7;10.5;14.6;65.5;5.8
163;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;6.0;43.0;1.1;10.9;52.5;24.6;17.7;1.9;11.0;14.5;64.9;6.3
164;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;6.2;46.3;1.2;11.1;50.8;26.2;18.1;1.8;10.8;14.9;66.2;5.5
165;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;6.2;45.8;1.2;11.0;51.7;25.2;18.3;1.8;10.8;15.0;65.2;6.2
166;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;5.9;40.9;1.1;10.5;48.5;27.6;19.0;1.8;10.3;13.7;66.5;6.8
167;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;6.3;39.8;1.1;11.3;46.7;27.9;20.0;2.1;11.3;14.3;64.0;7.4
168;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;6.7;54.1;1.4;12.0;50.8;30.5;14.3;1.6;8.5;11.4;69.8;7.7
169;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;6.2;46.4;1.2;11.0;53.9;27.2;14.4;1.7;8.3;12.2;69.8;7.1
170;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;6.1;43.1;1.2;11.0;55.3;27.2;18.9;2.4;12.2;16.9;66.8;7.7
171;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;6.4;46.1;1.2;11.4;53.3;27.5;20.5;2.2;11.4;14.9;69.9;7.1
172;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;6.3;44.7;1.3;11.7;53.9;26.9;20.6;2.4;11.9;16.2;67.9;7.7
173;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;6.8;45.0;1.2;12.3;54.8;26.6;19.5;2.6;12.5;16.2;67.1;7.5
174;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;6.8;48.1;1.3;12.3;52.8;28.1;19.8;2.5;12.0;16.3;68.0;6.5
175;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;6.8;47.5;1.3;12.2;53.8;27.0;19.9;2.4;12.0;16.4;67.1;7.2
176;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;6.6;42.7;1.3;11.7;50.6;29.5;20.6;2.4;11.5;15.1;68.4;7.9
177;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;7.0;41.7;1.3;12.7;48.9;29.9;21.8;2.8;12.7;15.8;66.0;8.6
178;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;7.4;55.9;1.6;13.2;52.7;32.4;15.7;2.2;9.6;12.7;71.5;8.8
179;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;6.8;48.1;1.4;12.3;55.9;29.0;15.8;2.3;9.4;13.5;71.6;8.2
180;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;2.0;16.7;0.5;2.6;53.7;26.6;16.9;2.8;4.7;9.6;80.3;5.5
181;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;2.3;18.8;0.5;2.7;55.5;26.5;16.3;1.7;5.5;5.7;80.2;8.6
182;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;3.0;21.4;0.5;4.2;51.0;24.9;22.3;1.8;4.0;10.8;79.5;5.7
183;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;2.7;26.3;0.8;4.2;53.1;30.1;15.8;1.0;6.3;15.1;70.8;7.8
184;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;4.6;28.5;0.9;7.5;49.5;26.6;22.6;1.2;8.0;11.8;72.3;7.8
185;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;5.9;31.0;1.0;9.6;50.4;25.0;22.2;2.4;8.4;11.2;71.3;9.2
186;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;5.6;28.6;1.0;9.2;44.5;27.3;25.4;2.8;11.2;11.3;71.5;6.0
187;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;5.2;28.0;1.0;8.5;46.9;29.1;20.0;3.9;10.2;13.4;67.6;8.8
188;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;5.3;40.2;1.1;8.6;54.9;28.1;15.0;2.0;7.3;8.7;75.5;8.5
189;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;5.5;35.7;1.1;8.8;54.1;28.2;15.3;2.4;8.5;11.0;72.2;8.3
190;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;1.1;13.6;0.3;1.1;46.4;20.6;12.2;1.1;2.3;5.9;73.8;3.1
191;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;1.5;15.7;0.3;1.7;49.4;21.6;12.3;0.7;3.4;3.6;75.1;5.7
192;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2016;2.0;18.5;0.4;2.9;45.8;20.7;18.2;0.8;2.5;8.1;75.2;3.7
193;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2017;2.0;23.4;0.6;3.0;48.4;26.0;12.7;0.4;4.3;12.1;66.5;5.7
194;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2018;3.8;26.1;0.7;6.2;45.7;23.3;19.6;0.6;6.4;9.8;69.2;6.2
195;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2019;5.0;28.7;0.8;8.0;46.9;22.0;19.4;1.5;6.8;9.3;68.3;7.4
196;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2020;4.7;26.4;0.8;7.6;41.1;24.3;22.4;1.8;9.2;9.4;68.5;4.6
197;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2021;4.3;25.8;0.7;6.9;43.6;26.2;17.5;2.8;8.5;11.4;64.6;7.1
198;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2022;4.6;38.2;1.0;7.4;52.3;25.8;13.2;1.4;6.1;7.4;73.2;7.2
199;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2023;4.8;33.8;1.0;7.6;51.6;26.0;13.6;1.8;7.3;9.6;70.0;7.0
200;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2014;2.8;20.3;0.7;4.0;60.8;33.7;22.8;6.7;9.1;15.1;85.5;9.6
201;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2015;3.1;22.4;0.7;3.8;61.4;32.1;21.3;3.7;8.7;8.8;84.5;12.9
202;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2016;3.9;24.7;0.6;5.5;56.2;29.6;27.0;3.9;6.4;14.2;83.2;8.5
203;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2017;3.4;29.5;1.0;5.3;57.7;34.6;19.5;2.3;9.1;18.6;74.8;10.6
204;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2018;5.5;30.9;1.1;8.9;53.4;30.2;26.0;2.4;10.0;14.2;75.3;9.9
205;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2019;6.8;33.4;1.2;11.2;54.0;28.2;25.3;3.8;10.2;13.4;74.1;11.2
206;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2020;6.6;30.9;1.3;10.8;48.0;30.6;28.6;4.1;13.5;13.4;74.4;7.8
207;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2021;6.1;30.3;1.2;10.1;50.2;32.2;22.8;5.5;12.2;15.7;70.5;10.8
208;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2022;6.0;42.4;1.3;9.9;57.5;30.5;16.9;2.9;8.8;10.2;77.6;10.0
209;Totaal mannen en vrouwen;65 tot 75 jaar;Bovengrens 95%-interval;2023;6.2;37.6;1.3;10.0;56.5;30.5;17.1;3.3;10.0;12.6;74.3;9.7
210;Mannen;15 tot 75 jaar;Waarde;2014;3.1;40.0;0.9;5.9;67.9;21.1;9.9;1.0;9.4;14.4;70.6;5.6
211;Mannen;15 tot 75 jaar;Waarde;2015;3.4;42.3;0.9;6.5;66.1;21.8;11.1;1.0;9.1;13.3;71.8;5.7
212;Mannen;15 tot 75 jaar;Waarde;2016;3.2;42.5;1.0;6.3;66.9;21.1;10.9;1.0;9.4;14.3;70.8;5.4
213;Mannen;15 tot 75 jaar;Waarde;2017;3.3;40.9;0.9;6.4;68.5;20.1;10.5;1.0;9.9;13.8;70.4;5.8
214;Mannen;15 tot 75 jaar;Waarde;2018;3.5;45.2;1.1;6.8;67.3;21.4;10.3;0.9;9.9;14.3;69.8;6.1
215;Mannen;15 tot 75 jaar;Waarde;2019;3.7;44.4;1.1;7.1;67.8;20.1;10.9;1.2;9.9;14.2;69.0;6.9
216;Mannen;15 tot 75 jaar;Waarde;2020;3.7;40.7;1.0;7.1;63.7;23.8;11.4;1.2;9.8;13.3;69.4;7.5
217;Mannen;15 tot 75 jaar;Waarde;2021;3.8;41.1;1.0;7.3;62.3;24.1;12.1;1.5;10.3;13.9;68.0;7.7
218;Mannen;15 tot 75 jaar;Waarde;2022;4.2;54.1;1.4;8.1;62.1;28.6;8.4;0.9;7.2;10.6;75.1;7.2
219;Mannen;15 tot 75 jaar;Waarde;2023;3.9;47.7;1.2;7.4;67.4;23.2;8.4;1.1;6.9;11.0;74.9;7.1
220;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2014;2.9;39.3;0.8;5.6;67.1;20.4;9.4;0.9;8.9;13.8;69.8;5.2
221;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2015;3.2;41.6;0.9;6.2;65.3;21.2;10.6;0.9;8.7;12.8;71.1;5.4
222;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2016;3.1;41.8;0.9;6.0;66.1;20.5;10.5;0.9;9.0;13.8;70.1;5.1
223;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2017;3.1;40.2;0.9;6.1;67.7;19.4;10.0;0.9;9.4;13.3;69.7;5.5
224;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2018;3.4;44.7;1.1;6.5;66.7;20.8;9.9;0.8;9.5;13.8;69.1;5.8
225;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2019;3.6;43.8;1.0;6.8;67.1;19.5;10.5;1.0;9.5;13.7;68.3;6.5
226;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2020;3.6;40.1;1.0;6.8;63.0;23.1;10.9;1.0;9.3;12.8;68.7;7.1
227;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2021;3.7;40.4;1.0;7.0;61.5;23.4;11.7;1.3;9.9;13.4;67.3;7.3
228;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2022;4.1;53.5;1.3;7.8;61.4;28.0;8.0;0.8;6.8;10.2;74.5;6.8
229;Mannen;15 tot 75 jaar;Ondergrens 95%-interval;2023;3.7;47.1;1.2;7.1;66.7;22.6;8.0;0.9;6.6;10.6;74.3;6.8
230;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2014;3.2;40.8;0.9;6.2;68.7;21.8;10.4;1.2;9.9;15.0;71.4;6.0
231;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2015;3.5;43.0;0.9;6.8;66.8;22.5;11.6;1.2;9.6;13.8;72.5;6.1
232;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2016;3.4;43.2;1.0;6.6;67.6;21.8;11.4;1.2;9.9;14.9;71.5;5.8
233;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2017;3.4;41.6;0.9;6.7;69.2;20.7;10.9;1.2;10.4;14.4;71.1;6.2
234;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2018;3.7;45.8;1.1;7.0;68.0;22.0;10.7;1.1;10.3;14.8;70.4;6.4
235;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2019;3.9;45.0;1.1;7.4;68.5;20.7;11.4;1.3;10.4;14.7;69.7;7.3
236;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2020;3.9;41.4;1.1;7.5;64.4;24.4;11.8;1.3;10.2;13.8;70.1;7.9
237;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2021;4.0;41.8;1.1;7.6;63.0;24.8;12.7;1.7;10.8;14.5;68.8;8.2
238;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2022;4.4;54.7;1.4;8.4;62.7;29.2;8.8;1.0;7.5;11.0;75.6;7.6
239;Mannen;15 tot 75 jaar;Bovengrens 95%-interval;2023;4.0;48.3;1.3;7.7;68.0;23.8;8.8;1.2;7.3;11.5;75.5;7.5
240;Mannen;15 tot 25 jaar;Waarde;2014;1.7;31.7;0.9;1.9;89.2;8.0;2.4;0.4;5.4;9.4;79.2;6.0
241;Mannen;15 tot 25 jaar;Waarde;2015;1.5;34.3;0.8;1.9;86.8;10.0;3.0;0.1;4.3;8.9;80.1;6.7
242;Mannen;15 tot 25 jaar;Waarde;2016;1.8;35.3;0.9;2.4;87.4;9.5;3.0;0.1;5.5;11.2;78.2;5.1
243;Mannen;15 tot 25 jaar;Waarde;2017;1.5;35.1;0.8;1.8;89.0;8.2;2.7;0.1;4.6;10.5;79.8;5.1
244;Mannen;15 tot 25 jaar;Waarde;2018;2.1;40.8;1.1;2.5;87.0;10.2;2.8;0.0;5.8;10.8;75.4;7.9
245;Mannen;15 tot 25 jaar;Waarde;2019;2.1;40.4;1.1;2.6;87.4;9.6;2.8;0.1;5.2;9.2;76.4;9.2
246;Mannen;15 tot 25 jaar;Waarde;2020;2.2;39.8;1.0;2.6;83.2;13.1;3.6;0.1;5.0;8.2;76.0;10.7
247;Mannen;15 tot 25 jaar;Waarde;2021;2.2;41.9;1.2;2.8;81.8;14.8;3.3;0.1;3.6;10.8;75.8;9.8
248;Mannen;15 tot 25 jaar;Waarde;2022;2.6;50.3;1.4;3.4;79.9;18.4;1.6;0.1;3.0;8.1;80.2;8.7
249;Mannen;15 tot 25 jaar;Waarde;2023;2.3;46.1;1.3;3.0;85.7;11.8;2.4;0.1;3.2;7.9;80.0;8.8
250;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2014;1.3;29.5;0.7;1.4;86.8;6.4;1.5;0.1;4.1;7.6;76.2;4.3
251;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2015;1.3;32.5;0.7;1.6;84.9;8.5;2.3;0.0;3.4;7.5;77.9;5.3
252;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2016;1.5;33.4;0.8;1.9;85.5;8.0;2.2;0.0;4.3;9.5;75.8;3.9
253;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2017;1.3;33.2;0.7;1.6;87.1;6.8;2.0;0.0;3.6;8.9;77.5;3.9
254;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2018;1.9;39.2;1.0;2.2;85.4;9.0;2.1;0.0;4.9;9.6;73.4;6.8
255;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2019;1.9;38.8;1.0;2.3;85.9;8.4;2.2;0.0;4.2;8.0;74.4;7.9
256;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2020;2.0;38.1;0.9;2.3;81.3;11.6;2.8;0.0;4.1;7.1;73.9;9.3
257;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2021;2.0;40.0;1.1;2.4;79.6;13.0;2.5;0.0;2.7;9.1;73.4;8.3
258;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2022;2.4;48.6;1.3;3.1;78.2;16.9;1.1;0.0;2.3;7.1;78.5;7.6
259;Mannen;15 tot 25 jaar;Ondergrens 95%-interval;2023;2.1;44.5;1.2;2.7;84.2;10.5;1.8;0.0;2.6;6.9;78.3;7.7
260;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2014;2.1;34.0;1.1;2.4;91.2;10.0;4.0;1.4;7.0;11.5;81.9;8.3
261;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2015;1.7;36.1;0.9;2.1;88.5;11.8;4.1;0.4;5.5;10.5;82.2;8.3
262;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2016;2.1;37.2;1.0;2.9;89.2;11.2;4.1;0.5;7.0;13.1;80.5;6.6
263;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2017;1.8;36.9;0.9;2.1;90.6;9.9;3.8;0.5;5.9;12.3;82.0;6.5
264;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2018;2.3;42.4;1.2;2.8;88.4;11.7;3.6;0.3;6.9;12.3;77.2;9.3
265;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2019;2.3;42.0;1.2;3.0;88.8;11.0;3.7;0.4;6.3;10.6;78.3;10.7
266;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2020;2.5;41.5;1.1;2.9;84.9;14.8;4.6;0.4;6.1;9.6;78.0;12.4
267;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2021;2.5;43.9;1.3;3.1;83.8;16.8;4.4;0.5;4.7;12.7;78.1;11.6
268;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2022;2.9;52.0;1.5;3.8;81.5;20.1;2.1;0.4;3.7;9.3;81.8;9.9
269;Mannen;15 tot 25 jaar;Bovengrens 95%-interval;2023;2.5;47.8;1.4;3.3;87.1;13.2;3.1;0.3;4.1;9.1;81.6;10.1
270;Mannen;25 tot 35 jaar;Waarde;2014;2.0;43.0;1.0;4.1;77.8;15.7;6.0;0.5;8.2;13.8;72.9;5.2
271;Mannen;25 tot 35 jaar;Waarde;2015;2.3;45.3;1.0;4.5;78.0;15.4;6.3;0.3;7.7;13.3;74.4;4.6
272;Mannen;25 tot 35 jaar;Waarde;2016;2.2;46.4;1.0;4.3;78.0;15.8;5.9;0.3;8.8;14.3;72.3;4.6
273;Mannen;25 tot 35 jaar;Waarde;2017;2.2;43.7;1.0;4.4;79.3;15.0;5.2;0.5;8.9;13.8;72.4;4.9
274;Mannen;25 tot 35 jaar;Waarde;2018;2.6;49.2;1.2;5.2;77.1;16.2;6.2;0.4;9.4;14.5;70.8;5.2
275;Mannen;25 tot 35 jaar;Waarde;2019;2.6;49.6;1.2;5.2;78.3;15.1;6.3;0.3;9.4;15.0;69.7;5.9
276;Mannen;25 tot 35 jaar;Waarde;2020;2.8;43.9;1.1;5.6;73.3;20.0;6.2;0.5;8.9;13.9;69.9;7.3
277;Mannen;25 tot 35 jaar;Waarde;2021;2.8;46.7;1.0;5.6;72.4;19.4;7.5;0.7;10.2;14.7;68.4;6.7
278;Mannen;25 tot 35 jaar;Waarde;2022;3.1;60.6;1.5;6.1;69.7;25.8;4.3;0.2;6.3;11.9;75.4;6.4
279;Mannen;25 tot 35 jaar;Waarde;2023;3.0;54.9;1.4;5.9;75.7;19.2;4.8;0.3;6.7;11.3;76.2;5.8
280;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2014;1.7;41.1;0.9;3.4;75.9;14.1;5.1;0.2;7.1;12.3;70.9;4.3
281;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2015;2.0;43.6;0.9;3.9;76.3;14.1;5.4;0.1;6.7;12.0;72.6;3.9
282;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2016;1.9;44.7;0.9;3.7;76.3;14.4;5.1;0.1;7.7;13.0;70.5;3.8
283;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2017;1.9;42.0;0.9;3.8;77.6;13.6;4.4;0.2;7.8;12.5;70.6;4.1
284;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2018;2.3;47.7;1.1;4.7;75.6;15.0;5.5;0.2;8.5;13.4;69.2;4.5
285;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2019;2.3;48.1;1.1;4.6;76.7;13.8;5.5;0.1;8.4;13.8;68.0;5.1
286;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2020;2.5;42.4;1.0;4.9;71.6;18.6;5.4;0.3;7.9;12.7;68.2;6.4
287;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2021;2.5;45.0;1.0;4.9;70.6;17.8;6.6;0.4;9.0;13.3;66.5;5.7
288;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2022;2.8;59.1;1.4;5.6;68.2;24.4;3.7;0.1;5.5;10.9;74.0;5.6
289;Mannen;25 tot 35 jaar;Ondergrens 95%-interval;2023;2.7;53.5;1.3;5.3;74.3;17.9;4.2;0.2;5.9;10.3;74.8;5.1
290;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2014;2.3;44.8;1.1;4.7;79.6;17.3;7.2;1.1;9.5;15.4;74.8;6.2
291;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2015;2.6;47.0;1.1;5.1;79.6;16.9;7.3;0.6;8.9;14.7;76.1;5.5
292;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2016;2.5;48.1;1.1;4.8;79.6;17.3;6.9;0.6;10.0;15.8;74.0;5.6
293;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2017;2.5;45.4;1.0;5.0;80.9;16.5;6.2;0.8;10.1;15.2;74.2;5.9
294;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2018;2.8;50.7;1.3;5.8;78.5;17.6;7.1;0.7;10.5;15.8;72.3;6.1
295;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2019;2.8;51.2;1.3;5.7;79.8;16.5;7.3;0.6;10.5;16.3;71.3;6.9
296;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2020;3.2;45.4;1.2;6.3;74.9;21.5;7.2;0.8;10.0;15.1;71.5;8.4
297;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2021;3.2;48.4;1.1;6.3;74.2;21.0;8.7;1.1;11.5;16.2;70.3;7.8
298;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2022;3.3;62.0;1.6;6.7;71.2;27.2;5.0;0.5;7.1;13.0;76.8;7.2
299;Mannen;25 tot 35 jaar;Bovengrens 95%-interval;2023;3.3;56.4;1.5;6.5;77.0;20.5;5.6;0.6;7.6;12.4;77.5;6.6
300;Mannen;35 tot 45 jaar;Waarde;2014;2.9;44.2;0.9;5.9;70.6;20.4;8.2;0.9;8.1;14.8;72.5;4.7
301;Mannen;35 tot 45 jaar;Waarde;2015;3.1;47.4;0.9;6.2;70.5;20.0;8.7;0.8;8.4;13.6;72.7;5.3
302;Mannen;35 tot 45 jaar;Waarde;2016;2.7;46.7;1.0;5.5;72.0;19.2;7.9;0.8;8.2;13.9;72.9;5.0
303;Mannen;35 tot 45 jaar;Waarde;2017;2.8;43.6;0.9;5.5;73.3;18.0;8.0;0.7;9.5;13.1;72.4;5.0
304;Mannen;35 tot 45 jaar;Waarde;2018;3.1;49.2;1.2;6.2;70.9;19.9;8.5;0.7;8.9;14.3;71.3;5.5
305;Mannen;35 tot 45 jaar;Waarde;2019;3.3;46.8;1.1;6.5;71.1;18.4;9.7;0.9;9.3;14.2;70.5;6.0
306;Mannen;35 tot 45 jaar;Waarde;2020;3.6;44.3;1.0;7.1;68.1;21.9;9.1;1.0;10.0;14.2;69.0;6.9
307;Mannen;35 tot 45 jaar;Waarde;2021;3.0;42.6;1.0;6.1;65.7;24.1;9.0;1.2;9.7;12.9;70.5;7.0
308;Mannen;35 tot 45 jaar;Waarde;2022;4.1;58.0;1.4;8.2;63.6;28.3;7.3;0.7;7.9;9.7;75.6;6.8
309;Mannen;35 tot 45 jaar;Waarde;2023;3.7;51.6;1.2;7.3;70.5;22.0;6.6;1.0;6.8;11.2;75.2;6.9
310;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2014;2.6;42.5;0.8;5.2;68.9;18.9;7.2;0.6;7.1;13.5;70.8;3.9
311;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2015;2.8;45.9;0.9;5.6;68.9;18.7;7.8;0.6;7.5;12.5;71.1;4.6
312;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2016;2.4;45.2;0.9;4.9;70.5;17.9;7.0;0.5;7.3;12.8;71.3;4.2
313;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2017;2.4;42.0;0.8;4.8;71.7;16.7;7.1;0.4;8.5;11.9;70.8;4.2
314;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2018;2.8;47.9;1.1;5.6;69.5;18.7;7.7;0.5;8.1;13.3;69.9;4.8
315;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2019;2.9;45.3;1.0;5.9;69.5;17.1;8.7;0.6;8.4;13.1;69.0;5.2
316;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2020;3.2;42.8;1.0;6.4;66.5;20.5;8.1;0.7;9.0;13.0;67.5;6.1
317;Mannen;35 tot 45 jaar;Ondergrens 95%-interval;2021;2.7;41.0;0.9;5.4;64.0;22.6;8.0;0.9;8.7;11.7;68.8;6.1
