ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;SamenstellingHuishouden;SociaaleconomischeCategorie;Perioden;TotaalAlleBeeindigingen_1;DoorSchoneLei_2;DoorAkkoord_3;DoorFaillissement_4;DoorBetalingenHervat_5;ZonderSchoneLei_6;Onbekend_7
3106;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2005;10.0;10.0;;;;;
3107;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2006;25.0;20.0;;;;;
3108;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2007;15.0;15.0;;;;;
3109;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2008;30.0;25.0;;;;;
3110;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2009;35.0;30.0;;;;;
3111;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2010;35.0;35.0;;;;;
3112;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2011;30.0;25.0;;;;;
3113;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2012;20.0;15.0;;;;;
3114;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2013;20.0;20.0;;;;;
3115;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2014;30.0;20.0;;;;;
3116;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2015;40.0;35.0;;;;;
3117;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2016;25.0;25.0;;;;;
3118;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2017;25.0;25.0;;;;;
3119;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2018;20.0;15.0;;;;;
3120;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2019;10.0;10.0;;;;;
3121;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2020;10.0;10.0;;;;;
3122;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2021;15.0;;;;;;10.0
3123;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2022;10.0;;;;;;10.0
3124;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Pensioenontvanger;2023;;;;;;;
3125;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;1999;;;;;;;
3126;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2000;;;;;;;
3127;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2001;;;;;;;
3128;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2002;;;;;;;
3129;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2003;;;;;;;
3130;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2004;;;;;;;
3131;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2005;;;;;;;
3132;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2006;;;;;;;
3133;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2007;;;;;;;
3134;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2008;;;;;;;
3135;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2009;;;;;;;
3136;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2010;;;;;;;
3137;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2011;;;;;;;
3138;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2012;;;;;;;
3139;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2013;;;;;;;
3140;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2014;;;;;;;
3141;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2015;;;;;;;
3142;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2016;;;;;;;
3143;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2017;;;;;;;
3144;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2018;;;;;;;
3145;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2019;;;;;;;
3146;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2020;;;;;;;
3147;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2021;;;;;;;
3148;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2022;;;;;;;
3149;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;(School)kind of student;2023;;;;;;;
3150;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);1999;;;;;;;
3151;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2000;;;;;;;
3152;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2001;;;;;;;
3153;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2002;;;;;;;
3154;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2003;10.0;;;;;;
3155;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2004;10.0;;;;;;
3156;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2005;10.0;;;;;;
3157;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2006;;;;;;;
3158;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2007;;;;;;;
3159;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2008;10.0;;;;;;
3160;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2009;15.0;;;;;;
3161;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2010;10.0;;;;;;
3162;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2011;;;;;;;
3163;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2012;10.0;;;;;;
3164;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2013;;;;;;;
3165;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2014;;;;;;;
3166;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2015;;;;;;;
3167;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2016;;;;;;;
3168;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2017;;;;;;;
3169;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2018;;;;;;;
3170;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2019;;;;;;;
3171;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2020;;;;;;;
3172;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2021;;;;;;;
3173;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2022;;;;;;;
3174;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Overig (geen inkomen, kind of student);2023;;;;;;;
3175;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;1999;;;;;;;
3176;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2000;;;;;;;
3177;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2001;;;;;;;
3178;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2002;;;;;;;
3179;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2003;;;;;;;
3180;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2004;;;;;;;
3181;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2005;;;;;;;
3182;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2006;;;;;;;
3183;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2007;;;;;;;
3184;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2008;;;;;;;
3185;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2009;;;;;;;
3186;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2010;;;;;;;
3187;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2011;;;;;;;
3188;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2012;;;;;;;
3189;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2013;;;;;;;
3190;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2014;;;;;;;
3191;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2015;;;;;;;
3192;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2016;;;;;;;
3193;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2017;;;;;;;
3194;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2018;;;;;;;
3195;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2019;;;;;;;
3196;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2020;;;;;;;
3197;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2021;;;;;;;
3198;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2022;;;;;;;
3199;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenpersoonshuishouden;Onbekend;2023;;;;;;;
3200;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;1999;;;;;;;
3201;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2000;;;;;;;
3202;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2001;25.0;;;15.0;;;
3203;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2002;45.0;30.0;;10.0;;;
3204;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2003;95.0;80.0;;15.0;;;
3205;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2004;115.0;90.0;;20.0;;;
3206;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2005;145.0;95.0;;35.0;;10.0;
3207;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2006;155.0;105.0;;25.0;;10.0;
3208;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2007;135.0;100.0;;20.0;;;
3209;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2008;160.0;120.0;;;;25.0;
3210;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2009;130.0;95.0;;10.0;;15.0;
3211;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2010;185.0;150.0;;10.0;;20.0;
3212;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2011;150.0;120.0;;;;20.0;
3213;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2012;115.0;95.0;;;;15.0;
3214;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2013;140.0;105.0;;;;20.0;
3215;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2014;165.0;130.0;;;;25.0;
3216;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2015;145.0;125.0;;;;15.0;
3217;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2016;175.0;155.0;;;;10.0;
3218;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2017;160.0;140.0;;;;10.0;
3219;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2018;155.0;135.0;;;;10.0;10.0
3220;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2019;125.0;115.0;;;;;
3221;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2020;110.0;95.0;;;;;
3222;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2021;80.0;35.0;;;;;40.0
3223;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2022;65.0;10.0;;;;;50.0
3224;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Totaal;2023;25.0;;;;;;25.0
3225;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;1999;;;;;;;
3226;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2000;;;;;;;
3227;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2001;;;;;;;
3228;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2002;10.0;10.0;;;;;
3229;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2003;15.0;10.0;;;;;
3230;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2004;25.0;20.0;;;;;
3231;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2005;35.0;25.0;;;;;
3232;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2006;35.0;25.0;;;;;
3233;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2007;40.0;30.0;;;;;
3234;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2008;45.0;40.0;;;;;
3235;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2009;45.0;35.0;;;;;
3236;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2010;65.0;60.0;;;;;
3237;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2011;50.0;40.0;;;;;
3238;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2012;30.0;20.0;;;;;
3239;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2013;40.0;30.0;;;;;
3240;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2014;55.0;45.0;;;;;
3241;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2015;45.0;40.0;;;;;
3242;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2016;55.0;50.0;;;;;
3243;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2017;55.0;50.0;;;;;
3244;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2018;55.0;50.0;;;;;
3245;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2019;60.0;55.0;;;;;
3246;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2020;50.0;45.0;;;;;
3247;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2021;45.0;15.0;;;;;25.0
3248;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2022;25.0;;;;;;20.0
3249;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Werknemer;2023;15.0;;;;;;10.0
3250;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);1999;;;;;;;
3251;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2000;;;;;;;
3252;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2001;;;;;;;
3253;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2002;;;;;;;
3254;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2003;;;;;;;
3255;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2004;;;;;;;
3256;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2005;;;;;;;
3257;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2006;;;;;;;
3258;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2007;;;;;;;
3259;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2008;;;;;;;
3260;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2009;;;;;;;
3261;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2010;;;;;;;
3262;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2011;;;;;;;
3263;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2012;;;;;;;
3264;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2013;;;;;;;
3265;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2014;;;;;;;
3266;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2015;;;;;;;
3267;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2016;;;;;;;
3268;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2017;;;;;;;
3269;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2018;;;;;;;
3270;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2019;;;;;;;
3271;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2020;;;;;;;
3272;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2021;;;;;;;
3273;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2022;;;;;;;
3274;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Zelfstandige (totaal);2023;;;;;;;
3275;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;1999;;;;;;;
3276;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2000;;;;;;;
3277;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2001;15.0;;;10.0;;;
3278;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2002;30.0;20.0;;;;;
3279;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2003;70.0;65.0;;;;;
3280;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2004;80.0;65.0;;15.0;;;
3281;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2005;90.0;60.0;;25.0;;;
3282;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2006;95.0;70.0;;20.0;;;
3283;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2007;80.0;60.0;;10.0;;;
3284;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2008;100.0;75.0;;;;15.0;
3285;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2009;70.0;50.0;;;;10.0;
3286;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2010;110.0;85.0;;;;15.0;
3287;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2011;90.0;70.0;;;;20.0;
3288;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2012;80.0;65.0;;;;10.0;
3289;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2013;90.0;70.0;;;;15.0;
3290;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2014;100.0;80.0;;;;15.0;
3291;Totaal mannen en vrouwen;Totaal;Totaal;Europa (exclusief Nederland);Eenouderhuishouden;Uitkeringsontvanger;2015;90.0;75.0;;;;10.0;
