ID;Geslacht;Niveau;Leerweg;Studierichting;Regiokenmerken;Perioden;MboStudenten_1
546;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2015/'16;635.0
547;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2016/'17;607.0
548;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2017/'18;627.0
549;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2018/'19;536.0
550;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2019/'20;746.0
551;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2020/'21;841.0
552;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (PV);2021/'22;917.0
553;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2015/'16;1121.0
554;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2016/'17;1009.0
555;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2017/'18;782.0
556;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2018/'19;782.0
557;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2019/'20;1119.0
558;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2020/'21;1429.0
559;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland (PV);2021/'22;1474.0
560;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2015/'16;1909.0
561;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2016/'17;1776.0
562;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2017/'18;1815.0
563;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2018/'19;2003.0
564;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2019/'20;2390.0
565;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2020/'21;2727.0
566;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zuid-Holland (PV);2021/'22;2767.0
567;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2015/'16;296.0
568;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2016/'17;234.0
569;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2017/'18;174.0
570;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2018/'19;165.0
571;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2019/'20;127.0
572;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2020/'21;121.0
573;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Zeeland (PV);2021/'22;109.0
574;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2015/'16;1506.0
575;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2016/'17;1375.0
576;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2017/'18;1551.0
577;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2018/'19;1649.0
578;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2019/'20;1884.0
579;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2020/'21;2063.0
580;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Brabant (PV);2021/'22;2011.0
581;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2015/'16;579.0
582;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2016/'17;402.0
583;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2017/'18;367.0
584;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2018/'19;388.0
585;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2019/'20;700.0
586;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2020/'21;871.0
587;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Limburg (PV);2021/'22;913.0
588;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2015/'16;18.0
589;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2016/'17;12.0
590;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2017/'18;15.0
591;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2018/'19;20.0
592;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2019/'20;20.0
593;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2020/'21;24.0
594;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Niet in te delen (PV);2021/'22;30.0
595;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2015/'16;221.0
596;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2016/'17;168.0
597;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2017/'18;198.0
598;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2018/'19;188.0
599;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2019/'20;209.0
600;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2020/'21;340.0
601;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amsterdam;2021/'22;310.0
602;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2015/'16;227.0
603;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2016/'17;198.0
604;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2017/'18;181.0
605;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2018/'19;197.0
606;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2019/'20;244.0
607;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2020/'21;277.0
608;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;'s-Gravenhage (gemeente);2021/'22;279.0
609;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2015/'16;311.0
610;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2016/'17;269.0
611;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2017/'18;307.0
612;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2018/'19;380.0
613;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2019/'20;412.0
614;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2020/'21;491.0
615;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rotterdam;2021/'22;515.0
616;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2015/'16;94.0
617;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2016/'17;104.0
618;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2017/'18;119.0
619;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2018/'19;93.0
620;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2019/'20;133.0
621;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2020/'21;164.0
622;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Utrecht (gemeente);2021/'22;186.0
623;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2015/'16;853.0
624;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2016/'17;739.0
625;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2017/'18;805.0
626;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2018/'19;858.0
627;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2019/'20;998.0
628;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2020/'21;1272.0
629;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Vier grootste gemeenten (G4);2021/'22;1290.0
630;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;1996.0
631;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;1896.0
632;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;1909.0
633;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;2016.0
634;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;2395.0
635;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;2827.0
636;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;2863.0
637;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2015/'16;6986.0
638;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2016/'17;6586.0
639;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2017/'18;6422.0
640;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2018/'19;6771.0
641;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2019/'20;8335.0
642;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2020/'21;9215.0
643;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gemeenten < 100 000 inwoners;2021/'22;9452.0
644;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2015/'16;18.0
645;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2016/'17;12.0
646;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2017/'18;15.0
647;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2018/'19;20.0
648;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2019/'20;20.0
649;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2020/'21;24.0
650;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;"Gemeenten; niet in te delen";2021/'22;30.0
651;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2015/'16;379.0
652;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2016/'17;423.0
653;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2017/'18;452.0
654;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2018/'19;544.0
655;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2019/'20;652.0
656;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2020/'21;685.0
657;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Groningen (AM);2021/'22;763.0
658;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2015/'16;599.0
659;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2016/'17;597.0
660;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2017/'18;539.0
661;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2018/'19;698.0
662;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2019/'20;845.0
663;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2020/'21;903.0
664;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Friesland (AM);2021/'22;879.0
665;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2015/'16;263.0
666;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2016/'17;292.0
667;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2017/'18;315.0
668;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2018/'19;344.0
669;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2019/'20;392.0
670;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2020/'21;386.0
671;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Drenthe (AM);2021/'22;377.0
672;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2015/'16;421.0
673;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2016/'17;
674;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2017/'18;
675;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2018/'19;
676;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2019/'20;
677;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2020/'21;
678;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;IJsselvechtstreek (AM);2021/'22;
679;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2015/'16;439.0
680;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2016/'17;452.0
681;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2017/'18;504.0
682;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2018/'19;535.0
683;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2019/'20;604.0
684;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2020/'21;692.0
685;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Twente (AM);2021/'22;692.0
686;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2015/'16;403.0
687;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2016/'17;418.0
688;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2017/'18;395.0
689;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2018/'19;397.0
690;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2019/'20;435.0
691;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2020/'21;539.0
692;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Stedendriehoek en Noordwest Veluwe (AM);2021/'22;538.0
693;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2015/'16;271.0
694;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2016/'17;241.0
695;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2017/'18;229.0
696;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2018/'19;237.0
697;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2019/'20;273.0
698;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2020/'21;314.0
699;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Gelderland (AM);2021/'22;297.0
700;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2015/'16;103.0
701;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2016/'17;119.0
702;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2017/'18;74.0
703;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2018/'19;82.0
704;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2019/'20;102.0
705;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2020/'21;140.0
706;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rijk van Nijmegen (AM);2021/'22;148.0
707;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2015/'16;308.0
708;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2016/'17;293.0
709;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2017/'18;292.0
710;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2018/'19;307.0
711;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2019/'20;323.0
712;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2020/'21;340.0
713;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Achterhoek (AM);2021/'22;331.0
714;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2015/'16;124.0
715;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2016/'17;114.0
716;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2017/'18;122.0
717;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2018/'19;126.0
718;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2019/'20;129.0
719;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2020/'21;202.0
720;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Rivierenland (AM);2021/'22;191.0
721;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2015/'16;299.0
722;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2016/'17;247.0
723;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2017/'18;248.0
724;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2018/'19;252.0
725;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2019/'20;281.0
726;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2020/'21;287.0
727;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Flevoland (AM);2021/'22;328.0
728;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2015/'16;75.0
729;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2016/'17;77.0
730;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2017/'18;88.0
731;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2018/'19;84.0
732;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2019/'20;91.0
733;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2020/'21;116.0
734;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Gooi en Vechtstreek (AM);2021/'22;119.0
735;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2015/'16;339.0
736;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2016/'17;349.0
737;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2017/'18;369.0
738;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2018/'19;292.0
739;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2019/'20;426.0
740;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2020/'21;484.0
741;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Midden-Utrecht (AM);2021/'22;540.0
742;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2015/'16;255.0
743;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2016/'17;233.0
744;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2017/'18;219.0
745;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2018/'19;211.0
746;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2019/'20;227.0
747;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2020/'21;244.0
748;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Amersfoort (AM);2021/'22;249.0
749;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland Noord (AM);2015/'16;399.0
750;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland Noord (AM);2016/'17;399.0
751;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland Noord (AM);2017/'18;161.0
752;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);01 Onderwijs;Noord-Holland Noord (AM);2018/'19;175.0
