ID;Beroep;Perioden;Werknemer_1;k_25ePercentiel_2;k_50ePercentielMediaan_3;k_75ePercentiel_4
414;0414 Beleidsadviseurs;2020;77;27.0;33.4;40.8
415;0414 Beleidsadviseurs;2021;81;27.4;33.7;40.9
416;0414 Beleidsadviseurs;2022;83;28.3;35.1;42.2
417;0414 Beleidsadviseurs;2023;82;30.1;36.9;43.4
418;0415 Specialisten personeels- en loop...;2013;56;19.0;23.9;28.5
419;0415 Specialisten personeels- en loop...;2014;52;20.1;24.6;29.7
420;0415 Specialisten personeels- en loop...;2015;54;19.3;24.3;30.5
421;0415 Specialisten personeels- en loop...;2016;66;19.8;25.2;30.5
422;0415 Specialisten personeels- en loop...;2017;68;19.9;25.4;31.0
423;0415 Specialisten personeels- en loop...;2018;74;19.1;24.6;30.3
424;0415 Specialisten personeels- en loop...;2019;82;19.3;25.9;31.9
425;0415 Specialisten personeels- en loop...;2020;80;21.1;27.7;33.5
426;0415 Specialisten personeels- en loop...;2021;87;20.5;26.5;33.2
427;0415 Specialisten personeels- en loop...;2022;103;21.4;27.6;33.7
428;0415 Specialisten personeels- en loop...;2023;107;23.2;30.1;36.9
429;042 Vakspecialisten bedrijfsbeheer en...;2013;256;16.6;20.4;25.9
430;042 Vakspecialisten bedrijfsbeheer en...;2014;254;17.4;21.1;26.4
431;042 Vakspecialisten bedrijfsbeheer en...;2015;265;17.3;21.0;26.3
432;042 Vakspecialisten bedrijfsbeheer en...;2016;262;17.1;20.9;26.7
433;042 Vakspecialisten bedrijfsbeheer en...;2017;270;17.5;21.1;26.5
434;042 Vakspecialisten bedrijfsbeheer en...;2018;279;17.8;21.8;27.1
435;042 Vakspecialisten bedrijfsbeheer en...;2019;298;18.2;22.2;28.4
436;042 Vakspecialisten bedrijfsbeheer en...;2020;292;18.9;23.1;29.3
437;042 Vakspecialisten bedrijfsbeheer en...;2021;298;19.1;23.0;28.6
438;042 Vakspecialisten bedrijfsbeheer en...;2022;313;19.9;23.9;29.6
439;042 Vakspecialisten bedrijfsbeheer en...;2023;318;21.2;25.8;31.4
440;0421 Boekhouders;2013;68;16.8;21.3;26.8
441;0421 Boekhouders;2014;71;17.6;21.3;26.6
442;0421 Boekhouders;2015;71;17.6;21.4;26.9
443;0421 Boekhouders;2016;77;17.2;21.4;26.5
444;0421 Boekhouders;2017;81;17.4;21.6;26.3
445;0421 Boekhouders;2018;94;17.7;22.3;27.2
446;0421 Boekhouders;2019;100;18.1;22.5;28.8
447;0421 Boekhouders;2020;97;18.7;23.9;29.5
448;0421 Boekhouders;2021;110;18.4;23.8;29.9
449;0421 Boekhouders;2022;119;19.3;24.5;30.6
450;0421 Boekhouders;2023;116;20.4;25.9;32.4
451;0422 Zakelijke dienstverleners;2013;78;16.0;21.7;28.9
452;0422 Zakelijke dienstverleners;2014;75;16.5;22.7;28.7
453;0422 Zakelijke dienstverleners;2015;84;15.9;21.4;28.7
454;0422 Zakelijke dienstverleners;2016;81;15.6;21.2;29.0
455;0422 Zakelijke dienstverleners;2017;82;16.6;22.6;29.4
456;0422 Zakelijke dienstverleners;2018;80;16.6;22.4;29.5
457;0422 Zakelijke dienstverleners;2019;87;17.4;25.0;33.1
458;0422 Zakelijke dienstverleners;2020;89;17.9;25.1;32.8
459;0422 Zakelijke dienstverleners;2021;59;19.1;24.8;31.9
460;0422 Zakelijke dienstverleners;2022;66;19.1;25.6;32.8
461;0422 Zakelijke dienstverleners;2023;72;19.5;26.4;33.3
462;0423 Directiesecretaresses;2013;110;16.8;19.6;23.7
463;0423 Directiesecretaresses;2014;108;17.7;20.2;24.9
464;0423 Directiesecretaresses;2015;109;17.9;20.5;24.5
465;0423 Directiesecretaresses;2016;104;18.0;20.7;25.0
466;0423 Directiesecretaresses;2017;108;18.0;20.2;24.2
467;0423 Directiesecretaresses;2018;105;18.7;21.2;25.2
468;0423 Directiesecretaresses;2019;112;18.6;21.0;25.1
469;0423 Directiesecretaresses;2020;106;19.4;22.0;26.5
470;0423 Directiesecretaresses;2021;129;19.7;22.4;26.4
471;0423 Directiesecretaresses;2022;129;20.6;23.4;27.3
472;0423 Directiesecretaresses;2023;130;22.2;25.6;29.8
473;043 Administratief personeel;2013;784;13.2;16.8;20.1
474;043 Administratief personeel;2014;765;13.4;17.0;20.4
475;043 Administratief personeel;2015;754;13.6;17.4;21.0
476;043 Administratief personeel;2016;746;13.7;17.4;21.0
477;043 Administratief personeel;2017;768;13.9;17.7;21.4
478;043 Administratief personeel;2018;804;14.2;17.8;21.9
479;043 Administratief personeel;2019;779;14.4;18.1;22.4
480;043 Administratief personeel;2020;777;15.0;19.0;23.3
481;043 Administratief personeel;2021;811;15.3;19.4;23.1
482;043 Administratief personeel;2022;815;16.1;20.1;24.1
483;043 Administratief personeel;2023;793;17.4;21.6;26.1
484;0431 Administratief medewerkers;2013;259;12.3;16.2;19.2
485;0431 Administratief medewerkers;2014;264;12.4;16.3;19.4
486;0431 Administratief medewerkers;2015;263;12.5;16.7;19.9
487;0431 Administratief medewerkers;2016;262;12.8;16.7;20.1
488;0431 Administratief medewerkers;2017;262;13.0;17.0;20.4
489;0431 Administratief medewerkers;2018;267;13.3;17.1;20.9
490;0431 Administratief medewerkers;2019;253;13.7;17.4;21.5
491;0431 Administratief medewerkers;2020;235;14.4;18.4;22.1
492;0431 Administratief medewerkers;2021;237;14.2;18.4;22.4
493;0431 Administratief medewerkers;2022;224;15.2;19.4;23.2
494;0431 Administratief medewerkers;2023;215;16.5;20.7;24.9
495;0432 Secretaresses;2013;62;15.4;17.9;19.7
496;0432 Secretaresses;2014;61;15.1;17.8;20.1
497;0432 Secretaresses;2015;54;16.4;18.5;20.3
498;0432 Secretaresses;2016;51;15.9;18.4;20.5
499;0432 Secretaresses;2017;49;15.4;18.8;20.6
500;0432 Secretaresses;2018;51;16.4;19.3;21.3
501;0432 Secretaresses;2019;48;17.3;19.9;22.2
502;0432 Secretaresses;2020;47;17.0;20.1;22.3
503;0432 Secretaresses;2021;41;17.8;20.4;22.5
504;0432 Secretaresses;2022;46;18.3;21.3;23.4
505;0432 Secretaresses;2023;38;19.3;22.2;24.5
506;0433 Receptionisten en telefonisten;2013;169;12.1;14.8;18.3
507;0433 Receptionisten en telefonisten;2014;159;12.0;15.1;18.6
508;0433 Receptionisten en telefonisten;2015;152;12.1;14.8;19.0
509;0433 Receptionisten en telefonisten;2016;160;12.5;15.0;19.0
510;0433 Receptionisten en telefonisten;2017;162;12.6;15.5;19.5
511;0433 Receptionisten en telefonisten;2018;174;12.8;15.6;19.6
512;0433 Receptionisten en telefonisten;2019;171;13.2;16.1;20.0
513;0433 Receptionisten en telefonisten;2020;183;13.4;16.5;20.9
514;0433 Receptionisten en telefonisten;2021;196;14.0;16.9;21.9
515;0433 Receptionisten en telefonisten;2022;183;14.9;18.3;22.5
516;0433 Receptionisten en telefonisten;2023;181;16.1;19.4;23.8
517;0434 Boekhoudkundig medewerkers;2013;124;15.6;18.1;21.2
518;0434 Boekhoudkundig medewerkers;2014;121;15.8;18.5;21.8
519;0434 Boekhoudkundig medewerkers;2015;114;15.9;18.9;22.5
520;0434 Boekhoudkundig medewerkers;2016;108;15.6;18.6;22.6
521;0434 Boekhoudkundig medewerkers;2017;113;16.0;19.4;23.3
522;0434 Boekhoudkundig medewerkers;2018;126;16.6;19.9;23.7
523;0434 Boekhoudkundig medewerkers;2019;122;16.6;19.8;23.5
524;0434 Boekhoudkundig medewerkers;2020;119;17.4;20.8;24.6
525;0434 Boekhoudkundig medewerkers;2021;139;17.4;20.6;24.3
526;0434 Boekhoudkundig medewerkers;2022;144;18.1;21.2;25.3
527;0434 Boekhoudkundig medewerkers;2023;142;19.1;23.0;26.8
528;0435 Transportplanners en logistiek...;2013;170;13.8;17.8;22.4
529;0435 Transportplanners en logistiek...;2014;160;14.3;18.1;22.5
530;0435 Transportplanners en logistiek...;2015;170;14.9;18.5;23.0
531;0435 Transportplanners en logistiek...;2016;165;14.8;18.7;23.2
532;0435 Transportplanners en logistiek...;2017;183;14.9;18.9;23.9
533;0435 Transportplanners en logistiek...;2018;186;15.0;19.1;24.0
534;0435 Transportplanners en logistiek...;2019;186;14.8;19.2;24.6
535;0435 Transportplanners en logistiek...;2020;192;16.0;20.5;25.8
536;0435 Transportplanners en logistiek...;2021;198;16.5;20.4;25.6
537;0435 Transportplanners en logistiek...;2022;219;16.5;20.9;26.6
538;0435 Transportplanners en logistiek...;2023;216;18.6;22.9;28.6
539;05 Managers;2013;376;23.4;31.4;41.9
540;05 Managers;2014;370;23.0;31.9;43.0
541;05 Managers;2015;345;24.3;32.9;43.7
542;05 Managers;2016;321;23.9;32.8;44.7
543;05 Managers;2017;315;24.1;32.7;43.7
544;05 Managers;2018;295;25.0;34.2;45.3
545;05 Managers;2019;315;25.6;34.8;46.2
546;05 Managers;2020;303;26.8;36.1;47.6
547;05 Managers;2021;332;26.7;36.6;48.1
548;05 Managers;2022;342;27.5;38.0;50.2
549;05 Managers;2023;364;28.4;39.8;51.9
550;051 Algemeen directeuren;2013;37;30.1;40.5;53.2
551;051 Algemeen directeuren;2014;37;30.3;41.3;56.7
552;051 Algemeen directeuren;2015;32;30.9;41.8;57.8
553;051 Algemeen directeuren;2016;34;29.3;42.9;58.5
554;051 Algemeen directeuren;2017;35;31.3;42.8;60.3
555;051 Algemeen directeuren;2018;37;32.1;41.9;63.9
556;051 Algemeen directeuren;2019;41;31.6;41.6;62.0
557;051 Algemeen directeuren;2020;38;32.2;40.2;60.7
558;051 Algemeen directeuren;2021;10;;;
559;051 Algemeen directeuren;2022;12;;;
560;051 Algemeen directeuren;2023;10;;;
561;0511 Algemeen directeuren;2013;37;30.1;40.5;53.2
562;0511 Algemeen directeuren;2014;37;30.3;41.3;56.7
563;0511 Algemeen directeuren;2015;32;30.9;41.8;57.8
564;0511 Algemeen directeuren;2016;34;29.3;42.9;58.5
565;0511 Algemeen directeuren;2017;35;31.3;42.8;60.3
566;0511 Algemeen directeuren;2018;37;32.1;41.9;63.9
567;0511 Algemeen directeuren;2019;41;31.6;41.6;62.0
568;0511 Algemeen directeuren;2020;38;32.2;40.2;60.7
569;0511 Algemeen directeuren;2021;10;;;
570;0511 Algemeen directeuren;2022;12;;;
571;0511 Algemeen directeuren;2023;10;;;
572;052 Managers op administratief en com...;2013;107;24.7;32.6;44.7
573;052 Managers op administratief en com...;2014;108;25.3;34.5;46.1
574;052 Managers op administratief en com...;2015;109;26.5;35.1;46.8
575;052 Managers op administratief en com...;2016;104;25.2;34.4;46.4
576;052 Managers op administratief en com...;2017;108;25.1;34.5;46.1
577;052 Managers op administratief en com...;2018;103;27.3;37.6;49.4
578;052 Managers op administratief en com...;2019;99;28.6;38.3;51.7
579;052 Managers op administratief en com...;2020;95;29.6;39.0;51.7
580;052 Managers op administratief en com...;2021;127;29.1;38.9;51.1
581;052 Managers op administratief en com...;2022;120;30.1;41.1;53.5
582;052 Managers op administratief en com...;2023;120;31.8;44.2;56.6
583;0521 Managers zakelijke en administra...;2013;61;24.2;31.8;43.1
584;0521 Managers zakelijke en administra...;2014;61;24.9;32.9;44.5
585;0521 Managers zakelijke en administra...;2015;65;25.5;34.3;45.0
586;0521 Managers zakelijke en administra...;2016;62;24.7;33.8;44.9
587;0521 Managers zakelijke en administra...;2017;65;24.9;34.1;45.2
588;0521 Managers zakelijke en administra...;2018;64;26.9;37.9;50.7
589;0521 Managers zakelijke en administra...;2019;56;28.2;37.6;51.5
590;0521 Managers zakelijke en administra...;2020;51;28.7;37.7;52.6
591;0521 Managers zakelijke en administra...;2021;64;28.5;38.3;49.0
592;0521 Managers zakelijke en administra...;2022;64;29.8;40.7;51.8
593;0521 Managers zakelijke en administra...;2023;68;32.7;44.6;56.7
594;0522 Managers verkoop en marketing;2013;45;25.4;34.1;46.5
595;0522 Managers verkoop en marketing;2014;47;25.8;36.0;48.2
596;0522 Managers verkoop en marketing;2015;44;29.2;37.1;48.8
597;0522 Managers verkoop en marketing;2016;42;25.5;35.4;48.7
598;0522 Managers verkoop en marketing;2017;42;25.4;35.0;46.9
599;0522 Managers verkoop en marketing;2018;39;28.2;36.9;47.9
600;0522 Managers verkoop en marketing;2019;43;29.1;40.1;52.6
601;0522 Managers verkoop en marketing;2020;44;30.8;40.4;50.2
602;0522 Managers verkoop en marketing;2021;63;30.2;40.5;52.7
603;0522 Managers verkoop en marketing;2022;56;30.2;41.4;54.7
604;0522 Managers verkoop en marketing;2023;52;30.4;43.5;55.7
605;053 Managers productie en gespecialis...;2013;150;25.3;31.7;39.7
606;053 Managers productie en gespecialis...;2014;149;25.2;32.2;41.0
607;053 Managers productie en gespecialis...;2015;134;26.2;33.2;42.8
608;053 Managers productie en gespecialis...;2016;126;26.1;32.9;42.7
609;053 Managers productie en gespecialis...;2017;123;26.0;32.6;41.6
610;053 Managers productie en gespecialis...;2018;112;26.6;33.6;41.9
611;053 Managers productie en gespecialis...;2019;115;27.1;34.6;43.1
612;053 Managers productie en gespecialis...;2020;116;28.3;36.3;45.3
613;053 Managers productie en gespecialis...;2021;138;29.8;37.9;46.5
614;053 Managers productie en gespecialis...;2022;149;30.5;38.9;48.8
615;053 Managers productie en gespecialis...;2023;166;31.5;41.1;50.9
616;0531 Managers productie;2013;36;23.6;29.9;38.0
617;0531 Managers productie;2014;42;24.9;31.6;40.1
618;0531 Managers productie;2015;38;25.1;30.8;40.9
619;0531 Managers productie;2016;37;25.9;32.3;41.6
620;0531 Managers productie;2017;35;26.3;32.4;42.8
621;0531 Managers productie;2018;32;27.0;33.4;43.2
622;0531 Managers productie;2019;32;28.0;35.5;44.8
623;0531 Managers productie;2020;33;29.0;37.3;48.6
624;0531 Managers productie;2021;32;31.0;38.2;47.0
625;0531 Managers productie;2022;37;30.2;38.7;49.8
626;0531 Managers productie;2023;41;33.0;41.4;51.9
627;0532 Managers logistiek;2013;22;;;
628;0532 Managers logistiek;2014;20;;;
629;0532 Managers logistiek;2015;20;;;
630;0532 Managers logistiek;2016;16;;;
631;0532 Managers logistiek;2017;13;;;
632;0532 Managers logistiek;2018;15;;;
633;0532 Managers logistiek;2019;13;;;
634;0532 Managers logistiek;2020;15;;;
635;0532 Managers logistiek;2021;22;;;
636;0532 Managers logistiek;2022;20;;;
637;0532 Managers logistiek;2023;21;;;
638;0533 Managers ICT;2013;21;;;
639;0533 Managers ICT;2014;21;;;
640;0533 Managers ICT;2015;17;;;
641;0533 Managers ICT;2016;13;;;
642;0533 Managers ICT;2017;16;;;
643;0533 Managers ICT;2018;17;;;
644;0533 Managers ICT;2019;19;;;
645;0533 Managers ICT;2020;18;;;
646;0533 Managers ICT;2021;23;;;
647;0533 Managers ICT;2022;25;;;
648;0533 Managers ICT;2023;25;;;
649;0534 Managers zorginstellingen;2013;25;;;
650;0534 Managers zorginstellingen;2014;23;;;
651;0534 Managers zorginstellingen;2015;21;;;
652;0534 Managers zorginstellingen;2016;22;;;
653;0534 Managers zorginstellingen;2017;22;;;
654;0534 Managers zorginstellingen;2018;18;;;
655;0534 Managers zorginstellingen;2019;20;;;
656;0534 Managers zorginstellingen;2020;21;;;
657;0534 Managers zorginstellingen;2021;23;;;
658;0534 Managers zorginstellingen;2022;27;;;
659;0534 Managers zorginstellingen;2023;31;30.8;37.1;44.5
660;0535 Managers onderwijs;2013;18;;;
661;0535 Managers onderwijs;2014;16;;;
662;0535 Managers onderwijs;2015;17;;;
663;0535 Managers onderwijs;2016;16;;;
664;0535 Managers onderwijs;2017;17;;;
665;0535 Managers onderwijs;2018;15;;;
666;0535 Managers onderwijs;2019;15;;;
667;0535 Managers onderwijs;2020;14;;;
668;0535 Managers onderwijs;2021;17;;;
669;0535 Managers onderwijs;2022;20;;;
670;0535 Managers onderwijs;2023;21;;;
671;0536 Managers gespecialiseerde dienst...;2013;28;;;
672;0536 Managers gespecialiseerde dienst...;2014;26;;;
673;0536 Managers gespecialiseerde dienst...;2015;21;;;
674;0536 Managers gespecialiseerde dienst...;2016;22;;;
675;0536 Managers gespecialiseerde dienst...;2017;20;;;
676;0536 Managers gespecialiseerde dienst...;2018;15;;;
677;0536 Managers gespecialiseerde dienst...;2019;16;;;
678;0536 Managers gespecialiseerde dienst...;2020;15;;;
679;0536 Managers gespecialiseerde dienst...;2021;20;;;
680;0536 Managers gespecialiseerde dienst...;2022;19;;;
681;0536 Managers gespecialiseerde dienst...;2023;25;;;
682;054 Managers horeca, detailhandel en...;2013;42;14.3;18.3;26.3
683;054 Managers horeca, detailhandel en...;2014;42;14.3;18.1;25.4
684;054 Managers horeca, detailhandel en...;2015;43;15.6;20.1;27.3
685;054 Managers horeca, detailhandel en...;2016;37;14.5;19.9;27.4
686;054 Managers horeca, detailhandel en...;2017;35;15.8;19.6;28.1
687;054 Managers horeca, detailhandel en...;2018;37;16.2;20.0;29.1
688;054 Managers horeca, detailhandel en...;2019;41;16.5;21.3;29.8
689;054 Managers horeca, detailhandel en...;2020;36;17.4;21.1;30.4
690;054 Managers horeca, detailhandel en...;2021;44;16.7;22.6;32.1
691;054 Managers horeca, detailhandel en...;2022;52;17.5;23.1;32.9
692;054 Managers horeca, detailhandel en...;2023;62;19.7;25.2;36.0
693;0541 Managers horeca;2013;12;;;
694;0541 Managers horeca;2014;15;;;
695;0541 Managers horeca;2015;13;;;
696;0541 Managers horeca;2016;11;;;
697;0541 Managers horeca;2017;11;;;
698;0541 Managers horeca;2018;13;;;
699;0541 Managers horeca;2019;12;;;
700;0541 Managers horeca;2020;9;;;
701;0541 Managers horeca;2021;9;;;
702;0541 Managers horeca;2022;11;;;
703;0541 Managers horeca;2023;16;;;
704;0542 Managers detail- en groothandel;2013;22;;;
705;0542 Managers detail- en groothandel;2014;19;;;
706;0542 Managers detail- en groothandel;2015;24;;;
707;0542 Managers detail- en groothandel;2016;21;;;
708;0542 Managers detail- en groothandel;2017;18;;;
709;0542 Managers detail- en groothandel;2018;17;;;
710;0542 Managers detail- en groothandel;2019;23;;;
711;0542 Managers detail- en groothandel;2020;21;;;
712;0542 Managers detail- en groothandel;2021;28;;;
713;0542 Managers detail- en groothandel;2022;32;18.6;24.7;35.3
714;0542 Managers detail- en groothandel;2023;37;21.2;27.9;39.4
715;0543 Managers commerciële en persoonl...;2013;7;;;
716;0543 Managers commerciële en persoonl...;2014;8;;;
717;0543 Managers commerciële en persoonl...;2015;6;;;
718;0543 Managers commerciële en persoonl...;2016;5;;;
719;0543 Managers commerciële en persoonl...;2017;5;;;
720;0543 Managers commerciële en persoonl...;2018;7;;;
721;0543 Managers commerciële en persoonl...;2019;7;;;
722;0543 Managers commerciële en persoonl...;2020;5;;;
723;0543 Managers commerciële en persoonl...;2021;7;;;
724;0543 Managers commerciële en persoonl...;2022;9;;;
725;0543 Managers commerciële en persoonl...;2023;9;;;
726;055 Managers z.n.d.;2013;42;22.9;30.4;42.4
727;055 Managers z.n.d.;2014;35;21.9;30.3;40.8
728;055 Managers z.n.d.;2015;26;;;
729;055 Managers z.n.d.;2016;19;;;
730;055 Managers z.n.d.;2017;15;;;
731;055 Managers z.n.d.;2018;7;;;
732;055 Managers z.n.d.;2019;18;;;
733;055 Managers z.n.d.;2020;18;;;
734;055 Managers z.n.d.;2021;13;;;
735;055 Managers z.n.d.;2022;9;;;
736;055 Managers z.n.d.;2023;7;;;
737;0551 Managers z.n.d.;2013;42;22.9;30.4;42.4
738;0551 Managers z.n.d.;2014;35;21.9;30.3;40.8
739;0551 Managers z.n.d.;2015;26;;;
740;0551 Managers z.n.d.;2016;19;;;
741;0551 Managers z.n.d.;2017;15;;;
742;0551 Managers z.n.d.;2018;7;;;
743;0551 Managers z.n.d.;2019;18;;;
744;0551 Managers z.n.d.;2020;18;;;
745;0551 Managers z.n.d.;2021;13;;;
746;0551 Managers z.n.d.;2022;9;;;
747;0551 Managers z.n.d.;2023;7;;;
748;06 Openbaar bestuur, veiligheid en ju...;2013;276;16.2;20.9;27.1
749;06 Openbaar bestuur, veiligheid en ju...;2014;259;16.5;21.2;27.9
750;06 Openbaar bestuur, veiligheid en ju...;2015;256;17.2;21.8;29.0
751;06 Openbaar bestuur, veiligheid en ju...;2016;270;18.0;23.0;29.9
752;06 Openbaar bestuur, veiligheid en ju...;2017;278;17.4;22.6;30.0
753;06 Openbaar bestuur, veiligheid en ju...;2018;284;17.7;23.1;30.7
754;06 Openbaar bestuur, veiligheid en ju...;2019;286;18.3;24.0;31.1
755;06 Openbaar bestuur, veiligheid en ju...;2020;300;19.3;24.9;32.2
756;06 Openbaar bestuur, veiligheid en ju...;2021;300;19.4;24.5;32.3
757;06 Openbaar bestuur, veiligheid en ju...;2022;305;20.4;26.5;34.0
758;06 Openbaar bestuur, veiligheid en ju...;2023;309;22.8;29.3;37.6
759;061 Overheidsambtenaren en -bestuurders;2013;93;19.3;23.1;31.5
760;061 Overheidsambtenaren en -bestuurders;2014;86;18.9;23.4;31.5
761;061 Overheidsambtenaren en -bestuurders;2015;85;19.3;24.4;32.5
762;061 Overheidsambtenaren en -bestuurders;2016;93;19.4;25.0;32.9
763;061 Overheidsambtenaren en -bestuurders;2017;89;19.5;24.4;31.7
764;061 Overheidsambtenaren en -bestuurders;2018;89;20.2;24.8;32.4
765;061 Overheidsambtenaren en -bestuurders;2019;95;21.1;25.5;33.6
766;061 Overheidsambtenaren en -bestuurders;2020;105;21.9;26.9;35.2
767;061 Overheidsambtenaren en -bestuurders;2021;107;21.5;26.0;33.9
768;061 Overheidsambtenaren en -bestuurders;2022;113;23.0;28.4;36.4
769;061 Overheidsambtenaren en -bestuurders;2023;121;25.0;31.6;40.9
770;0611 Overheidsbestuurders;2013;23;;;
771;0611 Overheidsbestuurders;2014;26;;;
772;0611 Overheidsbestuurders;2015;28;;;
773;0611 Overheidsbestuurders;2016;29;;;
774;0611 Overheidsbestuurders;2017;29;;;
775;0611 Overheidsbestuurders;2018;21;;;
776;0611 Overheidsbestuurders;2019;22;;;
777;0611 Overheidsbestuurders;2020;25;;;
778;0611 Overheidsbestuurders;2021;25;;;
779;0611 Overheidsbestuurders;2022;29;;;
780;0611 Overheidsbestuurders;2023;35;35.7;47.4;55.5
781;0612 Overheidsambtenaren;2013;71;18.6;21.5;26.4
782;0612 Overheidsambtenaren;2014;60;18.1;21.5;25.3
783;0612 Overheidsambtenaren;2015;57;18.1;21.9;25.9
784;0612 Overheidsambtenaren;2016;65;18.6;21.5;26.5
785;0612 Overheidsambtenaren;2017;60;18.2;21.4;26.4
786;0612 Overheidsambtenaren;2018;67;19.4;22.9;27.7
787;0612 Overheidsambtenaren;2019;73;20.0;24.1;28.6
788;0612 Overheidsambtenaren;2020;80;21.0;25.2;31.2
789;0612 Overheidsambtenaren;2021;82;20.7;24.6;28.7
790;0612 Overheidsambtenaren;2022;84;22.1;26.5;30.3
791;0612 Overheidsambtenaren;2023;86;23.7;29.1;33.4
792;062 Juristen;2013;38;22.5;29.7;40.3
793;062 Juristen;2014;38;22.2;30.0;41.0
794;062 Juristen;2015;40;22.1;31.2;42.4
795;062 Juristen;2016;45;23.0;32.3;43.1
796;062 Juristen;2017;52;23.0;31.7;43.6
797;062 Juristen;2018;51;23.4;33.4;44.5
798;062 Juristen;2019;51;23.8;32.2;41.1
799;062 Juristen;2020;54;23.6;32.2;44.6
800;062 Juristen;2021;50;21.2;32.6;44.1
801;062 Juristen;2022;51;25.2;33.8;45.9
802;062 Juristen;2023;58;27.8;37.4;48.5
803;0621 Juristen;2013;38;22.5;29.7;40.3
804;0621 Juristen;2014;38;22.2;30.0;41.0
805;0621 Juristen;2015;40;22.1;31.2;42.4
806;0621 Juristen;2016;45;23.0;32.3;43.1
807;0621 Juristen;2017;52;23.0;31.7;43.6
808;0621 Juristen;2018;51;23.4;33.4;44.5
809;0621 Juristen;2019;51;23.8;32.2;41.1
810;0621 Juristen;2020;54;23.6;32.2;44.6
811;0621 Juristen;2021;50;21.2;32.6;44.1
812;0621 Juristen;2022;51;25.2;33.8;45.9
813;0621 Juristen;2023;58;27.8;37.4;48.5
814;063 Beveiligingswerkers;2013;144;14.1;17.9;22.9
815;063 Beveiligingswerkers;2014;135;14.6;18.4;23.5
816;063 Beveiligingswerkers;2015;131;15.6;19.2;24.4
817;063 Beveiligingswerkers;2016;132;15.7;20.1;25.8
818;063 Beveiligingswerkers;2017;138;14.8;19.8;25.7
819;063 Beveiligingswerkers;2018;144;15.6;20.1;26.1
820;063 Beveiligingswerkers;2019;140;15.7;20.1;26.2
821;063 Beveiligingswerkers;2020;141;16.7;21.2;27.3
822;063 Beveiligingswerkers;2021;143;17.5;21.3;28.4
823;063 Beveiligingswerkers;2022;141;17.9;22.6;29.7
824;063 Beveiligingswerkers;2023;130;19.9;25.1;31.4
825;0631 Politie-inspecteurs;2013;10;;;
826;0631 Politie-inspecteurs;2014;10;;;
827;0631 Politie-inspecteurs;2015;11;;;
828;0631 Politie-inspecteurs;2016;9;;;
829;0631 Politie-inspecteurs;2017;12;;;
830;0631 Politie-inspecteurs;2018;11;;;
831;0631 Politie-inspecteurs;2019;11;;;
832;0631 Politie-inspecteurs;2020;13;;;
833;0631 Politie-inspecteurs;2021;12;;;
834;0631 Politie-inspecteurs;2022;14;;;
835;0631 Politie-inspecteurs;2023;12;;;
836;0632 Politie en brandweer;2013;42;17.5;21.5;24.8
837;0632 Politie en brandweer;2014;38;17.1;21.3;25.1
838;0632 Politie en brandweer;2015;37;18.4;22.0;26.6
839;0632 Politie en brandweer;2016;41;20.1;23.7;28.0
840;0632 Politie en brandweer;2017;42;17.5;22.8;28.0
841;0632 Politie en brandweer;2018;40;18.4;23.3;28.4
842;0632 Politie en brandweer;2019;39;19.9;23.7;28.9
843;0632 Politie en brandweer;2020;40;18.9;24.2;28.7
844;0632 Politie en brandweer;2021;46;19.0;24.2;30.0
845;0632 Politie en brandweer;2022;45;21.0;26.0;31.9
846;0632 Politie en brandweer;2023;41;21.6;26.7;32.4
847;0633 Beveiligingspersoneel;2013;68;12.7;15.3;18.3
848;0633 Beveiligingspersoneel;2014;61;13.3;16.4;19.6
849;0633 Beveiligingspersoneel;2015;60;14.4;17.1;20.1
850;0633 Beveiligingspersoneel;2016;61;13.6;16.9;20.3
851;0633 Beveiligingspersoneel;2017;62;12.8;16.8;20.3
852;0633 Beveiligingspersoneel;2018;68;14.0;17.3;21.2
853;0633 Beveiligingspersoneel;2019;67;14.9;17.8;21.9
854;0633 Beveiligingspersoneel;2020;62;15.3;18.7;22.9
855;0633 Beveiligingspersoneel;2021;58;16.2;19.6;23.1
856;0633 Beveiligingspersoneel;2022;54;15.8;19.6;23.3
857;0633 Beveiligingspersoneel;2023;50;18.2;22.4;27.2
858;0634 Militaire beroepen;2013;24;;;
859;0634 Militaire beroepen;2014;25;;;
860;0634 Militaire beroepen;2015;24;;;
861;0634 Militaire beroepen;2016;21;;;
862;0634 Militaire beroepen;2017;22;;;
863;0634 Militaire beroepen;2018;25;;;
864;0634 Militaire beroepen;2019;23;;;
865;0634 Militaire beroepen;2020;26;;;
866;0634 Militaire beroepen;2021;27;;;
867;0634 Militaire beroepen;2022;28;;;
868;0634 Militaire beroepen;2023;27;;;
869;07 Technische beroepen;2013;1006;14.1;18.2;22.9
870;07 Technische beroepen;2014;1017;14.0;18.0;22.9
871;07 Technische beroepen;2015;1066;14.2;18.4;23.2
872;07 Technische beroepen;2016;1051;14.5;18.6;23.7
873;07 Technische beroepen;2017;1056;14.4;18.6;23.6
874;07 Technische beroepen;2018;1067;14.9;19.3;24.6
875;07 Technische beroepen;2019;1082;15.4;20.0;25.1
876;07 Technische beroepen;2020;1048;16.1;20.9;26.5
877;07 Technische beroepen;2021;1023;16.6;21.7;27.7
878;07 Technische beroepen;2022;1041;17.2;22.3;28.5
