ID;Geslacht;Leeftijd;Herkomst;ZorgvormZvwZorgkosten;Perioden;GemiddeldeZorgkostenVolgensDeZvw_1;PersonenMetZvwZorgkostenRelatief_2
2241;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geboortezorg;2020;1.0;0.1
2242;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geboortezorg;2021;1.0;0.1
2243;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geboortezorg;2022;1.0;0.0
2244;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Paramedische zorg;2020;110.0;18.4
2245;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Paramedische zorg;2021;131.0;20.0
2246;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Paramedische zorg;2022;139.0;20.7
2247;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Hulpmiddelen;2020;34.0;6.1
2248;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Hulpmiddelen;2021;38.0;7.0
2249;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Hulpmiddelen;2022;39.0;7.2
2250;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenvervoer;2020;13.0;1.3
2251;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenvervoer;2021;17.0;1.5
2252;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Ziekenvervoer;2022;18.0;1.6
2253;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Buitenland;2020;2.0;0.5
2254;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Buitenland;2021;4.0;1.0
2255;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Buitenland;2022;7.0;1.4
2256;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geriatrische revalidatiezorg;2020;;0.0
2257;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geriatrische revalidatiezorg;2021;0.0;0.0
2258;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geriatrische revalidatiezorg;2022;0.0;0.0
2259;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geestelijke gezondheidszorg-ZPM;2020;;
2260;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geestelijke gezondheidszorg-ZPM;2021;;
2261;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Geestelijke gezondheidszorg-ZPM;2022;25.0;0.5
2262;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Verpleging en verzorging;2020;34.0;0.4
2263;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Verpleging en verzorging;2021;30.0;0.4
2264;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Verpleging en verzorging;2022;30.0;0.4
2265;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Zorg zintuiglijk gehandicapten;2020;72.0;0.7
2266;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Zorg zintuiglijk gehandicapten;2021;82.0;0.7
2267;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Zorg zintuiglijk gehandicapten;2022;87.0;0.8
2268;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Eerstelijnsverblijf;2020;0.0;0.0
2269;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Eerstelijnsverblijf;2021;0.0;0.0
2270;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Eerstelijnsverblijf;2022;;0.0
2271;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Generalistische basis GGZ;2020;1.0;0.1
2272;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Generalistische basis GGZ;2021;1.0;0.1
2273;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Generalistische basis GGZ;2022;;
2274;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Gespecialiseerde GGZ;2020;25.0;0.3
2275;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Gespecialiseerde GGZ;2021;16.0;0.3
2276;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Gespecialiseerde GGZ;2022;;
2277;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Overige zorgvormen;2020;7.0;6.4
2278;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Overige zorgvormen;2021;10.0;7.3
2279;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geb. in NL, 2 ouders buiten NL;Overige zorgvormen;2022;7.0;7.2
2280;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Totaal alle zorgvormen;2020;1044.0;94.4
2281;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Totaal alle zorgvormen;2021;1126.0;94.1
2282;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Totaal alle zorgvormen;2022;1189.0;93.0
2283;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Huisartsenzorg;2020;120.0;92.8
2284;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Huisartsenzorg;2021;131.0;92.3
2285;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Huisartsenzorg;2022;136.0;90.9
2286;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Multidisciplinaire zorg;2020;8.0;49.4
2287;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Multidisciplinaire zorg;2021;8.0;49.9
2288;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Multidisciplinaire zorg;2022;10.0;54.1
2289;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Ziekenhuiszorg;2020;433.0;28.8
2290;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Ziekenhuiszorg;2021;470.0;30.5
2291;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Ziekenhuiszorg;2022;512.0;31.8
2292;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Farmacie;2020;64.0;36.0
2293;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Farmacie;2021;61.0;36.8
2294;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Farmacie;2022;68.0;38.8
2295;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Mondzorg;2020;158.0;59.3
2296;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Mondzorg;2021;183.0;61.7
2297;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Mondzorg;2022;186.0;60.6
2298;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geboortezorg;2020;4.0;0.2
2299;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geboortezorg;2021;4.0;0.2
2300;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geboortezorg;2022;4.0;0.2
2301;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Paramedische zorg;2020;97.0;16.0
2302;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Paramedische zorg;2021;109.0;16.9
2303;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Paramedische zorg;2022;103.0;16.2
2304;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Hulpmiddelen;2020;31.0;3.9
2305;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Hulpmiddelen;2021;34.0;4.2
2306;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Hulpmiddelen;2022;35.0;4.2
2307;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Ziekenvervoer;2020;10.0;0.9
2308;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Ziekenvervoer;2021;12.0;1.0
2309;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Ziekenvervoer;2022;13.0;1.1
2310;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Buitenland;2020;11.0;1.4
2311;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Buitenland;2021;16.0;1.5
2312;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Buitenland;2022;22.0;1.8
2313;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geriatrische revalidatiezorg;2020;0.0;0.0
2314;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geriatrische revalidatiezorg;2021;0.0;0.0
2315;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geriatrische revalidatiezorg;2022;0.0;0.0
2316;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geestelijke gezondheidszorg-ZPM;2020;;
2317;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geestelijke gezondheidszorg-ZPM;2021;;
2318;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Geestelijke gezondheidszorg-ZPM;2022;38.0;0.7
2319;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Verpleging en verzorging;2020;13.0;0.2
2320;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Verpleging en verzorging;2021;15.0;0.2
2321;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Verpleging en verzorging;2022;15.0;0.2
2322;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Zorg zintuiglijk gehandicapten;2020;42.0;0.5
2323;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Zorg zintuiglijk gehandicapten;2021;44.0;0.5
2324;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Zorg zintuiglijk gehandicapten;2022;44.0;0.5
2325;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Eerstelijnsverblijf;2020;0.0;0.0
2326;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Eerstelijnsverblijf;2021;0.0;0.0
2327;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Eerstelijnsverblijf;2022;0.0;0.0
2328;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Generalistische basis GGZ;2020;1.0;0.1
2329;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Generalistische basis GGZ;2021;1.0;0.1
2330;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Generalistische basis GGZ;2022;;
2331;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Gespecialiseerde GGZ;2020;45.0;0.5
2332;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Gespecialiseerde GGZ;2021;33.0;0.5
2333;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Gespecialiseerde GGZ;2022;;
2334;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Overige zorgvormen;2020;5.0;3.9
2335;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Overige zorgvormen;2021;6.0;4.3
2336;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomst: geboren buiten Nederland;Overige zorgvormen;2022;5.0;4.4
2337;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Totaal alle zorgvormen;2020;1185.0;99.5
2338;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Totaal alle zorgvormen;2021;1296.0;99.6
2339;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Totaal alle zorgvormen;2022;1384.0;99.6
2340;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Huisartsenzorg;2020;139.0;98.9
2341;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Huisartsenzorg;2021;156.0;98.9
2342;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Huisartsenzorg;2022;165.0;99.0
2343;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Multidisciplinaire zorg;2020;9.0;53.2
2344;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Multidisciplinaire zorg;2021;9.0;54.0
2345;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Multidisciplinaire zorg;2022;10.0;60.3
2346;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Ziekenhuiszorg;2020;611.0;34.2
2347;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Ziekenhuiszorg;2021;686.0;36.2
2348;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Ziekenhuiszorg;2022;730.0;38.7
2349;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Farmacie;2020;86.0;45.3
2350;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Farmacie;2021;85.0;46.5
2351;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Farmacie;2022;98.0;49.4
2352;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Mondzorg;2020;109.0;68.4
2353;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Mondzorg;2021;126.0;70.7
2354;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Mondzorg;2022;131.0;71.3
2355;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geboortezorg;2020;1.0;0.0
2356;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geboortezorg;2021;1.0;0.1
2357;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geboortezorg;2022;1.0;0.1
2358;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Paramedische zorg;2020;73.0;17.6
2359;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Paramedische zorg;2021;84.0;18.6
2360;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Paramedische zorg;2022;87.0;19.1
2361;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Hulpmiddelen;2020;31.0;5.4
2362;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Hulpmiddelen;2021;35.0;6.5
2363;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Hulpmiddelen;2022;35.0;6.6
2364;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Ziekenvervoer;2020;10.0;1.0
2365;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Ziekenvervoer;2021;12.0;1.2
2366;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Ziekenvervoer;2022;13.0;1.2
2367;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Buitenland;2020;3.0;0.5
2368;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Buitenland;2021;3.0;0.5
2369;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Buitenland;2022;6.0;1.1
2370;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geriatrische revalidatiezorg;2020;0.0;0.0
2371;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geriatrische revalidatiezorg;2021;0.0;0.0
2372;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geriatrische revalidatiezorg;2022;0.0;0.0
2373;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geestelijke gezondheidszorg-ZPM;2020;;
2374;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geestelijke gezondheidszorg-ZPM;2021;;
2375;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Geestelijke gezondheidszorg-ZPM;2022;40.0;0.8
2376;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Verpleging en verzorging;2020;32.0;0.3
2377;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Verpleging en verzorging;2021;31.0;0.3
2378;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Verpleging en verzorging;2022;30.0;0.3
2379;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Zorg zintuiglijk gehandicapten;2020;29.0;0.3
2380;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Zorg zintuiglijk gehandicapten;2021;32.0;0.3
2381;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Zorg zintuiglijk gehandicapten;2022;32.0;0.3
2382;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Eerstelijnsverblijf;2020;;0.0
2383;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Eerstelijnsverblijf;2021;0.0;0.0
2384;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Eerstelijnsverblijf;2022;0.0;0.0
2385;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Generalistische basis GGZ;2020;2.0;0.2
2386;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Generalistische basis GGZ;2021;2.0;0.2
2387;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Generalistische basis GGZ;2022;;
2388;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Gespecialiseerde GGZ;2020;44.0;0.5
2389;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Gespecialiseerde GGZ;2021;28.0;0.5
2390;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Gespecialiseerde GGZ;2022;;
2391;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Overige zorgvormen;2020;6.0;4.4
2392;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Overige zorgvormen;2021;7.0;4.9
2393;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: Nederland;Overige zorgvormen;2022;6.0;5.1
2394;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Totaal alle zorgvormen;2020;1258.0;98.2
2395;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Totaal alle zorgvormen;2021;1379.0;98.2
2396;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Totaal alle zorgvormen;2022;1455.0;97.9
2397;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Huisartsenzorg;2020;140.0;97.0
2398;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Huisartsenzorg;2021;157.0;97.0
2399;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Huisartsenzorg;2022;166.0;96.7
2400;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Multidisciplinaire zorg;2020;9.0;54.9
2401;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Multidisciplinaire zorg;2021;9.0;55.7
2402;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Multidisciplinaire zorg;2022;11.0;61.3
2403;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Ziekenhuiszorg;2020;624.0;34.0
2404;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Ziekenhuiszorg;2021;684.0;36.2
2405;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Ziekenhuiszorg;2022;722.0;38.1
2406;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Farmacie;2020;73.0;44.0
2407;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Farmacie;2021;72.0;45.6
2408;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Farmacie;2022;80.0;48.0
2409;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Mondzorg;2020;141.0;60.5
2410;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Mondzorg;2021;166.0;63.3
2411;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Mondzorg;2022;171.0;63.4
2412;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geboortezorg;2020;2.0;0.1
2413;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geboortezorg;2021;1.0;0.1
2414;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geboortezorg;2022;1.0;0.1
2415;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Paramedische zorg;2020;97.0;17.4
2416;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Paramedische zorg;2021;113.0;18.7
2417;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Paramedische zorg;2022;116.0;19.0
2418;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Hulpmiddelen;2020;31.0;5.5
2419;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Hulpmiddelen;2021;35.0;6.4
2420;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Hulpmiddelen;2022;36.0;6.4
2421;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Ziekenvervoer;2020;12.0;1.1
2422;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Ziekenvervoer;2021;15.0;1.3
2423;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Ziekenvervoer;2022;15.0;1.4
2424;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Buitenland;2020;5.0;0.8
2425;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Buitenland;2021;7.0;1.1
2426;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Buitenland;2022;10.0;1.6
2427;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geriatrische revalidatiezorg;2020;;0.0
2428;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geriatrische revalidatiezorg;2021;0.0;0.0
2429;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geriatrische revalidatiezorg;2022;0.0;0.0
2430;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geestelijke gezondheidszorg-ZPM;2020;;
2431;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geestelijke gezondheidszorg-ZPM;2021;;
2432;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Geestelijke gezondheidszorg-ZPM;2022;32.0;0.6
2433;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Verpleging en verzorging;2020;27.0;0.3
2434;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Verpleging en verzorging;2021;25.0;0.3
2435;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Verpleging en verzorging;2022;25.0;0.3
2436;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Zorg zintuiglijk gehandicapten;2020;56.0;0.5
2437;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Zorg zintuiglijk gehandicapten;2021;61.0;0.6
2438;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Zorg zintuiglijk gehandicapten;2022;62.0;0.6
2439;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Eerstelijnsverblijf;2020;0.0;0.0
2440;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Eerstelijnsverblijf;2021;0.0;0.0
2441;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Eerstelijnsverblijf;2022;;0.0
2442;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Generalistische basis GGZ;2020;1.0;0.1
2443;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Generalistische basis GGZ;2021;1.0;0.1
2444;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Generalistische basis GGZ;2022;;
2445;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Gespecialiseerde GGZ;2020;34.0;0.4
2446;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Gespecialiseerde GGZ;2021;24.0;0.4
2447;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Gespecialiseerde GGZ;2022;;
2448;Totaal mannen en vrouwen;0 tot 20 jaar;Herkomstland: buiten Nederland;Overige zorgvormen;2020;6.0;5.4
