ID;VissoortenSchaalEnSchelpdieren;Perioden;Prijzen_1
2953;Kabeljauw;2003 februari;2160.0
2954;Kabeljauw;2003 maart;2390.0
2955;Kabeljauw;2003 april;3210.0
2956;Kabeljauw;2003 mei;2780.0
2957;Kabeljauw;2003 juni;3440.0
2958;Kabeljauw;2003 juli;3210.0
2959;Kabeljauw;2003 augustus;3120.0
2960;Kabeljauw;2003 september;2150.0
2961;Kabeljauw;2003 oktober;2310.0
2962;Kabeljauw;2003 november;2180.0
2963;Kabeljauw;2003 december;2640.0
2964;Kabeljauw;2003;2540.0
2965;Kabeljauw;2004 januari;1950.0
2966;Kabeljauw;2004 februari;1920.0
2967;Kabeljauw;2004 maart;2150.0
2968;Kabeljauw;2004 april;2610.0
2969;Kabeljauw;2004 mei;2150.0
2970;Kabeljauw;2004 juni;2560.0
2971;Kabeljauw;2004 juli;3650.0
2972;Kabeljauw;2004 augustus;2590.0
2973;Kabeljauw;2004 september;3090.0
2974;Kabeljauw;2004 oktober;2990.0
2975;Kabeljauw;2004 november;2520.0
2976;Kabeljauw;2004 december;2470.0
2977;Kabeljauw;2004;2370.0
2978;Kabeljauw;2005 januari;2590.0
2979;Kabeljauw;2005 februari;2080.0
2980;Kabeljauw;2005 maart;2640.0
2981;Kabeljauw;2005 april;3000.0
2982;Kabeljauw;2005 mei;2350.0
2983;Kabeljauw;2005 juni;2220.0
2984;Kabeljauw;2005 juli;2540.0
2985;Kabeljauw;2005 augustus;2700.0
2986;Kabeljauw;2005 september;2580.0
2987;Kabeljauw;2005 oktober;2420.0
2988;Kabeljauw;2005 november;2090.0
2989;Kabeljauw;2005 december;2000.0
2990;Kabeljauw;2005;2390.0
2991;Kabeljauw;2006 januari;1860.0
2992;Kabeljauw;2006 februari;1980.0
2993;Kabeljauw;2006 maart;2690.0
2994;Kabeljauw;2006 april;3040.0
2995;Kabeljauw;2006 mei;2450.0
2996;Kabeljauw;2006 juni;2650.0
2997;Kabeljauw;2006 juli;2710.0
2998;Kabeljauw;2006 augustus;3230.0
2999;Kabeljauw;2006 september;3160.0
3000;Kabeljauw;2006 oktober;3040.0
3001;Kabeljauw;2006 november;2630.0
3002;Kabeljauw;2006 december;2730.0
3003;Kabeljauw;2006;2510.0
3004;Kabeljauw;2007 januari;2830.0
3005;Kabeljauw;2007 februari;2320.0
3006;Kabeljauw;2007 maart;2410.0
3007;Kabeljauw;2007 april;3080.0
3008;Kabeljauw;2007 mei;2260.0
3009;Kabeljauw;2007 juni;2300.0
3010;Kabeljauw;2007 juli;3600.0
3011;Kabeljauw;2007 augustus;3380.0
3012;Kabeljauw;2007 september;3670.0
3013;Kabeljauw;2007 oktober;3040.0
3014;Kabeljauw;2007 november;2840.0
3015;Kabeljauw;2007 december;2810.0
3016;Kabeljauw;2007;2780.0
3017;Kabeljauw;2008 januari;2980.0
3018;Kabeljauw;2008 februari;2440.0
3019;Kabeljauw;2008 maart;2620.0
3020;Kabeljauw;2008 april;2270.0
3021;Kabeljauw;2008 mei;2540.0
3022;Kabeljauw;2008 juni;3060.0
3023;Kabeljauw;2008 juli;3730.0
3024;Kabeljauw;2008 augustus;3450.0
3025;Kabeljauw;2008 september;3220.0
3026;Kabeljauw;2008 oktober;2980.0
3027;Kabeljauw;2008 november;2470.0
3028;Kabeljauw;2008 december;2240.0
3029;Kabeljauw;2008;2750.0
3030;Kabeljauw;2009 januari;1970.0
3031;Kabeljauw;2009 februari;1860.0
3032;Kabeljauw;2009 maart;2200.0
3033;Kabeljauw;2009 april;2000.0
3034;Kabeljauw;2009 mei;1590.0
3035;Kabeljauw;2009 juni;2280.0
3036;Kabeljauw;2009 juli;2830.0
3037;Kabeljauw;2009 augustus;3060.0
3038;Kabeljauw;2009 september;3320.0
3039;Kabeljauw;2009 oktober;2680.0
3040;Kabeljauw;2009 november;2470.0
3041;Kabeljauw;2009 december;2500.0
3042;Kabeljauw;2009;2260.0
3043;Kabeljauw;2010 januari;2170.0
3044;Kabeljauw;2010 februari;2070.0
3045;Kabeljauw;2010 maart;2380.0
3046;Kabeljauw;2010 april;2480.0
3047;Kabeljauw;2010 mei;2350.0
3048;Kabeljauw;2010 juni;2610.0
3049;Kabeljauw;2010 juli;3410.0
3050;Kabeljauw;2010 augustus;3380.0
3051;Kabeljauw;2010 september;2720.0
3052;Kabeljauw;2010 oktober;2700.0
3053;Kabeljauw;2010 november;2320.0
3054;Kabeljauw;2010 december;2310.0
3055;Kabeljauw;2010;2540.0
3056;Kabeljauw;2011 januari;2290.0
3057;Kabeljauw;2011 februari;2490.0
3058;Kabeljauw;2011 maart;2580.0
3059;Kabeljauw;2011 april;2720.0
3060;Kabeljauw;2011 mei;2480.0
3061;Kabeljauw;2011 juni;2730.0
3062;Kabeljauw;2011 juli;3380.0
3063;Kabeljauw;2011 augustus;3530.0
3064;Kabeljauw;2011 september;3240.0
3065;Kabeljauw;2011 oktober;3180.0
3066;Kabeljauw;2011 november;2380.0
3067;Kabeljauw;2011 december;3090.0
3068;Kabeljauw;2011;2700.0
3069;Kabeljauw;2012 januari;2224.0
3070;Kabeljauw;2012 februari;1990.0
3071;Kabeljauw;2012 maart;2227.0
3072;Kabeljauw;2012 april;2500.0
3073;Kabeljauw;2012 mei;2101.0
3074;Kabeljauw;2012 juni;2804.0
3075;Kabeljauw;2012 juli;3820.0
3076;Kabeljauw;2012 augustus;3286.0
3077;Kabeljauw;2012 september;3368.0
3078;Kabeljauw;2012 oktober;3238.0
3079;Kabeljauw;2012 november;2466.0
3080;Kabeljauw;2012 december;2498.0
3081;Kabeljauw;2012;2581.0
3082;Kabeljauw;2013 januari;2415.0
3083;Kabeljauw;2013 februari;1893.0
3084;Kabeljauw;2013 maart;2620.0
3085;Kabeljauw;2013 april;1971.0
3086;Kabeljauw;2013 mei;2084.0
3087;Kabeljauw;2013 juni;3013.0
3088;Kabeljauw;2013 juli;2967.0
3089;Kabeljauw;2013 augustus;3176.0
3090;Kabeljauw;2013 september;3054.0
3091;Kabeljauw;2013 oktober;2936.0
3092;Kabeljauw;2013 november;2653.0
3093;Kabeljauw;2013 december;2159.0
3094;Kabeljauw;2013;2574.0
3095;Kabeljauw;2014 januari;2100.0
3096;Kabeljauw;2014 februari;1533.0
3097;Kabeljauw;2014 maart;1867.0
3098;Kabeljauw;2014 april;1856.0
3099;Kabeljauw;2014 mei;1734.0
3100;Kabeljauw;2014 juni;2288.0
3101;Kabeljauw;2014 juli;2566.0
3102;Kabeljauw;2014 augustus;2920.0
3103;Kabeljauw;2014 september;3013.0
3104;Kabeljauw;2014 oktober;2559.0
3105;Kabeljauw;2014 november;2319.0
3106;Kabeljauw;2014 december;2490.0
3107;Kabeljauw;2014 ;2178.0
3108;Kabeljauw;2015 januari;2028.0
3109;Kabeljauw;2015 februari;2195.0
3110;Kabeljauw;2015 maart;2375.0
3111;Kabeljauw;2015 april;2670.0
3112;Kabeljauw;2015 mei;2689.0
3113;Kabeljauw;2015 juni;2776.0
3114;Kabeljauw;2015 juli;2874.0
3115;Kabeljauw;2015  augustus;3035.0
3116;Kabeljauw;2015 september;3433.0
3117;Kabeljauw;2015 oktober;3459.0
3118;Kabeljauw;2015 november;3154.0
3119;Kabeljauw;2015 december;3547.0
3120;Kabeljauw;2015 ;2789.0
3121;Kabeljauw;2016  januari;2344.0
3122;Kabeljauw;2016 februari;2564.0
3123;Kabeljauw;2016 maart;2694.0
3124;Kabeljauw;2016 april;2929.0
3125;Kabeljauw;2016 mei;2470.0
3126;Kabeljauw;2016 juni;2515.0
3127;Kabeljauw;2016 juli;3261.0
3128;Kabeljauw;2016 augustus;3639.0
3129;Kabeljauw;2016 september;3125.0
3130;Kabeljauw;2016 oktober;3306.0
3131;Kabeljauw;2016 november;2660.0
3132;Kabeljauw;2016 december;3146.0
3133;Kabeljauw;2016;2918.0
3134;Kabeljauw;2017 januari;2962.0
3135;Kabeljauw;2017 februari;2830.0
3136;Kabeljauw;2017 maart;1812.0
3137;Kabeljauw;2017 april;2490.0
3138;Kabeljauw;2017 mei;2636.0
3139;Kabeljauw;2017 juni;2851.0
3140;Kabeljauw;2017 juli;3216.0
3141;Kabeljauw;2017 augustus;3350.0
3142;Kabeljauw;2017 september;3826.0
3143;Kabeljauw;2017 oktober;3299.0
3144;Kabeljauw;2017 november;2453.0
3145;Kabeljauw;2017 december;2933.0
3146;Kabeljauw;2017;2970.0
3147;Kabeljauw;2018 januari;2402.0
3148;Kabeljauw;2018 februari;2455.0
3149;Kabeljauw;2018 maart;2238.0
3150;Kabeljauw;2018 april;2471.0
3151;Kabeljauw;2018 mei;2828.0
3152;Kabeljauw;2018 juni;2776.0
3153;Kabeljauw;2018 juli;2744.0
3154;Kabeljauw;2018 augustus;3333.0
3155;Kabeljauw;2018 september;3489.0
3156;Kabeljauw;2018 oktober;2939.0
3157;Kabeljauw;2018 november;2478.0
3158;Kabeljauw;2018 december;2709.0
3159;Kabeljauw;2018;2790.0
3160;Kabeljauw;2019 januari;2410.0
3161;Kabeljauw;2019 februari;2178.0
3162;Kabeljauw;2019 maart;2463.0
3163;Kabeljauw;2019 april ;2294.0
3164;Kabeljauw;2019 mei;2899.0
3165;Kabeljauw;2019 juni;3065.0
3166;Kabeljauw;2019 juli;3160.0
3167;Kabeljauw;2019 augustus;3640.0
3168;Kabeljauw;2019 september;3622.0
3169;Kabeljauw;2019 oktober;3137.0
3170;Kabeljauw;2019 november;2766.0
3171;Kabeljauw;2019 december;3399.0
3172;Kabeljauw;2019;2908.0
3173;Kabeljauw;2020 januari;3491.0
3174;Kabeljauw;2020 februari;3120.0
3175;Kabeljauw;2020 maart;2960.0
3176;Kabeljauw;2020 april;2490.0
3177;Kabeljauw;2020 mei;3046.0
3178;Kabeljauw;2020 juni;3593.0
3179;Kabeljauw;2020 juli;3530.0
3180;Kabeljauw;2020 augustus;4136.0
3181;Kabeljauw;2020 september;4233.0
3182;Kabeljauw;2020 oktober;2805.0
3183;Kabeljauw;2020 november;2955.0
3184;Kabeljauw;2020 december;2840.0
3185;Kabeljauw;2020;3362.0
3186;Kabeljauw;2021 januari;3199.0
3187;Kabeljauw;2021 februari;2957.0
3188;Kabeljauw;2021 maart;3130.0
3189;Kabeljauw;2021 april;2607.0
3190;Kabeljauw;2021 mei;2943.0
3191;Kabeljauw;2021 juni;3151.0
3192;Kabeljauw;2021 juli;3916.0
3193;Kabeljauw;2021 augustus;3617.0
3194;Kabeljauw;2021 september;3410.0
3195;Kabeljauw;2021 oktober;3553.0
3196;Kabeljauw;2021 november;3197.0
3197;Kabeljauw;2021 december;2628.0
3198;Kabeljauw;2021 ;3109.0
3199;Kabeljauw;2022  januari;4042.0
3200;Kabeljauw;2022 februari;4042.0
3201;Kabeljauw;2022 maart;2924.0
3202;Kabeljauw;2022 april;3013.0
3203;Kabeljauw;2022 mei;3078.0
3204;Kabeljauw;2022 juni;3575.0
3205;Kabeljauw;2022 juli;4469.0
3206;Kabeljauw;2022 augustus;4701.0
3207;Kabeljauw;2022 september;4157.0
3208;Kabeljauw;2022 oktober;4145.0
3209;Kabeljauw;2022 november;3117.0
3210;Kabeljauw;2022 december;3259.0
3211;Kabeljauw;2022;3837.0
3212;Kabeljauw;2023 januari;4004.0
3213;Kabeljauw;2023 februari;4205.0
3214;Kabeljauw;2023 maart;3987.0
3215;Kabeljauw;2023 april;3090.0
3216;Kabeljauw;2023 mei;3933.0
3217;Kabeljauw;2023 juni;3963.0
3218;Kabeljauw;2023 juli;4312.0
3219;Kabeljauw;2023 augustus;4458.0
3220;Kabeljauw;2023 september;4237.0
3221;Kabeljauw;2023 oktober;3873.0
3222;Kabeljauw;2023 november;3023.0
3223;Kabeljauw;2023 december;3052.0
3224;Kabeljauw;2023;4048.0
3225;Kabeljauw;2024 januari;4300.0
3226;Kabeljauw;2024 februari;4592.0
3227;Kabeljauw;2024 maart;3713.0
3228;Kabeljauw;2024 april;4547.0
3229;Kabeljauw;2024 mei;4932.0
3230;Kabeljauw;2024 juni;5207.0
3231;Kabeljauw;2024 juli ;5072.0
3232;Kabeljauw;2024 augustus;5907.0
3233;Kabeljauw;2024 september;5379.0
3234;Kabeljauw;2024 oktober;4771.0
3235;Kabeljauw;2024 november;3710.0
3236;Kabeljauw;2024 december;4167.0
3237;Kabeljauw;2024 ;5103.0
3238;Kabeljauw;2025 januari;4731.0
3239;Kabeljauw;2025 februari;4568.0
3240;Rode poon;1994 januari;
3241;Rode poon;1994 februari;
3242;Rode poon;1994 maart;
3243;Rode poon;1994 april;
3244;Rode poon;1994 mei;
3245;Rode poon;1994 juni;
3246;Rode poon;1994 juli;
3247;Rode poon;1994 augustus;
3248;Rode poon;1994 september;
3249;Rode poon;1994 oktober;
3250;Rode poon;1994 november;
3251;Rode poon;1994 december;
3252;Rode poon;1994;
3253;Rode poon;1995 januari;
3254;Rode poon;1995 februari;
3255;Rode poon;1995 maart;
3256;Rode poon;1995 april;
3257;Rode poon;1995 mei;
3258;Rode poon;1995 juni;
3259;Rode poon;1995 juli;
3260;Rode poon;1995 augustus;
3261;Rode poon;1995 september;
3262;Rode poon;1995 oktober;
3263;Rode poon;1995 november;
3264;Rode poon;1995 december;
3265;Rode poon;1995;
3266;Rode poon;1996 januari;
3267;Rode poon;1996 februari;
3268;Rode poon;1996 maart;
3269;Rode poon;1996 april;
3270;Rode poon;1996 mei;
3271;Rode poon;1996 juni;
3272;Rode poon;1996 juli;
3273;Rode poon;1996 augustus;
3274;Rode poon;1996 september;
3275;Rode poon;1996 oktober;
3276;Rode poon;1996 november;
3277;Rode poon;1996 december;
3278;Rode poon;1996;
3279;Rode poon;1997 januari;
3280;Rode poon;1997 februari;
3281;Rode poon;1997 maart;
3282;Rode poon;1997 april;
3283;Rode poon;1997 mei;
3284;Rode poon;1997 juni;
3285;Rode poon;1997 juli;
3286;Rode poon;1997 augustus;
3287;Rode poon;1997 september;
3288;Rode poon;1997 oktober;
3289;Rode poon;1997 november;
3290;Rode poon;1997 december;
3291;Rode poon;1997;
3292;Rode poon;1998 januari;
3293;Rode poon;1998 februari;
3294;Rode poon;1998 maart;
3295;Rode poon;1998 april;
3296;Rode poon;1998 mei;
3297;Rode poon;1998 juni;
3298;Rode poon;1998 juli;
3299;Rode poon;1998 augustus;
3300;Rode poon;1998 september;
3301;Rode poon;1998 oktober;
3302;Rode poon;1998 november;
3303;Rode poon;1998 december;
3304;Rode poon;1998;
3305;Rode poon;1999 januari;
3306;Rode poon;1999 februari;
3307;Rode poon;1999 maart;
3308;Rode poon;1999 april;
3309;Rode poon;1999 mei;
3310;Rode poon;1999 juni;
3311;Rode poon;1999 juli;
3312;Rode poon;1999 augustus;
3313;Rode poon;1999 september;
3314;Rode poon;1999 oktober;
3315;Rode poon;1999 november;
3316;Rode poon;1999 december;
3317;Rode poon;1999;
3318;Rode poon;2000 januari;
3319;Rode poon;2000 februari;
3320;Rode poon;2000 maart;
3321;Rode poon;2000 april;
3322;Rode poon;2000 mei;
3323;Rode poon;2000 juni;
3324;Rode poon;2000 juli;
3325;Rode poon;2000 augustus;
3326;Rode poon;2000 september;
3327;Rode poon;2000 oktober;
3328;Rode poon;2000 november;
3329;Rode poon;2000 december;
3330;Rode poon;2000;
3331;Rode poon;2001 januari;
3332;Rode poon;2001 februari;
3333;Rode poon;2001 maart;
3334;Rode poon;2001 april;
3335;Rode poon;2001 mei;
3336;Rode poon;2001 juni;
3337;Rode poon;2001 juli;
3338;Rode poon;2001 augustus;
3339;Rode poon;2001 september;
3340;Rode poon;2001 oktober;
3341;Rode poon;2001 november;
3342;Rode poon;2001 december;
3343;Rode poon;2001;
3344;Rode poon;2002 januari;
3345;Rode poon;2002 februari;
3346;Rode poon;2002 maart;
3347;Rode poon;2002 april;
3348;Rode poon;2002 mei;
3349;Rode poon;2002 juni;
3350;Rode poon;2002 juli;
3351;Rode poon;2002 augustus;
3352;Rode poon;2002 september;
3353;Rode poon;2002 oktober;
3354;Rode poon;2002 november;
3355;Rode poon;2002 december;
3356;Rode poon;2002;
3357;Rode poon;2003 januari;
3358;Rode poon;2003 februari;
3359;Rode poon;2003 maart;
3360;Rode poon;2003 april;
3361;Rode poon;2003 mei;
3362;Rode poon;2003 juni;
3363;Rode poon;2003 juli;
3364;Rode poon;2003 augustus;
3365;Rode poon;2003 september;
3366;Rode poon;2003 oktober;
3367;Rode poon;2003 november;
3368;Rode poon;2003 december;
3369;Rode poon;2003;
3370;Rode poon;2004 januari;
3371;Rode poon;2004 februari;
3372;Rode poon;2004 maart;
3373;Rode poon;2004 april;
3374;Rode poon;2004 mei;
3375;Rode poon;2004 juni;
3376;Rode poon;2004 juli;
3377;Rode poon;2004 augustus;
3378;Rode poon;2004 september;
3379;Rode poon;2004 oktober;
3380;Rode poon;2004 november;
3381;Rode poon;2004 december;
3382;Rode poon;2004;
3383;Rode poon;2005 januari;
3384;Rode poon;2005 februari;
3385;Rode poon;2005 maart;
3386;Rode poon;2005 april;
3387;Rode poon;2005 mei;
3388;Rode poon;2005 juni;
3389;Rode poon;2005 juli;
3390;Rode poon;2005 augustus;
3391;Rode poon;2005 september;
3392;Rode poon;2005 oktober;
3393;Rode poon;2005 november;
3394;Rode poon;2005 december;
3395;Rode poon;2005;
3396;Rode poon;2006 januari;915.0
3397;Rode poon;2006 februari;1000.0
3398;Rode poon;2006 maart;1483.0
3399;Rode poon;2006 april;
3400;Rode poon;2006 mei;1086.0
3401;Rode poon;2006 juni;1814.0
3402;Rode poon;2006 juli;1793.0
3403;Rode poon;2006 augustus;1487.0
3404;Rode poon;2006 september;1252.0
3405;Rode poon;2006 oktober;959.0
3406;Rode poon;2006 november;799.0
3407;Rode poon;2006 december;1126.0
3408;Rode poon;2006;1332.0
3409;Rode poon;2007 januari;1087.0
3410;Rode poon;2007 februari;1280.0
3411;Rode poon;2007 maart;1883.0
3412;Rode poon;2007 april;1230.0
3413;Rode poon;2007 mei;1251.0
3414;Rode poon;2007 juni;1405.0
3415;Rode poon;2007 juli;2302.0
3416;Rode poon;2007 augustus;1688.0
3417;Rode poon;2007 september;1170.0
3418;Rode poon;2007 oktober;720.0
3419;Rode poon;2007 november;777.0
3420;Rode poon;2007 december;1387.0
3421;Rode poon;2007;1336.0
3422;Rode poon;2008 januari;1956.0
3423;Rode poon;2008 februari;2006.0
3424;Rode poon;2008 maart;2364.0
3425;Rode poon;2008 april;3223.0
3426;Rode poon;2008 mei;2146.0
3427;Rode poon;2008 juni;2551.0
3428;Rode poon;2008 juli;2649.0
3429;Rode poon;2008 augustus;2666.0
3430;Rode poon;2008 september;1823.0
3431;Rode poon;2008 oktober;1508.0
3432;Rode poon;2008 november;601.0
3433;Rode poon;2008 december;1743.0
3434;Rode poon;2008;2134.0
3435;Rode poon;2009 januari;2672.0
3436;Rode poon;2009 februari;2606.0
3437;Rode poon;2009 maart;
3438;Rode poon;2009 april;
3439;Rode poon;2009 mei;1772.0
3440;Rode poon;2009 juni;1996.0
3441;Rode poon;2009 juli;2502.0
3442;Rode poon;2009 augustus;2512.0
3443;Rode poon;2009 september;2019.0
3444;Rode poon;2009 oktober;1295.0
3445;Rode poon;2009 november;1390.0
3446;Rode poon;2009 december;1411.0
3447;Rode poon;2009;1964.0
3448;Rode poon;2010 januari;2489.0
3449;Rode poon;2010 februari;3316.0
3450;Rode poon;2010 maart;4005.0
3451;Rode poon;2010 april;4440.0
3452;Rode poon;2010 mei;2028.0
3453;Rode poon;2010 juni;2052.0
3454;Rode poon;2010 juli;2334.0
3455;Rode poon;2010 augustus;2506.0
3456;Rode poon;2010 september;2198.0
3457;Rode poon;2010 oktober;1531.0
3458;Rode poon;2010 november;1379.0
3459;Rode poon;2010 december;1136.0
3460;Rode poon;2010;2034.0
3461;Rode poon;2011 januari;2496.0
3462;Rode poon;2011 februari;3671.0
3463;Rode poon;2011 maart;4762.0
3464;Rode poon;2011 april;2530.0
3465;Rode poon;2011 mei;1895.0
3466;Rode poon;2011 juni;2759.0
3467;Rode poon;2011 juli;3040.0
3468;Rode poon;2011 augustus;3043.0
3469;Rode poon;2011 september;2325.0
3470;Rode poon;2011 oktober;1560.0
3471;Rode poon;2011 november;1311.0
3472;Rode poon;2011 december;1429.0
3473;Rode poon;2011;2310.0
3474;Rode poon;2012 januari;1523.0
3475;Rode poon;2012 februari;2270.0
3476;Rode poon;2012 maart;3275.0
3477;Rode poon;2012 april;2850.0
3478;Rode poon;2012 mei;2251.0
3479;Rode poon;2012 juni;3084.0
3480;Rode poon;2012 juli;2617.0
3481;Rode poon;2012 augustus;2502.0
3482;Rode poon;2012 september;1881.0
3483;Rode poon;2012 oktober;1436.0
3484;Rode poon;2012 november;1217.0
3485;Rode poon;2012 december;969.0
3486;Rode poon;2012;1986.0
3487;Rode poon;2013 januari;1494.0
3488;Rode poon;2013 februari;2835.0
3489;Rode poon;2013 maart;3305.0
3490;Rode poon;2013 april;2882.0
3491;Rode poon;2013 mei;1862.0
3492;Rode poon;2013 juni;1703.0
3493;Rode poon;2013 juli;1792.0
3494;Rode poon;2013 augustus;1860.0
3495;Rode poon;2013 september;1592.0
3496;Rode poon;2013 oktober;1258.0
3497;Rode poon;2013 november;1097.0
3498;Rode poon;2013 december;1019.0
3499;Rode poon;2013;1656.0
3500;Rode poon;2014 januari;2092.0
3501;Rode poon;2014 februari;3417.0
3502;Rode poon;2014 maart;3251.0
3503;Rode poon;2014 april;2245.0
3504;Rode poon;2014 mei;1850.0
3505;Rode poon;2014 juni;2466.0
3506;Rode poon;2014 juli;2349.0
3507;Rode poon;2014 augustus;2359.0
3508;Rode poon;2014 september;1625.0
3509;Rode poon;2014 oktober;1419.0
3510;Rode poon;2014 november;983.0
3511;Rode poon;2014 december;950.0
3512;Rode poon;2014 ;1773.0
3513;Rode poon;2015 januari;2270.0
3514;Rode poon;2015 februari;3002.0
3515;Rode poon;2015 maart;4725.0
3516;Rode poon;2015 april;3044.0
3517;Rode poon;2015 mei;2285.0
3518;Rode poon;2015 juni;1932.0
3519;Rode poon;2015 juli;2195.0
3520;Rode poon;2015  augustus;2132.0
3521;Rode poon;2015 september;1521.0
3522;Rode poon;2015 oktober;1029.0
3523;Rode poon;2015 november;994.0
3524;Rode poon;2015 december;1040.0
3525;Rode poon;2015 ;1745.0
3526;Rode poon;2016  januari;1558.0
3527;Rode poon;2016 februari;2641.0
3528;Rode poon;2016 maart;2710.0
3529;Rode poon;2016 april;1881.0
3530;Rode poon;2016 mei;1359.0
3531;Rode poon;2016 juni;1543.0
3532;Rode poon;2016 juli;1591.0
3533;Rode poon;2016 augustus;1646.0
3534;Rode poon;2016 september;1448.0
3535;Rode poon;2016 oktober;1470.0
3536;Rode poon;2016 november;1306.0
3537;Rode poon;2016 december;1278.0
3538;Rode poon;2016;1554.0
3539;Rode poon;2017 januari;1740.0
3540;Rode poon;2017 februari;3071.0
3541;Rode poon;2017 maart;3591.0
3542;Rode poon;2017 april;2111.0
3543;Rode poon;2017 mei;1965.0
3544;Rode poon;2017 juni;2108.0
3545;Rode poon;2017 juli;1788.0
3546;Rode poon;2017 augustus;2260.0
3547;Rode poon;2017 september;2256.0
3548;Rode poon;2017 oktober;1769.0
3549;Rode poon;2017 november;1301.0
3550;Rode poon;2017 december;1941.0
3551;Rode poon;2017;2031.0
3552;Rode poon;2018 januari;3469.0
3553;Rode poon;2018 februari;3762.0
3554;Rode poon;2018 maart;5436.0
3555;Rode poon;2018 april;3689.0
3556;Rode poon;2018 mei;2609.0
3557;Rode poon;2018 juni;2014.0
3558;Rode poon;2018 juli;2266.0
3559;Rode poon;2018 augustus;2256.0
3560;Rode poon;2018 september;2152.0
3561;Rode poon;2018 oktober;1445.0
3562;Rode poon;2018 november;1317.0
3563;Rode poon;2018 december;1753.0
3564;Rode poon;2018;2168.0
3565;Rode poon;2019 januari;1974.0
3566;Rode poon;2019 februari;3828.0
3567;Rode poon;2019 maart;4876.0
3568;Rode poon;2019 april ;3145.0
3569;Rode poon;2019 mei;2623.0
3570;Rode poon;2019 juni;2591.0
3571;Rode poon;2019 juli;2895.0
3572;Rode poon;2019 augustus;2720.0
3573;Rode poon;2019 september;2233.0
3574;Rode poon;2019 oktober;1771.0
3575;Rode poon;2019 november;1481.0
3576;Rode poon;2019 december;1774.0
3577;Rode poon;2019;2337.0
3578;Rode poon;2020 januari;2826.0
3579;Rode poon;2020 februari;4062.0
3580;Rode poon;2020 maart;3105.0
3581;Rode poon;2020 april;2989.0
3582;Rode poon;2020 mei;2021.0
3583;Rode poon;2020 juni;2302.0
3584;Rode poon;2020 juli;2344.0
3585;Rode poon;2020 augustus;1825.0
3586;Rode poon;2020 september;1428.0
3587;Rode poon;2020 oktober;1038.0
3588;Rode poon;2020 november;833.0
3589;Rode poon;2020 december;1021.0
3590;Rode poon;2020;1607.0
3591;Rode poon;2021 januari;2581.0
3592;Rode poon;2021 februari;4088.0
3593;Rode poon;2021 maart;5015.0
3594;Rode poon;2021 april;4557.0
3595;Rode poon;2021 mei;2559.0
3596;Rode poon;2021 juni;2206.0
3597;Rode poon;2021 juli;1921.0
3598;Rode poon;2021 augustus;2408.0
3599;Rode poon;2021 september;1729.0
3600;Rode poon;2021 oktober;1518.0
3601;Rode poon;2021 november;1383.0
3602;Rode poon;2021 december;1581.0
3603;Rode poon;2021 ;2082.0
3604;Rode poon;2022  januari;2892.0
3605;Rode poon;2022 februari;4783.0
3606;Rode poon;2022 maart;4864.0
3607;Rode poon;2022 april;3770.0
3608;Rode poon;2022 mei;3451.0
3609;Rode poon;2022 juni;3103.0
3610;Rode poon;2022 juli;2269.0
3611;Rode poon;2022 augustus;2289.0
3612;Rode poon;2022 september;1828.0
3613;Rode poon;2022 oktober;1222.0
3614;Rode poon;2022 november;1347.0
3615;Rode poon;2022 december;1458.0
3616;Rode poon;2022;2097.0
3617;Rode poon;2023 januari;2334.0
3618;Rode poon;2023 februari;3379.0
3619;Rode poon;2023 maart;5293.0
3620;Rode poon;2023 april;3733.0
3621;Rode poon;2023 mei;2889.0
3622;Rode poon;2023 juni;2408.0
3623;Rode poon;2023 juli;2272.0
3624;Rode poon;2023 augustus;2102.0
3625;Rode poon;2023 september;1770.0
3626;Rode poon;2023 oktober;1497.0
3627;Rode poon;2023 november;1259.0
3628;Rode poon;2023 december;1190.0
3629;Rode poon;2023;1996.0
3630;Rode poon;2024 januari;2243.0
3631;Rode poon;2024 februari;3970.0
3632;Rode poon;2024 maart;4201.0
3633;Rode poon;2024 april;3108.0
3634;Rode poon;2024 mei;2746.0
3635;Rode poon;2024 juni;3089.0
3636;Rode poon;2024 juli ;2691.0
3637;Rode poon;2024 augustus;2005.0
3638;Rode poon;2024 september;2183.0
3639;Rode poon;2024 oktober;1723.0
3640;Rode poon;2024 november;1460.0
3641;Rode poon;2024 december;1921.0
3642;Rode poon;2024 ;2296.0
3643;Rode poon;2025 januari;3462.0
3644;Rode poon;2025 februari;4923.0
3645;Schar;1994 januari;867.0
3646;Schar;1994 februari;903.0
3647;Schar;1994 maart;1053.0
3648;Schar;1994 april;989.0
3649;Schar;1994 mei;771.0
3650;Schar;1994 juni;1180.0
3651;Schar;1994 juli;1003.0
3652;Schar;1994 augustus;1239.0
3653;Schar;1994 september;1457.0
3654;Schar;1994 oktober;1293.0
3655;Schar;1994 november;1298.0
3656;Schar;1994 december;1239.0
3657;Schar;1994;1098.0
3658;Schar;1995 januari;1520.0
3659;Schar;1995 februari;1153.0
3660;Schar;1995 maart;1075.0
3661;Schar;1995 april;694.0
3662;Schar;1995 mei;808.0
3663;Schar;1995 juni;1502.0
3664;Schar;1995 juli;1552.0
3665;Schar;1995 augustus;1466.0
3666;Schar;1995 september;1461.0
3667;Schar;1995 oktober;1443.0
3668;Schar;1995 november;1384.0
3669;Schar;1995 december;1407.0
