ID;Geslacht;Sector;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na4Jaar_2;Na5Jaar_3;Na6Jaar_4;Na7Jaar_5;Na8Jaar_6;Na9JaarOfMeer_7;Na4Jaar_8;Na5Jaar_9;Na6Jaar_10;Na7Jaar_11;Na8Jaar_12;Na9JaarOfMeer_13;Na4Jaar_14;Na5Jaar_15;Na6Jaar_16;Na7Jaar_17;Na8Jaar_18;Na9JaarOfMeer_19;Na1Jaar_20;Na2Jaar_21;Na3Jaar_22;Na4Jaar_23;Na5Jaar_24;Na6Jaar_25;Na7Jaar_26;Na8Jaar_27;Na9JaarOfMeer_28;InJaar2_29;InJaar3_30;InJaar4_31;InJaar5_32;InJaar6_33;InJaar7_34;InJaar8_35;InJaar9_36;InJaar10OfMeer_37;InJaar2_38;InJaar3_39;InJaar4_40;InJaar5_41;InJaar6_42;InJaar7_43;InJaar8_44;InJaar9_45;InJaar10OfMeer_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54;InJaar10OfMeer_55;InJaar2_56;InJaar3_57;InJaar4_58;InJaar5_59;InJaar6_60;InJaar7_61;InJaar8_62;InJaar9_63;InJaar10OfMeer_64
135;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding mbo;Cohort 1994;2590;44.0;57.0;61.0;63.0;64.0;;43.0;56.0;59.0;60.0;60.0;;1.0;2.0;3.0;3.0;4.0;;20.0;26.0;29.0;31.0;31.0;33.0;33.0;34.0;;80.0;74.0;69.0;26.0;11.0;6.0;4.0;2.0;;75.0;69.0;63.0;21.0;7.0;3.0;2.0;1.0;;4.0;4.0;4.0;4.0;3.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;
136;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1991;240;60.0;76.0;79.0;80.0;83.0;83.0;58.0;74.0;77.0;78.0;79.0;79.0;1.0;2.0;3.0;3.0;4.0;4.0;5.0;12.0;15.0;14.0;14.0;14.0;15.0;15.0;13.0;94.0;87.0;82.0;25.0;10.0;6.0;4.0;2.0;3.0;93.0;84.0;78.0;22.0;6.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;4.0;3.0;3.0;2.0;2.0;1.0;2.0
137;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1992;270;57.0;71.0;73.0;75.0;76.0;76.0;54.0;67.0;69.0;70.0;70.0;70.0;3.0;4.0;4.0;5.0;5.0;6.0;6.0;11.0;16.0;18.0;20.0;20.0;20.0;21.0;21.0;92.0;87.0;80.0;23.0;7.0;6.0;3.0;2.0;1.0;86.0;80.0;75.0;20.0;5.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;6.0;6.0;4.0;2.0;1.0;1.0;0.0;0.0;0.0
138;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1993;350;63.0;73.0;78.0;78.0;79.0;80.0;63.0;72.0;75.0;75.0;76.0;76.0;0.0;1.0;3.0;3.0;3.0;3.0;7.0;11.0;14.0;15.0;16.0;17.0;18.0;19.0;17.0;92.0;87.0;80.0;21.0;9.0;4.0;2.0;1.0;1.0;87.0;83.0;76.0;16.0;5.0;2.0;1.0;1.0;1.0;2.0;2.0;3.0;4.0;3.0;2.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
139;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Vooropleiding wo;Cohort 1994;340;57.0;68.0;71.0;74.0;75.0;;55.0;65.0;68.0;70.0;70.0;;1.0;3.0;3.0;4.0;5.0;;8.0;13.0;15.0;15.0;19.0;19.0;18.0;20.0;;91.0;85.0;81.0;27.0;13.0;9.0;6.0;4.0;;88.0;81.0;74.0;20.0;7.0;4.0;2.0;1.0;;1.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;;1.0;2.0;4.0;4.0;3.0;3.0;2.0;1.0;
140;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1991;460;36.0;48.0;54.0;56.0;56.0;58.0;35.0;47.0;51.0;52.0;53.0;53.0;0.0;2.0;3.0;4.0;4.0;5.0;22.0;29.0;36.0;38.0;41.0;41.0;40.0;40.0;40.0;79.0;71.0;64.0;27.0;12.0;5.0;4.0;5.0;3.0;73.0;64.0;59.0;22.0;8.0;3.0;2.0;2.0;2.0;4.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0
141;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1992;960;37.0;51.0;57.0;61.0;62.0;64.0;37.0;50.0;54.0;55.0;56.0;57.0;0.0;1.0;3.0;5.0;6.0;7.0;17.0;25.0;27.0;30.0;32.0;32.0;33.0;33.0;33.0;83.0;75.0;72.0;33.0;17.0;11.0;6.0;4.0;2.0;75.0;65.0;63.0;23.0;9.0;4.0;3.0;1.0;1.0;3.0;4.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;6.0;6.0;5.0;5.0;4.0;4.0;2.0;2.0;1.0
142;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1993;4720;44.0;58.0;63.0;66.0;68.0;69.0;44.0;56.0;59.0;60.0;61.0;61.0;0.0;2.0;4.0;6.0;7.0;8.0;14.0;21.0;24.0;25.0;26.0;27.0;28.0;28.0;28.0;86.0;79.0;75.0;31.0;16.0;10.0;6.0;4.0;3.0;77.0;69.0;65.0;21.0;8.0;4.0;2.0;1.0;1.0;5.0;5.0;6.0;6.0;4.0;3.0;2.0;2.0;1.0;4.0;5.0;5.0;4.0;4.0;3.0;2.0;1.0;1.0
143;Totaal mannen en vrouwen;Sociaal-agogisch onderwijs;Andere vooropleiding;Cohort 1994;410;28.0;38.0;43.0;45.0;46.0;;27.0;37.0;40.0;42.0;42.0;;0.0;1.0;3.0;3.0;3.0;;25.0;34.0;39.0;45.0;47.0;47.0;49.0;50.0;;76.0;67.0;60.0;27.0;16.0;10.0;6.0;4.0;;70.0;59.0;53.0;21.0;10.0;6.0;3.0;2.0;;5.0;5.0;5.0;4.0;3.0;2.0;2.0;2.0;;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;
144;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1991;2920;19.0;42.0;54.0;58.0;60.0;62.0;19.0;40.0;50.0;53.0;54.0;55.0;0.0;2.0;4.0;5.0;6.0;7.0;15.0;23.0;28.0;31.0;34.0;35.0;36.0;37.0;36.0;85.0;76.0;70.0;49.0;24.0;11.0;5.0;3.0;2.0;81.0;68.0;62.0;42.0;18.0;7.0;3.0;1.0;1.0;3.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0
145;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1992;3060;23.0;45.0;56.0;60.0;62.0;63.0;22.0;43.0;52.0;54.0;56.0;56.0;1.0;2.0;4.0;5.0;6.0;6.0;14.0;21.0;26.0;30.0;32.0;34.0;35.0;35.0;35.0;86.0;79.0;73.0;48.0;23.0;10.0;5.0;3.0;2.0;81.0;71.0;65.0;40.0;17.0;6.0;3.0;1.0;1.0;3.0;5.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
146;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1993;2950;24.0;46.0;56.0;60.0;61.0;63.0;23.0;44.0;52.0;55.0;56.0;56.0;1.0;2.0;4.0;5.0;6.0;6.0;17.0;23.0;27.0;30.0;32.0;34.0;35.0;35.0;35.0;83.0;76.0;70.0;47.0;22.0;11.0;6.0;4.0;2.0;79.0;70.0;63.0;40.0;16.0;6.0;3.0;2.0;1.0;3.0;4.0;5.0;5.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0
147;Totaal mannen en vrouwen;Kunstonderwijs;Totaal alle vooropleidingen;Cohort 1994;3160;29.0;47.0;55.0;58.0;60.0;;28.0;45.0;51.0;54.0;55.0;;1.0;2.0;4.0;4.0;5.0;;17.0;22.0;25.0;30.0;33.0;35.0;36.0;35.0;;83.0;77.0;72.0;41.0;20.0;10.0;6.0;5.0;;78.0;71.0;65.0;34.0;14.0;6.0;3.0;2.0;;3.0;4.0;4.0;4.0;3.0;2.0;2.0;1.0;;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;
148;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1991;950;15.0;41.0;54.0;61.0;64.0;66.0;15.0;37.0;47.0;52.0;54.0;54.0;0.0;4.0;6.0;9.0;10.0;12.0;13.0;20.0;24.0;27.0;29.0;31.0;32.0;32.0;32.0;87.0;80.0;76.0;59.0;30.0;15.0;7.0;4.0;2.0;81.0;68.0;63.0;46.0;21.0;9.0;3.0;1.0;1.0;6.0;10.0;11.0;10.0;6.0;4.0;2.0;2.0;1.0;0.0;2.0;2.0;3.0;3.0;3.0;2.0;1.0;1.0
149;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1992;930;20.0;45.0;58.0;63.0;66.0;67.0;20.0;43.0;53.0;57.0;58.0;59.0;1.0;3.0;5.0;7.0;8.0;8.0;11.0;15.0;19.0;23.0;26.0;28.0;29.0;30.0;30.0;88.0;84.0;80.0;56.0;28.0;13.0;7.0;4.0;2.0;82.0;73.0;69.0;45.0;20.0;8.0;4.0;2.0;0.0;6.0;10.0;9.0;8.0;6.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0
150;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1993;510;19.0;45.0;57.0;62.0;64.0;65.0;19.0;43.0;52.0;55.0;57.0;57.0;0.0;2.0;5.0;6.0;7.0;7.0;12.0;17.0;21.0;23.0;27.0;30.0;31.0;32.0;33.0;88.0;83.0;78.0;58.0;28.0;14.0;7.0;4.0;3.0;82.0;74.0;66.0;47.0;19.0;7.0;4.0;2.0;1.0;5.0;8.0;9.0;8.0;6.0;4.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0
151;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding havo;Cohort 1994;830;25.0;45.0;55.0;59.0;62.0;;25.0;42.0;50.0;53.0;55.0;;0.0;3.0;5.0;6.0;7.0;;15.0;19.0;21.0;25.0;28.0;30.0;32.0;30.0;;85.0;81.0;78.0;49.0;27.0;14.0;8.0;7.0;;77.0;71.0;66.0;38.0;18.0;8.0;3.0;3.0;;7.0;9.0;10.0;9.0;7.0;4.0;3.0;3.0;;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;
152;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1991;490;18.0;47.0;62.0;68.0;70.0;75.0;17.0;46.0;58.0;62.0;63.0;66.0;1.0;2.0;4.0;6.0;7.0;9.0;8.0;12.0;13.0;16.0;19.0;22.0;23.0;24.0;24.0;92.0;89.0;87.0;67.0;34.0;16.0;10.0;6.0;2.0;84.0;78.0;76.0;56.0;25.0;10.0;5.0;3.0;1.0;2.0;4.0;4.0;4.0;3.0;1.0;1.0;1.0;1.0;6.0;7.0;7.0;6.0;6.0;5.0;3.0;2.0;1.0
153;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1992;420;22.0;43.0;61.0;68.0;73.0;75.0;22.0;41.0;56.0;60.0;63.0;63.0;0.0;2.0;5.0;8.0;10.0;11.0;8.0;8.0;12.0;15.0;16.0;19.0;21.0;21.0;21.0;91.0;90.0;86.0;62.0;39.0;19.0;10.0;5.0;3.0;82.0;76.0;72.0;48.0;27.0;10.0;4.0;1.0;1.0;3.0;4.0;5.0;5.0;4.0;1.0;1.0;1.0;1.0;6.0;10.0;9.0;9.0;9.0;8.0;5.0;3.0;1.0
154;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1993;200;19.0;50.0;67.0;73.0;76.0;77.0;19.0;48.0;61.0;65.0;66.0;66.0;0.0;2.0;7.0;9.0;10.0;11.0;5.0;8.0;11.0;12.0;17.0;18.0;19.0;19.0;20.0;96.0;93.0;89.0;70.0;35.0;16.0;9.0;6.0;4.0;86.0;82.0;75.0;55.0;22.0;7.0;2.0;1.0;1.0;4.0;5.0;5.0;6.0;4.0;2.0;1.0;1.0;1.0;6.0;6.0;9.0;9.0;9.0;8.0;6.0;5.0;2.0
155;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding vwo;Cohort 1994;500;28.0;53.0;65.0;69.0;73.0;;28.0;51.0;59.0;61.0;62.0;;0.0;3.0;6.0;8.0;11.0;;9.0;9.0;12.0;14.0;18.0;20.0;21.0;22.0;;91.0;90.0;87.0;58.0;28.0;15.0;9.0;6.0;;81.0;75.0;71.0;40.0;15.0;5.0;2.0;2.0;;3.0;5.0;5.0;6.0;3.0;2.0;2.0;1.0;;7.0;10.0;11.0;12.0;10.0;8.0;5.0;3.0;
156;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1991;500;24.0;49.0;58.0;61.0;61.0;63.0;24.0;46.0;55.0;57.0;57.0;58.0;1.0;2.0;3.0;4.0;5.0;5.0;12.0;21.0;27.0;33.0;35.0;36.0;38.0;38.0;36.0;89.0;80.0;73.0;43.0;17.0;6.0;2.0;2.0;2.0;87.0;74.0;68.0;39.0;14.0;4.0;1.0;1.0;1.0;2.0;5.0;4.0;4.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
157;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1992;370;25.0;48.0;57.0;60.0;61.0;61.0;25.0;46.0;55.0;57.0;58.0;58.0;0.0;1.0;2.0;3.0;3.0;4.0;14.0;22.0;28.0;32.0;35.0;36.0;36.0;36.0;36.0;86.0;78.0;72.0;43.0;17.0;7.0;4.0;3.0;2.0;82.0;74.0;68.0;39.0;15.0;5.0;2.0;2.0;1.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1993;210;24.0;47.0;57.0;60.0;60.0;60.0;24.0;45.0;53.0;56.0;56.0;56.0;0.0;1.0;3.0;4.0;4.0;5.0;16.0;26.0;30.0;35.0;36.0;37.0;38.0;38.0;39.0;84.0;74.0;70.0;40.0;17.0;6.0;3.0;2.0;0.0;80.0;70.0;64.0;36.0;13.0;4.0;1.0;1.0;0.0;3.0;4.0;5.0;4.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding mbo;Cohort 1994;510;31.0;51.0;60.0;61.0;62.0;;31.0;50.0;58.0;59.0;60.0;;0.0;1.0;2.0;2.0;2.0;;16.0;22.0;24.0;30.0;33.0;34.0;34.0;34.0;;84.0;77.0;75.0;39.0;16.0;5.0;4.0;3.0;;81.0;74.0;72.0;36.0;14.0;4.0;2.0;1.0;;2.0;2.0;3.0;3.0;2.0;2.0;2.0;2.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
160;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1991;220;27.0;49.0;60.0;63.0;65.0;65.0;26.0;47.0;56.0;59.0;60.0;60.0;1.0;2.0;4.0;5.0;5.0;5.0;9.0;20.0;24.0;28.0;28.0;29.0;30.0;30.0;31.0;89.0;78.0;73.0;43.0;20.0;9.0;5.0;3.0;2.0;85.0;72.0;66.0;37.0;15.0;6.0;2.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;4.0;5.0;5.0;5.0;5.0;2.0;2.0;1.0;1.0
161;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1992;250;29.0;52.0;59.0;64.0;65.0;66.0;25.0;44.0;51.0;54.0;54.0;55.0;4.0;7.0;8.0;10.0;11.0;11.0;10.0;17.0;22.0;25.0;28.0;30.0;30.0;31.0;32.0;90.0;81.0;74.0;45.0;20.0;10.0;5.0;3.0;2.0;83.0;72.0;64.0;37.0;14.0;6.0;1.0;0.0;0.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;5.0;8.0;8.0;7.0;5.0;3.0;2.0;1.0;1.0
162;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1993;240;30.0;51.0;57.0;63.0;65.0;65.0;25.0;44.0;49.0;53.0;54.0;54.0;5.0;7.0;8.0;10.0;11.0;11.0;11.0;20.0;22.0;26.0;28.0;30.0;31.0;32.0;31.0;86.0;77.0;70.0;42.0;19.0;11.0;4.0;1.0;1.0;79.0;68.0;62.0;35.0;14.0;7.0;2.0;1.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;7.0;8.0;6.0;5.0;3.0;3.0;2.0;0.0;0.0
163;Totaal mannen en vrouwen;Kunstonderwijs;Vooropleiding wo;Cohort 1994;240;37.0;48.0;57.0;61.0;65.0;;27.0;38.0;45.0;49.0;51.0;;10.0;10.0;12.0;12.0;14.0;;14.0;15.0;20.0;25.0;29.0;30.0;30.0;30.0;;85.0;82.0;74.0;40.0;24.0;14.0;10.0;7.0;;78.0;72.0;65.0;32.0;18.0;8.0;5.0;3.0;;0.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;;7.0;9.0;8.0;7.0;5.0;4.0;4.0;3.0;
164;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1991;750;21.0;36.0;43.0;45.0;47.0;47.0;21.0;36.0;43.0;45.0;46.0;47.0;0.0;0.0;1.0;1.0;1.0;1.0;25.0;37.0;43.0;47.0;50.0;51.0;52.0;52.0;52.0;74.0;60.0;50.0;32.0;14.0;6.0;3.0;1.0;1.0;73.0;58.0;48.0;30.0;12.0;5.0;2.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
165;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1992;1110;22.0;42.0;49.0;51.0;52.0;53.0;22.0;41.0;48.0;49.0;50.0;50.0;0.0;1.0;2.0;2.0;3.0;3.0;20.0;31.0;37.0;41.0;43.0;44.0;45.0;45.0;45.0;80.0;68.0;60.0;37.0;15.0;6.0;3.0;2.0;2.0;78.0;65.0;57.0;33.0;12.0;4.0;2.0;1.0;1.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
166;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1993;1790;24.0;45.0;54.0;57.0;59.0;60.0;24.0;43.0;51.0;53.0;55.0;56.0;0.0;2.0;3.0;3.0;4.0;5.0;20.0;26.0;31.0;33.0;36.0;37.0;38.0;38.0;38.0;80.0;73.0;66.0;42.0;20.0;9.0;6.0;4.0;2.0;77.0;68.0;61.0;37.0;16.0;6.0;3.0;2.0;1.0;2.0;4.0;4.0;4.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0
167;Totaal mannen en vrouwen;Kunstonderwijs;Andere vooropleiding;Cohort 1994;1080;30.0;43.0;48.0;50.0;51.0;;30.0;43.0;47.0;49.0;50.0;;0.0;0.0;1.0;1.0;1.0;;23.0;33.0;37.0;42.0;45.0;46.0;47.0;47.0;;77.0;67.0;59.0;29.0;13.0;6.0;3.0;2.0;;77.0;66.0;57.0;27.0;10.0;5.0;3.0;2.0;;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;
168;Totaal mannen en vrouwen;Pedagogisch onderwijs;Totaal alle vooropleidingen;Cohort 1991;9220;34.0;52.0;59.0;63.0;64.0;66.0;34.0;50.0;54.0;56.0;57.0;58.0;0.0;2.0;5.0;7.0;8.0;9.0;17.0;23.0;25.0;28.0;29.0;30.0;31.0;31.0;32.0;82.0;76.0;73.0;37.0;19.0;10.0;6.0;4.0;2.0;75.0;65.0;63.0;27.0;10.0;5.0;3.0;2.0;1.0;5.0;8.0;8.0;7.0;6.0;3.0;2.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;0.0
169;Totaal mannen en vrouwen;Pedagogisch onderwijs;Totaal alle vooropleidingen;Cohort 1992;9690;37.0;55.0;62.0;65.0;67.0;68.0;36.0;52.0;56.0;58.0;58.0;59.0;1.0;3.0;6.0;7.0;8.0;9.0;16.0;22.0;24.0;26.0;27.0;28.0;29.0;29.0;29.0;84.0;78.0;75.0;37.0;18.0;10.0;6.0;4.0;3.0;76.0;67.0;64.0;26.0;10.0;4.0;3.0;2.0;1.0;6.0;8.0;8.0;8.0;5.0;3.0;2.0;1.0;1.0;2.0;4.0;4.0;3.0;3.0;2.0;2.0;1.0;1.0
170;Totaal mannen en vrouwen;Pedagogisch onderwijs;Totaal alle vooropleidingen;Cohort 1993;9510;40.0;56.0;63.0;66.0;68.0;68.0;40.0;53.0;57.0;59.0;59.0;59.0;1.0;3.0;5.0;7.0;8.0;9.0;15.0;21.0;23.0;24.0;26.0;27.0;27.0;28.0;28.0;85.0;79.0;76.0;35.0;18.0;11.0;7.0;5.0;4.0;77.0;69.0;66.0;25.0;9.0;5.0;3.0;2.0;2.0;6.0;7.0;8.0;7.0;6.0;4.0;2.0;2.0;1.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;1.0;1.0
171;Totaal mannen en vrouwen;Pedagogisch onderwijs;Totaal alle vooropleidingen;Cohort 1994;10220;43.0;57.0;64.0;66.0;68.0;;42.0;54.0;58.0;58.0;59.0;;1.0;4.0;6.0;8.0;9.0;;17.0;21.0;23.0;24.0;25.0;26.0;28.0;28.0;;83.0;79.0;76.0;33.0;18.0;10.0;7.0;5.0;;76.0;69.0;66.0;22.0;9.0;5.0;3.0;2.0;;5.0;7.0;8.0;9.0;6.0;4.0;2.0;2.0;;2.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;
172;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding havo;Cohort 1991;5230;35.0;53.0;61.0;65.0;67.0;69.0;35.0;50.0;55.0;57.0;58.0;59.0;0.0;2.0;5.0;7.0;8.0;10.0;15.0;21.0;23.0;26.0;26.0;28.0;28.0;29.0;29.0;84.0;79.0;76.0;39.0;21.0;12.0;7.0;5.0;2.0;76.0;67.0;65.0;27.0;11.0;5.0;3.0;2.0;1.0;6.0;9.0;9.0;9.0;7.0;4.0;3.0;2.0;1.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0;0.0
173;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding havo;Cohort 1992;5670;38.0;56.0;63.0;67.0;69.0;71.0;38.0;53.0;58.0;59.0;60.0;60.0;0.0;3.0;6.0;8.0;9.0;11.0;13.0;19.0;21.0;23.0;24.0;25.0;26.0;26.0;27.0;87.0;81.0;78.0;39.0;20.0;11.0;7.0;5.0;3.0;77.0;68.0;65.0;26.0;10.0;4.0;3.0;2.0;1.0;7.0;9.0;9.0;9.0;6.0;4.0;3.0;2.0;1.0;2.0;4.0;4.0;4.0;3.0;3.0;2.0;1.0;1.0
174;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding havo;Cohort 1993;2920;35.0;52.0;60.0;65.0;66.0;68.0;34.0;49.0;54.0;56.0;56.0;57.0;1.0;3.0;6.0;9.0;10.0;11.0;15.0;20.0;22.0;24.0;25.0;27.0;27.0;28.0;28.0;85.0;79.0;77.0;41.0;22.0;13.0;8.0;6.0;4.0;76.0;68.0;65.0;28.0;12.0;6.0;3.0;2.0;2.0;7.0;8.0;9.0;9.0;8.0;5.0;3.0;2.0;1.0;3.0;4.0;4.0;4.0;3.0;3.0;2.0;1.0;1.0
175;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding havo;Cohort 1994;5600;43.0;57.0;65.0;67.0;69.0;;42.0;54.0;58.0;59.0;60.0;;1.0;4.0;7.0;8.0;10.0;;15.0;18.0;20.0;22.0;23.0;23.0;25.0;26.0;;85.0;81.0;79.0;35.0;20.0;12.0;8.0;5.0;;77.0;70.0;67.0;22.0;10.0;5.0;3.0;2.0;;6.0;9.0;9.0;11.0;8.0;4.0;3.0;2.0;;2.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;
176;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding vwo;Cohort 1991;850;46.0;62.0;69.0;72.0;73.0;76.0;46.0;59.0;62.0;64.0;64.0;65.0;0.0;3.0;7.0;8.0;9.0;10.0;10.0;14.0;15.0;17.0;18.0;19.0;20.0;21.0;22.0;88.0;85.0;83.0;36.0;20.0;11.0;7.0;5.0;2.0;78.0;71.0;69.0;23.0;9.0;4.0;3.0;2.0;1.0;4.0;7.0;6.0;7.0;5.0;2.0;1.0;1.0;1.0;6.0;7.0;7.0;7.0;6.0;4.0;3.0;2.0;0.0
177;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding vwo;Cohort 1992;650;51.0;73.0;79.0;82.0;83.0;84.0;50.0;69.0;72.0;74.0;74.0;74.0;0.0;4.0;7.0;8.0;9.0;10.0;8.0;10.0;10.0;13.0;13.0;13.0;14.0;14.0;14.0;93.0;91.0;90.0;37.0;15.0;8.0;4.0;4.0;2.0;83.0;79.0;77.0;25.0;6.0;2.0;1.0;1.0;1.0;5.0;6.0;7.0;7.0;4.0;3.0;2.0;1.0;1.0;5.0;5.0;6.0;5.0;5.0;3.0;2.0;1.0;1.0
178;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding vwo;Cohort 1993;430;52.0;71.0;77.0;80.0;81.0;82.0;50.0;67.0;69.0;69.0;69.0;70.0;2.0;4.0;9.0;10.0;12.0;12.0;6.0;9.0;10.0;12.0;13.0;13.0;14.0;15.0;15.0;94.0;91.0;89.0;36.0;16.0;9.0;6.0;3.0;3.0;85.0;79.0;75.0;24.0;6.0;4.0;3.0;1.0;1.0;5.0;8.0;9.0;7.0;5.0;2.0;1.0;1.0;1.0;5.0;4.0;5.0;5.0;4.0;3.0;2.0;1.0;1.0
179;Totaal mannen en vrouwen;Pedagogisch onderwijs;Vooropleiding vwo;Cohort 1994;990;53.0;72.0;77.0;80.0;82.0;;52.0;66.0;68.0;68.0;69.0;;1.0;6.0;9.0;12.0;13.0;;7.0;8.0;10.0;11.0;11.0;13.0;14.0;14.0;;92.0;91.0;88.0;36.0;17.0;10.0;6.0;3.0;;83.0;79.0;76.0;21.0;7.0;4.0;3.0;2.0;;5.0;7.0;7.0;9.0;5.0;3.0;2.0;1.0;;4.0;5.0;5.0;5.0;4.0;3.0;2.0;1.0;
