ID;Geslacht;Leeftijd;Nationaliteit;Perioden;UitgenodigdeVluchtelingen_1
397;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2021;0
398;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2022;0
399;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees ;2023;0
400;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2008;30
401;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2009;10
402;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2010;0
403;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2011;5
404;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2012;15
405;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2013;0
406;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2014;15
407;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2015;45
408;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2016;15
409;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2017;0
410;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2018;10
411;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2019;15
412;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2020;0
413;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2021;15
414;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2022;75
415;Totaal mannen en vrouwen;Jonger dan 18 jaar;Congolees (Democratische Republiek) ;2023;60
416;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2008;15
417;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2009;10
418;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2010;15
419;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2011;25
420;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2012;15
421;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2013;20
422;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2014;55
423;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2015;15
424;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2016;5
425;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2017;5
426;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2018;10
427;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2019;5
428;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2020;10
429;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2021;5
430;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2022;0
431;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eritrees ;2023;25
432;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2008;30
433;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2009;25
434;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2010;0
435;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2011;40
436;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2012;20
437;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2013;0
438;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2014;35
439;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2015;5
440;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2016;20
441;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2017;0
442;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2018;0
443;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2019;0
444;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2020;0
445;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2021;0
446;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2022;5
447;Totaal mannen en vrouwen;Jonger dan 18 jaar;Ethiopisch ;2023;0
448;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2008;65
449;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2009;20
450;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2010;45
451;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2011;30
452;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2012;40
453;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2013;15
454;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2014;5
455;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2015;0
456;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2016;5
457;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2017;0
458;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2018;0
459;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2019;0
460;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2020;0
461;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2021;0
462;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2022;0
463;Totaal mannen en vrouwen;Jonger dan 18 jaar;Iraaks ;2023;0
464;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2008;0
465;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2009;0
466;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2010;0
467;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2011;0
468;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2012;0
469;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2013;0
470;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2014;0
471;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2015;0
472;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2016;0
473;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2017;0
474;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2018;0
475;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2019;5
476;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2020;0
477;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2021;0
478;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2022;10
479;Totaal mannen en vrouwen;Jonger dan 18 jaar;Jemenitisch ;2023;5
480;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2008;0
481;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2009;0
482;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2010;15
483;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2011;0
484;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2012;0
485;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2013;0
486;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2014;0
487;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2015;0
488;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2016;0
489;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2017;0
490;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2018;0
491;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2019;0
492;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2020;0
493;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2021;0
494;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2022;0
495;Totaal mannen en vrouwen;Jonger dan 18 jaar;Laotiaans ;2023;0
496;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2008;75
497;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2009;0
498;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2010;25
499;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2011;40
500;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2012;30
501;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2013;15
502;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2014;0
503;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2015;0
504;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2016;0
505;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2017;0
506;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2018;0
507;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2019;0
508;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2020;0
509;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2021;0
510;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2022;0
511;Totaal mannen en vrouwen;Jonger dan 18 jaar;Myanmarees ;2023;0
512;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2008;0
513;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2009;0
514;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2010;0
515;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2011;0
516;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2012;15
517;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2013;15
518;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2014;15
519;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2015;20
520;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2016;0
521;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2017;0
522;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2018;0
523;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2019;0
524;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2020;0
525;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2021;0
526;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2022;0
527;Totaal mannen en vrouwen;Jonger dan 18 jaar;Pakistaans ;2023;15
528;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2008;0
529;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2009;5
530;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2010;0
531;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2011;0
532;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2012;0
533;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2013;5
534;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2014;0
535;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2015;0
536;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2016;0
537;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2017;0
538;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2018;35
539;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2019;40
540;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2020;45
541;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2021;0
542;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2022;0
543;Totaal mannen en vrouwen;Jonger dan 18 jaar;Soedanees ;2023;25
544;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2008;0
545;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2009;10
546;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2010;0
547;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2011;0
548;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2012;0
549;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2013;0
550;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2014;0
551;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2015;5
552;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2016;0
553;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2017;0
554;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2018;10
555;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2019;0
556;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2020;5
557;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2021;0
558;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2022;10
559;Totaal mannen en vrouwen;Jonger dan 18 jaar;Somalisch ;2023;5
560;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2008;5
561;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2009;5
562;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2010;0
563;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2011;10
564;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2012;10
565;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2013;5
566;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2014;10
567;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2015;0
568;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2016;0
569;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2017;0
570;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2018;0
571;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2019;0
572;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2020;0
573;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2021;0
574;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2022;0
575;Totaal mannen en vrouwen;Jonger dan 18 jaar;Sri Lankaans ;2023;0
576;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2008;0
577;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2009;0
578;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2010;0
579;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2011;0
580;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2012;0
581;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2013;5
582;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2014;105
583;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2015;75
584;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2016;280
585;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2017;1145
586;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2018;430
587;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2019;640
588;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2020;125
589;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2021;165
590;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2022;520
591;Totaal mannen en vrouwen;Jonger dan 18 jaar;Syrisch ;2023;240
592;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2008;0
593;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2009;0
594;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2010;0
595;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2011;0
596;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2012;0
597;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2013;0
598;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2014;0
599;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2015;0
600;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2016;0
601;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2017;0
602;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2018;0
603;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2019;0
604;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2020;0
605;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2021;0
606;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2022;5
607;Totaal mannen en vrouwen;Jonger dan 18 jaar;Turks ;2023;0
608;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2008;5
609;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2009;25
610;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2010;35
611;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2011;15
612;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2012;0
613;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2013;0
614;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2014;30
615;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2015;25
616;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2016;5
617;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2017;30
618;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2018;65
619;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2019;155
620;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2020;20
621;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2021;0
622;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2022;5
623;Totaal mannen en vrouwen;Jonger dan 18 jaar;Onbekend;2023;15
624;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2008;15
625;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2009;5
626;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2010;5
627;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2011;0
628;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2012;0
629;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2013;0
630;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2014;5
631;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2015;20
632;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2016;0
633;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2017;0
634;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2018;0
635;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2019;0
636;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2020;0
637;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2021;0
638;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2022;0
639;Totaal mannen en vrouwen;Jonger dan 18 jaar;Staatloos;2023;0
640;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2008;375
641;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2009;225
642;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2010;260
643;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2011;345
644;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2012;260
645;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2013;190
646;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2014;485
647;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2015;235
648;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2016;360
649;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2017;1075
650;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2018;580
651;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2019;990
652;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2020;210
653;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2021;270
654;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2022;770
655;Totaal mannen en vrouwen;18 jaar of ouder;Totaal;2023;435
656;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2008;0
657;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2009;0
658;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2010;5
659;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2011;0
660;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2012;0
661;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2013;0
662;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2014;0
663;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2015;0
664;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2016;0
665;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2017;0
666;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2018;0
667;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2019;0
668;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2020;0
669;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2021;0
670;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2022;0
671;Totaal mannen en vrouwen;18 jaar of ouder;Afghaans ;2023;15
672;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2008;15
673;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2009;35
674;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2010;40
675;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2011;45
676;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2012;0
677;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2013;0
678;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2014;0
679;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2015;0
680;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2016;0
681;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2017;0
682;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2018;0
683;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2019;0
684;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2020;0
685;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2021;0
686;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2022;0
687;Totaal mannen en vrouwen;18 jaar of ouder;Bhutaans ;2023;0
688;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2008;20
689;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2009;0
690;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2010;0
691;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2011;0
692;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2012;0
693;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2013;0
694;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2014;0
695;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2015;0
696;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2016;0
697;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2017;0
698;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2018;0
699;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2019;5
700;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2020;0
701;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2021;0
702;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2022;0
703;Totaal mannen en vrouwen;18 jaar of ouder;Burundisch ;2023;0
704;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2008;10
705;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2009;5
706;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2010;0
707;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2011;10
708;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2012;10
709;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2013;45
710;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2014;10
711;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2015;0
712;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2016;0
713;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2017;0
714;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2018;60
715;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2019;20
716;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2020;0
717;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2021;0
718;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2022;0
719;Totaal mannen en vrouwen;18 jaar of ouder;Congolees ;2023;0
720;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2008;25
721;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2009;5
722;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2010;0
723;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2011;5
724;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2012;10
725;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2013;0
726;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2014;10
727;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2015;30
728;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2016;10
729;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2017;0
730;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2018;5
731;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2019;20
732;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2020;0
733;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2021;15
734;Totaal mannen en vrouwen;18 jaar of ouder;Congolees (Democratische Republiek) ;2022;115
