ID;Geslacht;Onderwijssoort;SoortDiploma;Studierichting;Migratieachtergrond;Perioden;Gediplomeerden_1
2896;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Overige niet-westerse migratieachterg...;2019/'20;62
2897;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Overige niet-westerse migratieachterg...;2020/'21;83
2898;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Onbekende migratieachtergrond;2015/'16;0
2899;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Onbekende migratieachtergrond;2016/'17;0
2900;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Onbekende migratieachtergrond;2017/'18;0
2901;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Onbekende migratieachtergrond;2018/'19;0
2902;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Onbekende migratieachtergrond;2019/'20;0
2903;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;041 Bedrijfskunde en administratie;Onbekende migratieachtergrond;2020/'21;0
2904;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Totaal;2015/'16;0
2905;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Totaal;2016/'17;0
2906;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Totaal;2017/'18;0
2907;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Totaal;2018/'19;0
2908;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Totaal;2019/'20;0
2909;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Totaal;2020/'21;0
2910;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Nederlandse achtergrond;2015/'16;0
2911;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Nederlandse achtergrond;2016/'17;0
2912;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Nederlandse achtergrond;2017/'18;0
2913;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Nederlandse achtergrond;2018/'19;0
2914;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Nederlandse achtergrond;2019/'20;0
2915;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Nederlandse achtergrond;2020/'21;0
2916;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Met migratieachtergrond;2015/'16;0
2917;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Met migratieachtergrond;2016/'17;0
2918;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Met migratieachtergrond;2017/'18;0
2919;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Met migratieachtergrond;2018/'19;0
2920;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Met migratieachtergrond;2019/'20;0
2921;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Met migratieachtergrond;2020/'21;0
2922;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Westerse migratieachtergrond;2015/'16;0
2923;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Westerse migratieachtergrond;2016/'17;0
2924;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Westerse migratieachtergrond;2017/'18;0
2925;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Westerse migratieachtergrond;2018/'19;0
2926;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Westerse migratieachtergrond;2019/'20;0
2927;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Westerse migratieachtergrond;2020/'21;0
2928;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Niet-westerse migratieachtergrond;2015/'16;0
2929;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Niet-westerse migratieachtergrond;2016/'17;0
2930;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Niet-westerse migratieachtergrond;2017/'18;0
2931;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Niet-westerse migratieachtergrond;2018/'19;0
2932;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Niet-westerse migratieachtergrond;2019/'20;0
2933;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Niet-westerse migratieachtergrond;2020/'21;0
2934;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Turkije;2015/'16;0
2935;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Turkije;2016/'17;0
2936;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Turkije;2017/'18;0
2937;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Turkije;2018/'19;0
2938;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Turkije;2019/'20;0
2939;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Turkije;2020/'21;0
2940;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Marokko;2015/'16;0
2941;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Marokko;2016/'17;0
2942;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Marokko;2017/'18;0
2943;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Marokko;2018/'19;0
2944;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Marokko;2019/'20;0
2945;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Marokko;2020/'21;0
2946;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Suriname;2015/'16;0
2947;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Suriname;2016/'17;0
2948;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Suriname;2017/'18;0
2949;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Suriname;2018/'19;0
2950;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Suriname;2019/'20;0
2951;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Suriname;2020/'21;0
2952;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2015/'16;0
2953;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2016/'17;0
2954;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2017/'18;0
2955;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2018/'19;0
2956;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2019/'20;0
2957;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;(voormalige) Nederlandse Antillen, Aruba;2020/'21;0
2958;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Overige niet-westerse migratieachterg...;2015/'16;0
2959;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Overige niet-westerse migratieachterg...;2016/'17;0
2960;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Overige niet-westerse migratieachterg...;2017/'18;0
2961;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Overige niet-westerse migratieachterg...;2018/'19;0
2962;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Overige niet-westerse migratieachterg...;2019/'20;0
2963;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Overige niet-westerse migratieachterg...;2020/'21;0
2964;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Onbekende migratieachtergrond;2015/'16;0
2965;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Onbekende migratieachtergrond;2016/'17;0
2966;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Onbekende migratieachtergrond;2017/'18;0
2967;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Onbekende migratieachtergrond;2018/'19;0
2968;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Onbekende migratieachtergrond;2019/'20;0
2969;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0410 Bedrijfskunde, administratie z.n.d.;Onbekende migratieachtergrond;2020/'21;0
2970;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Totaal;2015/'16;152
2971;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Totaal;2016/'17;153
2972;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Totaal;2017/'18;151
2973;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Totaal;2018/'19;158
2974;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Totaal;2019/'20;175
2975;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Totaal;2020/'21;185
2976;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Nederlandse achtergrond;2015/'16;84
2977;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Nederlandse achtergrond;2016/'17;94
2978;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Nederlandse achtergrond;2017/'18;79
2979;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Nederlandse achtergrond;2018/'19;101
2980;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Nederlandse achtergrond;2019/'20;105
2981;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Nederlandse achtergrond;2020/'21;115
2982;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Met migratieachtergrond;2015/'16;68
2983;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Met migratieachtergrond;2016/'17;59
2984;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Met migratieachtergrond;2017/'18;72
2985;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Met migratieachtergrond;2018/'19;57
2986;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Met migratieachtergrond;2019/'20;70
2987;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Met migratieachtergrond;2020/'21;70
2988;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Westerse migratieachtergrond;2015/'16;15
2989;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Westerse migratieachtergrond;2016/'17;7
2990;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Westerse migratieachtergrond;2017/'18;9
2991;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Westerse migratieachtergrond;2018/'19;9
2992;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Westerse migratieachtergrond;2019/'20;7
2993;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Westerse migratieachtergrond;2020/'21;13
2994;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Niet-westerse migratieachtergrond;2015/'16;53
2995;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Niet-westerse migratieachtergrond;2016/'17;52
2996;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Niet-westerse migratieachtergrond;2017/'18;63
2997;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Niet-westerse migratieachtergrond;2018/'19;48
2998;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Niet-westerse migratieachtergrond;2019/'20;63
2999;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Niet-westerse migratieachtergrond;2020/'21;57
3000;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Turkije;2015/'16;10
3001;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Turkije;2016/'17;14
3002;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Turkije;2017/'18;21
3003;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Turkije;2018/'19;11
3004;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Turkije;2019/'20;21
3005;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Turkije;2020/'21;13
3006;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Marokko;2015/'16;13
3007;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Marokko;2016/'17;5
3008;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Marokko;2017/'18;3
3009;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Marokko;2018/'19;8
3010;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Marokko;2019/'20;8
3011;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Marokko;2020/'21;3
3012;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Suriname;2015/'16;15
3013;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Suriname;2016/'17;11
3014;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Suriname;2017/'18;9
3015;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Suriname;2018/'19;12
3016;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Suriname;2019/'20;15
3017;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Suriname;2020/'21;11
3018;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;(voormalige) Nederlandse Antillen, Aruba;2015/'16;4
3019;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;(voormalige) Nederlandse Antillen, Aruba;2016/'17;10
3020;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;(voormalige) Nederlandse Antillen, Aruba;2017/'18;17
3021;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;(voormalige) Nederlandse Antillen, Aruba;2018/'19;8
3022;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;(voormalige) Nederlandse Antillen, Aruba;2019/'20;3
3023;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;(voormalige) Nederlandse Antillen, Aruba;2020/'21;13
3024;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Overige niet-westerse migratieachterg...;2015/'16;11
3025;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Overige niet-westerse migratieachterg...;2016/'17;12
3026;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Overige niet-westerse migratieachterg...;2017/'18;13
3027;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Overige niet-westerse migratieachterg...;2018/'19;9
3028;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Overige niet-westerse migratieachterg...;2019/'20;16
3029;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Overige niet-westerse migratieachterg...;2020/'21;17
3030;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Onbekende migratieachtergrond;2015/'16;0
3031;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Onbekende migratieachtergrond;2016/'17;0
3032;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Onbekende migratieachtergrond;2017/'18;0
3033;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Onbekende migratieachtergrond;2018/'19;0
3034;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Onbekende migratieachtergrond;2019/'20;0
3035;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0411 Financieel management en belasti...;Onbekende migratieachtergrond;2020/'21;0
3036;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Totaal;2015/'16;0
3037;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Totaal;2016/'17;0
3038;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Totaal;2017/'18;10
3039;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Totaal;2018/'19;5
3040;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Totaal;2019/'20;12
3041;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Totaal;2020/'21;18
3042;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Nederlandse achtergrond;2015/'16;0
3043;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Nederlandse achtergrond;2016/'17;0
3044;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Nederlandse achtergrond;2017/'18;9
3045;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Nederlandse achtergrond;2018/'19;4
3046;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Nederlandse achtergrond;2019/'20;7
3047;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Nederlandse achtergrond;2020/'21;10
3048;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Met migratieachtergrond;2015/'16;0
3049;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Met migratieachtergrond;2016/'17;0
3050;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Met migratieachtergrond;2017/'18;1
3051;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Met migratieachtergrond;2018/'19;1
3052;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Met migratieachtergrond;2019/'20;5
3053;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Met migratieachtergrond;2020/'21;8
3054;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Westerse migratieachtergrond;2015/'16;0
3055;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Westerse migratieachtergrond;2016/'17;0
3056;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Westerse migratieachtergrond;2017/'18;0
3057;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Westerse migratieachtergrond;2018/'19;1
3058;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Westerse migratieachtergrond;2019/'20;1
3059;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Westerse migratieachtergrond;2020/'21;1
3060;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Niet-westerse migratieachtergrond;2015/'16;0
3061;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Niet-westerse migratieachtergrond;2016/'17;0
3062;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Niet-westerse migratieachtergrond;2017/'18;1
3063;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Niet-westerse migratieachtergrond;2018/'19;0
3064;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Niet-westerse migratieachtergrond;2019/'20;4
3065;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Niet-westerse migratieachtergrond;2020/'21;7
3066;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Turkije;2015/'16;0
3067;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Turkije;2016/'17;0
3068;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Turkije;2017/'18;0
3069;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Turkije;2018/'19;0
3070;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Turkije;2019/'20;0
3071;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Turkije;2020/'21;0
3072;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Marokko;2015/'16;0
3073;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Marokko;2016/'17;0
3074;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-associate degree;0412 Financiële dienstverlening;Marokko;2017/'18;1
