ID;Persoonskenmerken;Marges;Perioden;WegenPadenPleintjesGoedOnderhouden_1;PlantsoenenEnParkenGoedOnderhouden_2;BuitenGoedVerlicht_3;GoedeSpeelplekkenVoorKinderen_4;GoedeVoorzieningenVoorJongeren_5;FysiekeVoorzieningenSchaalscore_6;MensenKennenElkaarNauwelijks_7;MensenGaanPrettigMetElkaarOm_8;GezelligeBuurtMetVeelSaamhorigheid_9;VoelMijThuisBijMensenInDezeBuurt_10;VeelContactMetAndereBuurtbewoners_11;TevredenMetSamenstellingBevolking_12;SocialeCohesieSchaalscore_13;VooruitGegaan_14;AchteruitGegaan_15;GelijkGebleven_16;RapportcijferLeefbaarheidWoonbuurt_17;ZeerTevreden_18;NietTevredenNietOntevreden_19;ZeerOntevreden_20;GeenOordeel_21;HeeftAandachtVerbeterenLeefbaarheid_22;InformeertBuurtMbtAanpakLeefbaarheid_23;BetrektBuurtBijAanpakLeefbaarheid_24;EenOfMeerVormenKomenVoor_25;ErvaartEenOfMeerVormenVanOverlast_26;RommelOpStraat_27;StraatmeubilairDatVernieldIs_28;BekladdeMurenOfGebouwen_29;Hondenpoep_30;EenOfMeerVormenFysiekeVerloedering_31;RommelOpStraat_32;StraatmeubilairDatVernieldIs_33;BekladdeMurenOfGebouwen_34;Hondenpoep_35;EenOfMeerVormenFysiekeVerloedering_36;DronkenMensenOpStraat_37;DrugsgebruikOfDrugshandel_38;OverlastDoorBuurtbewoners_39;MensenWordenOpStraatLastiggevallen_40;RondhangendeJongeren_41;EenOfMeerVormenVanSocialeOverlast_42;DronkenMensenOpStraat_43;DrugsgebruikOfDrugshandel_44;OverlastDoorBuurtbewoners_45;MensenWordenOpStraatLastiggevallen_46;RondhangendeJongeren_47;EenOfMeerVormenVanSocialeOverlast_48;TeHardRijden_49;Parkeerproblemen_50;AgressiefGedragInVerkeer_51;EenOfMeerVormenVanVerkeersoverlast_52;TeHardRijden_53;Parkeerproblemen_54;AgressiefGedragInVerkeer_55;EenOfMeerVormenVanVerkeersoverlast_56;KomtWeleensVoor_57;ErvaartVeelOverlast_58
150;Leeftijd: 35 tot 45 jaar;Betrouwbaarheidsmarge;2015;1.0;1.0;0.9;1.0;1.0;0.0;0.9;1.0;1.1;1.1;1.1;1.0;0.0;0.7;0.7;1.0;0.0;1.1;1.0;0.7;0.9;1.2;1.2;1.1;0.5;1.1;1.1;1.0;0.9;1.0;0.8;0.6;0.4;0.3;0.9;1.0;1.0;0.9;1.0;0.7;1.1;1.1;0.4;0.4;0.5;0.2;0.5;0.7;1.0;1.1;1.0;0.8;0.9;0.8;0.5;1.0;0.7;0.3
151;Leeftijd: 35 tot 45 jaar;Betrouwbaarheidsmarge;2016;1.0;1.0;0.9;1.1;1.0;0.0;0.9;1.0;1.1;1.1;1.1;1.0;0.0;0.7;0.8;1.0;0.0;1.1;1.0;0.7;0.9;1.3;1.2;1.2;0.5;1.1;1.1;1.0;1.0;1.0;0.8;0.6;0.4;0.3;0.9;1.0;1.0;0.9;1.0;0.8;1.1;1.1;0.4;0.4;0.5;0.3;0.5;0.8;1.0;1.1;1.0;0.8;1.0;0.9;0.5;1.1;0.7;0.3
152;Leeftijd: 35 tot 45 jaar;Betrouwbaarheidsmarge;2017;1.0;1.0;0.9;1.0;0.9;0.0;0.9;0.9;1.0;1.0;1.0;1.0;0.0;0.7;0.7;1.0;0.0;1.0;0.9;0.7;0.8;1.2;1.1;1.1;0.5;1.0;1.0;0.9;0.9;1.0;0.8;0.6;0.4;0.2;0.9;0.9;0.9;0.9;1.0;0.7;1.0;1.0;0.4;0.4;0.5;0.3;0.5;0.7;0.9;1.0;1.0;0.8;0.9;0.8;0.5;1.0;0.7;0.3
153;Leeftijd: 35 tot 45 jaar;Betrouwbaarheidsmarge;2019;0.9;0.9;0.8;1.0;0.9;0.0;0.9;0.9;1.0;1.0;1.0;0.9;0.0;0.7;0.7;0.9;0.0;1.0;0.9;0.7;0.8;1.1;1.1;1.1;0.5;1.0;1.0;0.9;0.8;1.0;0.8;0.6;0.4;0.2;0.8;0.9;0.9;0.9;0.9;0.6;1.0;1.0;0.3;0.4;0.5;0.2;0.5;0.7;0.9;1.0;0.9;0.7;0.9;0.8;0.5;1.0;0.6;0.3
154;Leeftijd: 45 tot 55 jaar;Waarde;2012;67.5;66.1;75.5;62.7;23.2;6.1;21.1;70.1;44.3;63.4;38.5;70.3;6.3;9.3;16.1;72.2;7.4;36.9;31.0;13.4;18.7;45.7;41.3;35.1;95.3;46.3;56.5;35.1;27.3;71.4;84.0;7.5;3.8;2.2;18.6;23.8;27.8;23.8;28.6;13.7;41.4;58.4;3.5;4.1;5.5;1.2;6.9;13.4;74.8;52.6;32.1;85.0;23.5;18.7;6.8;34.1;14.9;1.9
155;Leeftijd: 45 tot 55 jaar;Waarde;2013;64.9;64.1;76.0;62.1;23.7;6.1;21.9;68.8;43.5;61.8;38.6;68.6;6.3;7.6;15.8;73.9;7.4;35.0;31.1;14.3;19.6;44.0;40.2;34.3;94.7;46.0;56.2;33.7;25.9;71.4;83.6;7.0;3.2;1.8;19.8;24.1;26.8;23.4;29.8;14.3;39.5;57.3;2.7;4.0;5.4;1.2;6.2;12.5;74.2;51.9;32.4;83.8;22.9;17.9;6.5;33.2;14.6;1.6
156;Leeftijd: 45 tot 55 jaar;Waarde;2014;65.9;65.2;76.2;63.5;25.0;6.1;21.7;70.5;44.3;63.5;39.0;69.8;6.4;8.1;15.1;74.3;7.5;36.1;30.0;13.5;20.4;44.6;40.4;34.3;94.4;44.0;54.6;31.9;24.9;70.6;82.7;6.1;2.8;1.8;18.1;22.4;26.6;23.8;29.5;14.0;38.4;56.3;2.6;3.4;5.2;1.1;5.1;11.4;73.1;51.3;31.0;82.9;21.7;17.3;5.8;31.4;14.7;1.5
157;Leeftijd: 45 tot 55 jaar;Waarde;2015;66.8;64.8;74.4;62.4;24.3;6.1;21.9;69.8;43.0;62.3;37.5;69.7;6.3;8.2;15.2;73.8;7.5;36.0;29.5;14.2;20.3;43.7;38.1;32.7;94.4;44.3;56.3;32.0;24.1;70.3;82.6;7.0;3.0;1.4;17.6;22.5;26.4;23.9;28.9;13.7;37.4;56.4;2.7;3.7;5.0;1.1;5.2;11.8;73.5;51.5;30.0;82.9;22.2;17.4;6.0;32.0;14.2;1.4
158;Leeftijd: 45 tot 55 jaar;Waarde;2016;66.4;65.1;76.4;63.7;25.6;6.2;21.3;70.2;44.1;61.9;37.8;69.1;6.3;8.6;15.5;72.9;7.5;36.2;28.9;14.0;21.0;44.1;39.2;33.5;94.6;44.6;55.7;31.1;23.1;69.2;82.4;6.9;2.9;1.4;17.3;22.1;26.6;23.7;30.4;13.0;36.6;56.8;2.9;4.0;5.9;1.2;5.3;12.1;73.5;49.9;30.3;83.0;22.9;18.3;6.3;33.3;13.6;1.5
159;Leeftijd: 45 tot 55 jaar;Waarde;2017;64.8;64.0;75.7;63.5;24.8;6.1;22.3;70.5;43.4;62.2;37.0;68.7;6.3;9.2;16.1;71.8;7.5;36.0;28.8;13.6;21.5;43.7;38.5;33.3;94.3;44.6;55.7;30.3;22.2;68.7;81.7;7.1;2.5;1.3;17.0;21.7;25.5;23.7;30.1;13.4;36.0;55.1;2.4;3.5;5.3;1.0;5.1;11.5;74.0;51.7;31.1;83.6;22.7;18.0;6.3;33.1;13.9;1.5
160;Leeftijd: 45 tot 55 jaar;Waarde;2019;65.8;65.1;77.1;65.1;24.6;6.2;21.8;71.9;45.4;63.6;38.5;69.5;6.4;8.5;15.3;73.2;7.6;38.7;28.0;13.5;19.8;46.2;39.6;34.4;94.8;44.7;57.6;28.8;19.9;68.1;82.1;8.0;2.8;1.3;15.5;21.3;26.1;24.1;30.0;11.0;33.0;56.2;2.7;4.2;5.6;1.1;4.2;11.6;75.6;52.8;30.7;84.7;23.2;19.3;6.3;33.9;11.8;1.4
161;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2012;1.0;1.0;0.9;1.0;0.9;0.0;0.9;0.9;1.0;1.0;1.0;1.0;0.0;0.6;0.8;0.9;0.0;1.0;0.9;0.7;0.8;1.1;1.1;1.1;0.5;1.0;1.0;1.0;0.9;0.9;0.8;0.6;0.4;0.3;0.8;0.9;0.9;0.9;0.9;0.7;1.0;1.0;0.4;0.5;0.5;0.3;0.6;0.8;0.9;1.0;1.0;0.7;0.9;0.8;0.6;1.0;0.7;0.3
162;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2013;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.5;0.6;0.8;0.0;0.8;0.8;0.6;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.8;0.7;0.8;0.6;0.4;0.3;0.2;0.7;0.7;0.8;0.7;0.8;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.8;0.8;0.6;0.7;0.7;0.4;0.8;0.6;0.2
163;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2014;0.9;0.9;0.8;0.9;0.8;0.0;0.8;0.9;0.9;0.9;0.9;0.9;0.0;0.5;0.7;0.8;0.0;0.9;0.8;0.6;0.8;1.0;1.0;1.0;0.4;0.9;0.9;0.9;0.8;0.8;0.7;0.4;0.3;0.2;0.7;0.8;0.8;0.8;0.8;0.6;0.9;0.9;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.9;0.7;0.8;0.7;0.4;0.9;0.7;0.2
164;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2015;0.9;0.9;0.8;0.9;0.8;0.0;0.8;0.8;0.9;0.9;0.9;0.8;0.0;0.5;0.7;0.8;0.0;0.9;0.8;0.6;0.7;1.0;1.0;1.0;0.4;0.9;0.9;0.9;0.8;0.8;0.7;0.5;0.3;0.2;0.7;0.8;0.8;0.8;0.8;0.6;0.9;0.9;0.3;0.4;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.8;0.7;0.4;0.8;0.6;0.2
165;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2016;0.9;0.9;0.8;0.9;0.8;0.0;0.8;0.9;0.9;0.9;0.9;0.9;0.0;0.5;0.7;0.8;0.0;0.9;0.9;0.6;0.8;1.1;1.0;1.0;0.4;0.9;0.9;0.9;0.8;0.9;0.7;0.5;0.3;0.2;0.7;0.8;0.8;0.8;0.9;0.6;0.9;0.9;0.3;0.4;0.5;0.2;0.4;0.6;0.8;0.9;0.9;0.7;0.8;0.7;0.4;0.9;0.7;0.2
166;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2017;0.8;0.8;0.7;0.8;0.8;0.0;0.7;0.8;0.9;0.8;0.8;0.8;0.0;0.5;0.6;0.8;0.0;0.8;0.8;0.6;0.7;1.0;0.9;0.9;0.4;0.9;0.9;0.8;0.7;0.8;0.7;0.4;0.3;0.2;0.7;0.7;0.8;0.7;0.8;0.6;0.8;0.9;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.7;0.7;0.4;0.8;0.6;0.2
167;Leeftijd: 45 tot 55 jaar;Betrouwbaarheidsmarge;2019;0.8;0.8;0.8;0.9;0.8;0.0;0.7;0.8;0.9;0.9;0.9;0.8;0.0;0.5;0.6;0.8;0.0;0.9;0.8;0.6;0.7;1.0;1.0;0.9;0.4;0.9;0.9;0.8;0.7;0.8;0.7;0.5;0.3;0.2;0.6;0.7;0.8;0.8;0.8;0.6;0.8;0.9;0.3;0.4;0.4;0.2;0.3;0.6;0.8;0.9;0.8;0.7;0.8;0.7;0.4;0.8;0.6;0.2
168;Leeftijd: 55 tot 65 jaar;Waarde;2012;66.1;64.8;77.5;62.4;23.4;6.2;24.3;66.4;41.2;62.9;37.5;69.9;6.2;9.0;16.1;72.5;7.4;36.0;30.2;11.7;22.0;47.8;43.3;37.9;93.9;43.5;55.6;35.2;27.2;71.9;83.0;6.8;3.3;2.7;19.4;23.9;25.4;24.3;27.0;14.2;38.3;53.7;2.7;4.1;5.0;1.2;6.2;11.9;70.7;48.4;32.3;80.7;21.5;16.2;6.4;30.7;16.0;1.9
169;Leeftijd: 55 tot 65 jaar;Waarde;2013;63.9;62.9;77.5;61.8;23.6;6.1;24.0;66.0;42.0;62.5;37.7;68.4;6.2;7.3;16.8;73.2;7.4;33.6;30.3;13.3;22.9;44.2;41.2;35.7;93.7;44.0;55.1;33.1;25.0;71.5;82.5;6.8;3.2;2.1;19.7;24.3;24.8;23.9;28.3;13.7;36.4;53.6;2.7;3.4;4.8;1.1;5.3;11.1;72.7;48.3;32.7;81.6;22.9;15.6;6.8;31.1;15.7;1.9
170;Leeftijd: 55 tot 65 jaar;Waarde;2014;64.1;63.6;77.3;63.6;23.7;6.2;23.1;67.7;42.1;63.6;38.0;68.9;6.3;7.8;15.9;73.7;7.4;35.1;29.8;11.7;23.4;46.1;42.3;36.7;93.2;41.1;54.0;32.3;25.4;69.8;81.2;6.0;2.6;1.7;17.9;21.9;25.3;25.3;28.9;14.8;36.3;53.4;2.0;3.1;4.9;0.9;4.7;10.4;70.8;47.3;31.0;80.0;20.3;14.5;5.8;28.7;16.2;1.6
171;Leeftijd: 55 tot 65 jaar;Waarde;2015;64.8;64.0;76.6;61.9;23.1;6.2;23.6;67.1;41.8;62.7;36.8;68.8;6.3;7.5;15.2;74.2;7.5;36.2;28.6;12.0;23.2;45.5;41.2;36.1;93.1;41.2;53.9;31.8;23.9;69.7;81.1;6.2;2.8;1.7;16.8;21.2;25.2;25.5;28.6;14.3;34.9;52.5;2.2;3.5;4.8;0.9;4.7;10.7;71.2;48.4;30.9;80.7;20.3;15.2;5.9;29.0;15.9;1.8
172;Leeftijd: 55 tot 65 jaar;Waarde;2016;64.4;63.1;77.1;63.2;23.4;6.2;23.5;67.4;42.7;62.5;37.4;68.1;6.3;7.7;16.2;73.5;7.5;36.2;28.5;12.2;23.1;45.9;41.8;36.7;93.3;41.2;52.9;31.0;22.5;68.5;80.6;6.2;3.0;1.6;16.3;20.9;24.3;23.9;28.9;13.1;34.4;52.7;2.1;3.4;5.4;0.9;4.7;11.0;71.5;47.7;29.7;80.9;21.1;15.3;6.0;29.8;14.6;1.6
173;Leeftijd: 55 tot 65 jaar;Waarde;2017;63.3;62.6;76.6;62.4;22.9;6.1;23.5;67.8;42.6;63.1;37.1;67.3;6.3;8.0;16.8;72.0;7.5;36.2;28.2;12.2;23.5;45.8;40.7;35.6;93.1;41.7;54.3;29.9;22.0;67.9;80.3;6.7;2.7;1.3;15.9;20.4;24.9;24.9;28.6;13.1;34.2;53.0;2.2;3.6;5.1;0.9;4.8;10.9;72.1;49.4;31.2;81.5;21.6;16.2;6.6;30.6;15.0;1.8
174;Leeftijd: 55 tot 65 jaar;Waarde;2019;63.0;62.7;77.9;63.1;22.5;6.2;23.7;68.4;43.3;63.5;37.2;67.4;6.3;7.4;16.2;73.4;7.6;36.4;28.3;13.0;22.3;46.2;40.2;34.9;93.9;42.4;55.9;29.7;20.0;67.5;81.2;7.7;3.1;1.2;15.0;20.0;24.2;24.7;28.7;11.8;32.2;53.2;2.1;3.9;5.0;0.8;4.3;10.8;74.3;50.3;32.0;83.5;23.3;17.2;6.8;32.7;13.5;1.8
175;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2012;0.9;0.9;0.8;0.9;0.8;0.0;0.9;0.9;1.0;1.0;0.9;0.9;0.0;0.6;0.7;0.9;0.0;0.9;0.9;0.6;0.8;1.1;1.1;1.1;0.5;1.0;1.0;0.9;0.9;0.9;0.7;0.6;0.4;0.4;0.8;0.9;0.9;0.9;0.9;0.7;1.0;1.0;0.3;0.5;0.5;0.3;0.5;0.7;0.9;1.0;0.9;0.8;0.8;0.7;0.5;0.9;0.7;0.3
176;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2013;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.5;0.6;0.7;0.0;0.8;0.7;0.6;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.8;0.7;0.7;0.6;0.4;0.3;0.2;0.6;0.7;0.7;0.7;0.7;0.6;0.8;0.8;0.3;0.3;0.4;0.2;0.4;0.5;0.7;0.8;0.8;0.6;0.7;0.6;0.4;0.8;0.6;0.2
177;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2014;0.9;0.9;0.8;0.9;0.8;0.0;0.8;0.8;0.9;0.9;0.9;0.8;0.0;0.5;0.7;0.8;0.0;0.9;0.8;0.6;0.8;1.0;1.0;1.0;0.5;0.9;0.9;0.8;0.8;0.8;0.7;0.4;0.3;0.2;0.7;0.7;0.8;0.8;0.8;0.6;0.9;0.9;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.7;0.6;0.4;0.8;0.7;0.2
178;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2015;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.5;0.6;0.8;0.0;0.8;0.8;0.6;0.7;1.0;1.0;0.9;0.4;0.8;0.9;0.8;0.7;0.8;0.7;0.4;0.3;0.2;0.6;0.7;0.8;0.8;0.8;0.6;0.8;0.9;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.7;0.6;0.4;0.8;0.6;0.2
179;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2016;0.9;0.9;0.8;0.9;0.8;0.0;0.8;0.8;0.9;0.9;0.9;0.8;0.0;0.5;0.7;0.8;0.0;0.9;0.8;0.6;0.8;1.0;1.0;1.0;0.4;0.9;0.9;0.8;0.7;0.8;0.7;0.4;0.3;0.2;0.7;0.7;0.8;0.8;0.8;0.6;0.8;0.9;0.3;0.3;0.4;0.2;0.4;0.6;0.8;0.9;0.8;0.7;0.7;0.6;0.4;0.8;0.6;0.2
180;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2017;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.5;0.6;0.7;0.0;0.8;0.7;0.5;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.7;0.7;0.8;0.6;0.4;0.3;0.2;0.6;0.7;0.7;0.7;0.7;0.6;0.8;0.8;0.2;0.3;0.4;0.2;0.4;0.5;0.7;0.8;0.7;0.6;0.7;0.6;0.4;0.7;0.6;0.2
181;Leeftijd: 55 tot 65 jaar;Betrouwbaarheidsmarge;2019;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.4;0.6;0.7;0.0;0.8;0.7;0.5;0.7;0.9;0.9;0.9;0.4;0.8;0.8;0.7;0.7;0.8;0.6;0.4;0.3;0.2;0.6;0.7;0.7;0.7;0.7;0.5;0.8;0.8;0.2;0.3;0.4;0.2;0.3;0.5;0.7;0.8;0.8;0.6;0.7;0.6;0.4;0.8;0.6;0.2
182;Leeftijd: 65 tot 75 jaar;Waarde;2012;66.0;65.5;81.0;58.8;21.8;6.3;26.9;64.5;42.1;65.1;40.3;68.9;6.2;7.5;14.8;74.2;7.4;34.2;25.5;9.1;31.2;48.3;43.6;37.6;93.3;40.9;54.6;33.1;27.2;73.4;83.0;6.0;3.2;1.9;20.1;23.8;23.3;25.7;25.7;16.6;36.4;50.3;1.5;2.5;3.2;0.8;4.6;8.7;70.8;46.0;32.9;79.5;21.3;12.7;5.6;28.1;18.5;1.7
183;Leeftijd: 65 tot 75 jaar;Waarde;2013;64.2;63.0;81.3;60.1;22.6;6.3;27.0;62.5;40.9;63.3;40.7;66.7;6.2;6.8;16.2;73.1;7.4;33.5;25.8;10.1;30.5;46.3;42.1;36.7;92.8;41.9;53.4;30.9;25.0;72.6;82.0;6.4;2.8;2.1;20.6;24.4;21.9;25.2;26.0;15.2;34.4;49.2;1.7;3.1;3.9;0.6;4.7;9.6;72.2;44.5;33.9;79.5;23.2;12.4;6.1;29.6;17.3;1.6
184;Leeftijd: 65 tot 75 jaar;Waarde;2014;64.2;64.1;79.9;61.4;23.1;6.3;27.0;64.6;40.8;63.2;39.5;67.1;6.2;6.5;15.5;74.7;7.4;34.3;26.6;9.6;29.5;47.0;42.4;37.7;92.5;40.1;51.3;30.7;24.3;71.3;81.0;5.6;2.6;1.6;19.7;23.3;21.5;24.9;25.5;15.1;33.7;48.4;1.6;2.8;3.6;0.7;4.5;9.1;70.9;43.7;32.4;78.8;21.4;12.0;6.0;27.7;17.2;1.6
185;Leeftijd: 65 tot 75 jaar;Waarde;2015;65.1;64.5;79.8;61.2;22.5;6.3;27.1;64.2;41.2;63.4;39.6;67.8;6.2;6.2;14.8;75.2;7.5;34.7;25.7;9.8;29.9;46.0;42.1;36.3;92.0;38.7;51.0;28.9;23.3;70.9;80.5;5.4;2.1;1.4;18.1;21.4;21.5;25.1;25.5;15.2;32.8;47.5;1.5;2.8;3.7;0.6;4.0;8.6;71.3;43.6;31.4;78.8;20.9;11.6;5.3;26.9;17.1;1.5
186;Leeftijd: 65 tot 75 jaar;Waarde;2016;64.2;63.5;80.2;60.9;22.2;6.3;25.8;65.3;42.4;64.1;41.2;67.0;6.2;6.0;15.6;74.5;7.5;35.2;25.6;10.0;29.2;46.1;42.4;37.2;92.3;38.9;51.0;28.6;21.8;69.8;80.3;6.0;2.4;1.7;17.2;21.0;20.9;23.6;25.7;12.9;31.0;47.9;1.6;2.6;3.8;0.6;3.8;8.7;71.4;42.9;30.6;79.0;21.8;12.0;5.8;28.0;15.6;1.5
187;Leeftijd: 65 tot 75 jaar;Waarde;2017;61.6;62.1;79.2;60.5;21.2;6.2;26.5;64.4;41.7;63.1;39.6;66.1;6.2;6.5;16.3;73.6;7.5;35.4;26.5;9.4;28.7;46.5;41.5;36.1;92.1;40.2;51.6;28.3;21.5;69.0;79.5;6.0;2.4;1.5;17.6;21.5;20.7;25.0;25.0;13.6;31.4;47.5;1.4;3.0;3.8;0.6;3.8;8.7;70.9;45.3;32.4;79.2;22.3;13.0;6.2;29.1;15.7;1.4
188;Leeftijd: 65 tot 75 jaar;Waarde;2019;62.9;62.8;80.2;61.8;20.8;6.3;25.2;66.8;44.6;65.2;41.8;67.2;6.3;6.7;14.7;75.1;7.6;36.0;26.4;10.4;27.2;47.0;41.4;37.2;92.3;39.0;52.5;26.2;19.4;66.8;78.9;6.5;2.6;1.3;15.3;19.4;19.6;24.5;24.2;11.6;28.3;46.2;1.5;3.3;3.8;0.7;3.4;8.4;72.1;45.0;31.1;80.3;22.2;13.2;6.5;29.3;14.1;1.5
189;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2012;1.0;1.0;0.9;1.1;0.9;0.0;1.0;1.0;1.1;1.0;1.1;1.0;0.0;0.6;0.8;1.0;0.0;1.0;0.9;0.6;1.0;1.3;1.3;1.2;0.6;1.1;1.1;1.0;1.0;1.0;0.8;0.6;0.4;0.3;0.9;0.9;0.9;1.0;1.0;0.8;1.1;1.1;0.3;0.4;0.4;0.2;0.5;0.6;1.0;1.1;1.0;0.9;0.9;0.7;0.5;1.0;0.9;0.3
190;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2013;0.9;0.9;0.7;0.9;0.8;0.0;0.8;0.9;0.9;0.9;0.9;0.8;0.0;0.5;0.7;0.8;0.0;0.8;0.8;0.5;0.8;1.1;1.0;1.0;0.5;0.9;0.9;0.8;0.8;0.8;0.7;0.5;0.3;0.3;0.7;0.8;0.8;0.8;0.8;0.7;0.9;0.9;0.2;0.3;0.4;0.1;0.4;0.5;0.8;0.9;0.8;0.7;0.8;0.6;0.4;0.8;0.7;0.2
191;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2014;0.9;0.9;0.8;0.9;0.8;0.0;0.9;0.9;0.9;0.9;0.9;0.9;0.0;0.5;0.7;0.8;0.0;0.9;0.8;0.6;0.9;1.1;1.1;1.1;0.5;0.9;1.0;0.9;0.8;0.9;0.8;0.4;0.3;0.2;0.8;0.8;0.8;0.8;0.8;0.7;0.9;1.0;0.2;0.3;0.4;0.2;0.4;0.6;0.9;1.0;0.9;0.8;0.8;0.6;0.5;0.9;0.7;0.2
192;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2015;0.9;0.9;0.7;0.9;0.8;0.0;0.8;0.9;0.9;0.9;0.9;0.8;0.0;0.4;0.6;0.8;0.0;0.9;0.8;0.5;0.8;1.1;1.0;1.0;0.5;0.9;0.9;0.8;0.8;0.8;0.7;0.4;0.3;0.2;0.7;0.7;0.7;0.8;0.8;0.7;0.8;0.9;0.2;0.3;0.3;0.1;0.4;0.5;0.8;0.9;0.8;0.7;0.7;0.6;0.4;0.8;0.7;0.2
193;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2016;0.9;0.9;0.7;0.9;0.8;0.0;0.8;0.9;0.9;0.9;0.9;0.9;0.0;0.4;0.7;0.8;0.0;0.9;0.8;0.5;0.9;1.1;1.1;1.1;0.5;0.9;0.9;0.8;0.8;0.9;0.7;0.4;0.3;0.2;0.7;0.8;0.8;0.8;0.8;0.6;0.9;0.9;0.2;0.3;0.4;0.1;0.4;0.5;0.8;0.9;0.9;0.8;0.8;0.6;0.4;0.8;0.7;0.2
194;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2017;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.4;0.6;0.7;0.0;0.8;0.7;0.5;0.8;1.0;0.9;0.9;0.4;0.8;0.8;0.7;0.7;0.8;0.7;0.4;0.3;0.2;0.6;0.7;0.7;0.7;0.7;0.6;0.8;0.8;0.2;0.3;0.3;0.1;0.3;0.5;0.8;0.8;0.8;0.7;0.7;0.5;0.4;0.8;0.6;0.2
195;Leeftijd: 65 tot 75 jaar;Betrouwbaarheidsmarge;2019;0.8;0.8;0.7;0.8;0.7;0.0;0.7;0.8;0.8;0.8;0.8;0.8;0.0;0.4;0.6;0.7;0.0;0.8;0.7;0.5;0.8;1.0;0.9;0.9;0.5;0.8;0.8;0.7;0.7;0.8;0.7;0.4;0.3;0.2;0.6;0.7;0.7;0.7;0.7;0.5;0.7;0.8;0.2;0.3;0.3;0.2;0.3;0.5;0.7;0.8;0.8;0.7;0.7;0.5;0.4;0.7;0.6;0.2
196;Leeftijd: 75 jaar of ouder;Waarde;2012;67.5;69.1;83.0;51.8;18.9;6.5;30.6;60.2;42.6;63.4;38.5;66.3;6.2;6.8;13.0;74.0;7.4;33.5;17.6;6.2;42.6;50.2;43.8;39.1;90.9;33.0;52.5;35.4;30.9;69.5;79.0;4.3;2.5;1.5;15.0;18.2;25.9;29.1;25.9;23.1;39.0;50.5;0.9;1.8;1.7;0.9;3.7;6.3;68.8;45.0;35.8;77.4;17.2;9.1;4.1;22.1;23.4;1.3
197;Leeftijd: 75 jaar of ouder;Waarde;2013;66.0;67.4;82.9;51.7;20.3;6.5;31.2;62.1;43.4;64.7;39.6;65.3;6.2;6.1;13.1;74.1;7.4;34.4;18.2;6.2;41.2;49.8;44.2;38.0;89.8;33.0;50.3;31.3;28.9;68.2;77.7;4.0;2.2;1.8;15.4;18.2;24.5;27.3;25.3;20.5;35.6;47.8;0.9;1.5;2.1;0.6;3.0;5.9;68.3;42.6;34.7;75.7;17.9;8.7;4.3;22.9;22.1;1.2
