ID;Geslacht;Leeftijd;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
104;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2019;16.7;7.6;8.1;;14.1;2.1;5.0;1.7;4.6;3.9;2.3;2.8;2.1;0.5;2.8;13.2;8.3;8.5;6.3;;;;;;;;;10.2;28.4;4.7
105;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2020;15.1;6.5;7.5;;11.7;1.6;3.6;1.5;3.6;3.2;1.9;2.1;1.5;0.4;2.8;12.4;7.8;7.0;9.3;;;;;;;;;8.9;25.9;5.2
106;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2021;15.2;6.7;7.4;;12.1;1.9;5.0;1.7;4.0;3.4;2.0;1.9;1.8;0.5;2.3;12.1;7.5;7.3;9.0;;;;;;;;;9.3;24.9;5.1
107;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2022;17.4;6.2;7.0;;12.4;1.8;4.5;1.5;3.9;3.5;2.3;2.2;1.7;0.5;2.3;;;;;6.3;50.9;13.7;39.6;1.9;1.8;1.1;3.0;8.6;24.0;5.0
108;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2023;16.0;6.3;6.8;;11.4;1.8;4.2;1.3;3.9;3.3;1.8;2.0;1.7;0.3;2.2;;;;;6.1;46.2;13.1;34.5;1.5;1.7;1.0;2.9;9.0;23.0;5.1
109;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2024;16.5;6.7;7.5;;12.7;1.8;4.7;1.6;4.4;4.0;2.0;2.2;1.8;0.5;2.4;;;;;6.4;44.4;12.8;32.8;1.6;1.6;0.9;2.9;9.3;23.8;5.1
110;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;17.5;6.2;8.4;3.8;;;;;;;;;;;;13.5;7.6;7.0;4.4;;;;;;;;;8.8;29.3;4.5
111;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;16.8;6.4;8.0;3.9;;;;;;;;;;;;13.6;7.3;7.3;4.9;;;;;;;;;9.2;30.8;4.5
112;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;16.3;6.7;7.6;3.6;;;;;;;;;;;;12.7;8.1;7.7;5.0;;;;;;;;;9.2;29.0;4.6
113;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;17.3;6.9;8.6;4.1;;;;;;;;;;;;12.5;7.4;7.7;4.6;;;;;;;;;9.3;29.3;4.6
114;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;17.3;6.7;7.6;;13.8;2.0;4.8;1.8;4.6;4.1;2.2;2.7;2.0;0.4;2.6;12.6;7.5;7.6;5.6;;;;;;;;;9.8;28.2;4.6
115;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;16.0;7.1;7.5;;13.3;1.8;4.5;1.4;4.2;3.5;2.0;2.4;1.8;0.4;2.5;12.5;7.8;7.9;5.8;;;;;;;;;9.6;27.4;4.7
116;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;14.4;6.0;7.0;;11.1;1.4;3.2;1.2;3.2;2.9;1.6;1.8;1.2;0.3;2.4;11.7;7.2;6.5;8.7;;;;;;;;;8.3;25.0;5.1
117;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;14.4;6.2;6.8;;11.4;1.6;4.5;1.4;3.6;3.0;1.7;1.6;1.5;0.3;2.0;11.3;6.9;6.7;8.4;;;;;;;;;8.6;23.9;5.1
118;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;16.7;5.8;6.5;;11.7;1.6;4.1;1.3;3.5;3.1;2.0;1.9;1.4;0.4;2.0;;;;;5.8;49.9;13.0;38.6;1.6;1.6;0.9;2.7;8.0;23.2;4.9
119;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;15.3;5.8;6.3;;10.7;1.5;3.8;1.1;3.6;2.9;1.5;1.7;1.5;0.2;1.9;;;;;5.6;45.2;12.5;33.6;1.3;1.4;0.8;2.6;8.4;22.1;5.0
120;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2024;15.8;6.3;7.0;;12.1;1.6;4.3;1.3;4.0;3.6;1.8;1.9;1.6;0.4;2.1;;;;;5.9;43.5;12.2;31.9;1.4;1.4;0.8;2.6;8.7;23.0;5.1
121;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;19.4;7.4;9.8;4.8;;;;;;;;;;;;15.2;9.0;8.2;5.5;;;;;;;;;10.2;31.6;4.6
122;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;18.6;7.6;9.3;4.9;;;;;;;;;;;;15.2;8.6;8.6;5.9;;;;;;;;;10.5;32.9;4.6
123;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;18.1;7.9;8.9;4.5;;;;;;;;;;;;14.3;9.4;9.0;6.1;;;;;;;;;10.5;31.1;4.7
124;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;19.1;8.1;10.0;5.0;;;;;;;;;;;;14.1;8.7;9.0;5.7;;;;;;;;;10.8;31.4;4.8
125;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;18.8;7.7;8.7;;15.2;2.6;5.7;2.4;5.5;4.9;2.8;3.4;2.6;0.7;3.3;13.9;8.6;8.7;6.6;;;;;;;;;11.0;30.1;4.7
126;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;17.5;8.2;8.7;;14.8;2.4;5.5;1.9;5.0;4.4;2.6;3.1;2.4;0.6;3.2;13.9;8.9;9.1;6.8;;;;;;;;;10.9;29.3;4.8
127;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;15.9;7.1;8.1;;12.5;2.0;4.0;1.8;4.0;3.6;2.2;2.4;1.8;0.6;3.1;13.1;8.4;7.6;9.9;;;;;;;;;9.5;26.8;5.3
128;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;16.1;7.3;8.0;;12.9;2.2;5.5;2.1;4.5;3.9;2.3;2.3;2.2;0.7;2.7;12.8;8.1;8.0;9.6;;;;;;;;;10.0;25.9;5.2
129;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;18.2;6.7;7.5;;13.1;2.1;5.0;1.8;4.3;3.9;2.6;2.5;2.0;0.6;2.6;;;;;6.9;51.9;14.4;40.5;2.2;2.1;1.3;3.4;9.2;24.9;5.1
130;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;16.7;6.8;7.3;;12.0;2.1;4.6;1.5;4.4;3.7;2.1;2.3;2.0;0.5;2.5;;;;;6.7;47.2;13.8;35.4;1.8;1.9;1.2;3.3;9.6;23.8;5.1
131;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2024;17.2;7.2;8.0;;13.4;2.1;5.2;1.8;4.8;4.4;2.3;2.5;2.1;0.7;2.7;;;;;6.9;45.4;13.4;33.7;1.9;1.9;1.1;3.3;9.9;24.7;5.2
132;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2014;18.3;7.2;8.6;3.9;;;;;;;;;;;;16.1;7.9;7.2;4.9;;;;;;;;;10.4;33.7;4.2
133;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2015;18.6;7.3;9.0;4.1;;;;;;;;;;;;14.2;7.3;7.4;4.5;;;;;;;;;10.3;33.2;4.2
134;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2016;18.9;7.7;9.2;4.0;;;;;;;;;;;;15.2;8.3;8.0;5.0;;;;;;;;;10.4;33.3;4.3
135;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2017;19.2;7.7;9.7;4.3;;;;;;;;;;;;15.6;8.4;8.5;5.3;;;;;;;;;11.3;33.9;4.3
136;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2018;18.5;7.8;8.7;;14.9;2.2;6.0;2.0;4.6;5.0;2.3;2.3;2.1;0.4;2.5;15.1;8.5;8.4;5.5;;;;;;;;;11.0;32.2;4.3
137;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2019;18.2;8.0;8.7;;14.6;2.4;5.9;2.1;4.4;4.9;2.4;2.4;2.1;0.5;2.3;14.6;8.6;8.8;5.5;;;;;;;;;11.1;32.1;4.4
138;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2020;15.7;7.1;8.1;;12.3;2.0;4.6;1.6;3.6;3.8;1.8;1.8;1.6;0.3;2.4;13.3;7.4;6.9;7.9;;;;;;;;;8.7;29.0;4.8
139;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2021;16.9;6.5;8.1;;12.0;1.6;4.8;1.7;3.4;3.9;1.7;1.9;1.5;0.3;2.2;13.6;7.6;7.3;8.5;;;;;;;;;9.8;30.0;4.9
140;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2022;18.7;6.1;7.6;;12.0;1.9;4.8;1.5;3.6;3.7;1.8;1.8;1.7;0.4;2.1;;;;;6.1;53.1;13.3;42.9;1.3;1.9;0.8;3.1;10.3;28.8;4.7
141;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2023;17.1;5.9;6.9;;11.5;1.8;4.4;1.5;3.8;3.2;1.8;1.7;1.7;0.4;1.8;;;;;6.1;47.2;12.5;35.9;1.5;1.7;0.8;2.9;8.9;27.6;4.8
142;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2024;17.9;6.6;7.5;;13.0;2.0;4.9;1.6;4.2;4.0;2.0;1.9;2.0;0.5;2.2;;;;;6.4;45.6;12.9;33.6;1.7;2.2;0.9;3.2;9.6;27.5;4.8
143;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;17.5;6.6;8.0;3.5;;;;;;;;;;;;15.4;7.4;6.7;4.4;;;;;;;;;9.8;32.7;4.1
144;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;17.8;6.8;8.5;3.7;;;;;;;;;;;;13.5;6.8;6.9;4.1;;;;;;;;;9.7;32.3;4.2
145;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;18.1;7.2;8.6;3.6;;;;;;;;;;;;14.5;7.7;7.5;4.6;;;;;;;;;9.8;32.4;4.3
146;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;18.4;7.2;9.1;3.9;;;;;;;;;;;;14.9;7.8;7.9;4.8;;;;;;;;;10.7;33.0;4.3
147;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;17.9;7.3;8.2;;14.3;2.0;5.6;1.8;4.3;4.7;2.0;2.1;1.8;0.3;2.3;14.5;8.0;8.0;5.1;;;;;;;;;10.5;31.4;4.3
148;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;17.5;7.5;8.2;;14.0;2.2;5.5;1.8;4.1;4.5;2.1;2.1;1.9;0.4;2.0;14.0;8.1;8.3;5.1;;;;;;;;;10.5;31.3;4.3
149;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;15.0;6.6;7.6;;11.7;1.7;4.2;1.4;3.3;3.4;1.6;1.6;1.4;0.2;2.2;12.6;6.9;6.4;7.4;;;;;;;;;8.2;28.1;4.7
150;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;16.1;6.0;7.6;;11.3;1.4;4.4;1.5;3.1;3.5;1.4;1.7;1.2;0.2;1.9;12.9;7.0;6.7;8.0;;;;;;;;;9.2;29.0;4.8
151;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;17.9;5.7;7.1;;11.4;1.7;4.4;1.3;3.3;3.4;1.6;1.5;1.5;0.3;1.9;;;;;5.7;52.2;12.7;41.9;1.1;1.6;0.6;2.8;9.7;27.9;4.6
152;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;16.4;5.5;6.4;;10.9;1.6;4.0;1.3;3.4;2.9;1.6;1.5;1.5;0.3;1.5;;;;;5.7;46.2;11.9;35.0;1.3;1.4;0.7;2.6;8.4;26.7;4.7
153;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2024;17.1;6.1;7.0;;12.4;1.8;4.5;1.4;3.8;3.6;1.7;1.7;1.7;0.4;2.0;;;;;5.9;44.7;12.3;32.8;1.4;1.9;0.7;2.9;9.0;26.6;4.7
154;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;19.1;7.7;9.2;4.3;;;;;;;;;;;;16.9;8.5;7.8;5.3;;;;;;;;;11.1;34.7;4.2
155;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;19.4;7.9;9.6;4.5;;;;;;;;;;;;14.9;7.9;7.9;4.9;;;;;;;;;10.9;34.1;4.3
156;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;19.7;8.2;9.7;4.4;;;;;;;;;;;;15.9;8.8;8.5;5.5;;;;;;;;;11.0;34.3;4.4
157;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;20.0;8.2;10.3;4.7;;;;;;;;;;;;16.3;9.0;9.1;5.7;;;;;;;;;12.0;34.9;4.4
158;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;19.2;8.2;9.2;;15.5;2.5;6.4;2.3;5.0;5.4;2.5;2.6;2.3;0.6;2.8;15.8;9.0;8.9;5.9;;;;;;;;;11.6;33.0;4.4
159;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;18.9;8.5;9.2;;15.3;2.8;6.4;2.3;4.8;5.3;2.7;2.7;2.4;0.6;2.6;15.3;9.1;9.4;5.9;;;;;;;;;11.7;33.0;4.4
160;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;16.5;7.6;8.7;;13.0;2.3;5.0;1.9;4.0;4.2;2.1;2.1;1.9;0.5;2.8;14.0;8.0;7.4;8.4;;;;;;;;;9.3;29.8;4.8
161;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;17.7;7.0;8.7;;12.6;1.9;5.3;2.0;3.8;4.3;2.0;2.2;1.7;0.5;2.5;14.4;8.1;7.8;9.1;;;;;;;;;10.5;30.9;4.9
162;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;19.4;6.6;8.1;;12.7;2.2;5.2;1.7;4.0;4.1;2.1;2.0;2.0;0.5;2.4;;;;;6.6;54.0;13.9;43.8;1.5;2.2;1.0;3.4;10.9;29.7;4.8
163;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;17.9;6.4;7.4;;12.1;2.1;4.8;1.8;4.1;3.6;2.1;2.0;2.0;0.5;2.0;;;;;6.6;48.1;13.2;36.8;1.8;2.0;1.0;3.3;9.5;28.5;4.8
164;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2024;18.6;7.1;8.0;;13.7;2.3;5.4;1.9;4.6;4.4;2.2;2.2;2.2;0.6;2.5;;;;;6.9;46.5;13.5;34.5;1.9;2.5;1.1;3.6;10.2;28.3;4.9
165;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2014;16.7;6.6;8.2;3.2;;;;;;;;;;;;15.3;6.6;6.5;4.3;;;;;;;;;9.7;33.0;3.9
166;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2015;17.4;7.3;8.8;4.1;;;;;;;;;;;;15.5;7.3;7.1;4.9;;;;;;;;;10.7;33.7;3.9
167;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;18.0;7.6;9.5;3.7;;;;;;;;;;;;16.5;7.9;8.4;5.7;;;;;;;;;10.2;34.4;3.8
168;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;18.9;8.2;9.8;3.6;;;;;;;;;;;;15.9;8.3;8.4;5.1;;;;;;;;;11.2;34.6;3.9
169;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;18.5;8.1;8.8;;14.5;2.1;5.8;1.8;3.8;5.0;1.8;2.2;1.6;0.4;2.1;15.7;8.0;8.0;5.4;;;;;;;;;11.5;34.7;3.9
170;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;19.3;8.6;8.9;;14.1;2.1;5.5;1.7;3.5;4.9;1.9;2.3;1.6;0.3;2.1;15.7;7.9;8.4;5.6;;;;;;;;;11.7;33.8;4.0
171;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;17.2;6.9;8.2;;12.3;1.9;5.0;1.5;3.1;3.9;1.6;1.9;1.3;0.3;2.1;14.5;7.5;6.8;7.7;;;;;;;;;10.4;30.9;4.2
172;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;18.0;7.2;8.8;;13.3;2.1;5.6;1.6;3.2;4.3;2.0;2.0;1.5;0.4;2.1;14.9;7.3;7.0;8.8;;;;;;;;;10.8;31.7;4.2
173;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;20.0;6.9;8.0;;13.2;1.9;5.4;1.7;3.3;4.7;1.9;2.0;1.5;0.4;2.0;;;;;6.1;58.4;15.3;47.2;1.5;2.3;0.7;3.1;10.3;31.0;4.2
174;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;19.4;6.5;8.2;;12.4;1.8;5.1;1.4;3.3;3.9;1.8;1.8;1.4;0.2;1.6;;;;;5.8;52.2;15.1;39.5;1.4;1.8;0.8;2.7;10.1;30.2;4.2
175;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2024;20.3;7.5;8.5;;12.9;2.1;5.5;1.4;3.5;4.3;1.5;2.1;1.4;0.3;1.9;;;;;6.1;50.7;14.1;38.3;1.4;1.7;0.7;3.2;10.9;31.1;4.2
176;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;15.8;6.1;7.6;2.8;;;;;;;;;;;;14.5;6.0;6.0;3.9;;;;;;;;;9.0;32.0;3.8
177;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;16.6;6.8;8.2;3.7;;;;;;;;;;;;14.8;6.7;6.6;4.4;;;;;;;;;10.0;32.7;3.8
178;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;17.3;7.0;8.9;3.4;;;;;;;;;;;;15.5;7.0;7.6;4.9;;;;;;;;;9.6;33.4;3.7
179;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;18.1;7.6;9.2;3.2;;;;;;;;;;;;15.1;7.7;7.9;4.6;;;;;;;;;10.5;33.6;3.9
180;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;17.8;7.6;8.4;;13.9;1.8;5.4;1.6;3.5;4.6;1.6;2.0;1.4;0.3;1.8;15.0;7.5;7.5;5.1;;;;;;;;;11.0;33.9;3.9
181;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;18.6;8.1;8.4;;13.5;1.8;5.1;1.4;3.1;4.5;1.7;2.0;1.4;0.2;1.8;15.1;7.4;7.9;5.2;;;;;;;;;11.1;32.9;3.9
182;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;16.5;6.5;7.7;;11.7;1.7;4.6;1.3;2.8;3.5;1.4;1.6;1.1;0.2;1.8;13.8;7.0;6.4;7.2;;;;;;;;;9.9;30.1;4.2
183;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;17.2;6.7;8.3;;12.6;1.9;5.2;1.3;2.9;4.0;1.7;1.7;1.3;0.3;1.8;14.3;6.8;6.5;8.3;;;;;;;;;10.3;30.8;4.2
184;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;19.3;6.4;7.6;;12.6;1.7;5.0;1.5;3.0;4.3;1.6;1.8;1.3;0.3;1.8;;;;;5.6;57.6;14.7;46.3;1.2;2.0;0.6;2.8;9.8;30.1;4.1
185;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;18.7;6.1;7.7;;11.9;1.6;4.7;1.2;3.0;3.5;1.6;1.6;1.2;0.1;1.4;;;;;5.4;51.3;14.5;38.6;1.2;1.6;0.6;2.4;9.6;29.3;4.1
186;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2024;19.6;7.0;8.1;;12.4;1.9;5.1;1.2;3.2;4.0;1.3;1.9;1.2;0.2;1.7;;;;;5.7;49.8;13.5;37.5;1.2;1.5;0.6;2.9;10.3;30.3;4.2
187;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;17.5;7.1;8.8;3.6;;;;;;;;;;;;16.2;7.2;7.1;4.8;;;;;;;;;10.4;34.1;3.9
188;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2015;18.2;7.9;9.4;4.5;;;;;;;;;;;;16.3;7.8;7.7;5.4;;;;;;;;;11.3;34.7;3.9
189;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2016;18.9;8.1;10.1;4.1;;;;;;;;;;;;17.5;8.8;9.3;6.6;;;;;;;;;10.8;35.4;3.9
190;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2017;19.8;8.8;10.5;4.0;;;;;;;;;;;;16.7;8.9;9.0;5.5;;;;;;;;;11.8;35.6;4.0
191;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2018;19.2;8.6;9.4;;15.2;2.3;6.2;2.1;4.2;5.4;2.0;2.5;1.9;0.5;2.3;16.3;8.5;8.5;5.9;;;;;;;;;12.1;35.5;4.0
192;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2019;20.0;9.1;9.4;;14.8;2.3;5.9;1.9;3.8;5.3;2.2;2.5;1.8;0.5;2.3;16.4;8.4;9.0;6.0;;;;;;;;;12.3;34.7;4.0
193;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2020;17.9;7.4;8.8;;12.9;2.2;5.4;1.7;3.4;4.2;1.8;2.1;1.5;0.4;2.3;15.1;8.0;7.3;8.2;;;;;;;;;11.0;31.8;4.3
194;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2021;18.7;7.7;9.4;;13.9;2.5;6.1;1.8;3.6;4.7;2.3;2.3;1.8;0.6;2.4;15.7;7.8;7.5;9.3;;;;;;;;;11.5;32.6;4.3
195;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2022;20.7;7.4;8.5;;13.9;2.2;5.8;1.9;3.6;5.1;2.1;2.3;1.7;0.5;2.3;;;;;6.5;59.3;15.9;48.1;1.7;2.6;0.9;3.4;10.9;31.8;4.2
196;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2023;20.1;7.0;8.7;;13.1;2.1;5.5;1.7;3.6;4.2;2.0;2.1;1.6;0.3;1.8;;;;;6.2;53.1;15.7;40.4;1.6;2.1;0.9;3.0;10.7;31.0;4.3
197;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2024;21.0;7.9;9.0;;13.5;2.4;5.9;1.7;3.9;4.7;1.7;2.4;1.6;0.4;2.2;;;;;6.6;51.6;14.7;39.1;1.6;1.9;0.9;3.5;11.4;31.9;4.3
198;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2014;8.9;2.5;5.6;2.0;;;;;;;;;;;;10.8;4.0;5.1;2.3;;;;;;;;;3.8;18.4;2.0
199;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2015;9.4;2.5;5.8;1.8;;;;;;;;;;;;13.1;3.4;3.8;2.0;;;;;;;;;4.1;20.1;2.3
200;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2016;8.1;2.6;6.4;2.2;;;;;;;;;;;;11.0;5.0;4.3;3.1;;;;;;;;;3.4;18.7;2.5
201;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2017;12.0;4.1;7.5;2.3;;;;;;;;;;;;11.9;5.4;6.8;5.0;;;;;;;;;6.8;25.6;2.8
202;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2018;12.5;4.6;6.6;;12.4;0.8;4.0;0.3;1.9;6.0;1.0;1.2;0.7;0.0;1.0;13.8;5.0;7.3;4.6;;;;;;;;;6.6;26.2;2.6
203;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2019;12.1;5.4;7.1;;13.2;1.5;3.6;1.2;2.2;6.6;1.3;1.2;1.4;0.3;1.7;13.0;5.5;7.2;4.0;;;;;;;;;6.9;24.8;2.9
204;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2020;11.7;4.5;6.2;;7.2;0.5;1.7;0.8;1.6;3.5;0.7;0.7;0.6;0.3;0.9;12.0;5.8;6.0;5.1;;;;;;;;;5.8;24.7;3.1
205;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2021;13.4;4.5;8.5;;11.1;1.7;4.1;0.8;1.8;5.1;1.0;1.3;0.7;0.0;1.4;13.2;5.5;6.0;6.5;;;;;;;;;6.7;24.4;3.2
206;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2022;13.6;4.5;5.9;;11.1;1.0;3.0;0.5;2.2;5.1;1.2;1.0;0.9;0.2;1.3;;;;;3.3;52.2;13.8;41.4;1.4;0.9;0.3;1.2;5.6;23.6;3.1
207;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2023;15.4;4.2;5.8;;11.3;1.0;3.3;0.8;2.2;5.8;0.9;0.9;0.8;0.1;0.9;;;;;3.7;47.4;12.2;36.1;0.9;1.6;0.4;2.3;7.1;24.9;3.0
208;Totaal mannen en vrouwen;65 tot 75 jaar;Waarde;2024;15.8;4.5;7.1;;11.7;1.1;4.0;1.0;2.3;5.0;1.1;1.2;0.9;0.2;1.3;;;;;4.4;46.2;13.5;34.1;1.3;1.8;0.4;2.2;6.5;24.8;3.2
209;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2014;6.6;1.3;3.7;1.1;;;;;;;;;;;;8.3;2.5;3.3;1.3;;;;;;;;;2.4;15.0;1.8
210;Totaal mannen en vrouwen;65 tot 75 jaar;Ondergrens 95%-interval;2015;7.2;1.5;4.2;1.0;;;;;;;;;;;;10.2;2.1;2.6;1.1;;;;;;;;;2.8;16.8;2.1
