ID;Leeftijden;Migratieachtergrond;Perioden;WanbetalersZorgverzekering_1;WanbetalersZorgverzekeringRelatief_2
552;80200;(voormalige) Nederlandse Antillen, Aruba;2016;360;4.0
553;80200;(voormalige) Nederlandse Antillen, Aruba;2017;350;3.5
554;80200;(voormalige) Nederlandse Antillen, Aruba;2018;330;3.1
555;80200;(voormalige) Nederlandse Antillen, Aruba;2019;310;2.6
556;80200;(voormalige) Nederlandse Antillen, Aruba;2020;280;2.2
557;80200;(voormalige) Nederlandse Antillen, Aruba;2021;290;2.1
558;80200;(voormalige) Nederlandse Antillen, Aruba;2022;300;2.0
559;80200;Overige niet-westerse migratieachterg...;2010;160;0.9
560;80200;Overige niet-westerse migratieachterg...;2011;210;1.1
561;80200;Overige niet-westerse migratieachterg...;2012;240;1.2
562;80200;Overige niet-westerse migratieachterg...;2013;310;1.3
563;80200;Overige niet-westerse migratieachterg...;2014;370;1.5
564;80200;Overige niet-westerse migratieachterg...;2015;400;1.4
565;80200;Overige niet-westerse migratieachterg...;2016;380;1.2
566;80200;Overige niet-westerse migratieachterg...;2017;420;1.2
567;80200;Overige niet-westerse migratieachterg...;2018;390;1.0
568;80200;Overige niet-westerse migratieachterg...;2019;370;0.9
569;80200;Overige niet-westerse migratieachterg...;2020;380;0.8
570;80200;Overige niet-westerse migratieachterg...;2021;390;0.7
571;80200;Overige niet-westerse migratieachterg...;2022;440;0.8
572;80200;Westerse migratieachtergrond;2010;1050;0.4
573;80200;Westerse migratieachtergrond;2011;1310;0.5
574;80200;Westerse migratieachtergrond;2012;1480;0.5
575;80200;Westerse migratieachtergrond;2013;1650;0.6
576;80200;Westerse migratieachtergrond;2014;1920;0.7
577;80200;Westerse migratieachtergrond;2015;1930;0.6
578;80200;Westerse migratieachtergrond;2016;1790;0.6
579;80200;Westerse migratieachtergrond;2017;1730;0.5
580;80200;Westerse migratieachtergrond;2018;1580;0.5
581;80200;Westerse migratieachtergrond;2019;1560;0.5
582;80200;Westerse migratieachtergrond;2020;1430;0.4
583;80200;Westerse migratieachtergrond;2021;1320;0.4
584;80200;Westerse migratieachtergrond;2022;1290;0.4
