ID;Landen;Perioden;k_0Tot1Jaar_1;k_1Tot3Jaar_2;k_3Tot5Jaar_3;k_5Tot10Jaar_4;k_10JaarEnMeer_5;SocialeUitkeringen_6;Werkloosheidsuitkeringen_7;ParttimeWerkgelegenheid_8;Minimumloon_9
373;Tsjechië;2003;11.0;12.7;15.1;26.6;34.5;18.8;0.8;3.2;196.0
374;Tsjechië;2004;11.2;12.0;15.1;25.8;35.9;18.0;0.7;3.1;209.0
375;Tsjechië;2005;10.8;11.9;13.9;25.8;37.6;17.8;0.6;3.3;238.0
376;Tsjechië;2006;11.0;12.3;13.6;24.3;38.8;17.4;0.6;3.3;270.0
377;Tsjechië;2007;10.9;12.9;13.0;24.6;38.7;17.5;0.6;3.5;285.0
378;Tsjechië;2008;10.7;13.3;13.3;23.5;39.2;17.5;0.6;3.5;318.0
379;Tsjechië;2009;10.6;12.7;13.6;23.3;39.9;19.7;1.0;3.9;303.0
380;Tsjechië;2010;10.5;11.8;13.7;22.2;41.8;19.5;0.8;4.3;307.0
381;Tsjechië;2011;11.0;10.9;13.9;22.5;41.7;19.8;0.7;3.9;324.0
382;Tsjechië;2012;;;;;;;;4.3;311.0
383;Tsjechië;2013;;;;;;;;;310.0
384;Verenigd Koninkrijk;1990;;;;;;21.2;1.3;20.1;
385;Verenigd Koninkrijk;1991;;;;;;23.8;1.8;20.7;
386;Verenigd Koninkrijk;1992;15.6;21.1;14.8;17.0;31.5;25.8;1.9;21.5;
387;Verenigd Koninkrijk;1993;15.4;18.5;16.0;18.9;31.3;26.7;1.9;22.1;
388;Verenigd Koninkrijk;1994;16.6;17.4;14.4;19.9;31.8;26.3;1.7;22.4;
389;Verenigd Koninkrijk;1995;17.8;17.4;12.3;21.1;31.4;25.9;1.4;22.3;
390;Verenigd Koninkrijk;1996;17.9;18.7;11.0;20.6;31.8;25.7;1.3;22.9;
391;Verenigd Koninkrijk;1997;18.9;19.6;10.9;18.7;32.0;25.3;1.0;22.9;
392;Verenigd Koninkrijk;1998;19.8;14.5;13.2;20.2;32.2;24.9;0.8;23.0;
393;Verenigd Koninkrijk;1999;19.3;15.3;13.7;18.6;33.2;24.4;0.8;22.9;902.0
394;Verenigd Koninkrijk;2000;19.3;15.3;14.2;18.0;33.2;25.2;0.8;23.0;944.0
395;Verenigd Koninkrijk;2001;19.9;14.8;14.5;18.1;32.7;25.6;0.9;22.7;994.0
396;Verenigd Koninkrijk;2002;19.2;15.6;14.9;18.1;32.2;24.8;0.7;23.2;1074.0
397;Verenigd Koninkrijk;2003;18.0;15.1;15.4;19.8;31.8;25.1;0.7;23.5;1031.0
398;Verenigd Koninkrijk;2004;18.3;14.9;15.7;19.9;31.3;25.2;0.7;23.6;1081.0
399;Verenigd Koninkrijk;2005;18.1;14.9;15.4;21.0;30.6;25.3;0.7;23.0;1161.0
400;Verenigd Koninkrijk;2006;17.1;16.1;14.8;21.5;30.5;25.1;0.6;23.2;1207.0
401;Verenigd Koninkrijk;2007;17.8;15.8;14.7;21.3;30.4;23.8;0.5;22.9;1313.0
402;Verenigd Koninkrijk;2008;17.2;15.7;14.7;22.0;30.4;24.8;0.6;23.0;1196.0
403;Verenigd Koninkrijk;2009;14.6;16.3;15.4;23.0;30.8;27.8;0.8;23.9;1054.0
404;Verenigd Koninkrijk;2010;13.8;14.9;15.9;23.0;32.3;26.4;0.7;24.6;1123.0
405;Verenigd Koninkrijk;2011;14.2;13.8;15.6;23.4;33.0;26.3;0.7;24.6;1110.0
406;Verenigd Koninkrijk;2012;;;;;;;;24.9;1223.0
407;Verenigd Koninkrijk;2013;;;;;;;;;1227.0
408;Verenigde Staten;1990;;;;;;;;14.1;
409;Verenigde Staten;1991;;;;;;;;14.7;
410;Verenigde Staten;1992;;;;;;;;14.7;
411;Verenigde Staten;1993;;;;;;;;14.7;
412;Verenigde Staten;1994;;;;;;;;14.2;
413;Verenigde Staten;1995;;;;;;;;14.0;
414;Verenigde Staten;1996;;;;;;;;13.9;
415;Verenigde Staten;1997;;;;;;;;13.5;
416;Verenigde Staten;1998;;;;;;;;13.4;
417;Verenigde Staten;1999;;;;;;;;13.3;815.0
418;Verenigde Staten;2000;;;;;;;;12.6;911.0
419;Verenigde Staten;2001;;;;;;;;12.8;1006.0
420;Verenigde Staten;2002;;;;;;;;13.1;954.0
421;Verenigde Staten;2003;;;;;;;;13.2;816.0
422;Verenigde Staten;2004;;;;;;;;13.2;721.0
423;Verenigde Staten;2005;;;;;;;;12.8;697.0
424;Verenigde Staten;2006;;;;;;;;12.6;729.0
425;Verenigde Staten;2007;;;;;;;;12.6;669.0
426;Verenigde Staten;2008;;;;;;;;12.8;666.0
427;Verenigde Staten;2009;;;;;;;;14.1;810.0
428;Verenigde Staten;2010;;;;;;;;13.5;948.0
429;Verenigde Staten;2011;;;;;;;;12.6;905.0
430;Verenigde Staten;2012;;;;;;;;13.4;985.0
431;Verenigde Staten;2013;;;;;;;;;957.0
432;Zuid-Korea;1990;;;;;;;;4.5;
433;Zuid-Korea;1991;;;;;;;;4.5;
434;Zuid-Korea;1992;;;;;;;;4.8;
435;Zuid-Korea;1993;;;;;;;;4.5;
436;Zuid-Korea;1994;;;;;;;;4.5;
437;Zuid-Korea;1995;;;;;;;;4.3;
438;Zuid-Korea;1996;;;;;;;;4.3;
439;Zuid-Korea;1997;;;;;;;;5.0;
440;Zuid-Korea;1998;;;;;;;;6.7;
441;Zuid-Korea;1999;;;;;;;;7.7;
442;Zuid-Korea;2000;;;;;;;;7.0;
443;Zuid-Korea;2001;;;;;;;;7.3;
444;Zuid-Korea;2002;;;;;;;;7.6;
445;Zuid-Korea;2003;;;;;;;;7.7;
446;Zuid-Korea;2004;;;;;;;;8.4;
447;Zuid-Korea;2005;;;;;;;;9.0;
448;Zuid-Korea;2006;;;;;;;;8.8;
449;Zuid-Korea;2007;;;;;;;;8.9;
450;Zuid-Korea;2008;;;;;;;;9.3;
451;Zuid-Korea;2009;;;;;;;;9.9;
452;Zuid-Korea;2010;;;;;;;;10.7;
453;Zuid-Korea;2011;;;;;;;;13.5;
454;Zuid-Korea;2012;;;;;;;;10.2;
455;Zuid-Korea;2013;;;;;;;;;
456;Zweden;1990;;;;;;;;14.5;
457;Zweden;1991;;;;;;;;14.6;
458;Zweden;1992;;;;;;;;15.0;
459;Zweden;1993;;;;;;36.8;4.3;15.4;
460;Zweden;1994;;;;;;35.4;4.0;15.8;
461;Zweden;1995;14.1;12.5;10.2;22.4;40.8;33.1;3.6;15.1;
462;Zweden;1996;12.6;14.4;7.9;23.1;42.0;32.5;3.3;14.8;
463;Zweden;1997;11.1;14.9;8.3;20.9;44.8;31.6;3.2;14.2;
464;Zweden;1998;13.3;9.1;11.7;18.0;47.8;30.7;2.9;13.5;
465;Zweden;1999;15.2;10.2;10.1;16.8;47.7;30.2;2.6;14.5;
466;Zweden;2000;15.7;11.7;9.9;16.0;46.7;29.3;2.1;14.0;
467;Zweden;2001;12.4;20.1;11.0;14.3;42.2;29.7;1.8;13.9;
468;Zweden;2002;14.1;17.9;12.6;15.0;40.4;30.5;1.8;13.8;
469;Zweden;2003;15.1;12.8;14.3;16.9;40.9;31.6;1.8;14.1;
470;Zweden;2004;13.9;12.1;14.3;18.5;41.1;31.0;1.9;14.4;
471;Zweden;2005;17.3;10.6;13.0;19.7;39.4;30.5;1.8;13.5;
472;Zweden;2006;18.8;11.1;10.8;21.0;38.3;29.8;1.6;13.4;
473;Zweden;2007;20.5;11.7;9.9;21.0;36.9;28.6;1.1;14.4;
474;Zweden;2008;20.2;13.5;10.0;19.9;36.4;28.9;0.9;14.4;
475;Zweden;2009;18.1;14.4;11.2;19.5;36.8;31.4;1.3;14.6;
476;Zweden;2010;17.4;12.3;12.7;18.5;39.2;29.8;1.4;14.5;
477;Zweden;2011;19.8;11.1;12.7;18.1;38.3;29.0;1.2;14.3;
478;Zweden;2012;;;;;;;;14.3;
479;Zweden;2013;;;;;;;;;
480;EU-15;1990;;;;;;;;13.3;
481;EU-15;1991;;;;;;;;13.1;
482;EU-15;1992;14.3;17.7;11.3;16.2;40.6;;;13.6;
483;EU-15;1993;13.2;17.1;12.3;16.8;40.6;27.8;2.7;14.1;
484;EU-15;1994;13.5;15.9;12.8;17.8;40.0;27.6;2.4;14.6;
485;EU-15;1995;14.7;14.8;11.6;19.2;39.6;26.4;2.2;14.8;
486;EU-15;1996;14.0;15.7;10.7;20.1;39.5;26.7;2.1;15.1;
487;EU-15;1997;14.4;15.9;10.0;20.0;39.7;26.3;1.9;15.6;
488;EU-15;1998;16.2;11.7;11.3;20.2;40.5;25.9;1.8;15.9;
489;EU-15;1999;15.8;12.7;11.5;19.2;40.8;25.9;1.7;16.1;
490;EU-15;2000;16.3;13.1;11.5;17.9;41.3;25.7;1.6;16.2;
491;EU-15;2001;16.4;13.3;12.1;17.3;41.0;25.8;1.6;16.2;
492;EU-15;2002;15.5;13.5;13.1;17.0;40.8;26.1;1.6;16.4;
493;EU-15;2003;14.4;12.7;13.7;18.2;41.0;26.6;1.7;16.5;
494;EU-15;2004;14.5;11.9;14.2;18.8;40.7;26.5;1.7;17.2;
495;EU-15;2005;14.7;12.0;13.2;20.0;40.2;26.5;1.6;17.7;
496;EU-15;2006;15.0;12.2;12.2;20.7;39.9;26.2;1.5;17.9;
497;EU-15;2007;15.7;12.5;11.8;20.6;39.5;25.6;1.3;18.0;
498;EU-15;2008;15.6;13.0;11.8;20.3;39.3;26.4;1.4;18.1;
499;EU-15;2009;13.4;13.4;12.5;20.4;40.3;29.2;1.8;18.6;
500;EU-15;2010;13.1;12.4;13.2;19.6;41.8;28.9;1.8;18.9;
501;EU-15;2011;13.9;11.3;13.1;19.5;42.2;28.6;1.6;19.2;
502;EU-15;2012;;;;;;;;19.7;
503;EU-15;2013;;;;;;;;;
504;EU-25;1990;;;;;;;;;
505;EU-25;1991;;;;;;;;;
506;EU-25;1992;;;;;;;;;
507;EU-25;1993;;;;;;;;;
508;EU-25;1994;;;;;;;;;
509;EU-25;1995;;;;;;;;;
510;EU-25;1996;;;;;;;;;
511;EU-25;1997;;;;;;;;;
512;EU-25;1998;;;;;;;;;
513;EU-25;1999;;;;;;;;;
514;EU-25;2000;;;;;;25.4;1.5;;
515;EU-25;2001;;;;;;25.5;1.5;;
516;EU-25;2002;;;;;;25.8;1.6;;
517;EU-25;2003;;;;;;26.2;1.7;;
518;EU-25;2004;;;;;;26.1;1.6;;
519;EU-25;2005;;;;;;26.1;1.6;;
520;EU-25;2006;;;;;;25.8;1.4;;
521;EU-25;2007;;;;;;25.2;1.3;;
522;EU-25;2008;;;;;;25.8;1.3;;
523;EU-25;2009;;;;;;28.6;1.8;;
524;EU-25;2010;;;;;;28.3;1.7;;
525;EU-25;2011;;;;;;28.0;1.6;;
526;EU-25;2012;;;;;;;;;
527;EU-25;2013;;;;;;;;;
528;EU-27;1990;;;;;;;;;
529;EU-27;1991;;;;;;;;;
530;EU-27;1992;;;;;;;;;
531;EU-27;1993;;;;;;;;;
532;EU-27;1994;;;;;;;;;
533;EU-27;1995;;;;;;;;;
534;EU-27;1996;;;;;;;;;
535;EU-27;1997;;;;;;;;;
536;EU-27;1998;;;;;;;;;
537;EU-27;1999;;;;;;;;;
538;EU-27;2000;;;;;;;;;
539;EU-27;2001;;;;;;;;;
540;EU-27;2002;;;;;;;;;
541;EU-27;2003;;;;;;;;;
542;EU-27;2004;;;;;;;;;
543;EU-27;2005;;;;;;26.0;1.6;;
544;EU-27;2006;;;;;;25.6;1.4;;
545;EU-27;2007;;;;;;25.0;1.3;;
546;EU-27;2008;;;;;;25.7;1.3;;
547;EU-27;2009;;;;;;28.4;1.7;;
548;EU-27;2010;;;;;;28.1;1.7;;
549;EU-27;2011;;;;;;27.8;1.6;;
550;EU-27;2012;;;;;;;;;
551;EU-27;2013;;;;;;;;;
552;OESO;1990;;;;;;;;10.8;
553;OESO;1991;;;;;;;;11.1;
554;OESO;1992;14.9;17.8;11.5;16.1;39.7;;;11.4;
555;OESO;1993;13.9;17.1;12.5;16.9;39.6;;;11.4;
556;OESO;1994;14.2;16.0;12.8;17.9;39.1;;;11.3;
557;OESO;1995;15.4;15.1;11.6;19.3;38.7;;;11.6;
558;OESO;1996;14.6;16.0;10.7;20.1;38.5;;;11.5;
559;OESO;1997;15.0;16.4;10.4;19.8;38.4;;;11.7;
560;OESO;1998;16.3;12.7;11.6;20.2;39.2;;;11.8;
561;OESO;1999;15.6;13.3;11.8;19.5;39.7;;;12.0;
562;OESO;2000;16.3;13.6;11.7;18.1;40.2;;;11.9;
563;OESO;2001;16.3;14.3;12.4;17.7;39.2;;;12.0;
564;OESO;2002;15.4;14.0;13.2;17.6;39.8;;;14.4;
565;OESO;2003;14.6;13.2;13.7;18.6;39.9;;;14.6;
566;OESO;2004;;;;;;;;15.0;
567;OESO;2005;;;;;;;;15.2;
568;OESO;2006;;;;;;;;15.2;
569;OESO;2007;;;;;;;;15.4;
570;OESO;2008;;;;;;;;15.6;
571;OESO;2009;;;;;;;;16.4;
572;OESO;2010;;;;;;;;16.6;
573;OESO;2011;;;;;;;;16.5;
574;OESO;2012;;;;;;;;16.9;
575;OESO;2013;;;;;;;;;
