ID;KenmerkenWerknemers;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
116;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2020;4.3;43.5;2.6;17.3;15.1;61.9;22.5;12.6;1.0;4.8;4.2;3.9;1.3;7.0;2.3;0.5;2.7;6.9;0.4;0.9;42.0;5.6;1.3;14.9;;;;;;;;;;;;;;;;;;8.3;13.9;70.5;5.4;33.1;3.0;15.5;8.2;0.1;4.9;1.5;1.0;1.6;0.3;23.5;;;;;;;;;;
117;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2021;4.6;43.1;2.6;18.7;16.3;60.6;22.7;13.4;1.1;4.2;3.6;4.0;1.1;8.0;2.8;0.4;2.3;6.6;0.3;0.8;39.0;4.9;1.2;18.6;;;;;;;;;;;;;;;;;;9.0;14.6;68.5;5.9;35.9;3.2;14.4;6.5;0.2;4.5;1.5;0.8;1.6;0.1;23.8;;;;;;;;;;
118;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2022;5.2;57.3;2.5;15.8;12.9;62.8;25.3;9.3;1.0;;;;;;;;;;;;;;;;63.1;3.2;6.4;1.7;2.7;2.5;2.8;0.9;3.4;1.1;0.2;0.6;8.6;2.5;3.2;1.9;5.2;6.7;12.0;73.9;5.8;;;;;;;;;;;;28.3;4.2;4.0;0.9;9.2;3.6;4.3;2.4;21.8;13.9
119;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2023;4.7;49.6;2.6;16.8;14.5;68.7;17.4;11.0;1.1;;;;;;;;;;;;;;;;54.2;4.5;7.8;2.2;3.3;3.0;3.5;1.0;4.6;1.3;0.3;0.8;10.2;2.6;4.8;2.7;7.6;6.8;13.3;73.1;5.1;;;;;;;;;;;;28.7;4.7;4.1;1.5;10.9;4.8;5.3;2.7;14.9;14.7
120;Herkomst: geb. in NL, ouders in NL;Ondergrens 95%-interval;2024;4.8;50.3;2.7;16.9;14.2;70.1;16.4;10.8;1.1;;;;;;;;;;;;;;;;54.5;4.5;7.9;2.2;3.4;2.9;3.5;0.9;4.7;1.2;0.4;0.8;9.8;2.7;5.2;3.4;8.6;6.8;13.5;72.9;5.1;;;;;;;;;;;;26.3;4.0;4.3;1.7;11.8;5.1;5.9;2.4;14.6;16.3
121;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2014;3.9;43.4;2.4;15.9;14.3;69.4;19.8;11.8;1.3;6.5;5.9;5.6;1.7;6.2;3.1;0.8;3.2;10.4;0.7;1.1;43.3;5.9;2.1;12.4;;;;;;;;;;;;;;;;;;9.1;17.4;71.4;4.5;41.2;4.0;17.2;10.8;0.4;7.8;2.3;1.2;2.6;0.5;21.4;;;;;;;;;;
122;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2015;4.2;45.7;2.3;16.4;14.6;68.6;19.9;12.5;1.1;6.4;5.2;6.0;1.6;6.7;2.3;0.7;2.9;8.2;0.7;1.3;47.4;5.6;1.6;11.5;;;;;;;;;;;;;;;;;;8.7;15.7;72.6;5.2;39.0;4.1;18.1;12.0;0.6;6.5;2.6;1.0;2.5;0.7;21.8;;;;;;;;;;
123;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2016;4.0;46.5;2.5;15.7;13.9;69.9;19.3;11.6;1.2;6.2;4.7;5.3;1.7;6.7;3.0;0.6;3.0;9.1;0.7;1.3;46.5;5.4;1.5;12.3;;;;;;;;;;;;;;;;;;8.7;16.2;72.9;4.3;40.3;3.8;17.9;11.2;0.7;6.9;1.8;0.8;2.1;1.0;22.0;;;;;;;;;;
124;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2017;4.2;44.4;2.4;17.0;15.5;68.7;19.5;12.6;1.4;5.8;5.6;5.5;1.6;7.9;3.0;0.6;2.8;9.0;0.8;1.2;45.4;5.3;1.4;12.2;;;;;;;;;;;;;;;;;;10.2;17.1;70.2;4.7;42.1;4.2;17.5;11.0;0.6;6.4;2.4;0.9;2.1;0.7;20.7;;;;;;;;;;
125;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2018;4.6;48.7;2.7;16.7;14.5;68.4;20.1;12.1;1.1;5.3;4.8;5.1;1.7;7.6;2.7;0.7;2.5;8.7;0.6;1.3;48.1;5.2;1.5;11.4;;;;;;;;;;;;;;;;;;9.2;16.2;72.1;4.3;39.7;3.5;17.5;10.4;0.5;6.7;2.5;1.1;2.3;0.8;21.9;;;;;;;;;;
126;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2019;4.8;47.3;2.7;18.1;15.9;68.5;18.8;13.2;1.3;5.4;5.0;5.3;1.5;8.6;2.7;0.7;2.7;8.9;0.6;1.2;45.8;5.1;1.7;11.9;;;;;;;;;;;;;;;;;;9.3;16.9;70.7;5.0;40.2;4.1;17.5;10.4;0.4;7.0;2.8;1.1;2.3;0.9;20.7;;;;;;;;;;
127;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2020;4.6;44.5;2.8;18.4;16.4;63.3;23.7;13.6;1.4;5.5;4.8;4.5;1.7;7.8;2.8;0.7;3.2;7.7;0.6;1.2;43.5;6.3;1.7;16.0;;;;;;;;;;;;;;;;;;9.1;15.0;71.8;6.1;36.1;4.1;17.9;10.0;0.4;6.3;2.4;1.7;2.5;0.7;26.2;;;;;;;;;;
128;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2021;4.9;44.1;2.8;19.9;17.9;62.1;24.1;14.5;1.5;4.9;4.2;4.6;1.4;8.9;3.4;0.6;2.8;7.4;0.5;1.1;40.7;5.6;1.6;19.9;;;;;;;;;;;;;;;;;;9.9;15.7;70.0;6.6;39.0;4.4;16.8;8.2;0.6;6.0;2.4;1.5;2.5;0.3;26.6;;;;;;;;;;
129;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2022;5.4;58.2;2.7;16.7;14.0;64.0;26.5;10.0;1.2;;;;;;;;;;;;;;;;64.3;3.7;7.0;2.0;3.2;2.9;3.2;1.2;3.8;1.3;0.4;0.8;9.3;3.3;4.2;2.6;6.4;7.4;12.9;75.0;6.4;;;;;;;;;;;;30.9;5.4;5.3;1.5;10.9;4.8;5.6;3.3;24.2;16.0
130;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2023;5.0;50.6;2.8;17.8;15.8;70.0;18.5;11.9;1.4;;;;;;;;;;;;;;;;55.5;5.1;8.5;2.6;3.8;3.4;4.0;1.2;5.2;1.7;0.5;1.0;11.0;3.6;6.0;3.6;9.0;7.5;14.2;74.3;5.7;;;;;;;;;;;;31.4;6.0;5.4;2.3;12.9;6.1;6.7;3.7;17.0;16.9
131;Herkomst: geb. in NL, ouders in NL;Bovengrens 95%-interval;2024;5.1;51.2;2.9;17.9;15.3;71.3;17.4;11.6;1.4;;;;;;;;;;;;;;;;55.8;5.0;8.6;2.6;3.9;3.4;4.0;1.2;5.2;1.5;0.5;1.0;10.6;3.6;6.4;4.4;10.1;7.4;14.4;74.1;5.7;;;;;;;;;;;;28.8;5.3;5.6;2.5;13.7;6.3;7.4;3.4;16.6;18.6
132;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2014;4.2;47.9;2.6;16.2;14.0;68.2;19.7;10.5;1.6;5.2;5.0;3.1;1.4;6.8;3.3;0.5;1.4;9.4;0.2;0.7;42.1;6.0;2.3;16.1;;;;;;;;;;;;;;;;;;10.5;17.4;68.7;3.4;39.8;5.3;10.5;15.7;0.0;3.0;1.2;1.0;2.6;0.4;20.4;;;;;;;;;;
133;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2015;4.3;45.6;2.6;16.6;16.0;65.8;19.6;12.7;1.9;7.0;4.5;4.4;2.2;7.7;2.9;0.2;3.2;7.9;0.6;0.5;43.4;4.8;1.8;11.8;;;;;;;;;;;;;;;;;;9.1;16.2;70.0;4.7;41.2;1.2;17.7;5.5;0.7;2.6;0.8;2.4;1.2;0.7;26.1;;;;;;;;;;
134;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2016;3.9;47.7;2.6;14.7;15.6;70.3;16.9;11.3;1.4;5.3;3.9;5.4;0.9;6.7;1.6;0.0;2.6;8.5;0.2;0.7;50.6;5.6;1.1;10.6;;;;;;;;;;;;;;;;;;4.9;19.1;72.5;3.5;35.8;7.7;12.0;11.2;0.0;3.1;0.0;0.0;1.5;0.0;28.6;;;;;;;;;;
135;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2017;4.3;47.4;2.3;16.6;14.8;65.6;19.4;14.3;0.6;6.4;6.0;4.1;1.4;9.3;5.0;0.6;1.8;9.5;0.9;0.7;43.0;3.0;1.0;8.9;;;;;;;;;;;;;;;;;;12.2;17.0;64.1;6.7;41.9;2.3;17.7;9.8;0.0;6.8;0.8;0.0;0.8;0.4;19.5;;;;;;;;;;
136;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2018;4.9;49.6;2.5;17.8;15.8;67.5;19.6;11.2;1.7;3.9;4.4;2.9;1.2;8.7;2.2;1.5;1.7;9.1;0.7;1.2;49.5;4.9;1.3;10.0;;;;;;;;;;;;;;;;;;9.2;15.0;69.7;6.2;38.6;2.6;13.4;8.9;0.6;8.5;0.7;0.0;3.8;0.0;23.0;;;;;;;;;;
137;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2019;4.2;50.0;2.7;14.3;12.0;68.7;21.0;9.3;1.0;4.9;3.1;3.9;1.1;7.7;2.1;0.6;1.6;9.2;0.8;1.5;51.1;6.0;0.4;9.3;;;;;;;;;;;;;;;;;;10.0;14.7;71.5;3.7;43.5;3.9;12.3;8.7;1.4;6.4;1.8;1.2;3.6;1.9;15.1;;;;;;;;;;
138;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2020;4.6;46.7;2.5;17.2;17.4;61.2;25.4;11.8;1.6;6.0;4.3;4.2;1.3;9.6;3.2;0.8;3.6;7.9;0.5;1.0;40.0;5.8;2.2;12.7;;;;;;;;;;;;;;;;;;11.2;15.3;67.9;5.6;41.8;1.3;9.7;10.9;0.0;10.2;3.5;2.2;0.7;1.5;18.1;;;;;;;;;;
139;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2021;5.1;47.8;3.0;19.9;17.6;64.0;21.5;12.7;1.8;3.2;3.0;4.5;0.6;9.1;2.7;0.6;3.7;6.8;0.0;0.6;45.1;3.3;1.7;17.4;;;;;;;;;;;;;;;;;;11.2;12.8;70.5;5.6;43.5;2.4;12.7;5.4;0.5;7.9;2.1;0.8;0.0;0.0;24.6;;;;;;;;;;
140;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2022;5.6;58.6;3.0;17.0;13.2;67.0;23.4;8.5;1.2;;;;;;;;;;;;;;;;64.3;4.3;7.4;1.7;2.3;2.6;2.7;0.3;3.5;1.2;0.0;0.7;9.0;1.8;6.8;3.1;9.1;7.4;12.6;72.7;7.3;;;;;;;;;;;;30.8;0.8;4.2;0.4;11.2;7.2;3.5;1.4;24.4;16.1
141;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2023;5.3;52.3;2.8;17.7;14.8;71.2;16.9;10.5;1.4;;;;;;;;;;;;;;;;59.7;5.1;8.4;1.6;2.6;2.8;2.9;1.2;4.4;0.8;0.6;1.0;8.8;2.2;6.7;4.8;11.4;6.0;13.0;74.6;6.3;;;;;;;;;;;;33.8;4.3;5.3;1.6;10.1;7.9;6.2;0.7;12.6;17.4
142;Herkomst: geb. in NL, ouder(s) in Europa;Waarde;2024;5.0;53.1;2.8;16.5;14.8;68.9;19.1;10.5;1.5;;;;;;;;;;;;;;;;56.0;2.9;10.2;2.5;4.2;2.8;3.9;0.8;4.3;1.0;0.6;0.5;10.2;2.1;5.5;4.0;8.9;8.8;15.7;71.1;4.3;;;;;;;;;;;;26.5;4.3;4.8;3.4;10.3;6.2;8.4;3.4;13.2;19.6
143;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2014;3.3;44.4;2.1;12.4;9.5;63.2;15.9;7.8;0.7;3.3;3.2;1.8;0.7;4.7;1.8;0.2;0.6;6.7;0.0;0.2;36.9;4.1;1.2;12.5;;;;;;;;;;;;;;;;;;7.8;13.8;63.8;2.0;30.7;2.1;6.0;9.7;0.0;1.1;0.3;0.1;0.8;0.1;13.7;;;;;;;;;;
144;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2015;3.5;42.5;2.2;13.6;11.6;61.2;16.1;10.0;1.0;5.0;2.9;3.0;1.3;5.5;1.7;0.0;2.0;5.7;0.2;0.1;38.7;3.2;0.9;9.1;;;;;;;;;;;;;;;;;;6.7;13.1;65.5;3.0;32.5;0.2;11.9;2.8;0.1;1.0;0.1;0.5;0.3;0.1;18.8;;;;;;;;;;
145;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2016;3.1;44.6;2.2;11.9;10.0;66.1;13.9;8.8;0.7;3.7;2.5;3.8;0.4;4.8;0.8;0.0;1.4;6.2;0.0;0.2;45.9;3.8;0.5;8.1;;;;;;;;;;;;;;;;;;3.3;15.8;68.3;2.2;27.8;4.0;6.9;6.8;0.0;1.2;0.0;0.0;0.4;0.0;21.1;;;;;;;;;;
146;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2017;3.5;44.1;2.0;13.6;11.3;60.8;15.8;11.3;0.2;4.5;4.1;2.6;0.7;6.8;3.3;0.2;0.9;7.0;0.4;0.2;38.2;1.7;0.4;6.6;;;;;;;;;;;;;;;;;;9.4;13.7;59.3;4.6;33.2;0.7;11.9;5.6;0.0;3.5;0.1;0.0;0.1;0.0;13.4;;;;;;;;;;
147;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2018;4.0;46.7;2.2;14.8;12.0;63.4;16.4;8.7;0.9;2.6;2.9;1.9;0.6;6.6;1.2;0.7;0.9;7.0;0.2;0.6;45.2;3.4;0.6;7.9;;;;;;;;;;;;;;;;;;7.0;12.2;65.7;4.5;30.5;1.0;8.7;4.9;0.1;4.7;0.1;0.0;1.6;0.0;16.7;;;;;;;;;;
148;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2019;3.5;47.2;2.4;12.0;9.0;64.8;17.8;7.1;0.5;3.4;2.0;2.6;0.5;5.9;1.2;0.2;0.8;7.2;0.3;0.8;47.0;4.4;0.1;7.2;;;;;;;;;;;;;;;;;;7.8;12.1;67.8;2.5;35.8;1.8;7.8;5.2;0.3;3.5;0.6;0.4;1.5;0.5;10.3;;;;;;;;;;
149;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2020;3.8;43.8;2.2;14.3;12.5;56.9;21.8;9.4;0.8;4.3;2.9;2.8;0.7;7.4;2.0;0.3;2.3;5.8;0.2;0.5;35.8;4.2;1.2;10.2;;;;;;;;;;;;;;;;;;8.8;12.5;63.9;3.9;34.1;0.3;5.9;6.9;0.0;6.3;1.4;0.7;0.1;0.4;12.7;;;;;;;;;;
150;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2021;4.1;44.7;2.5;16.3;12.9;59.5;18.0;10.0;1.0;2.0;1.9;3.0;0.2;6.8;1.6;0.2;2.3;4.9;0.0;0.2;40.5;2.0;0.8;14.2;;;;;;;;;;;;;;;;;;8.6;10.0;66.2;3.9;34.6;0.6;7.6;2.6;0.1;3.9;0.7;0.1;0.0;0.0;17.6;;;;;;;;;;
151;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2022;4.8;55.9;2.7;14.4;9.7;63.4;20.4;6.7;0.6;;;;;;;;;;;;;;;;60.7;3.0;5.7;1.0;1.4;1.7;1.8;0.1;2.4;0.7;0.0;0.3;7.1;0.6;4.0;1.4;5.7;5.7;10.4;69.3;5.6;;;;;;;;;;;;23.9;0.1;1.9;0.1;7.1;3.9;1.5;0.4;18.1;11.0
152;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2023;4.4;49.5;2.5;14.9;11.3;67.5;14.1;8.4;0.8;;;;;;;;;;;;;;;;55.8;3.5;6.5;0.9;1.7;1.7;1.8;0.6;3.1;0.3;0.3;0.5;6.9;0.7;3.5;2.4;7.2;4.5;10.6;71.1;4.7;;;;;;;;;;;;25.9;1.8;2.4;0.4;5.8;4.0;3.2;0.1;7.9;11.5
153;Herkomst: geb. in NL, ouder(s) in Europa;Ondergrens 95%-interval;2024;4.2;50.3;2.5;13.8;11.4;65.2;16.2;8.4;0.8;;;;;;;;;;;;;;;;52.2;1.9;8.1;1.6;3.0;1.8;2.6;0.4;3.0;0.5;0.3;0.2;8.2;0.8;2.9;1.8;5.4;6.9;13.2;67.6;3.0;;;;;;;;;;;;20.2;2.0;2.4;1.4;6.5;3.5;5.0;1.5;8.8;14.0
154;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2014;5.2;51.5;3.0;20.0;18.4;72.8;24.1;14.0;3.9;8.0;7.9;5.3;3.0;9.8;6.0;1.5;3.2;13.0;1.4;2.1;47.4;8.9;4.4;20.5;;;;;;;;;;;;;;;;;;14.1;21.6;73.3;5.7;49.6;12.8;17.9;24.3;;7.9;4.8;6.7;8.2;3.0;29.3;;;;;;;;;;
155;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2015;5.1;48.7;2.9;19.5;20.4;70.1;23.6;16.1;3.8;9.7;6.7;6.5;3.9;10.6;5.1;1.5;5.1;10.9;1.9;1.8;48.3;7.1;3.8;15.2;;;;;;;;;;;;;;;;;;12.2;19.8;74.1;7.4;50.5;7.7;25.5;10.7;4.5;6.9;5.7;9.9;4.7;4.5;35.0;;;;;;;;;;
156;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2016;4.7;50.9;3.0;17.6;21.1;74.2;20.6;14.4;3.0;7.5;6.0;7.6;2.2;9.2;3.1;;4.5;11.4;1.3;2.0;55.2;8.2;2.5;13.6;;;;;;;;;;;;;;;;;;7.1;22.9;76.3;5.6;44.8;14.2;19.9;17.9;;8.2;;;6.1;;37.5;;;;;;;;;;
157;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2017;5.1;50.7;2.6;19.6;18.2;70.1;23.7;18.1;1.8;9.2;8.8;6.4;2.9;12.6;7.6;1.9;3.5;12.7;2.5;2.0;48.0;5.1;2.8;12.0;;;;;;;;;;;;;;;;;;15.8;20.9;68.6;9.6;51.0;6.9;25.6;16.7;;12.8;5.6;;5.4;2.5;27.6;;;;;;;;;;
158;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2018;5.7;52.5;2.8;20.9;19.7;71.5;23.2;14.2;3.2;5.8;6.5;4.5;2.5;11.4;3.9;3.0;3.1;11.8;2.4;2.5;53.7;7.0;2.7;12.7;;;;;;;;;;;;;;;;;;11.9;18.2;73.4;8.5;47.2;6.6;20.0;15.7;4.0;14.9;4.8;;8.8;;30.7;;;;;;;;;;
159;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2019;4.9;52.8;3.1;16.7;14.9;72.4;24.5;12.0;2.3;7.0;4.8;5.9;2.3;10.1;3.6;1.9;3.0;11.6;1.8;2.8;55.2;8.3;1.3;11.9;;;;;;;;;;;;;;;;;;12.7;17.8;75.0;5.5;51.6;8.4;18.9;14.4;5.5;11.5;5.2;4.3;8.4;7.5;21.5;;;;;;;;;;
160;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2020;5.4;49.6;2.9;20.0;22.3;65.3;29.4;14.9;3.0;8.3;6.4;6.2;2.6;12.5;5.1;2.1;5.5;10.6;1.5;2.2;44.5;8.1;4.1;15.8;;;;;;;;;;;;;;;;;;14.2;18.5;71.7;7.9;50.0;5.1;15.5;17.0;;16.2;8.4;6.6;5.0;5.6;25.2;;;;;;;;;;
161;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2021;6.0;50.9;3.5;23.5;22.3;68.2;25.5;16.0;3.4;5.2;4.9;6.6;1.6;12.1;4.5;1.8;5.9;9.4;;1.7;49.7;5.4;3.5;21.1;;;;;;;;;;;;;;;;;;14.4;16.1;74.4;8.0;52.8;9.3;20.6;10.8;3.7;15.4;6.5;4.4;;;33.3;;;;;;;;;;
162;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2022;6.5;61.3;3.4;19.5;16.8;70.3;26.6;10.7;2.3;;;;;;;;;;;;;;;;67.7;6.1;9.6;2.9;3.5;3.9;4.1;1.0;5.2;2.2;;1.5;11.3;5.1;11.5;6.9;14.1;9.5;15.2;75.8;9.5;;;;;;;;;;;;38.7;5.4;9.4;2.7;17.3;13.0;7.7;4.3;32.0;22.8
163;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2023;6.1;55.1;3.2;20.5;18.4;74.7;20.1;13.1;2.6;;;;;;;;;;;;;;;;63.5;7.2;10.9;2.8;4.1;4.4;4.5;2.5;6.3;1.8;1.5;2.3;11.3;6.6;12.2;9.3;17.6;8.1;15.8;77.9;8.6;;;;;;;;;;;;42.6;10.2;11.0;5.8;17.1;15.3;11.8;4.8;19.5;25.5
164;Herkomst: geb. in NL, ouder(s) in Europa;Bovengrens 95%-interval;2024;5.8;55.7;3.1;19.3;18.3;72.3;22.3;13.0;2.8;;;;;;;;;;;;;;;;59.7;4.4;12.7;4.1;6.0;4.4;5.7;1.8;6.1;2.0;1.5;1.4;12.8;5.6;10.3;8.5;14.5;11.2;18.7;74.4;6.1;;;;;;;;;;;;33.9;8.8;9.3;8.1;16.0;10.6;13.8;7.6;19.3;26.7
165;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2014;3.7;49.1;2.9;12.9;10.4;73.8;16.8;8.6;0.7;4.8;3.7;4.6;1.0;5.0;3.6;0.4;2.3;8.1;0.6;0.9;48.7;4.7;1.3;13.4;;;;;;;;;;;;;;;;;;8.5;15.5;70.9;5.2;35.2;5.0;11.9;13.2;0.9;7.4;0.8;3.7;1.6;0.6;19.7;;;;;;;;;;
166;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2015;3.8;49.7;2.5;13.4;11.1;76.9;15.3;7.0;0.9;5.8;3.4;2.7;1.0;5.6;2.1;0.1;2.7;8.4;0.2;0.6;52.8;5.9;1.2;11.2;;;;;;;;;;;;;;;;;;7.3;16.4;68.8;7.5;31.5;5.3;13.9;13.2;0.3;6.3;4.5;0.7;0.0;0.7;23.6;;;;;;;;;;
167;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2016;3.5;48.6;2.6;12.1;9.0;75.0;17.4;7.2;0.5;5.6;4.2;2.9;0.6;5.4;4.4;0.4;2.6;7.9;0.6;0.6;51.6;5.5;1.5;9.9;;;;;;;;;;;;;;;;;;8.6;18.8;66.9;5.7;37.2;4.7;17.4;15.2;0.9;4.2;1.2;1.0;0.7;0.0;17.6;;;;;;;;;;
168;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2017;3.7;48.8;2.5;12.4;10.2;76.9;14.0;8.3;0.8;5.4;3.1;3.6;1.0;6.6;3.1;0.9;1.6;8.5;0.1;1.4;49.4;5.3;1.1;12.1;;;;;;;;;;;;;;;;;;8.7;18.0;67.3;6.0;38.0;4.3;12.9;9.7;0.2;9.1;1.3;0.5;0.3;0.6;23.1;;;;;;;;;;
169;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2018;4.1;51.6;2.9;14.1;11.2;71.8;18.9;8.4;0.8;4.8;3.3;4.0;1.2;5.9;2.7;0.2;2.0;9.5;0.6;1.2;49.9;5.4;2.7;10.6;;;;;;;;;;;;;;;;;;9.2;15.7;69.0;6.1;39.2;5.0;13.2;9.3;0.0;6.2;1.9;0.1;1.0;1.8;22.2;;;;;;;;;;
170;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2019;4.1;53.4;2.8;13.5;11.2;74.9;16.1;8.2;0.8;4.7;3.5;4.2;0.8;7.5;3.8;0.8;1.8;8.0;0.7;0.7;49.1;6.2;2.1;10.3;;;;;;;;;;;;;;;;;;9.5;16.0;67.0;7.4;38.0;4.9;11.9;8.5;0.8;7.2;2.8;0.3;0.8;0.6;24.3;;;;;;;;;;
171;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2020;4.1;46.8;2.7;16.0;12.8;69.1;19.9;9.8;1.3;4.7;4.0;2.3;0.5;7.2;2.3;0.1;3.0;9.3;0.2;0.7;48.5;8.1;1.9;12.1;;;;;;;;;;;;;;;;;;8.7;15.3;66.6;9.4;35.0;3.7;10.9;12.3;0.0;3.5;4.4;0.4;0.5;0.7;28.5;;;;;;;;;;
172;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2021;4.7;48.4;2.8;17.2;14.5;65.6;21.4;11.9;1.1;4.0;2.4;1.7;0.6;9.9;2.8;0.3;2.5;7.6;0.3;0.8;47.8;5.6;1.6;15.6;;;;;;;;;;;;;;;;;;9.0;16.2;65.9;8.9;42.0;5.0;13.4;7.9;0.6;5.3;1.0;0.4;1.5;0.0;22.8;;;;;;;;;;
173;Herkomst: geb. NL, ouder(s) buit. Europa;Waarde;2022;5.7;59.6;2.7;16.7;12.4;66.9;23.5;8.6;1.1;;;;;;;;;;;;;;;;64.7;3.9;7.5;2.4;3.0;2.1;2.4;0.7;3.1;1.5;0.1;0.8;7.9;5.1;9.1;2.2;11.3;8.7;13.6;68.8;9.0;;;;;;;;;;;;26.5;5.9;4.3;3.2;10.4;3.0;6.5;1.7;22.6;15.9
