ID;Beroep;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
2663;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2015;67.0;76.6;63.3;;84.1;92.8;42.5;67.6
2664;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2016;75.0;84.3;63.1;61.0;84.7;90.6;51.6;72.1
2665;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2017;80.4;85.7;63.5;61.5;85.8;93.4;57.3;79.2
2666;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2018;81.0;80.7;63.2;62.0;87.2;92.6;53.7;81.5
2667;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2019;78.1;84.2;64.0;61.1;83.3;92.3;58.1;81.2
2668;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2020;77.8;81.9;;;86.9;92.0;55.8;79.1
2669;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2021;81.7;86.0;;;81.4;95.1;61.6;82.4
2670;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2022;80.3;86.7;63.9;62.2;87.7;93.8;61.2;92.4
2671;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2023;82.2;82.4;;;87.9;91.5;63.4;83.3
2672;0734 Loodgieters en pijpfitters;Bovengrens 95%-interval;2024;78.3;85.3;63.6;61.5;87.0;92.9;59.8;87.9
2673;0735 Schilders en metaalspuiters;Waarde;2014;;;;;;;;
2674;0735 Schilders en metaalspuiters;Waarde;2015;63.2;76.4;;;82.6;94.7;36.6;48.4
2675;0735 Schilders en metaalspuiters;Waarde;2016;65.0;75.6;;;80.9;;;
2676;0735 Schilders en metaalspuiters;Waarde;2017;66.1;71.2;;;71.6;82.1;34.1;53.7
2677;0735 Schilders en metaalspuiters;Waarde;2018;65.6;74.0;;;80.0;86.6;43.4;68.7
2678;0735 Schilders en metaalspuiters;Waarde;2019;74.6;80.2;63.5;;81.6;91.2;42.7;64.9
2679;0735 Schilders en metaalspuiters;Waarde;2020;68.5;77.6;;;86.5;92.9;50.1;73.5
2680;0735 Schilders en metaalspuiters;Waarde;2021;;;;;;;;
2681;0735 Schilders en metaalspuiters;Waarde;2022;66.8;75.6;;;81.4;89.3;47.0;84.0
2682;0735 Schilders en metaalspuiters;Waarde;2023;69.5;75.8;;;81.6;93.8;49.3;76.3
2683;0735 Schilders en metaalspuiters;Waarde;2024;76.0;75.2;;;81.9;94.2;51.7;77.8
2684;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2014;;;;;;;;
2685;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2015;53.4;67.1;;;74.5;88.3;27.8;38.9
2686;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2016;54.9;65.8;;;71.3;;;
2687;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2017;56.7;62.2;;;62.7;73.9;25.8;44.3
2688;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2018;57.4;65.8;;;72.5;79.7;35.3;60.8
2689;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2019;67.1;73.1;62.5;;74.8;85.8;34.9;56.7
2690;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2020;59.3;69.0;;;78.8;87.1;40.9;64.9
2691;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2021;;;;;;;;
2692;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2022;57.6;66.8;;;73.5;82.2;37.9;76.1
2693;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2023;60.5;67.2;;;73.6;87.2;40.3;67.9
2694;0735 Schilders en metaalspuiters;Ondergrens 95%-interval;2024;67.2;66.4;;;74.1;88.3;42.4;69.1
2695;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2014;;;;;;;;
2696;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2015;72.1;83.8;;;88.6;97.7;46.4;58.1
2697;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2016;74.0;83.3;;;87.8;;;
2698;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2017;74.3;78.8;;;79.1;88.2;43.5;62.8
2699;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2018;72.9;80.8;;;85.8;91.4;51.8;75.6
2700;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2019;80.8;85.9;64.5;;86.9;94.7;50.9;72.3
2701;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2020;76.5;84.3;;;91.7;96.2;59.2;80.7
2702;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2021;;;;;;;;
2703;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2022;74.8;82.7;;;87.4;93.8;56.3;89.6
2704;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2023;77.1;82.8;;;87.6;97.1;58.4;83.0
2705;0735 Schilders en metaalspuiters;Bovengrens 95%-interval;2024;83.0;82.3;;;87.7;97.2;61.0;84.6
2706;074 Metaalarbeiders, machinemonteurs;Waarde;2014;66.6;74.1;62.9;60.8;86.6;90.7;45.8;58.7
2707;074 Metaalarbeiders, machinemonteurs;Waarde;2015;67.2;71.4;63.0;60.5;83.6;90.3;41.7;60.5
2708;074 Metaalarbeiders, machinemonteurs;Waarde;2016;67.7;74.1;62.8;61.3;83.2;90.9;43.8;59.3
2709;074 Metaalarbeiders, machinemonteurs;Waarde;2017;66.7;74.7;62.9;60.5;81.3;89.6;45.6;64.4
2710;074 Metaalarbeiders, machinemonteurs;Waarde;2018;64.3;72.0;62.5;60.1;83.5;88.8;46.1;71.1
2711;074 Metaalarbeiders, machinemonteurs;Waarde;2019;69.3;74.6;63.5;61.7;81.8;87.8;45.0;68.8
2712;074 Metaalarbeiders, machinemonteurs;Waarde;2020;71.3;76.1;63.3;61.5;85.6;92.0;49.9;72.4
2713;074 Metaalarbeiders, machinemonteurs;Waarde;2021;71.4;78.0;62.3;60.9;84.1;90.8;52.2;75.6
2714;074 Metaalarbeiders, machinemonteurs;Waarde;2022;72.5;79.0;62.8;60.8;82.2;90.3;51.7;78.8
2715;074 Metaalarbeiders, machinemonteurs;Waarde;2023;70.3;77.1;62.9;61.7;83.9;87.8;55.0;79.3
2716;074 Metaalarbeiders, machinemonteurs;Waarde;2024;74.3;79.6;63.5;61.3;83.2;90.1;54.1;78.5
2717;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2014;63.1;70.9;62.2;60.0;84.0;88.4;42.2;55.1
2718;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2015;63.9;68.2;62.6;59.8;81.0;88.2;38.4;57.2
2719;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2016;64.4;71.0;62.3;60.6;80.6;88.8;40.3;55.9
2720;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2017;63.3;71.4;62.4;59.9;78.5;87.2;42.0;61.0
2721;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2018;61.4;69.2;61.9;59.5;81.2;86.8;43.2;68.4
2722;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2019;66.3;71.7;63.0;61.0;79.3;85.5;41.8;65.9
2723;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2020;68.3;73.2;62.6;60.6;83.2;90.0;46.6;69.5
2724;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2021;68.0;74.8;61.7;60.1;81.3;88.3;48.6;72.4
2725;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2022;69.5;76.2;62.2;60.0;79.6;88.1;48.4;76.0
2726;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2023;67.4;74.3;62.2;60.9;81.5;85.6;51.9;76.7
2727;074 Metaalarbeiders, machinemonteurs;Ondergrens 95%-interval;2024;71.4;76.8;62.9;60.4;80.6;88.0;50.8;75.7
2728;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2014;69.9;77.2;63.6;61.7;88.9;92.5;49.5;62.2
2729;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2015;70.3;74.4;63.5;61.2;85.9;92.1;45.1;63.8
2730;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2016;70.9;77.0;63.3;62.0;85.5;92.7;47.3;62.6
2731;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2017;70.0;77.7;63.5;61.1;83.8;91.5;49.2;67.7
2732;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2018;67.1;74.6;63.0;60.7;85.5;90.6;49.1;73.6
2733;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2019;72.2;77.3;64.0;62.3;84.1;89.8;48.2;71.6
2734;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2020;74.2;78.8;64.1;62.3;87.7;93.6;53.2;75.2
2735;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2021;74.6;80.9;62.9;61.7;86.5;92.8;55.8;78.4
2736;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2022;75.3;81.5;63.4;61.5;84.5;92.1;54.9;81.3
2737;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2023;73.1;79.6;63.6;62.5;86.0;89.7;58.1;81.7
2738;074 Metaalarbeiders, machinemonteurs;Bovengrens 95%-interval;2024;77.1;82.1;64.2;62.1;85.5;91.9;57.3;81.0
2739;0741 Metaalbewerkers en constructiewe.;Waarde;2014;65.9;70.3;63.1;60.8;85.5;89.1;44.1;60.5
2740;0741 Metaalbewerkers en constructiewe.;Waarde;2015;64.4;69.5;63.5;62.0;82.6;91.5;43.4;61.3
2741;0741 Metaalbewerkers en constructiewe.;Waarde;2016;63.2;73.1;62.7;61.1;80.3;90.4;43.9;54.7
2742;0741 Metaalbewerkers en constructiewe.;Waarde;2017;62.4;73.0;62.0;60.6;81.3;89.4;43.7;59.5
2743;0741 Metaalbewerkers en constructiewe.;Waarde;2018;61.1;72.1;63.3;61.1;83.9;89.2;40.1;72.6
2744;0741 Metaalbewerkers en constructiewe.;Waarde;2019;65.4;76.1;63.8;62.5;85.6;90.2;39.8;65.6
2745;0741 Metaalbewerkers en constructiewe.;Waarde;2020;74.9;81.8;63.5;61.6;86.5;92.1;48.0;71.0
2746;0741 Metaalbewerkers en constructiewe.;Waarde;2021;65.8;75.1;63.2;61.7;83.4;87.4;46.8;70.4
2747;0741 Metaalbewerkers en constructiewe.;Waarde;2022;69.1;76.0;63.2;61.0;83.8;92.6;45.5;75.9
2748;0741 Metaalbewerkers en constructiewe.;Waarde;2023;70.9;75.2;63.3;63.0;86.5;89.3;54.3;76.8
2749;0741 Metaalbewerkers en constructiewe.;Waarde;2024;73.7;80.6;63.6;62.1;81.6;89.2;49.7;76.4
2750;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2014;58.7;63.3;62.0;59.2;78.9;83.5;36.9;53.0
2751;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2015;57.7;63.0;63.0;60.7;76.9;87.2;36.9;54.7
2752;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2016;56.1;66.2;61.6;59.4;74.3;85.6;36.9;47.6
2753;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2017;54.5;65.2;60.6;59.3;74.6;83.5;36.1;51.7
2754;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2018;54.9;66.2;62.4;60.0;78.9;84.7;34.1;66.8
2755;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2019;58.4;69.6;63.0;60.7;80.4;85.6;33.0;58.8
2756;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2020;68.5;76.0;61.9;60.1;81.2;87.3;41.2;64.7
2757;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2021;57.5;67.0;62.1;59.5;76.5;80.1;38.8;62.5
2758;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2022;62.2;69.3;61.9;59.2;78.1;88.0;38.5;69.6
2759;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2023;64.4;68.8;61.4;61.0;81.4;84.1;47.4;70.7
2760;0741 Metaalbewerkers en constructiewe.;Ondergrens 95%-interval;2024;66.2;73.5;62.2;60.2;74.9;83.4;41.8;69.3
2761;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2014;72.5;76.5;64.3;62.4;90.3;92.9;51.6;67.5
2762;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2015;70.5;75.4;64.0;63.3;87.1;94.4;50.1;67.5
2763;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2016;69.8;79.0;63.8;62.7;85.2;93.7;51.1;61.7
2764;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2017;69.6;79.6;63.5;62.0;86.5;93.3;51.5;66.8
2765;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2018;66.9;77.3;64.2;62.3;87.9;92.5;46.3;77.7
2766;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2019;71.9;81.6;64.6;64.2;89.7;93.5;46.9;71.8
2767;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2020;80.4;86.5;65.1;63.0;90.6;95.2;54.9;76.6
2768;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2021;73.3;81.8;64.2;64.0;88.6;92.3;54.9;77.2
2769;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2022;75.2;81.6;64.6;62.8;88.2;95.5;52.8;81.3
2770;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2023;76.7;80.7;65.2;65.1;90.3;92.9;61.0;82.0
2771;0741 Metaalbewerkers en constructiewe.;Bovengrens 95%-interval;2024;80.0;86.1;65.0;64.1;86.9;93.2;57.6;82.3
2772;0742 Lassers en plaatwerkers;Waarde;2014;58.5;72.8;;;82.3;87.0;40.9;53.4
2773;0742 Lassers en plaatwerkers;Waarde;2015;61.8;68.6;;;78.2;88.0;43.0;53.5
2774;0742 Lassers en plaatwerkers;Waarde;2016;67.2;70.0;;;79.3;91.1;42.5;60.3
2775;0742 Lassers en plaatwerkers;Waarde;2017;63.8;70.7;;;79.9;92.3;46.8;61.0
2776;0742 Lassers en plaatwerkers;Waarde;2018;69.7;78.9;63.4;60.0;79.9;89.2;45.8;60.3
2777;0742 Lassers en plaatwerkers;Waarde;2019;64.1;69.9;64.0;;77.1;87.5;44.5;66.7
2778;0742 Lassers en plaatwerkers;Waarde;2020;64.9;66.3;;;78.1;89.5;46.0;64.0
2779;0742 Lassers en plaatwerkers;Waarde;2021;;;;;;;;
2780;0742 Lassers en plaatwerkers;Waarde;2022;70.7;78.4;;;74.7;88.7;53.7;79.4
2781;0742 Lassers en plaatwerkers;Waarde;2023;63.1;74.4;;;78.5;86.4;51.3;79.0
2782;0742 Lassers en plaatwerkers;Waarde;2024;70.5;76.6;;;80.5;88.5;51.5;70.5
2783;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2014;48.4;62.7;;;73.9;78.4;31.4;43.4
2784;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2015;51.9;58.8;;;69.1;79.8;33.5;43.6
2785;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2016;58.6;61.5;;;71.7;85.4;33.6;51.5
2786;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2017;55.3;62.3;;;72.6;86.7;38.4;52.5
2787;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2018;61.9;71.5;62.3;58.6;73.0;83.1;37.9;52.4
2788;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2019;55.9;61.9;62.9;;69.6;80.9;36.6;58.9
2789;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2020;56.1;57.5;;;69.9;82.6;37.5;55.4
2790;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2021;;;;;;;;
2791;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2022;61.9;70.1;;;66.0;81.9;44.8;71.5
2792;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2023;54.1;65.9;;;70.7;79.2;42.4;70.9
2793;0742 Lassers en plaatwerkers;Ondergrens 95%-interval;2024;61.8;68.1;;;72.2;80.8;42.6;61.5
2794;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2014;67.8;81.1;;;88.5;92.5;51.1;63.1
2795;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2015;70.7;77.0;;;85.2;93.2;53.1;63.1
2796;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2016;74.8;77.3;;;85.3;94.7;51.8;68.5
2797;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2017;71.6;77.8;;;85.7;95.6;55.5;68.9
2798;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2018;76.6;84.7;64.6;61.5;85.4;93.2;53.9;67.7
2799;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2019;71.5;76.9;65.2;;83.2;92.1;52.7;73.8
2800;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2020;72.8;74.1;;;84.5;93.9;54.8;71.8
2801;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2021;;;;;;;;
2802;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2022;78.2;85.0;;;81.8;93.2;62.5;85.6
2803;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2023;71.3;81.4;;;84.7;91.4;60.0;85.3
2804;0742 Lassers en plaatwerkers;Bovengrens 95%-interval;2024;78.0;83.4;;;86.8;93.4;60.4;78.2
2805;0743 Automonteurs;Waarde;2014;66.9;75.5;62.9;59.7;87.8;92.2;46.8;58.2
2806;0743 Automonteurs;Waarde;2015;66.8;73.3;62.3;59.2;84.4;90.9;33.0;63.0
2807;0743 Automonteurs;Waarde;2016;72.5;78.3;62.2;60.4;85.7;91.7;42.9;62.3
2808;0743 Automonteurs;Waarde;2017;66.9;74.5;63.0;60.6;76.5;87.4;41.9;66.4
2809;0743 Automonteurs;Waarde;2018;60.5;69.8;61.8;59.1;83.5;89.8;46.8;73.9
2810;0743 Automonteurs;Waarde;2019;71.5;75.7;63.1;60.4;81.7;87.1;47.8;71.6
2811;0743 Automonteurs;Waarde;2020;68.8;75.3;63.0;60.0;85.3;92.2;48.6;74.2
2812;0743 Automonteurs;Waarde;2021;69.8;77.1;62.0;59.6;81.7;90.7;45.4;75.5
2813;0743 Automonteurs;Waarde;2022;75.1;81.0;62.5;59.9;81.1;89.8;49.2;83.9
2814;0743 Automonteurs;Waarde;2023;70.9;77.8;62.6;60.1;84.0;88.6;55.2;81.2
2815;0743 Automonteurs;Waarde;2024;75.4;79.2;63.3;60.0;85.8;90.9;55.2;82.9
2816;0743 Automonteurs;Ondergrens 95%-interval;2014;60.6;69.6;61.6;58.2;83.3;88.5;40.3;51.7
2817;0743 Automonteurs;Ondergrens 95%-interval;2015;61.0;67.7;61.3;58.0;79.8;86.9;27.6;57.1
2818;0743 Automonteurs;Ondergrens 95%-interval;2016;66.3;72.6;61.3;59.2;80.8;87.4;36.6;56.1
2819;0743 Automonteurs;Ondergrens 95%-interval;2017;60.5;68.4;61.8;59.5;70.8;82.5;35.6;60.2
2820;0743 Automonteurs;Ondergrens 95%-interval;2018;55.3;64.8;60.7;58.0;79.4;86.1;41.7;69.3
2821;0743 Automonteurs;Ondergrens 95%-interval;2019;66.4;70.8;62.1;59.2;77.2;83.0;42.4;66.6
2822;0743 Automonteurs;Ondergrens 95%-interval;2020;63.3;69.9;61.8;58.6;80.9;88.5;42.9;69.1
2823;0743 Automonteurs;Ondergrens 95%-interval;2021;63.5;71.1;61.1;58.3;76.3;86.0;39.0;69.7
2824;0743 Automonteurs;Ondergrens 95%-interval;2022;69.6;75.9;61.2;58.5;76.0;85.2;43.2;79.0
2825;0743 Automonteurs;Ondergrens 95%-interval;2023;65.4;72.6;61.4;58.6;79.3;84.4;49.3;76.1
2826;0743 Automonteurs;Ondergrens 95%-interval;2024;70.4;74.4;62.2;58.6;81.7;87.4;49.8;78.6
2827;0743 Automonteurs;Bovengrens 95%-interval;2014;72.7;80.6;64.2;61.3;91.3;94.8;53.4;64.4
2828;0743 Automonteurs;Bovengrens 95%-interval;2015;72.1;78.2;63.2;60.5;88.1;93.8;38.9;68.5
2829;0743 Automonteurs;Bovengrens 95%-interval;2016;77.9;83.0;63.1;61.7;89.5;94.6;49.3;68.2
2830;0743 Automonteurs;Bovengrens 95%-interval;2017;72.8;79.7;64.2;61.7;81.5;91.1;48.5;72.2
2831;0743 Automonteurs;Bovengrens 95%-interval;2018;65.4;74.4;62.9;60.3;86.9;92.6;51.9;78.1
2832;0743 Automonteurs;Bovengrens 95%-interval;2019;76.1;80.0;64.0;61.6;85.4;90.4;53.2;76.2
2833;0743 Automonteurs;Bovengrens 95%-interval;2020;73.9;80.0;64.3;61.4;88.8;94.7;54.3;78.8
2834;0743 Automonteurs;Bovengrens 95%-interval;2021;75.5;82.1;63.0;60.8;86.1;93.9;52.0;80.4
2835;0743 Automonteurs;Bovengrens 95%-interval;2022;79.8;85.2;63.7;61.4;85.3;93.0;55.3;87.8
2836;0743 Automonteurs;Bovengrens 95%-interval;2023;75.9;82.3;63.9;61.5;87.7;91.9;60.9;85.3
2837;0743 Automonteurs;Bovengrens 95%-interval;2024;79.7;83.2;64.5;61.5;89.1;93.5;60.5;86.5
2838;0744 Machinemonteurs;Waarde;2014;70.6;76.8;62.6;61.5;88.3;92.2;48.5;60.0
2839;0744 Machinemonteurs;Waarde;2015;72.5;72.3;63.2;60.8;85.8;89.6;49.0;60.1
2840;0744 Machinemonteurs;Waarde;2016;66.7;72.8;63.6;62.2;84.9;90.4;45.2;59.2
2841;0744 Machinemonteurs;Waarde;2017;71.3;78.4;63.6;60.5;86.6;90.2;49.7;68.0
2842;0744 Machinemonteurs;Waarde;2018;68.6;71.4;62.1;60.5;84.8;87.3;50.1;71.6
2843;0744 Machinemonteurs;Waarde;2019;72.2;74.7;63.6;62.0;81.9;87.0;45.6;68.9
2844;0744 Machinemonteurs;Waarde;2020;74.2;77.3;63.1;63.1;88.7;92.9;54.3;75.6
2845;0744 Machinemonteurs;Waarde;2021;76.1;79.1;62.2;61.4;88.5;93.1;59.7;79.9
2846;0744 Machinemonteurs;Waarde;2022;73.1;79.3;62.7;61.1;84.9;89.9;56.4;76.0
2847;0744 Machinemonteurs;Waarde;2023;72.0;78.4;62.9;62.3;84.2;86.8;56.6;79.4
2848;0744 Machinemonteurs;Waarde;2024;75.1;80.8;64.3;62.2;82.1;90.2;56.2;77.8
2849;0744 Machinemonteurs;Ondergrens 95%-interval;2014;64.5;71.0;61.2;60.0;84.0;88.3;42.2;53.7
2850;0744 Machinemonteurs;Ondergrens 95%-interval;2015;66.6;66.4;62.4;59.6;81.1;85.2;42.8;54.0
2851;0744 Machinemonteurs;Ondergrens 95%-interval;2016;60.7;67.1;62.9;61.3;80.2;86.2;39.2;53.1
2852;0744 Machinemonteurs;Ondergrens 95%-interval;2017;65.2;72.7;63.0;59.2;82.0;85.9;43.4;62.0
2853;0744 Machinemonteurs;Ondergrens 95%-interval;2018;63.4;66.3;61.1;59.6;80.6;83.2;44.7;66.5
2854;0744 Machinemonteurs;Ondergrens 95%-interval;2019;66.6;69.1;62.6;60.9;77.1;82.3;39.8;63.4
2855;0744 Machinemonteurs;Ondergrens 95%-interval;2020;68.6;71.9;61.8;61.3;84.4;89.0;48.4;70.4
2856;0744 Machinemonteurs;Ondergrens 95%-interval;2021;70.8;74.0;61.1;60.1;84.5;89.2;53.8;75.0
2857;0744 Machinemonteurs;Ondergrens 95%-interval;2022;68.1;74.6;61.7;60.0;80.7;86.0;51.0;71.1
2858;0744 Machinemonteurs;Ondergrens 95%-interval;2023;67.1;73.8;61.8;61.1;80.2;83.0;51.5;75.1
2859;0744 Machinemonteurs;Ondergrens 95%-interval;2024;69.8;75.9;63.4;61.1;77.4;86.4;50.6;72.9
2860;0744 Machinemonteurs;Bovengrens 95%-interval;2014;76.0;81.7;64.1;62.9;91.6;94.8;54.9;65.9
2861;0744 Machinemonteurs;Bovengrens 95%-interval;2015;77.7;77.5;64.1;61.9;89.5;92.8;55.2;66.0
2862;0744 Machinemonteurs;Bovengrens 95%-interval;2016;72.2;77.8;64.3;63.1;88.6;93.5;51.3;65.0
2863;0744 Machinemonteurs;Bovengrens 95%-interval;2017;76.6;83.1;64.1;61.7;90.2;93.3;56.1;73.5
2864;0744 Machinemonteurs;Bovengrens 95%-interval;2018;73.4;75.9;63.2;61.5;88.2;90.5;55.5;76.1
2865;0744 Machinemonteurs;Bovengrens 95%-interval;2019;77.1;79.5;64.7;63.0;85.9;90.6;51.5;73.9
2866;0744 Machinemonteurs;Bovengrens 95%-interval;2020;79.0;81.9;64.5;64.9;92.0;95.4;60.2;80.1
2867;0744 Machinemonteurs;Bovengrens 95%-interval;2021;80.7;83.5;63.4;62.7;91.6;95.7;65.3;84.0
2868;0744 Machinemonteurs;Bovengrens 95%-interval;2022;77.6;83.3;63.7;62.3;88.3;92.8;61.7;80.3
2869;0744 Machinemonteurs;Bovengrens 95%-interval;2023;76.4;82.4;63.9;63.5;87.5;89.9;61.6;83.1
2870;0744 Machinemonteurs;Bovengrens 95%-interval;2024;79.7;85.0;65.2;63.3;86.0;93.1;61.7;82.1
2871;075 Voedselverwerkende beroepen en ov...;Waarde;2014;66.0;71.4;62.3;60.6;83.4;90.5;43.9;46.4
2872;075 Voedselverwerkende beroepen en ov...;Waarde;2015;68.7;73.1;62.4;62.1;84.2;91.0;41.8;47.8
2873;075 Voedselverwerkende beroepen en ov...;Waarde;2016;65.9;73.2;62.5;60.4;84.3;91.6;45.4;51.9
2874;075 Voedselverwerkende beroepen en ov...;Waarde;2017;69.0;73.7;62.2;60.0;83.5;87.9;46.4;54.3
2875;075 Voedselverwerkende beroepen en ov...;Waarde;2018;63.4;72.5;63.4;61.3;83.7;90.1;43.7;60.0
2876;075 Voedselverwerkende beroepen en ov...;Waarde;2019;71.7;77.5;62.7;62.6;84.5;91.6;41.3;61.0
2877;075 Voedselverwerkende beroepen en ov...;Waarde;2020;65.5;72.7;62.4;61.6;84.0;92.1;47.4;60.0
2878;075 Voedselverwerkende beroepen en ov...;Waarde;2021;65.9;71.7;62.0;61.5;85.4;88.7;45.2;69.4
2879;075 Voedselverwerkende beroepen en ov...;Waarde;2022;68.5;72.5;63.2;61.2;84.2;90.7;47.8;65.4
2880;075 Voedselverwerkende beroepen en ov...;Waarde;2023;66.8;73.9;62.5;60.7;82.4;88.2;43.8;70.0
2881;075 Voedselverwerkende beroepen en ov...;Waarde;2024;70.3;75.2;63.0;61.1;82.4;89.6;46.6;69.0
2882;075 Voedselverwerkende beroepen en ov...;Ondergrens 95%-interval;2014;61.4;66.8;61.2;59.0;79.4;86.9;39.1;41.6
2883;075 Voedselverwerkende beroepen en ov...;Ondergrens 95%-interval;2015;64.2;68.8;61.3;60.9;80.6;88.0;37.3;43.2
2884;075 Voedselverwerkende beroepen en ov...;Ondergrens 95%-interval;2016;61.6;69.0;61.3;58.9;80.9;88.9;41.0;47.5
2885;075 Voedselverwerkende beroepen en ov...;Ondergrens 95%-interval;2017;64.4;69.2;61.2;58.7;79.9;84.5;41.6;49.5
