ID;Woonplaatsen;Woonplaatscode_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
679;Graft;1903;Graft-De Rijp                      ;GM0365    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
680;Gramsbergen;1549;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
681;Grashoek;3440;Peel en Maas                       ;GM1894    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
682;Grathem;2943;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
683;Grave;3197;Grave                              ;GM0786    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
684;'s-Graveland;3000;Wijdemeren                         ;GM1696    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
685;'s-Gravendeel;2380;Binnenmaas                         ;GM0585    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
686;'s-Gravenhage;1245;'s-Gravenhage                      ;GM0518    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
687;'s Gravenmoer;2800;Dongen                             ;GM0766    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
688;'s-Gravenpolder;1263;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
689;'s-Gravenzande;2662;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
690;Greonterp;2406;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
691;Grevenbicht;2812;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
692;Griendtsveen;1029;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
693;Grijpskerk;2118;Zuidhorn                           ;GM0056    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
694;Grijpskerke;2778;Veere                              ;GM0717    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
695;Groede;2967;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
696;Groenekan;2937;De Bilt                            ;GM0310    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
697;Groeningen;1216;Boxmeer                            ;GM0756    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
698;Groenlo;2224;Oost Gelre                         ;GM1586    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
699;Groesbeek;2291;Groesbeek                          ;GM0241    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
700;Groessen;2097;Duiven                             ;GM0226    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
701;Groet;3044;Bergen (NH.)                       ;GM0373    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
702;De Groeve;2924;Tynaarlo                           ;GM1730    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
703;Grolloo;1169;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
704;Groningen;1070;Groningen                          ;GM0014    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
705;Gronsveld;1701;Eijsden-Margraten                  ;GM1903    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
706;Groot-Ammers;1806;Molenwaard                         ;GM1927    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
707;Grootebroek;1103;Stede Broec                        ;GM0532    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
708;Grootegast;2175;Grootegast                         ;GM0015    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
709;Grootschermer;1887;Schermer                           ;GM0458    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
710;Grou;3602;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
711;Grubbenvorst;1030;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
712;Gulpen;1225;Gulpen-Wittem                      ;GM1729    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
713;Guttecoven;2813;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
714;Gytsjerk;2444;Tytsjerksteradiel                  ;GM0737    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
715;Haaften;3360;Neerijnen                          ;GM0304    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
716;Haaksbergen;2347;Haaksbergen                        ;GM0158    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
717;Haalderen;3136;Lingewaard                         ;GM1705    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
718;'t Haantje;2164;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
719;Haaren;1427;Haaren                             ;GM0788    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
720;Haarle;1040;Hellendoorn                        ;GM0163    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
721;Haarle;1286;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
722;Haarlem;2907;Haarlem                            ;GM0392    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
723;Haarlemmerliede;2641;Haarlemmerliede en Spaarnwoude     ;GM0393    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
724;Haarlo;1660;Berkelland                         ;GM1859    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
725;Haarsteeg;3500;Heusden                            ;GM0797    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
726;Haarzuilens;3298;Utrecht                            ;GM0344    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
727;Haastrecht;2387;Vlist                              ;GM0623    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
728;Haelen;2944;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
729;Hagestein;2841;Vianen                             ;GM0620    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
730;Haghorst;1310;Hilvarenbeek                       ;GM0798    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
731;Haler;2945;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
732;Halfweg;2643;Haarlemmerliede en Spaarnwoude     ;GM0393    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
733;Hall;1113;Brummen                            ;GM0213    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
734;Halle;3575;Bronckhorst                        ;GM1876    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
735;Hallum;3203;Ferwerderadiel                     ;GM1722    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
736;Halsteren;1938;Bergen op Zoom                     ;GM0748    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
737;Den Ham;2116;Zuidhorn                           ;GM0056    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
738;Den Ham;3321;Twenterand                         ;GM1700    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
739;Handel;2092;Gemert-Bakel                       ;GM1652    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
740;Hank;2215;Werkendam                          ;GM0870    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
741;Hansweert;3461;Reimerswaal                        ;GM0703    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
742;Hantum;3395;Dongeradeel                        ;GM0058    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
743;Hantumeruitburen;3396;Dongeradeel                        ;GM0058    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
744;Hantumhuizen;3397;Dongeradeel                        ;GM0058    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
745;Hapert;1065;Bladel                             ;GM1728    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
746;Haps;1451;Cuijk                              ;GM1684    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
747;Harbrinkhoek;1287;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
748;'t Harde;1845;Elburg                             ;GM0230    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
749;Hardenberg;1550;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
750;Harderwijk;3222;Harderwijk                         ;GM0243    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
751;Hardinxveld-Giessendam;3031;Hardinxveld-Giessendam             ;GM0523    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
752;Haren;3253;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
753;Haren (Gn.);1266;Haren                              ;GM0017    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
754;Harfsen;1339;Lochem                             ;GM0262    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
755;Harich;1676;De Friese Meren                    ;GM1921    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
756;Haringhuizen;2515;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
757;Harkema;3178;Achtkarspelen                      ;GM0059    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
758;Harkstede;1349;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
759;Harlingen;2891;Harlingen                          ;GM0072    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
760;Harmelen;1072;Woerden                            ;GM0632    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
761;Harreveld;2228;Oost Gelre                         ;GM1586    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
762;Harskamp;2768;Ede                                ;GM0228    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
763;Hartwerd;2310;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
764;Haskerdijken;2490;Heerenveen                         ;GM0074    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
765;Haskerhorne;2491;De Friese Meren                    ;GM1921    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
766;Hasselt;2199;Zwartewaterland                    ;GM1896    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
767;Hattem;2882;Hattem                             ;GM0244    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
768;Hattemerbroek;3069;Oldebroek                          ;GM0269    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
769;Haule;3576;Ooststellingwerf                   ;GM0085    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
770;Haulerwijk;3577;Ooststellingwerf                   ;GM0085    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
771;Hauwert;3566;Medemblik                          ;GM0420    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
772;Havelte;3113;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
773;Havelterberg;3114;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
774;Hazerswoude-Dorp;2852;Alphen aan den Rijn                ;GM0484    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
775;Hazerswoude-Rijndijk;2851;Alphen aan den Rijn                ;GM0484    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
776;Hedel;1625;Maasdriel                          ;GM0263    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
777;Hedikhuizen;3515;Heusden                            ;GM0797    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
778;Hee;2623;Terschelling                       ;GM0093    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
779;Heeg;2407;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
780;Heel;1917;Maasgouw                           ;GM1641    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
781;Heelsum;2987;Renkum                             ;GM0274    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
782;Heelweg;1576;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
783;Heemserveen;1551;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
784;Heemskerk;2458;Heemskerk                          ;GM0396    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
785;Heemstede;2563;Heemstede                          ;GM0397    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
786;De Heen;1401;Steenbergen                        ;GM0851    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
787;Heenvliet;1387;Bernisse                           ;GM0568    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
788;'s-Heer Abtskerke;1264;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
789;'s-Heer Arendskerke;1822;Goes                               ;GM0664    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
790;'s-Heer Hendrikskinderen;1823;Goes                               ;GM0664    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
791;Heerde;2865;Heerde                             ;GM0246    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
792;'s-Heerenberg;2206;Montferland                        ;GM1955    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
793;'s-Heerenbroek;2899;Kampen                             ;GM0166    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
794;'s-Heerenhoek;1265;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
795;Heerenveen;3523;Heerenveen                         ;GM0074    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
796;Heerewaarden;1626;Maasdriel                          ;GM0263    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
797;Heerhugowaard;1746;Heerhugowaard                      ;GM0398    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
798;Heerjansdam;2398;Zwijndrecht                        ;GM0642    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
799;Heerle;1590;Roosendaal                         ;GM1674    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
800;Heerlen;1312;Heerlen                            ;GM0917    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
801;Heesbeen;3516;Heusden                            ;GM0797    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
802;Heesch;3059;Bernheze                           ;GM1721    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
803;Heesselt;3361;Neerijnen                          ;GM0304    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
804;Heeswijk-Dinther;3060;Bernheze                           ;GM1721    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
805;Heeten;1498;Raalte                             ;GM0177    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
806;Heeze;1314;Heeze-Leende                       ;GM1658    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
807;Hegebeintum;3204;Ferwerderadiel                     ;GM1722    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
808;Hegelsom;1031;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
809;Hei- en Boeicop;2109;Zederik                            ;GM0707    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
810;Heibloem;2946;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
811;Heide;2329;Venray                             ;GM0984    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
812;Ter Heijde;2663;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
813;Heijen;2483;Gennep                             ;GM0907    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
814;Heijenrath;1228;Gulpen-Wittem                      ;GM1729    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
815;Heijningen;1318;Moerdijk                           ;GM1709    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
816;Heikant;3091;Hulst                              ;GM0677    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
817;Heilig Landstichting;2292;Groesbeek                          ;GM0241    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
818;Heiligerlee;1899;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
819;Heiloo;1243;Heiloo                             ;GM0399    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
820;Heinenoord;2381;Binnenmaas                         ;GM0585    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
821;Heinkenszand;1255;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
822;Heino;1492;Raalte                             ;GM0177    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
823;Hekelingen;3033;Spijkenisse                        ;GM0612    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
824;Hekendorp;1909;Oudewater                          ;GM0589    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
825;Helden;3441;Peel en Maas                       ;GM1894    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
826;Den Helder;3056;Den Helder                         ;GM0400    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
827;Helenaveen;1778;Deurne                             ;GM0762    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
828;Hellendoorn;3583;Hellendoorn                        ;GM0163    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
829;Hellevoetsluis;2137;Hellevoetsluis                     ;GM0530    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
830;Hellouw;3362;Neerijnen                          ;GM0304    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
831;Hellum;1350;Slochteren                         ;GM0040    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
832;Helmond;1146;Helmond                            ;GM0794    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
833;Helvoirt;1428;Haaren                             ;GM0788    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
834;Hem;1507;Drechterland                       ;GM0498    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
835;Hemelum;1970;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
836;Hemmen;1865;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
837;Hempens;1202;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
838;Hemrik;3347;Opsterland                         ;GM0086    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
839;Hendrik-Ido-Ambacht;2352;Hendrik-Ido-Ambacht                ;GM0531    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
840;Hengelo;3510;Hengelo                            ;GM0164    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
841;Hengelo (Gld.);1535;Bronckhorst                        ;GM1876    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
842;Hengevelde;1443;Hof van Twente                     ;GM1735    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
843;Hengstdijk;3098;Hulst                              ;GM0677    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
844;Hensbroek;1186;Koggenland                         ;GM1598    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
845;Herbaijum;1365;Franekeradeel                      ;GM0070    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
846;Herkenbosch;2590;Roerdalen                          ;GM1669    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
847;Herkingen;2378;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
848;Hernen;2566;Wijchen                            ;GM0296    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
849;Herpen;3255;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
850;Herpt;3517;Heusden                            ;GM0797    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
851;Herten;2282;Roermond                           ;GM0957    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
852;Hertme;3570;Borne                              ;GM0147    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
853;'s-Hertogenbosch;1595;'s-Hertogenbosch                   ;GM0796    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
854;Herveld;1866;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
855;Herwen;2977;Rijnwaarden                        ;GM0196    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
856;Herwijnen;2354;Lingewaal                          ;GM0733    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
857;Heteren;1867;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
858;Heukelom;2648;Oisterwijk                         ;GM0824    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
859;Heukelum;2355;Lingewaal                          ;GM0733    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
860;Heumen;3495;Heumen                             ;GM0252    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
861;De Heurne;1195;Aalten                             ;GM0197    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
862;Heusden;2929;Asten                              ;GM0743    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
863;Heusden;3518;Heusden                            ;GM0797    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
864;Heveadorp;2988;Renkum                             ;GM0274    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
865;Heythuysen;2947;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
866;Hezingen;1288;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
867;Hiaure;3398;Dongeradeel                        ;GM0058    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
868;Hichtum;2311;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
869;Hidaard;2016;Littenseradiel                     ;GM0140    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
870;Hierden;3223;Harderwijk                         ;GM0243    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
871;Hieslum;2312;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
872;Hijken;3013;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
873;Hijum;3227;Leeuwarderadeel                    ;GM0081    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
874;Hilaard;2017;Littenseradiel                     ;GM0140    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
875;Hillegom;3535;Hillegom                           ;GM0534    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
876;Hilvarenbeek;1307;Hilvarenbeek                       ;GM0798    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
877;Hilversum;1036;Hilversum                          ;GM0402    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
878;Hindeloopen;1968;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
879;Hinnaard;2018;Littenseradiel                     ;GM0140    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
880;Hippolytushoef;1488;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
881;Hitzum;1363;Franekeradeel                      ;GM0070    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
882;Hobrede;1838;Zeevang                            ;GM0478    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
883;Hoedekenskerke;1256;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
884;De Hoef;3548;De Ronde Venen                     ;GM0736    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
885;Hoek;1130;Terneuzen                          ;GM0715    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
886;Hoek van Holland;3082;Rotterdam                          ;GM0599    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
887;Hoenderloo;2257;Apeldoorn                          ;GM0200    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
888;Hoenderloo;2772;Ede                                ;GM0228    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
889;Hoensbroek;1313;Heerlen                            ;GM0917    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
890;Hoenzadriel;1627;Maasdriel                          ;GM0263    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
891;De Hoeve;1723;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
892;Hoevelaken;2871;Nijkerk                            ;GM0267    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
893;Hoeven;1250;Halderberge                        ;GM1655    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
894;Hoge Hexel;1089;Wierden                            ;GM0189    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
895;Hollandsche Rading;2938;De Bilt                            ;GM0310    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
896;Hollandscheveld;1813;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
897;Hollum;2586;Ameland                            ;GM0060    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
898;Holsloot;2156;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
899;Holten;1567;Rijssen-Holten                     ;GM1742    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
900;Holthees;1217;Boxmeer                            ;GM0756    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
901;Holtheme;1552;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
902;Holthone;1553;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
903;Holtum;2814;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
904;Holwerd;3399;Dongeradeel                        ;GM0058    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
905;Holwierde;3237;Delfzijl                           ;GM0010    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
906;Hommerts;2408;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
907;Homoet;1868;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
908;Honselersdijk;2656;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
909;Hoofddorp;1597;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
910;Hoofdplaat;2968;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
911;Hoog Soeren;3564;Apeldoorn                          ;GM0200    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
912;Hoogblokland;1434;Giessenlanden                      ;GM0689    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
