ID;Geslacht;Leeftijd;Marges;Perioden;Ondergewicht_1;NormaalGewicht_2;Overgewicht_3;MatigOvergewicht_4;ErnstigOvergewicht_5;OpgegevenLengte20JaarOfOuder_6;OpgegevenGewicht20JaarOfOuder_7
943;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;2023;0.3;1.5;1.5;1.4;1.1;0.3;0.5
944;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;1981/1984;0.2;0.7;0.7;0.7;0.3;0.1;0.2
945;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;1985/1988;0.2;0.7;0.7;0.7;0.4;0.1;0.2
946;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;1989/1992;0.2;0.7;0.7;0.7;0.4;0.1;0.2
947;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;1993/1996;0.2;0.7;0.7;0.6;0.4;0.1;0.2
948;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;1997/2000;0.1;0.6;0.6;0.6;0.4;0.1;0.2
949;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;2001/2004;0.1;0.6;0.6;0.6;0.4;0.1;0.2
950;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;2005/2008;0.1;0.7;0.7;0.6;0.4;0.1;0.2
951;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;2009/2012;0.1;0.6;0.6;0.5;0.4;0.1;0.2
952;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;2013/2016;0.1;0.6;0.6;0.6;0.4;0.1;0.2
953;Totaal mannen en vrouwen;40 tot 50 jaar;Standaardfout;2017/2020;0.1;0.7;0.7;0.7;0.5;0.1;0.2
954;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1981;1.4;52.4;46.2;38.3;7.9;170.3;72.7
955;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1982;1.1;51.8;47.1;40.5;6.6;170.5;72.9
956;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1983;0.8;53.2;46.0;38.4;7.6;170.9;73.3
957;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1984;0.9;54.1;45.0;38.2;6.8;171.1;73.3
958;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1985;1.2;58.1;40.7;33.6;7.1;171.2;72.6
959;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1986;1.6;54.7;43.8;36.6;7.1;170.5;72.5
960;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1987;1.7;54.2;44.1;38.8;5.3;171.4;73.5
961;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1988;2.0;49.8;48.3;38.4;9.8;171.0;73.7
962;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1989;0.4;52.0;47.6;38.9;8.7;171.4;74.3
963;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1990;1.1;52.1;46.8;35.8;11.0;171.4;74.3
964;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1991;1.4;50.5;48.1;40.1;8.0;171.8;74.0
965;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1992;0.8;50.4;48.8;39.1;9.6;171.7;74.6
966;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1993;2.2;53.1;44.7;37.4;7.2;172.0;73.4
967;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1994;1.0;47.7;51.3;40.2;11.2;172.0;75.4
968;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1995;0.4;49.0;50.6;40.5;10.1;172.1;75.8
969;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1996;1.1;47.7;51.2;39.2;11.9;171.6;75.6
970;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1997;1.0;47.4;51.6;40.7;10.9;172.3;76.0
971;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1998;1.4;47.6;51.0;38.8;12.1;172.7;76.1
972;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1999;1.0;47.3;51.7;39.4;12.3;173.3;77.5
973;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2000;0.6;44.1;55.3;41.9;13.4;172.8;77.8
974;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2001;0.5;42.2;57.3;45.4;12.0;173.0;77.8
975;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2002;0.6;43.2;56.2;42.1;14.0;173.4;78.4
976;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2003;1.5;42.3;56.2;41.3;14.9;173.7;78.6
977;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2004;0.9;46.7;52.3;38.2;14.2;173.4;78.0
978;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2005;1.0;48.1;50.9;38.3;12.6;173.5;77.4
979;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2006;1.0;49.0;50.0;36.2;13.9;174.2;77.9
980;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2007;1.3;45.0;53.7;39.7;14.0;173.8;78.5
981;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2008;1.3;45.9;52.7;41.2;11.5;174.4;78.2
982;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2009;1.4;43.1;55.4;39.6;15.9;174.3;79.4
983;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2010;1.3;46.8;51.9;40.0;11.8;174.3;78.3
984;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2011;1.1;42.6;56.2;40.4;15.9;174.5;79.6
985;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2012;1.1;46.8;52.1;38.0;14.1;174.6;78.8
986;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2013;0.6;43.9;55.5;43.4;12.1;174.9;79.3
987;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2014;1.0;42.3;56.7;41.8;14.9;174.5;79.9
988;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2015;1.4;40.9;57.7;41.4;16.4;175.0;80.3
989;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2016;1.5;41.7;56.8;38.4;18.4;174.7;80.3
990;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2017;0.7;43.6;55.7;39.0;16.7;175.0;80.4
991;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2018;0.9;40.5;58.5;41.0;17.6;174.9;81.2
992;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2019;0.5;40.9;58.6;39.5;19.1;174.9;81.2
993;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2020;1.3;40.2;58.5;42.0;16.5;174.8;80.7
994;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2021;0.8;42.5;56.7;41.1;15.6;175.8;81.3
995;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2022;1.4;39.2;59.4;42.6;16.8;175.9;81.8
996;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2023;0.2;37.8;62.0;43.4;18.6;174.9;82.2
997;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1981/1984;1.0;52.9;46.1;38.9;7.2;170.7;73.1
998;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1985/1988;1.6;54.2;44.2;36.8;7.3;171.0;73.1
999;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1989/1992;0.9;51.3;47.8;38.5;9.3;171.6;74.3
1000;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1993/1996;1.2;49.3;49.5;39.4;10.1;171.9;75.1
1001;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;1997/2000;1.0;46.6;52.4;40.2;12.2;172.8;76.9
1002;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2001/2004;0.9;43.6;55.5;41.8;13.7;173.4;78.2
1003;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2005/2008;1.2;47.0;51.8;38.8;13.0;174.0;78.0
1004;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2009/2012;1.2;44.9;53.9;39.5;14.4;174.4;79.0
1005;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2013/2016;1.1;42.2;56.7;41.2;15.5;174.8;79.8
1006;Totaal mannen en vrouwen;50 tot 55 jaar;Waarde;2017/2020;0.8;41.4;57.8;40.3;17.5;174.9;80.9
1007;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1981;0.5;2.2;2.2;2.2;1.2;0.4;0.5
1008;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1982;0.5;2.2;2.2;2.2;1.1;0.4;0.5
1009;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1983;0.4;2.3;2.3;2.2;1.2;0.4;0.5
1010;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1984;0.4;2.2;2.2;2.2;1.1;0.4;0.5
1011;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1985;0.5;2.3;2.3;2.2;1.2;0.4;0.5
1012;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1986;0.6;2.3;2.3;2.2;1.2;0.4;0.5
1013;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1987;0.6;2.4;2.4;2.3;1.1;0.4;0.5
1014;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1988;0.7;2.4;2.4;2.4;1.5;0.4;0.6
1015;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1989;0.3;2.4;2.4;2.3;1.3;0.4;0.6
1016;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1990;0.5;2.5;2.5;2.4;1.6;0.4;0.6
1017;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1991;0.6;2.6;2.6;2.6;1.4;0.4;0.6
1018;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1992;0.4;2.3;2.3;2.2;1.3;0.4;0.6
1019;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1993;0.7;2.3;2.3;2.2;1.2;0.4;0.6
1020;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1994;0.4;2.2;2.2;2.2;1.4;0.4;0.5
1021;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1995;0.3;2.2;2.2;2.1;1.3;0.4;0.5
1022;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1996;0.5;2.2;2.2;2.1;1.4;0.4;0.6
1023;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1997;0.4;1.9;1.9;1.9;1.2;0.3;0.5
1024;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1998;0.5;2.0;2.0;1.9;1.3;0.4;0.5
1025;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1999;0.4;1.9;1.9;1.9;1.2;0.3;0.5
1026;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2000;0.3;1.9;1.9;1.8;1.3;0.3;0.5
1027;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2001;0.3;1.9;1.9;1.9;1.2;0.3;0.5
1028;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2002;0.3;1.9;1.9;1.9;1.3;0.3;0.5
1029;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2003;0.5;1.9;1.9;1.9;1.4;0.4;0.6
1030;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2004;0.4;1.8;1.8;1.8;1.3;0.3;0.5
1031;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2005;0.4;1.9;1.9;1.8;1.3;0.4;0.5
1032;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2006;0.4;2.0;2.0;1.9;1.4;0.4;0.6
1033;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2007;0.5;2.0;2.0;2.0;1.4;0.4;0.6
1034;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2008;0.4;1.9;1.9;1.9;1.2;0.4;0.6
1035;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2009;0.5;2.0;2.0;1.9;1.5;0.4;0.6
1036;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2010;0.3;1.5;1.5;1.5;1.0;0.3;0.4
1037;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2011;0.3;1.6;1.6;1.6;1.2;0.3;0.5
1038;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2012;0.3;1.6;1.6;1.5;1.1;0.3;0.5
1039;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2013;0.2;1.6;1.6;1.6;1.0;0.3;0.5
1040;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2014;0.4;1.9;1.9;1.9;1.3;0.4;0.6
1041;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2015;0.4;1.9;1.9;1.9;1.4;0.4;0.6
1042;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2016;0.5;1.9;1.9;1.9;1.5;0.4;0.6
1043;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2017;0.3;1.8;1.8;1.8;1.4;0.4;0.6
1044;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2018;0.4;1.8;1.8;1.8;1.4;0.4;0.6
1045;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2019;0.3;1.8;1.8;1.8;1.5;0.4;0.6
1046;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2020;0.4;1.9;1.9;1.9;1.5;0.4;0.6
1047;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2021;0.4;2.0;2.0;2.0;1.5;0.4;0.7
1048;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2022;0.4;1.8;1.8;1.8;1.4;0.4;0.6
1049;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2023;0.2;1.9;1.9;1.9;1.5;0.4;0.6
1050;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1981/1984;0.2;1.1;1.1;1.1;0.6;0.2;0.3
1051;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1985/1988;0.3;1.2;1.2;1.1;0.6;0.2;0.3
1052;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1989/1992;0.2;1.2;1.2;1.2;0.7;0.2;0.3
1053;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1993/1996;0.2;1.1;1.1;1.1;0.7;0.2;0.3
1054;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;1997/2000;0.2;1.0;1.0;0.9;0.6;0.2;0.3
1055;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2001/2004;0.2;0.9;0.9;0.9;0.6;0.2;0.3
1056;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2005/2008;0.2;1.0;1.0;1.0;0.7;0.2;0.3
1057;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2009/2012;0.2;0.8;0.8;0.8;0.6;0.2;0.3
1058;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2013/2016;0.2;0.9;0.9;0.9;0.7;0.2;0.3
1059;Totaal mannen en vrouwen;50 tot 55 jaar;Standaardfout;2017/2020;0.2;0.9;0.9;0.9;0.7;0.2;0.3
1060;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1981;0.8;51.4;47.8;38.1;9.7;170.4;73.6
1061;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1982;0.8;49.3;49.9;41.7;8.1;170.1;73.6
1062;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1983;1.4;49.1;49.5;42.5;7.0;170.0;72.7
1063;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1984;1.3;51.6;47.1;38.6;8.5;170.0;72.6
1064;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1985;1.3;49.4;49.3;41.8;7.5;170.2;73.2
1065;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1986;1.1;49.9;49.0;39.7;9.3;170.2;73.4
1066;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1987;1.0;50.2;48.8;41.1;7.7;170.2;73.0
1067;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1988;0.8;48.4;50.8;43.8;7.0;171.0;74.2
1068;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1989;0.4;46.1;53.5;42.7;10.8;170.4;74.6
1069;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1990;1.1;47.2;51.6;42.8;8.8;170.9;74.1
1070;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1991;1.3;48.1;50.6;41.8;8.8;170.8;74.0
1071;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1992;1.0;47.2;51.8;42.0;9.8;170.7;74.2
1072;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1993;1.4;48.8;49.8;40.6;9.3;171.2;74.6
1073;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1994;0.6;44.6;54.8;43.3;11.5;170.7;75.1
1074;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1995;1.4;45.8;52.8;42.7;10.1;170.7;74.6
1075;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1996;1.0;45.8;53.2;43.5;9.7;171.3;75.1
1076;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1997;0.5;45.0;54.5;40.8;13.7;171.4;76.3
1077;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1998;0.6;44.9;54.4;43.8;10.6;171.8;75.6
1078;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1999;0.7;43.9;55.4;41.9;13.6;171.9;76.6
1079;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2000;1.2;40.9;57.9;44.7;13.2;172.0;77.2
1080;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2001;0.7;44.0;55.4;43.3;12.1;172.1;77.0
1081;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2002;0.7;40.9;58.4;41.5;16.9;172.0;77.7
1082;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2003;1.0;40.0;59.0;44.2;14.8;172.7;78.2
1083;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2004;0.4;41.2;58.5;43.9;14.6;172.3;78.1
1084;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2005;0.8;38.5;60.7;44.6;16.0;172.6;78.7
1085;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2006;0.8;42.5;56.7;41.3;15.4;172.7;78.0
1086;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2007;0.9;44.5;54.6;39.9;14.7;172.8;77.8
1087;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2008;1.1;41.6;57.3;41.9;15.3;172.5;78.2
1088;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2009;0.6;42.1;57.3;42.9;14.4;173.0;78.3
1089;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2010;0.6;40.5;58.9;43.3;15.5;173.1;79.0
1090;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2011;0.7;43.1;56.2;42.1;14.1;172.9;78.2
1091;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2012;0.7;43.0;56.3;41.9;14.4;173.0;78.2
1092;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2013;1.2;42.5;56.3;41.1;15.2;173.3;78.4
1093;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2014;0.6;39.2;60.1;43.2;16.9;173.2;79.5
1094;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2015;0.4;40.5;59.1;43.0;16.1;173.4;79.1
1095;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;1.1;40.9;58.0;41.4;16.7;173.7;79.2
1096;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;0.7;40.8;58.5;41.1;17.5;173.5;79.8
1097;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;0.9;40.2;58.9;39.8;19.1;173.9;80.5
1098;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;0.9;41.0;58.1;39.5;18.6;174.2;80.2
1099;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;1.0;38.3;60.7;42.9;17.8;174.1;80.4
1100;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;0.9;39.3;59.8;41.4;18.5;174.4;80.7
1101;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;0.7;38.4;60.9;41.5;19.4;174.5;81.6
1102;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;0.7;39.8;59.5;38.7;20.8;174.4;81.2
1103;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1981/1984;1.1;50.4;48.6;40.2;8.3;170.1;73.1
1104;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1985/1988;1.1;49.5;49.5;41.6;7.9;170.4;73.5
1105;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1989/1992;1.0;47.2;51.9;42.3;9.5;170.7;74.2
1106;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1993/1996;1.1;46.3;52.7;42.5;10.1;171.0;74.9
1107;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;1997/2000;0.8;43.6;55.6;42.8;12.8;171.8;76.4
1108;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2001/2004;0.7;41.5;57.9;43.2;14.6;172.3;77.8
1109;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2005/2008;0.9;41.8;57.3;41.9;15.4;172.7;78.2
1110;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2009/2012;0.7;42.2;57.1;42.5;14.6;173.0;78.4
1111;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2013/2016;0.8;40.8;58.4;42.2;16.2;173.4;79.0
1112;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017/2020;0.9;40.1;59.0;40.7;18.3;173.9;80.2
1113;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1981;0.3;1.6;1.6;1.6;1.0;0.3;0.4
1114;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1982;0.3;1.7;1.7;1.7;0.9;0.3;0.4
1115;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1983;0.4;1.7;1.7;1.7;0.9;0.3;0.4
1116;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1984;0.4;1.6;1.6;1.6;0.9;0.3;0.4
1117;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1985;0.4;1.7;1.7;1.7;0.9;0.3;0.4
1118;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1986;0.3;1.7;1.7;1.6;1.0;0.3;0.4
1119;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1987;0.4;1.8;1.8;1.7;0.9;0.3;0.4
1120;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1988;0.3;1.8;1.8;1.8;0.9;0.3;0.4
1121;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1989;0.2;1.8;1.8;1.7;1.1;0.3;0.4
1122;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1990;0.4;1.9;1.9;1.9;1.1;0.3;0.5
1123;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1991;0.4;1.9;1.9;1.9;1.1;0.3;0.4
1124;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1992;0.3;1.7;1.7;1.7;1.0;0.3;0.4
1125;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1993;0.4;1.8;1.8;1.7;1.0;0.3;0.4
1126;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1994;0.3;1.7;1.7;1.7;1.1;0.3;0.4
1127;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1995;0.4;1.6;1.6;1.6;1.0;0.3;0.4
1128;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1996;0.3;1.7;1.7;1.7;1.0;0.3;0.4
1129;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1997;0.2;1.5;1.5;1.5;1.1;0.3;0.4
1130;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1998;0.3;1.7;1.7;1.7;1.0;0.3;0.4
1131;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;1999;0.3;1.6;1.6;1.6;1.1;0.3;0.4
1132;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2000;0.4;1.6;1.6;1.6;1.1;0.3;0.4
1133;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2001;0.3;1.6;1.6;1.6;1.0;0.3;0.4
1134;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2002;0.3;1.5;1.5;1.5;1.2;0.3;0.4
1135;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2003;0.3;1.5;1.5;1.5;1.1;0.3;0.4
1136;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2004;0.2;1.4;1.4;1.4;1.0;0.3;0.4
1137;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2005;0.3;1.4;1.4;1.4;1.1;0.3;0.4
1138;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2006;0.3;1.5;1.5;1.4;1.1;0.3;0.4
1139;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2007;0.3;1.5;1.5;1.5;1.1;0.3;0.4
1140;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2008;0.3;1.4;1.4;1.4;1.0;0.3;0.4
1141;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2009;0.2;1.5;1.5;1.5;1.0;0.3;0.4
1142;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2010;0.2;1.1;1.1;1.1;0.8;0.2;0.3
1143;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2011;0.2;1.1;1.2;1.1;0.8;0.2;0.3
1144;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2012;0.2;1.2;1.2;1.2;0.8;0.2;0.4
1145;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2013;0.3;1.2;1.2;1.2;0.9;0.2;0.4
1146;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2014;0.2;1.4;1.4;1.4;1.1;0.3;0.4
1147;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2015;0.2;1.4;1.4;1.4;1.1;0.3;0.4
1148;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2016;0.3;1.4;1.4;1.4;1.1;0.3;0.4
1149;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2017;0.2;1.4;1.4;1.4;1.1;0.3;0.4
1150;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2018;0.3;1.3;1.3;1.3;1.1;0.3;0.4
1151;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2019;0.3;1.4;1.4;1.3;1.1;0.3;0.4
1152;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2020;0.3;1.4;1.4;1.4;1.1;0.3;0.4
1153;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2021;0.3;1.4;1.4;1.4;1.1;0.3;0.5
1154;Totaal mannen en vrouwen;55 tot 65 jaar;Standaardfout;2022;0.2;1.3;1.3;1.3;1.1;0.3;0.4
