ID;Geslacht;Herkomstgroepering;Opleidingsfase;Opleidingsvorm;Perioden;TotaalGeslaagden_1;StudieduurInMaanden_2
935;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
936;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;10.0;
937;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;0.0;
938;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
939;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;10.0;
940;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;0.0;
941;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;0.0;
942;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
943;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;0.0;
944;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;10.0;
945;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
946;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;10.0;
947;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;0.0;
948;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
949;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
950;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;0.0;
951;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;0.0;
952;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
953;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
954;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;0.0;
955;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;0.0;
956;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;;
957;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;0.0;
958;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
959;Totaal mannen en vrouwen;Antillianen en Arubanen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;0.0;
960;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1995;320.0;68.0
961;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1996;340.0;67.0
962;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1997;370.0;68.0
963;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1998;360.0;68.0
964;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 1999;360.0;71.0
965;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2000;430.0;70.0
966;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2001;480.0;68.0
967;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2002;540.0;65.0
968;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2003;1130.0;48.0
969;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Totaal opleidingsvorm;Cohort 2004;1340.0;46.0
970;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1995;310.0;68.0
971;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1996;330.0;67.0
972;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1997;350.0;68.0
973;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1998;350.0;67.0
974;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 1999;350.0;72.0
975;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2000;400.0;69.0
976;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2001;450.0;66.0
977;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2002;520.0;64.0
978;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2003;1100.0;47.0
979;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Voltijdopleidingen;Cohort 2004;1280.0;44.0
980;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1995;10.0;
981;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1996;10.0;
982;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1997;20.0;
983;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1998;10.0;
984;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 1999;10.0;
985;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2000;30.0;
986;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2001;30.0;
987;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2002;20.0;
988;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2003;30.0;
989;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Doctoraal;Deeltijdopleidingen;Cohort 2004;50.0;88.0
990;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
991;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
992;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
993;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
994;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 1999;0.0;
995;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2000;10.0;
996;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2001;10.0;
997;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2002;120.0;50.0
998;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2003;230.0;48.0
999;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Totaal opleidingsvorm;Cohort 2004;470.0;46.0
1000;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1995;;
1001;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1996;;
1002;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1997;;
1003;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1998;;
1004;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 1999;0.0;
1005;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2000;10.0;
1006;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2001;10.0;
1007;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2002;110.0;50.0
1008;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2003;220.0;48.0
1009;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Voltijdopleidingen;Cohort 2004;460.0;46.0
1010;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1011;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1012;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1013;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1014;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1015;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1016;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1017;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2002;0.0;
1018;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
1019;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Bachelor;Deeltijdopleidingen;Cohort 2004;10.0;
1020;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;40.0;
1021;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;60.0;85.0
1022;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;40.0;
1023;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;60.0;78.0
1024;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;70.0;76.0
1025;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;80.0;76.0
1026;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2001;70.0;70.0
1027;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2002;110.0;80.0
1028;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2003;150.0;72.0
1029;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2004;140.0;67.0
1030;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1995;40.0;
1031;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1996;60.0;85.0
1032;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1997;40.0;
1033;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1998;60.0;78.0
1034;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 1999;70.0;76.0
1035;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2000;80.0;76.0
1036;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2001;70.0;70.0
1037;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2002;110.0;80.0
1038;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2003;150.0;72.0
1039;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Voltijdopleidingen;Cohort 2004;140.0;67.0
1040;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1995;;
1041;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1996;;
1042;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1997;;
1043;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1998;;
1044;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 1999;;
1045;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2000;;
1046;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2001;;
1047;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2002;;
1048;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2003;;
1049;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma medisch;Deeltijdopleidingen;Cohort 2004;;
1050;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1995;;
1051;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1996;10.0;
1052;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1997;0.0;
1053;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1998;10.0;
1054;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 1999;0.0;
1055;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2000;0.0;
1056;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2001;10.0;
1057;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2002;10.0;
1058;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2003;0.0;
1059;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Totaal opleidingsvorm;Cohort 2004;0.0;
1060;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1995;;
1061;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1996;10.0;
1062;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1997;0.0;
1063;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1998;10.0;
1064;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 1999;0.0;
1065;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2000;0.0;
1066;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2001;10.0;
1067;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2002;10.0;
1068;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2003;0.0;
1069;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Voltijdopleidingen;Cohort 2004;0.0;
1070;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1995;;
1071;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1996;0.0;
1072;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1997;;
1073;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1998;;
1074;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 1999;;
1075;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2000;0.0;
1076;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2001;0.0;
1077;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2002;0.0;
1078;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2003;0.0;
1079;Totaal mannen en vrouwen;Overige niet-westerse allochtonen;Beroepsdiploma lerarenopleiding;Deeltijdopleidingen;Cohort 2004;;
1080;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1995;290.0;48.0
1081;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1996;290.0;40.0
1082;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1997;330.0;38.0
1083;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1998;410.0;37.0
1084;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 1999;550.0;39.0
1085;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2000;710.0;40.0
1086;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2001;780.0;39.0
1087;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2002;940.0;37.0
1088;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2003;690.0;38.0
1089;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Totaal opleidingsvorm;Cohort 2004;690.0;42.0
1090;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1995;220.0;53.0
1091;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1996;230.0;39.0
1092;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1997;280.0;34.0
1093;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1998;330.0;33.0
1094;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 1999;450.0;36.0
1095;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2000;600.0;38.0
1096;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2001;680.0;36.0
1097;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2002;820.0;34.0
1098;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2003;660.0;36.0
1099;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Voltijdopleidingen;Cohort 2004;670.0;41.0
1100;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1995;70.0;30.0
1101;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1996;70.0;42.0
1102;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1997;40.0;
1103;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1998;80.0;55.0
1104;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 1999;110.0;51.0
1105;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2000;120.0;47.0
1106;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2001;110.0;57.0
1107;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2002;110.0;58.0
1108;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2003;40.0;
1109;Totaal mannen en vrouwen;Herkomst onbekend;Doctoraal;Deeltijdopleidingen;Cohort 2004;20.0;
1110;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1995;;
1111;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1996;;
1112;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1997;;
1113;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1998;;
1114;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 1999;;
1115;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2000;20.0;
1116;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2001;20.0;
1117;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2002;50.0;40.0
1118;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2003;60.0;42.0
1119;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Totaal opleidingsvorm;Cohort 2004;320.0;38.0
1120;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1995;;
1121;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1996;;
1122;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1997;;
1123;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1998;;
1124;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 1999;;
1125;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2000;20.0;
1126;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2001;20.0;
1127;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2002;50.0;40.0
1128;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2003;60.0;41.0
1129;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Voltijdopleidingen;Cohort 2004;310.0;37.0
1130;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1995;;
1131;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1996;;
1132;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1997;;
1133;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1998;;
1134;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 1999;;
1135;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2000;;
1136;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2001;;
1137;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2002;;
1138;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2003;0.0;
1139;Totaal mannen en vrouwen;Herkomst onbekend;Bachelor;Deeltijdopleidingen;Cohort 2004;10.0;
1140;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1995;20.0;
1141;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1996;20.0;
1142;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1997;20.0;
1143;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1998;30.0;
1144;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 1999;40.0;
1145;Totaal mannen en vrouwen;Herkomst onbekend;Beroepsdiploma medisch;Totaal opleidingsvorm;Cohort 2000;40.0;
