ID;Geslacht;KerkelijkeGezindte;Regio;Bewoners_1
1520;Totaal mannen en vrouwen;Nederduitsch Hervormd;Heusden;760
1521;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hillegersberg;6881
1522;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hillegom;2673
1523;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hilvarenbeek;199
1524;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hilversum;16969
1525;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hindeloopen;557
1526;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoedekenskerke;394
1527;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoek;1867
1528;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoenkoop;131
1529;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoensbroek;1414
1530;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoevelaken;1106
1531;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoeven;6
1532;Totaal mannen en vrouwen;Nederduitsch Hervormd;Holten;3491
1533;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hontenisse;285
1534;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoofdplaat;210
1535;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogblokland;749
1536;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hooge en Lage Mierde;19
1537;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hooge en Lage Zwaluwe;2180
1538;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogeloon, Hapert en Casteren;54
1539;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogeveen;8464
1540;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogezand;5256
1541;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogkarspel;672
1542;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogkerk;1682
1543;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogland;738
1544;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogvliet;940
1545;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoogwoud;949
1546;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoorn;4010
1547;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hoornaar;613
1548;Totaal mannen en vrouwen;Nederduitsch Hervormd;Horn;1
1549;Totaal mannen en vrouwen;Nederduitsch Hervormd;Horssen;95
1550;Totaal mannen en vrouwen;Nederduitsch Hervormd;Horst;47
1551;Totaal mannen en vrouwen;Nederduitsch Hervormd;Houten;756
1552;Totaal mannen en vrouwen;Nederduitsch Hervormd;Houthem;56
1553;Totaal mannen en vrouwen;Nederduitsch Hervormd;Huijbergen;5
1554;Totaal mannen en vrouwen;Nederduitsch Hervormd;Huissen;272
1555;Totaal mannen en vrouwen;Nederduitsch Hervormd;Huizen;6571
1556;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hulsberg;10
1557;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hulst;137
1558;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hummelo en Keppel;2387
1559;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hunsel;0
1560;Totaal mannen en vrouwen;Nederduitsch Hervormd;Hurwenen;334
1561;Totaal mannen en vrouwen;Nederduitsch Hervormd;Idaarderadeel;2676
1562;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ilpendam;1031
1563;Totaal mannen en vrouwen;Nederduitsch Hervormd;Itteren;1
1564;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ittervoort;4
1565;Totaal mannen en vrouwen;Nederduitsch Hervormd;Jaarsveld;1313
1566;Totaal mannen en vrouwen;Nederduitsch Hervormd;Jabeek;0
1567;Totaal mannen en vrouwen;Nederduitsch Hervormd;Janssteen (St.);26
1568;Totaal mannen en vrouwen;Nederduitsch Hervormd;Jisp;539
1569;Totaal mannen en vrouwen;Nederduitsch Hervormd;Jutphaas;1777
1570;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kamerik;978
1571;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kampen;10063
1572;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kamperveen;441
1573;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kantens;1356
1574;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kapelle;2030
1575;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kats;516
1576;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kattendijke;1138
1577;Totaal mannen en vrouwen;Nederduitsch Hervormd;Katwijk;12610
1578;Totaal mannen en vrouwen;Nederduitsch Hervormd;Katwoude;150
1579;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kedichem;1142
1580;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kerkrade;1379
1581;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kerkwerve;487
1582;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kerkwijk;1116
1583;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kessel;1
1584;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kesteren;3222
1585;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kethel en Spaland;1076
1586;Totaal mannen en vrouwen;Nederduitsch Hervormd;Klaaswaal;1833
1587;Totaal mannen en vrouwen;Nederduitsch Hervormd;Klimmen;0
1588;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kloetinge;1508
1589;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kloosterburen;722
1590;Totaal mannen en vrouwen;Nederduitsch Hervormd;Klundert;1250
1591;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kockengen;415
1592;Totaal mannen en vrouwen;Nederduitsch Hervormd;Koedijk;728
1593;Totaal mannen en vrouwen;Nederduitsch Hervormd;Koewacht;19
1594;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kollumerland en Nieuwkruisland;4306
1595;Totaal mannen en vrouwen;Nederduitsch Hervormd;Koog aan de Zaan;1106
1596;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kortenhoef;916
1597;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kortgene;1132
1598;Totaal mannen en vrouwen;Nederduitsch Hervormd;Koudekerk;938
1599;Totaal mannen en vrouwen;Nederduitsch Hervormd;Koudekerke;2011
1600;Totaal mannen en vrouwen;Nederduitsch Hervormd;Krabbendijke;1100
1601;Totaal mannen en vrouwen;Nederduitsch Hervormd;Krimpen aan de Lek;2395
1602;Totaal mannen en vrouwen;Nederduitsch Hervormd;Krimpen aan den IJssel;4508
1603;Totaal mannen en vrouwen;Nederduitsch Hervormd;Krommenie;1172
1604;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kruiningen;2326
1605;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kruis (St.);158
1606;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kuinre;496
1607;Totaal mannen en vrouwen;Nederduitsch Hervormd;Kwadijk;281
1608;Totaal mannen en vrouwen;Nederduitsch Hervormd;Laag-Nieuwkoop;230
1609;Totaal mannen en vrouwen;Nederduitsch Hervormd;Landsmeer;1894
1610;Totaal mannen en vrouwen;Nederduitsch Hervormd;Langbroek;964
1611;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lange Ruige Weide;397
1612;Totaal mannen en vrouwen;Nederduitsch Hervormd;Langerak;602
1613;Totaal mannen en vrouwen;Nederduitsch Hervormd;Laren (Gld.);5290
1614;Totaal mannen en vrouwen;Nederduitsch Hervormd;Laren (NH.);1007
1615;Totaal mannen en vrouwen;Nederduitsch Hervormd;Laurens (St.);472
1616;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leek;4677
1617;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leende;38
1618;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leens;1733
1619;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leerbroek;782
1620;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leerdam;6273
1621;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leersum;1637
1622;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leeuwarden;13444
1623;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leeuwarderadeel;7036
1624;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leiden;29837
1625;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leiderdorp;896
1626;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leimuiden;458
1627;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lekkerkerk;3727
1628;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lekkerland (Nieuw-);2873
1629;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lemsterland;3172
1630;Totaal mannen en vrouwen;Nederduitsch Hervormd;Leusden;1139
1631;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lexmond;1354
1632;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lichtenvoorde;835
1633;Totaal mannen en vrouwen;Nederduitsch Hervormd;Liempde;0
1634;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lienden;4189
1635;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lier (de);1264
1636;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lierop;1
1637;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lieshout;8
1638;Totaal mannen en vrouwen;Nederduitsch Hervormd;Limbricht;0
1639;Totaal mannen en vrouwen;Nederduitsch Hervormd;Limmen;280
1640;Totaal mannen en vrouwen;Nederduitsch Hervormd;Linden;1
1641;Totaal mannen en vrouwen;Nederduitsch Hervormd;Linne;17
1642;Totaal mannen en vrouwen;Nederduitsch Hervormd;Linschoten;1114
1643;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lisse;1738
1644;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lith;36
1645;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lithoijen;14
1646;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lochem;3863
1647;Totaal mannen en vrouwen;Nederduitsch Hervormd;Loenen;721
1648;Totaal mannen en vrouwen;Nederduitsch Hervormd;Loenersloot;271
1649;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lonneker;13643
1650;Totaal mannen en vrouwen;Nederduitsch Hervormd;Loon op Zand;719
1651;Totaal mannen en vrouwen;Nederduitsch Hervormd;Loosdrecht;2041
1652;Totaal mannen en vrouwen;Nederduitsch Hervormd;Lopik;789
1653;Totaal mannen en vrouwen;Nederduitsch Hervormd;Loppersum;1632
1654;Totaal mannen en vrouwen;Nederduitsch Hervormd;Losser;3038
1655;Totaal mannen en vrouwen;Nederduitsch Hervormd;Luijksgestel;2
1656;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maarheeze;16
1657;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maarn;1572
1658;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maarssen;1434
1659;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maarsseveen;1018
1660;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maarten (St.);660
1661;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maartensdijk (St.);2546
1662;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maartensdijk;2493
1663;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maasbracht;0
1664;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maasbree;202
1665;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maasdam;1361
1666;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maashees en Overloon;17
1667;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maasland;1659
1668;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maasniel;36
1669;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maassluis;4654
1670;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maastricht;1408
1671;Totaal mannen en vrouwen;Nederduitsch Hervormd;Made en Drimmelen;434
1672;Totaal mannen en vrouwen;Nederduitsch Hervormd;Margraten;2
1673;Totaal mannen en vrouwen;Nederduitsch Hervormd;Markelo;4612
1674;Totaal mannen en vrouwen;Nederduitsch Hervormd;Marken;927
1675;Totaal mannen en vrouwen;Nederduitsch Hervormd;Marum;3782
1676;Totaal mannen en vrouwen;Nederduitsch Hervormd;Maurik;3761
1677;Totaal mannen en vrouwen;Nederduitsch Hervormd;Medemblik;1272
1678;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meeden;978
1679;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meerkerk;1384
1680;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meerlo;13
1681;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meerssen;41
1682;Totaal mannen en vrouwen;Nederduitsch Hervormd;Megen, Haren en Macharen;0
1683;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meijel;3
1684;Totaal mannen en vrouwen;Nederduitsch Hervormd;Melick en Herkenbosch;14
1685;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meliskerke;142
1686;Totaal mannen en vrouwen;Nederduitsch Hervormd;Melissant;1235
1687;Totaal mannen en vrouwen;Nederduitsch Hervormd;Menaldumadeel;5055
1688;Totaal mannen en vrouwen;Nederduitsch Hervormd;Meppel;6422
1689;Totaal mannen en vrouwen;Nederduitsch Hervormd;Merkelbeek;12
1690;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mesch;0
1691;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mheer;1
1692;Totaal mannen en vrouwen;Nederduitsch Hervormd;Michielsgestel (St.);45
1693;Totaal mannen en vrouwen;Nederduitsch Hervormd;Middelburg;8599
1694;Totaal mannen en vrouwen;Nederduitsch Hervormd;Middelharnis;3191
1695;Totaal mannen en vrouwen;Nederduitsch Hervormd;Middelie;286
1696;Totaal mannen en vrouwen;Nederduitsch Hervormd;Middelstum;933
1697;Totaal mannen en vrouwen;Nederduitsch Hervormd;Midwolda;3010
1698;Totaal mannen en vrouwen;Nederduitsch Hervormd;Midwoud;981
1699;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mierlo;46
1700;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mijdrecht;1648
1701;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mijnsheerenland;1314
1702;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mill en Sint Hubert;20
1703;Totaal mannen en vrouwen;Nederduitsch Hervormd;Millingen;59
1704;Totaal mannen en vrouwen;Nederduitsch Hervormd;Moercapelle;581
1705;Totaal mannen en vrouwen;Nederduitsch Hervormd;Moergestel;6
1706;Totaal mannen en vrouwen;Nederduitsch Hervormd;Molenaarsgraaf;496
1707;Totaal mannen en vrouwen;Nederduitsch Hervormd;Monnikendam;1223
1708;Totaal mannen en vrouwen;Nederduitsch Hervormd;Monster;3472
1709;Totaal mannen en vrouwen;Nederduitsch Hervormd;Montfoort;442
1710;Totaal mannen en vrouwen;Nederduitsch Hervormd;Montfort;0
1711;Totaal mannen en vrouwen;Nederduitsch Hervormd;Mook en Middelaar;45
1712;Totaal mannen en vrouwen;Nederduitsch Hervormd;Moordrecht;1917
1713;Totaal mannen en vrouwen;Nederduitsch Hervormd;Muiden;1439
1714;Totaal mannen en vrouwen;Nederduitsch Hervormd;Munstergeleen;6
1715;Totaal mannen en vrouwen;Nederduitsch Hervormd;Muntendam;2891
1716;Totaal mannen en vrouwen;Nederduitsch Hervormd;Naaldwijk;4708
1717;Totaal mannen en vrouwen;Nederduitsch Hervormd;Naarden;2215
1718;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nederhemert;1023
1719;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nederhorst den Berg;745
1720;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nederweert;21
1721;Totaal mannen en vrouwen;Nederduitsch Hervormd;Neede;4395
1722;Totaal mannen en vrouwen;Nederduitsch Hervormd;Neer;1
1723;Totaal mannen en vrouwen;Nederduitsch Hervormd;Neeritter;6
1724;Totaal mannen en vrouwen;Nederduitsch Hervormd;Neuzen;5675
1725;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nibbixwoud;506
1726;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuw- en Sint Joosland;861
1727;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwe Pekela;2349
1728;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwenhagen;176
1729;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwenhoorn;1469
1730;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwe-Niedorp;783
1731;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwer-Amstel;4116
1732;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwerkerk aan den IJssel;2785
1733;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwerkerk;929
1734;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuweschans;1250
1735;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwkoop;1087
1736;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwkuijk;0
1737;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwland;554
1738;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwleusen;3139
1739;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwolda;1379
1740;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwpoort;637
1741;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwstadt;2
1742;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwveen;671
1743;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuwvliet;436
1744;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nieuw-Vossemeer;102
1745;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nigtevecht;422
1746;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nijeveen;1034
1747;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nijkerk;6163
1748;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nijmegen;12200
1749;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nisse;364
1750;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nistelrode;4
1751;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noorbeek;8
1752;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noordbroek;1309
1753;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noorddijk;1604
1754;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noordeloos;889
1755;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noordgouwe;701
1756;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noord-Scharwoude;667
1757;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noordwelle;396
1758;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noordwijk;3072
1759;Totaal mannen en vrouwen;Nederduitsch Hervormd;Noordwijkerhout;540
1760;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nootdorp;419
1761;Totaal mannen en vrouwen;Nederduitsch Hervormd;Norg;3590
1762;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nuland;2
1763;Totaal mannen en vrouwen;Nederduitsch Hervormd;Numansdorp;3656
1764;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nunen, Gerwen en Nederwetten;212
1765;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nunhem;0
1766;Totaal mannen en vrouwen;Nederduitsch Hervormd;Nuth;208
1767;Totaal mannen en vrouwen;Nederduitsch Hervormd;Obbicht en Papenhoven;23
1768;Totaal mannen en vrouwen;Nederduitsch Hervormd;Obdam;194
1769;Totaal mannen en vrouwen;Nederduitsch Hervormd;Odijk;179
1770;Totaal mannen en vrouwen;Nederduitsch Hervormd;Odiliënberg (St.);2
1771;Totaal mannen en vrouwen;Nederduitsch Hervormd;Odoorn;7895
1772;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oedenrode (St.);60
1773;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oeffelt;5
1774;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oegstgeest;2854
1775;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ohé en Laak;5
1776;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oijen en Teeffelen;51
1777;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oirsbeek;16
1778;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oirschot;42
1779;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oisterwijk;136
1780;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oldebroek;6548
1781;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oldehove;1019
1782;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oldekerk;675
1783;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oldemarkt;1820
1784;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oldenzaal;1490
1785;Totaal mannen en vrouwen;Nederduitsch Hervormd;Olst;3846
1786;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ommen;4755
1787;Totaal mannen en vrouwen;Nederduitsch Hervormd;Onstwedde;8880
1788;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ooltgensplaat;2111
1789;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oost- en West-Souburg;2578
1790;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oost-, West- en Middelbeers;10
1791;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oostburg;1433
1792;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oostdongeradeel;3018
1793;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oosterhesselen;1811
1794;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oosterhout;148
1795;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oosterland;1376
1796;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oosthuizen;695
1797;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oostkapelle;646
1798;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ooststellingwerf;7196
1799;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oostvoorne;2505
1800;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oostzaan;2206
1801;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ootmarsum;183
1802;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ophemert;1189
1803;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oploo, Sint Anthonis en Ledeacker;38
1804;Totaal mannen en vrouwen;Nederduitsch Hervormd;Opmeer;152
1805;Totaal mannen en vrouwen;Nederduitsch Hervormd;Opperdoes;457
1806;Totaal mannen en vrouwen;Nederduitsch Hervormd;Opsterland;7876
1807;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oss;429
1808;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ossendrecht;37
1809;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ossenisse;21
1810;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oterleek;538
1811;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ottersum;25
1812;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ottoland;369
1813;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oud en Nieuw Gastel;73
1814;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ouddorp;3364
1815;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oude Pekela;4038
1816;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudelande;501
1817;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudenbosch;123
1818;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudendijk;323
1819;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudenhoorn;857
1820;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oude-Niedorp;197
1821;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudenrijn;347
1822;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ouder-Amstel;1411
1823;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ouderkerk aan den IJssel;3507
1824;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudewater;926
1825;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudheusden;70
1826;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudkarspel;855
1827;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oudorp;351
1828;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oud-Valkenburg;3
1829;Totaal mannen en vrouwen;Nederduitsch Hervormd;Oud-Vossemeer;1118
1830;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ouwerkerk;566
1831;Totaal mannen en vrouwen;Nederduitsch Hervormd;Overasselt;57
1832;Totaal mannen en vrouwen;Nederduitsch Hervormd;Overschie;4034
1833;Totaal mannen en vrouwen;Nederduitsch Hervormd;Overslag;23
1834;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ovezande;246
1835;Totaal mannen en vrouwen;Nederduitsch Hervormd;Pancras (St.);704
1836;Totaal mannen en vrouwen;Nederduitsch Hervormd;Pannerden;25
1837;Totaal mannen en vrouwen;Nederduitsch Hervormd;Papekop;187
1838;Totaal mannen en vrouwen;Nederduitsch Hervormd;Papendrecht;4466
1839;Totaal mannen en vrouwen;Nederduitsch Hervormd;Peize;2308
1840;Totaal mannen en vrouwen;Nederduitsch Hervormd;Pernis;2917
1841;Totaal mannen en vrouwen;Nederduitsch Hervormd;Peursum;294
1842;Totaal mannen en vrouwen;Nederduitsch Hervormd;Philippine;45
1843;Totaal mannen en vrouwen;Nederduitsch Hervormd;Philipsland (St.);667
1844;Totaal mannen en vrouwen;Nederduitsch Hervormd;Piershil;538
1845;Totaal mannen en vrouwen;Nederduitsch Hervormd;Pijnacker;2702
1846;Totaal mannen en vrouwen;Nederduitsch Hervormd;Poederoijen;903
1847;Totaal mannen en vrouwen;Nederduitsch Hervormd;Polsbroek;713
1848;Totaal mannen en vrouwen;Nederduitsch Hervormd;Poortugaal;2191
1849;Totaal mannen en vrouwen;Nederduitsch Hervormd;Poortvliet;1182
1850;Totaal mannen en vrouwen;Nederduitsch Hervormd;Posterholt;13
1851;Totaal mannen en vrouwen;Nederduitsch Hervormd;Prinsenhage;236
1852;Totaal mannen en vrouwen;Nederduitsch Hervormd;Purmerend;2452
1853;Totaal mannen en vrouwen;Nederduitsch Hervormd;Putte;32
1854;Totaal mannen en vrouwen;Nederduitsch Hervormd;Putten;6463
1855;Totaal mannen en vrouwen;Nederduitsch Hervormd;Puttershoek;1810
1856;Totaal mannen en vrouwen;Nederduitsch Hervormd;Raalte;2473
1857;Totaal mannen en vrouwen;Nederduitsch Hervormd;Raamsdonk;1516
1858;Totaal mannen en vrouwen;Nederduitsch Hervormd;Rauwerderhem;1268
1859;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ravenstein;14
1860;Totaal mannen en vrouwen;Nederduitsch Hervormd;Reek;0
1861;Totaal mannen en vrouwen;Nederduitsch Hervormd;Reeuwijk;2257
1862;Totaal mannen en vrouwen;Nederduitsch Hervormd;Renesse;522
1863;Totaal mannen en vrouwen;Nederduitsch Hervormd;Renkum;8852
1864;Totaal mannen en vrouwen;Nederduitsch Hervormd;Renswoude;1344
1865;Totaal mannen en vrouwen;Nederduitsch Hervormd;Retranchement;479
1866;Totaal mannen en vrouwen;Nederduitsch Hervormd;Reusel;2
1867;Totaal mannen en vrouwen;Nederduitsch Hervormd;Rheden;14487
1868;Totaal mannen en vrouwen;Nederduitsch Hervormd;Rhenen;6080
1869;Totaal mannen en vrouwen;Nederduitsch Hervormd;Rhoon;1673
1870;Totaal mannen en vrouwen;Nederduitsch Hervormd;Ridderkerk;9640
