ID;Gender;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
1227;Total male and female;Total;26 Manufacture of electronic products;1996;36.0;36.0;33.0;59.0
1228;Total male and female;Total;26 Manufacture of electronic products;1997;36.0;37.0;34.0;61.0
1229;Total male and female;Total;26 Manufacture of electronic products;1998;35.0;36.0;33.0;59.0
1230;Total male and female;Total;26 Manufacture of electronic products;1999;35.0;35.0;33.0;58.0
1231;Total male and female;Total;26 Manufacture of electronic products;2000;35.0;36.0;33.0;58.0
1232;Total male and female;Total;26 Manufacture of electronic products;2001;35.0;36.0;33.0;58.0
1233;Total male and female;Total;26 Manufacture of electronic products;2002;35.0;35.0;32.0;57.0
1234;Total male and female;Total;26 Manufacture of electronic products;2003;32.0;32.0;30.0;52.0
1235;Total male and female;Total;26 Manufacture of electronic products;2004;30.0;31.0;29.0;50.0
1236;Total male and female;Total;26 Manufacture of electronic products;2005;29.0;30.0;28.0;48.0
1237;Total male and female;Total;26 Manufacture of electronic products;2006;29.0;30.0;27.0;48.0
1238;Total male and female;Total;26 Manufacture of electronic products;2007;29.0;29.0;27.0;48.0
1239;Total male and female;Total;26 Manufacture of electronic products;2008;29.0;30.0;27.0;48.0
1240;Total male and female;Total;26 Manufacture of electronic products;2009;28.0;29.0;26.0;46.0
1241;Total male and female;Total;26 Manufacture of electronic products;2010;28.0;29.0;27.0;47.0
1242;Total male and female;Total;26 Manufacture of electronic products;2011;28.0;29.0;26.0;45.0
1243;Total male and female;Total;26 Manufacture of electronic products;2012;27.0;28.0;25.0;44.0
1244;Total male and female;Total;26 Manufacture of electronic products;2013;27.0;27.0;25.0;44.0
1245;Total male and female;Total;26 Manufacture of electronic products;2014;26.0;27.0;25.0;44.0
1246;Total male and female;Total;26 Manufacture of electronic products;2015;26.0;27.0;25.0;43.0
1247;Total male and female;Total;26 Manufacture of electronic products;2016;25.0;25.0;23.0;41.0
1248;Total male and female;Total;27 Manufacture of electric equipment;1969;;;;
1249;Total male and female;Total;27 Manufacture of electric equipment;1970;;;;
1250;Total male and female;Total;27 Manufacture of electric equipment;1971;;;;
1251;Total male and female;Total;27 Manufacture of electric equipment;1972;;;;
1252;Total male and female;Total;27 Manufacture of electric equipment;1973;;;;
1253;Total male and female;Total;27 Manufacture of electric equipment;1974;;;;
1254;Total male and female;Total;27 Manufacture of electric equipment;1975;;;;
1255;Total male and female;Total;27 Manufacture of electric equipment;1976;;;;
1256;Total male and female;Total;27 Manufacture of electric equipment;1977;;;;
1257;Total male and female;Total;27 Manufacture of electric equipment;1978;;;;
1258;Total male and female;Total;27 Manufacture of electric equipment;1979;;;;
1259;Total male and female;Total;27 Manufacture of electric equipment;1980;;;;
1260;Total male and female;Total;27 Manufacture of electric equipment;1981;;;;
1261;Total male and female;Total;27 Manufacture of electric equipment;1982;;;;
1262;Total male and female;Total;27 Manufacture of electric equipment;1983;;;;
1263;Total male and female;Total;27 Manufacture of electric equipment;1984;;;;
1264;Total male and female;Total;27 Manufacture of electric equipment;1985;;;;
1265;Total male and female;Total;27 Manufacture of electric equipment;1986;;;;
1266;Total male and female;Total;27 Manufacture of electric equipment;1987;;;;
1267;Total male and female;Total;27 Manufacture of electric equipment;1988;;;;
1268;Total male and female;Total;27 Manufacture of electric equipment;1989;;;;
1269;Total male and female;Total;27 Manufacture of electric equipment;1990;;;;
1270;Total male and female;Total;27 Manufacture of electric equipment;1991;;;;
1271;Total male and female;Total;27 Manufacture of electric equipment;1992;;;;
1272;Total male and female;Total;27 Manufacture of electric equipment;1993;;;;
1273;Total male and female;Total;27 Manufacture of electric equipment;1994;;;;
1274;Total male and female;Total;27 Manufacture of electric equipment;1995;30.0;30.0;28.0;50.0
1275;Total male and female;Total;27 Manufacture of electric equipment;1996;30.0;30.0;28.0;50.0
1276;Total male and female;Total;27 Manufacture of electric equipment;1997;30.0;31.0;29.0;51.0
1277;Total male and female;Total;27 Manufacture of electric equipment;1998;30.0;30.0;28.0;50.0
1278;Total male and female;Total;27 Manufacture of electric equipment;1999;29.0;30.0;28.0;50.0
1279;Total male and female;Total;27 Manufacture of electric equipment;2000;30.0;30.0;28.0;49.0
1280;Total male and female;Total;27 Manufacture of electric equipment;2001;30.0;30.0;28.0;49.0
1281;Total male and female;Total;27 Manufacture of electric equipment;2002;29.0;29.0;27.0;47.0
1282;Total male and female;Total;27 Manufacture of electric equipment;2003;26.0;26.0;25.0;44.0
1283;Total male and female;Total;27 Manufacture of electric equipment;2004;25.0;25.0;23.0;42.0
1284;Total male and female;Total;27 Manufacture of electric equipment;2005;24.0;24.0;23.0;40.0
1285;Total male and female;Total;27 Manufacture of electric equipment;2006;24.0;25.0;23.0;40.0
1286;Total male and female;Total;27 Manufacture of electric equipment;2007;25.0;25.0;23.0;41.0
1287;Total male and female;Total;27 Manufacture of electric equipment;2008;25.0;25.0;23.0;41.0
1288;Total male and female;Total;27 Manufacture of electric equipment;2009;22.0;23.0;21.0;36.0
1289;Total male and female;Total;27 Manufacture of electric equipment;2010;20.0;21.0;19.0;34.0
1290;Total male and female;Total;27 Manufacture of electric equipment;2011;22.0;22.0;20.0;36.0
1291;Total male and female;Total;27 Manufacture of electric equipment;2012;22.0;22.0;20.0;36.0
1292;Total male and female;Total;27 Manufacture of electric equipment;2013;21.0;21.0;20.0;35.0
1293;Total male and female;Total;27 Manufacture of electric equipment;2014;20.0;21.0;19.0;34.0
1294;Total male and female;Total;27 Manufacture of electric equipment;2015;20.0;20.0;19.0;33.0
1295;Total male and female;Total;27 Manufacture of electric equipment;2016;21.0;22.0;20.0;36.0
1296;Total male and female;Total;28 Manufacture of machinery n.e.c.;1969;;;;
1297;Total male and female;Total;28 Manufacture of machinery n.e.c.;1970;;;;
1298;Total male and female;Total;28 Manufacture of machinery n.e.c.;1971;;;;
1299;Total male and female;Total;28 Manufacture of machinery n.e.c.;1972;;;;
1300;Total male and female;Total;28 Manufacture of machinery n.e.c.;1973;;;;
1301;Total male and female;Total;28 Manufacture of machinery n.e.c.;1974;;;;
1302;Total male and female;Total;28 Manufacture of machinery n.e.c.;1975;;;;
1303;Total male and female;Total;28 Manufacture of machinery n.e.c.;1976;;;;
1304;Total male and female;Total;28 Manufacture of machinery n.e.c.;1977;;;;
1305;Total male and female;Total;28 Manufacture of machinery n.e.c.;1978;;;;
1306;Total male and female;Total;28 Manufacture of machinery n.e.c.;1979;;;;
1307;Total male and female;Total;28 Manufacture of machinery n.e.c.;1980;;;;
1308;Total male and female;Total;28 Manufacture of machinery n.e.c.;1981;;;;
1309;Total male and female;Total;28 Manufacture of machinery n.e.c.;1982;;;;
1310;Total male and female;Total;28 Manufacture of machinery n.e.c.;1983;;;;
1311;Total male and female;Total;28 Manufacture of machinery n.e.c.;1984;;;;
1312;Total male and female;Total;28 Manufacture of machinery n.e.c.;1985;;;;
1313;Total male and female;Total;28 Manufacture of machinery n.e.c.;1986;;;;
1314;Total male and female;Total;28 Manufacture of machinery n.e.c.;1987;;;;
1315;Total male and female;Total;28 Manufacture of machinery n.e.c.;1988;;;;
1316;Total male and female;Total;28 Manufacture of machinery n.e.c.;1989;;;;
1317;Total male and female;Total;28 Manufacture of machinery n.e.c.;1990;;;;
1318;Total male and female;Total;28 Manufacture of machinery n.e.c.;1991;;;;
1319;Total male and female;Total;28 Manufacture of machinery n.e.c.;1992;;;;
1320;Total male and female;Total;28 Manufacture of machinery n.e.c.;1993;;;;
1321;Total male and female;Total;28 Manufacture of machinery n.e.c.;1994;;;;
1322;Total male and female;Total;28 Manufacture of machinery n.e.c.;1995;72.0;73.0;70.0;129.0
1323;Total male and female;Total;28 Manufacture of machinery n.e.c.;1996;74.0;75.0;71.0;131.0
1324;Total male and female;Total;28 Manufacture of machinery n.e.c.;1997;76.0;76.0;73.0;133.0
1325;Total male and female;Total;28 Manufacture of machinery n.e.c.;1998;80.0;81.0;76.0;140.0
1326;Total male and female;Total;28 Manufacture of machinery n.e.c.;1999;81.0;82.0;77.0;143.0
1327;Total male and female;Total;28 Manufacture of machinery n.e.c.;2000;82.0;83.0;77.0;141.0
1328;Total male and female;Total;28 Manufacture of machinery n.e.c.;2001;83.0;85.0;78.0;143.0
1329;Total male and female;Total;28 Manufacture of machinery n.e.c.;2002;79.0;80.0;74.0;135.0
1330;Total male and female;Total;28 Manufacture of machinery n.e.c.;2003;76.0;77.0;72.0;132.0
1331;Total male and female;Total;28 Manufacture of machinery n.e.c.;2004;75.0;77.0;71.0;131.0
1332;Total male and female;Total;28 Manufacture of machinery n.e.c.;2005;74.0;76.0;70.0;128.0
1333;Total male and female;Total;28 Manufacture of machinery n.e.c.;2006;75.0;76.0;71.0;129.0
1334;Total male and female;Total;28 Manufacture of machinery n.e.c.;2007;77.0;79.0;72.0;132.0
1335;Total male and female;Total;28 Manufacture of machinery n.e.c.;2008;79.0;80.0;74.0;135.0
1336;Total male and female;Total;28 Manufacture of machinery n.e.c.;2009;78.0;80.0;74.0;131.0
1337;Total male and female;Total;28 Manufacture of machinery n.e.c.;2010;73.0;75.0;69.0;125.0
1338;Total male and female;Total;28 Manufacture of machinery n.e.c.;2011;75.0;77.0;71.0;129.0
1339;Total male and female;Total;28 Manufacture of machinery n.e.c.;2012;76.0;78.0;72.0;131.0
1340;Total male and female;Total;28 Manufacture of machinery n.e.c.;2013;78.0;80.0;74.0;135.0
1341;Total male and female;Total;28 Manufacture of machinery n.e.c.;2014;79.0;81.0;75.0;139.0
1342;Total male and female;Total;28 Manufacture of machinery n.e.c.;2015;80.0;82.0;76.0;138.0
1343;Total male and female;Total;28 Manufacture of machinery n.e.c.;2016;81.0;82.0;76.0;140.0
1344;Total male and female;Total;29 Manufacture of cars and trailers;1969;;;;
1345;Total male and female;Total;29 Manufacture of cars and trailers;1970;;;;
1346;Total male and female;Total;29 Manufacture of cars and trailers;1971;;;;
1347;Total male and female;Total;29 Manufacture of cars and trailers;1972;;;;
1348;Total male and female;Total;29 Manufacture of cars and trailers;1973;;;;
1349;Total male and female;Total;29 Manufacture of cars and trailers;1974;;;;
1350;Total male and female;Total;29 Manufacture of cars and trailers;1975;;;;
1351;Total male and female;Total;29 Manufacture of cars and trailers;1976;;;;
1352;Total male and female;Total;29 Manufacture of cars and trailers;1977;;;;
1353;Total male and female;Total;29 Manufacture of cars and trailers;1978;;;;
1354;Total male and female;Total;29 Manufacture of cars and trailers;1979;;;;
1355;Total male and female;Total;29 Manufacture of cars and trailers;1980;;;;
1356;Total male and female;Total;29 Manufacture of cars and trailers;1981;;;;
1357;Total male and female;Total;29 Manufacture of cars and trailers;1982;;;;
1358;Total male and female;Total;29 Manufacture of cars and trailers;1983;;;;
1359;Total male and female;Total;29 Manufacture of cars and trailers;1984;;;;
1360;Total male and female;Total;29 Manufacture of cars and trailers;1985;;;;
1361;Total male and female;Total;29 Manufacture of cars and trailers;1986;;;;
1362;Total male and female;Total;29 Manufacture of cars and trailers;1987;;;;
1363;Total male and female;Total;29 Manufacture of cars and trailers;1988;;;;
1364;Total male and female;Total;29 Manufacture of cars and trailers;1989;;;;
1365;Total male and female;Total;29 Manufacture of cars and trailers;1990;;;;
1366;Total male and female;Total;29 Manufacture of cars and trailers;1991;;;;
1367;Total male and female;Total;29 Manufacture of cars and trailers;1992;;;;
1368;Total male and female;Total;29 Manufacture of cars and trailers;1993;;;;
1369;Total male and female;Total;29 Manufacture of cars and trailers;1994;;;;
1370;Total male and female;Total;29 Manufacture of cars and trailers;1995;27.0;28.0;26.0;47.0
1371;Total male and female;Total;29 Manufacture of cars and trailers;1996;26.0;26.0;25.0;45.0
1372;Total male and female;Total;29 Manufacture of cars and trailers;1997;26.0;26.0;25.0;45.0
1373;Total male and female;Total;29 Manufacture of cars and trailers;1998;27.0;27.0;26.0;47.0
1374;Total male and female;Total;29 Manufacture of cars and trailers;1999;27.0;28.0;27.0;48.0
1375;Total male and female;Total;29 Manufacture of cars and trailers;2000;28.0;28.0;26.0;47.0
1376;Total male and female;Total;29 Manufacture of cars and trailers;2001;27.0;28.0;26.0;47.0
1377;Total male and female;Total;29 Manufacture of cars and trailers;2002;26.0;27.0;25.0;45.0
1378;Total male and female;Total;29 Manufacture of cars and trailers;2003;26.0;26.0;25.0;44.0
1379;Total male and female;Total;29 Manufacture of cars and trailers;2004;24.0;25.0;23.0;41.0
1380;Total male and female;Total;29 Manufacture of cars and trailers;2005;23.0;24.0;23.0;40.0
1381;Total male and female;Total;29 Manufacture of cars and trailers;2006;23.0;24.0;22.0;39.0
1382;Total male and female;Total;29 Manufacture of cars and trailers;2007;23.0;23.0;22.0;38.0
1383;Total male and female;Total;29 Manufacture of cars and trailers;2008;24.0;24.0;22.0;39.0
1384;Total male and female;Total;29 Manufacture of cars and trailers;2009;22.0;22.0;21.0;32.0
1385;Total male and female;Total;29 Manufacture of cars and trailers;2010;20.0;20.0;19.0;31.0
1386;Total male and female;Total;29 Manufacture of cars and trailers;2011;20.0;20.0;19.0;32.0
1387;Total male and female;Total;29 Manufacture of cars and trailers;2012;19.0;20.0;18.0;32.0
1388;Total male and female;Total;29 Manufacture of cars and trailers;2013;18.0;19.0;18.0;31.0
1389;Total male and female;Total;29 Manufacture of cars and trailers;2014;18.0;19.0;18.0;31.0
1390;Total male and female;Total;29 Manufacture of cars and trailers;2015;20.0;20.0;19.0;34.0
1391;Total male and female;Total;29 Manufacture of cars and trailers;2016;21.0;21.0;20.0;35.0
1392;Total male and female;Total;29-30 Transport equipment;1969;;;;
1393;Total male and female;Total;29-30 Transport equipment;1970;;;;
1394;Total male and female;Total;29-30 Transport equipment;1971;;;;
1395;Total male and female;Total;29-30 Transport equipment;1972;;;;
1396;Total male and female;Total;29-30 Transport equipment;1973;;;;
1397;Total male and female;Total;29-30 Transport equipment;1974;;;;
1398;Total male and female;Total;29-30 Transport equipment;1975;;;;
1399;Total male and female;Total;29-30 Transport equipment;1976;;;;
1400;Total male and female;Total;29-30 Transport equipment;1977;;;;
1401;Total male and female;Total;29-30 Transport equipment;1978;;;;
1402;Total male and female;Total;29-30 Transport equipment;1979;;;;
1403;Total male and female;Total;29-30 Transport equipment;1980;;;;
1404;Total male and female;Total;29-30 Transport equipment;1981;;;;
1405;Total male and female;Total;29-30 Transport equipment;1982;;;;
1406;Total male and female;Total;29-30 Transport equipment;1983;;;;
1407;Total male and female;Total;29-30 Transport equipment;1984;;;;
1408;Total male and female;Total;29-30 Transport equipment;1985;;;;
1409;Total male and female;Total;29-30 Transport equipment;1986;;;;
1410;Total male and female;Total;29-30 Transport equipment;1987;;;;
1411;Total male and female;Total;29-30 Transport equipment;1988;;;;
1412;Total male and female;Total;29-30 Transport equipment;1989;;;;
1413;Total male and female;Total;29-30 Transport equipment;1990;;;;
1414;Total male and female;Total;29-30 Transport equipment;1991;;;;
1415;Total male and female;Total;29-30 Transport equipment;1992;;;;
1416;Total male and female;Total;29-30 Transport equipment;1993;;;;
1417;Total male and female;Total;29-30 Transport equipment;1994;;;;
1418;Total male and female;Total;29-30 Transport equipment;1995;46.0;47.0;45.0;81.0
1419;Total male and female;Total;29-30 Transport equipment;1996;43.0;45.0;42.0;79.0
1420;Total male and female;Total;29-30 Transport equipment;1997;43.0;44.0;42.0;76.0
1421;Total male and female;Total;29-30 Transport equipment;1998;45.0;47.0;44.0;81.0
1422;Total male and female;Total;29-30 Transport equipment;1999;46.0;47.0;45.0;82.0
1423;Total male and female;Total;29-30 Transport equipment;2000;47.0;48.0;45.0;81.0
1424;Total male and female;Total;29-30 Transport equipment;2001;46.0;47.0;44.0;80.0
1425;Total male and female;Total;29-30 Transport equipment;2002;45.0;46.0;43.0;78.0
1426;Total male and female;Total;29-30 Transport equipment;2003;44.0;45.0;42.0;75.0
1427;Total male and female;Total;29-30 Transport equipment;2004;41.0;42.0;39.0;72.0
1428;Total male and female;Total;29-30 Transport equipment;2005;39.0;40.0;38.0;68.0
1429;Total male and female;Total;29-30 Transport equipment;2006;39.0;40.0;37.0;67.0
1430;Total male and female;Total;29-30 Transport equipment;2007;39.0;40.0;37.0;66.0
1431;Total male and female;Total;29-30 Transport equipment;2008;41.0;41.0;38.0;68.0
1432;Total male and female;Total;29-30 Transport equipment;2009;40.0;41.0;38.0;63.0
1433;Total male and female;Total;29-30 Transport equipment;2010;38.0;39.0;36.0;63.0
1434;Total male and female;Total;29-30 Transport equipment;2011;38.0;39.0;36.0;64.0
1435;Total male and female;Total;29-30 Transport equipment;2012;37.0;38.0;35.0;62.0
1436;Total male and female;Total;29-30 Transport equipment;2013;37.0;37.0;35.0;62.0
1437;Total male and female;Total;29-30 Transport equipment;2014;37.0;37.0;35.0;63.0
1438;Total male and female;Total;29-30 Transport equipment;2015;38.0;39.0;36.0;65.0
1439;Total male and female;Total;29-30 Transport equipment;2016;38.0;39.0;36.0;65.0
1440;Total male and female;Total;30 Manufacture of other transport;1969;;;;
1441;Total male and female;Total;30 Manufacture of other transport;1970;;;;
1442;Total male and female;Total;30 Manufacture of other transport;1971;;;;
1443;Total male and female;Total;30 Manufacture of other transport;1972;;;;
1444;Total male and female;Total;30 Manufacture of other transport;1973;;;;
1445;Total male and female;Total;30 Manufacture of other transport;1974;;;;
1446;Total male and female;Total;30 Manufacture of other transport;1975;;;;
1447;Total male and female;Total;30 Manufacture of other transport;1976;;;;
1448;Total male and female;Total;30 Manufacture of other transport;1977;;;;
1449;Total male and female;Total;30 Manufacture of other transport;1978;;;;
1450;Total male and female;Total;30 Manufacture of other transport;1979;;;;
1451;Total male and female;Total;30 Manufacture of other transport;1980;;;;
1452;Total male and female;Total;30 Manufacture of other transport;1981;;;;
1453;Total male and female;Total;30 Manufacture of other transport;1982;;;;
1454;Total male and female;Total;30 Manufacture of other transport;1983;;;;
1455;Total male and female;Total;30 Manufacture of other transport;1984;;;;
1456;Total male and female;Total;30 Manufacture of other transport;1985;;;;
1457;Total male and female;Total;30 Manufacture of other transport;1986;;;;
1458;Total male and female;Total;30 Manufacture of other transport;1987;;;;
1459;Total male and female;Total;30 Manufacture of other transport;1988;;;;
1460;Total male and female;Total;30 Manufacture of other transport;1989;;;;
1461;Total male and female;Total;30 Manufacture of other transport;1990;;;;
1462;Total male and female;Total;30 Manufacture of other transport;1991;;;;
1463;Total male and female;Total;30 Manufacture of other transport;1992;;;;
1464;Total male and female;Total;30 Manufacture of other transport;1993;;;;
1465;Total male and female;Total;30 Manufacture of other transport;1994;;;;
1466;Total male and female;Total;30 Manufacture of other transport;1995;19.0;19.0;18.0;34.0
1467;Total male and female;Total;30 Manufacture of other transport;1996;18.0;19.0;18.0;33.0
1468;Total male and female;Total;30 Manufacture of other transport;1997;17.0;18.0;17.0;32.0
1469;Total male and female;Total;30 Manufacture of other transport;1998;18.0;19.0;18.0;34.0
1470;Total male and female;Total;30 Manufacture of other transport;1999;19.0;20.0;18.0;35.0
1471;Total male and female;Total;30 Manufacture of other transport;2000;19.0;19.0;18.0;34.0
1472;Total male and female;Total;30 Manufacture of other transport;2001;19.0;19.0;18.0;34.0
1473;Total male and female;Total;30 Manufacture of other transport;2002;19.0;19.0;18.0;33.0
1474;Total male and female;Total;30 Manufacture of other transport;2003;18.0;18.0;17.0;32.0
1475;Total male and female;Total;30 Manufacture of other transport;2004;17.0;17.0;16.0;30.0
1476;Total male and female;Total;30 Manufacture of other transport;2005;16.0;16.0;15.0;28.0
1477;Total male and female;Total;30 Manufacture of other transport;2006;16.0;16.0;15.0;27.0
1478;Total male and female;Total;30 Manufacture of other transport;2007;16.0;17.0;15.0;28.0
1479;Total male and female;Total;30 Manufacture of other transport;2008;17.0;17.0;16.0;29.0
1480;Total male and female;Total;30 Manufacture of other transport;2009;18.0;19.0;17.0;31.0
1481;Total male and female;Total;30 Manufacture of other transport;2010;19.0;19.0;17.0;32.0
1482;Total male and female;Total;30 Manufacture of other transport;2011;19.0;19.0;17.0;32.0
1483;Total male and female;Total;30 Manufacture of other transport;2012;18.0;18.0;17.0;31.0
1484;Total male and female;Total;30 Manufacture of other transport;2013;18.0;19.0;17.0;31.0
1485;Total male and female;Total;30 Manufacture of other transport;2014;18.0;19.0;17.0;31.0
1486;Total male and female;Total;30 Manufacture of other transport;2015;18.0;18.0;17.0;31.0
1487;Total male and female;Total;30 Manufacture of other transport;2016;17.0;18.0;16.0;30.0
1488;Total male and female;Total;"31-32 Manufacture of furniture; other";1969;;;;
1489;Total male and female;Total;"31-32 Manufacture of furniture; other";1970;;;;
1490;Total male and female;Total;"31-32 Manufacture of furniture; other";1971;;;;
1491;Total male and female;Total;"31-32 Manufacture of furniture; other";1972;;;;
1492;Total male and female;Total;"31-32 Manufacture of furniture; other";1973;;;;
1493;Total male and female;Total;"31-32 Manufacture of furniture; other";1974;;;;
1494;Total male and female;Total;"31-32 Manufacture of furniture; other";1975;;;;
1495;Total male and female;Total;"31-32 Manufacture of furniture; other";1976;;;;
1496;Total male and female;Total;"31-32 Manufacture of furniture; other";1977;;;;
1497;Total male and female;Total;"31-32 Manufacture of furniture; other";1978;;;;
1498;Total male and female;Total;"31-32 Manufacture of furniture; other";1979;;;;
1499;Total male and female;Total;"31-32 Manufacture of furniture; other";1980;;;;
1500;Total male and female;Total;"31-32 Manufacture of furniture; other";1981;;;;
1501;Total male and female;Total;"31-32 Manufacture of furniture; other";1982;;;;
1502;Total male and female;Total;"31-32 Manufacture of furniture; other";1983;;;;
1503;Total male and female;Total;"31-32 Manufacture of furniture; other";1984;;;;
1504;Total male and female;Total;"31-32 Manufacture of furniture; other";1985;;;;
1505;Total male and female;Total;"31-32 Manufacture of furniture; other";1986;;;;
1506;Total male and female;Total;"31-32 Manufacture of furniture; other";1987;;;;
1507;Total male and female;Total;"31-32 Manufacture of furniture; other";1988;;;;
1508;Total male and female;Total;"31-32 Manufacture of furniture; other";1989;;;;
1509;Total male and female;Total;"31-32 Manufacture of furniture; other";1990;;;;
1510;Total male and female;Total;"31-32 Manufacture of furniture; other";1991;;;;
1511;Total male and female;Total;"31-32 Manufacture of furniture; other";1992;;;;
1512;Total male and female;Total;"31-32 Manufacture of furniture; other";1993;;;;
1513;Total male and female;Total;"31-32 Manufacture of furniture; other";1994;;;;
1514;Total male and female;Total;"31-32 Manufacture of furniture; other";1995;152.0;156.0;140.0;232.0
1515;Total male and female;Total;"31-32 Manufacture of furniture; other";1996;153.0;157.0;141.0;238.0
1516;Total male and female;Total;"31-32 Manufacture of furniture; other";1997;157.0;161.0;145.0;243.0
1517;Total male and female;Total;"31-32 Manufacture of furniture; other";1998;160.0;164.0;148.0;249.0
1518;Total male and female;Total;"31-32 Manufacture of furniture; other";1999;161.0;166.0;149.0;248.0
1519;Total male and female;Total;"31-32 Manufacture of furniture; other";2000;163.0;168.0;149.0;246.0
1520;Total male and female;Total;"31-32 Manufacture of furniture; other";2001;165.0;168.0;150.0;246.0
1521;Total male and female;Total;"31-32 Manufacture of furniture; other";2002;163.0;166.0;148.0;241.0
1522;Total male and female;Total;"31-32 Manufacture of furniture; other";2003;161.0;164.0;146.0;238.0
1523;Total male and female;Total;"31-32 Manufacture of furniture; other";2004;160.0;163.0;144.0;240.0
1524;Total male and female;Total;"31-32 Manufacture of furniture; other";2005;158.0;161.0;141.0;233.0
1525;Total male and female;Total;"31-32 Manufacture of furniture; other";2006;156.0;160.0;140.0;232.0
1526;Total male and female;Total;"31-32 Manufacture of furniture; other";2007;155.0;158.0;139.0;229.0
1527;Total male and female;Total;"31-32 Manufacture of furniture; other";2008;153.0;157.0;137.0;226.0
1528;Total male and female;Total;"31-32 Manufacture of furniture; other";2009;153.0;157.0;137.0;226.0
1529;Total male and female;Total;"31-32 Manufacture of furniture; other";2010;152.0;156.0;135.0;224.0
1530;Total male and female;Total;"31-32 Manufacture of furniture; other";2011;149.0;154.0;132.0;219.0
1531;Total male and female;Total;"31-32 Manufacture of furniture; other";2012;147.0;151.0;129.0;213.0
1532;Total male and female;Total;"31-32 Manufacture of furniture; other";2013;141.0;145.0;122.0;203.0
1533;Total male and female;Total;"31-32 Manufacture of furniture; other";2014;142.0;146.0;123.0;204.0
1534;Total male and female;Total;"31-32 Manufacture of furniture; other";2015;140.0;144.0;121.0;201.0
1535;Total male and female;Total;"31-32 Manufacture of furniture; other";2016;136.0;140.0;118.0;197.0
1536;Total male and female;Total;31-33 Other manufacturing and repair;1969;;;;
1537;Total male and female;Total;31-33 Other manufacturing and repair;1970;;;;
1538;Total male and female;Total;31-33 Other manufacturing and repair;1971;;;;
1539;Total male and female;Total;31-33 Other manufacturing and repair;1972;;;;
1540;Total male and female;Total;31-33 Other manufacturing and repair;1973;;;;
1541;Total male and female;Total;31-33 Other manufacturing and repair;1974;;;;
1542;Total male and female;Total;31-33 Other manufacturing and repair;1975;;;;
1543;Total male and female;Total;31-33 Other manufacturing and repair;1976;;;;
1544;Total male and female;Total;31-33 Other manufacturing and repair;1977;;;;
1545;Total male and female;Total;31-33 Other manufacturing and repair;1978;;;;
1546;Total male and female;Total;31-33 Other manufacturing and repair;1979;;;;
1547;Total male and female;Total;31-33 Other manufacturing and repair;1980;;;;
1548;Total male and female;Total;31-33 Other manufacturing and repair;1981;;;;
1549;Total male and female;Total;31-33 Other manufacturing and repair;1982;;;;
1550;Total male and female;Total;31-33 Other manufacturing and repair;1983;;;;
1551;Total male and female;Total;31-33 Other manufacturing and repair;1984;;;;
1552;Total male and female;Total;31-33 Other manufacturing and repair;1985;;;;
1553;Total male and female;Total;31-33 Other manufacturing and repair;1986;;;;
1554;Total male and female;Total;31-33 Other manufacturing and repair;1987;;;;
1555;Total male and female;Total;31-33 Other manufacturing and repair;1988;;;;
1556;Total male and female;Total;31-33 Other manufacturing and repair;1989;;;;
1557;Total male and female;Total;31-33 Other manufacturing and repair;1990;;;;
1558;Total male and female;Total;31-33 Other manufacturing and repair;1991;;;;
1559;Total male and female;Total;31-33 Other manufacturing and repair;1992;;;;
1560;Total male and female;Total;31-33 Other manufacturing and repair;1993;;;;
1561;Total male and female;Total;31-33 Other manufacturing and repair;1994;;;;
1562;Total male and female;Total;31-33 Other manufacturing and repair;1995;191.0;195.0;177.0;300.0
1563;Total male and female;Total;31-33 Other manufacturing and repair;1996;192.0;197.0;178.0;307.0
1564;Total male and female;Total;31-33 Other manufacturing and repair;1997;196.0;201.0;182.0;311.0
1565;Total male and female;Total;31-33 Other manufacturing and repair;1998;201.0;206.0;187.0;321.0
1566;Total male and female;Total;31-33 Other manufacturing and repair;1999;203.0;208.0;188.0;321.0
1567;Total male and female;Total;31-33 Other manufacturing and repair;2000;205.0;211.0;189.0;318.0
1568;Total male and female;Total;31-33 Other manufacturing and repair;2001;207.0;211.0;189.0;318.0
1569;Total male and female;Total;31-33 Other manufacturing and repair;2002;205.0;208.0;187.0;312.0
1570;Total male and female;Total;31-33 Other manufacturing and repair;2003;202.0;205.0;184.0;307.0
1571;Total male and female;Total;31-33 Other manufacturing and repair;2004;200.0;203.0;181.0;309.0
1572;Total male and female;Total;31-33 Other manufacturing and repair;2005;197.0;201.0;178.0;301.0
1573;Total male and female;Total;31-33 Other manufacturing and repair;2006;196.0;201.0;177.0;300.0
1574;Total male and female;Total;31-33 Other manufacturing and repair;2007;196.0;200.0;177.0;300.0
1575;Total male and female;Total;31-33 Other manufacturing and repair;2008;196.0;201.0;176.0;298.0
1576;Total male and female;Total;31-33 Other manufacturing and repair;2009;196.0;201.0;176.0;298.0
1577;Total male and female;Total;31-33 Other manufacturing and repair;2010;194.0;199.0;174.0;296.0
1578;Total male and female;Total;31-33 Other manufacturing and repair;2011;192.0;198.0;171.0;292.0
1579;Total male and female;Total;31-33 Other manufacturing and repair;2012;190.0;196.0;169.0;286.0
1580;Total male and female;Total;31-33 Other manufacturing and repair;2013;184.0;190.0;163.0;278.0
