ID;KenmerkenHuishouden;Perioden;Consumentenvertrouwen_1;EconomischKlimaat_2;Koopbereidheid_3;EconomischeSituatieLaatste12Maanden_4;EconomischeSituatieKomende12Maanden_5;FinancieleSituatieLaatste12Maanden_6;FinancieleSituatieKomende12Maanden_7;GunstigeTijdVoorGroteAankopen_8;Totaal_9;VeelBeterGeworden_10;EenBeetjeBeterGeworden_11;HetzelfdeGebleven_12;EenBeetjeSlechterGeworden_13;VeelSlechterGeworden_14;WeetNiet_15;Totaal_16;VeelBeterWorden_17;EenBeetjeBeterWorden_18;HetzelfdeBlijven_19;EenBeetjeSlechterWorden_20;VeelSlechterWorden_21;WeetNiet_22;Totaal_23;VeelBeterGeworden_24;EenBeetjeBeterGeworden_25;HetzelfdeGebleven_26;EenBeetjeSlechterGeworden_27;VeelSlechterGeworden_28;WeetNiet_29;Totaal_30;VeelBeterWorden_31;EenBeetjeBeterWorden_32;HetzelfdeBlijven_33;EenBeetjeSlechterWorden_34;VeelSlechterWorden_35;WeetNiet_36;Totaal_37;GunstigeTijd_38;NietGunstigOfOngunstig_39;OngunstigeTijd_40;WeetNiet_41;Totaal_42;SterkGestegen_43;MatigGestegen_44;ZwakGestegen_45;OngeveerHetzelfdeGebleven_46;Gedaald_47;WeetNiet_48;Totaal_49;SterkerStijgen_50;EvenveelStijgen_51;MinderStijgen_52;GelijkBlijven_53;Dalen_54;WeetNiet_55;Totaal_56;SterkStijgen_57;EenBeetjeStijgen_58;HetzelfdeBlijven_59;EenBeetjeDalen_60;SterkDalen_61;WeetNiet_62;Totaal_63;SchuldenMaken_64;SpaartegoedenAanspreken_65;PreciesRondkomen_66;BeetjeGeldOverhouden_67;VeelGeldOverhouden_68;WeetNiet_69;Totaal_70;ZeerWaarschijnlijk_71;Waarschijnlijk_72;Onwaarschijnlijk_73;ZeerOnwaarschijnlijk_74;WeetNiet_75;Totaal_76;EenZeerGoedMoment_77;EenGoedMoment_78;EenSlechtMoment_79;EenZeerSlechtMoment_80;WeetNiet_81;Totaal_82;VeelMeerGeld_83;EenBeetjeMeerGeld_84;OngeveerHetzelfde_85;EenBeetjeMinderGeld_86;VeelMinderGeld_87;WeetNiet_88;Totaal_89;ZeerWaarschijnlijk_90;Waarschijnlijk_91;Onwaarschijnlijk_92;ZeerOnwaarschijnlijk_93;WeetNiet_94;Totaal_95;JaZekerWel_96;JaWaarschijnlijkWel_97;NeeWaarschijnlijkNiet_98;NeeZekerNiet_99;WeetNiet_100;Totaal_101;ZeerWaarschijnlijk_102;Waarschijnlijk_103;Onwaarschijnlijk_104;ZeerOnwaarschijnlijk_105;WeetNiet_106;Totaal_107;BoodschappenAlcoholTabak_108;KledingEnSchoenen_109;AutoEnVervoer_110;VakantiesMeerdaagseStedentrips_111;HorecaSportCultuur_112;WoningEnergieInternetTelefoon_113;OpAllesOpNietsNietsBijzonders_114;WeetNiet_115
174;Huishoudensgrootte: 4 personen;2019 1e kwartaal;6;6;7;19;-7;6;9;6;100;7;37;27;17;8;3;100;3;24;36;26;8;3;100;5;27;42;19;7;1;100;3;25;53;16;3;1;100;24;51;18;7;100;34;44;13;9;0;1;100;32;37;11;17;1;3;100;2;10;38;42;4;4;100;4;9;22;50;11;4;100;19;47;23;9;3;100;4;44;33;13;7;100;5;12;50;15;14;4;100;9;24;35;30;2;100;4;6;19;68;3;100;18;26;24;31;2;100;9;5;6;27;6;7;37;5
175;Huishoudensgrootte: 4 personen;2019 2e kwartaal;12;11;13;18;3;9;20;9;100;7;36;31;22;3;1;100;3;25;45;21;5;2;100;6;27;41;20;5;1;100;3;28;55;11;1;2;100;23;57;14;6;100;40;42;12;5;0;1;100;15;42;16;22;2;3;100;2;10;38;45;3;3;100;2;6;23;51;15;3;100;24;45;18;8;4;100;6;39;38;12;5;100;4;12;50;17;14;4;100;9;22;34;31;4;100;5;9;21;63;3;100;19;25;21;33;2;100;9;6;5;27;5;5;38;5
176;Huishoudensgrootte: 4 personen;2019 3e kwartaal;8;8;9;18;-2;5;15;7;100;5;36;35;18;4;3;100;4;22;43;23;5;3;100;6;25;41;21;5;1;100;4;26;53;13;2;2;100;23;57;16;4;100;36;41;12;8;0;2;100;20;47;14;15;1;3;100;2;14;40;35;4;6;100;3;9;22;52;10;4;100;24;42;21;8;5;100;4;33;38;18;7;100;3;12;49;18;12;5;100;10;22;34;31;4;100;4;7;24;63;3;100;14;28;24;33;2;100;8;6;4;27;5;5;42;4
177;Huishoudensgrootte: 4 personen;2019 4e kwartaal;4;-4;10;6;-14;9;14;7;100;4;28;39;20;6;4;100;4;18;37;29;8;5;100;5;26;46;18;5;0;100;2;24;60;11;1;2;100;24;55;16;4;100;27;46;16;10;0;1;100;21;49;9;15;2;5;100;5;24;38;28;1;4;100;4;6;24;51;11;4;100;19;44;23;10;3;100;2;31;40;21;5;100;5;13;49;18;11;5;100;9;25;35;27;4;100;5;6;21;68;1;100;17;23;26;33;2;100;9;9;4;26;7;6;36;4
178;Huishoudensgrootte: 4 personen;2019;8;5;10;15;-5;7;14;7;100;6;34;33;19;5;3;100;4;22;40;25;6;3;100;5;26;43;19;5;1;100;3;26;55;13;2;2;100;24;55;16;5;100;34;43;13;8;0;1;100;22;44;12;17;1;3;100;3;14;39;37;3;4;100;3;8;23;51;12;4;100;22;45;21;9;4;100;4;37;37;16;6;100;4;12;49;17;13;4;100;9;23;35;30;4;100;4;7;21;65;3;100;17;25;24;32;2;100;9;6;5;27;6;6;38;4
179;Huishoudensgrootte: 4 personen;2020 1e kwartaal;7;-1;12;19;-20;15;14;7;100;4;34;39;16;4;3;100;1;19;37;32;8;3;100;6;28;46;15;5;0;100;3;24;56;12;1;4;100;22;59;15;5;100;30;43;16;8;0;3;100;27;45;8;13;1;5;100;4;26;40;24;3;4;100;1;8;17;58;11;5;100;26;43;19;8;5;100;3;36;38;20;3;100;3;13;55;12;13;4;100;11;22;35;29;5;100;3;8;22;65;3;100;14;26;26;31;3;100;11;6;4;29;5;4;39;3
180;Huishoudensgrootte: 4 personen;2020 2e kwartaal;-23;-46;-7;-28;-65;19;-4;-35;100;5;20;21;28;25;2;100;2;12;6;29;49;3;100;8;29;44;14;5;1;100;3;16;53;18;5;6;100;9;46;44;2;100;18;41;18;20;0;3;100;47;18;3;18;7;7;100;63;25;3;5;2;1;100;3;6;19;51;17;4;100;23;43;19;10;6;100;13;54;22;7;5;100;3;12;46;17;18;4;100;9;19;34;35;4;100;4;6;23;66;1;100;16;25;23;32;4;100;6;7;3;27;9;6;41;3
181;Huishoudensgrootte: 4 personen;2020 3e kwartaal;-25;-56;-5;-69;-43;7;3;-25;100;2;5;16;44;31;3;100;2;17;15;34;29;3;100;5;24;48;15;8;1;100;2;20;56;17;3;3;100;11;49;37;4;100;25;27;17;26;0;4;100;42;24;4;18;4;8;100;55;33;5;6;1;1;100;3;9;17;51;17;3;100;25;45;16;9;4;100;10;56;22;4;7;100;4;11;49;15;16;5;100;11;19;31;35;4;100;4;8;22;64;3;100;19;28;22;28;3;100;7;6;4;32;6;6;36;2
182;Huishoudensgrootte: 4 personen;2020 4e kwartaal;-25;-58;-4;-71;-45;5;6;-22;100;1;4;16;44;32;3;100;2;16;17;33;30;2;100;7;20;50;18;5;1;100;2;21;57;14;3;3;100;12;52;34;3;100;18;34;16;29;1;4;100;40;26;5;21;3;5;100;55;36;4;2;2;1;100;2;7;18;49;17;8;100;24;42;19;6;9;100;8;60;18;6;8;100;4;13;47;17;15;5;100;9;23;40;25;3;100;7;9;21;61;3;100;16;23;28;29;4;100;7;8;3;31;6;4;39;3
183;Huishoudensgrootte: 4 personen;2020;-17;-40;-1;-37;-43;11;5;-19;100;3;16;23;33;23;3;100;2;16;19;32;29;3;100;7;26;47;15;5;1;100;3;20;56;15;3;4;100;14;51;32;3;100;23;36;17;21;0;4;100;39;28;5;17;4;6;100;44;30;13;9;2;2;100;2;7;18;53;15;5;100;25;43;19;8;6;100;9;51;25;9;6;100;4;12;49;16;15;4;100;10;21;35;31;4;100;5;8;22;64;3;100;16;26;25;30;3;100;8;7;3;30;7;5;39;3
184;Huishoudensgrootte: 4 personen;2021 1e kwartaal;-16;-46;4;-80;-12;7;19;-16;100;1;3;11;43;41;1;100;6;30;15;25;23;2;100;7;24;44;16;8;1;100;3;27;57;9;2;3;100;13;55;29;3;100;20;36;15;24;1;4;100;44;29;4;16;2;5;100;39;37;8;13;3;1;100;2;8;14;55;17;4;100;29;43;17;6;5;100;12;57;21;6;5;100;4;18;47;13;14;4;100;9;23;37;28;4;100;6;6;23;64;2;100;22;25;21;28;4;100;10;7;1;25;6;5;43;4
185;Huishoudensgrootte: 4 personen;2021 2e kwartaal;-2;-20;9;-59;19;13;24;-9;100;1;9;19;40;28;4;100;11;39;16;20;11;3;100;6;27;46;13;6;1;100;5;29;53;10;1;3;100;16;57;25;3;100;28;38;14;17;0;4;100;42;28;5;18;2;5;100;16;36;16;26;5;2;100;1;7;19;50;19;4;100;31;44;16;5;4;100;10;52;26;6;6;100;4;21;48;13;10;4;100;9;22;39;27;3;100;3;10;26;59;2;100;21;29;21;27;2;100;10;5;3;29;6;4;41;2
186;Huishoudensgrootte: 4 personen;2021 3e kwartaal;-1;-8;3;-36;19;4;20;-14;100;4;14;26;39;15;3;100;8;39;24;20;7;2;100;7;22;46;20;5;0;100;4;29;52;12;1;2;100;14;56;28;3;100;43;37;12;6;0;1;100;35;39;10;13;2;3;100;5;22;28;35;9;3;100;2;6;19;52;16;4;100;28;45;16;7;5;100;9;45;33;7;5;100;6;16;45;17;13;3;100;9;20;35;31;4;100;5;8;25;62;1;100;19;27;23;28;3;100;10;8;2;27;8;5;37;3
187;Huishoudensgrootte: 4 personen;2021 4e kwartaal;-22;-36;-13;-41;-30;-8;0;-32;100;3;16;17;39;21;4;100;3;18;25;35;16;3;100;4;20;44;23;9;1;100;3;21;51;19;4;4;100;9;47;41;3;100;60;31;6;3;0;1;100;38;41;12;5;2;1;100;6;17;38;31;6;3;100;4;10;20;50;13;3;100;24;40;21;10;5;100;6;49;30;11;5;100;5;15;43;15;17;4;100;10;18;36;33;4;100;4;6;20;67;3;100;17;24;24;32;3;100;11;7;4;26;7;4;38;4
188;Huishoudensgrootte: 4 personen;2021;-10;-27;1;-54;-1;4;16;-17;100;2;10;19;40;26;3;100;7;32;20;25;14;3;100;6;23;45;18;7;1;100;4;26;53;12;2;3;100;13;54;30;3;100;38;36;12;13;0;2;100;40;34;8;13;2;3;100;17;28;22;26;6;2;100;2;8;18;52;16;4;100;28;43;18;7;5;100;9;51;28;7;5;100;5;17;46;15;14;4;100;9;21;37;30;4;100;4;8;23;63;2;100;20;26;22;29;3;100;10;7;3;27;7;4;40;3
189;Huishoudensgrootte: 4 personen;2022 1e kwartaal;-25;-46;-11;-56;-35;-4;1;-32;100;2;10;16;46;22;4;100;4;17;20;36;20;4;100;5;23;40;24;7;1;100;3;21;51;21;3;2;100;11;42;43;5;100;65;28;5;2;0;1;100;43;35;12;8;1;3;100;3;16;42;33;4;3;100;1;8;18;53;17;4;100;27;44;17;8;4;100;5;48;32;7;8;100;4;15;43;19;16;4;100;7;20;36;33;5;100;2;7;25;64;3;100;18;29;25;25;3;100;8;6;3;24;6;6;44;3
190;Huishoudensgrootte: 4 personen;2022 2e kwartaal;-47;-70;-31;-77;-64;-26;-11;-55;100;1;6;7;42;42;2;100;1;10;13;41;34;2;100;3;16;35;34;11;1;100;3;15;50;25;4;3;100;4;33;59;4;100;78;19;3;0;0;0;100;31;36;21;9;1;2;100;3;19;40;28;6;4;100;3;13;20;46;14;4;100;21;42;22;10;5;100;7;51;25;9;7;100;5;12;42;17;20;4;100;8;16;37;37;3;100;3;7;23;65;3;100;18;27;20;31;4;100;7;7;3;27;7;6;41;2
191;Huishoudensgrootte: 4 personen;2022 3e kwartaal;-53;-75;-39;-83;-66;-37;-18;-62;100;2;4;6;34;54;1;100;1;5;20;37;35;2;100;4;11;33;41;11;1;100;2;14;50;27;7;1;100;2;32;64;2;100;84;14;1;0;0;0;100;24;33;27;13;1;3;100;5;17;40;27;7;5;100;2;12;20;52;12;3;100;20;46;23;8;3;100;8;52;27;7;6;100;4;10;41;22;21;2;100;4;19;37;36;4;100;4;5;22;68;2;100;19;24;23;31;3;100;9;5;4;21;9;6;45;2
192;Huishoudensgrootte: 4 personen;2022 4e kwartaal;-55;-74;-43;-88;-59;-42;-24;-62;100;1;3;5;28;63;1;100;3;8;18;31;38;2;100;3;12;29;40;16;1;100;2;12;45;32;7;3;100;2;32;65;2;100;90;8;1;1;0;0;100;16;33;31;12;4;4;100;8;28;37;20;2;5;100;4;16;21;44;12;3;100;20;40;24;13;3;100;10;54;23;8;6;100;3;11;33;20;30;4;100;8;16;36;37;3;100;2;7;22;68;2;100;16;26;25;30;3;100;6;6;3;28;8;5;42;2
193;Huishoudensgrootte: 4 personen;2022;-45;-66;-31;-76;-56;-27;-13;-53;100;2;5;9;38;45;2;100;2;10;17;36;32;3;100;4;15;34;35;11;1;100;3;15;49;26;5;2;100;5;35;58;3;100;79;17;2;1;0;0;100;29;34;23;11;2;3;100;5;20;40;27;5;4;100;2;12;19;49;14;4;100;22;43;22;10;4;100;8;51;27;8;7;100;4;12;40;20;22;4;100;7;18;37;35;4;100;3;6;23;66;2;100;18;27;23;29;3;100;7;6;3;25;8;6;43;2
194;Huishoudensgrootte: 4 personen;2023 1e kwartaal;-45;-59;-36;-85;-33;-40;-7;-61;100;0;4;5;36;53;2;100;1;18;25;34;19;2;100;2;15;26;42;15;0;100;2;17;53;23;3;2;100;2;32;63;2;100;90;9;0;0;0;1;100;9;26;35;23;4;4;100;5;22;46;21;2;5;100;2;12;20;54;10;3;100;17;46;24;9;3;100;9;54;25;8;6;100;3;8;45;18;21;5;100;7;19;37;33;4;100;3;4;22;69;2;100;17;25;24;32;2;100;10;8;2;26;9;4;40;2
195;Huishoudensgrootte: 4 personen;2023 2e kwartaal;-39;-52;-31;-76;-27;-38;-1;-54;100;1;6;6;43;41;3;100;4;18;27;31;18;3;100;2;14;29;38;16;1;100;2;17;58;17;3;2;100;4;35;58;3;100;90;8;1;0;0;0;100;8;27;33;25;4;5;100;8;24;44;19;2;4;100;2;14;21;53;8;3;100;17;46;21;10;6;100;6;56;23;9;6;100;4;9;41;20;20;6;100;6;21;36;33;5;100;3;5;25;67;1;100;14;25;30;26;4;100;6;9;2;23;8;5;44;3
196;Huishoudensgrootte: 4 personen;2023 3e kwartaal;-39;-58;-27;-74;-41;-25;-1;-55;100;1;6;10;39;41;3;100;1;13;25;40;16;4;100;4;18;30;35;12;1;100;3;20;51;22;2;1;100;2;39;57;2;100;82;14;2;1;0;1;100;8;26;28;30;6;3;100;2;23;49;20;1;5;100;2;12;20;46;18;3;100;26;41;22;7;5;100;7;60;22;5;7;100;3;10;46;18;20;3;100;9;20;35;32;4;100;3;5;23;67;2;100;12;27;28;31;2;100;8;6;3;27;9;3;44;2
197;Huishoudensgrootte: 4 personen;2023 4e kwartaal;-37;-52;-26;-73;-32;-28;3;-53;100;0;6;14;41;38;1;100;2;16;29;33;17;4;100;4;15;35;36;11;0;100;2;22;54;18;3;2;100;3;38;56;3;100;78;19;2;1;0;0;100;12;32;29;21;3;5;100;3;29;42;18;2;7;100;5;11;18;50;14;3;100;26;38;22;10;5;100;6;60;19;8;7;100;4;10;45;16;20;5;100;8;17;37;35;3;100;2;5;19;72;2;100;11;26;23;39;2;100;9;6;2;30;7;5;39;3
198;Huishoudensgrootte: 4 personen;2023;-40;-55;-30;-77;-33;-33;-1;-56;100;1;5;9;40;43;2;100;2;16;27;35;17;3;100;3;15;30;38;13;1;100;2;19;54;20;3;2;100;3;36;59;3;100;85;13;1;1;0;1;100;9;27;31;25;4;4;100;5;24;45;20;2;5;100;3;12;20;51;12;3;100;21;43;22;9;5;100;7;57;22;7;6;100;3;10;44;18;20;5;100;8;19;36;33;4;100;3;5;22;69;2;100;14;26;26;32;3;100;8;7;2;26;8;4;42;3
199;Huishoudensgrootte: 4 personen;2024 1e kwartaal;-20;-32;-12;-45;-19;-12;13;-37;100;1;14;23;37;22;3;100;2;20;34;29;13;3;100;4;21;35;28;10;1;100;3;27;52;13;3;2;100;5;50;42;3;100;65;26;4;3;1;1;100;13;26;25;28;4;3;100;4;19;51;21;1;4;100;2;13;18;51;14;2;100;25;42;22;8;4;100;7;59;23;5;6;100;4;14;43;18;18;3;100;9;20;38;31;3;100;2;7;24;65;3;100;13;26;26;33;1;100;9;8;2;29;6;3;40;2
200;Huishoudensgrootte: 4 personen;2024 2e kwartaal;-21;-34;-12;-43;-26;-9;11;-37;100;1;15;23;39;21;1;100;2;19;30;33;13;3;100;5;22;37;27;9;0;100;2;26;52;15;2;2;100;7;46;44;4;100;64;27;7;2;1;0;100;14;39;22;19;4;2;100;4;24;46;17;1;8;100;2;12;17;54;12;3;100;23;46;21;6;4;100;5;60;25;4;6;100;4;16;44;16;14;6;100;8;23;32;33;4;100;4;9;23;62;2;100;13;31;26;29;2;100;8;8;2;29;11;3;38;2
201;Huishoudensgrootte: 4 personen;2024 3e kwartaal;-20;-36;-10;-43;-29;-3;10;-36;100;1;13;27;40;17;2;100;2;16;33;38;8;4;100;5;23;41;24;7;1;100;3;24;54;15;2;3;100;5;50;41;4;100;60;28;8;3;0;0;100;15;44;20;15;2;4;100;2;23;50;17;1;6;100;3;9;18;52;17;2;100;26;46;16;8;5;100;6;60;19;5;11;100;4;12;44;19;16;5;100;11;22;32;33;3;100;3;6;28;61;3;100;16;23;27;31;3;100;9;9;2;26;8;4;39;3
202;Huishoudensgrootte: 4 personen;2024 4de kwartaal;-27;-45;-15;-49;-41;-14;4;-34;100;1;12;24;41;20;3;100;3;12;26;42;14;3;100;3;20;39;29;9;1;100;3;23;50;18;4;3;100;5;50;39;7;100;57;35;6;2;0;1;100;15;49;20;10;3;3;100;4;23;46;18;1;8;100;3;12;18;48;15;5;100;23;42;22;9;4;100;8;56;21;6;9;100;5;13;45;18;13;6;100;9;20;33;35;4;100;2;8;24;63;4;100;15;23;22;37;3;100;6;7;2;33;8;4;37;4
203;Huishoudensgrootte: 4 personen;2024;-22;-37;-12;-45;-29;-10;10;-36;100;1;14;24;39;20;2;100;2;17;31;35;12;3;100;4;22;38;27;9;1;100;3;25;52;15;3;3;100;5;49;41;5;100;62;29;6;3;1;0;100;14;39;22;18;3;3;100;4;22;48;18;1;6;100;2;11;18;51;14;3;100;24;44;20;8;4;100;6;59;22;5;8;100;4;14;44;18;15;5;100;9;21;34;33;4;100;3;7;25;63;3;100;14;26;25;33;3;100;8;8;2;29;8;4;38;3
204;Huishoudensgrootte: 4 personen;2025 1e kwartaal;-29;-52;-13;-55;-49;-6;4;-38;100;1;8;23;43;21;4;100;3;9;24;42;19;3;100;3;25;38;27;6;1;100;2;23;51;18;3;2;100;4;52;42;2;100;64;29;5;1;0;1;100;21;48;20;8;1;2;100;5;19;52;17;1;6;100;3;9;19;53;12;4;100;24;49;19;4;4;100;11;55;19;5;10;100;5;15;45;20;13;4;100;10;25;33;29;4;100;3;6;25;64;3;100;14;27;23;35;2;100;8;6;2;32;7;5;38;3
205;Huishoudensgrootte: 5 of meer personen;2017 1e kwartaal;28;47;16;50;44;10;21;16;100;8;55;21;10;4;3;100;9;45;29;8;3;6;100;5;28;44;21;2;0;100;6;29;48;12;1;4;100;29;56;13;2;100;12;34;21;31;1;2;100;19;36;13;26;1;6;100;3;10;26;55;3;4;100;3;5;27;53;8;4;100;22;44;21;6;7;100;0;40;38;16;6;100;5;13;47;14;16;6;100;12;20;37;28;3;100;3;12;16;68;1;100;14;26;25;33;2;100;9;4;5;32;4;6;39;2
206;Huishoudensgrootte: 5 of meer personen;2017 2e kwartaal;32;45;23;45;45;18;23;29;100;11;45;30;8;3;4;100;5;49;33;7;2;4;100;8;25;52;10;4;2;100;5;30;51;9;3;3;100;38;51;9;2;100;14;35;18;30;1;2;100;22;33;8;26;2;10;100;3;13;16;55;10;3;100;9;3;23;47;11;7;100;19;47;22;8;5;100;2;40;36;14;9;100;4;13;55;13;13;3;100;9;23;37;25;5;100;6;3;20;69;3;100;16;18;26;37;2;100;11;5;4;30;3;5;35;6
207;Huishoudensgrootte: 5 of meer personen;2017 3e kwartaal;34;53;21;58;47;17;23;24;100;11;56;21;7;2;3;100;8;47;33;5;3;4;100;4;32;45;13;6;2;100;4;28;58;7;2;2;100;36;46;13;4;100;16;34;12;31;0;8;100;30;36;7;18;2;9;100;2;12;23;50;11;2;100;4;11;24;47;12;2;100;21;41;29;8;2;100;4;37;41;15;4;100;7;15;53;8;14;3;100;12;27;35;23;2;100;4;7;24;65;1;100;10;25;30;32;3;100;10;8;5;23;6;6;36;7
208;Huishoudensgrootte: 5 of meer personen;2017 4e kwartaal;31;49;19;49;49;10;19;28;100;14;49;20;7;7;3;100;11;48;28;6;3;5;100;6;24;50;14;6;0;100;3;31;48;14;1;2;100;39;45;11;6;100;16;41;22;17;0;5;100;33;41;4;14;3;5;100;2;3;20;59;14;2;100;4;10;28;45;12;1;100;17;43;24;13;4;100;2;33;43;15;8;100;4;16;50;14;13;2;100;13;21;38;24;4;100;8;9;17;62;4;100;18;21;24;35;2;100;8;8;4;28;7;9;33;3
209;Huishoudensgrootte: 5 of meer personen;2017;31;49;20;51;46;14;22;24;100;11;51;23;8;4;3;100;8;47;31;7;3;4;100;6;27;48;14;5;1;100;5;30;51;11;2;3;100;36;49;11;4;100;14;36;18;27;1;4;100;26;36;8;21;2;7;100;3;9;21;55;10;3;100;5;7;25;48;11;4;100;20;44;24;9;4;100;2;37;39;15;7;100;5;14;51;12;14;3;100;12;23;37;25;3;100;5;8;19;66;2;100;15;23;26;34;2;100;10;6;5;28;5;6;36;4
210;Huishoudensgrootte: 5 of meer personen;2018 1e kwartaal;36;58;20;59;58;9;22;31;100;14;51;27;5;1;2;100;12;50;29;4;1;5;100;5;25;49;16;5;0;100;3;29;56;9;1;3;100;40;46;9;5;100;13;49;16;19;1;3;100;26;42;4;22;1;4;100;1;13;20;53;10;3;100;4;5;29;49;10;4;100;17;44;24;11;5;100;4;43;34;12;7;100;5;20;47;14;7;7;100;14;28;35;20;3;100;9;6;24;59;2;100;16;27;27;28;2;100;8;8;2;33;7;6;31;6
211;Huishoudensgrootte: 5 of meer personen;2018 2e kwartaal;36;53;25;58;47;13;34;27;100;13;54;23;8;1;3;100;3;53;32;7;2;3;100;3;29;47;15;4;2;100;2;37;53;5;1;3;100;33;56;6;6;100;25;42;16;15;0;3;100;28;38;10;17;2;5;100;1;7;26;57;6;3;100;2;9;29;44;10;7;100;19;42;29;5;6;100;3;43;39;8;7;100;3;18;49;16;10;4;100;9;29;36;22;4;100;6;6;21;64;2;100;19;24;29;27;2;100;10;7;5;23;8;6;37;4
212;Huishoudensgrootte: 5 of meer personen;2018 3e kwartaal;33;52;21;67;37;17;23;23;100;16;56;20;3;2;4;100;7;38;43;7;1;5;100;6;28;47;11;6;2;100;3;27;60;6;1;4;100;35;49;11;5;100;26;47;8;13;0;5;100;27;43;5;17;1;7;100;1;7;21;56;13;3;100;5;7;25;47;10;6;100;19;45;22;8;5;100;4;45;36;7;8;100;3;13;53;13;15;4;100;13;24;33;28;3;100;5;7;23;63;2;100;13;29;21;34;4;100;7;5;6;30;4;7;36;6
213;Huishoudensgrootte: 5 of meer personen;2018 4e kwartaal;22;32;15;43;21;14;13;19;100;8;47;33;8;4;1;100;3;38;36;15;5;4;100;6;28;45;15;5;1;100;3;29;48;16;2;3;100;32;51;14;3;100;28;43;17;12;0;2;100;34;40;8;14;0;4;100;0;9;34;50;4;4;100;4;7;27;49;9;5;100;22;40;19;15;4;100;6;45;34;10;5;100;7;15;48;13;14;3;100;11;22;38;24;5;100;4;8;25;62;1;100;21;22;27;30;1;100;6;8;5;35;4;3;38;1
214;Huishoudensgrootte: 5 of meer personen;2018;32;49;20;57;41;13;23;25;100;13;52;26;6;2;2;100;6;45;35;8;2;4;100;5;28;47;14;5;1;100;3;30;54;9;1;3;100;35;50;10;5;100;23;45;14;15;0;3;100;29;41;7;18;1;5;100;1;9;25;54;8;3;100;4;7;28;47;10;5;100;19;43;23;10;5;100;5;44;36;9;7;100;4;17;49;14;12;5;100;12;25;36;23;4;100;6;7;23;62;2;100;17;26;26;30;2;100;8;7;4;31;6;5;35;4
215;Huishoudensgrootte: 5 of meer personen;2019 1e kwartaal;9;7;10;14;0;11;14;4;100;6;32;32;19;6;5;100;7;23;37;22;8;3;100;9;27;38;20;5;1;100;6;25;52;13;4;0;100;21;55;17;6;100;26;48;16;8;1;1;100;40;34;11;14;1;0;100;3;15;41;35;3;3;100;4;9;25;45;12;6;100;22;34;27;11;6;100;6;44;37;11;3;100;5;14;44;17;12;9;100;12;19;32;33;4;100;5;10;27;58;1;100;15;27;24;32;2;100;7;7;5;31;7;6;34;3
216;Huishoudensgrootte: 5 of meer personen;2019 2e kwartaal;10;8;11;16;1;11;13;9;100;4;35;38;20;3;1;100;3;23;45;22;3;3;100;6;29;40;18;6;0;100;2;25;58;11;3;1;100;29;49;19;3;100;37;43;14;6;0;1;100;15;43;16;19;1;6;100;2;15;32;45;4;2;100;5;9;26;49;9;3;100;19;44;25;9;3;100;4;47;34;10;5;100;8;17;48;15;11;1;100;8;23;39;29;2;100;5;7;21;61;5;100;16;22;30;28;5;100;8;6;7;25;5;4;41;3
217;Huishoudensgrootte: 5 of meer personen;2019 3e kwartaal;14;13;14;26;-1;14;16;13;100;5;37;38;12;4;4;100;3;25;39;25;4;5;100;6;29;44;17;4;0;100;3;22;64;7;2;2;100;28;53;15;4;100;40;42;14;4;0;1;100;19;42;15;16;3;5;100;1;14;38;41;2;5;100;1;8;20;57;9;5;100;19;46;27;5;4;100;4;44;36;10;7;100;4;12;51;19;11;3;100;9;29;36;24;3;100;3;4;22;67;3;100;13;28;24;34;1;100;8;4;3;27;5;3;46;5
218;Huishoudensgrootte: 5 of meer personen;2019 4e kwartaal;2;-9;10;6;-23;9;16;4;100;4;27;39;19;7;5;100;3;17;33;34;9;5;100;7;25;43;18;5;1;100;8;22;54;12;2;3;100;23;55;19;2;100;30;39;20;12;0;1;100;25;44;7;17;2;5;100;10;24;40;20;3;3;100;2;8;27;46;13;4;100;22;37;27;11;4;100;5;31;43;16;6;100;5;15;49;16;13;3;100;14;24;39;22;2;100;5;9;21;64;2;100;11;27;23;36;3;100;9;7;4;28;5;7;36;5
219;Huishoudensgrootte: 5 of meer personen;2019;9;5;11;15;-6;11;15;7;100;5;33;37;17;5;4;100;4;22;39;26;6;4;100;7;28;41;18;5;1;100;5;23;57;11;3;2;100;25;53;18;4;100;33;43;16;7;0;1;100;25;41;12;17;2;4;100;4;17;38;35;3;3;100;3;9;24;49;11;4;100;20;40;26;9;4;100;5;42;37;12;5;100;5;15;48;17;12;4;100;11;24;36;27;3;100;5;8;23;63;3;100;14;26;25;33;3;100;8;6;5;28;5;5;39;4
220;Huishoudensgrootte: 5 of meer personen;2020 1e kwartaal;4;-7;11;12;-26;9;20;5;100;4;31;38;14;8;5;100;6;12;34;31;13;4;100;7;26;41;19;6;1;100;3;30;52;8;4;3;100;23;53;18;6;100;31;45;12;11;0;2;100;28;44;9;11;4;5;100;5;28;41;20;2;4;100;5;6;19;49;15;6;100;18;49;20;10;3;100;3;34;37;20;6;100;6;15;47;16;11;5;100;11;26;27;30;7;100;6;6;18;68;2;100;19;22;20;35;5;100;7;4;6;30;6;6;37;4
