ID;TypeZorgwoonruimte;RegioS;Perioden;Zorgwoonruimte_1
1535;"Klein pand; totaal";Noord-Friesland (CR);2024;535
1536;"Klein pand; totaal";Zuidwest-Friesland (CR);2017;130
1537;"Klein pand; totaal";Zuidwest-Friesland (CR);2018;175
1538;"Klein pand; totaal";Zuidwest-Friesland (CR);2019;165
1539;"Klein pand; totaal";Zuidwest-Friesland (CR);2020;180
1540;"Klein pand; totaal";Zuidwest-Friesland (CR);2021;180
1541;"Klein pand; totaal";Zuidwest-Friesland (CR);2022;230
1542;"Klein pand; totaal";Zuidwest-Friesland (CR);2023;245
1543;"Klein pand; totaal";Zuidwest-Friesland (CR);2024;255
1544;"Klein pand; totaal";Zuidoost-Friesland (CR);2017;380
1545;"Klein pand; totaal";Zuidoost-Friesland (CR);2018;570
1546;"Klein pand; totaal";Zuidoost-Friesland (CR);2019;455
1547;"Klein pand; totaal";Zuidoost-Friesland (CR);2020;525
1548;"Klein pand; totaal";Zuidoost-Friesland (CR);2021;550
1549;"Klein pand; totaal";Zuidoost-Friesland (CR);2022;490
1550;"Klein pand; totaal";Zuidoost-Friesland (CR);2023;480
1551;"Klein pand; totaal";Zuidoost-Friesland (CR);2024;505
1552;"Klein pand; totaal";Noord-Drenthe (CR);2017;605
1553;"Klein pand; totaal";Noord-Drenthe (CR);2018;655
1554;"Klein pand; totaal";Noord-Drenthe (CR);2019;590
1555;"Klein pand; totaal";Noord-Drenthe (CR);2020;555
1556;"Klein pand; totaal";Noord-Drenthe (CR);2021;550
1557;"Klein pand; totaal";Noord-Drenthe (CR);2022;560
1558;"Klein pand; totaal";Noord-Drenthe (CR);2023;605
1559;"Klein pand; totaal";Noord-Drenthe (CR);2024;610
1560;"Klein pand; totaal";Zuidoost-Drenthe (CR);2017;165
1561;"Klein pand; totaal";Zuidoost-Drenthe (CR);2018;170
1562;"Klein pand; totaal";Zuidoost-Drenthe (CR);2019;240
1563;"Klein pand; totaal";Zuidoost-Drenthe (CR);2020;255
1564;"Klein pand; totaal";Zuidoost-Drenthe (CR);2021;345
1565;"Klein pand; totaal";Zuidoost-Drenthe (CR);2022;280
1566;"Klein pand; totaal";Zuidoost-Drenthe (CR);2023;235
1567;"Klein pand; totaal";Zuidoost-Drenthe (CR);2024;370
1568;"Klein pand; totaal";Zuidwest-Drenthe (CR);2017;415
1569;"Klein pand; totaal";Zuidwest-Drenthe (CR);2018;610
1570;"Klein pand; totaal";Zuidwest-Drenthe (CR);2019;425
1571;"Klein pand; totaal";Zuidwest-Drenthe (CR);2020;365
1572;"Klein pand; totaal";Zuidwest-Drenthe (CR);2021;455
1573;"Klein pand; totaal";Zuidwest-Drenthe (CR);2022;330
1574;"Klein pand; totaal";Zuidwest-Drenthe (CR);2023;395
1575;"Klein pand; totaal";Zuidwest-Drenthe (CR);2024;325
1576;"Klein pand; totaal";Noord-Overijssel (CR);2017;730
1577;"Klein pand; totaal";Noord-Overijssel (CR);2018;730
1578;"Klein pand; totaal";Noord-Overijssel (CR);2019;725
1579;"Klein pand; totaal";Noord-Overijssel (CR);2020;680
1580;"Klein pand; totaal";Noord-Overijssel (CR);2021;735
1581;"Klein pand; totaal";Noord-Overijssel (CR);2022;800
1582;"Klein pand; totaal";Noord-Overijssel (CR);2023;750
1583;"Klein pand; totaal";Noord-Overijssel (CR);2024;740
1584;"Klein pand; totaal";Zuidwest-Overijssel (CR);2017;375
1585;"Klein pand; totaal";Zuidwest-Overijssel (CR);2018;330
1586;"Klein pand; totaal";Zuidwest-Overijssel (CR);2019;355
1587;"Klein pand; totaal";Zuidwest-Overijssel (CR);2020;310
1588;"Klein pand; totaal";Zuidwest-Overijssel (CR);2021;290
1589;"Klein pand; totaal";Zuidwest-Overijssel (CR);2022;295
1590;"Klein pand; totaal";Zuidwest-Overijssel (CR);2023;370
1591;"Klein pand; totaal";Zuidwest-Overijssel (CR);2024;310
1592;"Klein pand; totaal";Twente (CR);2017;1350
1593;"Klein pand; totaal";Twente (CR);2018;1460
1594;"Klein pand; totaal";Twente (CR);2019;1395
1595;"Klein pand; totaal";Twente (CR);2020;1465
1596;"Klein pand; totaal";Twente (CR);2021;1525
1597;"Klein pand; totaal";Twente (CR);2022;1580
1598;"Klein pand; totaal";Twente (CR);2023;1595
1599;"Klein pand; totaal";Twente (CR);2024;1585
1600;"Klein pand; totaal";Veluwe (CR);2017;1000
1601;"Klein pand; totaal";Veluwe (CR);2018;995
1602;"Klein pand; totaal";Veluwe (CR);2019;1260
1603;"Klein pand; totaal";Veluwe (CR);2020;1135
1604;"Klein pand; totaal";Veluwe (CR);2021;1175
1605;"Klein pand; totaal";Veluwe (CR);2022;1185
1606;"Klein pand; totaal";Veluwe (CR);2023;1235
1607;"Klein pand; totaal";Veluwe (CR);2024;1225
1608;"Klein pand; totaal";Achterhoek (CR);2017;1210
1609;"Klein pand; totaal";Achterhoek (CR);2018;1230
1610;"Klein pand; totaal";Achterhoek (CR);2019;1390
1611;"Klein pand; totaal";Achterhoek (CR);2020;1265
1612;"Klein pand; totaal";Achterhoek (CR);2021;1210
1613;"Klein pand; totaal";Achterhoek (CR);2022;1490
1614;"Klein pand; totaal";Achterhoek (CR);2023;1340
1615;"Klein pand; totaal";Achterhoek (CR);2024;1275
1616;"Klein pand; totaal";Arnhem/Nijmegen (CR);2017;1150
1617;"Klein pand; totaal";Arnhem/Nijmegen (CR);2018;1130
1618;"Klein pand; totaal";Arnhem/Nijmegen (CR);2019;1280
1619;"Klein pand; totaal";Arnhem/Nijmegen (CR);2020;1415
1620;"Klein pand; totaal";Arnhem/Nijmegen (CR);2021;1255
1621;"Klein pand; totaal";Arnhem/Nijmegen (CR);2022;1335
1622;"Klein pand; totaal";Arnhem/Nijmegen (CR);2023;1380
1623;"Klein pand; totaal";Arnhem/Nijmegen (CR);2024;1470
1624;"Klein pand; totaal";Zuidwest-Gelderland (CR);2017;265
1625;"Klein pand; totaal";Zuidwest-Gelderland (CR);2018;295
1626;"Klein pand; totaal";Zuidwest-Gelderland (CR);2019;290
1627;"Klein pand; totaal";Zuidwest-Gelderland (CR);2020;315
1628;"Klein pand; totaal";Zuidwest-Gelderland (CR);2021;360
1629;"Klein pand; totaal";Zuidwest-Gelderland (CR);2022;370
1630;"Klein pand; totaal";Zuidwest-Gelderland (CR);2023;335
1631;"Klein pand; totaal";Zuidwest-Gelderland (CR);2024;355
1632;"Klein pand; totaal";Utrecht (CR);2017;1390
1633;"Klein pand; totaal";Utrecht (CR);2018;1385
1634;"Klein pand; totaal";Utrecht (CR);2019;1525
1635;"Klein pand; totaal";Utrecht (CR);2020;1605
1636;"Klein pand; totaal";Utrecht (CR);2021;1520
1637;"Klein pand; totaal";Utrecht (CR);2022;1595
1638;"Klein pand; totaal";Utrecht (CR);2023;1650
1639;"Klein pand; totaal";Utrecht (CR);2024;1695
1640;"Klein pand; totaal";Kop van Noord-Holland (CR);2017;605
1641;"Klein pand; totaal";Kop van Noord-Holland (CR);2018;575
1642;"Klein pand; totaal";Kop van Noord-Holland (CR);2019;655
1643;"Klein pand; totaal";Kop van Noord-Holland (CR);2020;715
1644;"Klein pand; totaal";Kop van Noord-Holland (CR);2021;715
1645;"Klein pand; totaal";Kop van Noord-Holland (CR);2022;695
1646;"Klein pand; totaal";Kop van Noord-Holland (CR);2023;690
1647;"Klein pand; totaal";Kop van Noord-Holland (CR);2024;710
1648;"Klein pand; totaal";Alkmaar en omgeving (CR);2017;510
1649;"Klein pand; totaal";Alkmaar en omgeving (CR);2018;460
1650;"Klein pand; totaal";Alkmaar en omgeving (CR);2019;470
1651;"Klein pand; totaal";Alkmaar en omgeving (CR);2020;430
1652;"Klein pand; totaal";Alkmaar en omgeving (CR);2021;470
1653;"Klein pand; totaal";Alkmaar en omgeving (CR);2022;525
1654;"Klein pand; totaal";Alkmaar en omgeving (CR);2023;535
1655;"Klein pand; totaal";Alkmaar en omgeving (CR);2024;530
1656;"Klein pand; totaal";IJmond (CR);2017;220
1657;"Klein pand; totaal";IJmond (CR);2018;165
1658;"Klein pand; totaal";IJmond (CR);2019;205
1659;"Klein pand; totaal";IJmond (CR);2020;235
1660;"Klein pand; totaal";IJmond (CR);2021;255
1661;"Klein pand; totaal";IJmond (CR);2022;250
1662;"Klein pand; totaal";IJmond (CR);2023;280
1663;"Klein pand; totaal";IJmond (CR);2024;270
1664;"Klein pand; totaal";Agglomeratie Haarlem (CR);2017;295
1665;"Klein pand; totaal";Agglomeratie Haarlem (CR);2018;250
1666;"Klein pand; totaal";Agglomeratie Haarlem (CR);2019;290
1667;"Klein pand; totaal";Agglomeratie Haarlem (CR);2020;290
1668;"Klein pand; totaal";Agglomeratie Haarlem (CR);2021;300
1669;"Klein pand; totaal";Agglomeratie Haarlem (CR);2022;255
1670;"Klein pand; totaal";Agglomeratie Haarlem (CR);2023;335
1671;"Klein pand; totaal";Agglomeratie Haarlem (CR);2024;295
1672;"Klein pand; totaal";Zaanstreek (CR);2017;135
1673;"Klein pand; totaal";Zaanstreek (CR);2018;170
1674;"Klein pand; totaal";Zaanstreek (CR);2019;190
1675;"Klein pand; totaal";Zaanstreek (CR);2020;170
1676;"Klein pand; totaal";Zaanstreek (CR);2021;180
1677;"Klein pand; totaal";Zaanstreek (CR);2022;145
1678;"Klein pand; totaal";Zaanstreek (CR);2023;165
1679;"Klein pand; totaal";Zaanstreek (CR);2024;150
1680;"Klein pand; totaal";Groot-Amsterdam (CR);2017;755
1681;"Klein pand; totaal";Groot-Amsterdam (CR);2018;785
1682;"Klein pand; totaal";Groot-Amsterdam (CR);2019;880
1683;"Klein pand; totaal";Groot-Amsterdam (CR);2020;1090
1684;"Klein pand; totaal";Groot-Amsterdam (CR);2021;1065
1685;"Klein pand; totaal";Groot-Amsterdam (CR);2022;985
1686;"Klein pand; totaal";Groot-Amsterdam (CR);2023;965
1687;"Klein pand; totaal";Groot-Amsterdam (CR);2024;950
1688;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2017;250
1689;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2018;240
1690;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2019;270
1691;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2020;340
1692;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2021;235
1693;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2022;300
1694;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2023;285
1695;"Klein pand; totaal";Het Gooi en Vechtstreek (CR);2024;265
1696;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2017;445
1697;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2018;435
1698;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2019;455
1699;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2020;560
1700;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2021;575
1701;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2022;450
1702;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2023;535
1703;"Klein pand; totaal";Agglomeratie Leiden en Bollenstreek (CR);2024;455
1704;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2017;590
1705;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2018;770
1706;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2019;640
1707;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2020;600
1708;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2021;800
1709;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2022;1075
1710;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2023;635
1711;"Klein pand; totaal";Agglomeratie 's-Gravenhage (CR);2024;660
1712;"Klein pand; totaal";Delft en Westland (CR);2017;150
1713;"Klein pand; totaal";Delft en Westland (CR);2018;165
1714;"Klein pand; totaal";Delft en Westland (CR);2019;155
1715;"Klein pand; totaal";Delft en Westland (CR);2020;155
1716;"Klein pand; totaal";Delft en Westland (CR);2021;135
1717;"Klein pand; totaal";Delft en Westland (CR);2022;150
1718;"Klein pand; totaal";Delft en Westland (CR);2023;135
1719;"Klein pand; totaal";Delft en Westland (CR);2024;170
1720;"Klein pand; totaal";Oost-Zuid-Holland (CR);2017;290
1721;"Klein pand; totaal";Oost-Zuid-Holland (CR);2018;245
1722;"Klein pand; totaal";Oost-Zuid-Holland (CR);2019;285
1723;"Klein pand; totaal";Oost-Zuid-Holland (CR);2020;360
1724;"Klein pand; totaal";Oost-Zuid-Holland (CR);2021;320
1725;"Klein pand; totaal";Oost-Zuid-Holland (CR);2022;275
1726;"Klein pand; totaal";Oost-Zuid-Holland (CR);2023;315
1727;"Klein pand; totaal";Oost-Zuid-Holland (CR);2024;355
1728;"Klein pand; totaal";Groot-Rijnmond (CR);2017;1280
1729;"Klein pand; totaal";Groot-Rijnmond (CR);2018;1545
1730;"Klein pand; totaal";Groot-Rijnmond (CR);2019;1305
1731;"Klein pand; totaal";Groot-Rijnmond (CR);2020;1265
1732;"Klein pand; totaal";Groot-Rijnmond (CR);2021;1260
1733;"Klein pand; totaal";Groot-Rijnmond (CR);2022;1290
1734;"Klein pand; totaal";Groot-Rijnmond (CR);2023;1435
1735;"Klein pand; totaal";Groot-Rijnmond (CR);2024;1390
1736;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2017;435
1737;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2018;490
1738;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2019;465
1739;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2020;510
1740;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2021;505
1741;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2022;565
1742;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2023;485
1743;"Klein pand; totaal";Zuidoost-Zuid-Holland (CR);2024;505
1744;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2017;130
1745;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2018;130
1746;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2019;145
1747;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2020;195
1748;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2021;175
1749;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2022;205
1750;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2023;150
1751;"Klein pand; totaal";Zeeuwsch-Vlaanderen (CR);2024;185
1752;"Klein pand; totaal";Overig Zeeland (CR);2017;400
1753;"Klein pand; totaal";Overig Zeeland (CR);2018;425
1754;"Klein pand; totaal";Overig Zeeland (CR);2019;420
1755;"Klein pand; totaal";Overig Zeeland (CR);2020;400
1756;"Klein pand; totaal";Overig Zeeland (CR);2021;400
1757;"Klein pand; totaal";Overig Zeeland (CR);2022;420
1758;"Klein pand; totaal";Overig Zeeland (CR);2023;390
1759;"Klein pand; totaal";Overig Zeeland (CR);2024;420
1760;"Klein pand; totaal";West-Noord-Brabant (CR);2017;1130
1761;"Klein pand; totaal";West-Noord-Brabant (CR);2018;1145
1762;"Klein pand; totaal";West-Noord-Brabant (CR);2019;1120
1763;"Klein pand; totaal";West-Noord-Brabant (CR);2020;1200
1764;"Klein pand; totaal";West-Noord-Brabant (CR);2021;1165
1765;"Klein pand; totaal";West-Noord-Brabant (CR);2022;1165
1766;"Klein pand; totaal";West-Noord-Brabant (CR);2023;1160
1767;"Klein pand; totaal";West-Noord-Brabant (CR);2024;1130
1768;"Klein pand; totaal";Midden-Noord-Brabant (CR);2017;1105
1769;"Klein pand; totaal";Midden-Noord-Brabant (CR);2018;1145
1770;"Klein pand; totaal";Midden-Noord-Brabant (CR);2019;1040
1771;"Klein pand; totaal";Midden-Noord-Brabant (CR);2020;1070
1772;"Klein pand; totaal";Midden-Noord-Brabant (CR);2021;1055
1773;"Klein pand; totaal";Midden-Noord-Brabant (CR);2022;1135
1774;"Klein pand; totaal";Midden-Noord-Brabant (CR);2023;1170
1775;"Klein pand; totaal";Midden-Noord-Brabant (CR);2024;1205
1776;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2017;885
1777;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2018;995
1778;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2019;1045
1779;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2020;1115
1780;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2021;1195
1781;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2022;1020
1782;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2023;1035
1783;"Klein pand; totaal";Noordoost-Noord-Brabant (CR);2024;1070
1784;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2017;985
1785;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2018;830
1786;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2019;775
1787;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2020;825
1788;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2021;840
1789;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2022;905
1790;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2023;910
1791;"Klein pand; totaal";Zuidoost-Noord-Brabant (CR);2024;900
1792;"Klein pand; totaal";Noord-Limburg (CR);2017;565
1793;"Klein pand; totaal";Noord-Limburg (CR);2018;555
1794;"Klein pand; totaal";Noord-Limburg (CR);2019;600
1795;"Klein pand; totaal";Noord-Limburg (CR);2020;615
1796;"Klein pand; totaal";Noord-Limburg (CR);2021;600
1797;"Klein pand; totaal";Noord-Limburg (CR);2022;620
1798;"Klein pand; totaal";Noord-Limburg (CR);2023;635
1799;"Klein pand; totaal";Noord-Limburg (CR);2024;615
1800;"Klein pand; totaal";Midden-Limburg (CR);2017;490
1801;"Klein pand; totaal";Midden-Limburg (CR);2018;510
1802;"Klein pand; totaal";Midden-Limburg (CR);2019;455
1803;"Klein pand; totaal";Midden-Limburg (CR);2020;430
1804;"Klein pand; totaal";Midden-Limburg (CR);2021;435
1805;"Klein pand; totaal";Midden-Limburg (CR);2022;440
1806;"Klein pand; totaal";Midden-Limburg (CR);2023;445
1807;"Klein pand; totaal";Midden-Limburg (CR);2024;535
1808;"Klein pand; totaal";Zuid-Limburg (CR);2017;720
1809;"Klein pand; totaal";Zuid-Limburg (CR);2018;775
1810;"Klein pand; totaal";Zuid-Limburg (CR);2019;780
1811;"Klein pand; totaal";Zuid-Limburg (CR);2020;805
1812;"Klein pand; totaal";Zuid-Limburg (CR);2021;890
1813;"Klein pand; totaal";Zuid-Limburg (CR);2022;1005
1814;"Klein pand; totaal";Zuid-Limburg (CR);2023;945
1815;"Klein pand; totaal";Zuid-Limburg (CR);2024;1020
1816;"Klein pand; totaal";Flevoland (CR);2017;520
1817;"Klein pand; totaal";Flevoland (CR);2018;525
1818;"Klein pand; totaal";Flevoland (CR);2019;520
1819;"Klein pand; totaal";Flevoland (CR);2020;450
1820;"Klein pand; totaal";Flevoland (CR);2021;485
1821;"Klein pand; totaal";Flevoland (CR);2022;555
1822;"Klein pand; totaal";Flevoland (CR);2023;575
1823;"Klein pand; totaal";Flevoland (CR);2024;590
1824;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2017;17870
1825;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2018;18700
1826;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2019;19005
1827;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2020;19710
1828;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2021;19940
1829;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2022;20720
1830;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2023;20450
1831;"Klein pand; voornamelijk zorgwoonruimten";Nederland;2024;20580
1832;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2017;2535
1833;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2018;2680
1834;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2019;2535
1835;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2020;2580
1836;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2021;2795
1837;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2022;2845
1838;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2023;2775
1839;"Klein pand; voornamelijk zorgwoonruimten";Noord-Nederland (LD);2024;2740
1840;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2017;5050
1841;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2018;5260
1842;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2019;5655
1843;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2020;5660
1844;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2021;5590
1845;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2022;5950
1846;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2023;6040
1847;"Klein pand; voornamelijk zorgwoonruimten";Oost-Nederland (LD);2024;6095
1848;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2017;5620
1849;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2018;5965
1850;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2019;6185
1851;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2020;6505
1852;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2021;6565
1853;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2022;6885
1854;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2023;6530
1855;"Klein pand; voornamelijk zorgwoonruimten";West-Nederland (LD);2024;6550
1856;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2017;4665
1857;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2018;4795
1858;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2019;4635
1859;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2020;4965
1860;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2021;4990
1861;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2022;5040
1862;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2023;5105
1863;"Klein pand; voornamelijk zorgwoonruimten";Zuid-Nederland (LD);2024;5195
1864;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2017;750
1865;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2018;645
1866;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2019;740
1867;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2020;765
1868;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2021;840
1869;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2022;870
1870;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2023;765
1871;"Klein pand; voornamelijk zorgwoonruimten";Groningen (PV);2024;735
1872;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2017;790
1873;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2018;830
1874;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2019;745
1875;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2020;840
1876;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2021;875
1877;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2022;955
1878;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2023;935
1879;"Klein pand; voornamelijk zorgwoonruimten";Fryslân (PV);2024;985
1880;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2017;995
1881;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2018;1210
1882;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2019;1050
1883;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2020;975
1884;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2021;1085
1885;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2022;1020
1886;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2023;1075
1887;"Klein pand; voornamelijk zorgwoonruimten";Drenthe (PV);2024;1020
1888;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2017;1825
1889;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2018;1980
1890;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2019;2030
1891;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2020;1960
1892;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2021;2015
1893;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2022;2145
1894;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2023;2120
1895;"Klein pand; voornamelijk zorgwoonruimten";Overijssel (PV);2024;2095
1896;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2017;435
1897;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2018;440
1898;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2019;325
1899;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2020;360
1900;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2021;370
1901;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2022;400
1902;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2023;460
1903;"Klein pand; voornamelijk zorgwoonruimten";Flevoland (PV);2024;435
1904;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2017;2795
1905;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2018;2840
1906;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2019;3305
1907;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2020;3335
1908;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2021;3205
1909;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2022;3410
1910;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2023;3460
1911;"Klein pand; voornamelijk zorgwoonruimten";Gelderland (PV);2024;3560
1912;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2017;1190
1913;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2018;1125
1914;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2019;1245
1915;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2020;1315
1916;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2021;1280
1917;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2022;1340
1918;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2023;1310
1919;"Klein pand; voornamelijk zorgwoonruimten";Utrecht (PV);2024;1350
1920;"Klein pand; voornamelijk zorgwoonruimten";Noord-Holland (PV);2017;1835
1921;"Klein pand; voornamelijk zorgwoonruimten";Noord-Holland (PV);2018;1725
1922;"Klein pand; voornamelijk zorgwoonruimten";Noord-Holland (PV);2019;1975
1923;"Klein pand; voornamelijk zorgwoonruimten";Noord-Holland (PV);2020;2130
1924;"Klein pand; voornamelijk zorgwoonruimten";Noord-Holland (PV);2021;2030
1925;"Klein pand; voornamelijk zorgwoonruimten";Noord-Holland (PV);2022;2085
