ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;PositieInHuishouden;Perioden;Emigranten_1
1590;Totaal mannen en vrouwen;25 tot 35 jaar;(School)kind  of student;Overig lid huishouden;2006;0.1
1591;Totaal mannen en vrouwen;25 tot 35 jaar;(School)kind  of student;Overig lid huishouden;2007;0.1
1592;Totaal mannen en vrouwen;25 tot 35 jaar;(School)kind  of student;Overig lid huishouden;2008;0.1
1593;Totaal mannen en vrouwen;25 tot 35 jaar;(School)kind  of student;Overig lid huishouden;2009;0.1
1594;Totaal mannen en vrouwen;25 tot 35 jaar;(School)kind  of student;Overig lid huishouden;2010;0.2
1595;Totaal mannen en vrouwen;25 tot 35 jaar;(School)kind  of student;Overig lid huishouden;2011;0.2
1596;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2000;12.9
1597;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2001;12.7
1598;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2002;15.9
1599;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2003;17.3
1600;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2004;18.0
1601;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2005;18.6
1602;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2006;20.9
1603;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2007;18.7
1604;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2008;18.1
1605;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2009;19.7
1606;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2010;20.6
1607;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Persoon in particulier huishouden;2011;22.3
1608;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2000;5.4
1609;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2001;5.4
1610;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2002;7.6
1611;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2003;7.9
1612;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2004;8.8
1613;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2005;8.8
1614;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2006;10.1
1615;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2007;9.1
1616;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2008;9.0
1617;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2009;10.4
1618;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2010;11.1
1619;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Alleenstaande;2011;10.7
1620;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2000;1.4
1621;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2001;1.4
1622;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2002;1.4
1623;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2003;1.5
1624;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2004;1.5
1625;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2005;2.0
1626;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2006;2.3
1627;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2007;1.9
1628;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2008;1.7
1629;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2009;1.7
1630;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2010;1.7
1631;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Thuiswonend kind;2011;3.5
1632;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2000;0.3
1633;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2001;0.3
1634;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2002;0.4
1635;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2003;0.5
1636;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2004;0.5
1637;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2005;0.5
1638;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2006;0.5
1639;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2007;0.4
1640;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2008;0.4
1641;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2009;0.4
1642;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2010;0.4
1643;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Ouder in eenouderhuishouden;2011;0.4
1644;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2000;2.2
1645;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2001;2.1
1646;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2002;2.2
1647;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2003;2.3
1648;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2004;2.4
1649;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2005;2.5
1650;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2006;2.5
1651;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2007;2.2
1652;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2008;2.1
1653;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2009;2.0
1654;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2010;2.0
1655;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar met kind(eren);2011;2.2
1656;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2000;2.4
1657;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2001;2.4
1658;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2002;2.9
1659;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2003;2.9
1660;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2004;3.2
1661;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2005;3.2
1662;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2006;3.6
1663;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2007;3.2
1664;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2008;3.1
1665;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2009;3.2
1666;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2010;3.3
1667;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Partner in paar, geen kind(eren);2011;3.4
1668;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2000;1.2
1669;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2001;1.2
1670;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2002;1.4
1671;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2003;2.2
1672;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2004;1.6
1673;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2005;1.5
1674;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2006;1.9
1675;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2007;1.8
1676;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2008;1.8
1677;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2009;2.1
1678;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2010;2.0
1679;Totaal mannen en vrouwen;25 tot 35 jaar;Overige (zonder inkomen);Overig lid huishouden;2011;2.2
1680;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2000;15.4
1681;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2001;16.5
1682;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2002;18.7
1683;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2003;20.0
1684;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2004;21.6
1685;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2005;23.9
1686;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2006;26.5
1687;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2007;25.6
1688;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2008;24.3
1689;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2009;22.4
1690;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2010;23.0
1691;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Persoon in particulier huishouden;2011;23.3
1692;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2000;4.9
1693;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2001;5.2
1694;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2002;6.2
1695;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2003;6.6
1696;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2004;7.5
1697;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2005;7.8
1698;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2006;8.9
1699;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2007;8.7
1700;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2008;8.7
1701;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2009;8.5
1702;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2010;9.0
1703;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Alleenstaande;2011;8.4
1704;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2000;0.5
1705;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2001;0.6
1706;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2002;0.6
1707;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2003;0.7
1708;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2004;0.7
1709;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2005;1.0
1710;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2006;1.1
1711;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2007;1.0
1712;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2008;1.0
1713;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2009;1.0
1714;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2010;1.0
1715;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Thuiswonend kind;2011;2.2
1716;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2000;0.7
1717;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2001;0.8
1718;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2002;0.9
1719;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2003;1.0
1720;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2004;1.1
1721;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2005;1.2
1722;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2006;1.3
1723;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2007;1.2
1724;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2008;1.2
1725;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2009;1.0
1726;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2010;1.0
1727;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Ouder in eenouderhuishouden;2011;0.9
1728;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2000;5.8
1729;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2001;6.1
1730;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2002;6.5
1731;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2003;6.7
1732;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2004;7.2
1733;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2005;8.5
1734;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2006;9.1
1735;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2007;8.7
1736;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2008;7.7
1737;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2009;6.6
1738;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2010;6.7
1739;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar met kind(eren);2011;6.4
1740;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2000;2.6
1741;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2001;2.9
1742;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2002;3.3
1743;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2003;3.3
1744;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2004;3.6
1745;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2005;4.0
1746;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2006;4.5
1747;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2007;4.3
1748;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2008;4.1
1749;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2009;3.5
1750;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2010;3.6
1751;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Partner in paar, geen kind(eren);2011;3.5
1752;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2000;1.0
1753;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2001;1.1
1754;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2002;1.2
1755;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2003;1.9
1756;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2004;1.5
1757;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2005;1.4
1758;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2006;1.5
1759;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2007;1.7
1760;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2008;1.6
1761;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2009;1.8
1762;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2010;1.7
1763;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal;Overig lid huishouden;2011;1.8
1764;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2000;6.2
1765;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2001;6.9
1766;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2002;7.5
1767;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2003;7.5
1768;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2004;7.8
1769;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2005;8.9
1770;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2006;9.7
1771;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2007;10.2
1772;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2008;9.9
1773;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2009;8.0
1774;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2010;8.2
1775;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Persoon in particulier huishouden;2011;8.2
1776;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2000;1.8
1777;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2001;1.9
1778;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2002;2.0
1779;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2003;2.1
1780;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2004;2.3
1781;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2005;2.4
1782;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2006;2.7
1783;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2007;2.9
1784;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2008;3.0
1785;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2009;2.8
1786;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2010;2.8
1787;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Alleenstaande;2011;2.9
1788;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2000;0.2
1789;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2001;0.2
1790;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2002;0.2
1791;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2003;0.2
1792;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2004;0.2
1793;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2005;0.3
1794;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2006;0.3
1795;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2007;0.3
1796;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2008;0.4
1797;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2009;0.3
1798;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2010;0.3
1799;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Thuiswonend kind;2011;0.3
1800;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2000;0.2
1801;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2001;0.2
1802;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2002;0.2
1803;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2003;0.3
1804;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2004;0.3
1805;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2005;0.3
1806;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2006;0.3
1807;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2007;0.4
1808;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2008;0.4
1809;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2009;0.3
1810;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2010;0.3
1811;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Ouder in eenouderhuishouden;2011;0.3
1812;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2000;2.7
1813;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2001;3.0
1814;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2002;3.2
1815;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2003;3.1
1816;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2004;3.2
1817;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2005;4.0
1818;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2006;4.1
1819;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2007;4.3
1820;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2008;3.8
1821;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2009;2.9
1822;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2010;3.0
1823;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar met kind(eren);2011;3.0
1824;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2000;1.2
1825;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2001;1.4
1826;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2002;1.6
1827;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2003;1.5
1828;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2004;1.5
1829;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2005;1.7
1830;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2006;1.9
1831;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2007;2.0
1832;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2008;1.9
1833;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2009;1.4
1834;Totaal mannen en vrouwen;35 tot 45 jaar;Werknemer en zelfstandige;Partner in paar, geen kind(eren);2010;1.4
