ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
4010;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2017;11
4011;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2018;11
4012;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2019;11
4013;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2020;15
4014;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2021;13
4015;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2022;12
4016;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2023;14
4017;Total male and female;5 to 9 years;Central and  South America;St. Eustatius;2024;15
4018;Total male and female;5 to 9 years;Central and  South America;Saba;2011;18
4019;Total male and female;5 to 9 years;Central and  South America;Saba;2012;17
4020;Total male and female;5 to 9 years;Central and  South America;Saba;2013;11
4021;Total male and female;5 to 9 years;Central and  South America;Saba;2014;16
4022;Total male and female;5 to 9 years;Central and  South America;Saba;2015;12
4023;Total male and female;5 to 9 years;Central and  South America;Saba;2016;9
4024;Total male and female;5 to 9 years;Central and  South America;Saba;2017;12
4025;Total male and female;5 to 9 years;Central and  South America;Saba;2018;11
4026;Total male and female;5 to 9 years;Central and  South America;Saba;2019;10
4027;Total male and female;5 to 9 years;Central and  South America;Saba;2020;13
4028;Total male and female;5 to 9 years;Central and  South America;Saba;2021;10
4029;Total male and female;5 to 9 years;Central and  South America;Saba;2022;7
4030;Total male and female;5 to 9 years;Central and  South America;Saba;2023;11
4031;Total male and female;5 to 9 years;Central and  South America;Saba;2024;16
4032;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2011;4
4033;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2012;7
4034;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2013;5
4035;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2014;10
4036;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2015;13
4037;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2016;11
4038;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2017;8
4039;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2018;5
4040;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2019;8
4041;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2020;10
4042;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2021;13
4043;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2022;13
4044;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2023;11
4045;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Caribbean Netherlands;2024;9
4046;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2011;3
4047;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2012;6
4048;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2013;3
4049;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2014;8
4050;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2015;12
4051;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2016;9
4052;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2017;6
4053;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2018;4
4054;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2019;5
4055;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2020;7
4056;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2021;7
4057;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2022;5
4058;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2023;5
4059;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Bonaire;2024;6
4060;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2011;1
4061;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2012;1
4062;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2013;2
4063;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2014;2
4064;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2015;1
4065;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2016;1
4066;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2017;1
4067;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2018;0
4068;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2019;2
4069;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2020;3
4070;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2021;6
4071;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2022;6
4072;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2023;5
4073;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;St. Eustatius;2024;3
4074;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2011;0
4075;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2012;0
4076;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2013;0
4077;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2014;0
4078;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2015;0
4079;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2016;1
4080;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2017;1
4081;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2018;1
4082;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2019;1
4083;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2020;0
4084;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2021;0
4085;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2022;2
4086;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2023;1
4087;Total male and female;5 to 9 years;European Union (excluding Dutch natio...;Saba;2024;0
4088;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2011;1192
4089;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2012;1224
4090;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2013;1217
4091;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2014;1269
4092;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2015;1371
4093;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2016;1380
4094;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2017;1370
4095;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2018;1378
4096;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2019;1373
4097;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2020;1356
4098;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2021;1335
4099;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2022;1338
4100;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2023;1321
4101;Total male and female;5 to 9 years;European Union (including Dutch natio...;Caribbean Netherlands;2024;1331
4102;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2011;911
4103;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2012;943
4104;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2013;945
4105;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2014;996
4106;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2015;1075
4107;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2016;1077
4108;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2017;1095
4109;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2018;1102
4110;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2019;1097
4111;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2020;1093
4112;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2021;1079
4113;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2022;1084
4114;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2023;1074
4115;Total male and female;5 to 9 years;European Union (including Dutch natio...;Bonaire;2024;1097
4116;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2011;206
4117;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2012;204
4118;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2013;195
4119;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2014;194
4120;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2015;204
4121;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2016;211
4122;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2017;198
4123;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2018;196
4124;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2019;200
4125;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2020;194
4126;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2021;176
4127;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2022;170
4128;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2023;167
4129;Total male and female;5 to 9 years;European Union (including Dutch natio...;St. Eustatius;2024;156
4130;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2011;75
4131;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2012;77
4132;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2013;77
4133;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2014;79
4134;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2015;92
4135;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2016;92
4136;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2017;77
4137;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2018;80
4138;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2019;76
4139;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2020;69
4140;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2021;80
4141;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2022;84
4142;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2023;80
4143;Total male and female;5 to 9 years;European Union (including Dutch natio...;Saba;2024;78
4144;Total male and female;5 to 9 years;American;Caribbean Netherlands;2011;14
4145;Total male and female;5 to 9 years;American;Caribbean Netherlands;2012;14
4146;Total male and female;5 to 9 years;American;Caribbean Netherlands;2013;17
4147;Total male and female;5 to 9 years;American;Caribbean Netherlands;2014;16
4148;Total male and female;5 to 9 years;American;Caribbean Netherlands;2015;13
4149;Total male and female;5 to 9 years;American;Caribbean Netherlands;2016;10
4150;Total male and female;5 to 9 years;American;Caribbean Netherlands;2017;7
4151;Total male and female;5 to 9 years;American;Caribbean Netherlands;2018;6
4152;Total male and female;5 to 9 years;American;Caribbean Netherlands;2019;5
4153;Total male and female;5 to 9 years;American;Caribbean Netherlands;2020;9
4154;Total male and female;5 to 9 years;American;Caribbean Netherlands;2021;9
4155;Total male and female;5 to 9 years;American;Caribbean Netherlands;2022;10
4156;Total male and female;5 to 9 years;American;Caribbean Netherlands;2023;9
4157;Total male and female;5 to 9 years;American;Caribbean Netherlands;2024;7
4158;Total male and female;5 to 9 years;American;Bonaire;2011;5
4159;Total male and female;5 to 9 years;American;Bonaire;2012;7
4160;Total male and female;5 to 9 years;American;Bonaire;2013;11
4161;Total male and female;5 to 9 years;American;Bonaire;2014;11
4162;Total male and female;5 to 9 years;American;Bonaire;2015;8
4163;Total male and female;5 to 9 years;American;Bonaire;2016;8
4164;Total male and female;5 to 9 years;American;Bonaire;2017;4
4165;Total male and female;5 to 9 years;American;Bonaire;2018;3
4166;Total male and female;5 to 9 years;American;Bonaire;2019;3
4167;Total male and female;5 to 9 years;American;Bonaire;2020;6
4168;Total male and female;5 to 9 years;American;Bonaire;2021;6
4169;Total male and female;5 to 9 years;American;Bonaire;2022;6
4170;Total male and female;5 to 9 years;American;Bonaire;2023;4
4171;Total male and female;5 to 9 years;American;Bonaire;2024;4
4172;Total male and female;5 to 9 years;American;St. Eustatius;2011;6
4173;Total male and female;5 to 9 years;American;St. Eustatius;2012;5
4174;Total male and female;5 to 9 years;American;St. Eustatius;2013;6
4175;Total male and female;5 to 9 years;American;St. Eustatius;2014;5
4176;Total male and female;5 to 9 years;American;St. Eustatius;2015;5
4177;Total male and female;5 to 9 years;American;St. Eustatius;2016;1
4178;Total male and female;5 to 9 years;American;St. Eustatius;2017;1
4179;Total male and female;5 to 9 years;American;St. Eustatius;2018;0
4180;Total male and female;5 to 9 years;American;St. Eustatius;2019;0
4181;Total male and female;5 to 9 years;American;St. Eustatius;2020;0
4182;Total male and female;5 to 9 years;American;St. Eustatius;2021;0
4183;Total male and female;5 to 9 years;American;St. Eustatius;2022;0
4184;Total male and female;5 to 9 years;American;St. Eustatius;2023;0
4185;Total male and female;5 to 9 years;American;St. Eustatius;2024;1
4186;Total male and female;5 to 9 years;American;Saba;2011;3
4187;Total male and female;5 to 9 years;American;Saba;2012;2
4188;Total male and female;5 to 9 years;American;Saba;2013;0
4189;Total male and female;5 to 9 years;American;Saba;2014;0
4190;Total male and female;5 to 9 years;American;Saba;2015;0
4191;Total male and female;5 to 9 years;American;Saba;2016;1
4192;Total male and female;5 to 9 years;American;Saba;2017;2
4193;Total male and female;5 to 9 years;American;Saba;2018;3
4194;Total male and female;5 to 9 years;American;Saba;2019;2
4195;Total male and female;5 to 9 years;American;Saba;2020;3
4196;Total male and female;5 to 9 years;American;Saba;2021;3
4197;Total male and female;5 to 9 years;American;Saba;2022;4
4198;Total male and female;5 to 9 years;American;Saba;2023;5
4199;Total male and female;5 to 9 years;American;Saba;2024;2
4200;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2011;1
4201;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2012;3
4202;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2013;4
4203;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2014;2
4204;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2015;3
4205;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2016;2
4206;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2017;3
4207;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2018;3
4208;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2019;0
4209;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2020;3
4210;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2021;3
4211;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2022;0
4212;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2023;1
4213;Total male and female;5 to 9 years;Canadian;Caribbean Netherlands;2024;1
4214;Total male and female;5 to 9 years;Canadian;Bonaire;2011;0
4215;Total male and female;5 to 9 years;Canadian;Bonaire;2012;0
4216;Total male and female;5 to 9 years;Canadian;Bonaire;2013;0
4217;Total male and female;5 to 9 years;Canadian;Bonaire;2014;0
4218;Total male and female;5 to 9 years;Canadian;Bonaire;2015;0
4219;Total male and female;5 to 9 years;Canadian;Bonaire;2016;0
4220;Total male and female;5 to 9 years;Canadian;Bonaire;2017;0
4221;Total male and female;5 to 9 years;Canadian;Bonaire;2018;0
4222;Total male and female;5 to 9 years;Canadian;Bonaire;2019;0
4223;Total male and female;5 to 9 years;Canadian;Bonaire;2020;0
4224;Total male and female;5 to 9 years;Canadian;Bonaire;2021;0
4225;Total male and female;5 to 9 years;Canadian;Bonaire;2022;0
4226;Total male and female;5 to 9 years;Canadian;Bonaire;2023;0
4227;Total male and female;5 to 9 years;Canadian;Bonaire;2024;0
4228;Total male and female;5 to 9 years;Canadian;St. Eustatius;2011;1
4229;Total male and female;5 to 9 years;Canadian;St. Eustatius;2012;3
4230;Total male and female;5 to 9 years;Canadian;St. Eustatius;2013;3
4231;Total male and female;5 to 9 years;Canadian;St. Eustatius;2014;1
4232;Total male and female;5 to 9 years;Canadian;St. Eustatius;2015;1
4233;Total male and female;5 to 9 years;Canadian;St. Eustatius;2016;0
4234;Total male and female;5 to 9 years;Canadian;St. Eustatius;2017;0
4235;Total male and female;5 to 9 years;Canadian;St. Eustatius;2018;0
4236;Total male and female;5 to 9 years;Canadian;St. Eustatius;2019;0
4237;Total male and female;5 to 9 years;Canadian;St. Eustatius;2020;0
4238;Total male and female;5 to 9 years;Canadian;St. Eustatius;2021;0
4239;Total male and female;5 to 9 years;Canadian;St. Eustatius;2022;0
4240;Total male and female;5 to 9 years;Canadian;St. Eustatius;2023;1
4241;Total male and female;5 to 9 years;Canadian;St. Eustatius;2024;1
4242;Total male and female;5 to 9 years;Canadian;Saba;2011;0
4243;Total male and female;5 to 9 years;Canadian;Saba;2012;0
4244;Total male and female;5 to 9 years;Canadian;Saba;2013;1
4245;Total male and female;5 to 9 years;Canadian;Saba;2014;1
4246;Total male and female;5 to 9 years;Canadian;Saba;2015;2
4247;Total male and female;5 to 9 years;Canadian;Saba;2016;2
4248;Total male and female;5 to 9 years;Canadian;Saba;2017;3
4249;Total male and female;5 to 9 years;Canadian;Saba;2018;3
4250;Total male and female;5 to 9 years;Canadian;Saba;2019;0
4251;Total male and female;5 to 9 years;Canadian;Saba;2020;3
4252;Total male and female;5 to 9 years;Canadian;Saba;2021;3
4253;Total male and female;5 to 9 years;Canadian;Saba;2022;0
4254;Total male and female;5 to 9 years;Canadian;Saba;2023;0
4255;Total male and female;5 to 9 years;Canadian;Saba;2024;0
4256;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2011;6
4257;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2012;8
4258;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2013;4
4259;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2014;4
4260;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2015;4
4261;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2016;5
4262;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2017;10
4263;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2018;13
4264;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2019;15
4265;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2020;20
4266;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2021;22
4267;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2022;23
4268;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2023;27
4269;Total male and female;5 to 9 years;Chinese;Caribbean Netherlands;2024;30
4270;Total male and female;5 to 9 years;Chinese;Bonaire;2011;3
4271;Total male and female;5 to 9 years;Chinese;Bonaire;2012;4
4272;Total male and female;5 to 9 years;Chinese;Bonaire;2013;3
4273;Total male and female;5 to 9 years;Chinese;Bonaire;2014;3
4274;Total male and female;5 to 9 years;Chinese;Bonaire;2015;4
4275;Total male and female;5 to 9 years;Chinese;Bonaire;2016;5
4276;Total male and female;5 to 9 years;Chinese;Bonaire;2017;10
4277;Total male and female;5 to 9 years;Chinese;Bonaire;2018;12
4278;Total male and female;5 to 9 years;Chinese;Bonaire;2019;13
4279;Total male and female;5 to 9 years;Chinese;Bonaire;2020;19
4280;Total male and female;5 to 9 years;Chinese;Bonaire;2021;20
4281;Total male and female;5 to 9 years;Chinese;Bonaire;2022;21
4282;Total male and female;5 to 9 years;Chinese;Bonaire;2023;26
4283;Total male and female;5 to 9 years;Chinese;Bonaire;2024;30
4284;Total male and female;5 to 9 years;Chinese;St. Eustatius;2011;2
4285;Total male and female;5 to 9 years;Chinese;St. Eustatius;2012;3
4286;Total male and female;5 to 9 years;Chinese;St. Eustatius;2013;0
4287;Total male and female;5 to 9 years;Chinese;St. Eustatius;2014;0
4288;Total male and female;5 to 9 years;Chinese;St. Eustatius;2015;0
4289;Total male and female;5 to 9 years;Chinese;St. Eustatius;2016;0
4290;Total male and female;5 to 9 years;Chinese;St. Eustatius;2017;0
4291;Total male and female;5 to 9 years;Chinese;St. Eustatius;2018;1
4292;Total male and female;5 to 9 years;Chinese;St. Eustatius;2019;2
4293;Total male and female;5 to 9 years;Chinese;St. Eustatius;2020;1
4294;Total male and female;5 to 9 years;Chinese;St. Eustatius;2021;2
4295;Total male and female;5 to 9 years;Chinese;St. Eustatius;2022;2
4296;Total male and female;5 to 9 years;Chinese;St. Eustatius;2023;1
4297;Total male and female;5 to 9 years;Chinese;St. Eustatius;2024;0
4298;Total male and female;5 to 9 years;Chinese;Saba;2011;1
4299;Total male and female;5 to 9 years;Chinese;Saba;2012;1
4300;Total male and female;5 to 9 years;Chinese;Saba;2013;1
4301;Total male and female;5 to 9 years;Chinese;Saba;2014;1
4302;Total male and female;5 to 9 years;Chinese;Saba;2015;0
4303;Total male and female;5 to 9 years;Chinese;Saba;2016;0
4304;Total male and female;5 to 9 years;Chinese;Saba;2017;0
4305;Total male and female;5 to 9 years;Chinese;Saba;2018;0
4306;Total male and female;5 to 9 years;Chinese;Saba;2019;0
4307;Total male and female;5 to 9 years;Chinese;Saba;2020;0
4308;Total male and female;5 to 9 years;Chinese;Saba;2021;0
4309;Total male and female;5 to 9 years;Chinese;Saba;2022;0
4310;Total male and female;5 to 9 years;Chinese;Saba;2023;0
4311;Total male and female;5 to 9 years;Chinese;Saba;2024;0
4312;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2011;1
4313;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2012;1
4314;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2013;0
4315;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2014;0
4316;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2015;0
4317;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2016;0
4318;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2017;0
4319;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2018;0
4320;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2019;0
4321;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2020;0
4322;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2021;0
4323;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2022;0
4324;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2023;2
4325;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2024;1
4326;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2011;0
4327;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2012;0
4328;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2013;0
4329;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2014;0
4330;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2015;0
4331;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2016;0
4332;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2017;0
4333;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2018;0
4334;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2019;0
4335;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2020;0
4336;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2021;0
4337;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2022;0
4338;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2023;0
4339;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Bonaire;2024;0
4340;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2011;1
4341;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2012;1
4342;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2013;0
4343;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2014;0
4344;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2015;0
4345;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2016;0
4346;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2017;0
4347;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2018;0
4348;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2019;0
4349;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2020;0
4350;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2021;0
4351;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2022;0
4352;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2023;2
4353;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2024;1
4354;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2011;0
4355;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2012;0
4356;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2013;0
4357;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2014;0
4358;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2015;0
4359;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2016;0
4360;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2017;0
4361;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2018;0
4362;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2019;0
4363;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2020;0
4364;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2021;0
4365;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2022;0
4366;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2023;0
4367;Total male and female;5 to 9 years;Citizen of Saint Kitts-Nevis;Saba;2024;0
4368;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2011;26
4369;Total male and female;5 to 9 years;Colombian;Caribbean Netherlands;2012;22
