ID;Geslacht;Leeftijd;MigratieachtergrondEnGeneratie;ZorgvormZvwZorgkosten;Perioden;GemiddeldeZorgkostenVolgensDeZvw_1;PersonenMetZvwZorgkostenRelatief_2
916;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2013;;
917;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2014;;
918;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2015;;
919;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2016;;
920;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2017;;
921;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2018;10.0;0.1
922;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2019;10.0;0.1
923;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijnsverblijf;2020;11.0;0.1
924;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2009;;
925;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2010;;
926;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2011;;
927;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2012;;
928;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2013;;
929;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2014;;
930;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2015;;
931;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2016;;
932;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2017;;
933;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2018;;
934;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2019;;
935;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Eerstelijns psychologische zorg;2020;;
936;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2009;;
937;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2010;;
938;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2011;;
939;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2012;;
940;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2013;;
941;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2014;;
942;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2015;;
943;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2016;;
944;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2017;;
945;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2018;;
946;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2019;;
947;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Tweedelijns geestelijke gezondheidszorg;2020;;
948;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2009;;
949;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2010;;
950;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2011;;
951;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2012;;
952;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2013;;
953;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2014;;
954;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2015;;
955;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2016;;
956;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2017;18.0;1.7
957;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2018;9.0;1.3
958;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2019;15.0;2.1
959;Totaal mannen en vrouwen;Totaal leeftijd;1e generatie migratieachtergrond;Overige zorgvormen;2020;8.0;1.8
960;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2009;;
961;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2010;;
962;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2011;;
963;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2012;;
964;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2013;;
965;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2014;;
966;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2015;;
967;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2016;;
968;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2017;1993.0;99.2
969;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2018;2072.0;99.1
970;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2019;2157.0;99.1
971;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Totaal alle zorgvormen;2020;2108.0;99.0
972;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2009;;
973;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2010;;
974;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2011;;
975;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2012;;
976;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2013;;
977;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2014;;
978;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2015;;
979;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2016;;
980;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2017;147.0;98.5
981;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2018;158.0;98.5
982;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2019;169.0;98.4
983;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Huisartsenzorg;2020;169.0;98.3
984;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2009;;
985;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2010;;
986;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2011;;
987;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2012;;
988;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2013;;
989;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2014;;
990;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2015;;
991;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2016;;
992;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2017;21.0;41.2
993;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2018;22.0;47.2
994;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2019;22.0;48.3
995;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Multidisciplinaire zorg;2020;25.0;59.4
996;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2009;;
997;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2010;;
998;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2011;;
999;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2012;;
1000;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2013;;
1001;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2014;;
1002;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2015;;
1003;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2016;;
1004;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2017;1009.0;52.6
1005;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2018;1037.0;53.2
1006;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2019;1072.0;53.0
1007;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenhuiszorg;2020;1017.0;47.9
1008;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2009;;
1009;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2010;;
1010;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2011;;
1011;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2012;;
1012;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2013;;
1013;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2014;;
1014;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2015;;
1015;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2016;;
1016;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2017;186.0;62.4
1017;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2018;190.0;62.7
1018;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2019;194.0;62.2
1019;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Farmacie;2020;196.0;58.6
1020;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2009;;
1021;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2010;;
1022;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2011;;
1023;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2012;;
1024;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2013;;
1025;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2014;;
1026;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2015;;
1027;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2016;;
1028;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2017;67.0;28.7
1029;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2018;69.0;28.4
1030;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2019;73.0;28.2
1031;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Mondzorg;2020;64.0;26.0
1032;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2009;;
1033;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2010;;
1034;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2011;;
1035;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2012;;
1036;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2013;;
1037;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2014;;
1038;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2015;;
1039;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2016;;
1040;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2017;32.0;1.8
1041;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2018;34.0;1.8
1042;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2019;34.0;1.8
1043;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geboortezorg;2020;41.0;2.0
1044;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2009;;
1045;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2010;;
1046;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2011;;
1047;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2012;;
1048;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2013;;
1049;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2014;;
1050;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2015;;
1051;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2016;;
1052;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2017;54.0;10.3
1053;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2018;55.0;10.6
1054;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2019;57.0;11.0
1055;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Paramedische zorg;2020;56.0;10.6
1056;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2009;;
1057;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2010;;
1058;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2011;;
1059;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2012;;
1060;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2013;;
1061;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2014;;
1062;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2015;;
1063;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2016;;
1064;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2017;56.0;10.2
1065;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2018;58.0;10.4
1066;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2019;61.0;10.6
1067;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Hulpmiddelen;2020;63.0;10.1
1068;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2009;;
1069;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2010;;
1070;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2011;;
1071;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2012;;
1072;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2013;;
1073;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2014;;
1074;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2015;;
1075;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2016;;
1076;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2017;26.0;2.8
1077;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2018;28.0;2.8
1078;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2019;29.0;2.8
1079;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Ziekenvervoer;2020;28.0;2.6
1080;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2009;;
1081;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2010;;
1082;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2011;;
1083;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2012;;
1084;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2013;;
1085;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2014;;
1086;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2015;;
1087;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2016;;
1088;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2017;13.0;1.7
1089;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2018;15.0;1.7
1090;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2019;15.0;1.7
1091;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Buitenland;2020;9.0;0.8
1092;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2009;;
1093;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2010;;
1094;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2011;;
1095;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2012;;
1096;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2013;;
1097;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2014;;
1098;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2015;;
1099;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2016;;
1100;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2017;12.0;1.2
1101;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2018;13.0;1.2
1102;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2019;13.0;1.3
1103;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Generalistische basis GGZ;2020;14.0;1.3
1104;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2009;;
1105;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2010;;
1106;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2011;;
1107;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2012;;
1108;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2013;;
1109;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2014;;
1110;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2015;;
1111;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2016;;
1112;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2017;208.0;3.0
1113;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2018;221.0;3.1
1114;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2019;237.0;3.1
1115;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Gespecialiseerde GGZ;2020;260.0;3.2
1116;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2009;;
1117;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2010;;
1118;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2011;;
1119;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2012;;
1120;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2013;;
1121;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2014;;
1122;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2015;;
1123;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2016;;
1124;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2017;21.0;0.2
1125;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2018;22.0;0.2
1126;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2019;22.0;0.2
1127;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Geriatrische revalidatiezorg;2020;19.0;0.1
1128;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2009;;
1129;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2010;;
1130;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2011;;
1131;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2012;;
1132;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2013;;
1133;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2014;;
1134;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2015;;
1135;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2016;;
1136;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2017;107.0;1.8
1137;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2018;115.0;1.9
1138;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2019;111.0;1.8
1139;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Verpleging en verzorging;2020;104.0;1.8
1140;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2009;;
1141;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2010;;
1142;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2011;;
1143;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2012;;
1144;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2013;;
1145;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2014;;
1146;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2015;;
1147;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2016;;
1148;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2017;20.0;0.3
1149;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2018;21.0;0.3
1150;Totaal mannen en vrouwen;Totaal leeftijd;2e generatie migratieachtergrond;Zorg zintuiglijk gehandicapten;2019;23.0;0.3
