ID;ReIntegratievoorzieningen;RegioS;Perioden;NieuweVoorzieningen_1;BeeindigdeVoorzieningen_2
679;Totaal re-integratievoorzieningen;Zeeland (PV);2015 augustus;140.0;100.0
680;Totaal re-integratievoorzieningen;Zeeland (PV);2015 september;330.0;190.0
681;Totaal re-integratievoorzieningen;Zeeland (PV);2015 oktober;380.0;290.0
682;Totaal re-integratievoorzieningen;Zeeland (PV);2015 november;300.0;190.0
683;Totaal re-integratievoorzieningen;Zeeland (PV);2015 december;160.0;190.0
684;Totaal re-integratievoorzieningen;Zeeland (PV);2016 januari;300.0;180.0
685;Totaal re-integratievoorzieningen;Zeeland (PV);2016 februari;230.0;160.0
686;Totaal re-integratievoorzieningen;Zeeland (PV);2016 maart;280.0;190.0
687;Totaal re-integratievoorzieningen;Zeeland (PV);2016 april;240.0;160.0
688;Totaal re-integratievoorzieningen;Zeeland (PV);2016 mei;240.0;210.0
689;Totaal re-integratievoorzieningen;Zeeland (PV);2016 juni;240.0;260.0
690;Totaal re-integratievoorzieningen;Zeeland (PV);2016 juli;220.0;200.0
691;Totaal re-integratievoorzieningen;Zeeland (PV);2016 augustus;150.0;170.0
692;Totaal re-integratievoorzieningen;Zeeland (PV);2016 september;210.0;90.0
693;Totaal re-integratievoorzieningen;Zeeland (PV);2016 oktober;190.0;120.0
694;Totaal re-integratievoorzieningen;Zeeland (PV);2016 november;200.0;150.0
695;Totaal re-integratievoorzieningen;Zeeland (PV);2016 december;120.0;100.0
696;Totaal re-integratievoorzieningen;Zeeland (PV);2017 januari;340.0;180.0
697;Totaal re-integratievoorzieningen;Zeeland (PV);2017 februari;300.0;170.0
698;Totaal re-integratievoorzieningen;Zeeland (PV);2017 maart;310.0;150.0
699;Totaal re-integratievoorzieningen;Zeeland (PV);2017 april;230.0;350.0
700;Totaal re-integratievoorzieningen;Zeeland (PV);2017 mei;270.0;210.0
701;Totaal re-integratievoorzieningen;Zeeland (PV);2017 juni;260.0;220.0
702;Totaal re-integratievoorzieningen;Zeeland (PV);2017 juli;250.0;220.0
703;Totaal re-integratievoorzieningen;Zeeland (PV);2017 augustus;240.0;210.0
704;Totaal re-integratievoorzieningen;Zeeland (PV);2017 september;360.0;240.0
705;Totaal re-integratievoorzieningen;Zeeland (PV);2017 oktober;280.0;250.0
706;Totaal re-integratievoorzieningen;Zeeland (PV);2017 november;270.0;200.0
707;Totaal re-integratievoorzieningen;Zeeland (PV);2017 december;190.0;180.0
708;Totaal re-integratievoorzieningen;Zeeland (PV);2018 januari;360.0;230.0
709;Totaal re-integratievoorzieningen;Zeeland (PV);2018 februari;310.0;200.0
710;Totaal re-integratievoorzieningen;Zeeland (PV);2018 maart;340.0;230.0
711;Totaal re-integratievoorzieningen;Zeeland (PV);2018 april;320.0;260.0
712;Totaal re-integratievoorzieningen;Zeeland (PV);2018 mei;350.0;200.0
713;Totaal re-integratievoorzieningen;Zeeland (PV);2018 juni;290.0;190.0
714;Totaal re-integratievoorzieningen;Zeeland (PV);2018 juli;270.0;230.0
715;Totaal re-integratievoorzieningen;Zeeland (PV);2018 augustus;310.0;300.0
716;Totaal re-integratievoorzieningen;Zeeland (PV);2018 september;360.0;260.0
717;Totaal re-integratievoorzieningen;Zeeland (PV);2018 oktober;360.0;270.0
718;Totaal re-integratievoorzieningen;Zeeland (PV);2018 november;360.0;230.0
719;Totaal re-integratievoorzieningen;Zeeland (PV);2018 december;230.0;170.0
720;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 januari;1830.0;1190.0
721;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 februari;1230.0;1040.0
722;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 maart;1640.0;1160.0
723;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 april;1370.0;1140.0
724;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 mei;1030.0;850.0
725;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 juni;1410.0;1110.0
726;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 juli;1150.0;1020.0
727;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 augustus;820.0;720.0
728;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 september;1280.0;910.0
729;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 oktober;1540.0;1130.0
730;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 november;1500.0;1230.0
731;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2015 december;1230.0;1230.0
732;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 januari;1320.0;920.0
733;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 februari;1210.0;930.0
734;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 maart;1480.0;1240.0
735;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 april;1420.0;1250.0
736;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 mei;1340.0;1150.0
737;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 juni;1310.0;1140.0
738;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 juli;1040.0;990.0
739;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 augustus;1070.0;990.0
740;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 september;1420.0;1020.0
741;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 oktober;1420.0;1090.0
742;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 november;1490.0;1130.0
743;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2016 december;800.0;1080.0
744;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 januari;1400.0;1030.0
745;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 februari;1120.0;870.0
746;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 maart;1580.0;1070.0
747;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 april;1290.0;1060.0
748;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 mei;1520.0;1240.0
749;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 juni;1260.0;1030.0
750;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 juli;1170.0;1090.0
751;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 augustus;1310.0;1050.0
752;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 september;1510.0;1180.0
753;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 oktober;1450.0;1190.0
754;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 november;1570.0;1190.0
755;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2017 december;960.0;870.0
756;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 januari;2200.0;1000.0
757;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 februari;1450.0;930.0
758;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 maart;1660.0;1100.0
759;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 april;1520.0;1080.0
760;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 mei;1530.0;1140.0
761;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 juni;1530.0;1150.0
762;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 juli;1470.0;1190.0
763;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 augustus;1380.0;1270.0
764;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 september;1580.0;1350.0
765;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 oktober;1790.0;1360.0
766;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 november;1520.0;1190.0
767;Totaal re-integratievoorzieningen;Noord-Brabant (PV);2018 december;1140.0;990.0
768;Totaal re-integratievoorzieningen;Limburg (PV);2015 januari;630.0;420.0
769;Totaal re-integratievoorzieningen;Limburg (PV);2015 februari;530.0;400.0
770;Totaal re-integratievoorzieningen;Limburg (PV);2015 maart;630.0;570.0
771;Totaal re-integratievoorzieningen;Limburg (PV);2015 april;610.0;450.0
772;Totaal re-integratievoorzieningen;Limburg (PV);2015 mei;420.0;390.0
773;Totaal re-integratievoorzieningen;Limburg (PV);2015 juni;830.0;760.0
774;Totaal re-integratievoorzieningen;Limburg (PV);2015 juli;820.0;800.0
775;Totaal re-integratievoorzieningen;Limburg (PV);2015 augustus;530.0;490.0
776;Totaal re-integratievoorzieningen;Limburg (PV);2015 september;690.0;490.0
777;Totaal re-integratievoorzieningen;Limburg (PV);2015 oktober;600.0;490.0
778;Totaal re-integratievoorzieningen;Limburg (PV);2015 november;650.0;470.0
779;Totaal re-integratievoorzieningen;Limburg (PV);2015 december;580.0;440.0
780;Totaal re-integratievoorzieningen;Limburg (PV);2016 januari;670.0;440.0
781;Totaal re-integratievoorzieningen;Limburg (PV);2016 februari;640.0;740.0
782;Totaal re-integratievoorzieningen;Limburg (PV);2016 maart;690.0;470.0
783;Totaal re-integratievoorzieningen;Limburg (PV);2016 april;700.0;450.0
784;Totaal re-integratievoorzieningen;Limburg (PV);2016 mei;640.0;370.0
785;Totaal re-integratievoorzieningen;Limburg (PV);2016 juni;670.0;440.0
786;Totaal re-integratievoorzieningen;Limburg (PV);2016 juli;540.0;530.0
787;Totaal re-integratievoorzieningen;Limburg (PV);2016 augustus;440.0;350.0
788;Totaal re-integratievoorzieningen;Limburg (PV);2016 september;710.0;510.0
789;Totaal re-integratievoorzieningen;Limburg (PV);2016 oktober;680.0;500.0
790;Totaal re-integratievoorzieningen;Limburg (PV);2016 november;790.0;510.0
791;Totaal re-integratievoorzieningen;Limburg (PV);2016 december;510.0;590.0
792;Totaal re-integratievoorzieningen;Limburg (PV);2017 januari;1000.0;760.0
793;Totaal re-integratievoorzieningen;Limburg (PV);2017 februari;540.0;360.0
794;Totaal re-integratievoorzieningen;Limburg (PV);2017 maart;620.0;450.0
795;Totaal re-integratievoorzieningen;Limburg (PV);2017 april;580.0;390.0
796;Totaal re-integratievoorzieningen;Limburg (PV);2017 mei;650.0;450.0
797;Totaal re-integratievoorzieningen;Limburg (PV);2017 juni;610.0;430.0
798;Totaal re-integratievoorzieningen;Limburg (PV);2017 juli;520.0;430.0
799;Totaal re-integratievoorzieningen;Limburg (PV);2017 augustus;570.0;400.0
800;Totaal re-integratievoorzieningen;Limburg (PV);2017 september;790.0;490.0
801;Totaal re-integratievoorzieningen;Limburg (PV);2017 oktober;630.0;520.0
802;Totaal re-integratievoorzieningen;Limburg (PV);2017 november;850.0;510.0
803;Totaal re-integratievoorzieningen;Limburg (PV);2017 december;930.0;530.0
804;Totaal re-integratievoorzieningen;Limburg (PV);2018 januari;930.0;410.0
805;Totaal re-integratievoorzieningen;Limburg (PV);2018 februari;660.0;440.0
806;Totaal re-integratievoorzieningen;Limburg (PV);2018 maart;720.0;500.0
807;Totaal re-integratievoorzieningen;Limburg (PV);2018 april;720.0;510.0
808;Totaal re-integratievoorzieningen;Limburg (PV);2018 mei;730.0;480.0
809;Totaal re-integratievoorzieningen;Limburg (PV);2018 juni;630.0;460.0
810;Totaal re-integratievoorzieningen;Limburg (PV);2018 juli;620.0;420.0
811;Totaal re-integratievoorzieningen;Limburg (PV);2018 augustus;790.0;440.0
812;Totaal re-integratievoorzieningen;Limburg (PV);2018 september;790.0;470.0
813;Totaal re-integratievoorzieningen;Limburg (PV);2018 oktober;930.0;550.0
814;Totaal re-integratievoorzieningen;Limburg (PV);2018 november;860.0;570.0
815;Totaal re-integratievoorzieningen;Limburg (PV);2018 december;580.0;610.0
816;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 januari;220.0;100.0
817;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 februari;260.0;170.0
818;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 maart;360.0;250.0
819;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 april;210.0;170.0
820;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 mei;130.0;130.0
821;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 juni;200.0;180.0
822;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 juli;170.0;160.0
823;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 augustus;200.0;210.0
824;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 september;230.0;150.0
825;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 oktober;290.0;190.0
826;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 november;270.0;210.0
827;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2015 december;220.0;130.0
828;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 januari;290.0;190.0
829;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 februari;320.0;220.0
830;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 maart;400.0;300.0
831;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 april;330.0;260.0
832;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 mei;240.0;240.0
833;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 juni;470.0;410.0
834;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 juli;190.0;170.0
835;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 augustus;250.0;190.0
836;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 september;260.0;170.0
837;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 oktober;280.0;220.0
838;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 november;320.0;230.0
839;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2016 december;430.0;1360.0
840;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 januari;350.0;280.0
841;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 februari;320.0;230.0
842;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 maart;340.0;270.0
843;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 april;240.0;200.0
844;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 mei;280.0;210.0
845;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 juni;230.0;190.0
846;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 juli;250.0;220.0
847;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 augustus;120.0;130.0
848;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 september;260.0;180.0
849;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 oktober;270.0;180.0
850;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 november;320.0;160.0
851;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2017 december;180.0;150.0
852;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 januari;250.0;140.0
853;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 februari;320.0;190.0
854;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 maart;320.0;280.0
855;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 april;290.0;210.0
856;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 mei;210.0;180.0
857;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 juni;220.0;180.0
858;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 juli;160.0;190.0
859;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 augustus;120.0;150.0
860;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 september;210.0;170.0
861;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 oktober;220.0;170.0
862;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 november;270.0;200.0
863;Totaal re-integratievoorzieningen;Oost-Groningen (CR);2018 december;140.0;130.0
864;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 januari;70.0;80.0
865;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 februari;110.0;130.0
866;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 maart;100.0;90.0
867;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 april;70.0;60.0
868;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 mei;40.0;50.0
869;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 juni;70.0;110.0
870;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 juli;70.0;90.0
871;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 augustus;40.0;50.0
872;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 september;230.0;110.0
873;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 oktober;80.0;110.0
874;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 november;60.0;70.0
875;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2015 december;40.0;90.0
876;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 januari;60.0;40.0
877;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 februari;70.0;80.0
878;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 maart;80.0;90.0
879;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 april;80.0;120.0
880;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 mei;40.0;70.0
881;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 juni;50.0;40.0
882;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 juli;60.0;50.0
883;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 augustus;30.0;30.0
884;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 september;110.0;50.0
885;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 oktober;100.0;140.0
886;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 november;100.0;110.0
887;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2016 december;50.0;50.0
888;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 januari;60.0;40.0
889;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 februari;80.0;70.0
890;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 maart;70.0;70.0
891;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 april;60.0;60.0
892;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 mei;110.0;80.0
893;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 juni;90.0;60.0
894;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 juli;60.0;60.0
895;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 augustus;20.0;40.0
896;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 september;70.0;60.0
897;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 oktober;110.0;70.0
898;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 november;80.0;80.0
899;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2017 december;80.0;60.0
900;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 januari;80.0;50.0
901;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 februari;50.0;50.0
902;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 maart;70.0;60.0
903;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 april;60.0;70.0
904;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 mei;50.0;40.0
905;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 juni;70.0;70.0
906;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 juli;30.0;50.0
907;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 augustus;40.0;30.0
908;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 september;50.0;30.0
909;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 oktober;50.0;50.0
910;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 november;60.0;50.0
911;Totaal re-integratievoorzieningen;Delfzijl en omgeving (CR);2018 december;20.0;30.0
912;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 januari;280.0;200.0
913;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 februari;270.0;180.0
914;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 maart;300.0;210.0
915;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 april;210.0;180.0
916;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 mei;190.0;140.0
917;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 juni;230.0;250.0
918;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 juli;210.0;220.0
919;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 augustus;210.0;220.0
920;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 september;310.0;200.0
921;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 oktober;360.0;290.0
922;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 november;300.0;190.0
923;Totaal re-integratievoorzieningen;Overig Groningen (CR);2015 december;210.0;240.0
924;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 januari;210.0;200.0
925;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 februari;290.0;240.0
926;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 maart;330.0;230.0
927;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 april;340.0;220.0
928;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 mei;270.0;350.0
929;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 juni;400.0;310.0
930;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 juli;330.0;260.0
931;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 augustus;280.0;240.0
932;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 september;460.0;340.0
933;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 oktober;460.0;350.0
934;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 november;500.0;310.0
935;Totaal re-integratievoorzieningen;Overig Groningen (CR);2016 december;340.0;350.0
936;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 januari;480.0;300.0
937;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 februari;440.0;250.0
938;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 maart;570.0;390.0
939;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 april;410.0;320.0
940;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 mei;460.0;340.0
941;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 juni;410.0;350.0
942;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 juli;480.0;480.0
943;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 augustus;320.0;330.0
944;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 september;510.0;390.0
945;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 oktober;540.0;430.0
946;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 november;520.0;360.0
947;Totaal re-integratievoorzieningen;Overig Groningen (CR);2017 december;380.0;340.0
948;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 januari;550.0;330.0
949;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 februari;520.0;320.0
950;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 maart;640.0;440.0
951;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 april;590.0;450.0
952;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 mei;500.0;370.0
953;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 juni;510.0;390.0
954;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 juli;570.0;530.0
955;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 augustus;300.0;440.0
956;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 september;580.0;490.0
957;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 oktober;560.0;450.0
958;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 november;440.0;380.0
959;Totaal re-integratievoorzieningen;Overig Groningen (CR);2018 december;300.0;690.0
960;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 januari;320.0;250.0
961;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 februari;290.0;240.0
962;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 maart;330.0;210.0
963;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 april;280.0;230.0
964;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 mei;290.0;280.0
965;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 juni;330.0;270.0
966;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 juli;240.0;220.0
967;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 augustus;280.0;260.0
968;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 september;270.0;240.0
969;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 oktober;350.0;250.0
970;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 november;300.0;180.0
971;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2015 december;190.0;180.0
972;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 januari;170.0;130.0
973;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 februari;240.0;180.0
974;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 maart;270.0;210.0
975;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 april;290.0;230.0
976;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 mei;250.0;210.0
977;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 juni;260.0;190.0
978;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 juli;180.0;180.0
979;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 augustus;130.0;140.0
980;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 september;300.0;230.0
981;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 oktober;260.0;180.0
982;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 november;220.0;180.0
983;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2016 december;190.0;180.0
984;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 januari;210.0;180.0
985;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 februari;170.0;140.0
986;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 maart;180.0;190.0
987;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 april;280.0;220.0
988;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 mei;160.0;130.0
989;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 juni;200.0;160.0
990;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 juli;190.0;180.0
991;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 augustus;130.0;100.0
992;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 september;190.0;120.0
993;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 oktober;200.0;180.0
994;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 november;170.0;130.0
995;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2017 december;140.0;180.0
996;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2018 januari;200.0;130.0
997;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2018 februari;130.0;120.0
998;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2018 maart;190.0;130.0
999;Totaal re-integratievoorzieningen;Noord-Friesland (CR);2018 april;190.0;160.0
