ID;InstitutioneleSectoren;TransactiesEnSaldi;Perioden;OverheidsproductieEnConsumptie_1
1026;Centrale overheid;D39 Subsidies niet-productgebonden;2006;-65
1027;Centrale overheid;D39 Subsidies niet-productgebonden;2007;-62
1028;Centrale overheid;D39 Subsidies niet-productgebonden;2008;-64
1029;Centrale overheid;D39 Subsidies niet-productgebonden;2009;-91
1030;Centrale overheid;D39 Subsidies niet-productgebonden;2010;-86
1031;Centrale overheid;D39 Subsidies niet-productgebonden;2011;-72
1032;Centrale overheid;D39 Subsidies niet-productgebonden;2012;-57
1033;Centrale overheid;D39 Subsidies niet-productgebonden;2013;-9
1034;Centrale overheid;D39 Subsidies niet-productgebonden;2014;-5
1035;Centrale overheid;D39 Subsidies niet-productgebonden;2015;-4
1036;Centrale overheid;D39 Subsidies niet-productgebonden;2016;-3
1037;Centrale overheid;D39 Subsidies niet-productgebonden;2017;-5
1038;Centrale overheid;D39 Subsidies niet-productgebonden;2018;-2
1039;Centrale overheid;D39 Subsidies niet-productgebonden;2019;-2
1040;Centrale overheid;D39 Subsidies niet-productgebonden;2020;-60
1041;Centrale overheid;D39 Subsidies niet-productgebonden;2021;-37
1042;Centrale overheid;D39 Subsidies niet-productgebonden;2022;-41
1043;Centrale overheid;D39 Subsidies niet-productgebonden;2023;-111
1044;Centrale overheid;B2n Netto exploitatieoverschot;1995;1521
1045;Centrale overheid;B2n Netto exploitatieoverschot;1996;1685
1046;Centrale overheid;B2n Netto exploitatieoverschot;1997;1760
1047;Centrale overheid;B2n Netto exploitatieoverschot;1998;1577
1048;Centrale overheid;B2n Netto exploitatieoverschot;1999;1310
1049;Centrale overheid;B2n Netto exploitatieoverschot;2000;2053
1050;Centrale overheid;B2n Netto exploitatieoverschot;2001;2656
1051;Centrale overheid;B2n Netto exploitatieoverschot;2002;2172
1052;Centrale overheid;B2n Netto exploitatieoverschot;2003;2298
1053;Centrale overheid;B2n Netto exploitatieoverschot;2004;2513
1054;Centrale overheid;B2n Netto exploitatieoverschot;2005;4232
1055;Centrale overheid;B2n Netto exploitatieoverschot;2006;5568
1056;Centrale overheid;B2n Netto exploitatieoverschot;2007;5300
1057;Centrale overheid;B2n Netto exploitatieoverschot;2008;7799
1058;Centrale overheid;B2n Netto exploitatieoverschot;2009;5428
1059;Centrale overheid;B2n Netto exploitatieoverschot;2010;5607
1060;Centrale overheid;B2n Netto exploitatieoverschot;2011;6153
1061;Centrale overheid;B2n Netto exploitatieoverschot;2012;7547
1062;Centrale overheid;B2n Netto exploitatieoverschot;2013;7593
1063;Centrale overheid;B2n Netto exploitatieoverschot;2014;5460
1064;Centrale overheid;B2n Netto exploitatieoverschot;2015;3620
1065;Centrale overheid;B2n Netto exploitatieoverschot;2016;1955
1066;Centrale overheid;B2n Netto exploitatieoverschot;2017;1775
1067;Centrale overheid;B2n Netto exploitatieoverschot;2018;1453
1068;Centrale overheid;B2n Netto exploitatieoverschot;2019;1093
1069;Centrale overheid;B2n Netto exploitatieoverschot;2020;73
1070;Centrale overheid;B2n Netto exploitatieoverschot;2021;1843
1071;Centrale overheid;B2n Netto exploitatieoverschot;2022;6855
1072;Centrale overheid;B2n Netto exploitatieoverschot;2023;-270
1073;Centrale overheid;P3 Consumptieve bestedingen;1995;21647
1074;Centrale overheid;P3 Consumptieve bestedingen;1996;21768
1075;Centrale overheid;P3 Consumptieve bestedingen;1997;22570
1076;Centrale overheid;P3 Consumptieve bestedingen;1998;24093
1077;Centrale overheid;P3 Consumptieve bestedingen;1999;25060
1078;Centrale overheid;P3 Consumptieve bestedingen;2000;26444
1079;Centrale overheid;P3 Consumptieve bestedingen;2001;28664
1080;Centrale overheid;P3 Consumptieve bestedingen;2002;30430
1081;Centrale overheid;P3 Consumptieve bestedingen;2003;30759
1082;Centrale overheid;P3 Consumptieve bestedingen;2004;30222
1083;Centrale overheid;P3 Consumptieve bestedingen;2005;31571
1084;Centrale overheid;P3 Consumptieve bestedingen;2006;33046
1085;Centrale overheid;P3 Consumptieve bestedingen;2007;35867
1086;Centrale overheid;P3 Consumptieve bestedingen;2008;38129
1087;Centrale overheid;P3 Consumptieve bestedingen;2009;40124
1088;Centrale overheid;P3 Consumptieve bestedingen;2010;39820
1089;Centrale overheid;P3 Consumptieve bestedingen;2011;38707
1090;Centrale overheid;P3 Consumptieve bestedingen;2012;38593
1091;Centrale overheid;P3 Consumptieve bestedingen;2013;43098
1092;Centrale overheid;P3 Consumptieve bestedingen;2014;44136
1093;Centrale overheid;P3 Consumptieve bestedingen;2015;43909
1094;Centrale overheid;P3 Consumptieve bestedingen;2016;46230
1095;Centrale overheid;P3 Consumptieve bestedingen;2017;46839
1096;Centrale overheid;P3 Consumptieve bestedingen;2018;48974
1097;Centrale overheid;P3 Consumptieve bestedingen;2019;52107
1098;Centrale overheid;P3 Consumptieve bestedingen;2020;55748
1099;Centrale overheid;P3 Consumptieve bestedingen;2021;61780
1100;Centrale overheid;P3 Consumptieve bestedingen;2022;66249
1101;Centrale overheid;P3 Consumptieve bestedingen;2023;71954
1102;Centrale overheid;P31 Individuele consumptieve bestedingen;1995;4220
1103;Centrale overheid;P31 Individuele consumptieve bestedingen;1996;4294
1104;Centrale overheid;P31 Individuele consumptieve bestedingen;1997;4303
1105;Centrale overheid;P31 Individuele consumptieve bestedingen;1998;4879
1106;Centrale overheid;P31 Individuele consumptieve bestedingen;1999;5266
1107;Centrale overheid;P31 Individuele consumptieve bestedingen;2000;5796
1108;Centrale overheid;P31 Individuele consumptieve bestedingen;2001;6229
1109;Centrale overheid;P31 Individuele consumptieve bestedingen;2002;6688
1110;Centrale overheid;P31 Individuele consumptieve bestedingen;2003;6519
1111;Centrale overheid;P31 Individuele consumptieve bestedingen;2004;6357
1112;Centrale overheid;P31 Individuele consumptieve bestedingen;2005;7009
1113;Centrale overheid;P31 Individuele consumptieve bestedingen;2006;7565
1114;Centrale overheid;P31 Individuele consumptieve bestedingen;2007;9066
1115;Centrale overheid;P31 Individuele consumptieve bestedingen;2008;10190
1116;Centrale overheid;P31 Individuele consumptieve bestedingen;2009;10904
1117;Centrale overheid;P31 Individuele consumptieve bestedingen;2010;11202
1118;Centrale overheid;P31 Individuele consumptieve bestedingen;2011;10866
1119;Centrale overheid;P31 Individuele consumptieve bestedingen;2012;10337
1120;Centrale overheid;P31 Individuele consumptieve bestedingen;2013;9937
1121;Centrale overheid;P31 Individuele consumptieve bestedingen;2014;10374
1122;Centrale overheid;P31 Individuele consumptieve bestedingen;2015;10636
1123;Centrale overheid;P31 Individuele consumptieve bestedingen;2016;11640
1124;Centrale overheid;P31 Individuele consumptieve bestedingen;2017;11656
1125;Centrale overheid;P31 Individuele consumptieve bestedingen;2018;12078
1126;Centrale overheid;P31 Individuele consumptieve bestedingen;2019;13226
1127;Centrale overheid;P31 Individuele consumptieve bestedingen;2020;14280
1128;Centrale overheid;P31 Individuele consumptieve bestedingen;2021;18089
1129;Centrale overheid;P31 Individuele consumptieve bestedingen;2022;19328
1130;Centrale overheid;P31 Individuele consumptieve bestedingen;2023;19518
1131;Centrale overheid;D631 Overdrachten niet-marktproducten;1995;2087
1132;Centrale overheid;D631 Overdrachten niet-marktproducten;1996;2130
1133;Centrale overheid;D631 Overdrachten niet-marktproducten;1997;2029
1134;Centrale overheid;D631 Overdrachten niet-marktproducten;1998;2243
1135;Centrale overheid;D631 Overdrachten niet-marktproducten;1999;2348
1136;Centrale overheid;D631 Overdrachten niet-marktproducten;2000;2718
1137;Centrale overheid;D631 Overdrachten niet-marktproducten;2001;2855
1138;Centrale overheid;D631 Overdrachten niet-marktproducten;2002;2935
1139;Centrale overheid;D631 Overdrachten niet-marktproducten;2003;2848
1140;Centrale overheid;D631 Overdrachten niet-marktproducten;2004;2716
1141;Centrale overheid;D631 Overdrachten niet-marktproducten;2005;2909
1142;Centrale overheid;D631 Overdrachten niet-marktproducten;2006;2871
1143;Centrale overheid;D631 Overdrachten niet-marktproducten;2007;3105
1144;Centrale overheid;D631 Overdrachten niet-marktproducten;2008;3472
1145;Centrale overheid;D631 Overdrachten niet-marktproducten;2009;3714
1146;Centrale overheid;D631 Overdrachten niet-marktproducten;2010;3948
1147;Centrale overheid;D631 Overdrachten niet-marktproducten;2011;3542
1148;Centrale overheid;D631 Overdrachten niet-marktproducten;2012;3446
1149;Centrale overheid;D631 Overdrachten niet-marktproducten;2013;3384
1150;Centrale overheid;D631 Overdrachten niet-marktproducten;2014;3363
1151;Centrale overheid;D631 Overdrachten niet-marktproducten;2015;3796
1152;Centrale overheid;D631 Overdrachten niet-marktproducten;2016;4223
1153;Centrale overheid;D631 Overdrachten niet-marktproducten;2017;3815
1154;Centrale overheid;D631 Overdrachten niet-marktproducten;2018;3819
1155;Centrale overheid;D631 Overdrachten niet-marktproducten;2019;4306
1156;Centrale overheid;D631 Overdrachten niet-marktproducten;2020;5187
1157;Centrale overheid;D631 Overdrachten niet-marktproducten;2021;6773
1158;Centrale overheid;D631 Overdrachten niet-marktproducten;2022;7877
1159;Centrale overheid;D631 Overdrachten niet-marktproducten;2023;7757
1160;Centrale overheid;D632 Uitkeringen in natura (aangekocht);1995;2133
1161;Centrale overheid;D632 Uitkeringen in natura (aangekocht);1996;2164
1162;Centrale overheid;D632 Uitkeringen in natura (aangekocht);1997;2274
1163;Centrale overheid;D632 Uitkeringen in natura (aangekocht);1998;2636
1164;Centrale overheid;D632 Uitkeringen in natura (aangekocht);1999;2918
1165;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2000;3078
1166;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2001;3374
1167;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2002;3753
1168;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2003;3671
1169;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2004;3641
1170;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2005;4100
1171;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2006;4694
1172;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2007;5961
1173;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2008;6718
1174;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2009;7190
1175;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2010;7254
1176;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2011;7324
1177;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2012;6891
1178;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2013;6553
1179;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2014;7011
1180;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2015;6840
1181;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2016;7417
1182;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2017;7841
1183;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2018;8259
1184;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2019;8920
1185;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2020;9093
1186;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2021;11316
1187;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2022;11451
1188;Centrale overheid;D632 Uitkeringen in natura (aangekocht);2023;11761
1189;Centrale overheid;P32 Collectieve consumptieve bestedingen;1995;17427
1190;Centrale overheid;P32 Collectieve consumptieve bestedingen;1996;17474
1191;Centrale overheid;P32 Collectieve consumptieve bestedingen;1997;18267
1192;Centrale overheid;P32 Collectieve consumptieve bestedingen;1998;19214
1193;Centrale overheid;P32 Collectieve consumptieve bestedingen;1999;19794
1194;Centrale overheid;P32 Collectieve consumptieve bestedingen;2000;20648
1195;Centrale overheid;P32 Collectieve consumptieve bestedingen;2001;22435
1196;Centrale overheid;P32 Collectieve consumptieve bestedingen;2002;23742
1197;Centrale overheid;P32 Collectieve consumptieve bestedingen;2003;24240
1198;Centrale overheid;P32 Collectieve consumptieve bestedingen;2004;23865
1199;Centrale overheid;P32 Collectieve consumptieve bestedingen;2005;24562
1200;Centrale overheid;P32 Collectieve consumptieve bestedingen;2006;25481
1201;Centrale overheid;P32 Collectieve consumptieve bestedingen;2007;26801
1202;Centrale overheid;P32 Collectieve consumptieve bestedingen;2008;27939
1203;Centrale overheid;P32 Collectieve consumptieve bestedingen;2009;29220
1204;Centrale overheid;P32 Collectieve consumptieve bestedingen;2010;28618
1205;Centrale overheid;P32 Collectieve consumptieve bestedingen;2011;27841
1206;Centrale overheid;P32 Collectieve consumptieve bestedingen;2012;28256
1207;Centrale overheid;P32 Collectieve consumptieve bestedingen;2013;33161
1208;Centrale overheid;P32 Collectieve consumptieve bestedingen;2014;33762
1209;Centrale overheid;P32 Collectieve consumptieve bestedingen;2015;33273
1210;Centrale overheid;P32 Collectieve consumptieve bestedingen;2016;34590
1211;Centrale overheid;P32 Collectieve consumptieve bestedingen;2017;35183
1212;Centrale overheid;P32 Collectieve consumptieve bestedingen;2018;36896
1213;Centrale overheid;P32 Collectieve consumptieve bestedingen;2019;38881
1214;Centrale overheid;P32 Collectieve consumptieve bestedingen;2020;41468
1215;Centrale overheid;P32 Collectieve consumptieve bestedingen;2021;43691
1216;Centrale overheid;P32 Collectieve consumptieve bestedingen;2022;46921
1217;Centrale overheid;P32 Collectieve consumptieve bestedingen;2023;52436
1218;Rijksoverheid;P1 Output;1995;18236
1219;Rijksoverheid;P1 Output;1996;18553
1220;Rijksoverheid;P1 Output;1997;19169
1221;Rijksoverheid;P1 Output;1998;19583
1222;Rijksoverheid;P1 Output;1999;19773
1223;Rijksoverheid;P1 Output;2000;21968
1224;Rijksoverheid;P1 Output;2001;24940
1225;Rijksoverheid;P1 Output;2002;25769
1226;Rijksoverheid;P1 Output;2003;26503
1227;Rijksoverheid;P1 Output;2004;26407
1228;Rijksoverheid;P1 Output;2005;27693
1229;Rijksoverheid;P1 Output;2006;30091
1230;Rijksoverheid;P1 Output;2007;31447
1231;Rijksoverheid;P1 Output;2008;35191
1232;Rijksoverheid;P1 Output;2009;34062
1233;Rijksoverheid;P1 Output;2010;34007
1234;Rijksoverheid;P1 Output;2011;34077
1235;Rijksoverheid;P1 Output;2012;35420
1236;Rijksoverheid;P1 Output;2013;35264
1237;Rijksoverheid;P1 Output;2014;33594
1238;Rijksoverheid;P1 Output;2015;31414
1239;Rijksoverheid;P1 Output;2016;30709
1240;Rijksoverheid;P1 Output;2017;30627
1241;Rijksoverheid;P1 Output;2018;31522
1242;Rijksoverheid;P1 Output;2019;32788
1243;Rijksoverheid;P1 Output;2020;34468
1244;Rijksoverheid;P1 Output;2021;38699
1245;Rijksoverheid;P1 Output;2022;46049
1246;Rijksoverheid;P1 Output;2023;43259
1247;Rijksoverheid;P11 Marktoutput;1995;2831
1248;Rijksoverheid;P11 Marktoutput;1996;3133
1249;Rijksoverheid;P11 Marktoutput;1997;3133
1250;Rijksoverheid;P11 Marktoutput;1998;2809
1251;Rijksoverheid;P11 Marktoutput;1999;2354
1252;Rijksoverheid;P11 Marktoutput;2000;3408
1253;Rijksoverheid;P11 Marktoutput;2001;4419
1254;Rijksoverheid;P11 Marktoutput;2002;3906
1255;Rijksoverheid;P11 Marktoutput;2003;4162
1256;Rijksoverheid;P11 Marktoutput;2004;4545
1257;Rijksoverheid;P11 Marktoutput;2005;5174
1258;Rijksoverheid;P11 Marktoutput;2006;6600
1259;Rijksoverheid;P11 Marktoutput;2007;6437
1260;Rijksoverheid;P11 Marktoutput;2008;9090
1261;Rijksoverheid;P11 Marktoutput;2009;6817
1262;Rijksoverheid;P11 Marktoutput;2010;7016
1263;Rijksoverheid;P11 Marktoutput;2011;7582
1264;Rijksoverheid;P11 Marktoutput;2012;9005
1265;Rijksoverheid;P11 Marktoutput;2013;9232
1266;Rijksoverheid;P11 Marktoutput;2014;7071
1267;Rijksoverheid;P11 Marktoutput;2015;5021
1268;Rijksoverheid;P11 Marktoutput;2016;3343
1269;Rijksoverheid;P11 Marktoutput;2017;3229
1270;Rijksoverheid;P11 Marktoutput;2018;2863
1271;Rijksoverheid;P11 Marktoutput;2019;2364
1272;Rijksoverheid;P11 Marktoutput;2020;1351
1273;Rijksoverheid;P11 Marktoutput;2021;3143
1274;Rijksoverheid;P11 Marktoutput;2022;8091
1275;Rijksoverheid;P11 Marktoutput;2023;1259
1276;Rijksoverheid;P12A Investeringen in eigen beheer;1995;236
1277;Rijksoverheid;P12A Investeringen in eigen beheer;1996;212
1278;Rijksoverheid;P12A Investeringen in eigen beheer;1997;228
1279;Rijksoverheid;P12A Investeringen in eigen beheer;1998;244
1280;Rijksoverheid;P12A Investeringen in eigen beheer;1999;322
1281;Rijksoverheid;P12A Investeringen in eigen beheer;2000;365
1282;Rijksoverheid;P12A Investeringen in eigen beheer;2001;413
1283;Rijksoverheid;P12A Investeringen in eigen beheer;2002;563
1284;Rijksoverheid;P12A Investeringen in eigen beheer;2003;701
1285;Rijksoverheid;P12A Investeringen in eigen beheer;2004;676
1286;Rijksoverheid;P12A Investeringen in eigen beheer;2005;649
1287;Rijksoverheid;P12A Investeringen in eigen beheer;2006;750
1288;Rijksoverheid;P12A Investeringen in eigen beheer;2007;691
1289;Rijksoverheid;P12A Investeringen in eigen beheer;2008;700
1290;Rijksoverheid;P12A Investeringen in eigen beheer;2009;765
1291;Rijksoverheid;P12A Investeringen in eigen beheer;2010;881
1292;Rijksoverheid;P12A Investeringen in eigen beheer;2011;888
1293;Rijksoverheid;P12A Investeringen in eigen beheer;2012;896
1294;Rijksoverheid;P12A Investeringen in eigen beheer;2013;902
1295;Rijksoverheid;P12A Investeringen in eigen beheer;2014;927
1296;Rijksoverheid;P12A Investeringen in eigen beheer;2015;963
1297;Rijksoverheid;P12A Investeringen in eigen beheer;2016;1037
1298;Rijksoverheid;P12A Investeringen in eigen beheer;2017;1078
1299;Rijksoverheid;P12A Investeringen in eigen beheer;2018;1103
1300;Rijksoverheid;P12A Investeringen in eigen beheer;2019;1122
1301;Rijksoverheid;P12A Investeringen in eigen beheer;2020;1131
1302;Rijksoverheid;P12A Investeringen in eigen beheer;2021;1184
1303;Rijksoverheid;P12A Investeringen in eigen beheer;2022;1236
1304;Rijksoverheid;P12A Investeringen in eigen beheer;2023;1264
1305;Rijksoverheid;P13 Niet-marktoutput;1995;15169
1306;Rijksoverheid;P13 Niet-marktoutput;1996;15208
1307;Rijksoverheid;P13 Niet-marktoutput;1997;15808
1308;Rijksoverheid;P13 Niet-marktoutput;1998;16530
1309;Rijksoverheid;P13 Niet-marktoutput;1999;17097
1310;Rijksoverheid;P13 Niet-marktoutput;2000;18195
1311;Rijksoverheid;P13 Niet-marktoutput;2001;20108
1312;Rijksoverheid;P13 Niet-marktoutput;2002;21300
1313;Rijksoverheid;P13 Niet-marktoutput;2003;21640
1314;Rijksoverheid;P13 Niet-marktoutput;2004;21186
1315;Rijksoverheid;P13 Niet-marktoutput;2005;21870
1316;Rijksoverheid;P13 Niet-marktoutput;2006;22741
1317;Rijksoverheid;P13 Niet-marktoutput;2007;24319
1318;Rijksoverheid;P13 Niet-marktoutput;2008;25401
1319;Rijksoverheid;P13 Niet-marktoutput;2009;26480
1320;Rijksoverheid;P13 Niet-marktoutput;2010;26110
1321;Rijksoverheid;P13 Niet-marktoutput;2011;25607
1322;Rijksoverheid;P13 Niet-marktoutput;2012;25519
1323;Rijksoverheid;P13 Niet-marktoutput;2013;25130
1324;Rijksoverheid;P13 Niet-marktoutput;2014;25596
1325;Rijksoverheid;P13 Niet-marktoutput;2015;25430
1326;Rijksoverheid;P13 Niet-marktoutput;2016;26329
1327;Rijksoverheid;P13 Niet-marktoutput;2017;26320
1328;Rijksoverheid;P13 Niet-marktoutput;2018;27556
1329;Rijksoverheid;P13 Niet-marktoutput;2019;29302
1330;Rijksoverheid;P13 Niet-marktoutput;2020;31986
1331;Rijksoverheid;P13 Niet-marktoutput;2021;34372
1332;Rijksoverheid;P13 Niet-marktoutput;2022;36722
1333;Rijksoverheid;P13 Niet-marktoutput;2023;40736
1334;Rijksoverheid;P131 Betalingen voor niet-marktoutput;1995;768
1335;Rijksoverheid;P131 Betalingen voor niet-marktoutput;1996;971
1336;Rijksoverheid;P131 Betalingen voor niet-marktoutput;1997;932
1337;Rijksoverheid;P131 Betalingen voor niet-marktoutput;1998;938
1338;Rijksoverheid;P131 Betalingen voor niet-marktoutput;1999;974
1339;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2000;1319
1340;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2001;1587
1341;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2002;1638
1342;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2003;1845
1343;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2004;1908
1344;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2005;1901
1345;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2006;2029
1346;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2007;2248
1347;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2008;2370
1348;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2009;2193
1349;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2010;2333
1350;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2011;2748
1351;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2012;2542
1352;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2013;2536
1353;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2014;2555
1354;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2015;2803
1355;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2016;2576
1356;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2017;2582
1357;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2018;2795
1358;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2019;2729
1359;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2020;2807
1360;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2021;3290
1361;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2022;3767
1362;Rijksoverheid;P131 Betalingen voor niet-marktoutput;2023;3696
1363;Rijksoverheid;P132 Overige niet-marktoutput;1995;14401
1364;Rijksoverheid;P132 Overige niet-marktoutput;1996;14237
1365;Rijksoverheid;P132 Overige niet-marktoutput;1997;14876
1366;Rijksoverheid;P132 Overige niet-marktoutput;1998;15592
1367;Rijksoverheid;P132 Overige niet-marktoutput;1999;16123
1368;Rijksoverheid;P132 Overige niet-marktoutput;2000;16876
1369;Rijksoverheid;P132 Overige niet-marktoutput;2001;18521
1370;Rijksoverheid;P132 Overige niet-marktoutput;2002;19662
1371;Rijksoverheid;P132 Overige niet-marktoutput;2003;19795
1372;Rijksoverheid;P132 Overige niet-marktoutput;2004;19278
1373;Rijksoverheid;P132 Overige niet-marktoutput;2005;19969
1374;Rijksoverheid;P132 Overige niet-marktoutput;2006;20712
1375;Rijksoverheid;P132 Overige niet-marktoutput;2007;22071
1376;Rijksoverheid;P132 Overige niet-marktoutput;2008;23031
1377;Rijksoverheid;P132 Overige niet-marktoutput;2009;24287
1378;Rijksoverheid;P132 Overige niet-marktoutput;2010;23777
1379;Rijksoverheid;P132 Overige niet-marktoutput;2011;22859
1380;Rijksoverheid;P132 Overige niet-marktoutput;2012;22977
1381;Rijksoverheid;P132 Overige niet-marktoutput;2013;22594
1382;Rijksoverheid;P132 Overige niet-marktoutput;2014;23041
1383;Rijksoverheid;P132 Overige niet-marktoutput;2015;22627
1384;Rijksoverheid;P132 Overige niet-marktoutput;2016;23753
1385;Rijksoverheid;P132 Overige niet-marktoutput;2017;23738
1386;Rijksoverheid;P132 Overige niet-marktoutput;2018;24761
1387;Rijksoverheid;P132 Overige niet-marktoutput;2019;26573
1388;Rijksoverheid;P132 Overige niet-marktoutput;2020;29179
1389;Rijksoverheid;P132 Overige niet-marktoutput;2021;31082
1390;Rijksoverheid;P132 Overige niet-marktoutput;2022;32955
1391;Rijksoverheid;P132 Overige niet-marktoutput;2023;37040
1392;Rijksoverheid;P2 Intermediair verbruik;1995;5620
1393;Rijksoverheid;P2 Intermediair verbruik;1996;5955
1394;Rijksoverheid;P2 Intermediair verbruik;1997;6070
1395;Rijksoverheid;P2 Intermediair verbruik;1998;6279
1396;Rijksoverheid;P2 Intermediair verbruik;1999;6401
1397;Rijksoverheid;P2 Intermediair verbruik;2000;7439
1398;Rijksoverheid;P2 Intermediair verbruik;2001;9015
1399;Rijksoverheid;P2 Intermediair verbruik;2002;9475
1400;Rijksoverheid;P2 Intermediair verbruik;2003;9629
1401;Rijksoverheid;P2 Intermediair verbruik;2004;9281
1402;Rijksoverheid;P2 Intermediair verbruik;2005;8715
1403;Rijksoverheid;P2 Intermediair verbruik;2006;9329
1404;Rijksoverheid;P2 Intermediair verbruik;2007;10417
1405;Rijksoverheid;P2 Intermediair verbruik;2008;11002
1406;Rijksoverheid;P2 Intermediair verbruik;2009;11476
1407;Rijksoverheid;P2 Intermediair verbruik;2010;10816
1408;Rijksoverheid;P2 Intermediair verbruik;2011;10423
1409;Rijksoverheid;P2 Intermediair verbruik;2012;10117
1410;Rijksoverheid;P2 Intermediair verbruik;2013;10069
1411;Rijksoverheid;P2 Intermediair verbruik;2014;10430
1412;Rijksoverheid;P2 Intermediair verbruik;2015;9949
1413;Rijksoverheid;P2 Intermediair verbruik;2016;10740
1414;Rijksoverheid;P2 Intermediair verbruik;2017;10364
1415;Rijksoverheid;P2 Intermediair verbruik;2018;10747
1416;Rijksoverheid;P2 Intermediair verbruik;2019;11047
1417;Rijksoverheid;P2 Intermediair verbruik;2020;12757
1418;Rijksoverheid;P2 Intermediair verbruik;2021;14280
1419;Rijksoverheid;P2 Intermediair verbruik;2022;14472
1420;Rijksoverheid;P2 Intermediair verbruik;2023;16677
1421;Rijksoverheid;B1g Bruto toegevoegde waarde;1995;12616
1422;Rijksoverheid;B1g Bruto toegevoegde waarde;1996;12598
1423;Rijksoverheid;B1g Bruto toegevoegde waarde;1997;13099
1424;Rijksoverheid;B1g Bruto toegevoegde waarde;1998;13304
1425;Rijksoverheid;B1g Bruto toegevoegde waarde;1999;13372
1426;Rijksoverheid;B1g Bruto toegevoegde waarde;2000;14529
1427;Rijksoverheid;B1g Bruto toegevoegde waarde;2001;15925
1428;Rijksoverheid;B1g Bruto toegevoegde waarde;2002;16294
1429;Rijksoverheid;B1g Bruto toegevoegde waarde;2003;16874
1430;Rijksoverheid;B1g Bruto toegevoegde waarde;2004;17126
1431;Rijksoverheid;B1g Bruto toegevoegde waarde;2005;18978
1432;Rijksoverheid;B1g Bruto toegevoegde waarde;2006;20762
1433;Rijksoverheid;B1g Bruto toegevoegde waarde;2007;21030
1434;Rijksoverheid;B1g Bruto toegevoegde waarde;2008;24189
1435;Rijksoverheid;B1g Bruto toegevoegde waarde;2009;22586
1436;Rijksoverheid;B1g Bruto toegevoegde waarde;2010;23191
1437;Rijksoverheid;B1g Bruto toegevoegde waarde;2011;23654
1438;Rijksoverheid;B1g Bruto toegevoegde waarde;2012;25303
1439;Rijksoverheid;B1g Bruto toegevoegde waarde;2013;25195
1440;Rijksoverheid;B1g Bruto toegevoegde waarde;2014;23164
1441;Rijksoverheid;B1g Bruto toegevoegde waarde;2015;21465
1442;Rijksoverheid;B1g Bruto toegevoegde waarde;2016;19969
1443;Rijksoverheid;B1g Bruto toegevoegde waarde;2017;20263
1444;Rijksoverheid;B1g Bruto toegevoegde waarde;2018;20775
1445;Rijksoverheid;B1g Bruto toegevoegde waarde;2019;21741
1446;Rijksoverheid;B1g Bruto toegevoegde waarde;2020;21711
1447;Rijksoverheid;B1g Bruto toegevoegde waarde;2021;24419
1448;Rijksoverheid;B1g Bruto toegevoegde waarde;2022;31577
