ID;Persoonskenmerken;Perioden;InwonersMetNederlandseNationaliteit_1;NeemtNietDeel_2;NeemtDeel_3;Gemiddeld_4;NeemtNietDeel_5;NeemtDeel_6;Gemiddeld_7
291;Bruto hh.-inkomen:17.500 tot 23.000 euro;2008;1569;1163.0;413.0;1.8;647.0;937.0;1.9
292;Bruto hh.-inkomen:17.500 tot 23.000 euro;2009;1432;1025.0;414.0;1.8;617.0;824.0;1.9
293;Bruto hh.-inkomen:17.500 tot 23.000 euro;2010;1443;1023.0;427.0;1.9;590.0;864.0;1.9
294;Bruto hh.-inkomen:17.500 tot 23.000 euro;2011;1496;1048.0;449.0;1.8;591.0;912.0;1.8
295;Bruto hh.-inkomen:17.500 tot 23.000 euro;2012;1512;1063.0;453.0;1.9;607.0;913.0;1.8
296;Bruto hh.-inkomen:17.500 tot 23.000 euro;2013;1496;1111.0;391.0;1.9;623.0;887.0;1.8
297;Bruto hh.-inkomen:17.500 tot 23.000 euro;2014;1493;1131.0;366.0;1.9;709.0;790.0;1.8
298;Bruto hh.-inkomen:17.500 tot 23.000 euro;2015;1592;1189.0;413.0;1.8;683.0;914.0;1.7
299;Bruto hh.-inkomen:17.500 tot 23.000 euro;2016;1551;1121.0;436.0;1.8;638.0;924.0;1.9
300;Bruto hh.-inkomen:23.000 tot 28.500 euro;2002;2504;1571.0;934.0;2.0;755.0;1749.0;2.0
301;Bruto hh.-inkomen:23.000 tot 28.500 euro;2003;1741;1138.0;603.0;1.8;583.0;1157.0;1.8
302;Bruto hh.-inkomen:23.000 tot 28.500 euro;2004;1640;1065.0;576.0;1.9;517.0;1126.0;1.9
303;Bruto hh.-inkomen:23.000 tot 28.500 euro;2005;1748;1107.0;644.0;2.1;571.0;1180.0;1.8
304;Bruto hh.-inkomen:23.000 tot 28.500 euro;2006;1738;1129.0;608.0;1.9;562.0;1178.0;1.9
305;Bruto hh.-inkomen:23.000 tot 28.500 euro;2007;1536;992.0;546.0;1.8;490.0;1048.0;1.9
306;Bruto hh.-inkomen:23.000 tot 28.500 euro;2008;1591;1106.0;490.0;1.9;497.0;1100.0;1.9
307;Bruto hh.-inkomen:23.000 tot 28.500 euro;2009;1521;1009.0;517.0;1.8;567.0;960.0;1.8
308;Bruto hh.-inkomen:23.000 tot 28.500 euro;2010;1688;1146.0;548.0;1.8;615.0;1082.0;1.9
309;Bruto hh.-inkomen:23.000 tot 28.500 euro;2011;1716;1138.0;580.0;2.0;617.0;1106.0;1.9
310;Bruto hh.-inkomen:23.000 tot 28.500 euro;2012;1747;1190.0;561.0;2.0;530.0;1220.0;1.8
311;Bruto hh.-inkomen:23.000 tot 28.500 euro;2013;1684;1155.0;533.0;1.8;542.0;1148.0;1.8
312;Bruto hh.-inkomen:23.000 tot 28.500 euro;2014;1679;1113.0;568.0;1.8;583.0;1099.0;1.8
313;Bruto hh.-inkomen:23.000 tot 28.500 euro;2015;1685;1192.0;502.0;1.8;627.0;1062.0;1.7
314;Bruto hh.-inkomen:23.000 tot 28.500 euro;2016;1781;1173.0;613.0;1.8;644.0;1146.0;1.9
315;Bruto hh.-inkomen:28.500 tot 34.000 euro;2002;2313;1245.0;1068.0;2.1;565.0;1748.0;1.9
316;Bruto hh.-inkomen:28.500 tot 34.000 euro;2003;2036;1257.0;779.0;2.1;579.0;1457.0;1.9
317;Bruto hh.-inkomen:28.500 tot 34.000 euro;2004;2215;1441.0;775.0;2.0;614.0;1603.0;1.9
318;Bruto hh.-inkomen:28.500 tot 34.000 euro;2005;2126;1334.0;794.0;1.9;548.0;1578.0;1.8
319;Bruto hh.-inkomen:28.500 tot 34.000 euro;2006;2196;1387.0;809.0;1.8;665.0;1533.0;1.9
320;Bruto hh.-inkomen:28.500 tot 34.000 euro;2007;2339;1406.0;934.0;2.0;678.0;1663.0;1.9
321;Bruto hh.-inkomen:28.500 tot 34.000 euro;2008;2409;1517.0;895.0;2.0;659.0;1753.0;1.9
322;Bruto hh.-inkomen:28.500 tot 34.000 euro;2009;2337;1480.0;862.0;2.0;652.0;1687.0;2.0
323;Bruto hh.-inkomen:28.500 tot 34.000 euro;2010;1982;1220.0;764.0;1.8;482.0;1500.0;1.8
324;Bruto hh.-inkomen:28.500 tot 34.000 euro;2011;2069;1307.0;763.0;1.9;521.0;1549.0;1.8
325;Bruto hh.-inkomen:28.500 tot 34.000 euro;2012;2118;1307.0;813.0;2.0;613.0;1508.0;1.9
326;Bruto hh.-inkomen:28.500 tot 34.000 euro;2013;2156;1281.0;875.0;1.8;634.0;1527.0;1.8
327;Bruto hh.-inkomen:28.500 tot 34.000 euro;2014;2169;1346.0;824.0;1.9;711.0;1461.0;1.8
328;Bruto hh.-inkomen:28.500 tot 34.000 euro;2015;2051;1255.0;798.0;1.8;584.0;1467.0;1.9
329;Bruto hh.-inkomen:28.500 tot 34.000 euro;2016;1947;1126.0;821.0;1.9;574.0;1375.0;1.9
330;Bruto hh.-inkomen:34.000 tot 45.000 euro;2002;2888;1632.0;1257.0;2.0;518.0;2370.0;2.0
331;Bruto hh.-inkomen:34.000 tot 45.000 euro;2003;3016;1714.0;1301.0;2.1;675.0;2341.0;2.0
332;Bruto hh.-inkomen:34.000 tot 45.000 euro;2004;3024;1729.0;1294.0;2.1;615.0;2406.0;2.0
333;Bruto hh.-inkomen:34.000 tot 45.000 euro;2005;3076;1803.0;1272.0;2.0;734.0;2341.0;1.9
334;Bruto hh.-inkomen:34.000 tot 45.000 euro;2006;3268;1878.0;1390.0;2.0;743.0;2524.0;1.9
335;Bruto hh.-inkomen:34.000 tot 45.000 euro;2007;3168;1848.0;1320.0;2.0;729.0;2437.0;1.9
336;Bruto hh.-inkomen:34.000 tot 45.000 euro;2008;3024;1671.0;1349.0;1.8;673.0;2347.0;2.0
337;Bruto hh.-inkomen:34.000 tot 45.000 euro;2009;3085;1794.0;1291.0;2.0;681.0;2401.0;1.9
338;Bruto hh.-inkomen:34.000 tot 45.000 euro;2010;2729;1528.0;1199.0;2.0;620.0;2106.0;1.9
339;Bruto hh.-inkomen:34.000 tot 45.000 euro;2011;2740;1483.0;1256.0;1.9;574.0;2163.0;1.8
340;Bruto hh.-inkomen:34.000 tot 45.000 euro;2012;2782;1490.0;1290.0;1.9;596.0;2182.0;1.9
341;Bruto hh.-inkomen:34.000 tot 45.000 euro;2013;2962;1686.0;1275.0;2.0;629.0;2326.0;1.9
342;Bruto hh.-inkomen:34.000 tot 45.000 euro;2014;3052;1799.0;1253.0;2.2;683.0;2366.0;1.9
343;Bruto hh.-inkomen:34.000 tot 45.000 euro;2015;3042;1801.0;1242.0;1.8;796.0;2245.0;1.9
344;Bruto hh.-inkomen:34.000 tot 45.000 euro;2016;3112;1758.0;1353.0;1.9;734.0;2374.0;1.8
345;Bruto hh.-inkomen:45.000 tot 56.000 euro;2002;2170;1178.0;990.0;2.2;392.0;1778.0;2.0
346;Bruto hh.-inkomen:45.000 tot 56.000 euro;2003;2393;1303.0;1090.0;2.0;448.0;1945.0;1.9
347;Bruto hh.-inkomen:45.000 tot 56.000 euro;2004;2141;1193.0;947.0;1.9;424.0;1714.0;2.0
348;Bruto hh.-inkomen:45.000 tot 56.000 euro;2005;2086;1083.0;997.0;1.9;357.0;1725.0;1.9
349;Bruto hh.-inkomen:45.000 tot 56.000 euro;2006;2116;1104.0;1014.0;1.9;346.0;1767.0;1.9
350;Bruto hh.-inkomen:45.000 tot 56.000 euro;2007;2056;1090.0;963.0;2.1;331.0;1721.0;2.0
351;Bruto hh.-inkomen:45.000 tot 56.000 euro;2008;2088;963.0;1117.0;2.0;351.0;1727.0;2.1
352;Bruto hh.-inkomen:45.000 tot 56.000 euro;2009;2164;1072.0;1087.0;2.0;381.0;1778.0;1.9
353;Bruto hh.-inkomen:45.000 tot 56.000 euro;2010;2473;1265.0;1202.0;1.9;425.0;2039.0;2.0
354;Bruto hh.-inkomen:45.000 tot 56.000 euro;2011;2463;1261.0;1201.0;2.0;369.0;2087.0;2.0
355;Bruto hh.-inkomen:45.000 tot 56.000 euro;2012;2338;1200.0;1135.0;2.0;349.0;1980.0;1.9
356;Bruto hh.-inkomen:45.000 tot 56.000 euro;2013;2223;1168.0;1051.0;2.0;341.0;1869.0;2.0
357;Bruto hh.-inkomen:45.000 tot 56.000 euro;2014;2246;1176.0;1067.0;1.9;365.0;1875.0;2.0
358;Bruto hh.-inkomen:45.000 tot 56.000 euro;2015;2276;1171.0;1099.0;1.9;367.0;1903.0;1.9
359;Bruto hh.-inkomen:45.000 tot 56.000 euro;2016;2242;1165.0;1073.0;1.8;373.0;1858.0;2.0
360;Bruto hh.-inkomen:56.000 euro of meer;2002;1700;818.0;883.0;2.2;235.0;1465.0;2.2
361;Bruto hh.-inkomen:56.000 euro of meer;2003;3387;1706.0;1682.0;2.1;485.0;2902.0;2.2
362;Bruto hh.-inkomen:56.000 euro of meer;2004;3330;1691.0;1636.0;2.1;421.0;2898.0;2.1
363;Bruto hh.-inkomen:56.000 euro of meer;2005;3308;1682.0;1615.0;2.0;392.0;2904.0;2.2
364;Bruto hh.-inkomen:56.000 euro of meer;2006;3046;1428.0;1621.0;2.0;385.0;2654.0;2.2
365;Bruto hh.-inkomen:56.000 euro of meer;2007;3196;1507.0;1683.0;2.1;364.0;2822.0;2.2
366;Bruto hh.-inkomen:56.000 euro of meer;2008;3286;1667.0;1610.0;2.1;321.0;2938.0;2.2
367;Bruto hh.-inkomen:56.000 euro of meer;2009;3588;1538.0;2033.0;2.0;356.0;3214.0;2.3
368;Bruto hh.-inkomen:56.000 euro of meer;2010;3477;1604.0;1858.0;2.2;316.0;3135.0;2.2
369;Bruto hh.-inkomen:56.000 euro of meer;2011;3453;1653.0;1797.0;2.2;293.0;3141.0;2.2
370;Bruto hh.-inkomen:56.000 euro of meer;2012;3445;1383.0;2051.0;2.3;386.0;3041.0;2.2
371;Bruto hh.-inkomen:56.000 euro of meer;2013;3510;1595.0;1904.0;2.2;383.0;3098.0;2.2
372;Bruto hh.-inkomen:56.000 euro of meer;2014;3489;1597.0;1885.0;2.1;383.0;3094.0;2.1
373;Bruto hh.-inkomen:56.000 euro of meer;2015;3476;1469.0;1984.0;2.2;435.0;3031.0;2.2
374;Bruto hh.-inkomen:56.000 euro of meer;2016;3534;1603.0;1917.0;2.2;393.0;3115.0;2.1
375;Sociale groep: n.v.t. (0 tot 16 jaar);2002;3088;1767.0;1321.0;1.9;521.0;2567.0;1.8
376;Sociale groep: n.v.t. (0 tot 16 jaar);2003;3012;1780.0;1232.0;1.9;569.0;2443.0;1.7
377;Sociale groep: n.v.t. (0 tot 16 jaar);2004;3050;1757.0;1292.0;1.8;567.0;2482.0;1.8
378;Sociale groep: n.v.t. (0 tot 16 jaar);2005;3119;1774.0;1345.0;1.8;580.0;2538.0;1.8
379;Sociale groep: n.v.t. (0 tot 16 jaar);2006;3081;1721.0;1360.0;1.8;608.0;2473.0;1.8
380;Sociale groep: n.v.t. (0 tot 16 jaar);2007;3034;1776.0;1258.0;1.8;618.0;2416.0;1.8
381;Sociale groep: n.v.t. (0 tot 16 jaar);2008;3036;1773.0;1263.0;1.8;565.0;2471.0;1.9
382;Sociale groep: n.v.t. (0 tot 16 jaar);2009;2985;1685.0;1301.0;1.9;554.0;2431.0;1.9
383;Sociale groep: n.v.t. (0 tot 16 jaar);2010;2972;1619.0;1353.0;1.8;535.0;2438.0;1.8
384;Sociale groep: n.v.t. (0 tot 16 jaar);2011;2930;1657.0;1273.0;1.9;446.0;2485.0;1.8
385;Sociale groep: n.v.t. (0 tot 16 jaar);2012;2943;1656.0;1286.0;1.9;563.0;2380.0;1.8
386;Sociale groep: n.v.t. (0 tot 16 jaar);2013;2856;1614.0;1242.0;1.7;413.0;2444.0;1.8
387;Sociale groep: n.v.t. (0 tot 16 jaar);2014;2909;1688.0;1222.0;1.7;496.0;2413.0;1.8
388;Sociale groep: n.v.t. (0 tot 16 jaar);2015;2882;1657.0;1225.0;1.6;532.0;2350.0;1.8
389;Sociale groep: n.v.t. (0 tot 16 jaar);2016;2915;1653.0;1262.0;1.7;496.0;2419.0;1.8
390;Sociale groep: totaal betaald beroep;2002;7927;4291.0;3635.0;2.1;1985.0;5942.0;1.9
391;Sociale groep: totaal betaald beroep;2003;7245;3925.0;3318.0;2.0;1613.0;5632.0;1.9
392;Sociale groep: totaal betaald beroep;2004;7198;4019.0;3177.0;2.1;1594.0;5599.0;1.9
393;Sociale groep: totaal betaald beroep;2005;7136;3910.0;3226.0;2.1;1565.0;5569.0;1.9
394;Sociale groep: totaal betaald beroep;2006;7267;4015.0;3250.0;2.0;1723.0;5540.0;1.9
395;Sociale groep: totaal betaald beroep;2007;7328;3916.0;3410.0;2.1;1680.0;5648.0;1.9
396;Sociale groep: totaal betaald beroep;2008;7449;3983.0;3457.0;2.0;1598.0;5847.0;2.0
397;Sociale groep: totaal betaald beroep;2009;7375;3786.0;3591.0;2.0;1590.0;5786.0;2.0
398;Sociale groep: totaal betaald beroep;2010;7367;3847.0;3514.0;2.0;1499.0;5864.0;2.0
399;Sociale groep: totaal betaald beroep;2011;7288;3788.0;3499.0;2.1;1474.0;5813.0;2.0
400;Sociale groep: totaal betaald beroep;2012;7279;3550.0;3721.0;2.1;1544.0;5734.0;1.9
401;Sociale groep: totaal betaald beroep;2013;7209;3706.0;3497.0;2.1;1581.0;5616.0;1.9
402;Sociale groep: totaal betaald beroep;2014;7125;3781.0;3341.0;2.1;1707.0;5414.0;1.9
403;Sociale groep: totaal betaald beroep;2015;7076;3681.0;3393.0;2.1;1665.0;5411.0;1.9
404;Sociale groep: totaal betaald beroep;2016;7217;3689.0;3524.0;2.1;1577.0;5638.0;1.9
405;Sociale groep: zelfstandigen;2002;739;371.0;368.0;2.3;150.0;589.0;1.9
406;Sociale groep: zelfstandigen;2003;759;369.0;388.0;1.9;145.0;613.0;2.1
407;Sociale groep: zelfstandigen;2004;844;472.0;372.0;2.3;157.0;686.0;2.2
408;Sociale groep: zelfstandigen;2005;813;486.0;326.0;2.1;163.0;649.0;2.0
409;Sociale groep: zelfstandigen;2006;854;435.0;418.0;1.9;194.0;660.0;2.2
410;Sociale groep: zelfstandigen;2007;824;420.0;404.0;2.3;150.0;674.0;2.1
411;Sociale groep: zelfstandigen;2008;822;417.0;404.0;2.5;136.0;685.0;2.1
412;Sociale groep: zelfstandigen;2009;777;343.0;435.0;2.0;152.0;625.0;2.2
413;Sociale groep: zelfstandigen;2010;844;422.0;421.0;2.0;152.0;692.0;2.3
414;Sociale groep: zelfstandigen;2011;900;439.0;460.0;2.2;157.0;743.0;2.2
415;Sociale groep: zelfstandigen;2012;889;415.0;473.0;2.2;175.0;714.0;2.1
416;Sociale groep: zelfstandigen;2013;894;455.0;439.0;2.3;211.0;682.0;2.0
417;Sociale groep: zelfstandigen;2014;851;448.0;402.0;2.3;177.0;673.0;2.1
418;Sociale groep: zelfstandigen;2015;901;485.0;416.0;2.2;201.0;700.0;2.1
419;Sociale groep: zelfstandigen;2016;911;395.0;514.0;2.3;177.0;734.0;2.0
420;Sociale groep: hogere werknemers;2002;856;372.0;483.0;2.4;179.0;677.0;2.1
421;Sociale groep: hogere werknemers;2003;859;313.0;545.0;2.1;108.0;751.0;2.2
422;Sociale groep: hogere werknemers;2004;890;418.0;471.0;2.3;109.0;779.0;2.2
423;Sociale groep: hogere werknemers;2005;835;375.0;459.0;2.1;93.0;742.0;2.3
424;Sociale groep: hogere werknemers;2006;802;368.0;432.0;2.0;121.0;679.0;2.0
425;Sociale groep: hogere werknemers;2007;885;388.0;496.0;2.2;143.0;742.0;2.0
426;Sociale groep: hogere werknemers;2008;909;410.0;497.0;1.9;142.0;766.0;2.3
427;Sociale groep: hogere werknemers;2009;776;320.0;456.0;2.1;98.0;678.0;2.3
428;Sociale groep: hogere werknemers;2010;875;360.0;512.0;2.4;89.0;785.0;2.1
429;Sociale groep: hogere werknemers;2011;862;405.0;456.0;2.3;85.0;777.0;2.2
430;Sociale groep: hogere werknemers;2012;888;361.0;525.0;2.2;87.0;800.0;2.3
431;Sociale groep: hogere werknemers;2013;889;353.0;534.0;2.3;126.0;760.0;2.2
432;Sociale groep: hogere werknemers;2014;938;418.0;519.0;2.2;101.0;836.0;2.0
433;Sociale groep: hogere werknemers;2015;911;401.0;509.0;2.2;111.0;800.0;2.2
434;Sociale groep: hogere werknemers;2016;888;370.0;517.0;2.1;119.0;769.0;2.2
435;Sociale groep: middelbare werknemers;2002;2761;1408.0;1353.0;2.1;615.0;2146.0;1.9
436;Sociale groep: middelbare werknemers;2003;2590;1371.0;1219.0;1.9;546.0;2044.0;1.9
437;Sociale groep: middelbare werknemers;2004;2511;1365.0;1145.0;2.1;524.0;1985.0;1.9
438;Sociale groep: middelbare werknemers;2005;2493;1263.0;1229.0;2.1;498.0;1994.0;1.9
439;Sociale groep: middelbare werknemers;2006;2650;1372.0;1277.0;1.9;583.0;2065.0;1.8
440;Sociale groep: middelbare werknemers;2007;2568;1322.0;1244.0;2.1;548.0;2020.0;1.9
441;Sociale groep: middelbare werknemers;2008;2536;1298.0;1234.0;1.9;478.0;2056.0;1.9
442;Sociale groep: middelbare werknemers;2009;2672;1321.0;1351.0;2.0;522.0;2150.0;2.0
443;Sociale groep: middelbare werknemers;2010;2787;1415.0;1370.0;1.9;554.0;2232.0;2.0
444;Sociale groep: middelbare werknemers;2011;2648;1296.0;1351.0;2.0;520.0;2128.0;1.9
445;Sociale groep: middelbare werknemers;2012;2599;1202.0;1394.0;2.1;514.0;2085.0;1.9
446;Sociale groep: middelbare werknemers;2013;2520;1196.0;1321.0;2.0;485.0;2029.0;1.9
447;Sociale groep: middelbare werknemers;2014;2401;1248.0;1152.0;2.1;563.0;1836.0;1.9
448;Sociale groep: middelbare werknemers;2015;2383;1161.0;1221.0;2.0;537.0;1846.0;1.9
449;Sociale groep: middelbare werknemers;2016;2407;1220.0;1186.0;2.1;447.0;1959.0;1.9
450;Sociale groep: lagere werknemers;2002;3571;2140.0;1431.0;2.0;1041.0;2530.0;1.8
451;Sociale groep: lagere werknemers;2003;3037;1872.0;1165.0;2.1;813.0;2224.0;1.8
452;Sociale groep: lagere werknemers;2004;2953;1764.0;1189.0;2.0;804.0;2149.0;1.8
453;Sociale groep: lagere werknemers;2005;2995;1785.0;1210.0;2.1;811.0;2184.0;1.8
454;Sociale groep: lagere werknemers;2006;2961;1839.0;1122.0;2.0;825.0;2135.0;1.9
455;Sociale groep: lagere werknemers;2007;3052;1786.0;1266.0;2.0;839.0;2213.0;1.8
456;Sociale groep: lagere werknemers;2008;3182;1859.0;1323.0;1.9;842.0;2340.0;1.9
457;Sociale groep: lagere werknemers;2009;3151;1803.0;1348.0;1.9;817.0;2333.0;1.8
458;Sociale groep: lagere werknemers;2010;2861;1650.0;1211.0;1.9;705.0;2156.0;1.8
459;Sociale groep: lagere werknemers;2011;2879;1648.0;1231.0;2.1;713.0;2166.0;1.8
460;Sociale groep: lagere werknemers;2012;2903;1573.0;1329.0;2.1;768.0;2135.0;1.8
461;Sociale groep: lagere werknemers;2013;2906;1702.0;1204.0;1.9;759.0;2146.0;1.8
462;Sociale groep: lagere werknemers;2014;2935;1667.0;1268.0;1.9;866.0;2069.0;1.8
463;Sociale groep: lagere werknemers;2015;2881;1634.0;1247.0;2.0;816.0;2065.0;1.8
464;Sociale groep: lagere werknemers;2016;3011;1704.0;1307.0;2.0;835.0;2177.0;1.8
465;Sociale groep: arbeidsongesch., bijstand;2002;538;364.0;174.0;;206.0;332.0;2.2
466;Sociale groep: arbeidsongesch., bijstand;2003;720;457.0;263.0;;291.0;429.0;1.9
467;Sociale groep: arbeidsongesch., bijstand;2004;753;483.0;270.0;2.6;315.0;440.0;2.4
468;Sociale groep: arbeidsongesch., bijstand;2005;717;497.0;220.0;2.2;298.0;420.0;1.9
469;Sociale groep: arbeidsongesch., bijstand;2006;666;463.0;203.0;1.8;288.0;380.0;2.1
470;Sociale groep: arbeidsongesch., bijstand;2007;627;447.0;180.0;2.2;277.0;350.0;2.0
471;Sociale groep: arbeidsongesch., bijstand;2008;670;463.0;208.0;1.8;324.0;348.0;2.0
472;Sociale groep: arbeidsongesch., bijstand;2009;642;458.0;184.0;1.8;328.0;314.0;2.0
473;Sociale groep: arbeidsongesch., bijstand;2010;712;524.0;189.0;1.9;348.0;366.0;2.1
474;Sociale groep: arbeidsongesch., bijstand;2011;692;511.0;181.0;1.8;338.0;354.0;1.8
475;Sociale groep: arbeidsongesch., bijstand;2012;774;566.0;210.0;1.8;366.0;409.0;1.8
476;Sociale groep: arbeidsongesch., bijstand;2013;769;575.0;196.0;1.8;378.0;396.0;1.7
477;Sociale groep: arbeidsongesch., bijstand;2014;762;562.0;200.0;2.4;398.0;365.0;1.9
478;Sociale groep: arbeidsongesch., bijstand;2015;701;503.0;199.0;1.7;316.0;386.0;1.8
479;Sociale groep: arbeidsongesch., bijstand;2016;681;482.0;200.0;1.9;340.0;342.0;1.8
480;Sociale groep: gepen., renten., AOW, VUT;2002;2272;1594.0;678.0;2.3;816.0;1456.0;2.6
481;Sociale groep: gepen., renten., AOW, VUT;2003;2430;1685.0;744.0;2.1;832.0;1598.0;2.4
482;Sociale groep: gepen., renten., AOW, VUT;2004;2392;1684.0;710.0;2.0;725.0;1669.0;2.3
483;Sociale groep: gepen., renten., AOW, VUT;2005;2497;1746.0;751.0;2.0;838.0;1659.0;2.4
484;Sociale groep: gepen., renten., AOW, VUT;2006;2622;1810.0;813.0;2.1;866.0;1757.0;2.5
485;Sociale groep: gepen., renten., AOW, VUT;2007;2652;1789.0;864.0;2.0;945.0;1707.0;2.4
486;Sociale groep: gepen., renten., AOW, VUT;2008;2693;1902.0;796.0;2.1;856.0;1838.0;2.5
487;Sociale groep: gepen., renten., AOW, VUT;2009;2671;1809.0;861.0;2.1;895.0;1777.0;2.3
488;Sociale groep: gepen., renten., AOW, VUT;2010;2850;2027.0;827.0;2.2;963.0;1889.0;2.4
489;Sociale groep: gepen., renten., AOW, VUT;2011;2845;1996.0;850.0;2.1;917.0;1928.0;2.3
490;Sociale groep: gepen., renten., AOW, VUT;2012;2901;2037.0;869.0;2.2;998.0;1904.0;2.3
491;Sociale groep: gepen., renten., AOW, VUT;2013;2953;2075.0;880.0;2.2;1029.0;1929.0;2.3
492;Sociale groep: gepen., renten., AOW, VUT;2014;3003;2022.0;982.0;2.3;1055.0;1950.0;2.3
493;Sociale groep: gepen., renten., AOW, VUT;2015;3088;2076.0;1013.0;2.2;1086.0;2002.0;2.3
494;Sociale groep: gepen., renten., AOW, VUT;2016;3086;2059.0;1030.0;1.9;1099.0;1989.0;2.3
495;Sociale groep: huisvr./-man z. a. beroep;2002;865;577.0;288.0;2.0;246.0;619.0;2.0
496;Sociale groep: huisvr./-man z. a. beroep;2003;1051;692.0;359.0;1.9;317.0;734.0;1.9
497;Sociale groep: huisvr./-man z. a. beroep;2004;1059;677.0;383.0;2.0;314.0;745.0;2.0
498;Sociale groep: huisvr./-man z. a. beroep;2005;1106;727.0;380.0;1.7;375.0;731.0;1.9
499;Sociale groep: huisvr./-man z. a. beroep;2006;953;626.0;328.0;1.8;296.0;657.0;2.0
500;Sociale groep: huisvr./-man z. a. beroep;2007;996;656.0;341.0;2.1;296.0;700.0;2.1
501;Sociale groep: huisvr./-man z. a. beroep;2008;902;623.0;280.0;2.1;258.0;644.0;2.0
502;Sociale groep: huisvr./-man z. a. beroep;2009;947;635.0;312.0;2.1;286.0;661.0;2.1
503;Sociale groep: huisvr./-man z. a. beroep;2010;779;443.0;336.0;2.2;252.0;528.0;1.9
504;Sociale groep: huisvr./-man z. a. beroep;2011;827;511.0;316.0;2.0;271.0;556.0;1.8
505;Sociale groep: huisvr./-man z. a. beroep;2012;811;500.0;311.0;1.9;267.0;544.0;2.1
506;Sociale groep: huisvr./-man z. a. beroep;2013;804;545.0;259.0;2.0;239.0;565.0;1.9
507;Sociale groep: huisvr./-man z. a. beroep;2014;672;432.0;240.0;1.9;256.0;416.0;1.8
508;Sociale groep: huisvr./-man z. a. beroep;2015;766;549.0;218.0;1.8;283.0;483.0;1.8
509;Sociale groep: huisvr./-man z. a. beroep;2016;776;510.0;267.0;1.7;288.0;488.0;1.7
510;Sociale groep: studerend, schoolgaand;2002;330;186.0;144.0;;80.0;250.0;
511;Sociale groep: studerend, schoolgaand;2003;584;307.0;277.0;;150.0;433.0;1.8
512;Sociale groep: studerend, schoolgaand;2004;581;310.0;270.0;1.6;149.0;432.0;1.9
513;Sociale groep: studerend, schoolgaand;2005;543;323.0;220.0;1.5;139.0;403.0;1.7
514;Sociale groep: studerend, schoolgaand;2006;622;329.0;292.0;1.8;188.0;434.0;1.7
515;Sociale groep: studerend, schoolgaand;2007;672;393.0;278.0;1.6;192.0;480.0;1.7
516;Sociale groep: studerend, schoolgaand;2008;650;425.0;226.0;1.5;213.0;437.0;1.7
517;Sociale groep: studerend, schoolgaand;2009;700;419.0;281.0;1.5;192.0;508.0;1.7
518;Sociale groep: studerend, schoolgaand;2010;739;473.0;267.0;1.5;207.0;532.0;1.8
519;Sociale groep: studerend, schoolgaand;2011;789;489.0;300.0;1.5;195.0;594.0;1.6
520;Sociale groep: studerend, schoolgaand;2012;723;432.0;291.0;1.7;163.0;559.0;1.7
521;Sociale groep: studerend, schoolgaand;2013;755;486.0;269.0;1.5;221.0;534.0;1.6
522;Sociale groep: studerend, schoolgaand;2014;812;533.0;280.0;1.5;252.0;560.0;1.7
523;Sociale groep: studerend, schoolgaand;2015;885;534.0;351.0;1.7;290.0;595.0;1.6
524;Sociale groep: studerend, schoolgaand;2016;760;489.0;271.0;1.9;222.0;538.0;1.6
525;Andere sociale groep;2002;186;;;;;;
526;Andere sociale groep;2003;243;;;;;;
527;Andere sociale groep;2004;315;223.0;93.0;;117.0;199.0;1.9
528;Andere sociale groep;2005;276;207.0;69.0;1.7;102.0;174.0;1.9
529;Andere sociale groep;2006;224;141.0;82.0;2.2;113.0;111.0;2.1
530;Andere sociale groep;2007;161;101.0;61.0;2.7;59.0;102.0;2.2
531;Andere sociale groep;2008;111;78.0;33.0;1.9;49.0;62.0;1.9
532;Andere sociale groep;2009;238;126.0;112.0;2.3;93.0;144.0;2.2
533;Andere sociale groep;2010;217;156.0;61.0;2.8;87.0;130.0;2.0
534;Andere sociale groep;2011;311;192.0;119.0;2.3;152.0;159.0;1.8
535;Andere sociale groep;2012;301;178.0;124.0;2.4;136.0;166.0;1.8
536;Andere sociale groep;2013;430;288.0;142.0;2.1;172.0;259.0;1.7
537;Andere sociale groep;2014;495;287.0;208.0;1.8;187.0;309.0;1.7
538;Andere sociale groep;2015;427;272.0;154.0;1.9;169.0;258.0;1.8
539;Andere sociale groep;2016;407;269.0;138.0;1.8;165.0;242.0;1.7
540;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2002;3088;1767.0;1321.0;1.9;521.0;2567.0;1.8
541;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2003;3012;1780.0;1232.0;1.9;569.0;2443.0;1.7
542;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2004;3050;1757.0;1292.0;1.8;567.0;2482.0;1.8
543;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2005;3119;1774.0;1345.0;1.8;580.0;2538.0;1.8
544;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2006;3081;1721.0;1360.0;1.8;608.0;2473.0;1.8
545;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2007;3034;1776.0;1258.0;1.8;618.0;2416.0;1.8
546;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2008;3036;1773.0;1263.0;1.8;565.0;2471.0;1.9
547;Onderwijsniveau: n.v.t. (0 tot 16 jaar);2009;2985;1685.0;1301.0;1.9;554.0;2431.0;1.9
