ID;Geslacht;Verblijfsjaar;Onderwijssoort;Studierichting;Opleidingsfase;Perioden;TotaalIngeschrevenen_1;TotaalNietInternationaleStudenten_2;TotaalInternationaleStudenten_3
541;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2006/'07;90010;85510;4490
542;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2007/'08;93170;88350;4820
543;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2008/'09;96140;90930;5210
544;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2009/'10;100530;94870;5660
545;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2010/'11;104560;98550;6020
546;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2011/'12;107600;101370;6230
547;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2012/'13;109530;103300;6230
548;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2013/'14;115360;109540;5830
549;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2014/'15;116760;111250;5510
550;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2015/'16;116710;111430;5280
551;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2016/'17;117510;112560;4950
552;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2017/'18;119190;114320;4870
553;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2018/'19;119940;115120;4820
554;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2019/'20;122370;117560;4810
555;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2020/'21;130420;125280;5140
556;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2021/'22;133010;127790;5220
557;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2022/'23;130630;125270;5360
558;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2023/'24;126340;121130;5210
559;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Totaal opleidingsfase;2024/'25;123420;118190;5230
560;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2005/'06;81590;77600;4000
561;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2006/'07;84930;80630;4300
562;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2007/'08;87230;82670;4560
563;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2008/'09;88560;83670;4890
564;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2009/'10;91580;86300;5280
565;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2010/'11;94240;88640;5600
566;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2011/'12;96230;90550;5680
567;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2012/'13;96650;90960;5700
568;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2013/'14;101540;96290;5250
569;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2014/'15;102570;97710;4860
570;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2015/'16;101640;97180;4460
571;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2016/'17;102280;98260;4020
572;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2017/'18;103380;99520;3860
573;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2018/'19;103820;100070;3750
574;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2019/'20;105830;102110;3720
575;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2020/'21;113270;109300;3970
576;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2021/'22;115440;111500;3940
577;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2022/'23;113110;109100;4020
578;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2023/'24;108790;104870;3920
579;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Bachelor- en doctoraalopleidingen;2024/'25;105700;101800;3900
580;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2005/'06;4420;4260;160
581;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2006/'07;5080;4890;200
582;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2007/'08;5940;5680;260
583;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2008/'09;7580;7250;330
584;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2009/'10;8950;8570;380
585;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2010/'11;10320;9900;420
586;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2011/'12;11360;10820;550
587;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2012/'13;12880;12350;540
588;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2013/'14;13820;13250;570
589;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2014/'15;14190;13540;650
590;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2015/'16;15070;14250;820
591;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2016/'17;15230;14300;930
592;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2017/'18;15810;14800;1010
593;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2018/'19;16120;15050;1070
594;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2019/'20;16540;15450;1100
595;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2020/'21;17150;15980;1170
596;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2021/'22;17560;16290;1270
597;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2022/'23;17520;16180;1340
598;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2023/'24;17560;16260;1290
599;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;09 Gezondheidszorg en welzijn;Master- en vervolgopleidingen;2024/'25;17720;16390;1330
600;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2005/'06;31440;29630;1820
601;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2006/'07;33700;31470;2240
602;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2007/'08;35400;32660;2750
603;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2008/'09;36600;33450;3160
604;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2009/'10;38890;35240;3660
605;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2010/'11;40140;35980;4160
606;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2011/'12;40630;36350;4280
607;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2012/'13;40680;36400;4280
608;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2013/'14;42900;38660;4240
609;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2014/'15;43700;39480;4220
610;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2015/'16;43230;38910;4310
611;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2016/'17;43990;39560;4430
612;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2017/'18;44640;39850;4800
613;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2018/'19;43810;38880;4940
614;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2019/'20;43570;38540;5030
615;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2020/'21;44470;39580;4890
616;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2021/'22;43130;38340;4790
617;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2022/'23;40810;36200;4600
618;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2023/'24;39200;34600;4600
619;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Totaal opleidingsfase;2024/'25;38440;33840;4600
620;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2005/'06;31150;29400;1760
621;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2006/'07;33330;31160;2170
622;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2007/'08;35010;32340;2660
623;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2008/'09;36200;33130;3070
624;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2009/'10;38480;34910;3570
625;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2010/'11;39610;35580;4030
626;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2011/'12;40100;35970;4130
627;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2012/'13;40070;35970;4100
628;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2013/'14;42200;38170;4030
629;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2014/'15;42900;38900;3990
630;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2015/'16;42310;38240;4070
631;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2016/'17;42950;38810;4140
632;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2017/'18;43350;38930;4420
633;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2018/'19;42260;37820;4440
634;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2019/'20;41960;37480;4490
635;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2020/'21;42580;38260;4330
636;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2021/'22;40950;36800;4150
637;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2022/'23;38770;34860;3900
638;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2023/'24;36930;33230;3700
639;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Bachelor- en doctoraalopleidingen;2024/'25;36010;32410;3600
640;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2005/'06;290;230;60
641;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2006/'07;370;300;70
642;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2007/'08;400;310;80
643;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2008/'09;400;320;80
644;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2009/'10;410;330;90
645;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2010/'11;530;400;130
646;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2011/'12;540;380;150
647;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2012/'13;610;420;190
648;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2013/'14;710;490;210
649;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2014/'15;810;580;230
650;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2015/'16;920;670;250
651;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2016/'17;1040;760;290
652;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2017/'18;1300;920;380
653;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2018/'19;1560;1060;500
654;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2019/'20;1600;1060;540
655;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2020/'21;1890;1330;570
656;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2021/'22;2180;1540;640
657;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2022/'23;2040;1340;700
658;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2023/'24;2260;1370;890
659;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;10 Dienstverlening;Master- en vervolgopleidingen;2024/'25;2430;1430;1000
660;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2005/'06;150;150;0
661;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2006/'07;200;190;0
662;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2007/'08;220;220;0
663;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2008/'09;310;310;0
664;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2009/'10;400;400;0
665;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2010/'11;480;480;0
666;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2011/'12;520;520;10
667;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2012/'13;360;360;0
668;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2013/'14;420;420;0
669;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2014/'15;470;470;0
670;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2015/'16;470;470;0
671;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2016/'17;480;480;0
672;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2017/'18;480;470;0
673;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2018/'19;450;440;0
674;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2019/'20;420;410;0
675;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2020/'21;400;400;0
676;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2021/'22;410;410;0
677;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2022/'23;400;400;0
678;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2023/'24;370;370;0
679;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Totaal opleidingsfase;2024/'25;310;310;0
680;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2005/'06;150;150;0
681;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2006/'07;190;190;0
682;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2007/'08;220;220;0
683;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2008/'09;310;310;0
684;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2009/'10;400;400;0
685;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2010/'11;480;480;0
686;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2011/'12;520;520;10
687;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2012/'13;360;360;0
688;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2013/'14;420;420;0
689;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2014/'15;470;470;0
690;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2015/'16;470;470;0
691;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2016/'17;480;480;0
692;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2017/'18;480;470;0
693;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2018/'19;450;440;0
694;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2019/'20;420;410;0
695;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2020/'21;400;400;0
696;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2021/'22;410;410;0
697;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2022/'23;400;400;0
698;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2023/'24;370;370;0
699;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Bachelor- en doctoraalopleidingen;2024/'25;310;310;0
700;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2005/'06;0;0;0
701;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2006/'07;0;0;0
702;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2007/'08;0;0;0
703;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2008/'09;0;0;0
704;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2009/'10;0;0;0
705;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2010/'11;0;0;0
706;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2011/'12;0;0;0
707;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2012/'13;0;0;0
708;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2013/'14;0;0;0
709;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2014/'15;0;0;0
710;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2015/'16;0;0;0
711;Totaal mannen en vrouwen;Totaal verblijfsjaar;Hoger onderwijs;Onderwijsrichting onbekend;Master- en vervolgopleidingen;2016/'17;0;0;0
