ID;Geslacht;Leeftijd;Migratieachtergrond;Peilmoment;OnderwijspositieOpPeilmoment;StartkwalificatieOpPeilmoment;Perioden;TotaalVoortijdigSchoolverlaters_1;VoortijdigSchoolverlatersVo_2;TotaalMbo_3;BeroepsopleidendeLeerwegBol_4;BeroepbegeleidendeLeerwegBbl_5;Extranei_6
2864;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2011/'12;1290.0;510.0;780.0;650.0;120.0;10.0
2865;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2012/'13;1130.0;370.0;760.0;640.0;100.0;20.0
2866;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2013/'14;1140.0;380.0;760.0;660.0;90.0;20.0
2867;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2014/'15;1060.0;350.0;710.0;610.0;80.0;20.0
2868;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2015/'16;900.0;320.0;580.0;510.0;60.0;10.0
2869;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2016/'17;880.0;310.0;570.0;480.0;70.0;20.0
2870;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2017/'18;780.0;300.0;470.0;410.0;60.0;10.0
2871;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2018/'19;740.0;260.0;480.0;380.0;80.0;10.0
2872;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Totaal voortijdig schoolverlaters;2019/'20;;;;;;
2873;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2007/'08;20.0;0.0;10.0;10.0;0.0;0.0
2874;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2008/'09;20.0;0.0;20.0;10.0;10.0;0.0
2875;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2009/'10;20.0;10.0;20.0;10.0;0.0;0.0
2876;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2010/'11;10.0;0.0;10.0;10.0;0.0;0.0
2877;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2011/'12;10.0;0.0;10.0;10.0;0.0;0.0
2878;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2012/'13;10.0;0.0;10.0;10.0;0.0;0.0
2879;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2013/'14;10.0;0.0;10.0;10.0;0.0;0.0
2880;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2014/'15;10.0;0.0;10.0;0.0;0.0;0.0
2881;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2015/'16;0.0;0.0;0.0;0.0;0.0;0.0
2882;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2016/'17;0.0;0.0;0.0;0.0;0.0;0.0
2883;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2017/'18;10.0;0.0;10.0;10.0;0.0;0.0
2884;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2018/'19;10.0;0.0;10.0;10.0;0.0;0.0
2885;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Met startkwalificatie;2019/'20;;;;;;
2886;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0
2887;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0
2888;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0
2889;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0
2890;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0
2891;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0
2892;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0
2893;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0
2894;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2015/'16;0.0;0.0;0.0;0.0;0.0;0.0
2895;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2016/'17;0.0;0.0;0.0;0.0;0.0;0.0
2896;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2017/'18;0.0;0.0;0.0;0.0;0.0;0.0
2897;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2018/'19;0.0;0.0;0.0;0.0;0.0;0.0
2898;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Zonder startkwalificatie;2019/'20;;;;;;
2899;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2007/'08;1590.0;580.0;1000.0;820.0;170.0;20.0
2900;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2008/'09;1360.0;480.0;880.0;700.0;170.0;20.0
2901;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2009/'10;1400.0;510.0;890.0;730.0;150.0;10.0
2902;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2010/'11;1470.0;560.0;910.0;750.0;140.0;20.0
2903;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2011/'12;1280.0;510.0;770.0;640.0;120.0;10.0
2904;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2012/'13;1120.0;370.0;750.0;630.0;100.0;20.0
2905;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2013/'14;1130.0;380.0;750.0;650.0;80.0;20.0
2906;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2014/'15;1050.0;350.0;700.0;610.0;80.0;20.0
2907;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2015/'16;890.0;310.0;580.0;510.0;60.0;10.0
2908;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2016/'17;880.0;310.0;570.0;480.0;70.0;20.0
2909;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2017/'18;770.0;300.0;470.0;400.0;60.0;10.0
2910;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2018/'19;730.0;260.0;470.0;380.0;80.0;10.0
2911;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;2 jaar na verlaten onderwijs;Niet in onderwijs, niet in BRP;Startkwalificatie onbekend;2019/'20;;;;;;
2912;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2007/'08;48450.0;14570.0;33880.0;23660.0;9180.0;1040.0
2913;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2008/'09;43340.0;12660.0;30680.0;20120.0;9690.0;880.0
2914;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2009/'10;42990.0;12860.0;30130.0;20900.0;8340.0;880.0
2915;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2010/'11;41730.0;12230.0;29500.0;21270.0;7270.0;960.0
2916;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2011/'12;40290.0;12600.0;27700.0;19820.0;6960.0;910.0
2917;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2012/'13;31290.0;6940.0;24360.0;17890.0;5630.0;840.0
2918;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2013/'14;29320.0;6790.0;22530.0;17480.0;4290.0;760.0
2919;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2014/'15;28120.0;6810.0;21310.0;17060.0;3490.0;750.0
2920;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2015/'16;27360.0;7090.0;20270.0;16240.0;3380.0;650.0
2921;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2016/'17;28360.0;7470.0;20890.0;16630.0;3620.0;640.0
2922;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2017/'18;30260.0;7500.0;22760.0;17960.0;4200.0;610.0
2923;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2018/'19;;;;;;
2924;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Totaal voortijdig schoolverlaters;2019/'20;;;;;;
2925;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2007/'08;5350.0;2080.0;3270.0;2420.0;730.0;110.0
2926;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2008/'09;4740.0;1670.0;3080.0;2080.0;900.0;110.0
2927;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2009/'10;4850.0;1790.0;3070.0;2190.0;750.0;130.0
2928;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2010/'11;3950.0;1040.0;2910.0;2200.0;600.0;120.0
2929;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2011/'12;3770.0;1010.0;2760.0;2060.0;610.0;90.0
2930;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2012/'13;2950.0;560.0;2390.0;1840.0;460.0;90.0
2931;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2013/'14;2620.0;600.0;2020.0;1610.0;340.0;70.0
2932;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2014/'15;2310.0;460.0;1850.0;1530.0;250.0;70.0
2933;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2015/'16;2030.0;450.0;1580.0;1300.0;230.0;50.0
2934;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2016/'17;1940.0;420.0;1510.0;1240.0;220.0;50.0
2935;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2017/'18;2020.0;410.0;1610.0;1340.0;240.0;40.0
2936;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2018/'19;;;;;;
2937;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Met startkwalificatie;2019/'20;;;;;;
2938;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2007/'08;41170.0;11790.0;29380.0;20240.0;8240.0;910.0
2939;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2008/'09;36930.0;10420.0;26510.0;17190.0;8570.0;750.0
2940;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2009/'10;36400.0;10470.0;25940.0;17800.0;7400.0;740.0
2941;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2010/'11;36080.0;10560.0;25520.0;18190.0;6510.0;830.0
2942;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2011/'12;34920.0;10990.0;23920.0;16930.0;6200.0;800.0
2943;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2012/'13;27010.0;5930.0;21080.0;15330.0;5020.0;730.0
2944;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2013/'14;25410.0;5780.0;19640.0;15120.0;3840.0;670.0
2945;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2014/'15;24640.0;5980.0;18670.0;14860.0;3150.0;660.0
2946;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2015/'16;24260.0;6300.0;17960.0;14290.0;3080.0;590.0
2947;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2016/'17;25480.0;6710.0;18770.0;14880.0;3320.0;570.0
2948;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2017/'18;27330.0;6730.0;20600.0;16150.0;3900.0;560.0
2949;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2018/'19;;;;;;
2950;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Zonder startkwalificatie;2019/'20;;;;;;
2951;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2007/'08;1930.0;700.0;1230.0;1000.0;210.0;20.0
2952;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2008/'09;1660.0;570.0;1090.0;850.0;220.0;30.0
2953;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2009/'10;1730.0;610.0;1130.0;910.0;190.0;20.0
2954;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2010/'11;1700.0;640.0;1060.0;880.0;160.0;20.0
2955;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2011/'12;1610.0;590.0;1010.0;830.0;160.0;20.0
2956;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2012/'13;1330.0;450.0;890.0;720.0;150.0;20.0
2957;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2013/'14;1290.0;410.0;870.0;760.0;100.0;20.0
2958;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2014/'15;1170.0;380.0;790.0;680.0;90.0;20.0
2959;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2015/'16;1070.0;340.0;730.0;650.0;70.0;10.0
2960;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2016/'17;950.0;340.0;610.0;520.0;70.0;20.0
2961;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2017/'18;910.0;360.0;550.0;470.0;70.0;10.0
2962;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2018/'19;;;;;;
2963;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal;Startkwalificatie onbekend;2019/'20;;;;;;
2964;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2007/'08;11960.0;5450.0;6520.0;5180.0;1230.0;110.0
2965;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2008/'09;10390.0;4590.0;5800.0;4420.0;1290.0;90.0
2966;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2009/'10;10850.0;5100.0;5750.0;4620.0;1050.0;90.0
2967;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2010/'11;10260.0;4510.0;5750.0;4760.0;890.0;100.0
2968;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2011/'12;10340.0;5060.0;5280.0;4350.0;840.0;90.0
2969;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2012/'13;7240.0;2490.0;4760.0;4000.0;680.0;80.0
2970;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2013/'14;6770.0;2430.0;4340.0;3760.0;500.0;90.0
2971;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2014/'15;6470.0;2320.0;4150.0;3640.0;420.0;90.0
2972;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2015/'16;6330.0;2460.0;3870.0;3440.0;370.0;60.0
2973;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2016/'17;7010.0;2840.0;4170.0;3710.0;390.0;80.0
2974;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2017/'18;7540.0;2750.0;4780.0;4220.0;490.0;70.0
2975;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2018/'19;;;;;;
2976;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Totaal voortijdig schoolverlaters;2019/'20;;;;;;
2977;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2007/'08;2510.0;1360.0;1150.0;910.0;210.0;30.0
2978;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2008/'09;2030.0;1070.0;960.0;720.0;230.0;20.0
2979;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2009/'10;2240.0;1150.0;1090.0;870.0;190.0;30.0
2980;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2010/'11;1610.0;610.0;1000.0;810.0;170.0;20.0
2981;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2011/'12;1530.0;540.0;990.0;790.0;170.0;20.0
2982;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2012/'13;1160.0;300.0;860.0;710.0;130.0;20.0
2983;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2013/'14;1050.0;320.0;740.0;630.0;90.0;20.0
2984;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2014/'15;870.0;230.0;650.0;560.0;70.0;20.0
2985;Totaal mannen en vrouwen;Jonger dan 23 jaar;Totaal migratieachtergrond;3 jaar na verlaten onderwijs;Totaal in onderwijs;Met startkwalificatie;2015/'16;770.0;230.0;540.0;470.0;60.0;10.0
