ID;VormenVanJeugdzorg;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;StabilisatieVanEenCrisissituatie_10;Diagnostiek_11;Begeleiden_12;Behandelen_13;GemeentelijkeToegang_14;Huisarts_15;Jeugdarts_16;GecertificeerdeInstelling_17;MedischSpecialist_18;RechterOfficierVanJustitie_19;GeenVerwijzer_20;VerwijzerOnbekend_21;Gemeentenaam_22;SoortRegio_23;Codering_24;IndelingswijzigingWijken_25
1638;Totaal alle jeugdzorg in natura;Wijk 03 Oeffelt;1e halfjaar 2018;55.0;;25.0;30.0;;;45.0;;65.0;;;;;30.0;25.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075603  ;1.0
1639;Totaal alle jeugdzorg in natura;Wijk 03 Oeffelt;2e halfjaar 2018;50.0;;30.0;15.0;;;40.0;;55.0;;;;;30.0;20.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075603  ;1.0
1640;Totaal alle jeugdzorg in natura;Wijk 03 Oeffelt;2018;65.0;;35.0;30.0;;;55.0;;75.0;;;;;40.0;30.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075603  ;1.0
1641;Totaal alle jeugdzorg in natura;Wijk 04 Rijkevoort;1e halfjaar 2018;30.0;;20.0;15.0;;;25.0;;35.0;;;;;15.0;15.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075604  ;1.0
1642;Totaal alle jeugdzorg in natura;Wijk 04 Rijkevoort;2e halfjaar 2018;25.0;;15.0;10.0;;;20.0;;35.0;;;;;20.0;10.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075604  ;1.0
1643;Totaal alle jeugdzorg in natura;Wijk 04 Rijkevoort;2018;35.0;;20.0;15.0;;10.0;30.0;;45.0;;;;;20.0;15.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075604  ;1.0
1644;Totaal alle jeugdzorg in natura;Wijk 05 Vortum-Mullem;1e halfjaar 2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Boxmeer                                 ;Wijk     ;WK075605  ;1.0
1645;Totaal alle jeugdzorg in natura;Wijk 05 Vortum-Mullem;2e halfjaar 2018;10.0;;10.0;;;;10.0;;10.0;;;;;;;;;;;;;Boxmeer                                 ;Wijk     ;WK075605  ;1.0
1646;Totaal alle jeugdzorg in natura;Wijk 05 Vortum-Mullem;2018;15.0;;10.0;;;;15.0;;15.0;;;;;;;;;;;;;Boxmeer                                 ;Wijk     ;WK075605  ;1.0
1647;Totaal alle jeugdzorg in natura;Wijk 06 Vierlingsbeek;1e halfjaar 2018;60.0;;35.0;25.0;;10.0;45.0;;85.0;;;;;30.0;30.0;;10.0;;;;;Boxmeer                                 ;Wijk     ;WK075606  ;1.0
1648;Totaal alle jeugdzorg in natura;Wijk 06 Vierlingsbeek;2e halfjaar 2018;60.0;;35.0;20.0;;;50.0;;90.0;;;;;40.0;35.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075606  ;1.0
1649;Totaal alle jeugdzorg in natura;Wijk 06 Vierlingsbeek;2018;70.0;;40.0;25.0;;10.0;55.0;;110.0;;;;;45.0;45.0;;10.0;;;;;Boxmeer                                 ;Wijk     ;WK075606  ;1.0
1650;Totaal alle jeugdzorg in natura;Wijk 07 Overloon;1e halfjaar 2018;65.0;;40.0;25.0;;15.0;50.0;;80.0;;;;;25.0;45.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075607  ;1.0
1651;Totaal alle jeugdzorg in natura;Wijk 07 Overloon;2e halfjaar 2018;65.0;;35.0;30.0;;15.0;50.0;;75.0;;;;;25.0;40.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075607  ;1.0
1652;Totaal alle jeugdzorg in natura;Wijk 07 Overloon;2018;75.0;;45.0;30.0;;15.0;60.0;;100.0;;;;;30.0;55.0;;10.0;;;;;Boxmeer                                 ;Wijk     ;WK075607  ;1.0
1653;Totaal alle jeugdzorg in natura;Wijk 08 Maashees;1e halfjaar 2018;15.0;;;;;;10.0;;15.0;;;;;;10.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075608  ;1.0
1654;Totaal alle jeugdzorg in natura;Wijk 08 Maashees;2e halfjaar 2018;10.0;;;;;;10.0;;20.0;;;;;10.0;10.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075608  ;1.0
1655;Totaal alle jeugdzorg in natura;Wijk 08 Maashees;2018;15.0;;;10.0;;;10.0;;20.0;;;;;10.0;15.0;;;;;;;Boxmeer                                 ;Wijk     ;WK075608  ;1.0
1656;Totaal alle jeugdzorg in natura;Wijk 09 Holthees;1e halfjaar 2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Boxmeer                                 ;Wijk     ;WK075609  ;1.0
1657;Totaal alle jeugdzorg in natura;Wijk 09 Holthees;2e halfjaar 2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Boxmeer                                 ;Wijk     ;WK075609  ;1.0
1658;Totaal alle jeugdzorg in natura;Wijk 09 Holthees;2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Boxmeer                                 ;Wijk     ;WK075609  ;1.0
1659;Totaal alle jeugdzorg in natura;Boxtel;1e halfjaar 2018;585.0;20.0;310.0;240.0;15.0;130.0;385.0;70.0;785.0;;;;;255.0;265.0;35.0;70.0;30.0;;10.0;20.0;Boxtel                                  ;Gemeente ;GM0757    ;
1660;Totaal alle jeugdzorg in natura;Boxtel;2e halfjaar 2018;615.0;20.0;330.0;260.0;10.0;140.0;410.0;65.0;830.0;;;;;280.0;305.0;40.0;55.0;30.0;;10.0;15.0;Boxtel                                  ;Gemeente ;GM0757    ;
1661;Totaal alle jeugdzorg in natura;Boxtel;2018;700.0;25.0;370.0;290.0;15.0;160.0;465.0;75.0;975.0;;;;;320.0;355.0;45.0;75.0;35.0;;15.0;20.0;Boxtel                                  ;Gemeente ;GM0757    ;
1662;Totaal alle jeugdzorg in natura;Wijk 00 Boxtel;1e halfjaar 2018;470.0;15.0;245.0;195.0;15.0;115.0;295.0;60.0;640.0;;;;;210.0;200.0;30.0;60.0;25.0;;10.0;15.0;Boxtel                                  ;Wijk     ;WK075700  ;1.0
1663;Totaal alle jeugdzorg in natura;Wijk 00 Boxtel;2e halfjaar 2018;495.0;15.0;260.0;220.0;;125.0;315.0;55.0;675.0;;;;;225.0;235.0;35.0;45.0;25.0;;10.0;15.0;Boxtel                                  ;Wijk     ;WK075700  ;1.0
1664;Totaal alle jeugdzorg in natura;Wijk 00 Boxtel;2018;565.0;20.0;290.0;240.0;15.0;140.0;360.0;65.0;800.0;;;;;260.0;275.0;40.0;65.0;30.0;;15.0;15.0;Boxtel                                  ;Wijk     ;WK075700  ;1.0
1665;Totaal alle jeugdzorg in natura;Wijk 01 Lennisheuvel;1e halfjaar 2018;25.0;;15.0;10.0;;;20.0;;25.0;;;;;;15.0;;;;;;;Boxtel                                  ;Wijk     ;WK075701  ;1.0
1666;Totaal alle jeugdzorg in natura;Wijk 01 Lennisheuvel;2e halfjaar 2018;20.0;;15.0;;;;20.0;;20.0;;;;;;10.0;;;;;;;Boxtel                                  ;Wijk     ;WK075701  ;1.0
1667;Totaal alle jeugdzorg in natura;Wijk 01 Lennisheuvel;2018;25.0;;15.0;10.0;;;25.0;;30.0;;;;;;15.0;;;;;;;Boxtel                                  ;Wijk     ;WK075701  ;1.0
1668;Totaal alle jeugdzorg in natura;Wijk 02 Liempde;1e halfjaar 2018;75.0;;45.0;25.0;;10.0;60.0;;100.0;;;;;35.0;50.0;;;;;;;Boxtel                                  ;Wijk     ;WK075702  ;1.0
1669;Totaal alle jeugdzorg in natura;Wijk 02 Liempde;2e halfjaar 2018;85.0;;55.0;30.0;;10.0;75.0;;110.0;;;;;40.0;55.0;;;;;;;Boxtel                                  ;Wijk     ;WK075702  ;1.0
1670;Totaal alle jeugdzorg in natura;Wijk 02 Liempde;2018;95.0;;55.0;30.0;;10.0;80.0;;125.0;;;;;45.0;65.0;;;;;;;Boxtel                                  ;Wijk     ;WK075702  ;1.0
1671;Totaal alle jeugdzorg in natura;Breda;1e halfjaar 2018;3060.0;160.0;1515.0;1265.0;115.0;835.0;1915.0;310.0;4260.0;;;;;1590.0;1560.0;75.0;335.0;160.0;20.0;120.0;55.0;Breda                                   ;Gemeente ;GM0758    ;
1672;Totaal alle jeugdzorg in natura;Breda;2e halfjaar 2018;3340.0;200.0;1735.0;1320.0;85.0;910.0;2120.0;310.0;4705.0;;;;;1800.0;1760.0;90.0;345.0;170.0;20.0;125.0;55.0;Breda                                   ;Gemeente ;GM0758    ;
1673;Totaal alle jeugdzorg in natura;Breda;2018;3750.0;215.0;1915.0;1500.0;120.0;1005.0;2395.0;350.0;5480.0;;;;;2030.0;2100.0;95.0;405.0;205.0;30.0;130.0;60.0;Breda                                   ;Gemeente ;GM0758    ;
1674;Totaal alle jeugdzorg in natura;Breda Centrum;1e halfjaar 2018;100.0;;50.0;35.0;10.0;30.0;45.0;25.0;155.0;;;;;55.0;50.0;;10.0;;;10.0;;Breda                                   ;Wijk     ;WK075800  ;1.0
1675;Totaal alle jeugdzorg in natura;Breda Centrum;2e halfjaar 2018;110.0;10.0;55.0;40.0;10.0;35.0;55.0;25.0;180.0;;;;;60.0;50.0;;20.0;10.0;;10.0;;Breda                                   ;Wijk     ;WK075800  ;1.0
1676;Totaal alle jeugdzorg in natura;Breda Centrum;2018;125.0;10.0;65.0;45.0;10.0;40.0;60.0;25.0;210.0;;;;;70.0;70.0;;25.0;10.0;;10.0;;Breda                                   ;Wijk     ;WK075800  ;1.0
1677;Totaal alle jeugdzorg in natura;Breda Noord;1e halfjaar 2018;370.0;25.0;180.0;150.0;10.0;125.0;205.0;35.0;550.0;;;;;200.0;185.0;20.0;30.0;15.0;;20.0;15.0;Breda                                   ;Wijk     ;WK075801  ;1.0
1678;Totaal alle jeugdzorg in natura;Breda Noord;2e halfjaar 2018;415.0;30.0;215.0;165.0;10.0;135.0;240.0;40.0;625.0;;;;;230.0;215.0;25.0;35.0;15.0;;20.0;10.0;Breda                                   ;Wijk     ;WK075801  ;1.0
1679;Totaal alle jeugdzorg in natura;Breda Noord;2018;455.0;30.0;230.0;185.0;10.0;150.0;265.0;45.0;710.0;;;;;255.0;250.0;25.0;40.0;20.0;;20.0;15.0;Breda                                   ;Wijk     ;WK075801  ;1.0
1680;Totaal alle jeugdzorg in natura;Breda Oost;1e halfjaar 2018;285.0;15.0;125.0;135.0;10.0;75.0;185.0;30.0;400.0;;;;;150.0;145.0;;30.0;10.0;;10.0;;Breda                                   ;Wijk     ;WK075802  ;1.0
1681;Totaal alle jeugdzorg in natura;Breda Oost;2e halfjaar 2018;310.0;15.0;150.0;135.0;;85.0;200.0;25.0;435.0;;;;;155.0;160.0;;35.0;10.0;;15.0;;Breda                                   ;Wijk     ;WK075802  ;1.0
1682;Totaal alle jeugdzorg in natura;Breda Oost;2018;350.0;15.0;165.0;160.0;10.0;90.0;230.0;30.0;505.0;;;;;180.0;190.0;;40.0;15.0;;15.0;;Breda                                   ;Wijk     ;WK075802  ;1.0
1683;Totaal alle jeugdzorg in natura;Breda Zuid-Oost;1e halfjaar 2018;260.0;;130.0;110.0;15.0;65.0;175.0;20.0;360.0;;;;;125.0;135.0;;20.0;20.0;;15.0;;Breda                                   ;Wijk     ;WK075803  ;1.0
1684;Totaal alle jeugdzorg in natura;Breda Zuid-Oost;2e halfjaar 2018;300.0;;155.0;125.0;15.0;80.0;200.0;25.0;410.0;;;;;145.0;160.0;;25.0;20.0;;15.0;;Breda                                   ;Wijk     ;WK075803  ;1.0
1685;Totaal alle jeugdzorg in natura;Breda Zuid-Oost;2018;330.0;;170.0;135.0;20.0;85.0;220.0;25.0;470.0;;;;;160.0;190.0;;25.0;20.0;;15.0;;Breda                                   ;Wijk     ;WK075803  ;1.0
1686;Totaal alle jeugdzorg in natura;Breda Zuid;1e halfjaar 2018;100.0;;45.0;50.0;;20.0;70.0;10.0;130.0;;;;;35.0;60.0;;10.0;;;;;Breda                                   ;Wijk     ;WK075804  ;1.0
1687;Totaal alle jeugdzorg in natura;Breda Zuid;2e halfjaar 2018;120.0;;55.0;60.0;;25.0;85.0;10.0;155.0;;;;;40.0;80.0;;10.0;10.0;;;;Breda                                   ;Wijk     ;WK075804  ;1.0
1688;Totaal alle jeugdzorg in natura;Breda Zuid;2018;130.0;;60.0;65.0;;25.0;95.0;10.0;175.0;;;;;50.0;90.0;;10.0;10.0;;;;Breda                                   ;Wijk     ;WK075804  ;1.0
1689;Totaal alle jeugdzorg in natura;Breda West;1e halfjaar 2018;525.0;35.0;280.0;195.0;15.0;155.0;320.0;45.0;745.0;;;;;280.0;280.0;10.0;40.0;20.0;;20.0;10.0;Breda                                   ;Wijk     ;WK075805  ;1.0
1690;Totaal alle jeugdzorg in natura;Breda West;2e halfjaar 2018;585.0;40.0;325.0;205.0;10.0;170.0;370.0;40.0;820.0;;;;;335.0;320.0;10.0;40.0;20.0;;20.0;10.0;Breda                                   ;Wijk     ;WK075805  ;1.0
1691;Totaal alle jeugdzorg in natura;Breda West;2018;650.0;45.0;360.0;235.0;15.0;190.0;410.0;45.0;965.0;;;;;385.0;380.0;10.0;45.0;25.0;;25.0;10.0;Breda                                   ;Wijk     ;WK075805  ;1.0
1692;Totaal alle jeugdzorg in natura;Breda Noord-West;1e halfjaar 2018;530.0;10.0;275.0;230.0;15.0;130.0;355.0;40.0;705.0;;;;;210.0;325.0;15.0;40.0;30.0;;20.0;15.0;Breda                                   ;Wijk     ;WK075806  ;1.0
1693;Totaal alle jeugdzorg in natura;Breda Noord-West;2e halfjaar 2018;540.0;20.0;280.0;225.0;15.0;135.0;365.0;45.0;745.0;;;;;225.0;340.0;15.0;40.0;35.0;;15.0;15.0;Breda                                   ;Wijk     ;WK075806  ;1.0
1694;Totaal alle jeugdzorg in natura;Breda Noord-West;2018;625.0;25.0;325.0;255.0;20.0;150.0;425.0;50.0;895.0;;;;;260.0;420.0;15.0;50.0;40.0;;20.0;15.0;Breda                                   ;Wijk     ;WK075806  ;1.0
1695;Totaal alle jeugdzorg in natura;Bavel;1e halfjaar 2018;110.0;;50.0;60.0;;20.0;85.0;;150.0;;;;;45.0;75.0;;10.0;10.0;;;;Breda                                   ;Wijk     ;WK075807  ;1.0
1696;Totaal alle jeugdzorg in natura;Bavel;2e halfjaar 2018;115.0;;60.0;55.0;;20.0;95.0;;170.0;;;;;55.0;80.0;;10.0;10.0;;;;Breda                                   ;Wijk     ;WK075807  ;1.0
1697;Totaal alle jeugdzorg in natura;Bavel;2018;130.0;;65.0;65.0;;25.0;105.0;;200.0;;;;;60.0;95.0;;10.0;15.0;;;;Breda                                   ;Wijk     ;WK075807  ;1.0
1698;Totaal alle jeugdzorg in natura;Ulvenhout;1e halfjaar 2018;55.0;;25.0;30.0;;10.0;45.0;;75.0;;;;;20.0;35.0;;;10.0;;;;Breda                                   ;Wijk     ;WK075808  ;1.0
1699;Totaal alle jeugdzorg in natura;Ulvenhout;2e halfjaar 2018;70.0;;35.0;35.0;;15.0;50.0;;90.0;;;;;20.0;50.0;;;10.0;;;;Breda                                   ;Wijk     ;WK075808  ;1.0
1700;Totaal alle jeugdzorg in natura;Ulvenhout;2018;80.0;;35.0;40.0;;15.0;60.0;;105.0;;;;;25.0;60.0;;;10.0;;;;Breda                                   ;Wijk     ;WK075808  ;1.0
1701;Totaal alle jeugdzorg in natura;Prinsenbeek;1e halfjaar 2018;165.0;;110.0;45.0;;35.0;125.0;;215.0;;;;;65.0;105.0;;;10.0;;10.0;;Breda                                   ;Wijk     ;WK075809  ;1.0
1702;Totaal alle jeugdzorg in natura;Prinsenbeek;2e halfjaar 2018;175.0;;120.0;55.0;;35.0;140.0;;225.0;;;;;65.0;115.0;;;15.0;;10.0;;Breda                                   ;Wijk     ;WK075809  ;1.0
1703;Totaal alle jeugdzorg in natura;Prinsenbeek;2018;205.0;;130.0;65.0;;40.0;165.0;;270.0;;;;;75.0;140.0;;;15.0;;10.0;;Breda                                   ;Wijk     ;WK075809  ;1.0
1704;Totaal alle jeugdzorg in natura;Teteringen;1e halfjaar 2018;145.0;;60.0;70.0;10.0;20.0;80.0;40.0;210.0;;;;;50.0;80.0;;30.0;;;;;Breda                                   ;Wijk     ;WK075810  ;1.0
1705;Totaal alle jeugdzorg in natura;Teteringen;2e halfjaar 2018;145.0;;70.0;65.0;;20.0;95.0;35.0;210.0;;;;;55.0;95.0;;25.0;;;;;Breda                                   ;Wijk     ;WK075810  ;1.0
1706;Totaal alle jeugdzorg in natura;Teteringen;2018;170.0;;75.0;75.0;10.0;25.0;105.0;40.0;255.0;;;;;65.0;110.0;;35.0;10.0;;;;Breda                                   ;Wijk     ;WK075810  ;1.0
1707;Totaal alle jeugdzorg in natura;Brielle;1e halfjaar 2018;210.0;;105.0;100.0;;55.0;145.0;;255.0;;;;;45.0;70.0;;20.0;20.0;;60.0;;Brielle                                 ;Gemeente ;GM0501    ;
1708;Totaal alle jeugdzorg in natura;Brielle;2e halfjaar 2018;255.0;10.0;135.0;115.0;;60.0;185.0;10.0;320.0;;;;;60.0;105.0;;20.0;30.0;;65.0;10.0;Brielle                                 ;Gemeente ;GM0501    ;
1709;Totaal alle jeugdzorg in natura;Brielle;2018;265.0;10.0;140.0;115.0;;65.0;190.0;10.0;355.0;;;;;70.0;110.0;;30.0;30.0;;65.0;10.0;Brielle                                 ;Gemeente ;GM0501    ;
1710;Totaal alle jeugdzorg in natura;Wijk 00 Brielle;1e halfjaar 2018;160.0;;80.0;75.0;;50.0;105.0;;195.0;;;;;25.0;55.0;;20.0;15.0;;45.0;;Brielle                                 ;Wijk     ;WK050100  ;1.0
1711;Totaal alle jeugdzorg in natura;Wijk 00 Brielle;2e halfjaar 2018;180.0;;100.0;80.0;;50.0;125.0;;225.0;;;;;35.0;75.0;;15.0;20.0;;45.0;;Brielle                                 ;Wijk     ;WK050100  ;1.0
1712;Totaal alle jeugdzorg in natura;Wijk 00 Brielle;2018;190.0;;100.0;80.0;;55.0;125.0;;255.0;;;;;40.0;75.0;;30.0;20.0;;45.0;10.0;Brielle                                 ;Wijk     ;WK050100  ;1.0
1713;Totaal alle jeugdzorg in natura;Wijk 01 Vierpolders;1e halfjaar 2018;20.0;;10.0;10.0;;;20.0;;25.0;;;;;;;;;;;10.0;;Brielle                                 ;Wijk     ;WK050101  ;1.0
1714;Totaal alle jeugdzorg in natura;Wijk 01 Vierpolders;2e halfjaar 2018;30.0;;15.0;15.0;;;25.0;;40.0;;;;;;15.0;;;;;10.0;;Brielle                                 ;Wijk     ;WK050101  ;1.0
1715;Totaal alle jeugdzorg in natura;Wijk 01 Vierpolders;2018;30.0;;15.0;15.0;;;25.0;;40.0;;;;;;15.0;;;;;10.0;;Brielle                                 ;Wijk     ;WK050101  ;1.0
1716;Totaal alle jeugdzorg in natura;Wijk 02 Zwartewaal;1e halfjaar 2018;25.0;;;15.0;;;20.0;;25.0;;;;;;10.0;;;;;10.0;;Brielle                                 ;Wijk     ;WK050102  ;1.0
1717;Totaal alle jeugdzorg in natura;Wijk 02 Zwartewaal;2e halfjaar 2018;35.0;;15.0;15.0;;;30.0;;35.0;;;;;;20.0;;;;;10.0;;Brielle                                 ;Wijk     ;WK050102  ;1.0
1718;Totaal alle jeugdzorg in natura;Wijk 02 Zwartewaal;2018;35.0;;15.0;20.0;;;30.0;;40.0;;;;;;20.0;;;;;10.0;;Brielle                                 ;Wijk     ;WK050102  ;1.0
1719;Totaal alle jeugdzorg in natura;Wijk 03 Recreatiestrook Brielse Maas;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Brielle                                 ;Wijk     ;WK050103  ;1.0
1720;Totaal alle jeugdzorg in natura;Wijk 03 Recreatiestrook Brielse Maas;2e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Brielle                                 ;Wijk     ;WK050103  ;1.0
1721;Totaal alle jeugdzorg in natura;Wijk 03 Recreatiestrook Brielse Maas;2018;;;;;;;;;;;;;;;;;;;;;;Brielle                                 ;Wijk     ;WK050103  ;1.0
1722;Totaal alle jeugdzorg in natura;Bronckhorst;1e halfjaar 2018;665.0;35.0;335.0;280.0;20.0;125.0;465.0;75.0;900.0;;;;;410.0;235.0;15.0;65.0;45.0;;45.0;;Bronckhorst                             ;Gemeente ;GM1876    ;
1723;Totaal alle jeugdzorg in natura;Bronckhorst;2e halfjaar 2018;660.0;35.0;335.0;280.0;15.0;125.0;470.0;70.0;920.0;;;;;425.0;235.0;15.0;70.0;50.0;;30.0;;Bronckhorst                             ;Gemeente ;GM1876    ;
1724;Totaal alle jeugdzorg in natura;Bronckhorst;2018;770.0;45.0;390.0;315.0;15.0;155.0;540.0;75.0;1095.0;;;;;495.0;290.0;25.0;75.0;60.0;;45.0;10.0;Bronckhorst                             ;Gemeente ;GM1876    ;
1725;Totaal alle jeugdzorg in natura;Wijk 00 Hengelo;1e halfjaar 2018;120.0;;60.0;50.0;;20.0;90.0;10.0;145.0;;;;;70.0;50.0;;;;;10.0;;Bronckhorst                             ;Wijk     ;WK187600  ;1.0
1726;Totaal alle jeugdzorg in natura;Wijk 00 Hengelo;2e halfjaar 2018;130.0;;65.0;55.0;;20.0;105.0;10.0;155.0;;;;;80.0;55.0;;;;;10.0;;Bronckhorst                             ;Wijk     ;WK187600  ;1.0
1727;Totaal alle jeugdzorg in natura;Wijk 00 Hengelo;2018;155.0;10.0;75.0;65.0;;25.0;120.0;10.0;185.0;;;;;85.0;65.0;;;;;10.0;;Bronckhorst                             ;Wijk     ;WK187600  ;1.0
1728;Totaal alle jeugdzorg in natura;Wijk 01 Zelhem;1e halfjaar 2018;210.0;;105.0;95.0;;35.0;145.0;30.0;275.0;;;;;130.0;95.0;;10.0;10.0;;10.0;;Bronckhorst                             ;Wijk     ;WK187601  ;1.0
1729;Totaal alle jeugdzorg in natura;Wijk 01 Zelhem;2e halfjaar 2018;205.0;;105.0;95.0;;35.0;145.0;25.0;285.0;;;;;140.0;90.0;;;10.0;;10.0;;Bronckhorst                             ;Wijk     ;WK187601  ;1.0
1730;Totaal alle jeugdzorg in natura;Wijk 01 Zelhem;2018;240.0;;125.0;105.0;;45.0;165.0;25.0;335.0;;;;;155.0;115.0;;10.0;15.0;;10.0;;Bronckhorst                             ;Wijk     ;WK187601  ;1.0
1731;Totaal alle jeugdzorg in natura;Wijk 02 Vorden;1e halfjaar 2018;110.0;;60.0;45.0;;15.0;85.0;;135.0;;;;;60.0;35.0;;;15.0;;10.0;;Bronckhorst                             ;Wijk     ;WK187602  ;1.0
1732;Totaal alle jeugdzorg in natura;Wijk 02 Vorden;2e halfjaar 2018;120.0;;65.0;45.0;;20.0;95.0;;155.0;;;;;70.0;40.0;;;20.0;;;;Bronckhorst                             ;Wijk     ;WK187602  ;1.0
1733;Totaal alle jeugdzorg in natura;Wijk 02 Vorden;2018;130.0;10.0;70.0;50.0;;20.0;105.0;;170.0;;;;;75.0;45.0;;;20.0;;10.0;;Bronckhorst                             ;Wijk     ;WK187602  ;1.0
1734;Totaal alle jeugdzorg in natura;Wijk 03 Steenderen;1e halfjaar 2018;80.0;;35.0;40.0;;10.0;65.0;;105.0;;;;;45.0;25.0;;;10.0;;;;Bronckhorst                             ;Wijk     ;WK187603  ;1.0
1735;Totaal alle jeugdzorg in natura;Wijk 03 Steenderen;2e halfjaar 2018;65.0;;30.0;35.0;;10.0;55.0;;95.0;;;;;45.0;15.0;;;15.0;;;;Bronckhorst                             ;Wijk     ;WK187603  ;1.0
1736;Totaal alle jeugdzorg in natura;Wijk 03 Steenderen;2018;85.0;;35.0;40.0;;15.0;65.0;;120.0;;;;;55.0;30.0;;;15.0;;;;Bronckhorst                             ;Wijk     ;WK187603  ;1.0
1737;Totaal alle jeugdzorg in natura;Wijk 04 Hummelo en Keppel;1e halfjaar 2018;65.0;;40.0;20.0;;15.0;50.0;;85.0;;;;;50.0;20.0;;;;;;;Bronckhorst                             ;Wijk     ;WK187604  ;1.0
1738;Totaal alle jeugdzorg in natura;Wijk 04 Hummelo en Keppel;2e halfjaar 2018;55.0;;35.0;15.0;;15.0;40.0;;75.0;;;;;45.0;25.0;;;;;;;Bronckhorst                             ;Wijk     ;WK187604  ;1.0
1739;Totaal alle jeugdzorg in natura;Wijk 04 Hummelo en Keppel;2018;70.0;10.0;45.0;20.0;;15.0;50.0;;100.0;;;;;55.0;25.0;;;;;;;Bronckhorst                             ;Wijk     ;WK187604  ;1.0
1740;Totaal alle jeugdzorg in natura;Brummen;1e halfjaar 2018;340.0;20.0;175.0;140.0;10.0;70.0;240.0;30.0;455.0;;;;;185.0;150.0;;35.0;30.0;;;;Brummen                                 ;Gemeente ;GM0213    ;
1741;Totaal alle jeugdzorg in natura;Brummen;2e halfjaar 2018;380.0;25.0;195.0;150.0;;70.0;270.0;40.0;525.0;;;;;195.0;180.0;;40.0;40.0;;;;Brummen                                 ;Gemeente ;GM0213    ;
1742;Totaal alle jeugdzorg in natura;Brummen;2018;420.0;25.0;215.0;170.0;10.0;85.0;295.0;40.0;610.0;;;;;230.0;215.0;;45.0;40.0;;;10.0;Brummen                                 ;Gemeente ;GM0213    ;
1743;Totaal alle jeugdzorg in natura;Wijk 01 Empe;1e halfjaar 2018;;;;;;;;;;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021301  ;1.0
1744;Totaal alle jeugdzorg in natura;Wijk 01 Empe;2e halfjaar 2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021301  ;1.0
1745;Totaal alle jeugdzorg in natura;Wijk 01 Empe;2018;10.0;;;;;;10.0;;10.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021301  ;1.0
1746;Totaal alle jeugdzorg in natura;Wijk 02 Tonden;1e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021302  ;1.0
1747;Totaal alle jeugdzorg in natura;Wijk 02 Tonden;2e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021302  ;1.0
1748;Totaal alle jeugdzorg in natura;Wijk 02 Tonden;2018;10.0;;;;;;;;10.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021302  ;1.0
1749;Totaal alle jeugdzorg in natura;Wijk 03 Brummen;1e halfjaar 2018;125.0;;75.0;40.0;;25.0;90.0;10.0;165.0;;;;;70.0;65.0;;10.0;10.0;;;;Brummen                                 ;Wijk     ;WK021303  ;1.0
1750;Totaal alle jeugdzorg in natura;Wijk 03 Brummen;2e halfjaar 2018;130.0;10.0;80.0;35.0;;25.0;95.0;10.0;170.0;;;;;70.0;65.0;;10.0;10.0;;;;Brummen                                 ;Wijk     ;WK021303  ;1.0
1751;Totaal alle jeugdzorg in natura;Wijk 03 Brummen;2018;145.0;10.0;90.0;45.0;;30.0;105.0;10.0;205.0;;;;;85.0;85.0;;10.0;10.0;;;;Brummen                                 ;Wijk     ;WK021303  ;1.0
1752;Totaal alle jeugdzorg in natura;Wijk 04 Leuvenheim;1e halfjaar 2018;;;;;;;;;10.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021304  ;1.0
1753;Totaal alle jeugdzorg in natura;Wijk 04 Leuvenheim;2e halfjaar 2018;10.0;;;;;;;;15.0;;;;;;;;;;;;;Brummen                                 ;Wijk     ;WK021304  ;1.0
