ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;k_1eEn2eGeneratieMigratieachtergrond_1;k_1eGeneratieMigratieachtergrond_2;k_2eGeneratieMigratieachtergrond_3
700;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2009;18902;180;18722
701;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2010;18325;223;18102
702;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2011;17836;226;17610
703;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2012;17164;204;16960
704;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2013;16411;185;16226
705;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2014;15489;173;15316
706;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2015;14492;163;14329
707;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2016;13496;158;13338
708;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2017;12677;183;12494
709;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2018;11990;208;11782
710;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2019;11376;263;11113
711;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2020;10961;345;10616
712;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2021;10504;291;10213
713;Totaal mannen en vrouwen;0 tot 5 jaar;Suriname;2022;10071;252;9819
714;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1972;3360;953;2407
715;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1973;4842;1473;3369
716;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1974;6812;2331;4481
717;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1975;8864;3174;5690
718;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1976;10596;3609;6987
719;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1977;12028;3829;8199
720;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1978;13726;4026;9700
721;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1979;15713;4291;11422
722;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1980;18062;4786;13276
723;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1981;20935;5464;15471
724;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1982;22597;4677;17920
725;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1983;22721;3406;19315
726;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1984;22542;2166;20376
727;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1985;22408;1330;21078
728;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1986;22198;1090;21108
729;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1987;22242;1297;20945
730;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1988;23306;1488;21818
731;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1989;24888;1585;23303
732;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1990;26790;1453;25337
733;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1991;29179;1388;27791
734;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1992;31563;1318;30245
735;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1993;33381;1201;32180
736;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1994;34412;1077;33335
737;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1995;34956;947;34009
738;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1996;34859;892;33967
739;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1997;34788;877;33911
740;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1998;34956;891;34065
741;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;1999;35276;908;34368
742;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2000;35153;887;34266
743;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2001;35558;820;34738
744;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2002;35574;813;34761
745;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2003;35031;762;34269
746;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2004;34236;696;33540
747;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2005;33539;614;32925
748;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2006;32693;536;32157
749;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2007;31716;450;31266
750;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2008;30754;366;30388
751;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2009;29860;411;29449
752;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2010;28808;443;28365
753;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2011;27793;489;27304
754;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2012;26771;497;26274
755;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2013;25807;468;25339
756;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2014;24593;451;24142
757;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2015;24052;444;23608
758;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2016;23205;502;22703
759;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2017;22826;822;22004
760;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2018;22424;1374;21050
761;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2019;22065;1647;20418
762;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2020;21198;1843;19355
763;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2021;20026;1644;18382
764;Totaal mannen en vrouwen;0 tot 5 jaar;Turkije;2022;19222;1802;17420
765;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1972;3517;573;2944
766;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1973;4479;1211;3268
767;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1974;5309;1780;3529
768;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1975;6263;2321;3942
769;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1976;7417;3164;4253
770;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1977;8060;3405;4655
771;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1978;8842;3496;5346
772;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1979;10052;3623;6429
773;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1980;11465;3856;7609
774;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1981;13210;4132;9078
775;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1982;14768;4127;10641
776;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1983;15848;3934;11914
777;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1984;16662;3664;12998
778;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1985;17555;3564;13991
779;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1986;18241;3354;14887
780;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1987;19128;3337;15791
781;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1988;20875;3993;16882
782;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1989;22123;4051;18072
783;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1990;23459;4211;19248
784;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1991;25348;4685;20663
785;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1992;26858;4790;22068
786;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1993;28777;4802;23975
787;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1994;31237;5164;26073
788;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1995;35929;5112;30817
789;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1996;38462;5064;33398
790;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1997;41471;5370;36101
791;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1998;44387;5366;39021
792;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;1999;48485;5648;42837
793;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2000;51845;5760;46085
794;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2001;55642;6001;49641
795;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2002;59110;6081;53029
796;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2003;61509;5600;55909
797;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2004;62297;4963;57334
798;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2005;62528;4632;57896
799;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2006;61173;3830;57343
800;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2007;60302;3575;56727
801;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2008;60099;3572;56527
802;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2009;60959;4060;56899
803;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2010;61968;4366;57602
804;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2011;63627;4608;59019
805;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2012;64975;4611;60364
806;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2013;66129;4368;61761
807;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2014;66885;4581;62304
808;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2015;68987;5556;63431
809;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2016;72447;8104;64343
810;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2017;76904;10255;66649
811;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2018;80018;10986;69032
812;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2019;83369;10281;73088
813;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2020;86633;9538;77095
814;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2021;88079;7434;80645
815;Totaal mannen en vrouwen;0 tot 5 jaar;Overige niet-westerse migratieachterg...;2022;91102;7939;83163
816;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1972;109121;26172;82949
817;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1973;112149;27685;84464
818;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1974;115031;29532;85499
819;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1975;119960;32989;86971
820;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1976;126985;39188;87797
821;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1977;129122;40755;88367
822;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1978;132570;43638;88932
823;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1979;134084;46127;87957
824;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1980;135112;49097;86015
825;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1981;137110;51822;85288
826;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1982;135407;49506;85901
827;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1983;133361;45658;87703
828;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1984;133574;41385;92189
829;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1985;134947;37180;97767
830;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1986;139783;34304;105479
831;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1987;146400;32983;113417
832;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1988;151166;31478;119688
833;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1989;154303;30019;124284
834;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1990;159143;30217;128926
835;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1991;162769;31993;130776
836;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1992;167046;33963;133083
837;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1993;171617;35646;135971
838;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1994;177756;37517;140239
839;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1995;183307;37736;145571
840;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1996;189506;37363;152143
841;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1997;196040;37956;158084
842;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1998;201844;37974;163870
843;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;1999;206245;37941;168304
844;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2000;210492;37393;173099
845;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2001;213033;37751;175282
846;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2002;215730;38502;177228
847;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2003;217322;37611;179711
848;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2004;218681;35282;183399
849;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2005;219002;32097;186905
850;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2006;221346;29040;192306
851;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2007;222813;25650;197163
852;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2008;224431;23256;201175
853;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2009;226649;22658;203991
854;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2010;228912;22804;206108
855;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2011;229111;23949;205162
856;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2012;229459;25780;203679
857;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2013;229111;27501;201610
858;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2014;229883;29642;200241
859;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2015;231446;32213;199233
860;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2016;235636;36210;199426
861;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2017;240641;40877;199764
862;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2018;245787;45394;200393
863;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2019;247307;48434;198873
864;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2020;251250;51992;199258
865;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2021;251682;53094;198588
866;Totaal mannen en vrouwen;5 tot 10 jaar;Met migratieachtergrond;2022;254653;55250;199403
867;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1972;95496;19358;76138
868;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1973;95396;19037;76359
869;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1974;94483;18524;75959
870;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1975;94353;18623;75730
871;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1976;92429;17971;74458
872;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1977;89330;16684;72646
873;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1978;88433;17319;71114
874;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1979;85098;16953;68145
875;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1980;79910;16094;63816
876;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1981;75367;15045;60322
877;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1982;70875;13228;57647
878;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1983;66686;11710;54976
879;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1984;64083;10196;53887
880;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1985;62303;9010;53293
881;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1986;62100;8484;53616
882;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1987;63159;9251;53908
883;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1988;62883;9112;53771
884;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1989;61605;8855;52750
885;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1990;61809;9212;52597
886;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1991;60893;9499;51394
887;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1992;61012;10042;50970
888;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1993;61092;10977;50115
889;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1994;61787;12191;49596
890;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1995;62771;13196;49575
891;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1996;63511;13817;49694
892;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1997;63909;14279;49630
893;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1998;63864;14171;49693
894;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;1999;63541;14078;49463
895;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2000;63363;13734;49629
896;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2001;63506;13957;49549
897;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2002;63491;14176;49315
898;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2003;62988;13846;49142
899;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2004;62465;13202;49263
900;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2005;62193;12498;49695
901;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2006;62139;11817;50322
902;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2007;62099;11097;51002
903;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2008;62845;10952;51893
904;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2009;63876;11283;52593
905;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2010;64900;11754;53146
906;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2011;65601;12621;52980
907;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2012;66783;13974;52809
908;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2013;68139;15483;52656
909;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2014;69550;16520;53030
910;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2015;71621;17729;53892
911;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2016;73998;18695;55303
912;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2017;75703;19184;56519
913;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2018;77225;19361;57864
914;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2019;78385;19826;58559
915;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2020;79975;20591;59384
916;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2021;80685;20603;60082
917;Totaal mannen en vrouwen;5 tot 10 jaar;Westerse migratieachtergrond;2022;81924;21035;60889
918;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1972;13625;6814;6811
919;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1973;16753;8648;8105
920;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1974;20548;11008;9540
921;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1975;25607;14366;11241
922;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1976;34556;21217;13339
923;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1977;39792;24071;15721
924;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1978;44137;26319;17818
925;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1979;48986;29174;19812
926;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1980;55202;33003;22199
927;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1981;61743;36777;24966
928;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1982;64532;36278;28254
929;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1983;66675;33948;32727
930;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1984;69491;31189;38302
931;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1985;72644;28170;44474
932;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1986;77683;25820;51863
933;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1987;83241;23732;59509
934;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1988;88283;22366;65917
935;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1989;92698;21164;71534
936;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1990;97334;21005;76329
937;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1991;101876;22494;79382
938;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1992;106034;23921;82113
939;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1993;110525;24669;85856
940;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1994;115969;25326;90643
941;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1995;120536;24540;95996
942;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1996;125995;23546;102449
943;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1997;132131;23677;108454
944;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1998;137980;23803;114177
945;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;1999;142704;23863;118841
946;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2000;147129;23659;123470
947;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2001;149527;23794;125733
948;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2002;152239;24326;127913
949;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2003;154334;23765;130569
950;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2004;156216;22080;134136
951;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2005;156809;19599;137210
952;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2006;159207;17223;141984
953;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2007;160714;14553;146161
954;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2008;161586;12304;149282
955;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2009;162773;11375;151398
956;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2010;164012;11050;152962
957;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2011;163510;11328;152182
958;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2012;162676;11806;150870
959;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2013;160972;12018;148954
960;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2014;160333;13122;147211
961;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2015;159825;14484;145341
962;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2016;161638;17515;144123
963;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2017;164938;21693;143245
964;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2018;168562;26033;142529
965;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2019;168922;28608;140314
966;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2020;171275;31401;139874
967;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2021;170997;32491;138506
968;Totaal mannen en vrouwen;5 tot 10 jaar;Niet-westerse migratieachtergrond;2022;172729;34215;138514
969;Totaal mannen en vrouwen;5 tot 10 jaar;Marokko;1972;131;22;109
970;Totaal mannen en vrouwen;5 tot 10 jaar;Marokko;1973;508;309;199
971;Totaal mannen en vrouwen;5 tot 10 jaar;Marokko;1974;1006;682;324
972;Totaal mannen en vrouwen;5 tot 10 jaar;Marokko;1975;1616;1124;492
973;Totaal mannen en vrouwen;5 tot 10 jaar;Marokko;1976;2351;1669;682
