ID;Geslacht;Migratieachtergrond;Onderwijssoort;StudierichtingISCED2013;Perioden;TotaalIngeschrevenen_1;Eerstejaarsstudenten_2;Ouderejaarsstudenten_3
941;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2015/'16;0;0;0
942;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2016/'17;0;0;0
943;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2017/'18;0;0;0
944;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2018/'19;0;0;0
945;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2019/'20;0;0;0
946;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2020/'21;0;0;0
947;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0610 Informatica z.n.d.;2021/'22;0;0;0
948;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2010/'11;0;0;0
949;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2011/'12;0;0;0
950;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2012/'13;0;0;0
951;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2013/'14;0;0;0
952;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2014/'15;0;0;0
953;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2015/'16;0;0;0
954;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2016/'17;0;0;0
955;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2017/'18;0;0;0
956;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2018/'19;0;0;0
957;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2019/'20;0;0;0
958;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2020/'21;0;0;0
959;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0611 Computergebruik;2021/'22;0;0;0
960;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2010/'11;768;162;606
961;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2011/'12;911;215;696
962;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2012/'13;1046;221;825
963;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2013/'14;1187;233;954
964;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2014/'15;782;152;630
965;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2015/'16;827;115;712
966;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2016/'17;963;121;842
967;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2017/'18;1064;141;923
968;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2018/'19;945;127;818
969;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2019/'20;914;128;786
970;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2020/'21;902;118;784
971;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0612 Ontwerp en beheer van database...;2021/'22;906;107;799
972;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2010/'11;16540;3425;13115
973;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2011/'12;17391;3791;13600
974;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2012/'13;17580;3816;13764
975;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2013/'14;19438;4452;14986
976;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2014/'15;21175;4883;16292
977;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2015/'16;23040;5213;17827
978;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2016/'17;25490;5984;19506
979;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2017/'18;28545;6985;21560
980;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2018/'19;31163;7147;24016
981;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2019/'20;33810;7508;26302
982;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2020/'21;36624;7926;28698
983;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0613 Softwareontwikkeling en systeema…;2021/'22;37534;7704;29830
984;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2010/'11;1141;185;956
985;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2011/'12;1112;200;912
986;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2012/'13;1145;222;923
987;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2013/'14;1324;279;1045
988;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2014/'15;1500;308;1192
989;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2015/'16;1745;379;1366
990;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2016/'17;2171;507;1664
991;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2017/'18;2702;670;2032
992;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2018/'19;3261;764;2497
993;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2019/'20;3863;855;3008
994;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2020/'21;4742;1157;3585
995;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0619 Informatica overig;2021/'22;5377;1120;4257
996;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2010/'11;58681;12695;45986
997;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2011/'12;59872;12641;47231
998;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2012/'13;60565;12990;47575
999;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2013/'14;63313;13712;49601
1000;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2014/'15;65579;14151;51428
1001;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2015/'16;68314;14921;53393
1002;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2016/'17;70317;15090;55227
1003;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2017/'18;73061;16142;56919
1004;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2018/'19;75823;16758;59065
1005;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2019/'20;77092;16401;60691
1006;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2020/'21;80453;16757;63696
1007;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;07 Techniek, industrie en bouwkunde;2021/'22;81114;16108;65006
1008;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2010/'11;0;0;0
1009;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2011/'12;0;0;0
1010;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2012/'13;0;0;0
1011;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2013/'14;0;0;0
1012;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2014/'15;0;0;0
1013;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2015/'16;0;0;0
1014;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2016/'17;0;0;0
1015;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2017/'18;0;0;0
1016;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2018/'19;0;0;0
1017;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2019/'20;0;0;0
1018;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2020/'21;0;0;0
1019;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;070 Techniek, industrie, bouwk… z.n.d.;2021/'22;0;0;0
1020;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2010/'11;0;0;0
1021;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2011/'12;0;0;0
1022;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2012/'13;0;0;0
1023;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2013/'14;0;0;0
1024;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2014/'15;0;0;0
1025;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2015/'16;0;0;0
1026;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2016/'17;0;0;0
1027;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2017/'18;0;0;0
1028;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2018/'19;0;0;0
1029;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2019/'20;0;0;0
1030;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2020/'21;0;0;0
1031;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0700 Techniek, industrie, bouwk… z.n.d.;2021/'22;0;0;0
1032;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2010/'11;32940;7394;25546
1033;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2011/'12;33900;7579;26321
1034;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2012/'13;34720;7859;26861
1035;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2013/'14;37428;8625;28803
1036;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2014/'15;39814;9185;30629
1037;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2015/'16;42370;9820;32550
1038;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2016/'17;44215;9710;34505
1039;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2017/'18;46039;10227;35812
1040;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2018/'19;47694;10507;37187
1041;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2019/'20;47937;10188;37749
1042;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2020/'21;49576;10116;39460
1043;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;071 Techniek en technische dienstverl...;2021/'22;49379;9822;39557
1044;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2010/'11;287;45;242
1045;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2011/'12;323;93;230
1046;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2012/'13;365;107;258
1047;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2013/'14;606;185;421
1048;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2014/'15;699;233;466
1049;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2015/'16;1651;768;883
1050;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2016/'17;2156;835;1321
1051;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2017/'18;2596;782;1814
1052;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2018/'19;3087;859;2228
1053;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2019/'20;3357;783;2574
1054;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2020/'21;3508;845;2663
1055;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0710 Techniek en technische... z.n.d.;2021/'22;3564;806;2758
1056;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2010/'11;4066;925;3141
1057;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2011/'12;4162;959;3203
1058;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2012/'13;4354;1071;3283
1059;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2013/'14;4794;1205;3589
1060;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2014/'15;5368;1406;3962
1061;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2015/'16;5683;1426;4257
1062;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2016/'17;6014;1370;4644
1063;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2017/'18;6181;1360;4821
1064;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2018/'19;6363;1340;5023
1065;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2019/'20;6351;1316;5035
1066;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2020/'21;6403;1220;5183
1067;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0711 Scheikundige technologie en proc…;2021/'22;6051;1094;4957
1068;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2010/'11;532;153;379
1069;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2011/'12;720;227;493
1070;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2012/'13;849;193;656
1071;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2013/'14;857;176;681
1072;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2014/'15;893;224;669
1073;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2015/'16;917;194;723
1074;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2016/'17;903;212;691
1075;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2017/'18;991;270;721
1076;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2018/'19;1059;284;775
1077;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2019/'20;1144;309;835
1078;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2020/'21;1247;242;1005
1079;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0712 Milieubescherming en milieutechn...;2021/'22;1418;379;1039
1080;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2010/'11;5333;1256;4077
1081;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2011/'12;5170;1247;3923
1082;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2012/'13;4973;1250;3723
1083;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2013/'14;5143;1245;3898
1084;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2014/'15;5398;1354;4044
1085;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2015/'16;5675;1477;4198
1086;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2016/'17;5791;1320;4471
1087;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2017/'18;5973;1397;4576
1088;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2018/'19;5995;1313;4682
1089;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2019/'20;6126;1400;4726
1090;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2020/'21;6280;1366;4914
1091;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0713 Elektro- en energietechniek;2021/'22;6272;1407;4865
1092;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2010/'11;2040;437;1603
1093;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2011/'12;2173;527;1646
1094;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2012/'13;2743;738;2005
1095;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2013/'14;3069;820;2249
1096;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2014/'15;3485;926;2559
1097;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2015/'16;3829;971;2858
1098;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2016/'17;4423;1203;3220
1099;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2017/'18;5075;1376;3699
1100;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2018/'19;5908;1742;4166
1101;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2019/'20;5660;1423;4237
1102;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2020/'21;6230;1410;4820
1103;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0714 Elektronica en industriële autom...;2021/'22;6542;1395;5147
1104;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2010/'11;10007;2222;7785
1105;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2011/'12;10124;2075;8049
1106;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2012/'13;9894;2144;7750
1107;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2013/'14;10604;2443;8161
1108;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2014/'15;11064;2389;8675
1109;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2015/'16;11630;2513;9117
1110;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2016/'17;11963;2361;9602
1111;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2017/'18;12143;2346;9797
1112;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2018/'19;12328;2437;9891
1113;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2019/'20;12343;2382;9961
1114;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2020/'21;12674;2513;10161
1115;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0715 Werktuigbouwkunde,  metaalbewerking;2021/'22;12404;2349;10055
1116;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2010/'11;4615;1000;3615
1117;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2011/'12;4765;1043;3722
1118;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2012/'13;4767;961;3806
1119;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2013/'14;5089;1066;4023
1120;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2014/'15;5476;1233;4243
1121;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2015/'16;5755;1311;4444
1122;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2016/'17;5881;1170;4711
1123;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2017/'18;6040;1377;4663
1124;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2018/'19;6044;1249;4795
1125;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2019/'20;6102;1264;4838
1126;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2020/'21;6298;1246;5052
1127;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0716 Voertuigtechniek, scheepsbouw- ...;2021/'22;6322;1210;5112
1128;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2010/'11;6060;1356;4704
1129;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2011/'12;6463;1408;5055
1130;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2012/'13;6775;1395;5380
1131;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2013/'14;7266;1485;5781
1132;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2014/'15;7431;1420;6011
1133;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2015/'16;7230;1160;6070
1134;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2016/'17;7084;1239;5845
1135;Totaal mannen en vrouwen;Totaal migratieachtergrond;Hoger onderwijs;0719 Techniek en technische dienstver...;2017/'18;7040;1319;5721
