ID;Geslacht;HOOPGebieden;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na1Jaar_30;Na2Jaar_31;Na3Jaar_32;Na4Jaar_33;Na5Jaar_34;Na6Jaar_35;Na7Jaar_36;Na8Jaar_37;Na9Jaar_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar10_47;InJaar2_48;InJaar3_49;InJaar4_50;InJaar5_51;InJaar6_52;InJaar7_53;InJaar8_54;InJaar9_55;InJaar10_56;InJaar2_57;InJaar3_58;InJaar4_59;InJaar5_60;InJaar6_61;InJaar7_62;InJaar8_63;InJaar9_64;InJaar10_65
49;Mannen;Natuur;Cohort 1994;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Mannen;Techniek;Cohort 1990;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Mannen;Techniek;Cohort 1991;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Mannen;Techniek;Cohort 1992;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Mannen;Techniek;Cohort 1993;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Mannen;Techniek;Cohort 1994;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Mannen;Gezondheid;Cohort 1990;100.0;11.0;30.0;49.0;56.0;58.0;60.0;61.0;11.0;30.0;49.0;55.0;57.0;59.0;60.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;18.0;23.0;26.0;30.0;31.0;34.0;34.0;36.0;80.0;76.0;66.0;44.0;21.0;13.0;7.0;5.0;2.0;80.0;75.0;66.0;44.0;21.0;13.0;7.0;5.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
56;Mannen;Gezondheid;Cohort 1991;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Mannen;Gezondheid;Cohort 1992;60.0;2.0;21.0;38.0;48.0;57.0;59.0;60.0;2.0;21.0;37.0;46.0;54.0;56.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;3.0;24.0;27.0;29.0;32.0;35.0;35.0;35.0;32.0;32.0;76.0;73.0;70.0;48.0;27.0;17.0;8.0;10.0;8.0;76.0;73.0;67.0;44.0;25.0;16.0;8.0;6.0;3.0;0.0;0.0;3.0;3.0;2.0;2.0;0.0;3.0;5.0
58;Mannen;Gezondheid;Cohort 1993;50.0;2.0;18.0;24.0;35.0;41.0;43.0;45.0;2.0;16.0;22.0;33.0;39.0;39.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;4.0;4.0;33.0;39.0;41.0;43.0;45.0;47.0;49.0;49.0;47.0;65.0;59.0;57.0;39.0;31.0;18.0;10.0;8.0;8.0;65.0;57.0;53.0;39.0;31.0;16.0;8.0;8.0;6.0;0.0;2.0;4.0;0.0;0.0;2.0;2.0;0.0;2.0
59;Mannen;Gezondheid;Cohort 1994;50.0;6.0;13.0;25.0;32.0;34.0;36.0;40.0;2.0;9.0;19.0;26.0;28.0;30.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;6.0;6.0;6.0;6.0;8.0;36.0;43.0;43.0;43.0;49.0;51.0;57.0;57.0;58.0;64.0;57.0;51.0;43.0;26.0;17.0;9.0;8.0;2.0;62.0;53.0;47.0;40.0;25.0;13.0;9.0;6.0;2.0;2.0;4.0;4.0;4.0;2.0;4.0;0.0;2.0;
60;Mannen;Economie;Cohort 1990;140.0;5.0;7.0;14.0;18.0;20.0;20.0;23.0;4.0;6.0;11.0;14.0;15.0;15.0;17.0;0.0;0.0;2.0;2.0;3.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;44.0;61.0;62.0;64.0;68.0;69.0;70.0;70.0;73.0;55.0;38.0;33.0;29.0;18.0;13.0;10.0;10.0;5.0;53.0;37.0;31.0;26.0;15.0;10.0;8.0;8.0;4.0;2.0;1.0;2.0;3.0;3.0;4.0;2.0;1.0;1.0
61;Mannen;Economie;Cohort 1991;170.0;2.0;4.0;10.0;13.0;17.0;18.0;20.0;2.0;4.0;8.0;11.0;13.0;13.0;15.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;4.0;4.0;4.0;32.0;55.0;67.0;72.0;72.0;73.0;75.0;75.0;75.0;68.0;45.0;31.0;24.0;18.0;13.0;8.0;7.0;5.0;67.0;42.0;28.0;20.0;15.0;10.0;7.0;7.0;4.0;1.0;2.0;3.0;4.0;3.0;4.0;1.0;1.0;1.0
62;Mannen;Economie;Cohort 1992;110.0;2.0;6.0;11.0;15.0;19.0;21.0;22.0;1.0;5.0;9.0;13.0;15.0;17.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;4.0;4.0;4.0;45.0;55.0;66.0;70.0;71.0;71.0;71.0;72.0;73.0;55.0;45.0;33.0;25.0;19.0;15.0;11.0;8.0;5.0;54.0;42.0;31.0;22.0;17.0;12.0;10.0;7.0;4.0;1.0;3.0;2.0;3.0;2.0;4.0;1.0;1.0;1.0
63;Mannen;Economie;Cohort 1993;130.0;5.0;11.0;13.0;18.0;20.0;24.0;26.0;5.0;11.0;12.0;17.0;19.0;23.0;23.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;35.0;51.0;61.0;59.0;58.0;60.0;65.0;65.0;67.0;64.0;45.0;34.0;29.0;29.0;21.0;15.0;11.0;8.0;63.0;44.0;32.0;27.0;28.0;20.0;14.0;9.0;7.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0
64;Mannen;Economie;Cohort 1994;120.0;3.0;7.0;13.0;14.0;17.0;19.0;22.0;2.0;5.0;10.0;12.0;14.0;17.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;3.0;3.0;3.0;3.0;40.0;59.0;63.0;66.0;68.0;70.0;70.0;71.0;71.0;60.0;41.0;34.0;27.0;19.0;16.0;13.0;10.0;7.0;58.0;37.0;31.0;23.0;18.0;15.0;13.0;9.0;7.0;2.0;4.0;3.0;4.0;2.0;1.0;1.0;1.0;
65;Mannen;Recht;Cohort 1990;420.0;7.0;14.0;21.0;26.0;33.0;36.0;39.0;6.0;12.0;18.0;23.0;29.0;33.0;35.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;22.0;36.0;43.0;45.0;48.0;51.0;52.0;52.0;52.0;77.0;62.0;50.0;41.0;31.0;23.0;15.0;11.0;9.0;75.0;60.0;49.0;40.0;31.0;23.0;15.0;11.0;8.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
66;Mannen;Recht;Cohort 1991;350.0;9.0;17.0;23.0;27.0;33.0;37.0;39.0;8.0;16.0;21.0;25.0;30.0;34.0;35.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;28.0;38.0;45.0;47.0;50.0;51.0;53.0;54.0;54.0;71.0;58.0;46.0;36.0;27.0;21.0;15.0;9.0;7.0;70.0;57.0;45.0;35.0;26.0;21.0;14.0;9.0;6.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0
67;Mannen;Recht;Cohort 1992;320.0;5.0;12.0;23.0;30.0;37.0;41.0;44.0;4.0;10.0;21.0;28.0;34.0;38.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;21.0;32.0;39.0;42.0;42.0;43.0;44.0;44.0;45.0;79.0;66.0;56.0;46.0;35.0;27.0;20.0;15.0;11.0;77.0;64.0;55.0;46.0;34.0;27.0;19.0;14.0;10.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0
68;Mannen;Recht;Cohort 1993;280.0;8.0;14.0;22.0;29.0;34.0;37.0;40.0;6.0;12.0;19.0;26.0;32.0;34.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;27.0;36.0;43.0;46.0;46.0;49.0;49.0;51.0;52.0;72.0;60.0;50.0;40.0;32.0;22.0;17.0;12.0;8.0;71.0;59.0;49.0;39.0;31.0;22.0;16.0;10.0;7.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
69;Mannen;Recht;Cohort 1994;250.0;7.0;12.0;18.0;22.0;27.0;30.0;33.0;7.0;11.0;17.0;20.0;24.0;28.0;30.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;30.0;40.0;47.0;51.0;53.0;56.0;58.0;58.0;58.0;69.0;57.0;45.0;36.0;29.0;21.0;15.0;12.0;9.0;67.0;55.0;42.0;34.0;27.0;20.0;14.0;11.0;8.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;0.0
70;Mannen;Gedrag en maatschappij;Cohort 1990;500.0;17.0;27.0;35.0;39.0;40.0;42.0;44.0;16.0;26.0;32.0;35.0;37.0;38.0;40.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;29.0;38.0;43.0;46.0;48.0;50.0;50.0;50.0;51.0;69.0;53.0;40.0;26.0;17.0;11.0;10.0;8.0;4.0;68.0;52.0;38.0;24.0;15.0;10.0;8.0;6.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0
71;Mannen;Gedrag en maatschappij;Cohort 1991;420.0;14.0;24.0;30.0;35.0;37.0;40.0;41.0;13.0;22.0;28.0;33.0;36.0;38.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;31.0;43.0;47.0;51.0;53.0;53.0;54.0;54.0;54.0;68.0;50.0;39.0;26.0;18.0;12.0;9.0;6.0;5.0;67.0;49.0;38.0;25.0;17.0;11.0;9.0;5.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0
72;Mannen;Gedrag en maatschappij;Cohort 1992;400.0;12.0;23.0;31.0;34.0;37.0;39.0;40.0;11.0;22.0;30.0;33.0;35.0;36.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;29.0;41.0;45.0;49.0;53.0;52.0;55.0;56.0;56.0;71.0;53.0;42.0;28.0;16.0;14.0;8.0;5.0;4.0;69.0;51.0;40.0;25.0;15.0;12.0;7.0;5.0;4.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0
73;Mannen;Gedrag en maatschappij;Cohort 1993;310.0;14.0;23.0;29.0;32.0;35.0;37.0;38.0;13.0;21.0;26.0;29.0;32.0;33.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;3.0;4.0;4.0;32.0;41.0;44.0;46.0;50.0;53.0;55.0;55.0;56.0;67.0;54.0;42.0;31.0;20.0;15.0;9.0;8.0;5.0;63.0;50.0;38.0;27.0;18.0;14.0;8.0;6.0;3.0;4.0;3.0;5.0;4.0;2.0;2.0;1.0;2.0;2.0
74;Mannen;Gedrag en maatschappij;Cohort 1994;240.0;8.0;16.0;23.0;28.0;31.0;35.0;36.0;8.0;15.0;22.0;26.0;29.0;32.0;32.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;29.0;43.0;45.0;49.0;53.0;53.0;54.0;57.0;58.0;70.0;54.0;46.0;35.0;24.0;19.0;15.0;8.0;6.0;68.0;53.0;45.0;34.0;23.0;17.0;13.0;8.0;6.0;2.0;1.0;2.0;1.0;1.0;2.0;3.0;0.0;
75;Mannen;Taal en cultuur;Cohort 1990;180.0;16.0;21.0;25.0;30.0;32.0;36.0;40.0;14.0;18.0;23.0;27.0;30.0;34.0;37.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;21.0;30.0;35.0;41.0;45.0;45.0;45.0;49.0;51.0;77.0;58.0;49.0;38.0;30.0;26.0;23.0;15.0;9.0;73.0;54.0;47.0;37.0;30.0;24.0;22.0;13.0;8.0;3.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0
76;Mannen;Taal en cultuur;Cohort 1991;160.0;13.0;17.0;21.0;29.0;32.0;36.0;37.0;10.0;14.0;18.0;25.0;29.0;32.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;22.0;35.0;39.0;41.0;51.0;54.0;52.0;54.0;53.0;77.0;57.0;48.0;43.0;28.0;17.0;15.0;10.0;10.0;73.0;54.0;45.0;39.0;26.0;17.0;15.0;10.0;10.0;4.0;3.0;3.0;4.0;2.0;0.0;1.0;0.0;1.0
77;Mannen;Taal en cultuur;Cohort 1992;150.0;19.0;22.0;26.0;28.0;34.0;39.0;39.0;14.0;15.0;19.0;21.0;26.0;31.0;32.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;6.0;6.0;7.0;7.0;7.0;7.0;26.0;38.0;40.0;45.0;45.0;47.0;50.0;50.0;52.0;72.0;51.0;42.0;35.0;30.0;26.0;18.0;13.0;10.0;66.0;47.0;40.0;34.0;29.0;25.0;16.0;11.0;8.0;6.0;5.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0
78;Mannen;Taal en cultuur;Cohort 1993;120.0;13.0;16.0;18.0;22.0;27.0;29.0;32.0;10.0;13.0;14.0;18.0;22.0;24.0;27.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;5.0;5.0;5.0;23.0;35.0;42.0;47.0;51.0;52.0;54.0;54.0;56.0;76.0;60.0;45.0;37.0;31.0;27.0;19.0;17.0;11.0;73.0;58.0;40.0;35.0;31.0;26.0;19.0;17.0;10.0;3.0;2.0;5.0;2.0;0.0;1.0;1.0;0.0;1.0
79;Mannen;Taal en cultuur;Cohort 1994;120.0;8.0;12.0;15.0;20.0;28.0;31.0;33.0;8.0;11.0;13.0;18.0;26.0;29.0;31.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;29.0;39.0;44.0;48.0;53.0;52.0;54.0;55.0;55.0;70.0;55.0;49.0;40.0;32.0;28.0;18.0;14.0;12.0;68.0;54.0;47.0;39.0;30.0;26.0;18.0;13.0;11.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;1.0;1.0
80;Vrouwen;Totaal alle HOOP-gebieden;Cohort 1990;1430.0;8.0;16.0;24.0;31.0;37.0;40.0;43.0;7.0;15.0;22.0;29.0;34.0;38.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;25.0;34.0;38.0;43.0;45.0;47.0;48.0;48.0;49.0;75.0;63.0;54.0;41.0;31.0;22.0;15.0;11.0;8.0;73.0;60.0;52.0;40.0;30.0;20.0;14.0;10.0;7.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
81;Vrouwen;Totaal alle HOOP-gebieden;Cohort 1991;1300.0;8.0;16.0;23.0;30.0;36.0;38.0;41.0;8.0;15.0;22.0;28.0;33.0;35.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;28.0;39.0;43.0;46.0;48.0;50.0;51.0;51.0;51.0;71.0;57.0;48.0;38.0;28.0;20.0;13.0;10.0;8.0;70.0;55.0;46.0;36.0;26.0;18.0;12.0;9.0;7.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0
82;Vrouwen;Totaal alle HOOP-gebieden;Cohort 1992;1230.0;6.0;16.0;23.0;29.0;33.0;38.0;40.0;5.0;14.0;21.0;26.0;30.0;35.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;3.0;4.0;26.0;38.0;44.0;46.0;50.0;50.0;51.0;51.0;51.0;74.0;59.0;50.0;38.0;27.0;21.0;15.0;11.0;9.0;72.0;57.0;47.0;36.0;26.0;20.0;14.0;9.0;7.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0
83;Vrouwen;Totaal alle HOOP-gebieden;Cohort 1993;1100.0;8.0;15.0;24.0;29.0;35.0;39.0;42.0;7.0;13.0;21.0;26.0;32.0;35.0;37.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;3.0;4.0;28.0;39.0;45.0;47.0;50.0;50.0;50.0;51.0;50.0;72.0;57.0;46.0;37.0;26.0;20.0;15.0;10.0;8.0;69.0;54.0;44.0;36.0;24.0;19.0;12.0;8.0;7.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
84;Vrouwen;Totaal alle HOOP-gebieden;Cohort 1994;890.0;8.0;14.0;21.0;27.0;31.0;35.0;37.0;5.0;11.0;18.0;23.0;27.0;30.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;4.0;5.0;5.0;29.0;40.0;45.0;50.0;53.0;53.0;53.0;54.0;56.0;71.0;57.0;47.0;36.0;25.0;20.0;16.0;11.0;7.0;68.0;53.0;44.0;33.0;24.0;18.0;14.0;10.0;6.0;3.0;4.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0
85;Vrouwen;Natuur;Cohort 1990;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;Vrouwen;Natuur;Cohort 1991;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Vrouwen;Natuur;Cohort 1992;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;Vrouwen;Natuur;Cohort 1993;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Vrouwen;Natuur;Cohort 1994;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Vrouwen;Techniek;Cohort 1990;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;Vrouwen;Techniek;Cohort 1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;
92;Vrouwen;Techniek;Cohort 1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;
93;Vrouwen;Techniek;Cohort 1993;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;Vrouwen;Techniek;Cohort 1994;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;Vrouwen;Gezondheid;Cohort 1990;130.0;16.0;36.0;53.0;58.0;68.0;71.0;72.0;14.0;33.0;50.0;55.0;65.0;68.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;13.0;16.0;18.0;21.0;23.0;24.0;26.0;27.0;27.0;85.0;75.0;66.0;43.0;24.0;18.0;6.0;2.0;2.0;84.0;72.0;65.0;43.0;24.0;18.0;6.0;2.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
96;Vrouwen;Gezondheid;Cohort 1991;80.0;5.0;37.0;57.0;62.0;68.0;69.0;70.0;5.0;36.0;54.0;59.0;65.0;67.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;2.0;10.0;10.0;14.0;15.0;20.0;22.0;25.0;25.0;25.0;90.0;90.0;81.0;48.0;23.0;16.0;7.0;6.0;5.0;89.0;89.0;80.0;47.0;23.0;16.0;7.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0
97;Vrouwen;Gezondheid;Cohort 1992;100.0;0.0;17.0;37.0;45.0;48.0;55.0;58.0;0.0;16.0;36.0;43.0;46.0;53.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;3.0;18.0;24.0;27.0;31.0;33.0;31.0;36.0;38.0;38.0;82.0;76.0;73.0;52.0;29.0;23.0;15.0;7.0;4.0;82.0;75.0;72.0;51.0;28.0;23.0;14.0;6.0;4.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
98;Vrouwen;Gezondheid;Cohort 1993;140.0;8.0;20.0;31.0;40.0;46.0;50.0;52.0;8.0;18.0;29.0;38.0;43.0;46.0;48.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;2.0;2.0;3.0;4.0;4.0;21.0;31.0;35.0;37.0;39.0;39.0;37.0;39.0;40.0;79.0;62.0;57.0;43.0;29.0;21.0;17.0;11.0;9.0;77.0;60.0;54.0;43.0;28.0;19.0;15.0;10.0;8.0;1.0;2.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0
99;Vrouwen;Gezondheid;Cohort 1994;60.0;5.0;14.0;43.0;49.0;51.0;52.0;52.0;3.0;13.0;40.0;46.0;48.0;49.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;27.0;33.0;40.0;41.0;43.0;41.0;40.0;43.0;46.0;73.0;67.0;56.0;44.0;14.0;10.0;10.0;5.0;2.0;71.0;63.0;54.0;43.0;14.0;10.0;8.0;5.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;2.0;0.0;
100;Vrouwen;Economie;Cohort 1990;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;Vrouwen;Economie;Cohort 1991;60.0;3.0;3.0;5.0;12.0;14.0;16.0;16.0;3.0;3.0;5.0;10.0;12.0;14.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;38.0;72.0;76.0;76.0;78.0;76.0;74.0;74.0;76.0;62.0;28.0;21.0;21.0;17.0;12.0;12.0;10.0;9.0;62.0;26.0;19.0;19.0;16.0;12.0;12.0;10.0;9.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0
102;Vrouwen;Economie;Cohort 1992;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;Vrouwen;Economie;Cohort 1993;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;Vrouwen;Economie;Cohort 1994;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;Vrouwen;Recht;Cohort 1990;310.0;4.0;9.0;12.0;19.0;27.0;31.0;35.0;1.0;6.0;8.0;14.0;21.0;26.0;29.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;4.0;4.0;4.0;23.0;35.0;39.0;45.0;49.0;50.0;51.0;54.0;54.0;77.0;64.0;58.0;45.0;39.0;31.0;22.0;15.0;11.0;75.0;61.0;56.0;45.0;38.0;30.0;21.0;15.0;11.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0
106;Vrouwen;Recht;Cohort 1991;240.0;5.0;10.0;14.0;23.0;30.0;32.0;35.0;4.0;8.0;12.0;20.0;26.0;28.0;31.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;29.0;43.0;45.0;50.0;52.0;53.0;54.0;54.0;55.0;70.0;55.0;49.0;40.0;35.0;25.0;16.0;14.0;10.0;69.0;52.0;47.0;38.0;33.0;23.0;15.0;13.0;10.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0
107;Vrouwen;Recht;Cohort 1992;210.0;5.0;9.0;16.0;20.0;27.0;36.0;38.0;4.0;8.0;14.0;18.0;25.0;33.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;21.0;32.0;41.0;47.0;50.0;51.0;51.0;50.0;50.0;78.0;67.0;54.0;44.0;35.0;28.0;22.0;14.0;11.0;76.0;65.0;53.0;43.0;34.0;27.0;20.0;12.0;9.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0
108;Vrouwen;Recht;Cohort 1993;230.0;7.0;11.0;19.0;24.0;32.0;37.0;40.0;5.0;9.0;15.0;20.0;27.0;32.0;33.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;5.0;25.0;39.0;44.0;45.0;48.0;48.0;50.0;51.0;52.0;75.0;61.0;48.0;44.0;33.0;27.0;18.0;12.0;9.0;71.0;56.0;46.0;41.0;30.0;25.0;16.0;9.0;6.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0
109;Vrouwen;Recht;Cohort 1994;210.0;6.0;9.0;14.0;17.0;25.0;29.0;33.0;3.0;6.0;10.0;13.0;20.0;24.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;4.0;4.0;5.0;5.0;27.0;40.0;46.0;50.0;52.0;53.0;52.0;55.0;57.0;73.0;58.0;49.0;41.0;34.0;30.0;23.0;16.0;10.0;70.0;54.0;47.0;40.0;32.0;28.0;22.0;15.0;10.0;3.0;4.0;2.0;2.0;2.0;2.0;1.0;0.0;0.0
