ID;MaterialLivingConditions;PersonalCharacteristics;AllPeriods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
340;Income level: 3rd 25%-group;Age: 35 to 50 years;2003;10.0;90.0;11.0;89.0
341;Income level: 3rd 25%-group;Age: 35 to 50 years;2004;9.0;91.0;12.0;88.0
342;Income level: 3rd 25%-group;Age: 35 to 50 years;2005;10.0;90.0;11.0;89.0
343;Income level: 3rd 25%-group;Age: 35 to 50 years;2006;11.0;89.0;13.0;87.0
344;Income level: 3rd 25%-group;Age: 35 to 50 years;2007;10.0;90.0;14.0;86.0
345;Income level: 3rd 25%-group;Age: 35 to 50 years;2008;9.0;91.0;11.0;89.0
346;Income level: 3rd 25%-group;Age: 35 to 50 years;2009;10.0;90.0;12.0;88.0
347;Income level: 3rd 25%-group;Age: 35 to 50 years;2010 old method;10.0;90.0;14.0;86.0
348;Income level: 3rd 25%-group;Age: 35 to 50 years;2010 new method;14.0;86.0;13.0;87.0
349;Income level: 3rd 25%-group;Age: 35 to 50 years;2012;15.0;85.0;17.0;83.0
350;Income level: 3rd 25%-group;Age: 50 to 65 years;2003;14.0;86.0;13.0;87.0
351;Income level: 3rd 25%-group;Age: 50 to 65 years;2004;13.0;87.0;15.0;85.0
352;Income level: 3rd 25%-group;Age: 50 to 65 years;2005;12.0;88.0;14.0;86.0
353;Income level: 3rd 25%-group;Age: 50 to 65 years;2006;14.0;86.0;14.0;86.0
354;Income level: 3rd 25%-group;Age: 50 to 65 years;2007;14.0;86.0;12.0;88.0
355;Income level: 3rd 25%-group;Age: 50 to 65 years;2008;13.0;87.0;12.0;88.0
356;Income level: 3rd 25%-group;Age: 50 to 65 years;2009;10.0;90.0;12.0;88.0
357;Income level: 3rd 25%-group;Age: 50 to 65 years;2010 old method;13.0;87.0;15.0;85.0
358;Income level: 3rd 25%-group;Age: 50 to 65 years;2010 new method;17.0;83.0;17.0;83.0
359;Income level: 3rd 25%-group;Age: 50 to 65 years;2012;22.0;78.0;19.0;81.0
360;Income level: 3rd 25%-group;Age: 65 years or older;2003;16.0;84.0;15.0;85.0
361;Income level: 3rd 25%-group;Age: 65 years or older;2004;16.0;84.0;11.0;89.0
362;Income level: 3rd 25%-group;Age: 65 years or older;2005;16.0;84.0;10.0;90.0
363;Income level: 3rd 25%-group;Age: 65 years or older;2006;14.0;86.0;11.0;89.0
364;Income level: 3rd 25%-group;Age: 65 years or older;2007;15.0;85.0;11.0;89.0
365;Income level: 3rd 25%-group;Age: 65 years or older;2008;11.0;89.0;11.0;89.0
366;Income level: 3rd 25%-group;Age: 65 years or older;2009;11.0;89.0;9.0;91.0
367;Income level: 3rd 25%-group;Age: 65 years or older;2010 old method;15.0;85.0;14.0;86.0
368;Income level: 3rd 25%-group;Age: 65 years or older;2010 new method;16.0;84.0;14.0;86.0
369;Income level: 3rd 25%-group;Age: 65 years or older;2012;13.0;87.0;9.0;91.0
370;Income level: 3rd 25%-group;Origin: Native Dutch background;2003;10.0;90.0;11.0;89.0
371;Income level: 3rd 25%-group;Origin: Native Dutch background;2004;10.0;90.0;11.0;89.0
372;Income level: 3rd 25%-group;Origin: Native Dutch background;2005;9.0;91.0;11.0;89.0
373;Income level: 3rd 25%-group;Origin: Native Dutch background;2006;10.0;90.0;11.0;89.0
374;Income level: 3rd 25%-group;Origin: Native Dutch background;2007;10.0;90.0;11.0;89.0
375;Income level: 3rd 25%-group;Origin: Native Dutch background;2008;8.0;92.0;10.0;90.0
376;Income level: 3rd 25%-group;Origin: Native Dutch background;2009;9.0;91.0;10.0;90.0
377;Income level: 3rd 25%-group;Origin: Native Dutch background;2010 old method;10.0;90.0;11.0;89.0
378;Income level: 3rd 25%-group;Origin: Native Dutch background;2010 new method;13.0;87.0;13.0;87.0
379;Income level: 3rd 25%-group;Origin: Native Dutch background;2012;15.0;85.0;15.0;85.0
380;Income level: 3rd 25%-group;Origin: Foreign western background;2003;15.0;85.0;13.0;87.0
381;Income level: 3rd 25%-group;Origin: Foreign western background;2004;14.0;86.0;14.0;86.0
382;Income level: 3rd 25%-group;Origin: Foreign western background;2005;17.0;83.0;18.0;82.0
383;Income level: 3rd 25%-group;Origin: Foreign western background;2006;11.0;89.0;16.0;84.0
384;Income level: 3rd 25%-group;Origin: Foreign western background;2007;15.0;85.0;13.0;87.0
385;Income level: 3rd 25%-group;Origin: Foreign western background;2008;13.0;87.0;16.0;84.0
386;Income level: 3rd 25%-group;Origin: Foreign western background;2009;8.0;92.0;15.0;85.0
387;Income level: 3rd 25%-group;Origin: Foreign western background;2010 old method;;;;
388;Income level: 3rd 25%-group;Origin: Foreign western background;2010 new method;;;18.0;82.0
389;Income level: 3rd 25%-group;Origin: Foreign western background;2012;;;;
390;Income level: 3rd 25%-group;Origin: Foreign non-western background;2003;25.0;75.0;24.0;76.0
391;Income level: 3rd 25%-group;Origin: Foreign non-western background;2004;17.0;83.0;20.0;80.0
392;Income level: 3rd 25%-group;Origin: Foreign non-western background;2005;25.0;75.0;18.0;82.0
393;Income level: 3rd 25%-group;Origin: Foreign non-western background;2006;16.0;84.0;28.0;72.0
394;Income level: 3rd 25%-group;Origin: Foreign non-western background;2007;17.0;83.0;15.0;85.0
395;Income level: 3rd 25%-group;Origin: Foreign non-western background;2008;19.0;81.0;12.0;88.0
396;Income level: 3rd 25%-group;Origin: Foreign non-western background;2009;20.0;80.0;20.0;80.0
397;Income level: 3rd 25%-group;Origin: Foreign non-western background;2010 old method;;;;
398;Income level: 3rd 25%-group;Origin: Foreign non-western background;2010 new method;;;;
399;Income level: 3rd 25%-group;Origin: Foreign non-western background;2012;;;;
400;Income level: 4th 25%-group;Total population;2003;7.0;93.0;8.0;92.0
401;Income level: 4th 25%-group;Total population;2004;8.0;92.0;9.0;91.0
402;Income level: 4th 25%-group;Total population;2005;8.0;92.0;9.0;91.0
403;Income level: 4th 25%-group;Total population;2006;6.0;94.0;8.0;92.0
404;Income level: 4th 25%-group;Total population;2007;7.0;93.0;8.0;92.0
405;Income level: 4th 25%-group;Total population;2008;8.0;92.0;7.0;93.0
406;Income level: 4th 25%-group;Total population;2009;6.0;94.0;7.0;93.0
407;Income level: 4th 25%-group;Total population;2010 old method;7.0;93.0;7.0;93.0
408;Income level: 4th 25%-group;Total population;2010 new method;11.0;89.0;10.0;90.0
409;Income level: 4th 25%-group;Total population;2012;12.0;88.0;11.0;89.0
410;Income level: 4th 25%-group;Gender: male;2003;7.0;93.0;8.0;92.0
411;Income level: 4th 25%-group;Gender: male;2004;7.0;93.0;8.0;92.0
412;Income level: 4th 25%-group;Gender: male;2005;7.0;93.0;8.0;92.0
413;Income level: 4th 25%-group;Gender: male;2006;5.0;95.0;7.0;93.0
414;Income level: 4th 25%-group;Gender: male;2007;7.0;93.0;8.0;92.0
415;Income level: 4th 25%-group;Gender: male;2008;7.0;93.0;6.0;94.0
416;Income level: 4th 25%-group;Gender: male;2009;5.0;95.0;7.0;93.0
417;Income level: 4th 25%-group;Gender: male;2010 old method;6.0;94.0;6.0;94.0
418;Income level: 4th 25%-group;Gender: male;2010 new method;9.0;91.0;9.0;91.0
419;Income level: 4th 25%-group;Gender: male;2012;12.0;88.0;11.0;89.0
420;Income level: 4th 25%-group;Gender: female;2003;8.0;92.0;8.0;92.0
421;Income level: 4th 25%-group;Gender: female;2004;9.0;91.0;10.0;90.0
422;Income level: 4th 25%-group;Gender: female;2005;9.0;91.0;9.0;91.0
423;Income level: 4th 25%-group;Gender: female;2006;8.0;92.0;9.0;91.0
424;Income level: 4th 25%-group;Gender: female;2007;7.0;93.0;9.0;91.0
425;Income level: 4th 25%-group;Gender: female;2008;8.0;92.0;7.0;93.0
426;Income level: 4th 25%-group;Gender: female;2009;7.0;93.0;7.0;93.0
427;Income level: 4th 25%-group;Gender: female;2010 old method;8.0;92.0;7.0;93.0
428;Income level: 4th 25%-group;Gender: female;2010 new method;13.0;87.0;10.0;90.0
429;Income level: 4th 25%-group;Gender: female;2012;11.0;89.0;11.0;89.0
430;Income level: 4th 25%-group;Age: 18 to 35 years;2003;5.0;95.0;7.0;93.0
431;Income level: 4th 25%-group;Age: 18 to 35 years;2004;6.0;94.0;9.0;91.0
432;Income level: 4th 25%-group;Age: 18 to 35 years;2005;6.0;94.0;7.0;93.0
433;Income level: 4th 25%-group;Age: 18 to 35 years;2006;5.0;95.0;7.0;93.0
434;Income level: 4th 25%-group;Age: 18 to 35 years;2007;7.0;93.0;7.0;93.0
435;Income level: 4th 25%-group;Age: 18 to 35 years;2008;5.0;95.0;6.0;94.0
436;Income level: 4th 25%-group;Age: 18 to 35 years;2009;4.0;96.0;5.0;95.0
437;Income level: 4th 25%-group;Age: 18 to 35 years;2010 old method;4.0;96.0;5.0;95.0
438;Income level: 4th 25%-group;Age: 18 to 35 years;2010 new method;9.0;91.0;8.0;92.0
439;Income level: 4th 25%-group;Age: 18 to 35 years;2012;7.0;93.0;9.0;91.0
440;Income level: 4th 25%-group;Age: 35 to 50 years;2003;6.0;94.0;7.0;93.0
441;Income level: 4th 25%-group;Age: 35 to 50 years;2004;8.0;92.0;8.0;92.0
442;Income level: 4th 25%-group;Age: 35 to 50 years;2005;8.0;92.0;11.0;89.0
443;Income level: 4th 25%-group;Age: 35 to 50 years;2006;5.0;95.0;7.0;93.0
444;Income level: 4th 25%-group;Age: 35 to 50 years;2007;5.0;95.0;7.0;93.0
445;Income level: 4th 25%-group;Age: 35 to 50 years;2008;7.0;93.0;7.0;93.0
446;Income level: 4th 25%-group;Age: 35 to 50 years;2009;5.0;95.0;9.0;91.0
447;Income level: 4th 25%-group;Age: 35 to 50 years;2010 old method;7.0;93.0;7.0;93.0
448;Income level: 4th 25%-group;Age: 35 to 50 years;2010 new method;10.0;90.0;10.0;90.0
449;Income level: 4th 25%-group;Age: 35 to 50 years;2012;7.0;93.0;9.0;91.0
450;Income level: 4th 25%-group;Age: 50 to 65 years;2003;8.0;92.0;9.0;91.0
451;Income level: 4th 25%-group;Age: 50 to 65 years;2004;9.0;91.0;8.0;92.0
452;Income level: 4th 25%-group;Age: 50 to 65 years;2005;8.0;92.0;8.0;92.0
453;Income level: 4th 25%-group;Age: 50 to 65 years;2006;6.0;94.0;8.0;92.0
454;Income level: 4th 25%-group;Age: 50 to 65 years;2007;8.0;92.0;10.0;90.0
455;Income level: 4th 25%-group;Age: 50 to 65 years;2008;8.0;92.0;6.0;94.0
456;Income level: 4th 25%-group;Age: 50 to 65 years;2009;6.0;94.0;6.0;94.0
457;Income level: 4th 25%-group;Age: 50 to 65 years;2010 old method;8.0;92.0;7.0;93.0
458;Income level: 4th 25%-group;Age: 50 to 65 years;2010 new method;12.0;88.0;10.0;90.0
459;Income level: 4th 25%-group;Age: 50 to 65 years;2012;16.0;84.0;14.0;86.0
460;Income level: 4th 25%-group;Age: 65 years or older;2003;14.0;86.0;11.0;89.0
461;Income level: 4th 25%-group;Age: 65 years or older;2004;12.0;88.0;11.0;89.0
462;Income level: 4th 25%-group;Age: 65 years or older;2005;12.0;88.0;10.0;90.0
463;Income level: 4th 25%-group;Age: 65 years or older;2006;10.0;90.0;9.0;91.0
464;Income level: 4th 25%-group;Age: 65 years or older;2007;11.0;89.0;10.0;90.0
465;Income level: 4th 25%-group;Age: 65 years or older;2008;12.0;88.0;7.0;93.0
466;Income level: 4th 25%-group;Age: 65 years or older;2009;9.0;91.0;9.0;91.0
467;Income level: 4th 25%-group;Age: 65 years or older;2010 old method;10.0;90.0;8.0;92.0
468;Income level: 4th 25%-group;Age: 65 years or older;2010 new method;18.0;82.0;12.0;88.0
469;Income level: 4th 25%-group;Age: 65 years or older;2012;16.0;84.0;9.0;91.0
470;Income level: 4th 25%-group;Origin: Native Dutch background;2003;7.0;93.0;8.0;92.0
471;Income level: 4th 25%-group;Origin: Native Dutch background;2004;8.0;92.0;8.0;92.0
472;Income level: 4th 25%-group;Origin: Native Dutch background;2005;8.0;92.0;8.0;92.0
473;Income level: 4th 25%-group;Origin: Native Dutch background;2006;6.0;94.0;7.0;93.0
474;Income level: 4th 25%-group;Origin: Native Dutch background;2007;6.0;94.0;8.0;92.0
475;Income level: 4th 25%-group;Origin: Native Dutch background;2008;7.0;93.0;6.0;94.0
476;Income level: 4th 25%-group;Origin: Native Dutch background;2009;6.0;94.0;7.0;93.0
477;Income level: 4th 25%-group;Origin: Native Dutch background;2010 old method;6.0;94.0;5.0;95.0
478;Income level: 4th 25%-group;Origin: Native Dutch background;2010 new method;11.0;89.0;9.0;91.0
479;Income level: 4th 25%-group;Origin: Native Dutch background;2012;11.0;89.0;10.0;90.0
480;Income level: 4th 25%-group;Origin: Foreign western background;2003;11.0;89.0;9.0;91.0
481;Income level: 4th 25%-group;Origin: Foreign western background;2004;10.0;90.0;12.0;88.0
482;Income level: 4th 25%-group;Origin: Foreign western background;2005;10.0;90.0;10.0;90.0
483;Income level: 4th 25%-group;Origin: Foreign western background;2006;10.0;90.0;10.0;90.0
484;Income level: 4th 25%-group;Origin: Foreign western background;2007;14.0;86.0;16.0;84.0
485;Income level: 4th 25%-group;Origin: Foreign western background;2008;11.0;89.0;11.0;89.0
486;Income level: 4th 25%-group;Origin: Foreign western background;2009;4.0;96.0;9.0;91.0
487;Income level: 4th 25%-group;Origin: Foreign western background;2010 old method;;;;
488;Income level: 4th 25%-group;Origin: Foreign western background;2010 new method;15.0;85.0;12.0;88.0
489;Income level: 4th 25%-group;Origin: Foreign western background;2012;;;;
490;Income level: 4th 25%-group;Origin: Foreign non-western background;2003;9.0;91.0;10.0;90.0
491;Income level: 4th 25%-group;Origin: Foreign non-western background;2004;12.0;88.0;14.0;86.0
492;Income level: 4th 25%-group;Origin: Foreign non-western background;2005;;;;
493;Income level: 4th 25%-group;Origin: Foreign non-western background;2006;9.0;91.0;18.0;82.0
494;Income level: 4th 25%-group;Origin: Foreign non-western background;2007;;;;
495;Income level: 4th 25%-group;Origin: Foreign non-western background;2008;14.0;86.0;9.0;91.0
496;Income level: 4th 25%-group;Origin: Foreign non-western background;2009;8.0;92.0;15.0;85.0
497;Income level: 4th 25%-group;Origin: Foreign non-western background;2010 old method;;;;
498;Income level: 4th 25%-group;Origin: Foreign non-western background;2010 new method;;;;
499;Income level: 4th 25%-group;Origin: Foreign non-western background;2012;;;;
500;123;Total population;2003;22.0;78.0;22.0;78.0
501;123;Total population;2004;22.0;78.0;21.0;79.0
502;123;Total population;2005;23.0;77.0;22.0;78.0
503;123;Total population;2006;21.0;79.0;22.0;78.0
504;123;Total population;2007;22.0;78.0;22.0;78.0
505;123;Total population;2008;22.0;78.0;23.0;77.0
506;123;Total population;2009;22.0;78.0;23.0;77.0
507;123;Total population;2010 old method;24.0;76.0;23.0;77.0
508;123;Total population;2010 new method;28.0;72.0;26.0;74.0
509;123;Total population;2012;;;;
510;123;Gender: male;2003;20.0;80.0;20.0;80.0
511;123;Gender: male;2004;21.0;79.0;21.0;79.0
512;123;Gender: male;2005;21.0;79.0;22.0;78.0
513;123;Gender: male;2006;19.0;81.0;22.0;78.0
514;123;Gender: male;2007;22.0;78.0;22.0;78.0
515;123;Gender: male;2008;23.0;77.0;22.0;78.0
516;123;Gender: male;2009;20.0;80.0;23.0;77.0
517;123;Gender: male;2010 old method;20.0;80.0;23.0;77.0
518;123;Gender: male;2010 new method;25.0;75.0;26.0;74.0
519;123;Gender: male;2012;;;;
520;123;Gender: female;2003;23.0;77.0;24.0;76.0
521;123;Gender: female;2004;24.0;76.0;21.0;79.0
522;123;Gender: female;2005;25.0;75.0;23.0;77.0
523;123;Gender: female;2006;22.0;78.0;21.0;79.0
524;123;Gender: female;2007;23.0;77.0;22.0;78.0
525;123;Gender: female;2008;21.0;79.0;23.0;77.0
526;123;Gender: female;2009;24.0;76.0;23.0;77.0
527;123;Gender: female;2010 old method;29.0;71.0;23.0;77.0
528;123;Gender: female;2010 new method;31.0;69.0;26.0;74.0
529;123;Gender: female;2012;;;;
530;123;Age: 18 to 35 years;2003;16.0;84.0;19.0;81.0
531;123;Age: 18 to 35 years;2004;17.0;83.0;20.0;80.0
532;123;Age: 18 to 35 years;2005;19.0;81.0;23.0;77.0
533;123;Age: 18 to 35 years;2006;15.0;85.0;19.0;81.0
534;123;Age: 18 to 35 years;2007;17.0;83.0;19.0;81.0
535;123;Age: 18 to 35 years;2008;15.0;85.0;19.0;81.0
536;123;Age: 18 to 35 years;2009;18.0;82.0;21.0;79.0
537;123;Age: 18 to 35 years;2010 old method;16.0;84.0;18.0;82.0
538;123;Age: 18 to 35 years;2010 new method;24.0;76.0;25.0;75.0
539;123;Age: 18 to 35 years;2012;;;;
540;123;Age: 35 to 50 years;2003;25.0;75.0;29.0;71.0
541;123;Age: 35 to 50 years;2004;25.0;75.0;26.0;74.0
542;123;Age: 35 to 50 years;2005;23.0;77.0;25.0;75.0
543;123;Age: 35 to 50 years;2006;21.0;79.0;24.0;76.0
544;123;Age: 35 to 50 years;2007;23.0;77.0;24.0;76.0
545;123;Age: 35 to 50 years;2008;24.0;76.0;26.0;74.0
546;123;Age: 35 to 50 years;2009;23.0;77.0;27.0;73.0
547;123;Age: 35 to 50 years;2010 old method;21.0;79.0;27.0;73.0
548;123;Age: 35 to 50 years;2010 new method;29.0;71.0;30.0;70.0
549;123;Age: 35 to 50 years;2012;;;;
550;123;Age: 50 to 65 years;2003;21.0;79.0;21.0;79.0
551;123;Age: 50 to 65 years;2004;23.0;77.0;22.0;78.0
552;123;Age: 50 to 65 years;2005;26.0;74.0;26.0;74.0
553;123;Age: 50 to 65 years;2006;25.0;75.0;27.0;73.0
554;123;Age: 50 to 65 years;2007;26.0;74.0;24.0;76.0
555;123;Age: 50 to 65 years;2008;28.0;72.0;28.0;72.0
556;123;Age: 50 to 65 years;2009;23.0;77.0;24.0;76.0
557;123;Age: 50 to 65 years;2010 old method;27.0;73.0;28.0;72.0
558;123;Age: 50 to 65 years;2010 new method;31.0;69.0;29.0;71.0
559;123;Age: 50 to 65 years;2012;;;;
560;123;Age: 65 years or older;2003;25.0;75.0;21.0;79.0
561;123;Age: 65 years or older;2004;24.0;76.0;18.0;82.0
562;123;Age: 65 years or older;2005;23.0;77.0;17.0;83.0
563;123;Age: 65 years or older;2006;22.0;78.0;18.0;82.0
564;123;Age: 65 years or older;2007;23.0;77.0;20.0;80.0
565;123;Age: 65 years or older;2008;21.0;79.0;18.0;82.0
566;123;Age: 65 years or older;2009;24.0;76.0;20.0;80.0
567;123;Age: 65 years or older;2010 old method;30.0;70.0;21.0;79.0
568;123;Age: 65 years or older;2010 new method;28.0;72.0;21.0;79.0
569;123;Age: 65 years or older;2012;;;;
570;123;Origin: Native Dutch background;2003;19.0;81.0;20.0;80.0
571;123;Origin: Native Dutch background;2004;20.0;80.0;19.0;80.0
572;123;Origin: Native Dutch background;2005;19.0;81.0;20.0;80.0
573;123;Origin: Native Dutch background;2006;18.0;82.0;19.0;81.0
574;123;Origin: Native Dutch background;2007;20.0;80.0;20.0;80.0
575;123;Origin: Native Dutch background;2008;20.0;80.0;21.0;79.0
576;123;Origin: Native Dutch background;2009;20.0;80.0;20.0;80.0
577;123;Origin: Native Dutch background;2010 old method;23.0;77.0;21.0;79.0
578;123;Origin: Native Dutch background;2010 new method;27.0;73.0;25.0;75.0
579;123;Origin: Native Dutch background;2012;;;;
580;123;Origin: Foreign western background;2003;27.0;73.0;26.0;74.0
581;123;Origin: Foreign western background;2004;25.0;75.0;23.0;77.0
582;123;Origin: Foreign western background;2005;31.0;69.0;23.0;77.0
583;123;Origin: Foreign western background;2006;24.0;76.0;27.0;73.0
584;123;Origin: Foreign western background;2007;24.0;76.0;27.0;73.0
585;123;Origin: Foreign western background;2008;27.0;73.0;32.0;68.0
586;123;Origin: Foreign western background;2009;21.0;79.0;26.0;74.0
587;123;Origin: Foreign western background;2010 old method;;;;
588;123;Origin: Foreign western background;2010 new method;;;;
589;123;Origin: Foreign western background;2012;;;;
590;123;Origin: Foreign non-western background;2003;35.0;65.0;33.0;67.0
591;123;Origin: Foreign non-western background;2004;38.0;62.0;36.0;64.0
592;123;Origin: Foreign non-western background;2005;41.0;59.0;37.0;63.0
593;123;Origin: Foreign non-western background;2006;32.0;68.0;35.0;65.0
594;123;Origin: Foreign non-western background;2007;35.0;65.0;29.0;71.0
595;123;Origin: Foreign non-western background;2008;30.0;70.0;26.0;74.0
596;123;Origin: Foreign non-western background;2009;37.0;63.0;36.0;64.0
597;123;Origin: Foreign non-western background;2010 old method;;;;
598;123;Origin: Foreign non-western background;2010 new method;36.0;64.0;30.0;70.0
599;123;Origin: Foreign non-western background;2012;;;;
600;456;Total population;2003;12.0;88.0;12.0;88.0
601;456;Total population;2004;12.0;88.0;13.0;87.0
602;456;Total population;2005;12.0;88.0;14.0;86.0
603;456;Total population;2006;11.0;89.0;14.0;86.0
604;456;Total population;2007;12.0;88.0;12.0;88.0
605;456;Total population;2008;12.0;88.0;11.0;89.0
606;456;Total population;2009;11.0;89.0;13.0;87.0
607;456;Total population;2010 old method;13.0;87.0;15.0;85.0
608;456;Total population;2010 new method;16.0;84.0;16.0;84.0
609;456;Total population;2012;;;;
610;456;Gender: male;2003;11.0;89.0;12.0;88.0
611;456;Gender: male;2004;10.0;90.0;13.0;87.0
612;456;Gender: male;2005;12.0;88.0;15.0;85.0
613;456;Gender: male;2006;9.0;91.0;12.0;88.0
614;456;Gender: male;2007;10.0;90.0;12.0;88.0
615;456;Gender: male;2008;13.0;87.0;11.0;89.0
616;456;Gender: male;2009;10.0;90.0;12.0;88.0
617;456;Gender: male;2010 old method;12.0;88.0;15.0;85.0
618;456;Gender: male;2010 new method;14.0;86.0;15.0;85.0
619;456;Gender: male;2012;;;;
620;456;Gender: female;2003;13.0;87.0;12.0;88.0
621;456;Gender: female;2004;13.0;87.0;14.0;86.0
622;456;Gender: female;2005;12.0;88.0;14.0;86.0
623;456;Gender: female;2006;13.0;87.0;15.0;85.0
624;456;Gender: female;2007;13.0;87.0;13.0;87.0
625;456;Gender: female;2008;11.0;89.0;12.0;88.0
626;456;Gender: female;2009;12.0;88.0;13.0;87.0
627;456;Gender: female;2010 old method;13.0;87.0;15.0;85.0
628;456;Gender: female;2010 new method;18.0;82.0;17.0;83.0
629;456;Gender: female;2012;;;;
630;456;Age: 18 to 35 years;2003;9.0;91.0;11.0;89.0
631;456;Age: 18 to 35 years;2004;8.0;92.0;12.0;88.0
632;456;Age: 18 to 35 years;2005;10.0;90.0;13.0;87.0
633;456;Age: 18 to 35 years;2006;8.0;92.0;11.0;89.0
634;456;Age: 18 to 35 years;2007;9.0;91.0;9.0;91.0
635;456;Age: 18 to 35 years;2008;7.0;93.0;9.0;91.0
636;456;Age: 18 to 35 years;2009;9.0;91.0;10.0;90.0
637;456;Age: 18 to 35 years;2010 old method;10.0;90.0;14.0;86.0
638;456;Age: 18 to 35 years;2010 new method;13.0;87.0;14.0;86.0
639;456;Age: 18 to 35 years;2012;;;;
640;456;Age: 35 to 50 years;2003;12.0;88.0;13.0;87.0
641;456;Age: 35 to 50 years;2004;11.0;89.0;15.0;85.0
642;456;Age: 35 to 50 years;2005;12.0;88.0;14.0;86.0
643;456;Age: 35 to 50 years;2006;12.0;88.0;16.0;84.0
644;456;Age: 35 to 50 years;2007;11.0;89.0;15.0;85.0
645;456;Age: 35 to 50 years;2008;15.0;85.0;14.0;86.0
646;456;Age: 35 to 50 years;2009;14.0;86.0;16.0;84.0
647;456;Age: 35 to 50 years;2010 old method;14.0;86.0;18.0;82.0
648;456;Age: 35 to 50 years;2010 new method;17.0;83.0;18.0;82.0
649;456;Age: 35 to 50 years;2012;;;;
650;456;Age: 50 to 65 years;2003;16.0;84.0;14.0;86.0
651;456;Age: 50 to 65 years;2004;15.0;85.0;15.0;85.0
652;456;Age: 50 to 65 years;2005;15.0;85.0;20.0;80.0
653;456;Age: 50 to 65 years;2006;14.0;86.0;16.0;84.0
654;456;Age: 50 to 65 years;2007;16.0;84.0;15.0;85.0
655;456;Age: 50 to 65 years;2008;14.0;86.0;12.0;88.0
656;456;Age: 50 to 65 years;2009;11.0;89.0;13.0;87.0
657;456;Age: 50 to 65 years;2010 old method;15.0;85.0;14.0;86.0
658;456;Age: 50 to 65 years;2010 new method;17.0;83.0;16.0;84.0
659;456;Age: 50 to 65 years;2012;;;;
660;456;Age: 65 years or older;2003;16.0;84.0;12.0;88.0
661;456;Age: 65 years or older;2004;15.0;85.0;10.0;90.0
662;456;Age: 65 years or older;2005;11.0;89.0;9.0;91.0
663;456;Age: 65 years or older;2006;12.0;88.0;10.0;90.0
664;456;Age: 65 years or older;2007;12.0;88.0;9.0;91.0
665;456;Age: 65 years or older;2008;13.0;87.0;9.0;91.0
666;456;Age: 65 years or older;2009;12.0;88.0;10.0;90.0
667;456;Age: 65 years or older;2010 old method;12.0;88.0;12.0;88.0
668;456;Age: 65 years or older;2010 new method;19.0;81.0;16.0;84.0
669;456;Age: 65 years or older;2012;;;;
670;456;Origin: Native Dutch background;2003;10.0;90.0;11.0;89.0
671;456;Origin: Native Dutch background;2004;10.0;90.0;11.0;89.0
672;456;Origin: Native Dutch background;2005;10.0;90.0;13.0;87.0
673;456;Origin: Native Dutch background;2006;10.0;90.0;12.0;88.0
674;456;Origin: Native Dutch background;2007;10.0;90.0;11.0;89.0
675;456;Origin: Native Dutch background;2008;10.0;90.0;10.0;90.0
676;456;Origin: Native Dutch background;2009;10.0;90.0;11.0;89.0
677;456;Origin: Native Dutch background;2010 old method;9.0;91.0;14.0;86.0
678;456;Origin: Native Dutch background;2010 new method;15.0;85.0;15.0;85.0
679;456;Origin: Native Dutch background;2012;;;;
680;456;Origin: Foreign western background;2003;18.0;82.0;17.0;83.0
681;456;Origin: Foreign western background;2004;13.0;87.0;16.0;84.0
682;456;Origin: Foreign western background;2005;18.0;82.0;15.0;85.0
683;456;Origin: Foreign western background;2006;14.0;86.0;16.0;84.0
684;456;Origin: Foreign western background;2007;13.0;87.0;15.0;85.0
685;456;Origin: Foreign western background;2008;13.0;87.0;17.0;83.0
686;456;Origin: Foreign western background;2009;13.0;87.0;15.0;85.0
687;456;Origin: Foreign western background;2010 old method;;;;
688;456;Origin: Foreign western background;2010 new method;20.0;80.0;20.0;80.0
689;456;Origin: Foreign western background;2012;;;;
690;456;Origin: Foreign non-western background;2003;24.0;76.0;20.0;80.0
691;456;Origin: Foreign non-western background;2004;24.0;76.0;25.0;75.0
692;456;Origin: Foreign non-western background;2005;20.0;80.0;23.0;77.0
693;456;Origin: Foreign non-western background;2006;19.0;81.0;24.0;76.0
694;456;Origin: Foreign non-western background;2007;22.0;78.0;18.0;82.0
695;456;Origin: Foreign non-western background;2008;27.0;73.0;18.0;82.0
696;456;Origin: Foreign non-western background;2009;18.0;82.0;21.0;79.0
697;456;Origin: Foreign non-western background;2010 old method;24.0;76.0;17.0;83.0
698;456;Origin: Foreign non-western background;2010 new method;21.0;79.0;18.0;82.0
699;456;Origin: Foreign non-western background;2012;;;;
700;789;Total population;2003;7.0;93.0;8.0;92.0
701;789;Total population;2004;7.0;93.0;9.0;91.0
702;789;Total population;2005;8.0;92.0;8.0;92.0
703;789;Total population;2006;6.0;94.0;8.0;92.0
704;789;Total population;2007;7.0;93.0;8.0;92.0
705;789;Total population;2008;6.0;94.0;6.0;94.0
706;789;Total population;2009;6.0;94.0;7.0;93.0
707;789;Total population;2010 old method;6.0;94.0;7.0;93.0
708;789;Total population;2010 new method;9.0;91.0;9.0;91.0
709;789;Total population;2012;;;;
710;789;Gender: male;2003;7.0;93.0;8.0;92.0
711;789;Gender: male;2004;7.0;93.0;8.0;92.0
712;789;Gender: male;2005;8.0;92.0;8.0;92.0
713;789;Gender: male;2006;5.0;95.0;7.0;93.0
