ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheid_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidOpleidingskansen_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidDagelijkseBezigheden_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreTevredenheidFinancieleSituatie_17;Ontevreden_18;NietTevredenNietOntevreden_19;Tevreden_20
131;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2021;;;;;;;;;;;;;;;;;;;;
132;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.2;2.4;4.6;5.1;0.2;;6.1;6.3;;;;;;;;;;;;
133;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.2;;3.5;3.6;0.2;;3.6;3.8;0.2;2.7;5.0;5.4;0.2;2.0;4.2;4.5;0.2;2.8;5.6;5.9
134;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.2;;4.7;4.9;0.2;;5.0;5.2;0.3;3.4;5.8;6.3;0.2;;4.5;4.7;0.3;2.8;5.7;6.1
135;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2013;0.3;;5.0;5.7;0.3;;7.4;7.5;;;;;;;;;;;;
136;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.2;;4.1;4.1;0.2;;4.2;4.4;0.3;3.7;6.6;7.2;0.3;;5.6;5.9;0.3;3.3;6.6;7.1
137;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2021;0.3;;6.4;7.1;0.3;;7.7;8.0;0.4;6.4;8.0;9.4;0.3;;6.2;6.5;0.4;;6.5;7.4
138;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
139;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;;;;;;;;;;;;;;;;;
140;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.4;;7.9;7.9;0.4;;;5.7;0.4;0.0;9.5;9.5;0.4;;7.6;8.3;0.4;;12.2;12.6
141;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;
142;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;;;;;;;;;;;;;;;;;;;;
143;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2021;;;;;;;;;;;;;;;;;;;;
144;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2013;7.9;2.1;10.7;87.2;7.7;4.2;12.9;82.9;;;;;;;;;;;;
145;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2017/2018;8.1;1.0;8.2;90.8;7.9;1.1;11.9;87.0;7.6;4.0;17.7;78.3;7.7;3.3;15.7;81.0;6.9;8.6;28.1;63.4
146;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2021;8.2;1.6;4.6;93.8;8.0;1.6;7.7;90.7;7.5;4.8;19.7;75.5;7.9;2.7;11.6;85.7;7.1;5.7;22.7;71.7
147;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2013;8.0;1.6;10.3;88.1;7.7;4.1;14.6;81.3;;;;;;;;;;;;
148;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2017/2018;8.1;1.7;8.4;90.0;8.0;1.9;11.4;86.8;7.6;3.1;16.8;80.2;7.9;1.5;15.7;82.9;7.1;5.7;28.3;66.0
149;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2021;8.1;1.4;3.8;94.9;7.9;;7.9;91.2;7.4;2.4;24.0;73.6;7.8;;10.9;88.1;7.3;3.0;18.1;79.0
150;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
151;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2017/2018;7.9;;12.5;87.5;7.8;;15.5;84.5;7.3;5.2;22.3;72.6;7.5;6.2;17.4;76.4;6.9;7.9;29.5;62.6
152;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2021;8.4;;5.8;93.0;8.1;;7.1;92.0;7.8;4.2;13.9;81.9;7.9;;12.6;85.6;7.1;6.3;28.3;65.4
153;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;
154;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2017/2018;8.3;;;98.3;8.0;;8.7;91.3;7.8;5.5;14.5;80.0;7.6;5.7;13.4;80.9;6.2;20.1;24.9;54.9
155;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2021;7.9;;7.5;90.0;7.9;3.9;11.0;85.1;7.3;11.6;17.5;70.9;7.8;8.2;11.8;80.0;6.7;11.4;26.0;62.6
156;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.2;1.5;3.1;3.4;0.2;2.0;3.4;3.8;;;;;;;;;;;;
157;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.1;0.8;2.3;2.4;0.1;0.9;2.7;2.8;0.1;1.6;3.1;3.4;0.1;1.5;3.0;3.2;0.2;2.3;3.7;4.0
158;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.1;1.1;1.9;2.1;0.1;1.1;2.3;2.5;0.2;1.8;3.4;3.7;0.1;1.4;2.7;3.0;0.1;2.0;3.5;3.8
159;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;0.2;1.5;3.6;3.8;0.2;2.3;4.1;4.6;;;;;;;;;;;;
160;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.2;1.4;3.0;3.2;0.2;1.5;3.4;3.6;0.2;1.8;4.0;4.3;0.2;1.3;3.9;4.0;0.2;2.5;4.8;5.1
161;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;0.1;1.4;2.3;2.6;0.1;;3.2;3.4;0.2;1.8;5.1;5.3;0.2;;3.7;3.9;0.2;2.0;4.6;4.9
162;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
163;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.2;;5.6;5.6;0.2;;6.1;6.1;0.3;3.7;7.0;7.5;0.3;4.1;6.4;7.1;0.3;4.5;7.6;8.1
164;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.2;;3.6;4.0;0.2;;4.0;4.2;0.3;3.1;5.4;6.0;0.2;;5.2;5.5;0.3;3.8;7.0;7.4
165;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;
166;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;0.2;;;2.6;0.3;;5.7;5.7;0.4;4.6;7.1;8.1;0.4;4.7;6.9;7.9;0.5;8.1;8.7;10.0
167;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;0.3;;5.0;5.7;0.3;3.7;5.9;6.7;0.5;6.1;7.3;8.7;0.4;5.2;6.1;7.6;0.4;6.0;8.3;9.2
168;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2013;8.1;2.9;10.5;86.7;7.7;5.5;13.4;81.1;;;;;;;;;;;;
169;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2017/2018;8.1;2.2;9.4;88.5;8.0;2.1;9.1;88.8;7.5;3.4;22.0;74.6;7.9;4.0;12.9;83.1;7.0;8.2;26.3;65.6
170;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2021;8.1;1.2;8.7;90.1;8.1;1.2;9.9;88.9;7.5;4.7;22.6;72.7;7.9;3.3;9.5;87.2;7.1;6.4;25.7;68.0
171;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2013;8.1;2.3;11.9;85.7;7.7;5.3;14.8;79.9;;;;;;;;;;;;
172;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2017/2018;8.1;1.8;10.1;88.1;8.0;1.3;8.6;90.1;7.6;2.6;20.2;77.3;7.9;3.5;11.0;85.5;7.1;7.2;23.5;69.3
173;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2021;8.1;;9.0;90.7;8.0;;12.3;87.1;7.4;4.7;21.6;73.7;7.9;3.3;11.1;85.6;7.3;4.5;24.4;71.2
174;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
175;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2017/2018;8.2;2.9;7.0;90.1;8.0;2.8;13.0;84.1;7.3;;33.0;64.9;7.6;4.5;19.1;76.4;6.8;8.8;31.6;59.6
176;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2021;8.2;2.4;8.1;89.5;8.1;;6.2;91.9;7.4;4.2;25.9;69.9;8.0;2.9;5.3;91.8;7.1;6.4;23.2;70.4
177;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;
178;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2017/2018;8.3;;10.1;87.2;8.4;;;90.8;7.9;10.7;9.5;79.8;8.1;5.4;11.1;83.5;6.7;12.1;30.1;57.8
179;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2021;8.3;;6.0;93.2;8.2;;5.8;92.7;7.7;5.4;19.7;75.0;8.0;4.3;12.4;83.4;6.6;12.1;34.3;53.6
180;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.2;1.7;3.1;3.4;0.2;2.3;3.4;3.9;;;;;;;;;;;;
181;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.1;1.2;2.4;2.6;0.1;1.2;2.3;2.5;0.1;1.5;3.4;3.5;0.1;1.6;2.7;3.0;0.2;2.2;3.5;3.8
182;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.1;0.9;2.3;2.5;0.1;0.9;2.5;2.6;0.1;1.8;3.5;3.8;0.1;1.5;2.5;2.8;0.2;2.1;3.7;4.0
183;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2013;0.2;1.7;3.7;4.0;0.2;2.6;4.1;4.6;;;;;;;;;;;;
184;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.2;1.3;3.0;3.3;0.1;1.1;2.8;3.0;0.2;1.6;4.1;4.3;0.2;1.9;3.2;3.6;0.2;2.6;4.3;4.7
185;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2021;0.2;;3.4;3.4;0.2;;3.8;3.9;0.2;2.5;4.8;5.2;0.2;2.1;3.7;4.1;0.2;2.4;5.0;5.3
186;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
187;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.3;2.8;4.2;4.9;0.3;2.7;5.6;6.0;0.3;;7.8;7.9;0.3;3.4;6.5;7.0;0.3;4.7;7.7;8.1
188;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.2;2.4;4.2;4.7;0.2;;3.7;4.2;0.2;3.1;6.7;7.0;0.2;2.5;3.4;4.2;0.3;3.8;6.5;7.0
189;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;
190;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;0.4;;7.0;7.7;0.4;;;6.7;0.5;7.2;6.9;9.4;0.5;5.2;7.3;8.6;0.5;7.5;10.6;11.4
191;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2021;0.3;;4.9;5.2;0.3;;4.9;5.4;0.4;4.7;8.3;9.0;0.4;4.2;6.8;7.7;0.4;6.8;9.9;10.4
192;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2013;8.2;;12.8;85.1;7.9;4.2;16.6;79.2;;;;;;;;;;;;
193;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2017/2018;8.1;2.0;9.3;88.7;8.0;2.0;11.7;86.3;7.4;6.5;26.0;67.5;7.8;4.1;16.7;79.3;7.2;6.8;24.3;68.9
194;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2021;8.3;1.9;8.8;89.3;8.1;2.7;9.6;87.7;7.4;6.1;23.9;70.0;8.0;2.3;10.9;86.8;7.2;7.8;21.2;71.0
195;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2013;8.2;;13.5;84.9;7.7;4.4;17.3;78.3;;;;;;;;;;;;
196;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2017/2018;8.0;;11.7;86.8;8.0;;12.9;85.1;7.4;4.7;26.4;68.9;7.7;3.3;15.1;81.6;7.1;6.5;23.3;70.2
197;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2021;8.0;;10.2;87.1;7.8;3.9;12.1;84.0;7.5;4.5;20.5;75.0;7.7;3.0;12.2;84.8;7.1;7.6;23.6;68.8
198;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
199;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2017/2018;8.0;;;91.9;7.9;;11.7;86.4;7.2;;28.8;64.7;7.2;7.3;25.8;66.9;7.3;;31.2;65.9
200;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2021;8.8;;3.5;96.5;8.6;;;96.5;7.3;6.2;30.2;63.6;8.4;;7.3;92.7;7.6;;17.2;78.5
201;Leeftijd: 65 jaar of ouder;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;
202;Leeftijd: 65 jaar of ouder;Percentage;Saba;2017/2018;8.9;;;91.5;8.5;;;90.9;7.4;13.1;20.3;66.7;8.7;;;90.8;7.2;14.3;17.0;68.7
203;Leeftijd: 65 jaar of ouder;Percentage;Saba;2021;8.1;;11.0;85.5;8.1;;;88.7;7.4;10.2;23.1;66.8;8.0;;13.1;82.9;7.2;13.7;21.3;65.0
204;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.3;;5.7;6.1;0.3;3.4;6.3;6.9;;;;;;;;;;;;
205;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.2;1.8;3.7;4.1;0.2;1.8;4.1;4.4;0.3;3.2;5.8;6.2;0.2;2.6;4.9;5.3;0.3;3.3;5.5;6.0
206;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.2;1.7;3.4;3.7;0.2;2.0;3.6;4.0;0.2;3.0;5.4;5.8;0.2;1.9;3.9;4.3;0.3;3.4;5.1;5.7
207;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;0.3;;6.7;7.0;0.3;4.0;7.4;8.1;;;;;;;;;;;;
208;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.2;;5.3;5.6;0.3;;5.5;5.9;0.3;3.6;7.5;7.9;0.3;3.0;6.1;6.6;0.3;4.1;7.1;7.6
209;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;0.3;;5.4;6.0;0.3;3.4;5.8;6.5;0.3;3.7;7.3;7.8;0.3;3.0;5.9;6.4;0.4;4.7;7.5;8.2
210;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
211;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.5;;;7.2;0.4;;8.3;8.9;0.5;;12.1;12.8;0.5;6.8;11.4;12.3;0.4;;12.1;12.3
212;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.3;;4.2;4.2;0.3;;;4.2;0.5;5.6;10.6;11.1;0.3;;6.0;6.0;0.4;;8.7;9.4
213;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;
214;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;0.4;;;9.4;0.5;;;9.7;0.8;11.4;13.6;15.9;0.5;;;9.7;0.8;11.8;12.6;15.6
215;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;0.6;;8.9;10.0;0.5;;;9.0;0.7;8.9;12.4;13.9;0.5;;9.6;10.8;0.7;9.7;11.6;13.5
216;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2013;8.0;2.9;13.8;83.3;7.7;4.5;18.4;77.1;;;;;;;;;;;;
217;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2017/2018;8.1;1.5;11.7;86.8;7.9;1.8;13.2;85.1;7.1;5.6;28.0;66.4;7.7;4.1;16.5;79.5;6.8;9.5;32.1;58.4
218;Onderwijsniveau: laag;Percentage;Caribisch Nederland;2021;8.1;1.8;9.7;88.5;8.0;2.4;11.1;86.5;7.1;5.9;31.7;62.3;7.8;2.4;13.2;84.5;7.0;6.4;29.0;64.6
219;Onderwijsniveau: laag;Percentage;Bonaire;2013;8.0;2.8;14.1;83.1;7.6;4.8;20.1;75.1;;;;;;;;;;;;
220;Onderwijsniveau: laag;Percentage;Bonaire;2017/2018;8.0;1.5;13.5;85.1;7.9;1.5;13.8;84.7;7.2;5.1;26.5;68.4;7.7;3.2;15.6;81.2;6.9;8.9;31.0;60.1
221;Onderwijsniveau: laag;Percentage;Bonaire;2021;8.0;1.5;11.2;87.3;7.7;2.1;15.5;82.4;7.0;5.8;30.4;63.8;7.7;2.5;14.6;82.8;7.0;5.6;28.5;65.9
222;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2013;7.9;4.6;11.1;84.3;7.8;;11.2;85.2;;;;;;;;;;;;
223;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2017/2018;7.9;;9.9;88.6;7.8;2.1;14.4;83.6;7.0;3.8;33.6;62.6;7.3;6.4;20.6;73.1;6.6;9.3;33.9;56.8
224;Onderwijsniveau: laag;Percentage;Sint-Eustatius;2021;8.5;;6.2;92.6;8.4;;3.6;94.9;7.3;3.5;32.6;63.9;8.0;;9.4;89.5;7.1;4.1;31.3;64.6
225;Onderwijsniveau: laag;Percentage;Saba;2013;8.1;;17.8;82.2;8.0;;19.8;76.4;;;;;;;;;;;;
226;Onderwijsniveau: laag;Percentage;Saba;2017/2018;8.5;;6.8;91.7;8.2;;7.2;90.5;7.1;11.8;22.9;65.3;8.2;;10.8;86.1;6.5;13.1;33.1;53.9
227;Onderwijsniveau: laag;Percentage;Saba;2021;8.1;3.7;7.8;88.5;8.0;5.1;7.4;87.6;6.7;13.2;34.8;52.0;7.9;5.0;17.3;77.7;6.7;15.9;25.0;59.1
228;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.1;1.4;2.8;3.0;0.2;1.7;3.1;3.4;;;;;;;;;;;;
229;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.1;0.8;2.1;2.2;0.1;0.9;2.2;2.3;0.1;1.5;3.0;3.1;0.1;1.3;2.5;2.7;0.1;1.9;3.1;3.3
230;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.1;0.9;2.1;2.3;0.1;1.1;2.2;2.4;0.1;1.7;3.4;3.5;0.1;1.1;2.4;2.6;0.1;1.8;3.3;3.4
231;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2013;0.2;1.5;3.3;3.5;0.2;2.0;3.8;4.1;;;;;;;;;;;;
232;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.1;1.0;2.9;3.0;0.1;1.0;2.9;3.0;0.2;1.9;3.8;4.0;0.1;1.5;3.1;3.4;0.2;2.4;3.9;4.2
233;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Bonaire;2021;0.2;1.2;3.1;3.3;0.2;1.4;3.6;3.8;0.2;2.3;4.6;4.8;0.2;1.6;3.5;3.8;0.2;2.3;4.5;4.7
234;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2013;0.4;4.5;6.8;7.9;0.4;;6.9;7.7;;;;;;;;;;;;
235;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.2;;3.7;4.0;0.2;1.8;4.4;4.6;0.2;2.4;5.9;6.1;0.2;3.0;5.1;5.5;0.2;3.6;5.9;6.2
236;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.2;;2.9;3.2;0.2;;2.3;2.7;0.2;2.2;5.7;5.8;0.2;;3.6;3.7;0.2;2.4;5.7;5.9
237;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2013;0.4;;9.3;9.3;0.5;;9.7;10.4;;;;;;;;;;;;
238;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2017/2018;0.3;;4.8;5.3;0.3;;5.0;5.6;0.4;6.2;8.1;9.2;0.3;;6.0;6.6;0.4;6.5;9.0;9.6
239;Onderwijsniveau: laag;Betrouwbaarheidsmarge;Saba;2021;0.4;3.7;5.4;6.4;0.4;4.4;5.3;6.6;0.5;6.8;9.6;10.1;0.4;4.4;7.6;8.3;0.5;7.2;8.6;9.7
240;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2013;8.1;1.4;7.2;91.3;7.9;3.5;9.9;86.6;;;;;;;;;;;;
241;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2017/2018;8.2;1.7;5.2;93.2;8.1;1.5;6.6;91.9;8.1;2.4;10.7;86.9;7.9;2.9;11.2;86.0;7.4;5.3;18.8;75.9
242;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2021;8.3;1.2;5.1;93.8;8.1;0.9;7.4;91.7;7.9;3.5;10.7;85.8;8.0;3.2;7.9;88.9;7.5;5.5;16.3;78.2
243;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2013;8.1;;7.1;91.8;7.9;3.2;10.2;86.6;;;;;;;;;;;;
244;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2017/2018;8.2;1.5;4.3;94.3;8.1;1.6;5.3;93.2;8.0;1.3;10.9;87.8;8.0;1.8;10.2;88.0;7.5;2.8;16.6;80.6
245;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2021;8.2;1.2;3.6;95.2;8.1;;6.5;92.8;7.8;3.0;12.6;84.4;8.0;1.9;7.5;90.7;7.7;2.9;11.6;85.5
246;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
247;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2017/2018;8.2;;6.6;91.0;8.2;;10.2;89.8;7.9;4.8;12.3;82.9;7.8;3.8;15.4;80.8;7.6;4.5;22.9;72.6
248;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2021;8.3;;7.7;90.5;8.1;;8.7;90.0;8.1;2.8;4.8;92.4;8.1;3.7;7.0;89.3;7.4;8.0;15.1;76.9
249;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2013;7.9;;10.6;89.4;7.9;;10.1;87.1;;;;;;;;;;;;
250;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2017/2018;8.3;;6.8;91.6;8.1;;7.8;89.7;8.2;3.6;8.7;87.7;7.7;5.3;10.4;84.3;6.9;13.5;22.1;64.5
251;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2021;8.2;;7.4;91.7;8.1;;9.5;88.9;7.9;5.2;12.3;82.5;8.0;5.5;9.6;84.8;7.0;8.7;27.1;64.2
252;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;0.1;1.1;2.4;2.6;0.2;1.7;2.7;3.1;;;;;;;;;;;;
253;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;0.1;0.9;1.6;1.9;0.1;0.9;1.8;2.0;0.1;1.1;2.3;2.5;0.1;1.2;2.3;2.5;0.1;1.6;2.9;3.1
254;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;0.1;0.8;1.6;1.8;0.1;0.7;2.0;2.1;0.1;1.4;2.3;2.6;0.1;1.3;2.0;2.3;0.1;1.7;2.7;3.1
255;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2013;0.1;;2.7;2.9;0.2;1.9;3.2;3.6;;;;;;;;;;;;
256;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;0.1;1.1;1.9;2.2;0.1;1.2;2.1;2.4;0.1;1.1;2.9;3.1;0.1;1.3;2.8;3.0;0.1;1.5;3.5;3.7
257;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2021;0.1;1.1;1.9;2.2;0.1;;2.5;2.6;0.2;1.8;3.4;3.7;0.2;1.4;2.7;3.0;0.2;1.7;3.3;3.6
258;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;
259;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;0.3;;4.4;5.1;0.2;;5.3;5.3;0.3;3.8;5.8;6.7;0.3;3.4;6.3;6.9;0.3;3.7;7.4;7.9
260;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Sint-Eustatius;2021;0.2;;4.1;4.5;0.2;;4.4;4.6;0.2;2.6;3.4;4.2;0.2;2.9;4.0;4.8;0.3;4.2;5.5;6.5
261;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2013;0.3;;6.6;6.6;0.4;;6.5;7.3;;;;;;;;;;;;
262;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2017/2018;0.2;;4.1;4.5;0.2;;4.4;4.9;0.3;3.1;4.6;5.4;0.3;3.6;5.0;5.9;0.4;5.6;6.8;7.8
263;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Saba;2021;0.2;;3.9;4.1;0.2;;4.3;4.6;0.3;3.3;4.9;5.6;0.3;3.4;4.4;5.3;0.3;4.2;6.6;7.1
264;Onderwijsniveau: middelbaar;Percentage;Caribisch Nederland;2013;8.1;1.3;7.5;91.2;7.8;2.8;10.4;86.8;;;;;;;;;;;;
