ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
686;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zaanstreek (CR);2023 december;0.7;141.1
687;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Groot-Amsterdam (CR);2021 december;11.0;153.9
688;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Groot-Amsterdam (CR);2022 december;11.9;153.8
689;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Groot-Amsterdam (CR);2023 december;13.5;154.2
690;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Het Gooi en Vechtstreek (CR);2021 december;1.0;140.6
691;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Het Gooi en Vechtstreek (CR);2022 december;1.0;138.7
692;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Het Gooi en Vechtstreek (CR);2023 december;1.1;140.3
693;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Agglomeratie Leiden en Bollenstreek (CR);2021 december;0.7;181.4
694;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Agglomeratie Leiden en Bollenstreek (CR);2022 december;0.8;184.1
695;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Agglomeratie Leiden en Bollenstreek (CR);2023 december;0.9;184.0
696;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Agglomeratie 's-Gravenhage (CR);2021 december;2.2;202.3
697;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Agglomeratie 's-Gravenhage (CR);2022 december;2.8;201.2
698;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Agglomeratie 's-Gravenhage (CR);2023 december;2.3;201.6
699;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Delft en Westland (CR);2021 december;0.6;209.4
700;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Delft en Westland (CR);2022 december;0.5;209.0
701;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Delft en Westland (CR);2023 december;0.5;210.2
702;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Oost-Zuid-Holland (CR);2021 december;1.0;187.0
703;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Oost-Zuid-Holland (CR);2022 december;1.0;188.2
704;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Oost-Zuid-Holland (CR);2023 december;1.0;188.1
705;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Groot-Rijnmond (CR);2021 december;2.8;212.0
706;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Groot-Rijnmond (CR);2022 december;3.2;212.4
707;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Groot-Rijnmond (CR);2023 december;3.2;211.7
708;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuidoost-Zuid-Holland (CR);2021 december;1.5;205.9
709;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuidoost-Zuid-Holland (CR);2022 december;1.9;207.9
710;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuidoost-Zuid-Holland (CR);2023 december;1.9;204.6
711;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zeeuwsch-Vlaanderen (CR);2021 december;0.0;328.5
712;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zeeuwsch-Vlaanderen (CR);2022 december;0.1;334.2
713;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zeeuwsch-Vlaanderen (CR);2023 december;0.1;343.6
714;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Overig Zeeland (CR);2021 december;0.1;299.1
715;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Overig Zeeland (CR);2022 december;0.2;297.7
716;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Overig Zeeland (CR);2023 december;0.2;300.6
717;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);West-Noord-Brabant (CR);2021 december;1.3;225.8
718;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);West-Noord-Brabant (CR);2022 december;1.1;228.3
719;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);West-Noord-Brabant (CR);2023 december;1.4;228.4
720;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Midden-Noord-Brabant (CR);2021 december;1.3;219.1
721;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Midden-Noord-Brabant (CR);2022 december;1.1;220.0
722;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Midden-Noord-Brabant (CR);2023 december;1.3;220.1
723;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Noordoost-Noord-Brabant (CR);2021 december;1.3;191.3
724;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Noordoost-Noord-Brabant (CR);2022 december;1.2;190.5
725;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Noordoost-Noord-Brabant (CR);2023 december;1.2;190.3
726;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuidoost-Noord-Brabant (CR);2021 december;1.2;216.7
727;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuidoost-Noord-Brabant (CR);2022 december;1.4;217.2
728;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuidoost-Noord-Brabant (CR);2023 december;1.1;215.6
729;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Noord-Limburg (CR);2021 december;0.2;200.4
730;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Noord-Limburg (CR);2022 december;0.2;203.4
731;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Noord-Limburg (CR);2023 december;0.2;202.0
732;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Midden-Limburg (CR);2021 december;0.1;242.3
733;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Midden-Limburg (CR);2022 december;0.1;241.9
734;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Midden-Limburg (CR);2023 december;0.2;249.5
735;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuid-Limburg (CR);2021 december;0.3;290.0
736;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuid-Limburg (CR);2022 december;0.3;290.0
737;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Zuid-Limburg (CR);2023 december;0.4;289.6
738;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Flevoland (CR);2021 december;6.9;75.1
739;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Flevoland (CR);2022 december;7.3;74.9
740;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Flevoland (CR);2023 december;7.0;76.2
741;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Niet in te delen (CR);2021 december;0.5;
742;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Niet in te delen (CR);2022 december;0.0;
743;Totaal mannen en vrouwen;Totaal;Noord-Nederland (LD);Niet in te delen (CR);2023 december;0.0;
744;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Nederland, Buitenland, Niet in te delen;2021 december;1818.6;20.7
745;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Nederland, Buitenland, Niet in te delen;2022 december;1867.3;20.6
746;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Nederland, Buitenland, Niet in te delen;2023 december;1884.9;20.8
747;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Nederland;2021 december;1816.9;20.7
748;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Nederland;2022 december;1867.3;20.6
749;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Nederland;2023 december;1884.9;20.8
750;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);"Nederland; niet in te delen";2021 december;1.7;
751;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);"Nederland; niet in te delen";2022 december;0.0;
752;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);"Nederland; niet in te delen";2023 december;0.0;
753;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Nederland (LD);2021 december;28.9;60.9
754;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Nederland (LD);2022 december;28.6;59.8
755;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Nederland (LD);2023 december;30.9;62.6
756;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Nederland (LD);2021 december;1495.0;12.4
757;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Nederland (LD);2022 december;1538.1;12.2
758;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Nederland (LD);2023 december;1545.9;12.1
759;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);West-Nederland (LD);2021 december;235.5;57.3
760;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);West-Nederland (LD);2022 december;243.9;58.6
761;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);West-Nederland (LD);2023 december;249.9;58.7
762;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuid-Nederland (LD);2021 december;57.5;64.9
763;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuid-Nederland (LD);2022 december;56.7;63.8
764;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuid-Nederland (LD);2023 december;58.2;64.4
765;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Niet in te delen (LD);2021 december;1.7;
766;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Niet in te delen (LD);2022 december;0.0;
767;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Niet in te delen (LD);2023 december;0.0;
768;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groningen (PV);2021 december;3.9;121.1
769;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groningen (PV);2022 december;3.8;119.7
770;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groningen (PV);2023 december;4.1;123.2
771;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Fryslân (PV);2021 december;7.2;72.5
772;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Fryslân (PV);2022 december;7.0;70.2
773;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Fryslân (PV);2023 december;7.9;75.7
774;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Drenthe (PV);2021 december;17.8;43.1
775;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Drenthe (PV);2022 december;17.8;42.8
776;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Drenthe (PV);2023 december;18.9;43.9
777;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overijssel (PV);2021 december;527.9;12.3
778;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overijssel (PV);2022 december;542.9;12.1
779;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overijssel (PV);2023 december;545.3;12.0
780;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Flevoland (PV);2021 december;129.2;12.2
781;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Flevoland (PV);2022 december;134.5;11.9
782;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Flevoland (PV);2023 december;135.0;12.1
783;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Gelderland (PV);2021 december;837.9;12.4
784;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Gelderland (PV);2022 december;860.7;12.4
785;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Gelderland (PV);2023 december;865.6;12.2
786;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Utrecht (PV);2021 december;114.6;43.7
787;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Utrecht (PV);2022 december;118.6;44.4
788;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Utrecht (PV);2023 december;121.9;45.3
789;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Holland (PV);2021 december;89.9;57.7
790;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Holland (PV);2022 december;92.9;59.1
791;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Holland (PV);2023 december;95.5;59.0
792;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuid-Holland (PV);2021 december;30.4;103.9
793;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuid-Holland (PV);2022 december;31.9;106.0
794;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuid-Holland (PV);2023 december;31.9;105.4
795;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zeeland (PV);2021 december;0.6;196.1
796;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zeeland (PV);2022 december;0.6;198.2
797;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zeeland (PV);2023 december;0.7;192.1
798;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Brabant (PV);2021 december;49.9;61.0
799;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Brabant (PV);2022 december;49.6;59.7
800;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Brabant (PV);2023 december;49.9;58.9
801;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Limburg (PV);2021 december;7.6;90.6
802;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Limburg (PV);2022 december;7.1;92.8
803;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Limburg (PV);2023 december;8.3;97.7
804;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Niet in te delen (PV);2021 december;1.7;
805;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Niet in te delen (PV);2022 december;0.0;
806;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Niet in te delen (PV);2023 december;0.0;
807;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Groningen (CR);2021 december;0.3;113.2
808;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Groningen (CR);2022 december;0.3;115.9
809;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Groningen (CR);2023 december;0.5;124.0
810;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Delfzijl en omgeving (CR);2021 december;0.3;147.4
811;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Delfzijl en omgeving (CR);2022 december;0.2;147.9
812;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Delfzijl en omgeving (CR);2023 december;0.2;150.8
813;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overig Groningen (CR);2021 december;3.2;119.4
814;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overig Groningen (CR);2022 december;3.3;118.5
815;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overig Groningen (CR);2023 december;3.4;121.4
816;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Friesland (CR);2021 december;1.9;111.0
817;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Friesland (CR);2022 december;1.7;110.6
818;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Friesland (CR);2023 december;1.9;114.3
819;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Friesland (CR);2021 december;1.9;66.0
820;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Friesland (CR);2022 december;1.8;64.1
821;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Friesland (CR);2023 december;1.8;62.2
822;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Friesland (CR);2021 december;3.4;54.1
823;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Friesland (CR);2022 december;3.5;52.5
824;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Friesland (CR);2023 december;4.2;64.0
825;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Drenthe (CR);2021 december;2.3;82.4
826;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Drenthe (CR);2022 december;2.2;81.2
827;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Drenthe (CR);2023 december;2.2;80.5
828;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Drenthe (CR);2021 december;2.9;53.9
829;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Drenthe (CR);2022 december;3.0;54.0
830;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Drenthe (CR);2023 december;3.1;55.8
831;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Drenthe (CR);2021 december;12.6;33.4
832;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Drenthe (CR);2022 december;12.6;33.6
833;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Drenthe (CR);2023 december;13.6;35.4
834;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Overijssel (CR);2021 december;173.1;13.8
835;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Overijssel (CR);2022 december;177.7;13.4
836;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Overijssel (CR);2023 december;176.6;13.2
837;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Overijssel (CR);2021 december;66.9;13.3
838;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Overijssel (CR);2022 december;69.0;13.1
839;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Overijssel (CR);2023 december;69.3;12.9
840;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Twente (CR);2021 december;288.0;11.3
841;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Twente (CR);2022 december;296.2;11.1
842;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Twente (CR);2023 december;299.3;11.2
843;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Veluwe (CR);2021 december;297.1;13.6
844;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Veluwe (CR);2022 december;305.6;13.4
845;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Veluwe (CR);2023 december;310.8;13.4
846;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Achterhoek (CR);2021 december;161.3;12.0
847;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Achterhoek (CR);2022 december;164.7;11.8
848;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Achterhoek (CR);2023 december;163.9;11.8
849;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Arnhem/Nijmegen (CR);2021 december;301.3;11.6
850;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Arnhem/Nijmegen (CR);2022 december;309.5;11.7
851;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Arnhem/Nijmegen (CR);2023 december;309.9;11.4
852;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Gelderland (CR);2021 december;78.3;11.9
853;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Gelderland (CR);2022 december;80.8;11.8
854;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidwest-Gelderland (CR);2023 december;81.0;11.5
855;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Utrecht (CR);2021 december;114.6;43.7
856;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Utrecht (CR);2022 december;118.6;44.4
857;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Utrecht (CR);2023 december;121.9;45.3
858;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Kop van Noord-Holland (CR);2021 december;1.8;107.5
859;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Kop van Noord-Holland (CR);2022 december;1.8;106.4
860;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Kop van Noord-Holland (CR);2023 december;1.9;94.6
861;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Alkmaar en omgeving (CR);2021 december;0.9;116.1
862;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Alkmaar en omgeving (CR);2022 december;0.9;116.0
863;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Alkmaar en omgeving (CR);2023 december;1.0;118.4
864;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);IJmond (CR);2021 december;0.8;101.1
865;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);IJmond (CR);2022 december;1.0;93.5
866;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);IJmond (CR);2023 december;0.9;102.0
867;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie Haarlem (CR);2021 december;1.7;94.1
868;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie Haarlem (CR);2022 december;1.9;97.4
869;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie Haarlem (CR);2023 december;1.7;93.9
870;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zaanstreek (CR);2021 december;1.6;78.4
871;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zaanstreek (CR);2022 december;1.5;78.7
872;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zaanstreek (CR);2023 december;1.5;75.6
873;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groot-Amsterdam (CR);2021 december;68.5;58.2
874;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groot-Amsterdam (CR);2022 december;71.0;59.7
875;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groot-Amsterdam (CR);2023 december;75.2;59.5
876;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Het Gooi en Vechtstreek (CR);2021 december;14.6;36.6
877;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Het Gooi en Vechtstreek (CR);2022 december;14.8;37.4
878;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Het Gooi en Vechtstreek (CR);2023 december;13.4;37.9
879;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie Leiden en Bollenstreek (CR);2021 december;2.3;108.1
880;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie Leiden en Bollenstreek (CR);2022 december;2.3;110.4
881;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie Leiden en Bollenstreek (CR);2023 december;2.4;107.6
882;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie 's-Gravenhage (CR);2021 december;6.4;118.8
883;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie 's-Gravenhage (CR);2022 december;7.4;120.8
884;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Agglomeratie 's-Gravenhage (CR);2023 december;7.4;120.0
885;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Delft en Westland (CR);2021 december;1.5;133.5
886;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Delft en Westland (CR);2022 december;1.4;129.6
887;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Delft en Westland (CR);2023 december;1.3;127.9
888;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Zuid-Holland (CR);2021 december;3.1;98.3
889;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Zuid-Holland (CR);2022 december;3.0;99.0
890;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Oost-Zuid-Holland (CR);2023 december;3.0;98.1
891;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groot-Rijnmond (CR);2021 december;10.3;113.4
892;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groot-Rijnmond (CR);2022 december;10.4;117.3
893;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Groot-Rijnmond (CR);2023 december;10.1;118.1
894;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Zuid-Holland (CR);2021 december;6.8;70.5
895;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Zuid-Holland (CR);2022 december;7.3;73.2
896;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Zuid-Holland (CR);2023 december;7.6;73.5
897;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zeeuwsch-Vlaanderen (CR);2021 december;0.1;219.9
898;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zeeuwsch-Vlaanderen (CR);2022 december;0.1;220.2
899;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zeeuwsch-Vlaanderen (CR);2023 december;0.1;237.3
900;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overig Zeeland (CR);2021 december;0.5;191.0
901;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overig Zeeland (CR);2022 december;0.5;192.3
902;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Overig Zeeland (CR);2023 december;0.5;181.5
903;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);West-Noord-Brabant (CR);2021 december;4.1;118.5
904;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);West-Noord-Brabant (CR);2022 december;3.9;119.1
905;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);West-Noord-Brabant (CR);2023 december;3.8;117.4
906;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Midden-Noord-Brabant (CR);2021 december;7.4;80.6
907;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Midden-Noord-Brabant (CR);2022 december;6.9;79.7
908;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Midden-Noord-Brabant (CR);2023 december;6.8;78.2
909;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noordoost-Noord-Brabant (CR);2021 december;29.2;39.3
910;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noordoost-Noord-Brabant (CR);2022 december;29.5;38.1
911;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noordoost-Noord-Brabant (CR);2023 december;30.5;38.9
912;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Noord-Brabant (CR);2021 december;9.2;86.1
913;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Noord-Brabant (CR);2022 december;9.3;86.4
914;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Zuidoost-Noord-Brabant (CR);2023 december;8.9;86.4
915;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Limburg (CR);2021 december;4.6;51.0
916;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Limburg (CR);2022 december;4.3;49.5
917;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Noord-Limburg (CR);2023 december;4.7;51.2
918;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Midden-Limburg (CR);2021 december;0.8;120.5
919;Totaal mannen en vrouwen;Totaal;Oost-Nederland (LD);Midden-Limburg (CR);2022 december;0.8;119.0
