ID;Arbeidspositie;Gezondheid;Geslacht;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1
1011;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 45 tot 75 jaar;2024;765
1012;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2021;186
1013;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2022;186
1014;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2023;183
1015;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2024;180
1016;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2021;277
1017;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2022;280
1018;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2023;279
1019;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2024;286
1020;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2021;296
1021;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2022;307
1022;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2023;308
1023;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2024;299
1024;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;342
1025;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;342
1026;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;344
1027;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;326
1028;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;2 Havo, vwo, mbo2-4;2021;438
1029;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;2 Havo, vwo, mbo2-4;2022;434
1030;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;2 Havo, vwo, mbo2-4;2023;442
1031;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;2 Havo, vwo, mbo2-4;2024;440
1032;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;3 Hbo, wo;2021;278
1033;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;3 Hbo, wo;2022;301
1034;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;3 Hbo, wo;2023;314
1035;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;3 Hbo, wo;2024;319
1036;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Onderwijsniveau: onbekend;2021;8
1037;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Onderwijsniveau: onbekend;2022;6
1038;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Onderwijsniveau: onbekend;2023;8
1039;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Mannen;Onderwijsniveau: onbekend;2024;9
1040;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Totaal personen;2021;1354
1041;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Totaal personen;2022;1406
1042;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Totaal personen;2023;1438
1043;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Totaal personen;2024;1424
1044;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;132
1045;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;140
1046;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;143
1047;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;142
1048;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;330
1049;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;348
1050;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;351
1051;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;351
1052;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;157
1053;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;170
1054;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;174
1055;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;167
1056;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;172
1057;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;178
1058;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;177
1059;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;184
1060;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;892
1061;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;918
1062;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;943
1063;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;932
1064;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;248
1065;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;250
1066;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;266
1067;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;257
1068;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;327
1069;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;337
1070;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;338
1071;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;340
1072;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;317
1073;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;331
1074;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 65 tot 75 jaar;2023;340
1075;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Leeftijd: 65 tot 75 jaar;2024;335
1076;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;413
1077;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;430
1078;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;438
1079;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;409
1080;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;2 Havo, vwo, mbo2-4;2021;534
1081;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;2 Havo, vwo, mbo2-4;2022;553
1082;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;2 Havo, vwo, mbo2-4;2023;569
1083;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;2 Havo, vwo, mbo2-4;2024;563
1084;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;3 Hbo, wo;2021;392
1085;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;3 Hbo, wo;2022;408
1086;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;3 Hbo, wo;2023;420
1087;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;3 Hbo, wo;2024;438
1088;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Onderwijsniveau: onbekend;2021;15
1089;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Onderwijsniveau: onbekend;2022;16
1090;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Onderwijsniveau: onbekend;2023;10
1091;Beroeps- en niet beroepsbevolking;Beperkt: wel, maar niet ernstig;Vrouwen;Onderwijsniveau: onbekend;2024;15
1092;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Totaal personen;2021;593
1093;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Totaal personen;2022;639
1094;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Totaal personen;2023;622
1095;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Totaal personen;2024;648
1096;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;23
1097;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;30
1098;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;26
1099;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;28
1100;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;135
1101;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2022;139
1102;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2023;126
1103;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2024;137
1104;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;57
1105;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;61
1106;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;54
1107;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;62
1108;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;78
1109;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;77
1110;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;72
1111;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024;75
1112;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2021;435
1113;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2022;471
1114;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2023;470
1115;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2024;483
1116;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;123
1117;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;130
1118;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;128
1119;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024;128
1120;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;210
1121;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;225
1122;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;208
1123;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024;217
1124;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;102
1125;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;116
1126;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;134
1127;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024;139
1128;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;251
1129;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;253
1130;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;254
1131;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;270
1132;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;218
1133;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;234
1134;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;224
1135;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;239
1136;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;3 Hbo, wo;2021;111
1137;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;3 Hbo, wo;2022;136
1138;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;3 Hbo, wo;2023;134
1139;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;3 Hbo, wo;2024;130
1140;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;13
1141;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;16
1142;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;10
1143;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;10
1144;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Totaal personen;2021;274
1145;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Totaal personen;2022;286
1146;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Totaal personen;2023;291
1147;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Totaal personen;2024;285
1148;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 15 tot 25 jaar;2021;11
1149;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 15 tot 25 jaar;2022;10
1150;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 15 tot 25 jaar;2023;11
1151;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 15 tot 25 jaar;2024;10
1152;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 45 jaar;2021;50
1153;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 45 jaar;2022;59
1154;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 45 jaar;2023;51
1155;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 45 jaar;2024;55
1156;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 35 jaar;2021;22
1157;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 35 jaar;2022;26
1158;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 35 jaar;2023;21
1159;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 25 tot 35 jaar;2024;27
1160;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 35 tot 45 jaar;2021;28
1161;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 35 tot 45 jaar;2022;33
1162;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 35 tot 45 jaar;2023;30
1163;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 35 tot 45 jaar;2024;29
1164;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 75 jaar;2021;213
1165;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 75 jaar;2022;216
1166;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 75 jaar;2023;230
1167;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 75 jaar;2024;220
1168;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2021;60
1169;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2022;55
1170;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2023;57
1171;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 45 tot 55 jaar;2024;52
1172;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2021;98
1173;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2022;104
1174;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2023;103
1175;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 55 tot 65 jaar;2024;103
1176;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2021;55
1177;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2022;57
1178;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2023;70
1179;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Leeftijd: 65 tot 75 jaar;2024;65
1180;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;122
1181;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;113
1182;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;122
1183;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;123
1184;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;2 Havo, vwo, mbo2-4;2021;95
1185;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;2 Havo, vwo, mbo2-4;2022;109
1186;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;2 Havo, vwo, mbo2-4;2023;109
1187;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;2 Havo, vwo, mbo2-4;2024;107
1188;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;3 Hbo, wo;2021;49
1189;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;3 Hbo, wo;2022;56
1190;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;3 Hbo, wo;2023;54
1191;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;3 Hbo, wo;2024;49
1192;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Onderwijsniveau: onbekend;2021;8
1193;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Onderwijsniveau: onbekend;2022;8
1194;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Onderwijsniveau: onbekend;2023;6
1195;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Mannen;Onderwijsniveau: onbekend;2024;6
1196;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Totaal personen;2021;319
1197;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Totaal personen;2022;353
1198;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Totaal personen;2023;331
1199;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Totaal personen;2024;363
1200;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;12
1201;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;19
1202;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;16
1203;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;18
1204;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;85
1205;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;80
1206;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;75
1207;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;82
1208;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;35
1209;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;35
1210;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;33
1211;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;35
1212;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;50
1213;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;44
1214;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;42
1215;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;47
1216;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;222
1217;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;255
1218;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;240
1219;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;264
1220;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;63
1221;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;75
1222;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;72
1223;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;76
1224;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;112
1225;Beroeps- en niet beroepsbevolking;Beperkt: ernstig;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;121
