ID;SamenstellingVanHetHuishouden;PrognoseInterval;RegioIndeling2015;Perioden;ParticuliereHuishoudens_1
2288;Particulier huishouden;Prognose;Bladel;2025;8.7
2289;Particulier huishouden;Prognose;Bladel;2026;8.7
2290;Particulier huishouden;Prognose;Bladel;2027;8.7
2291;Particulier huishouden;Prognose;Bladel;2028;8.7
2292;Particulier huishouden;Prognose;Bladel;2029;8.7
2293;Particulier huishouden;Prognose;Bladel;2030;8.7
2294;Particulier huishouden;Prognose;Bladel;2031;8.7
2295;Particulier huishouden;Prognose;Bladel;2032;8.7
2296;Particulier huishouden;Prognose;Bladel;2033;8.7
2297;Particulier huishouden;Prognose;Bladel;2034;8.7
2298;Particulier huishouden;Prognose;Bladel;2035;8.6
2299;Particulier huishouden;Prognose;Bladel;2036;8.6
2300;Particulier huishouden;Prognose;Bladel;2037;8.6
2301;Particulier huishouden;Prognose;Bladel;2038;8.6
2302;Particulier huishouden;Prognose;Bladel;2039;8.5
2303;Particulier huishouden;Prognose;Bladel;2040;8.5
2304;Particulier huishouden;Prognose;Blaricum;2017;4.5
2305;Particulier huishouden;Prognose;Blaricum;2018;4.6
2306;Particulier huishouden;Prognose;Blaricum;2019;4.7
2307;Particulier huishouden;Prognose;Blaricum;2020;4.8
2308;Particulier huishouden;Prognose;Blaricum;2021;4.9
2309;Particulier huishouden;Prognose;Blaricum;2022;5.0
2310;Particulier huishouden;Prognose;Blaricum;2023;5.0
2311;Particulier huishouden;Prognose;Blaricum;2024;5.1
2312;Particulier huishouden;Prognose;Blaricum;2025;5.1
2313;Particulier huishouden;Prognose;Blaricum;2026;5.2
2314;Particulier huishouden;Prognose;Blaricum;2027;5.2
2315;Particulier huishouden;Prognose;Blaricum;2028;5.3
2316;Particulier huishouden;Prognose;Blaricum;2029;5.4
2317;Particulier huishouden;Prognose;Blaricum;2030;5.5
2318;Particulier huishouden;Prognose;Blaricum;2031;5.5
2319;Particulier huishouden;Prognose;Blaricum;2032;5.5
2320;Particulier huishouden;Prognose;Blaricum;2033;5.6
2321;Particulier huishouden;Prognose;Blaricum;2034;5.6
2322;Particulier huishouden;Prognose;Blaricum;2035;5.6
2323;Particulier huishouden;Prognose;Blaricum;2036;5.6
2324;Particulier huishouden;Prognose;Blaricum;2037;5.6
2325;Particulier huishouden;Prognose;Blaricum;2038;5.6
2326;Particulier huishouden;Prognose;Blaricum;2039;5.7
2327;Particulier huishouden;Prognose;Blaricum;2040;5.7
2328;Particulier huishouden;Prognose;Bloemendaal;2017;9.8
2329;Particulier huishouden;Prognose;Bloemendaal;2018;9.9
2330;Particulier huishouden;Prognose;Bloemendaal;2019;10.0
2331;Particulier huishouden;Prognose;Bloemendaal;2020;10.1
2332;Particulier huishouden;Prognose;Bloemendaal;2021;10.1
2333;Particulier huishouden;Prognose;Bloemendaal;2022;10.0
2334;Particulier huishouden;Prognose;Bloemendaal;2023;10.1
2335;Particulier huishouden;Prognose;Bloemendaal;2024;10.0
2336;Particulier huishouden;Prognose;Bloemendaal;2025;10.1
2337;Particulier huishouden;Prognose;Bloemendaal;2026;10.2
2338;Particulier huishouden;Prognose;Bloemendaal;2027;10.2
2339;Particulier huishouden;Prognose;Bloemendaal;2028;10.3
2340;Particulier huishouden;Prognose;Bloemendaal;2029;10.3
2341;Particulier huishouden;Prognose;Bloemendaal;2030;10.2
2342;Particulier huishouden;Prognose;Bloemendaal;2031;10.2
2343;Particulier huishouden;Prognose;Bloemendaal;2032;10.3
2344;Particulier huishouden;Prognose;Bloemendaal;2033;10.3
2345;Particulier huishouden;Prognose;Bloemendaal;2034;10.3
2346;Particulier huishouden;Prognose;Bloemendaal;2035;10.3
2347;Particulier huishouden;Prognose;Bloemendaal;2036;10.4
2348;Particulier huishouden;Prognose;Bloemendaal;2037;10.4
2349;Particulier huishouden;Prognose;Bloemendaal;2038;10.4
2350;Particulier huishouden;Prognose;Bloemendaal;2039;10.4
2351;Particulier huishouden;Prognose;Bloemendaal;2040;10.5
2352;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2017;13.6
2353;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2018;13.7
2354;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2019;13.8
2355;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2020;13.9
2356;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2021;13.9
2357;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2022;14.0
2358;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2023;14.1
2359;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2024;14.1
2360;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2025;14.1
2361;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2026;14.1
2362;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2027;14.2
2363;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2028;14.1
2364;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2029;14.1
2365;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2030;14.1
2366;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2031;14.1
2367;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2032;14.1
2368;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2033;14.1
2369;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2034;14.0
2370;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2035;14.0
2371;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2036;13.9
2372;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2037;13.9
2373;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2038;13.8
2374;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2039;13.8
2375;Particulier huishouden;Prognose;Bodegraven-Reeuwijk;2040;13.8
2376;Particulier huishouden;Prognose;Boekel;2017;3.9
2377;Particulier huishouden;Prognose;Boekel;2018;4.0
2378;Particulier huishouden;Prognose;Boekel;2019;4.1
2379;Particulier huishouden;Prognose;Boekel;2020;4.1
2380;Particulier huishouden;Prognose;Boekel;2021;4.2
2381;Particulier huishouden;Prognose;Boekel;2022;4.2
2382;Particulier huishouden;Prognose;Boekel;2023;4.2
2383;Particulier huishouden;Prognose;Boekel;2024;4.3
2384;Particulier huishouden;Prognose;Boekel;2025;4.3
2385;Particulier huishouden;Prognose;Boekel;2026;4.3
2386;Particulier huishouden;Prognose;Boekel;2027;4.4
2387;Particulier huishouden;Prognose;Boekel;2028;4.4
2388;Particulier huishouden;Prognose;Boekel;2029;4.5
2389;Particulier huishouden;Prognose;Boekel;2030;4.5
2390;Particulier huishouden;Prognose;Boekel;2031;4.5
2391;Particulier huishouden;Prognose;Boekel;2032;4.5
2392;Particulier huishouden;Prognose;Boekel;2033;4.6
2393;Particulier huishouden;Prognose;Boekel;2034;4.6
2394;Particulier huishouden;Prognose;Boekel;2035;4.6
2395;Particulier huishouden;Prognose;Boekel;2036;4.6
2396;Particulier huishouden;Prognose;Boekel;2037;4.7
2397;Particulier huishouden;Prognose;Boekel;2038;4.7
2398;Particulier huishouden;Prognose;Boekel;2039;4.7
2399;Particulier huishouden;Prognose;Boekel;2040;4.7
2400;Particulier huishouden;Prognose;Ten Boer;2017;3.0
2401;Particulier huishouden;Prognose;Ten Boer;2018;3.0
2402;Particulier huishouden;Prognose;Ten Boer;2019;3.0
2403;Particulier huishouden;Prognose;Ten Boer;2020;3.1
2404;Particulier huishouden;Prognose;Ten Boer;2021;3.1
2405;Particulier huishouden;Prognose;Ten Boer;2022;3.1
2406;Particulier huishouden;Prognose;Ten Boer;2023;3.2
2407;Particulier huishouden;Prognose;Ten Boer;2024;3.2
2408;Particulier huishouden;Prognose;Ten Boer;2025;3.2
2409;Particulier huishouden;Prognose;Ten Boer;2026;3.2
2410;Particulier huishouden;Prognose;Ten Boer;2027;3.2
2411;Particulier huishouden;Prognose;Ten Boer;2028;3.2
2412;Particulier huishouden;Prognose;Ten Boer;2029;3.2
2413;Particulier huishouden;Prognose;Ten Boer;2030;3.2
2414;Particulier huishouden;Prognose;Ten Boer;2031;3.2
2415;Particulier huishouden;Prognose;Ten Boer;2032;3.2
2416;Particulier huishouden;Prognose;Ten Boer;2033;3.2
2417;Particulier huishouden;Prognose;Ten Boer;2034;3.2
2418;Particulier huishouden;Prognose;Ten Boer;2035;3.2
2419;Particulier huishouden;Prognose;Ten Boer;2036;3.2
2420;Particulier huishouden;Prognose;Ten Boer;2037;3.2
2421;Particulier huishouden;Prognose;Ten Boer;2038;3.2
2422;Particulier huishouden;Prognose;Ten Boer;2039;3.3
2423;Particulier huishouden;Prognose;Ten Boer;2040;3.3
2424;Particulier huishouden;Prognose;Borger-Odoorn;2017;11.2
2425;Particulier huishouden;Prognose;Borger-Odoorn;2018;11.3
2426;Particulier huishouden;Prognose;Borger-Odoorn;2019;11.2
2427;Particulier huishouden;Prognose;Borger-Odoorn;2020;11.2
2428;Particulier huishouden;Prognose;Borger-Odoorn;2021;11.2
2429;Particulier huishouden;Prognose;Borger-Odoorn;2022;11.2
2430;Particulier huishouden;Prognose;Borger-Odoorn;2023;11.2
2431;Particulier huishouden;Prognose;Borger-Odoorn;2024;11.3
2432;Particulier huishouden;Prognose;Borger-Odoorn;2025;11.3
2433;Particulier huishouden;Prognose;Borger-Odoorn;2026;11.3
2434;Particulier huishouden;Prognose;Borger-Odoorn;2027;11.3
2435;Particulier huishouden;Prognose;Borger-Odoorn;2028;11.3
2436;Particulier huishouden;Prognose;Borger-Odoorn;2029;11.4
2437;Particulier huishouden;Prognose;Borger-Odoorn;2030;11.4
2438;Particulier huishouden;Prognose;Borger-Odoorn;2031;11.4
2439;Particulier huishouden;Prognose;Borger-Odoorn;2032;11.4
2440;Particulier huishouden;Prognose;Borger-Odoorn;2033;11.4
2441;Particulier huishouden;Prognose;Borger-Odoorn;2034;11.4
2442;Particulier huishouden;Prognose;Borger-Odoorn;2035;11.4
2443;Particulier huishouden;Prognose;Borger-Odoorn;2036;11.3
2444;Particulier huishouden;Prognose;Borger-Odoorn;2037;11.3
2445;Particulier huishouden;Prognose;Borger-Odoorn;2038;11.2
2446;Particulier huishouden;Prognose;Borger-Odoorn;2039;11.1
2447;Particulier huishouden;Prognose;Borger-Odoorn;2040;11.0
2448;Particulier huishouden;Prognose;Borne;2017;9.6
2449;Particulier huishouden;Prognose;Borne;2018;9.7
2450;Particulier huishouden;Prognose;Borne;2019;9.7
2451;Particulier huishouden;Prognose;Borne;2020;9.8
2452;Particulier huishouden;Prognose;Borne;2021;9.8
2453;Particulier huishouden;Prognose;Borne;2022;9.8
2454;Particulier huishouden;Prognose;Borne;2023;9.9
2455;Particulier huishouden;Prognose;Borne;2024;9.9
2456;Particulier huishouden;Prognose;Borne;2025;10.0
2457;Particulier huishouden;Prognose;Borne;2026;10.0
2458;Particulier huishouden;Prognose;Borne;2027;10.0
2459;Particulier huishouden;Prognose;Borne;2028;10.1
2460;Particulier huishouden;Prognose;Borne;2029;10.1
2461;Particulier huishouden;Prognose;Borne;2030;10.2
2462;Particulier huishouden;Prognose;Borne;2031;10.3
2463;Particulier huishouden;Prognose;Borne;2032;10.3
2464;Particulier huishouden;Prognose;Borne;2033;10.3
2465;Particulier huishouden;Prognose;Borne;2034;10.4
2466;Particulier huishouden;Prognose;Borne;2035;10.4
2467;Particulier huishouden;Prognose;Borne;2036;10.4
2468;Particulier huishouden;Prognose;Borne;2037;10.4
2469;Particulier huishouden;Prognose;Borne;2038;10.3
2470;Particulier huishouden;Prognose;Borne;2039;10.3
2471;Particulier huishouden;Prognose;Borne;2040;10.3
2472;Particulier huishouden;Prognose;Borsele;2017;9.3
2473;Particulier huishouden;Prognose;Borsele;2018;9.3
2474;Particulier huishouden;Prognose;Borsele;2019;9.4
2475;Particulier huishouden;Prognose;Borsele;2020;9.4
2476;Particulier huishouden;Prognose;Borsele;2021;9.4
2477;Particulier huishouden;Prognose;Borsele;2022;9.4
2478;Particulier huishouden;Prognose;Borsele;2023;9.4
2479;Particulier huishouden;Prognose;Borsele;2024;9.4
2480;Particulier huishouden;Prognose;Borsele;2025;9.5
2481;Particulier huishouden;Prognose;Borsele;2026;9.5
2482;Particulier huishouden;Prognose;Borsele;2027;9.5
2483;Particulier huishouden;Prognose;Borsele;2028;9.6
2484;Particulier huishouden;Prognose;Borsele;2029;9.6
2485;Particulier huishouden;Prognose;Borsele;2030;9.6
2486;Particulier huishouden;Prognose;Borsele;2031;9.6
2487;Particulier huishouden;Prognose;Borsele;2032;9.6
2488;Particulier huishouden;Prognose;Borsele;2033;9.6
2489;Particulier huishouden;Prognose;Borsele;2034;9.6
2490;Particulier huishouden;Prognose;Borsele;2035;9.5
2491;Particulier huishouden;Prognose;Borsele;2036;9.5
2492;Particulier huishouden;Prognose;Borsele;2037;9.5
2493;Particulier huishouden;Prognose;Borsele;2038;9.5
2494;Particulier huishouden;Prognose;Borsele;2039;9.4
2495;Particulier huishouden;Prognose;Borsele;2040;9.4
2496;Particulier huishouden;Prognose;Boxmeer;2017;12.1
2497;Particulier huishouden;Prognose;Boxmeer;2018;12.2
2498;Particulier huishouden;Prognose;Boxmeer;2019;12.3
2499;Particulier huishouden;Prognose;Boxmeer;2020;12.4
2500;Particulier huishouden;Prognose;Boxmeer;2021;12.4
2501;Particulier huishouden;Prognose;Boxmeer;2022;12.5
2502;Particulier huishouden;Prognose;Boxmeer;2023;12.6
2503;Particulier huishouden;Prognose;Boxmeer;2024;12.6
2504;Particulier huishouden;Prognose;Boxmeer;2025;12.7
2505;Particulier huishouden;Prognose;Boxmeer;2026;12.7
2506;Particulier huishouden;Prognose;Boxmeer;2027;12.8
2507;Particulier huishouden;Prognose;Boxmeer;2028;12.8
2508;Particulier huishouden;Prognose;Boxmeer;2029;12.9
2509;Particulier huishouden;Prognose;Boxmeer;2030;12.9
2510;Particulier huishouden;Prognose;Boxmeer;2031;12.8
2511;Particulier huishouden;Prognose;Boxmeer;2032;12.9
2512;Particulier huishouden;Prognose;Boxmeer;2033;12.8
2513;Particulier huishouden;Prognose;Boxmeer;2034;12.8
2514;Particulier huishouden;Prognose;Boxmeer;2035;12.8
2515;Particulier huishouden;Prognose;Boxmeer;2036;12.8
2516;Particulier huishouden;Prognose;Boxmeer;2037;12.9
2517;Particulier huishouden;Prognose;Boxmeer;2038;12.8
2518;Particulier huishouden;Prognose;Boxmeer;2039;12.7
2519;Particulier huishouden;Prognose;Boxmeer;2040;12.7
2520;Particulier huishouden;Prognose;Boxtel;2017;13.2
2521;Particulier huishouden;Prognose;Boxtel;2018;13.3
2522;Particulier huishouden;Prognose;Boxtel;2019;13.3
2523;Particulier huishouden;Prognose;Boxtel;2020;13.4
2524;Particulier huishouden;Prognose;Boxtel;2021;13.5
2525;Particulier huishouden;Prognose;Boxtel;2022;13.6
2526;Particulier huishouden;Prognose;Boxtel;2023;13.7
2527;Particulier huishouden;Prognose;Boxtel;2024;13.7
2528;Particulier huishouden;Prognose;Boxtel;2025;13.8
2529;Particulier huishouden;Prognose;Boxtel;2026;13.9
2530;Particulier huishouden;Prognose;Boxtel;2027;13.9
2531;Particulier huishouden;Prognose;Boxtel;2028;14.0
2532;Particulier huishouden;Prognose;Boxtel;2029;14.0
2533;Particulier huishouden;Prognose;Boxtel;2030;14.1
2534;Particulier huishouden;Prognose;Boxtel;2031;14.1
2535;Particulier huishouden;Prognose;Boxtel;2032;14.1
2536;Particulier huishouden;Prognose;Boxtel;2033;14.2
2537;Particulier huishouden;Prognose;Boxtel;2034;14.1
2538;Particulier huishouden;Prognose;Boxtel;2035;14.2
2539;Particulier huishouden;Prognose;Boxtel;2036;14.1
2540;Particulier huishouden;Prognose;Boxtel;2037;14.1
2541;Particulier huishouden;Prognose;Boxtel;2038;14.1
2542;Particulier huishouden;Prognose;Boxtel;2039;14.1
2543;Particulier huishouden;Prognose;Boxtel;2040;14.1
2544;Particulier huishouden;Prognose;Breda;2017;87.9
2545;Particulier huishouden;Prognose;Breda;2018;88.7
2546;Particulier huishouden;Prognose;Breda;2019;89.4
2547;Particulier huishouden;Prognose;Breda;2020;90.0
2548;Particulier huishouden;Prognose;Breda;2021;90.7
2549;Particulier huishouden;Prognose;Breda;2022;91.4
2550;Particulier huishouden;Prognose;Breda;2023;92.0
2551;Particulier huishouden;Prognose;Breda;2024;92.6
2552;Particulier huishouden;Prognose;Breda;2025;93.2
2553;Particulier huishouden;Prognose;Breda;2026;93.8
2554;Particulier huishouden;Prognose;Breda;2027;94.5
2555;Particulier huishouden;Prognose;Breda;2028;95.1
2556;Particulier huishouden;Prognose;Breda;2029;95.7
2557;Particulier huishouden;Prognose;Breda;2030;96.2
2558;Particulier huishouden;Prognose;Breda;2031;96.8
2559;Particulier huishouden;Prognose;Breda;2032;97.2
2560;Particulier huishouden;Prognose;Breda;2033;97.7
2561;Particulier huishouden;Prognose;Breda;2034;98.2
2562;Particulier huishouden;Prognose;Breda;2035;98.6
2563;Particulier huishouden;Prognose;Breda;2036;99.0
2564;Particulier huishouden;Prognose;Breda;2037;99.5
2565;Particulier huishouden;Prognose;Breda;2038;99.8
2566;Particulier huishouden;Prognose;Breda;2039;100.2
2567;Particulier huishouden;Prognose;Breda;2040;100.5
2568;Particulier huishouden;Prognose;Brielle;2017;7.5
2569;Particulier huishouden;Prognose;Brielle;2018;7.6
2570;Particulier huishouden;Prognose;Brielle;2019;7.7
2571;Particulier huishouden;Prognose;Brielle;2020;7.7
2572;Particulier huishouden;Prognose;Brielle;2021;7.7
2573;Particulier huishouden;Prognose;Brielle;2022;7.8
2574;Particulier huishouden;Prognose;Brielle;2023;7.8
2575;Particulier huishouden;Prognose;Brielle;2024;7.9
2576;Particulier huishouden;Prognose;Brielle;2025;7.9
2577;Particulier huishouden;Prognose;Brielle;2026;8.0
2578;Particulier huishouden;Prognose;Brielle;2027;8.1
2579;Particulier huishouden;Prognose;Brielle;2028;8.1
2580;Particulier huishouden;Prognose;Brielle;2029;8.2
2581;Particulier huishouden;Prognose;Brielle;2030;8.2
2582;Particulier huishouden;Prognose;Brielle;2031;8.3
2583;Particulier huishouden;Prognose;Brielle;2032;8.3
2584;Particulier huishouden;Prognose;Brielle;2033;8.3
2585;Particulier huishouden;Prognose;Brielle;2034;8.5
2586;Particulier huishouden;Prognose;Brielle;2035;8.5
2587;Particulier huishouden;Prognose;Brielle;2036;8.6
2588;Particulier huishouden;Prognose;Brielle;2037;8.6
2589;Particulier huishouden;Prognose;Brielle;2038;8.6
2590;Particulier huishouden;Prognose;Brielle;2039;8.6
2591;Particulier huishouden;Prognose;Brielle;2040;8.6
2592;Particulier huishouden;Prognose;Bronckhorst;2017;15.4
2593;Particulier huishouden;Prognose;Bronckhorst;2018;15.4
2594;Particulier huishouden;Prognose;Bronckhorst;2019;15.4
2595;Particulier huishouden;Prognose;Bronckhorst;2020;15.3
2596;Particulier huishouden;Prognose;Bronckhorst;2021;15.3
2597;Particulier huishouden;Prognose;Bronckhorst;2022;15.3
2598;Particulier huishouden;Prognose;Bronckhorst;2023;15.2
2599;Particulier huishouden;Prognose;Bronckhorst;2024;15.1
2600;Particulier huishouden;Prognose;Bronckhorst;2025;15.1
2601;Particulier huishouden;Prognose;Bronckhorst;2026;15.0
2602;Particulier huishouden;Prognose;Bronckhorst;2027;14.9
2603;Particulier huishouden;Prognose;Bronckhorst;2028;14.8
2604;Particulier huishouden;Prognose;Bronckhorst;2029;14.6
2605;Particulier huishouden;Prognose;Bronckhorst;2030;14.5
2606;Particulier huishouden;Prognose;Bronckhorst;2031;14.3
2607;Particulier huishouden;Prognose;Bronckhorst;2032;14.2
2608;Particulier huishouden;Prognose;Bronckhorst;2033;14.0
2609;Particulier huishouden;Prognose;Bronckhorst;2034;13.9
2610;Particulier huishouden;Prognose;Bronckhorst;2035;13.7
2611;Particulier huishouden;Prognose;Bronckhorst;2036;13.6
2612;Particulier huishouden;Prognose;Bronckhorst;2037;13.4
2613;Particulier huishouden;Prognose;Bronckhorst;2038;13.2
2614;Particulier huishouden;Prognose;Bronckhorst;2039;13.0
2615;Particulier huishouden;Prognose;Bronckhorst;2040;12.9
2616;Particulier huishouden;Prognose;Brummen;2017;9.0
2617;Particulier huishouden;Prognose;Brummen;2018;9.0
2618;Particulier huishouden;Prognose;Brummen;2019;9.0
2619;Particulier huishouden;Prognose;Brummen;2020;9.1
2620;Particulier huishouden;Prognose;Brummen;2021;9.1
2621;Particulier huishouden;Prognose;Brummen;2022;9.1
2622;Particulier huishouden;Prognose;Brummen;2023;9.1
2623;Particulier huishouden;Prognose;Brummen;2024;9.2
2624;Particulier huishouden;Prognose;Brummen;2025;9.2
2625;Particulier huishouden;Prognose;Brummen;2026;9.2
2626;Particulier huishouden;Prognose;Brummen;2027;9.2
2627;Particulier huishouden;Prognose;Brummen;2028;9.2
2628;Particulier huishouden;Prognose;Brummen;2029;9.2
2629;Particulier huishouden;Prognose;Brummen;2030;9.2
2630;Particulier huishouden;Prognose;Brummen;2031;9.2
2631;Particulier huishouden;Prognose;Brummen;2032;9.3
2632;Particulier huishouden;Prognose;Brummen;2033;9.3
2633;Particulier huishouden;Prognose;Brummen;2034;9.3
2634;Particulier huishouden;Prognose;Brummen;2035;9.3
2635;Particulier huishouden;Prognose;Brummen;2036;9.3
2636;Particulier huishouden;Prognose;Brummen;2037;9.3
2637;Particulier huishouden;Prognose;Brummen;2038;9.3
2638;Particulier huishouden;Prognose;Brummen;2039;9.3
2639;Particulier huishouden;Prognose;Brummen;2040;9.3
2640;Particulier huishouden;Prognose;Brunssum;2017;13.6
2641;Particulier huishouden;Prognose;Brunssum;2018;13.6
2642;Particulier huishouden;Prognose;Brunssum;2019;13.5
2643;Particulier huishouden;Prognose;Brunssum;2020;13.5
2644;Particulier huishouden;Prognose;Brunssum;2021;13.6
2645;Particulier huishouden;Prognose;Brunssum;2022;13.6
2646;Particulier huishouden;Prognose;Brunssum;2023;13.6
2647;Particulier huishouden;Prognose;Brunssum;2024;13.7
2648;Particulier huishouden;Prognose;Brunssum;2025;13.7
2649;Particulier huishouden;Prognose;Brunssum;2026;13.7
2650;Particulier huishouden;Prognose;Brunssum;2027;13.7
2651;Particulier huishouden;Prognose;Brunssum;2028;13.8
2652;Particulier huishouden;Prognose;Brunssum;2029;13.8
2653;Particulier huishouden;Prognose;Brunssum;2030;13.8
2654;Particulier huishouden;Prognose;Brunssum;2031;13.8
2655;Particulier huishouden;Prognose;Brunssum;2032;13.8
2656;Particulier huishouden;Prognose;Brunssum;2033;13.8
2657;Particulier huishouden;Prognose;Brunssum;2034;13.8
2658;Particulier huishouden;Prognose;Brunssum;2035;13.7
2659;Particulier huishouden;Prognose;Brunssum;2036;13.7
2660;Particulier huishouden;Prognose;Brunssum;2037;13.6
2661;Particulier huishouden;Prognose;Brunssum;2038;13.6
2662;Particulier huishouden;Prognose;Brunssum;2039;13.6
2663;Particulier huishouden;Prognose;Brunssum;2040;13.6
2664;Particulier huishouden;Prognose;Bunnik;2017;6.5
2665;Particulier huishouden;Prognose;Bunnik;2018;6.6
2666;Particulier huishouden;Prognose;Bunnik;2019;6.7
2667;Particulier huishouden;Prognose;Bunnik;2020;6.7
2668;Particulier huishouden;Prognose;Bunnik;2021;6.8
2669;Particulier huishouden;Prognose;Bunnik;2022;6.9
2670;Particulier huishouden;Prognose;Bunnik;2023;6.9
2671;Particulier huishouden;Prognose;Bunnik;2024;7.0
2672;Particulier huishouden;Prognose;Bunnik;2025;7.1
2673;Particulier huishouden;Prognose;Bunnik;2026;7.2
2674;Particulier huishouden;Prognose;Bunnik;2027;7.3
2675;Particulier huishouden;Prognose;Bunnik;2028;7.4
2676;Particulier huishouden;Prognose;Bunnik;2029;7.5
2677;Particulier huishouden;Prognose;Bunnik;2030;7.6
2678;Particulier huishouden;Prognose;Bunnik;2031;7.6
2679;Particulier huishouden;Prognose;Bunnik;2032;7.7
2680;Particulier huishouden;Prognose;Bunnik;2033;7.7
2681;Particulier huishouden;Prognose;Bunnik;2034;7.8
2682;Particulier huishouden;Prognose;Bunnik;2035;7.8
2683;Particulier huishouden;Prognose;Bunnik;2036;7.8
2684;Particulier huishouden;Prognose;Bunnik;2037;7.9
2685;Particulier huishouden;Prognose;Bunnik;2038;7.9
2686;Particulier huishouden;Prognose;Bunnik;2039;7.9
2687;Particulier huishouden;Prognose;Bunnik;2040;7.9
2688;Particulier huishouden;Prognose;Bunschoten;2017;8.0
2689;Particulier huishouden;Prognose;Bunschoten;2018;8.1
2690;Particulier huishouden;Prognose;Bunschoten;2019;8.2
2691;Particulier huishouden;Prognose;Bunschoten;2020;8.3
2692;Particulier huishouden;Prognose;Bunschoten;2021;8.4
2693;Particulier huishouden;Prognose;Bunschoten;2022;8.6
2694;Particulier huishouden;Prognose;Bunschoten;2023;8.7
2695;Particulier huishouden;Prognose;Bunschoten;2024;8.8
2696;Particulier huishouden;Prognose;Bunschoten;2025;8.9
2697;Particulier huishouden;Prognose;Bunschoten;2026;9.0
2698;Particulier huishouden;Prognose;Bunschoten;2027;9.1
2699;Particulier huishouden;Prognose;Bunschoten;2028;9.2
2700;Particulier huishouden;Prognose;Bunschoten;2029;9.3
2701;Particulier huishouden;Prognose;Bunschoten;2030;9.4
2702;Particulier huishouden;Prognose;Bunschoten;2031;9.5
2703;Particulier huishouden;Prognose;Bunschoten;2032;9.6
2704;Particulier huishouden;Prognose;Bunschoten;2033;9.6
2705;Particulier huishouden;Prognose;Bunschoten;2034;9.7
2706;Particulier huishouden;Prognose;Bunschoten;2035;9.7
2707;Particulier huishouden;Prognose;Bunschoten;2036;9.7
2708;Particulier huishouden;Prognose;Bunschoten;2037;9.7
2709;Particulier huishouden;Prognose;Bunschoten;2038;9.7
2710;Particulier huishouden;Prognose;Bunschoten;2039;9.7
2711;Particulier huishouden;Prognose;Bunschoten;2040;9.7
2712;Particulier huishouden;Prognose;Buren;2017;10.7
2713;Particulier huishouden;Prognose;Buren;2018;10.8
2714;Particulier huishouden;Prognose;Buren;2019;10.8
2715;Particulier huishouden;Prognose;Buren;2020;10.9
2716;Particulier huishouden;Prognose;Buren;2021;10.9
2717;Particulier huishouden;Prognose;Buren;2022;10.9
2718;Particulier huishouden;Prognose;Buren;2023;11.0
2719;Particulier huishouden;Prognose;Buren;2024;11.1
2720;Particulier huishouden;Prognose;Buren;2025;11.1
2721;Particulier huishouden;Prognose;Buren;2026;11.1
2722;Particulier huishouden;Prognose;Buren;2027;11.1
2723;Particulier huishouden;Prognose;Buren;2028;11.1
2724;Particulier huishouden;Prognose;Buren;2029;11.1
2725;Particulier huishouden;Prognose;Buren;2030;11.1
2726;Particulier huishouden;Prognose;Buren;2031;11.1
2727;Particulier huishouden;Prognose;Buren;2032;11.1
2728;Particulier huishouden;Prognose;Buren;2033;11.1
2729;Particulier huishouden;Prognose;Buren;2034;11.1
2730;Particulier huishouden;Prognose;Buren;2035;11.1
2731;Particulier huishouden;Prognose;Buren;2036;11.0
2732;Particulier huishouden;Prognose;Buren;2037;11.0
2733;Particulier huishouden;Prognose;Buren;2038;11.0
2734;Particulier huishouden;Prognose;Buren;2039;11.0
2735;Particulier huishouden;Prognose;Buren;2040;10.9
2736;Particulier huishouden;Prognose;Bussum;2017;15.4
2737;Particulier huishouden;Prognose;Bussum;2018;15.5
2738;Particulier huishouden;Prognose;Bussum;2019;15.7
2739;Particulier huishouden;Prognose;Bussum;2020;15.7
2740;Particulier huishouden;Prognose;Bussum;2021;15.8
2741;Particulier huishouden;Prognose;Bussum;2022;15.9
2742;Particulier huishouden;Prognose;Bussum;2023;16.0
2743;Particulier huishouden;Prognose;Bussum;2024;16.0
2744;Particulier huishouden;Prognose;Bussum;2025;16.0
