ID;Functions;Providers;Periods;HealthCareExpenditure_1
886;HC14: Services of curative home care;HP79: Other administration agencies;2022;0
887;HC14: Services of curative home care;HP79: Other administration agencies;2023;0
888;HC14: Services of curative home care;HP8: Rest of economy;2021;7
889;HC14: Services of curative home care;HP8: Rest of economy;2022;10
890;HC14: Services of curative home care;HP8: Rest of economy;2023;11
891;HC14: Services of curative home care;HP81: Households prov. home health care;2021;0
892;HC14: Services of curative home care;HP81: Households prov. home health care;2022;0
893;HC14: Services of curative home care;HP81: Households prov. home health care;2023;0
894;HC14: Services of curative home care;HP82: Secondary providers of health care;2021;7
895;HC14: Services of curative home care;HP82: Secondary providers of health care;2022;10
896;HC14: Services of curative home care;HP82: Secondary providers of health care;2023;11
897;HC14: Services of curative home care;HP9: Rest of the world;2021;0
898;HC14: Services of curative home care;HP9: Rest of the world;2022;0
899;HC14: Services of curative home care;HP9: Rest of the world;2023;0
900;HC.2:Services of rehabilitative care;Total health care providers;2021;3933
901;HC.2:Services of rehabilitative care;Total health care providers;2022;3950
902;HC.2:Services of rehabilitative care;Total health care providers;2023;4269
903;HC.2:Services of rehabilitative care;HP1: Hospitals;2021;811
904;HC.2:Services of rehabilitative care;HP1: Hospitals;2022;814
905;HC.2:Services of rehabilitative care;HP1: Hospitals;2023;877
906;HC.2:Services of rehabilitative care;HP11: General and university hospitals;2021;196
907;HC.2:Services of rehabilitative care;HP11: General and university hospitals;2022;194
908;HC.2:Services of rehabilitative care;HP11: General and university hospitals;2023;211
909;HC.2:Services of rehabilitative care;HP12: Mental health institutions,;2021;0
910;HC.2:Services of rehabilitative care;HP12: Mental health institutions,;2022;0
911;HC.2:Services of rehabilitative care;HP12: Mental health institutions,;2023;0
912;HC.2:Services of rehabilitative care;HP13: Specialised hospitals;2021;615
913;HC.2:Services of rehabilitative care;HP13: Specialised hospitals;2022;620
914;HC.2:Services of rehabilitative care;HP13: Specialised hospitals;2023;666
915;HC.2:Services of rehabilitative care;HP2: Nursing and residential care facil.;2021;762
916;HC.2:Services of rehabilitative care;HP2: Nursing and residential care facil.;2022;745
917;HC.2:Services of rehabilitative care;HP2: Nursing and residential care facil.;2023;819
918;HC.2:Services of rehabilitative care;HP21: Nursing care facilities;2021;761
919;HC.2:Services of rehabilitative care;HP21: Nursing care facilities;2022;744
920;HC.2:Services of rehabilitative care;HP21: Nursing care facilities;2023;818
921;HC.2:Services of rehabilitative care;HP22-29: Facilities for the disabled;2021;2
922;HC.2:Services of rehabilitative care;HP22-29: Facilities for the disabled;2022;1
923;HC.2:Services of rehabilitative care;HP22-29: Facilities for the disabled;2023;2
924;HC.2:Services of rehabilitative care;HP3: Providers of ambulatory health care;2021;2283
925;HC.2:Services of rehabilitative care;HP3: Providers of ambulatory health care;2022;2329
926;HC.2:Services of rehabilitative care;HP3: Providers of ambulatory health care;2023;2504
927;HC.2:Services of rehabilitative care;HP31: Medical practices;2021;15
928;HC.2:Services of rehabilitative care;HP31: Medical practices;2022;14
929;HC.2:Services of rehabilitative care;HP31: Medical practices;2023;15
930;HC.2:Services of rehabilitative care;HP32: Dental practices;2021;0
931;HC.2:Services of rehabilitative care;HP32: Dental practices;2022;0
932;HC.2:Services of rehabilitative care;HP32: Dental practices;2023;0
933;HC.2:Services of rehabilitative care;HP33 : Other health care practitioners;2021;2211
934;HC.2:Services of rehabilitative care;HP33 : Other health care practitioners;2022;2260
935;HC.2:Services of rehabilitative care;HP33 : Other health care practitioners;2023;2429
936;HC.2:Services of rehabilitative care;HP34: Ambulatory health care centres;2021;57
937;HC.2:Services of rehabilitative care;HP34: Ambulatory health care centres;2022;55
938;HC.2:Services of rehabilitative care;HP34: Ambulatory health care centres;2023;60
939;HC.2:Services of rehabilitative care;HP35: Providers home healthcare services;2021;0
940;HC.2:Services of rehabilitative care;HP35: Providers home healthcare services;2022;0
941;HC.2:Services of rehabilitative care;HP35: Providers home healthcare services;2023;0
942;HC.2:Services of rehabilitative care;HP4: Providers of ancillary services;2021;0
943;HC.2:Services of rehabilitative care;HP4: Providers of ancillary services;2022;0
944;HC.2:Services of rehabilitative care;HP4: Providers of ancillary services;2023;0
945;HC.2:Services of rehabilitative care;HP41: Patient transportation, emergency;2021;0
946;HC.2:Services of rehabilitative care;HP41: Patient transportation, emergency;2022;0
947;HC.2:Services of rehabilitative care;HP41: Patient transportation, emergency;2023;0
948;HC.2:Services of rehabilitative care;HP42-49: Laboratories, other anc. serv.;2021;0
949;HC.2:Services of rehabilitative care;HP42-49: Laboratories, other anc. serv.;2022;0
950;HC.2:Services of rehabilitative care;HP42-49: Laboratories, other anc. serv.;2023;0
951;HC.2:Services of rehabilitative care;HP5: Retailers of medical goods;2021;8
952;HC.2:Services of rehabilitative care;HP5: Retailers of medical goods;2022;8
953;HC.2:Services of rehabilitative care;HP5: Retailers of medical goods;2023;8
954;HC.2:Services of rehabilitative care;HP51: Pharmacies;2021;0
955;HC.2:Services of rehabilitative care;HP51: Pharmacies;2022;0
956;HC.2:Services of rehabilitative care;HP51: Pharmacies;2023;0
957;HC.2:Services of rehabilitative care;HP52-59 : Suppl. med. appliances, other;2021;8
958;HC.2:Services of rehabilitative care;HP52-59 : Suppl. med. appliances, other;2022;8
959;HC.2:Services of rehabilitative care;HP52-59 : Suppl. med. appliances, other;2023;8
960;HC.2:Services of rehabilitative care;HP6: Providers of preventive care;2021;13
961;HC.2:Services of rehabilitative care;HP6: Providers of preventive care;2022;8
962;HC.2:Services of rehabilitative care;HP6: Providers of preventive care;2023;11
963;HC.2:Services of rehabilitative care;HP7: Healthcare adm. and financ.;2021;1
964;HC.2:Services of rehabilitative care;HP7: Healthcare adm. and financ.;2022;1
965;HC.2:Services of rehabilitative care;HP7: Healthcare adm. and financ.;2023;1
966;HC.2:Services of rehabilitative care;HP71: Government health administration;2021;0
967;HC.2:Services of rehabilitative care;HP71: Government health administration;2022;0
968;HC.2:Services of rehabilitative care;HP71: Government health administration;2023;0
969;HC.2:Services of rehabilitative care;HP72: Social health insurance agencies;2021;0
970;HC.2:Services of rehabilitative care;HP72: Social health insurance agencies;2022;0
971;HC.2:Services of rehabilitative care;HP72: Social health insurance agencies;2023;0
972;HC.2:Services of rehabilitative care;HP73: Providers of health insurance;2021;0
973;HC.2:Services of rehabilitative care;HP73: Providers of health insurance;2022;0
974;HC.2:Services of rehabilitative care;HP73: Providers of health insurance;2023;0
975;HC.2:Services of rehabilitative care;HP79: Other administration agencies;2021;1
976;HC.2:Services of rehabilitative care;HP79: Other administration agencies;2022;1
977;HC.2:Services of rehabilitative care;HP79: Other administration agencies;2023;1
978;HC.2:Services of rehabilitative care;HP8: Rest of economy;2021;55
979;HC.2:Services of rehabilitative care;HP8: Rest of economy;2022;45
980;HC.2:Services of rehabilitative care;HP8: Rest of economy;2023;48
981;HC.2:Services of rehabilitative care;HP81: Households prov. home health care;2021;0
982;HC.2:Services of rehabilitative care;HP81: Households prov. home health care;2022;0
983;HC.2:Services of rehabilitative care;HP81: Households prov. home health care;2023;0
984;HC.2:Services of rehabilitative care;HP82: Secondary providers of health care;2021;55
985;HC.2:Services of rehabilitative care;HP82: Secondary providers of health care;2022;45
986;HC.2:Services of rehabilitative care;HP82: Secondary providers of health care;2023;48
987;HC.2:Services of rehabilitative care;HP9: Rest of the world;2021;0
988;HC.2:Services of rehabilitative care;HP9: Rest of the world;2022;0
989;HC.2:Services of rehabilitative care;HP9: Rest of the world;2023;0
990;HC21: In-patient rehabilitative care;Total health care providers;2021;1112
991;HC21: In-patient rehabilitative care;Total health care providers;2022;1085
992;HC21: In-patient rehabilitative care;Total health care providers;2023;1186
993;HC21: In-patient rehabilitative care;HP1: Hospitals;2021;374
994;HC21: In-patient rehabilitative care;HP1: Hospitals;2022;370
995;HC21: In-patient rehabilitative care;HP1: Hospitals;2023;399
996;HC21: In-patient rehabilitative care;HP11: General and university hospitals;2021;78
997;HC21: In-patient rehabilitative care;HP11: General and university hospitals;2022;72
998;HC21: In-patient rehabilitative care;HP11: General and university hospitals;2023;79
999;HC21: In-patient rehabilitative care;HP12: Mental health institutions,;2021;0
1000;HC21: In-patient rehabilitative care;HP12: Mental health institutions,;2022;0
1001;HC21: In-patient rehabilitative care;HP12: Mental health institutions,;2023;0
1002;HC21: In-patient rehabilitative care;HP13: Specialised hospitals;2021;296
1003;HC21: In-patient rehabilitative care;HP13: Specialised hospitals;2022;298
1004;HC21: In-patient rehabilitative care;HP13: Specialised hospitals;2023;320
1005;HC21: In-patient rehabilitative care;HP2: Nursing and residential care facil.;2021;719
1006;HC21: In-patient rehabilitative care;HP2: Nursing and residential care facil.;2022;699
1007;HC21: In-patient rehabilitative care;HP2: Nursing and residential care facil.;2023;770
1008;HC21: In-patient rehabilitative care;HP21: Nursing care facilities;2021;719
1009;HC21: In-patient rehabilitative care;HP21: Nursing care facilities;2022;699
1010;HC21: In-patient rehabilitative care;HP21: Nursing care facilities;2023;770
1011;HC21: In-patient rehabilitative care;HP22-29: Facilities for the disabled;2021;0
1012;HC21: In-patient rehabilitative care;HP22-29: Facilities for the disabled;2022;0
1013;HC21: In-patient rehabilitative care;HP22-29: Facilities for the disabled;2023;0
1014;HC21: In-patient rehabilitative care;HP3: Providers of ambulatory health care;2021;14
1015;HC21: In-patient rehabilitative care;HP3: Providers of ambulatory health care;2022;12
1016;HC21: In-patient rehabilitative care;HP3: Providers of ambulatory health care;2023;14
1017;HC21: In-patient rehabilitative care;HP31: Medical practices;2021;0
1018;HC21: In-patient rehabilitative care;HP31: Medical practices;2022;0
1019;HC21: In-patient rehabilitative care;HP31: Medical practices;2023;0
1020;HC21: In-patient rehabilitative care;HP32: Dental practices;2021;0
1021;HC21: In-patient rehabilitative care;HP32: Dental practices;2022;0
1022;HC21: In-patient rehabilitative care;HP32: Dental practices;2023;0
1023;HC21: In-patient rehabilitative care;HP33 : Other health care practitioners;2021;0
1024;HC21: In-patient rehabilitative care;HP33 : Other health care practitioners;2022;0
1025;HC21: In-patient rehabilitative care;HP33 : Other health care practitioners;2023;0
1026;HC21: In-patient rehabilitative care;HP34: Ambulatory health care centres;2021;14
1027;HC21: In-patient rehabilitative care;HP34: Ambulatory health care centres;2022;12
1028;HC21: In-patient rehabilitative care;HP34: Ambulatory health care centres;2023;14
1029;HC21: In-patient rehabilitative care;HP35: Providers home healthcare services;2021;0
1030;HC21: In-patient rehabilitative care;HP35: Providers home healthcare services;2022;0
1031;HC21: In-patient rehabilitative care;HP35: Providers home healthcare services;2023;0
1032;HC21: In-patient rehabilitative care;HP4: Providers of ancillary services;2021;0
1033;HC21: In-patient rehabilitative care;HP4: Providers of ancillary services;2022;0
1034;HC21: In-patient rehabilitative care;HP4: Providers of ancillary services;2023;0
1035;HC21: In-patient rehabilitative care;HP41: Patient transportation, emergency;2021;0
1036;HC21: In-patient rehabilitative care;HP41: Patient transportation, emergency;2022;0
1037;HC21: In-patient rehabilitative care;HP41: Patient transportation, emergency;2023;0
1038;HC21: In-patient rehabilitative care;HP42-49: Laboratories, other anc. serv.;2021;0
1039;HC21: In-patient rehabilitative care;HP42-49: Laboratories, other anc. serv.;2022;0
1040;HC21: In-patient rehabilitative care;HP42-49: Laboratories, other anc. serv.;2023;0
1041;HC21: In-patient rehabilitative care;HP5: Retailers of medical goods;2021;0
1042;HC21: In-patient rehabilitative care;HP5: Retailers of medical goods;2022;0
1043;HC21: In-patient rehabilitative care;HP5: Retailers of medical goods;2023;0
1044;HC21: In-patient rehabilitative care;HP51: Pharmacies;2021;0
1045;HC21: In-patient rehabilitative care;HP51: Pharmacies;2022;0
1046;HC21: In-patient rehabilitative care;HP51: Pharmacies;2023;0
1047;HC21: In-patient rehabilitative care;HP52-59 : Suppl. med. appliances, other;2021;0
1048;HC21: In-patient rehabilitative care;HP52-59 : Suppl. med. appliances, other;2022;0
1049;HC21: In-patient rehabilitative care;HP52-59 : Suppl. med. appliances, other;2023;0
1050;HC21: In-patient rehabilitative care;HP6: Providers of preventive care;2021;1
1051;HC21: In-patient rehabilitative care;HP6: Providers of preventive care;2022;1
1052;HC21: In-patient rehabilitative care;HP6: Providers of preventive care;2023;1
1053;HC21: In-patient rehabilitative care;HP7: Healthcare adm. and financ.;2021;0
1054;HC21: In-patient rehabilitative care;HP7: Healthcare adm. and financ.;2022;0
1055;HC21: In-patient rehabilitative care;HP7: Healthcare adm. and financ.;2023;0
1056;HC21: In-patient rehabilitative care;HP71: Government health administration;2021;0
1057;HC21: In-patient rehabilitative care;HP71: Government health administration;2022;0
1058;HC21: In-patient rehabilitative care;HP71: Government health administration;2023;0
1059;HC21: In-patient rehabilitative care;HP72: Social health insurance agencies;2021;0
1060;HC21: In-patient rehabilitative care;HP72: Social health insurance agencies;2022;0
1061;HC21: In-patient rehabilitative care;HP72: Social health insurance agencies;2023;0
1062;HC21: In-patient rehabilitative care;HP73: Providers of health insurance;2021;0
1063;HC21: In-patient rehabilitative care;HP73: Providers of health insurance;2022;0
1064;HC21: In-patient rehabilitative care;HP73: Providers of health insurance;2023;0
1065;HC21: In-patient rehabilitative care;HP79: Other administration agencies;2021;0
1066;HC21: In-patient rehabilitative care;HP79: Other administration agencies;2022;0
1067;HC21: In-patient rehabilitative care;HP79: Other administration agencies;2023;0
1068;HC21: In-patient rehabilitative care;HP8: Rest of economy;2021;4
1069;HC21: In-patient rehabilitative care;HP8: Rest of economy;2022;3
1070;HC21: In-patient rehabilitative care;HP8: Rest of economy;2023;3
1071;HC21: In-patient rehabilitative care;HP81: Households prov. home health care;2021;0
1072;HC21: In-patient rehabilitative care;HP81: Households prov. home health care;2022;0
1073;HC21: In-patient rehabilitative care;HP81: Households prov. home health care;2023;0
1074;HC21: In-patient rehabilitative care;HP82: Secondary providers of health care;2021;4
1075;HC21: In-patient rehabilitative care;HP82: Secondary providers of health care;2022;3
1076;HC21: In-patient rehabilitative care;HP82: Secondary providers of health care;2023;3
1077;HC21: In-patient rehabilitative care;HP9: Rest of the world;2021;0
1078;HC21: In-patient rehabilitative care;HP9: Rest of the world;2022;0
1079;HC21: In-patient rehabilitative care;HP9: Rest of the world;2023;0
1080;HC22: Day cases of rehabilitative care;Total health care providers;2021;0
1081;HC22: Day cases of rehabilitative care;Total health care providers;2022;0
1082;HC22: Day cases of rehabilitative care;Total health care providers;2023;0
1083;HC22: Day cases of rehabilitative care;HP1: Hospitals;2021;0
1084;HC22: Day cases of rehabilitative care;HP1: Hospitals;2022;0
1085;HC22: Day cases of rehabilitative care;HP1: Hospitals;2023;0
1086;HC22: Day cases of rehabilitative care;HP11: General and university hospitals;2021;0
1087;HC22: Day cases of rehabilitative care;HP11: General and university hospitals;2022;0
1088;HC22: Day cases of rehabilitative care;HP11: General and university hospitals;2023;0
1089;HC22: Day cases of rehabilitative care;HP12: Mental health institutions,;2021;0
1090;HC22: Day cases of rehabilitative care;HP12: Mental health institutions,;2022;0
1091;HC22: Day cases of rehabilitative care;HP12: Mental health institutions,;2023;0
1092;HC22: Day cases of rehabilitative care;HP13: Specialised hospitals;2021;0
1093;HC22: Day cases of rehabilitative care;HP13: Specialised hospitals;2022;0
1094;HC22: Day cases of rehabilitative care;HP13: Specialised hospitals;2023;0
1095;HC22: Day cases of rehabilitative care;HP2: Nursing and residential care facil.;2021;0
1096;HC22: Day cases of rehabilitative care;HP2: Nursing and residential care facil.;2022;0
1097;HC22: Day cases of rehabilitative care;HP2: Nursing and residential care facil.;2023;0
1098;HC22: Day cases of rehabilitative care;HP21: Nursing care facilities;2021;0
1099;HC22: Day cases of rehabilitative care;HP21: Nursing care facilities;2022;0
1100;HC22: Day cases of rehabilitative care;HP21: Nursing care facilities;2023;0
1101;HC22: Day cases of rehabilitative care;HP22-29: Facilities for the disabled;2021;0
1102;HC22: Day cases of rehabilitative care;HP22-29: Facilities for the disabled;2022;0
1103;HC22: Day cases of rehabilitative care;HP22-29: Facilities for the disabled;2023;0
1104;HC22: Day cases of rehabilitative care;HP3: Providers of ambulatory health care;2021;0
1105;HC22: Day cases of rehabilitative care;HP3: Providers of ambulatory health care;2022;0
1106;HC22: Day cases of rehabilitative care;HP3: Providers of ambulatory health care;2023;0
1107;HC22: Day cases of rehabilitative care;HP31: Medical practices;2021;0
1108;HC22: Day cases of rehabilitative care;HP31: Medical practices;2022;0
1109;HC22: Day cases of rehabilitative care;HP31: Medical practices;2023;0
1110;HC22: Day cases of rehabilitative care;HP32: Dental practices;2021;0
1111;HC22: Day cases of rehabilitative care;HP32: Dental practices;2022;0
1112;HC22: Day cases of rehabilitative care;HP32: Dental practices;2023;0
1113;HC22: Day cases of rehabilitative care;HP33 : Other health care practitioners;2021;0
1114;HC22: Day cases of rehabilitative care;HP33 : Other health care practitioners;2022;0
1115;HC22: Day cases of rehabilitative care;HP33 : Other health care practitioners;2023;0
1116;HC22: Day cases of rehabilitative care;HP34: Ambulatory health care centres;2021;0
1117;HC22: Day cases of rehabilitative care;HP34: Ambulatory health care centres;2022;0
1118;HC22: Day cases of rehabilitative care;HP34: Ambulatory health care centres;2023;0
1119;HC22: Day cases of rehabilitative care;HP35: Providers home healthcare services;2021;0
1120;HC22: Day cases of rehabilitative care;HP35: Providers home healthcare services;2022;0
1121;HC22: Day cases of rehabilitative care;HP35: Providers home healthcare services;2023;0
1122;HC22: Day cases of rehabilitative care;HP4: Providers of ancillary services;2021;0
1123;HC22: Day cases of rehabilitative care;HP4: Providers of ancillary services;2022;0
1124;HC22: Day cases of rehabilitative care;HP4: Providers of ancillary services;2023;0
1125;HC22: Day cases of rehabilitative care;HP41: Patient transportation, emergency;2021;0
1126;HC22: Day cases of rehabilitative care;HP41: Patient transportation, emergency;2022;0
1127;HC22: Day cases of rehabilitative care;HP41: Patient transportation, emergency;2023;0
1128;HC22: Day cases of rehabilitative care;HP42-49: Laboratories, other anc. serv.;2021;0
1129;HC22: Day cases of rehabilitative care;HP42-49: Laboratories, other anc. serv.;2022;0
1130;HC22: Day cases of rehabilitative care;HP42-49: Laboratories, other anc. serv.;2023;0
1131;HC22: Day cases of rehabilitative care;HP5: Retailers of medical goods;2021;0
1132;HC22: Day cases of rehabilitative care;HP5: Retailers of medical goods;2022;0
1133;HC22: Day cases of rehabilitative care;HP5: Retailers of medical goods;2023;0
1134;HC22: Day cases of rehabilitative care;HP51: Pharmacies;2021;0
1135;HC22: Day cases of rehabilitative care;HP51: Pharmacies;2022;0
1136;HC22: Day cases of rehabilitative care;HP51: Pharmacies;2023;0
1137;HC22: Day cases of rehabilitative care;HP52-59 : Suppl. med. appliances, other;2021;0
1138;HC22: Day cases of rehabilitative care;HP52-59 : Suppl. med. appliances, other;2022;0
1139;HC22: Day cases of rehabilitative care;HP52-59 : Suppl. med. appliances, other;2023;0
1140;HC22: Day cases of rehabilitative care;HP6: Providers of preventive care;2021;0
1141;HC22: Day cases of rehabilitative care;HP6: Providers of preventive care;2022;0
1142;HC22: Day cases of rehabilitative care;HP6: Providers of preventive care;2023;0
1143;HC22: Day cases of rehabilitative care;HP7: Healthcare adm. and financ.;2021;0
1144;HC22: Day cases of rehabilitative care;HP7: Healthcare adm. and financ.;2022;0
1145;HC22: Day cases of rehabilitative care;HP7: Healthcare adm. and financ.;2023;0
1146;HC22: Day cases of rehabilitative care;HP71: Government health administration;2021;0
1147;HC22: Day cases of rehabilitative care;HP71: Government health administration;2022;0
1148;HC22: Day cases of rehabilitative care;HP71: Government health administration;2023;0
1149;HC22: Day cases of rehabilitative care;HP72: Social health insurance agencies;2021;0
1150;HC22: Day cases of rehabilitative care;HP72: Social health insurance agencies;2022;0
1151;HC22: Day cases of rehabilitative care;HP72: Social health insurance agencies;2023;0
1152;HC22: Day cases of rehabilitative care;HP73: Providers of health insurance;2021;0
1153;HC22: Day cases of rehabilitative care;HP73: Providers of health insurance;2022;0
1154;HC22: Day cases of rehabilitative care;HP73: Providers of health insurance;2023;0
1155;HC22: Day cases of rehabilitative care;HP79: Other administration agencies;2021;0
1156;HC22: Day cases of rehabilitative care;HP79: Other administration agencies;2022;0
1157;HC22: Day cases of rehabilitative care;HP79: Other administration agencies;2023;0
1158;HC22: Day cases of rehabilitative care;HP8: Rest of economy;2021;0
1159;HC22: Day cases of rehabilitative care;HP8: Rest of economy;2022;0
1160;HC22: Day cases of rehabilitative care;HP8: Rest of economy;2023;0
1161;HC22: Day cases of rehabilitative care;HP81: Households prov. home health care;2021;0
1162;HC22: Day cases of rehabilitative care;HP81: Households prov. home health care;2022;0
1163;HC22: Day cases of rehabilitative care;HP81: Households prov. home health care;2023;0
1164;HC22: Day cases of rehabilitative care;HP82: Secondary providers of health care;2021;0
1165;HC22: Day cases of rehabilitative care;HP82: Secondary providers of health care;2022;0
1166;HC22: Day cases of rehabilitative care;HP82: Secondary providers of health care;2023;0
1167;HC22: Day cases of rehabilitative care;HP9: Rest of the world;2021;0
1168;HC22: Day cases of rehabilitative care;HP9: Rest of the world;2022;0
1169;HC22: Day cases of rehabilitative care;HP9: Rest of the world;2023;0
1170;HC23: Out-patient rehabilitative care;Total health care providers;2021;2821
1171;HC23: Out-patient rehabilitative care;Total health care providers;2022;2865
1172;HC23: Out-patient rehabilitative care;Total health care providers;2023;3083
1173;HC23: Out-patient rehabilitative care;HP1: Hospitals;2021;437
1174;HC23: Out-patient rehabilitative care;HP1: Hospitals;2022;444
1175;HC23: Out-patient rehabilitative care;HP1: Hospitals;2023;478
1176;HC23: Out-patient rehabilitative care;HP11: General and university hospitals;2021;118
1177;HC23: Out-patient rehabilitative care;HP11: General and university hospitals;2022;121
1178;HC23: Out-patient rehabilitative care;HP11: General and university hospitals;2023;132
1179;HC23: Out-patient rehabilitative care;HP12: Mental health institutions,;2021;0
1180;HC23: Out-patient rehabilitative care;HP12: Mental health institutions,;2022;0
1181;HC23: Out-patient rehabilitative care;HP12: Mental health institutions,;2023;0
1182;HC23: Out-patient rehabilitative care;HP13: Specialised hospitals;2021;320
1183;HC23: Out-patient rehabilitative care;HP13: Specialised hospitals;2022;322
1184;HC23: Out-patient rehabilitative care;HP13: Specialised hospitals;2023;347
1185;HC23: Out-patient rehabilitative care;HP2: Nursing and residential care facil.;2021;43
1186;HC23: Out-patient rehabilitative care;HP2: Nursing and residential care facil.;2022;46
1187;HC23: Out-patient rehabilitative care;HP2: Nursing and residential care facil.;2023;50
1188;HC23: Out-patient rehabilitative care;HP21: Nursing care facilities;2021;42
1189;HC23: Out-patient rehabilitative care;HP21: Nursing care facilities;2022;44
1190;HC23: Out-patient rehabilitative care;HP21: Nursing care facilities;2023;48
1191;HC23: Out-patient rehabilitative care;HP22-29: Facilities for the disabled;2021;2
1192;HC23: Out-patient rehabilitative care;HP22-29: Facilities for the disabled;2022;1
1193;HC23: Out-patient rehabilitative care;HP22-29: Facilities for the disabled;2023;2
1194;HC23: Out-patient rehabilitative care;HP3: Providers of ambulatory health care;2021;2270
1195;HC23: Out-patient rehabilitative care;HP3: Providers of ambulatory health care;2022;2317
1196;HC23: Out-patient rehabilitative care;HP3: Providers of ambulatory health care;2023;2490
1197;HC23: Out-patient rehabilitative care;HP31: Medical practices;2021;15
1198;HC23: Out-patient rehabilitative care;HP31: Medical practices;2022;14
1199;HC23: Out-patient rehabilitative care;HP31: Medical practices;2023;15
1200;HC23: Out-patient rehabilitative care;HP32: Dental practices;2021;0
1201;HC23: Out-patient rehabilitative care;HP32: Dental practices;2022;0
1202;HC23: Out-patient rehabilitative care;HP32: Dental practices;2023;0
1203;HC23: Out-patient rehabilitative care;HP33 : Other health care practitioners;2021;2211
1204;HC23: Out-patient rehabilitative care;HP33 : Other health care practitioners;2022;2260
1205;HC23: Out-patient rehabilitative care;HP33 : Other health care practitioners;2023;2429
1206;HC23: Out-patient rehabilitative care;HP34: Ambulatory health care centres;2021;43
1207;HC23: Out-patient rehabilitative care;HP34: Ambulatory health care centres;2022;42
1208;HC23: Out-patient rehabilitative care;HP34: Ambulatory health care centres;2023;46
1209;HC23: Out-patient rehabilitative care;HP35: Providers home healthcare services;2021;0
1210;HC23: Out-patient rehabilitative care;HP35: Providers home healthcare services;2022;0
1211;HC23: Out-patient rehabilitative care;HP35: Providers home healthcare services;2023;0
1212;HC23: Out-patient rehabilitative care;HP4: Providers of ancillary services;2021;0
1213;HC23: Out-patient rehabilitative care;HP4: Providers of ancillary services;2022;0
1214;HC23: Out-patient rehabilitative care;HP4: Providers of ancillary services;2023;0
1215;HC23: Out-patient rehabilitative care;HP41: Patient transportation, emergency;2021;0
1216;HC23: Out-patient rehabilitative care;HP41: Patient transportation, emergency;2022;0
1217;HC23: Out-patient rehabilitative care;HP41: Patient transportation, emergency;2023;0
1218;HC23: Out-patient rehabilitative care;HP42-49: Laboratories, other anc. serv.;2021;0
1219;HC23: Out-patient rehabilitative care;HP42-49: Laboratories, other anc. serv.;2022;0
1220;HC23: Out-patient rehabilitative care;HP42-49: Laboratories, other anc. serv.;2023;0
1221;HC23: Out-patient rehabilitative care;HP5: Retailers of medical goods;2021;8
1222;HC23: Out-patient rehabilitative care;HP5: Retailers of medical goods;2022;8
1223;HC23: Out-patient rehabilitative care;HP5: Retailers of medical goods;2023;8
1224;HC23: Out-patient rehabilitative care;HP51: Pharmacies;2021;0
1225;HC23: Out-patient rehabilitative care;HP51: Pharmacies;2022;0
1226;HC23: Out-patient rehabilitative care;HP51: Pharmacies;2023;0
1227;HC23: Out-patient rehabilitative care;HP52-59 : Suppl. med. appliances, other;2021;8
1228;HC23: Out-patient rehabilitative care;HP52-59 : Suppl. med. appliances, other;2022;8
1229;HC23: Out-patient rehabilitative care;HP52-59 : Suppl. med. appliances, other;2023;8
1230;HC23: Out-patient rehabilitative care;HP6: Providers of preventive care;2021;12
1231;HC23: Out-patient rehabilitative care;HP6: Providers of preventive care;2022;7
1232;HC23: Out-patient rehabilitative care;HP6: Providers of preventive care;2023;10
1233;HC23: Out-patient rehabilitative care;HP7: Healthcare adm. and financ.;2021;1
1234;HC23: Out-patient rehabilitative care;HP7: Healthcare adm. and financ.;2022;1
1235;HC23: Out-patient rehabilitative care;HP7: Healthcare adm. and financ.;2023;1
1236;HC23: Out-patient rehabilitative care;HP71: Government health administration;2021;0
1237;HC23: Out-patient rehabilitative care;HP71: Government health administration;2022;0
1238;HC23: Out-patient rehabilitative care;HP71: Government health administration;2023;0
1239;HC23: Out-patient rehabilitative care;HP72: Social health insurance agencies;2021;0
1240;HC23: Out-patient rehabilitative care;HP72: Social health insurance agencies;2022;0
1241;HC23: Out-patient rehabilitative care;HP72: Social health insurance agencies;2023;0
1242;HC23: Out-patient rehabilitative care;HP73: Providers of health insurance;2021;0
1243;HC23: Out-patient rehabilitative care;HP73: Providers of health insurance;2022;0
1244;HC23: Out-patient rehabilitative care;HP73: Providers of health insurance;2023;0
1245;HC23: Out-patient rehabilitative care;HP79: Other administration agencies;2021;1
1246;HC23: Out-patient rehabilitative care;HP79: Other administration agencies;2022;1
1247;HC23: Out-patient rehabilitative care;HP79: Other administration agencies;2023;1
1248;HC23: Out-patient rehabilitative care;HP8: Rest of economy;2021;51
1249;HC23: Out-patient rehabilitative care;HP8: Rest of economy;2022;43
1250;HC23: Out-patient rehabilitative care;HP8: Rest of economy;2023;45
1251;HC23: Out-patient rehabilitative care;HP81: Households prov. home health care;2021;0
1252;HC23: Out-patient rehabilitative care;HP81: Households prov. home health care;2022;0
1253;HC23: Out-patient rehabilitative care;HP81: Households prov. home health care;2023;0
1254;HC23: Out-patient rehabilitative care;HP82: Secondary providers of health care;2021;51
1255;HC23: Out-patient rehabilitative care;HP82: Secondary providers of health care;2022;43
1256;HC23: Out-patient rehabilitative care;HP82: Secondary providers of health care;2023;45
1257;HC23: Out-patient rehabilitative care;HP9: Rest of the world;2021;0
1258;HC23: Out-patient rehabilitative care;HP9: Rest of the world;2022;0
