ID;SBI93;Perioden;ProducentenprijzenAfzetBinnenland_1;IngekochteGrondstoffenHalffabrikaten_2
512;23 Aardolie-industrie;1971;38.0;26.0
513;23 Aardolie-industrie;1972;38.0;24.0
514;23 Aardolie-industrie;1973;46.0;29.0
515;23 Aardolie-industrie;1974;61.0;73.0
516;23 Aardolie-industrie;1975;62.0;73.0
517;23 Aardolie-industrie;1976;68.0;80.0
518;23 Aardolie-industrie;1977;66.0;82.0
519;23 Aardolie-industrie;1978;66.0;73.0
520;23 Aardolie-industrie;1979;75.0;91.0
521;23 Aardolie-industrie;1980;93.0;152.0
522;23 Aardolie-industrie;1981;113.0;211.0
523;23 Aardolie-industrie;1982;117.0;211.0
524;23 Aardolie-industrie;1983;116.0;200.0
525;23 Aardolie-industrie;1984;123.0;217.0
526;23 Aardolie-industrie;1985;125.0;215.0
527;23 Aardolie-industrie;1986;86.0;89.0
528;23 Aardolie-industrie;1987;90.0;89.0
529;23 Aardolie-industrie;1988;87.0;73.0
530;23 Aardolie-industrie;1989;94.0;92.0
531;23 Aardolie-industrie;1990;100.0;100.0
532;23 Aardolie-industrie;1991;100.0;88.0
533;23 Aardolie-industrie;1992;91.0;81.0
534;23 Aardolie-industrie;1993;87.0;75.0
535;23 Aardolie-industrie;1994;82.0;70.0
536;23 Aardolie-industrie;1995;82.0;68.0
537;23 Aardolie-industrie;1996;98.0;86.0
538;23 Aardolie-industrie;1997;108.0;90.0
539;23 Aardolie-industrie;1998;91.0;61.0
540;23 Aardolie-industrie;1999;112.0;90.0
541;23 Aardolie-industrie;2000;179.0;165.0
542;23 Aardolie-industrie;2001;170.0;144.0
543;23 Aardolie-industrie;2002;165.0;139.0
544;24 Chemische industrie;1935;9.0;
545;24 Chemische industrie;1936;9.0;
546;24 Chemische industrie;1937;11.0;
547;24 Chemische industrie;1938;11.0;
548;24 Chemische industrie;1939;11.0;
549;24 Chemische industrie;1940;15.0;
550;24 Chemische industrie;1941;16.0;
551;24 Chemische industrie;1942;17.0;
552;24 Chemische industrie;1943;18.0;
553;24 Chemische industrie;1944;18.0;
554;24 Chemische industrie;1945;22.0;
555;24 Chemische industrie;1946;34.0;
556;24 Chemische industrie;1947;34.0;
557;24 Chemische industrie;1948;34.0;
558;24 Chemische industrie;1949;36.0;
559;24 Chemische industrie;1950;37.0;
560;24 Chemische industrie;1951;46.0;
561;24 Chemische industrie;1952;45.0;
562;24 Chemische industrie;1953;40.0;
563;24 Chemische industrie;1954;41.0;
564;24 Chemische industrie;1955;43.0;
565;24 Chemische industrie;1956;43.0;
566;24 Chemische industrie;1957;44.0;
567;24 Chemische industrie;1958;44.0;
568;24 Chemische industrie;1959;43.0;
569;24 Chemische industrie;1960;43.0;
570;24 Chemische industrie;1961;40.0;
571;24 Chemische industrie;1962;41.0;
572;24 Chemische industrie;1963;41.0;
573;24 Chemische industrie;1964;43.0;
574;24 Chemische industrie;1965;45.0;
575;24 Chemische industrie;1966;46.0;
576;24 Chemische industrie;1967;46.0;
577;24 Chemische industrie;1968;47.0;
578;24 Chemische industrie;1969;50.0;
579;24 Chemische industrie;1970;51.0;35.0
580;24 Chemische industrie;1971;53.0;36.0
581;24 Chemische industrie;1972;55.0;35.0
582;24 Chemische industrie;1973;58.0;38.0
583;24 Chemische industrie;1974;65.0;63.0
584;24 Chemische industrie;1975;73.0;65.0
585;24 Chemische industrie;1976;75.0;69.0
586;24 Chemische industrie;1977;77.0;68.0
587;24 Chemische industrie;1978;78.0;66.0
588;24 Chemische industrie;1979;80.0;82.0
589;24 Chemische industrie;1980;86.0;95.0
590;24 Chemische industrie;1981;95.0;111.0
591;24 Chemische industrie;1982;99.0;114.0
592;24 Chemische industrie;1983;98.0;112.0
593;24 Chemische industrie;1984;103.0;119.0
594;24 Chemische industrie;1985;107.0;124.0
595;24 Chemische industrie;1986;97.0;99.0
596;24 Chemische industrie;1987;97.0;90.0
597;24 Chemische industrie;1988;99.0;88.0
598;24 Chemische industrie;1989;100.0;97.0
599;24 Chemische industrie;1990;100.0;100.0
600;24 Chemische industrie;1991;101.0;99.0
601;24 Chemische industrie;1992;96.0;95.0
602;24 Chemische industrie;1993;95.0;90.0
603;24 Chemische industrie;1994;98.0;90.0
604;24 Chemische industrie;1995;103.0;94.0
605;24 Chemische industrie;1996;102.0;97.0
606;24 Chemische industrie;1997;105.0;103.0
607;24 Chemische industrie;1998;103.0;95.0
608;24 Chemische industrie;1999;104.0;100.0
609;24 Chemische industrie;2000;122.0;132.0
610;24 Chemische industrie;2001;125.0;127.0
611;24 Chemische industrie;2002;119.0;123.0
612;27-33 Metaal- elektrotechnische ind.;1935;8.0;6.0
613;27-33 Metaal- elektrotechnische ind.;1936;7.0;7.0
614;27-33 Metaal- elektrotechnische ind.;1937;9.0;11.0
615;27-33 Metaal- elektrotechnische ind.;1938;9.0;9.0
616;27-33 Metaal- elektrotechnische ind.;1939;10.0;10.0
617;27-33 Metaal- elektrotechnische ind.;1940;12.0;13.0
618;27-33 Metaal- elektrotechnische ind.;1941;13.0;13.0
619;27-33 Metaal- elektrotechnische ind.;1942;13.0;11.0
620;27-33 Metaal- elektrotechnische ind.;1943;13.0;11.0
621;27-33 Metaal- elektrotechnische ind.;1944;13.0;11.0
622;27-33 Metaal- elektrotechnische ind.;1945;13.0;11.0
623;27-33 Metaal- elektrotechnische ind.;1946;24.0;22.0
624;27-33 Metaal- elektrotechnische ind.;1947;25.0;24.0
625;27-33 Metaal- elektrotechnische ind.;1948;25.0;26.0
626;27-33 Metaal- elektrotechnische ind.;1949;26.0;27.0
627;27-33 Metaal- elektrotechnische ind.;1950;30.0;28.0
628;27-33 Metaal- elektrotechnische ind.;1951;37.0;47.0
629;27-33 Metaal- elektrotechnische ind.;1952;38.0;46.0
630;27-33 Metaal- elektrotechnische ind.;1953;35.0;38.0
631;27-33 Metaal- elektrotechnische ind.;1954;35.0;36.0
632;27-33 Metaal- elektrotechnische ind.;1955;37.0;41.0
633;27-33 Metaal- elektrotechnische ind.;1956;39.0;43.0
634;27-33 Metaal- elektrotechnische ind.;1957;39.0;42.0
635;27-33 Metaal- elektrotechnische ind.;1958;36.0;40.0
636;27-33 Metaal- elektrotechnische ind.;1959;37.0;33.0
637;27-33 Metaal- elektrotechnische ind.;1960;37.0;41.0
638;27-33 Metaal- elektrotechnische ind.;1961;37.0;39.0
639;27-33 Metaal- elektrotechnische ind.;1962;37.0;39.0
640;27-33 Metaal- elektrotechnische ind.;1963;37.0;38.0
641;27-33 Metaal- elektrotechnische ind.;1964;39.0;42.0
642;27-33 Metaal- elektrotechnische ind.;1965;40.0;46.0
643;27-33 Metaal- elektrotechnische ind.;1966;43.0;46.0
644;27-33 Metaal- elektrotechnische ind.;1967;43.0;44.0
645;27-33 Metaal- elektrotechnische ind.;1968;44.0;43.0
646;27-33 Metaal- elektrotechnische ind.;1969;46.0;47.0
647;27-33 Metaal- elektrotechnische ind.;1970;49.0;51.0
648;27-33 Metaal- elektrotechnische ind.;1971;52.0;50.0
649;27-33 Metaal- elektrotechnische ind.;1972;54.0;50.0
650;27-33 Metaal- elektrotechnische ind.;1973;57.0;57.0
651;27-33 Metaal- elektrotechnische ind.;1974;62.0;71.0
652;27-33 Metaal- elektrotechnische ind.;1975;67.0;67.0
653;27-33 Metaal- elektrotechnische ind.;1976;70.0;72.0
654;27-33 Metaal- elektrotechnische ind.;1977;72.0;71.0
655;27-33 Metaal- elektrotechnische ind.;1978;72.0;71.0
656;27-33 Metaal- elektrotechnische ind.;1979;76.0;76.0
657;27-33 Metaal- elektrotechnische ind.;1980;79.0;81.0
658;27-33 Metaal- elektrotechnische ind.;1981;83.0;88.0
659;27-33 Metaal- elektrotechnische ind.;1982;87.0;91.0
660;27-33 Metaal- elektrotechnische ind.;1983;89.0;93.0
661;27-33 Metaal- elektrotechnische ind.;1984;91.0;96.0
662;27-33 Metaal- elektrotechnische ind.;1985;94.0;102.0
663;27-33 Metaal- elektrotechnische ind.;1986;95.0;95.0
664;27-33 Metaal- elektrotechnische ind.;1987;94.0;93.0
665;27-33 Metaal- elektrotechnische ind.;1988;96.0;96.0
666;27-33 Metaal- elektrotechnische ind.;1989;100.0;102.0
667;27-33 Metaal- elektrotechnische ind.;1990;100.0;100.0
668;27-33 Metaal- elektrotechnische ind.;1991;101.0;99.0
669;27-33 Metaal- elektrotechnische ind.;1992;102.0;98.0
670;27-33 Metaal- elektrotechnische ind.;1993;101.0;97.0
671;27-33 Metaal- elektrotechnische ind.;1994;101.0;98.0
672;27-33 Metaal- elektrotechnische ind.;1995;104.0;101.0
673;27-33 Metaal- elektrotechnische ind.;1996;104.0;100.0
674;27-33 Metaal- elektrotechnische ind.;1997;106.0;103.0
675;27-33 Metaal- elektrotechnische ind.;1998;107.0;103.0
676;27-33 Metaal- elektrotechnische ind.;1999;107.0;101.0
677;27-33 Metaal- elektrotechnische ind.;2000;110.0;108.0
678;27-33 Metaal- elektrotechnische ind.;2001;111.0;110.0
679;27-33 Metaal- elektrotechnische ind.;2002;113.0;108.0
680;27 Basismetaalindustrie;1935;0.0;
681;27 Basismetaalindustrie;1936;0.0;
682;27 Basismetaalindustrie;1937;0.0;
683;27 Basismetaalindustrie;1938;0.0;
684;27 Basismetaalindustrie;1939;0.0;
685;27 Basismetaalindustrie;1940;0.0;
686;27 Basismetaalindustrie;1941;0.0;
687;27 Basismetaalindustrie;1942;0.0;
688;27 Basismetaalindustrie;1943;0.0;
689;27 Basismetaalindustrie;1944;0.0;
690;27 Basismetaalindustrie;1945;0.0;
691;27 Basismetaalindustrie;1946;0.0;
692;27 Basismetaalindustrie;1947;0.0;
693;27 Basismetaalindustrie;1948;0.0;
694;27 Basismetaalindustrie;1949;0.0;
695;27 Basismetaalindustrie;1950;0.0;
696;27 Basismetaalindustrie;1951;0.0;
697;27 Basismetaalindustrie;1952;0.0;
698;27 Basismetaalindustrie;1953;0.0;
699;27 Basismetaalindustrie;1954;0.0;
700;27 Basismetaalindustrie;1955;0.0;
701;27 Basismetaalindustrie;1956;0.0;
702;27 Basismetaalindustrie;1957;0.0;
703;27 Basismetaalindustrie;1958;0.0;
704;27 Basismetaalindustrie;1959;0.0;
705;27 Basismetaalindustrie;1960;0.0;
706;27 Basismetaalindustrie;1961;0.0;
707;27 Basismetaalindustrie;1962;0.0;
708;27 Basismetaalindustrie;1963;0.0;
709;27 Basismetaalindustrie;1964;0.0;
710;27 Basismetaalindustrie;1965;0.0;
711;27 Basismetaalindustrie;1966;0.0;
712;27 Basismetaalindustrie;1967;0.0;
713;27 Basismetaalindustrie;1968;0.0;
714;27 Basismetaalindustrie;1969;0.0;
715;27 Basismetaalindustrie;1970;0.0;
716;27 Basismetaalindustrie;1971;0.0;
717;27 Basismetaalindustrie;1972;0.0;
718;27 Basismetaalindustrie;1973;0.0;
719;27 Basismetaalindustrie;1974;0.0;
720;27 Basismetaalindustrie;1975;0.0;72.0
721;27 Basismetaalindustrie;1976;0.0;76.0
722;27 Basismetaalindustrie;1977;0.0;75.0
723;27 Basismetaalindustrie;1978;0.0;72.0
724;27 Basismetaalindustrie;1979;0.0;78.0
725;27 Basismetaalindustrie;1980;0.0;84.0
726;27 Basismetaalindustrie;1981;0.0;99.0
727;27 Basismetaalindustrie;1982;0.0;102.0
728;27 Basismetaalindustrie;1983;0.0;102.0
729;27 Basismetaalindustrie;1984;0.0;110.0
730;27 Basismetaalindustrie;1985;0.0;111.0
731;27 Basismetaalindustrie;1986;0.0;94.0
732;27 Basismetaalindustrie;1987;0.0;87.0
733;27 Basismetaalindustrie;1988;0.0;95.0
734;27 Basismetaalindustrie;1989;0.0;105.0
735;27 Basismetaalindustrie;1990;0.0;100.0
736;27 Basismetaalindustrie;1991;0.0;99.0
737;27 Basismetaalindustrie;1992;0.0;98.0
738;27 Basismetaalindustrie;1993;0.0;97.0
739;27 Basismetaalindustrie;1994;0.0;98.0
740;27 Basismetaalindustrie;1995;0.0;101.0
741;27 Basismetaalindustrie;1996;0.0;100.0
742;27 Basismetaalindustrie;1997;0.0;103.0
743;27 Basismetaalindustrie;1998;0.0;103.0
744;27 Basismetaalindustrie;1999;0.0;98.0
745;27 Basismetaalindustrie;2000;0.0;110.0
746;27 Basismetaalindustrie;2001;0.0;113.0
747;27 Basismetaalindustrie;2002;0.0;110.0
748;28 Metaalproductenindustrie;1935;;
749;28 Metaalproductenindustrie;1936;;
750;28 Metaalproductenindustrie;1937;;
751;28 Metaalproductenindustrie;1938;;
752;28 Metaalproductenindustrie;1939;;
753;28 Metaalproductenindustrie;1940;;
754;28 Metaalproductenindustrie;1941;;
755;28 Metaalproductenindustrie;1942;;
756;28 Metaalproductenindustrie;1943;;
757;28 Metaalproductenindustrie;1944;;
758;28 Metaalproductenindustrie;1945;;
759;28 Metaalproductenindustrie;1946;;
760;28 Metaalproductenindustrie;1947;;
761;28 Metaalproductenindustrie;1948;23.0;
762;28 Metaalproductenindustrie;1949;24.0;
763;28 Metaalproductenindustrie;1950;27.0;
764;28 Metaalproductenindustrie;1951;33.0;
765;28 Metaalproductenindustrie;1952;35.0;
766;28 Metaalproductenindustrie;1953;32.0;
767;28 Metaalproductenindustrie;1954;31.0;
768;28 Metaalproductenindustrie;1955;33.0;
769;28 Metaalproductenindustrie;1956;30.0;
770;28 Metaalproductenindustrie;1957;36.0;
771;28 Metaalproductenindustrie;1958;35.0;
772;28 Metaalproductenindustrie;1959;35.0;
773;28 Metaalproductenindustrie;1960;35.0;
774;28 Metaalproductenindustrie;1961;32.0;
775;28 Metaalproductenindustrie;1962;35.0;
776;28 Metaalproductenindustrie;1963;35.0;
777;28 Metaalproductenindustrie;1964;36.0;
778;28 Metaalproductenindustrie;1965;37.0;
779;28 Metaalproductenindustrie;1966;38.0;
780;28 Metaalproductenindustrie;1967;38.0;
781;28 Metaalproductenindustrie;1968;38.0;
782;28 Metaalproductenindustrie;1969;40.0;
783;28 Metaalproductenindustrie;1970;43.0;
784;28 Metaalproductenindustrie;1971;46.0;
785;28 Metaalproductenindustrie;1972;47.0;
786;28 Metaalproductenindustrie;1973;49.0;
787;28 Metaalproductenindustrie;1974;57.0;
788;28 Metaalproductenindustrie;1975;62.0;66.0
789;28 Metaalproductenindustrie;1976;65.0;70.0
790;28 Metaalproductenindustrie;1977;68.0;67.0
791;28 Metaalproductenindustrie;1978;70.0;70.0
792;28 Metaalproductenindustrie;1979;72.0;74.0
793;28 Metaalproductenindustrie;1980;76.0;79.0
794;28 Metaalproductenindustrie;1981;80.0;84.0
795;28 Metaalproductenindustrie;1982;85.0;90.0
796;28 Metaalproductenindustrie;1983;87.0;91.0
797;28 Metaalproductenindustrie;1984;89.0;95.0
798;28 Metaalproductenindustrie;1985;91.0;99.0
799;28 Metaalproductenindustrie;1986;93.0;93.0
800;28 Metaalproductenindustrie;1987;93.0;90.0
801;28 Metaalproductenindustrie;1988;94.0;95.0
802;28 Metaalproductenindustrie;1989;98.0;103.0
803;28 Metaalproductenindustrie;1990;100.0;100.0
804;28 Metaalproductenindustrie;1991;103.0;102.0
805;28 Metaalproductenindustrie;1992;105.0;103.0
806;28 Metaalproductenindustrie;1993;106.0;103.0
807;28 Metaalproductenindustrie;1994;107.0;104.0
808;28 Metaalproductenindustrie;1995;108.0;105.0
809;28 Metaalproductenindustrie;1996;110.0;105.0
810;28 Metaalproductenindustrie;1997;111.0;107.0
811;28 Metaalproductenindustrie;1998;113.0;108.0
812;28 Metaalproductenindustrie;1999;113.0;103.0
813;28 Metaalproductenindustrie;2000;116.0;114.0
814;28 Metaalproductenindustrie;2001;119.0;113.0
815;28 Metaalproductenindustrie;2002;121.0;113.0
816;29 Machine-industrie;1935;;
817;29 Machine-industrie;1936;;
818;29 Machine-industrie;1937;;
819;29 Machine-industrie;1938;;
820;29 Machine-industrie;1939;;
821;29 Machine-industrie;1940;;
822;29 Machine-industrie;1941;;
823;29 Machine-industrie;1942;;
824;29 Machine-industrie;1943;;
825;29 Machine-industrie;1944;;
826;29 Machine-industrie;1945;;
827;29 Machine-industrie;1946;;
828;29 Machine-industrie;1947;;
829;29 Machine-industrie;1948;21.0;
830;29 Machine-industrie;1949;21.0;
831;29 Machine-industrie;1950;23.0;
832;29 Machine-industrie;1951;26.0;
833;29 Machine-industrie;1952;28.0;
834;29 Machine-industrie;1953;28.0;
835;29 Machine-industrie;1954;28.0;
836;29 Machine-industrie;1955;29.0;
837;29 Machine-industrie;1956;30.0;
838;29 Machine-industrie;1957;30.0;
839;29 Machine-industrie;1958;30.0;
840;29 Machine-industrie;1959;29.0;
841;29 Machine-industrie;1960;30.0;
842;29 Machine-industrie;1961;30.0;
843;29 Machine-industrie;1962;31.0;
844;29 Machine-industrie;1963;31.0;
845;29 Machine-industrie;1964;33.0;
846;29 Machine-industrie;1965;34.0;
847;29 Machine-industrie;1966;35.0;
848;29 Machine-industrie;1967;37.0;
849;29 Machine-industrie;1968;37.0;
850;29 Machine-industrie;1969;38.0;
851;29 Machine-industrie;1970;41.0;
852;29 Machine-industrie;1971;44.0;
853;29 Machine-industrie;1972;47.0;
854;29 Machine-industrie;1973;49.0;
855;29 Machine-industrie;1974;55.0;
856;29 Machine-industrie;1975;61.0;66.0
857;29 Machine-industrie;1976;67.0;70.0
858;29 Machine-industrie;1977;70.0;68.0
859;29 Machine-industrie;1978;72.0;72.0
860;29 Machine-industrie;1979;74.0;75.0
861;29 Machine-industrie;1980;78.0;79.0
862;29 Machine-industrie;1981;81.0;84.0
863;29 Machine-industrie;1982;86.0;91.0
864;29 Machine-industrie;1983;88.0;92.0
865;29 Machine-industrie;1984;90.0;95.0
866;29 Machine-industrie;1985;93.0;99.0
867;29 Machine-industrie;1986;94.0;95.0
868;29 Machine-industrie;1987;95.0;93.0
869;29 Machine-industrie;1988;96.0;96.0
870;29 Machine-industrie;1989;98.0;102.0
871;29 Machine-industrie;1990;100.0;100.0
872;29 Machine-industrie;1991;104.0;101.0
873;29 Machine-industrie;1992;108.0;101.0
874;29 Machine-industrie;1993;108.0;100.0
875;29 Machine-industrie;1994;111.0;102.0
876;29 Machine-industrie;1995;113.0;104.0
877;29 Machine-industrie;1996;114.0;105.0
878;29 Machine-industrie;1997;116.0;107.0
879;29 Machine-industrie;1998;119.0;107.0
880;29 Machine-industrie;1999;120.0;106.0
881;29 Machine-industrie;2000;121.0;112.0
882;29 Machine-industrie;2001;122.0;114.0
883;29 Machine-industrie;2002;125.0;113.0
884;31 Elektrotechnische industrie;1935;;
885;31 Elektrotechnische industrie;1936;;
886;31 Elektrotechnische industrie;1937;;
887;31 Elektrotechnische industrie;1938;;
888;31 Elektrotechnische industrie;1939;;
889;31 Elektrotechnische industrie;1940;;
890;31 Elektrotechnische industrie;1941;;
891;31 Elektrotechnische industrie;1942;;
892;31 Elektrotechnische industrie;1943;;
893;31 Elektrotechnische industrie;1944;;
894;31 Elektrotechnische industrie;1945;;
895;31 Elektrotechnische industrie;1946;;
896;31 Elektrotechnische industrie;1947;;
897;31 Elektrotechnische industrie;1948;30.0;
898;31 Elektrotechnische industrie;1949;33.0;
899;31 Elektrotechnische industrie;1950;37.0;
900;31 Elektrotechnische industrie;1951;57.0;
901;31 Elektrotechnische industrie;1952;53.0;
902;31 Elektrotechnische industrie;1953;47.0;
903;31 Elektrotechnische industrie;1954;46.0;
904;31 Elektrotechnische industrie;1955;52.0;
905;31 Elektrotechnische industrie;1956;55.0;
906;31 Elektrotechnische industrie;1957;52.0;
907;31 Elektrotechnische industrie;1958;45.0;
908;31 Elektrotechnische industrie;1959;46.0;
909;31 Elektrotechnische industrie;1960;46.0;
910;31 Elektrotechnische industrie;1961;46.0;
911;31 Elektrotechnische industrie;1962;46.0;
912;31 Elektrotechnische industrie;1963;45.0;
913;31 Elektrotechnische industrie;1964;47.0;
914;31 Elektrotechnische industrie;1965;50.0;
915;31 Elektrotechnische industrie;1966;58.0;
916;31 Elektrotechnische industrie;1967;57.0;
917;31 Elektrotechnische industrie;1968;59.0;
918;31 Elektrotechnische industrie;1969;63.0;
919;31 Elektrotechnische industrie;1970;64.0;
920;31 Elektrotechnische industrie;1971;65.0;
921;31 Elektrotechnische industrie;1972;68.0;
922;31 Elektrotechnische industrie;1973;72.0;
923;31 Elektrotechnische industrie;1974;78.0;
924;31 Elektrotechnische industrie;1975;79.0;65.0
925;31 Elektrotechnische industrie;1976;81.0;69.0
926;31 Elektrotechnische industrie;1977;81.0;70.0
927;31 Elektrotechnische industrie;1978;81.0;68.0
928;31 Elektrotechnische industrie;1979;83.0;76.0
929;31 Elektrotechnische industrie;1980;84.0;82.0
930;31 Elektrotechnische industrie;1981;90.0;90.0
931;31 Elektrotechnische industrie;1982;93.0;91.0
932;31 Elektrotechnische industrie;1983;95.0;95.0
933;31 Elektrotechnische industrie;1984;97.0;97.0
934;31 Elektrotechnische industrie;1985;99.0;103.0
935;31 Elektrotechnische industrie;1986;98.0;96.0
936;31 Elektrotechnische industrie;1987;99.0;94.0
937;31 Elektrotechnische industrie;1988;100.0;96.0
938;31 Elektrotechnische industrie;1989;101.0;101.0
939;31 Elektrotechnische industrie;1990;100.0;100.0
940;31 Elektrotechnische industrie;1991;103.0;100.0
941;31 Elektrotechnische industrie;1992;107.0;100.0
942;31 Elektrotechnische industrie;1993;109.0;99.0
943;31 Elektrotechnische industrie;1994;110.0;101.0
944;31 Elektrotechnische industrie;1995;112.0;102.0
945;31 Elektrotechnische industrie;1996;113.0;102.0
946;31 Elektrotechnische industrie;1997;114.0;105.0
947;31 Elektrotechnische industrie;1998;116.0;105.0
948;31 Elektrotechnische industrie;1999;117.0;104.0
949;31 Elektrotechnische industrie;2000;119.0;110.0
950;31 Elektrotechnische industrie;2001;121.0;111.0
951;31 Elektrotechnische industrie;2002;122.0;108.0
952;34-35 Transportmiddelenindustrie;1935;;
953;34-35 Transportmiddelenindustrie;1936;;
954;34-35 Transportmiddelenindustrie;1937;;
955;34-35 Transportmiddelenindustrie;1938;;
956;34-35 Transportmiddelenindustrie;1939;;
957;34-35 Transportmiddelenindustrie;1940;;
958;34-35 Transportmiddelenindustrie;1941;;
959;34-35 Transportmiddelenindustrie;1942;;
960;34-35 Transportmiddelenindustrie;1943;;
961;34-35 Transportmiddelenindustrie;1944;;
962;34-35 Transportmiddelenindustrie;1945;;
963;34-35 Transportmiddelenindustrie;1946;;
964;34-35 Transportmiddelenindustrie;1947;;
965;34-35 Transportmiddelenindustrie;1948;26.0;
966;34-35 Transportmiddelenindustrie;1949;27.0;
967;34-35 Transportmiddelenindustrie;1950;30.0;
968;34-35 Transportmiddelenindustrie;1951;33.0;
969;34-35 Transportmiddelenindustrie;1952;34.0;
970;34-35 Transportmiddelenindustrie;1953;34.0;
971;34-35 Transportmiddelenindustrie;1954;34.0;
972;34-35 Transportmiddelenindustrie;1955;34.0;
973;34-35 Transportmiddelenindustrie;1956;35.0;
974;34-35 Transportmiddelenindustrie;1957;36.0;
975;34-35 Transportmiddelenindustrie;1958;36.0;
976;34-35 Transportmiddelenindustrie;1959;37.0;
977;34-35 Transportmiddelenindustrie;1960;37.0;
978;34-35 Transportmiddelenindustrie;1961;37.0;
979;34-35 Transportmiddelenindustrie;1962;37.0;
980;34-35 Transportmiddelenindustrie;1963;37.0;
981;34-35 Transportmiddelenindustrie;1964;37.0;
982;34-35 Transportmiddelenindustrie;1965;38.0;
983;34-35 Transportmiddelenindustrie;1966;39.0;
984;34-35 Transportmiddelenindustrie;1967;39.0;
985;34-35 Transportmiddelenindustrie;1968;38.0;
986;34-35 Transportmiddelenindustrie;1969;39.0;
987;34-35 Transportmiddelenindustrie;1970;41.0;
988;34-35 Transportmiddelenindustrie;1971;43.0;
989;34-35 Transportmiddelenindustrie;1972;46.0;
990;34-35 Transportmiddelenindustrie;1973;48.0;
991;34-35 Transportmiddelenindustrie;1974;52.0;
992;34-35 Transportmiddelenindustrie;1975;57.0;60.0
993;34-35 Transportmiddelenindustrie;1976;61.0;65.0
994;34-35 Transportmiddelenindustrie;1977;64.0;65.0
995;34-35 Transportmiddelenindustrie;1978;67.0;66.0
996;34-35 Transportmiddelenindustrie;1979;69.0;69.0
997;34-35 Transportmiddelenindustrie;1980;73.0;76.0
998;34-35 Transportmiddelenindustrie;1981;75.0;82.0
999;34-35 Transportmiddelenindustrie;1982;79.0;86.0
1000;34-35 Transportmiddelenindustrie;1983;81.0;88.0
1001;34-35 Transportmiddelenindustrie;1984;84.0;93.0
1002;34-35 Transportmiddelenindustrie;1985;87.0;95.0
1003;34-35 Transportmiddelenindustrie;1986;89.0;94.0
1004;34-35 Transportmiddelenindustrie;1987;91.0;93.0
1005;34-35 Transportmiddelenindustrie;1988;94.0;96.0
1006;34-35 Transportmiddelenindustrie;1989;98.0;100.0
1007;34-35 Transportmiddelenindustrie;1990;100.0;100.0
1008;34-35 Transportmiddelenindustrie;1991;103.0;102.0
1009;34-35 Transportmiddelenindustrie;1992;106.0;102.0
1010;34-35 Transportmiddelenindustrie;1993;108.0;102.0
1011;34-35 Transportmiddelenindustrie;1994;108.0;103.0
1012;34-35 Transportmiddelenindustrie;1995;111.0;104.0
1013;34-35 Transportmiddelenindustrie;1996;114.0;104.0
1014;34-35 Transportmiddelenindustrie;1997;114.0;106.0
1015;34-35 Transportmiddelenindustrie;1998;112.0;107.0
1016;34-35 Transportmiddelenindustrie;1999;;
1017;34-35 Transportmiddelenindustrie;2000;;
1018;34-35 Transportmiddelenindustrie;2001;;
1019;34-35 Transportmiddelenindustrie;2002;;
1020;40-41 Openbare nutsbedrijven;1935;;
1021;40-41 Openbare nutsbedrijven;1936;;
1022;40-41 Openbare nutsbedrijven;1937;;
1023;40-41 Openbare nutsbedrijven;1938;;
1024;40-41 Openbare nutsbedrijven;1939;;
1025;40-41 Openbare nutsbedrijven;1940;;
1026;40-41 Openbare nutsbedrijven;1941;;
1027;40-41 Openbare nutsbedrijven;1942;;
1028;40-41 Openbare nutsbedrijven;1943;;
1029;40-41 Openbare nutsbedrijven;1944;;
1030;40-41 Openbare nutsbedrijven;1945;;
1031;40-41 Openbare nutsbedrijven;1946;;
1032;40-41 Openbare nutsbedrijven;1947;;
1033;40-41 Openbare nutsbedrijven;1948;;
1034;40-41 Openbare nutsbedrijven;1949;;
1035;40-41 Openbare nutsbedrijven;1950;;
1036;40-41 Openbare nutsbedrijven;1951;;
1037;40-41 Openbare nutsbedrijven;1952;;
1038;40-41 Openbare nutsbedrijven;1953;;
1039;40-41 Openbare nutsbedrijven;1954;;
1040;40-41 Openbare nutsbedrijven;1955;;
1041;40-41 Openbare nutsbedrijven;1956;;
1042;40-41 Openbare nutsbedrijven;1957;;
1043;40-41 Openbare nutsbedrijven;1958;;
1044;40-41 Openbare nutsbedrijven;1959;;
1045;40-41 Openbare nutsbedrijven;1960;;
1046;40-41 Openbare nutsbedrijven;1961;;
1047;40-41 Openbare nutsbedrijven;1962;;
1048;40-41 Openbare nutsbedrijven;1963;;
1049;40-41 Openbare nutsbedrijven;1964;;
1050;40-41 Openbare nutsbedrijven;1965;;
1051;40-41 Openbare nutsbedrijven;1966;;
1052;40-41 Openbare nutsbedrijven;1967;;
1053;40-41 Openbare nutsbedrijven;1968;;
1054;40-41 Openbare nutsbedrijven;1969;;
1055;40-41 Openbare nutsbedrijven;1970;;
1056;40-41 Openbare nutsbedrijven;1971;;
1057;40-41 Openbare nutsbedrijven;1972;;
1058;40-41 Openbare nutsbedrijven;1973;;
1059;40-41 Openbare nutsbedrijven;1974;;
1060;40-41 Openbare nutsbedrijven;1975;63.0;62.0
1061;40-41 Openbare nutsbedrijven;1976;71.0;75.0
1062;40-41 Openbare nutsbedrijven;1977;74.0;82.0
1063;40-41 Openbare nutsbedrijven;1978;78.0;77.0
1064;40-41 Openbare nutsbedrijven;1979;82.0;93.0
