ID;Geslacht;Onderwijssoorten;Migratieachtergrond;Generatie;WoonregioSchoolregio;Regiokenmerken;Perioden;TotaalAantalLeerlingen_1;TotaalVertraagdeLeerlingen_2;VertraagdeLeerlingenNaarHogerNiveau_3;VertraagdeLeerlingenNaarLagerNiveau_4;VertraagdeLeerlingenNaarGelijkNiveau_5;TotaalVertraagdeLeerlingen_6;VertraagdeLeerlingenNaarHogerNiveau_7;VertraagdeLeerlingenNaarLagerNiveau_8;VertraagdeLeerlingenNaarGelijkNiveau_9
2769;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2012/'13 naar 2013/'14;125349.0;;1154.0;766.0;4508.0;;1.0;1.0;4.0
2770;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2013/'14 naar 2014/'15;130869.0;;1326.0;679.0;4483.0;;1.0;1.0;3.0
2771;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2014/'15 naar 2015/'16;144611.0;;1666.0;687.0;4565.0;;1.0;0.0;3.0
2772;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2015/'16 naar 2016/'17;150125.0;;1791.0;684.0;4713.0;;1.0;0.0;3.0
2773;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2016/'17 naar 2017/'18;149275.0;;1869.0;716.0;5278.0;;1.0;0.0;4.0
2774;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten >= 100.000 inw. (exclusief G4);2017/'18 naar 2018/'19;147124.0;;1644.0;758.0;5417.0;;1.0;1.0;4.0
2775;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2003/'04 naar 2004/'05;527577.0;28062.0;4818.0;2298.0;15639.0;5.0;1.0;0.0;3.0
2776;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2004/'05 naar 2005/'06;535562.0;27106.0;5157.0;2170.0;15051.0;5.0;1.0;0.0;3.0
2777;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2005/'06 naar 2006/'07;564099.0;29462.0;5891.0;2241.0;16672.0;5.0;1.0;0.0;3.0
2778;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2006/'07 naar 2007/'08;567033.0;30332.0;6753.0;2350.0;16709.0;5.0;1.0;0.0;3.0
2779;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2007/'08 naar 2008/'09;566422.0;28163.0;6688.0;2451.0;14681.0;5.0;1.0;0.0;3.0
2780;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2008/'09 naar 2009/'10;561902.0;30069.0;6528.0;2694.0;16364.0;5.0;1.0;0.0;3.0
2781;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2009/'10 naar 2010/'11;559925.0;32940.0;6336.0;3140.0;18382.0;6.0;1.0;1.0;3.0
2782;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2010/'11 naar 2011/'12;556444.0;;5762.0;3499.0;19439.0;;1.0;1.0;3.0
2783;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2011/'12 naar 2012/'13;563566.0;;5319.0;3884.0;19597.0;;1.0;1.0;3.0
2784;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2012/'13 naar 2013/'14;563625.0;;4876.0;3445.0;18173.0;;1.0;1.0;3.0
2785;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2013/'14 naar 2014/'15;564822.0;;5143.0;2887.0;17134.0;;1.0;1.0;3.0
2786;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2014/'15 naar 2015/'16;555404.0;;6102.0;2617.0;16499.0;;1.0;0.0;3.0
2787;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2015/'16 naar 2016/'17;552012.0;;6511.0;2472.0;16304.0;;1.0;0.0;3.0
2788;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2016/'17 naar 2017/'18;545274.0;;6572.0;2598.0;17141.0;;1.0;0.0;3.0
2789;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Gemeenten < 100.000 inwoners;2017/'18 naar 2018/'19;532557.0;;5783.0;2828.0;17790.0;;1.0;1.0;3.0
2790;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2003/'04 naar 2004/'05;76575.0;4584.0;955.0;373.0;2577.0;6.0;1.0;0.0;3.0
2791;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2004/'05 naar 2005/'06;77165.0;4516.0;1073.0;320.0;2471.0;6.0;1.0;0.0;3.0
2792;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2005/'06 naar 2006/'07;81890.0;4894.0;1147.0;317.0;2744.0;6.0;1.0;0.0;3.0
2793;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2006/'07 naar 2007/'08;82619.0;5133.0;1255.0;343.0;2857.0;6.0;2.0;0.0;3.0
2794;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2007/'08 naar 2008/'09;82806.0;4768.0;1308.0;382.0;2528.0;6.0;2.0;0.0;3.0
2795;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2008/'09 naar 2009/'10;82641.0;5202.0;1174.0;484.0;2867.0;6.0;1.0;1.0;3.0
2796;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2009/'10 naar 2010/'11;83165.0;5573.0;1181.0;496.0;3138.0;7.0;1.0;1.0;4.0
2797;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2010/'11 naar 2011/'12;83368.0;;974.0;565.0;3255.0;;1.0;1.0;4.0
2798;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2011/'12 naar 2012/'13;84439.0;;922.0;672.0;3230.0;;1.0;1.0;4.0
2799;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2012/'13 naar 2013/'14;85360.0;;810.0;599.0;3185.0;;1.0;1.0;4.0
2800;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2013/'14 naar 2014/'15;86255.0;;805.0;483.0;3003.0;;1.0;1.0;3.0
2801;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2014/'15 naar 2015/'16;86786.0;;977.0;394.0;2815.0;;1.0;0.0;3.0
2802;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2015/'16 naar 2016/'17;86740.0;;1043.0;411.0;2787.0;;1.0;0.0;3.0
2803;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2016/'17 naar 2017/'18;85599.0;;1046.0;431.0;2917.0;;1.0;1.0;3.0
2804;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Noord-Nederland (LD);2017/'18 naar 2018/'19;83858.0;;843.0;488.0;3084.0;;1.0;1.0;4.0
2805;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2003/'04 naar 2004/'05;161941.0;7855.0;1314.0;706.0;4295.0;5.0;1.0;0.0;3.0
2806;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2004/'05 naar 2005/'06;163645.0;7791.0;1419.0;664.0;4334.0;5.0;1.0;0.0;3.0
2807;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2005/'06 naar 2006/'07;170255.0;8467.0;1673.0;673.0;4723.0;5.0;1.0;0.0;3.0
2808;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2006/'07 naar 2007/'08;171216.0;8829.0;1934.0;722.0;4828.0;5.0;1.0;0.0;3.0
2809;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2007/'08 naar 2008/'09;171045.0;8244.0;1849.0;720.0;4259.0;5.0;1.0;0.0;2.0
2810;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2008/'09 naar 2009/'10;170198.0;8804.0;1889.0;810.0;4728.0;5.0;1.0;0.0;3.0
2811;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2009/'10 naar 2010/'11;170224.0;9434.0;1762.0;971.0;5276.0;6.0;1.0;1.0;3.0
2812;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2010/'11 naar 2011/'12;170454.0;;1648.0;1099.0;5746.0;;1.0;1.0;3.0
2813;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2011/'12 naar 2012/'13;172373.0;;1554.0;1197.0;5914.0;;1.0;1.0;3.0
2814;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2012/'13 naar 2013/'14;175276.0;;1396.0;1089.0;5481.0;;1.0;1.0;3.0
2815;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2013/'14 naar 2014/'15;178149.0;;1514.0;916.0;5150.0;;1.0;1.0;3.0
2816;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2014/'15 naar 2015/'16;179844.0;;1862.0;882.0;5013.0;;1.0;0.0;3.0
2817;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2015/'16 naar 2016/'17;181975.0;;1965.0;841.0;5204.0;;1.0;0.0;3.0
2818;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2016/'17 naar 2017/'18;180750.0;;2093.0;837.0;5458.0;;1.0;0.0;3.0
2819;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Oost-Nederland (LD);2017/'18 naar 2018/'19;177289.0;;1811.0;926.0;5746.0;;1.0;1.0;3.0
2820;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2003/'04 naar 2004/'05;277041.0;16015.0;2464.0;1177.0;8863.0;6.0;1.0;0.0;3.0
2821;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2004/'05 naar 2005/'06;282563.0;15123.0;2574.0;1165.0;8405.0;5.0;1.0;0.0;3.0
2822;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2005/'06 naar 2006/'07;302162.0;16473.0;3031.0;1190.0;9362.0;5.0;1.0;0.0;3.0
2823;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2006/'07 naar 2007/'08;303264.0;16609.0;3531.0;1235.0;9069.0;5.0;1.0;0.0;3.0
2824;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2007/'08 naar 2008/'09;303071.0;15613.0;3642.0;1293.0;7983.0;5.0;1.0;0.0;3.0
2825;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2008/'09 naar 2009/'10;300636.0;16348.0;3557.0;1392.0;8733.0;5.0;1.0;0.0;3.0
2826;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2009/'10 naar 2010/'11;299697.0;18302.0;3503.0;1604.0;10012.0;6.0;1.0;1.0;3.0
2827;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2010/'11 naar 2011/'12;300636.0;;3269.0;1884.0;10533.0;;1.0;1.0;4.0
2828;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2011/'12 naar 2012/'13;303506.0;;3090.0;1936.0;10644.0;;1.0;1.0;4.0
2829;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2012/'13 naar 2013/'14;307362.0;;2990.0;1707.0;10048.0;;1.0;1.0;3.0
2830;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2013/'14 naar 2014/'15;311263.0;;3338.0;1543.0;9980.0;;1.0;0.0;3.0
2831;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2014/'15 naar 2015/'16;315034.0;;3830.0;1387.0;9826.0;;1.0;0.0;3.0
2832;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2015/'16 naar 2016/'17;317601.0;;3993.0;1351.0;9649.0;;1.0;0.0;3.0
2833;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2016/'17 naar 2017/'18;316267.0;;3968.0;1385.0;10031.0;;1.0;0.0;3.0
2834;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;West-Nederland (LD);2017/'18 naar 2018/'19;311755.0;;3745.0;1475.0;10326.0;;1.0;0.0;3.0
2835;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2003/'04 naar 2004/'05;158193.0;8933.0;1300.0;664.0;4820.0;6.0;1.0;0.0;3.0
2836;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2004/'05 naar 2005/'06;160431.0;8457.0;1458.0;639.0;4507.0;5.0;1.0;0.0;3.0
2837;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2005/'06 naar 2006/'07;165928.0;8984.0;1547.0;719.0;5024.0;5.0;1.0;0.0;3.0
2838;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2006/'07 naar 2007/'08;166321.0;9329.0;1832.0;754.0;5116.0;6.0;1.0;0.0;3.0
2839;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2007/'08 naar 2008/'09;165796.0;8410.0;1726.0;713.0;4399.0;5.0;1.0;0.0;3.0
2840;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2008/'09 naar 2009/'10;163264.0;9200.0;1727.0;810.0;5055.0;6.0;1.0;0.0;3.0
2841;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2009/'10 naar 2010/'11;161700.0;9808.0;1599.0;971.0;5537.0;6.0;1.0;1.0;3.0
2842;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2010/'11 naar 2011/'12;161604.0;;1478.0;1065.0;5983.0;;1.0;1.0;4.0
2843;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2011/'12 naar 2012/'13;161455.0;;1329.0;1183.0;5826.0;;1.0;1.0;4.0
2844;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2012/'13 naar 2013/'14;161503.0;;1217.0;1035.0;5449.0;;1.0;1.0;3.0
2845;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2013/'14 naar 2014/'15;161726.0;;1275.0;822.0;4927.0;;1.0;1.0;3.0
2846;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2014/'15 naar 2015/'16;161496.0;;1623.0;814.0;4837.0;;1.0;1.0;3.0
2847;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2015/'16 naar 2016/'17;160316.0;;1854.0;718.0;4783.0;;1.0;0.0;3.0
2848;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2016/'17 naar 2017/'18;157440.0;;1941.0;843.0;5515.0;;1.0;1.0;4.0
2849;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Zuid-Nederland (LD);2017/'18 naar 2018/'19;153319.0;;1612.0;883.0;5733.0;;1.0;1.0;4.0
2850;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2003/'04 naar 2004/'05;9996.0;691.0;89.0;47.0;342.0;7.0;1.0;0.0;3.0
2851;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2004/'05 naar 2005/'06;10225.0;696.0;95.0;56.0;357.0;7.0;1.0;1.0;3.0
2852;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2005/'06 naar 2006/'07;11031.0;644.0;100.0;54.0;352.0;6.0;1.0;0.0;3.0
2853;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2006/'07 naar 2007/'08;10903.0;646.0;102.0;43.0;342.0;6.0;1.0;0.0;3.0
2854;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2007/'08 naar 2008/'09;10911.0;654.0;103.0;31.0;361.0;6.0;1.0;0.0;3.0
2855;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2008/'09 naar 2009/'10;10772.0;701.0;101.0;52.0;390.0;7.0;1.0;0.0;4.0
2856;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2009/'10 naar 2010/'11;10907.0;762.0;103.0;51.0;458.0;7.0;1.0;0.0;4.0
2857;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2010/'11 naar 2011/'12;11116.0;;95.0;64.0;435.0;;1.0;1.0;4.0
2858;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2011/'12 naar 2012/'13;11362.0;;106.0;71.0;462.0;;1.0;1.0;4.0
2859;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2012/'13 naar 2013/'14;11763.0;;91.0;70.0;503.0;;1.0;1.0;4.0
2860;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2013/'14 naar 2014/'15;12132.0;;124.0;67.0;499.0;;1.0;1.0;4.0
2861;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2014/'15 naar 2015/'16;12654.0;;129.0;50.0;494.0;;1.0;0.0;4.0
2862;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2015/'16 naar 2016/'17;12989.0;;166.0;52.0;454.0;;1.0;0.0;3.0
2863;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2016/'17 naar 2017/'18;13160.0;;161.0;39.0;506.0;;1.0;0.0;4.0
2864;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;Amsterdam;2017/'18 naar 2018/'19;13439.0;;159.0;58.0;569.0;;1.0;0.0;4.0
2865;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2003/'04 naar 2004/'05;9411.0;602.0;108.0;30.0;281.0;6.0;1.0;0.0;3.0
2866;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2004/'05 naar 2005/'06;9725.0;713.0;99.0;48.0;387.0;7.0;1.0;0.0;4.0
2867;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2005/'06 naar 2006/'07;10296.0;701.0;109.0;43.0;379.0;7.0;1.0;0.0;4.0
2868;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2006/'07 naar 2007/'08;10301.0;714.0;144.0;43.0;370.0;7.0;1.0;0.0;4.0
2869;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2007/'08 naar 2008/'09;10335.0;583.0;137.0;56.0;263.0;6.0;1.0;1.0;3.0
2870;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2008/'09 naar 2009/'10;10240.0;649.0;152.0;43.0;330.0;6.0;1.0;0.0;3.0
2871;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2009/'10 naar 2010/'11;10117.0;671.0;125.0;59.0;344.0;7.0;1.0;1.0;3.0
2872;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2010/'11 naar 2011/'12;10131.0;;132.0;70.0;378.0;;1.0;1.0;4.0
2873;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2011/'12 naar 2012/'13;10340.0;;139.0;67.0;408.0;;1.0;1.0;4.0
2874;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2012/'13 naar 2013/'14;10532.0;;130.0;55.0;347.0;;1.0;1.0;3.0
2875;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Nederlandse achtergrond;Nederlandse achtergrond;Woonregio;'s-Gravenhage;2013/'14 naar 2014/'15;10781.0;;151.0;47.0;370.0;;1.0;0.0;3.0
