ID;TypeZelfstandige;BedrijfstakkenBranchesSBI2008;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10
1120;Zelfstandige;1106 Mouterijen;2007;0.0;;;;;;;;;
1121;Zelfstandige;1106 Mouterijen;2008;0.0;;;;;;;;;
1122;Zelfstandige;1106 Mouterijen;2009;0.0;;;;;;;;;
1123;Zelfstandige;1106 Mouterijen;2010;0.0;;;;;;;;;
1124;Zelfstandige;1106 Mouterijen;2011;0.0;;;;;;;;;
1125;Zelfstandige;1106 Mouterijen;2012;0.0;;;;;;;;;
1126;Zelfstandige;1106 Mouterijen;2013;0.0;;;;;;;;;
1127;Zelfstandige;1106 Mouterijen;2014;0.0;;;;;;;;;
1128;Zelfstandige;1106 Mouterijen;2015;0.0;;;;;;;;;
1129;Zelfstandige;1106 Mouterijen;2016;0.0;;;;;;;;;
1130;Zelfstandige;1107 Frisdrankindustrie;2007;0.0;;;;;;;;;
1131;Zelfstandige;1107 Frisdrankindustrie;2008;0.0;;;;;;;;;
1132;Zelfstandige;1107 Frisdrankindustrie;2009;0.0;;;;;;;;;
1133;Zelfstandige;1107 Frisdrankindustrie;2010;0.0;;;;;;;;;
1134;Zelfstandige;1107 Frisdrankindustrie;2011;0.0;;;;;;;;;
1135;Zelfstandige;1107 Frisdrankindustrie;2012;0.0;;;;;;;;;
1136;Zelfstandige;1107 Frisdrankindustrie;2013;0.0;;;;;;;;;
1137;Zelfstandige;1107 Frisdrankindustrie;2014;0.0;;;;;;;;;
1138;Zelfstandige;1107 Frisdrankindustrie;2015;0.0;;;;;;;;;
1139;Zelfstandige;1107 Frisdrankindustrie;2016;0.0;;;;;;;;;
1140;Zelfstandige;12 Tabaksindustrie;2007;0.0;;;;;;;;;
1141;Zelfstandige;12 Tabaksindustrie;2008;0.0;;;;;;;;;
1142;Zelfstandige;12 Tabaksindustrie;2009;0.0;;;;;;;;;
1143;Zelfstandige;12 Tabaksindustrie;2010;0.0;;;;;;;;;
1144;Zelfstandige;12 Tabaksindustrie;2011;0.0;;;;;;;;;
1145;Zelfstandige;12 Tabaksindustrie;2012;0.0;;;;;;;;;
1146;Zelfstandige;12 Tabaksindustrie;2013;0.0;;;;;;;;;
1147;Zelfstandige;12 Tabaksindustrie;2014;0.0;;;;;;;;;
1148;Zelfstandige;12 Tabaksindustrie;2015;0.0;;;;;;;;;
1149;Zelfstandige;12 Tabaksindustrie;2016;0.0;;;;;;;;;
1150;Zelfstandige;120 Tabaksindustrie;2007;0.0;;;;;;;;;
1151;Zelfstandige;120 Tabaksindustrie;2008;0.0;;;;;;;;;
1152;Zelfstandige;120 Tabaksindustrie;2009;0.0;;;;;;;;;
1153;Zelfstandige;120 Tabaksindustrie;2010;0.0;;;;;;;;;
1154;Zelfstandige;120 Tabaksindustrie;2011;0.0;;;;;;;;;
1155;Zelfstandige;120 Tabaksindustrie;2012;0.0;;;;;;;;;
1156;Zelfstandige;120 Tabaksindustrie;2013;0.0;;;;;;;;;
1157;Zelfstandige;120 Tabaksindustrie;2014;0.0;;;;;;;;;
1158;Zelfstandige;120 Tabaksindustrie;2015;0.0;;;;;;;;;
1159;Zelfstandige;120 Tabaksindustrie;2016;0.0;;;;;;;;;
1160;Zelfstandige;1200 Tabaksindustrie;2007;0.0;;;;;;;;;
1161;Zelfstandige;1200 Tabaksindustrie;2008;0.0;;;;;;;;;
1162;Zelfstandige;1200 Tabaksindustrie;2009;0.0;;;;;;;;;
1163;Zelfstandige;1200 Tabaksindustrie;2010;0.0;;;;;;;;;
1164;Zelfstandige;1200 Tabaksindustrie;2011;0.0;;;;;;;;;
1165;Zelfstandige;1200 Tabaksindustrie;2012;0.0;;;;;;;;;
1166;Zelfstandige;1200 Tabaksindustrie;2013;0.0;;;;;;;;;
1167;Zelfstandige;1200 Tabaksindustrie;2014;0.0;;;;;;;;;
1168;Zelfstandige;1200 Tabaksindustrie;2015;0.0;;;;;;;;;
1169;Zelfstandige;1200 Tabaksindustrie;2016;0.0;;;;;;;;;
1170;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2007;2.8;27.9;19.3;26.2;18.0;28.5;24.2;2.2;216.8;16.9
1171;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2008;2.8;28.3;19.7;26.6;18.3;28.2;24.4;2.5;207.8;16.4
1172;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2009;2.7;24.7;16.9;23.2;15.8;26.0;23.3;2.5;175.9;15.5
1173;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2010;2.8;26.5;17.5;24.8;16.5;26.4;23.2;2.5;174.0;16.4
1174;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2011;2.9;25.9;17.7;24.8;16.0;30.2;25.8;2.6;158.6;15.3
1175;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2012;2.9;24.9;16.1;23.0;14.7;29.4;25.6;2.6;141.1;14.0
1176;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2013;2.9;24.5;15.0;22.3;13.5;28.6;25.3;2.7;112.2;13.7
1177;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2014;3.0;25.8;16.0;23.8;14.5;33.7;26.8;2.8;111.7;12.8
1178;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2015;3.0;25.8;16.0;23.8;14.6;29.9;27.0;2.8;116.9;12.1
1179;Zelfstandige;13-15 Textiel-, kleding-, lederindustrie;2016;3.1;27.3;17.0;25.3;15.0;31.8;28.6;2.8;121.2;13.3
1180;Zelfstandige;13 Textielindustrie;2007;1.2;33.4;26.1;31.6;24.5;30.6;26.1;1.0;224.3;32.0
1181;Zelfstandige;13 Textielindustrie;2008;1.2;34.0;25.0;32.1;23.8;30.6;26.0;1.1;227.2;26.7
1182;Zelfstandige;13 Textielindustrie;2009;1.2;28.7;20.2;27.1;19.5;27.5;24.1;1.2;182.4;22.8
1183;Zelfstandige;13 Textielindustrie;2010;1.3;31.0;21.8;29.2;20.3;28.3;24.1;1.2;170.2;25.5
1184;Zelfstandige;13 Textielindustrie;2011;1.4;29.6;20.8;28.6;20.1;30.4;26.9;1.3;157.8;23.0
1185;Zelfstandige;13 Textielindustrie;2012;1.3;29.2;20.4;27.2;19.4;31.4;27.1;1.2;148.9;24.0
1186;Zelfstandige;13 Textielindustrie;2013;1.4;28.6;18.7;26.2;17.5;30.2;26.3;1.3;126.8;21.9
1187;Zelfstandige;13 Textielindustrie;2014;1.4;30.2;21.0;28.0;19.8;37.9;28.6;1.3;124.3;19.6
1188;Zelfstandige;13 Textielindustrie;2015;1.3;30.6;20.9;28.6;19.7;31.6;29.1;1.3;134.9;19.4
1189;Zelfstandige;13 Textielindustrie;2016;1.4;32.5;23.5;30.5;21.7;34.3;30.5;1.3;147.4;21.9
1190;Zelfstandige;131 Spinnerijen;2007;0.0;;;;;;;;;
1191;Zelfstandige;131 Spinnerijen;2008;0.0;;;;;;;;;
1192;Zelfstandige;131 Spinnerijen;2009;0.0;;;;;;;;;
1193;Zelfstandige;131 Spinnerijen;2010;0.0;;;;;;;;;
1194;Zelfstandige;131 Spinnerijen;2011;0.0;;;;;;;;;
1195;Zelfstandige;131 Spinnerijen;2012;0.0;;;;;;;;;
1196;Zelfstandige;131 Spinnerijen;2013;0.0;;;;;;;;;
1197;Zelfstandige;131 Spinnerijen;2014;0.0;;;;;;;;;
1198;Zelfstandige;131 Spinnerijen;2015;0.0;;;;;;;;;
1199;Zelfstandige;131 Spinnerijen;2016;0.0;;;;;;;;;
1200;Zelfstandige;1310 Spinnerijen;2007;0.0;;;;;;;;;
1201;Zelfstandige;1310 Spinnerijen;2008;0.0;;;;;;;;;
1202;Zelfstandige;1310 Spinnerijen;2009;0.0;;;;;;;;;
1203;Zelfstandige;1310 Spinnerijen;2010;0.0;;;;;;;;;
1204;Zelfstandige;1310 Spinnerijen;2011;0.0;;;;;;;;;
1205;Zelfstandige;1310 Spinnerijen;2012;0.0;;;;;;;;;
1206;Zelfstandige;1310 Spinnerijen;2013;0.0;;;;;;;;;
1207;Zelfstandige;1310 Spinnerijen;2014;0.0;;;;;;;;;
1208;Zelfstandige;1310 Spinnerijen;2015;0.0;;;;;;;;;
1209;Zelfstandige;1310 Spinnerijen;2016;0.0;;;;;;;;;
1210;Zelfstandige;132 Weverijen;2007;0.0;;;;;;;;;
1211;Zelfstandige;132 Weverijen;2008;0.0;;;;;;;;;
1212;Zelfstandige;132 Weverijen;2009;0.0;;;;;;;;;
1213;Zelfstandige;132 Weverijen;2010;0.0;;;;;;;;;
1214;Zelfstandige;132 Weverijen;2011;0.0;;;;;;;;;
1215;Zelfstandige;132 Weverijen;2012;0.0;;;;;;;;;
1216;Zelfstandige;132 Weverijen;2013;0.0;;;;;;;;;
1217;Zelfstandige;132 Weverijen;2014;0.0;;;;;;;;;
1218;Zelfstandige;132 Weverijen;2015;0.0;;;;;;;;;
1219;Zelfstandige;132 Weverijen;2016;0.0;;;;;;;;;
1220;Zelfstandige;1320 Weverijen;2007;0.0;;;;;;;;;
1221;Zelfstandige;1320 Weverijen;2008;0.0;;;;;;;;;
1222;Zelfstandige;1320 Weverijen;2009;0.0;;;;;;;;;
1223;Zelfstandige;1320 Weverijen;2010;0.0;;;;;;;;;
1224;Zelfstandige;1320 Weverijen;2011;0.0;;;;;;;;;
1225;Zelfstandige;1320 Weverijen;2012;0.0;;;;;;;;;
1226;Zelfstandige;1320 Weverijen;2013;0.0;;;;;;;;;
1227;Zelfstandige;1320 Weverijen;2014;0.0;;;;;;;;;
1228;Zelfstandige;1320 Weverijen;2015;0.0;;;;;;;;;
1229;Zelfstandige;1320 Weverijen;2016;0.0;;;;;;;;;
1230;Zelfstandige;133 Textielveredelingsindustrie;2007;0.2;35.0;27.3;33.2;25.6;30.9;25.8;0.1;179.6;27.0
1231;Zelfstandige;133 Textielveredelingsindustrie;2008;0.2;34.6;23.3;32.8;23.7;30.0;24.6;0.2;178.0;24.0
1232;Zelfstandige;133 Textielveredelingsindustrie;2009;0.2;25.9;17.2;24.3;16.8;25.8;22.2;0.2;137.0;22.0
1233;Zelfstandige;133 Textielveredelingsindustrie;2010;0.2;30.0;20.9;28.5;18.4;29.8;24.0;0.2;149.4;16.9
1234;Zelfstandige;133 Textielveredelingsindustrie;2011;0.2;30.9;21.3;30.2;20.5;32.8;28.2;0.2;155.3;18.5
1235;Zelfstandige;133 Textielveredelingsindustrie;2012;0.2;34.0;25.2;31.7;24.0;34.6;28.7;0.2;139.7;23.9
1236;Zelfstandige;133 Textielveredelingsindustrie;2013;0.2;30.1;20.4;27.6;20.1;31.6;26.9;0.2;119.6;16.8
1237;Zelfstandige;133 Textielveredelingsindustrie;2014;0.2;32.0;23.2;29.4;22.2;34.5;30.0;0.2;102.5;15.3
1238;Zelfstandige;133 Textielveredelingsindustrie;2015;0.2;32.4;23.8;30.0;21.5;35.1;31.6;0.2;92.0;14.8
1239;Zelfstandige;133 Textielveredelingsindustrie;2016;0.3;32.4;24.0;30.8;22.2;33.9;31.2;0.2;98.6;17.9
1240;Zelfstandige;1330 Textielveredelingsindustrie;2007;0.2;35.0;27.3;33.2;25.6;30.9;25.8;0.1;179.6;27.0
1241;Zelfstandige;1330 Textielveredelingsindustrie;2008;0.2;34.6;23.3;32.8;23.7;30.0;24.6;0.2;178.0;24.0
1242;Zelfstandige;1330 Textielveredelingsindustrie;2009;0.2;25.9;17.2;24.3;16.8;25.8;22.2;0.2;137.0;22.0
1243;Zelfstandige;1330 Textielveredelingsindustrie;2010;0.2;30.0;20.9;28.5;18.4;29.8;24.0;0.2;149.4;16.9
1244;Zelfstandige;1330 Textielveredelingsindustrie;2011;0.2;30.9;21.3;30.2;20.5;32.8;28.2;0.2;155.3;18.5
1245;Zelfstandige;1330 Textielveredelingsindustrie;2012;0.2;34.0;25.2;31.7;24.0;34.6;28.7;0.2;139.7;23.9
1246;Zelfstandige;1330 Textielveredelingsindustrie;2013;0.2;30.1;20.4;27.6;20.1;31.6;26.9;0.2;119.6;16.8
1247;Zelfstandige;1330 Textielveredelingsindustrie;2014;0.2;32.0;23.2;29.4;22.2;34.5;30.0;0.2;102.5;15.3
1248;Zelfstandige;1330 Textielveredelingsindustrie;2015;0.2;32.4;23.8;30.0;21.5;35.1;31.6;0.2;92.0;14.8
1249;Zelfstandige;1330 Textielveredelingsindustrie;2016;0.3;32.4;24.0;30.8;22.2;33.9;31.2;0.2;98.6;17.9
1250;Zelfstandige;139 Overige textielproductenindustrie;2007;1.0;32.9;25.9;31.2;24.4;30.1;26.2;0.8;224.3;31.3
1251;Zelfstandige;139 Overige textielproductenindustrie;2008;1.0;33.8;25.1;31.9;23.8;30.3;26.3;0.9;230.0;26.7
1252;Zelfstandige;139 Overige textielproductenindustrie;2009;1.0;29.0;20.7;27.5;19.9;27.7;24.2;0.9;191.5;22.6
1253;Zelfstandige;139 Overige textielproductenindustrie;2010;1.1;31.0;22.0;29.2;20.2;28.0;24.0;1.0;172.5;26.5
1254;Zelfstandige;139 Overige textielproductenindustrie;2011;1.1;29.3;20.7;28.4;20.1;29.8;26.7;1.0;156.1;22.8
1255;Zelfstandige;139 Overige textielproductenindustrie;2012;1.1;28.1;19.9;26.2;18.5;30.6;26.6;1.0;151.2;23.4
1256;Zelfstandige;139 Overige textielproductenindustrie;2013;1.1;28.1;18.4;25.8;16.8;29.9;26.2;1.0;130.6;22.2
1257;Zelfstandige;139 Overige textielproductenindustrie;2014;1.1;29.3;20.2;27.4;19.0;38.6;28.0;1.0;125.0;19.9
1258;Zelfstandige;139 Overige textielproductenindustrie;2015;1.1;29.7;20.1;27.9;19.0;30.6;28.2;1.0;140.4;19.7
1259;Zelfstandige;139 Overige textielproductenindustrie;2016;1.1;32.1;23.3;30.1;21.5;33.2;30.3;1.0;153.4;22.0
1260;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2007;0.0;;;;;;;;;
1261;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2008;0.0;;;;;;;;;
1262;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2009;0.0;;;;;;;;;
1263;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2010;0.0;;;;;;;;;
1264;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2011;0.0;;;;;;;;;
1265;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2012;0.0;;;;;;;;;
1266;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2013;0.0;;;;;;;;;
1267;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2014;0.0;;;;;;;;;
1268;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2015;0.0;;;;;;;;;
1269;Zelfstandige;1391 Gebreide en gehaakte stofindustrie;2016;0.0;;;;;;;;;
1270;Zelfstandige;1392 Textielwarenindustrie;2007;0.8;33.0;25.9;31.7;24.7;29.9;26.1;0.6;213.2;30.3
1271;Zelfstandige;1392 Textielwarenindustrie;2008;0.8;33.5;25.5;32.1;24.1;30.1;26.7;0.7;238.0;26.8
1272;Zelfstandige;1392 Textielwarenindustrie;2009;0.7;29.4;22.1;28.0;21.4;27.9;24.9;0.7;196.9;24.0
1273;Zelfstandige;1392 Textielwarenindustrie;2010;0.8;30.9;23.1;29.4;21.3;28.1;24.3;0.7;164.4;25.7
1274;Zelfstandige;1392 Textielwarenindustrie;2011;0.8;30.7;22.8;30.3;22.0;30.9;27.6;0.8;155.3;25.2
1275;Zelfstandige;1392 Textielwarenindustrie;2012;0.8;28.5;21.2;26.8;20.6;30.8;26.9;0.7;150.4;24.4
1276;Zelfstandige;1392 Textielwarenindustrie;2013;0.8;27.9;19.5;25.7;17.8;29.2;26.3;0.7;130.1;23.6
1277;Zelfstandige;1392 Textielwarenindustrie;2014;0.8;29.8;21.6;28.1;20.5;35.8;28.3;0.7;124.3;21.4
1278;Zelfstandige;1392 Textielwarenindustrie;2015;0.8;29.7;21.7;28.2;20.0;30.4;28.2;0.7;131.3;19.9
1279;Zelfstandige;1392 Textielwarenindustrie;2016;0.8;32.2;24.9;30.5;23.0;33.1;30.2;0.7;149.0;21.2
1280;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2007;0.1;;;;;;;;;
1281;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2008;0.1;;;;;;;;;
1282;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2009;0.1;;;;;;;;;
1283;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2010;0.1;;;;;;;;;
1284;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2011;0.0;;;;;;;;;
1285;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2012;0.0;;;;;;;;;
1286;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2013;0.0;;;;;;;;;
1287;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2014;0.0;;;;;;;;;
1288;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2015;0.0;;;;;;;;;
1289;Zelfstandige;1393 Vloerkleed- en tapijtindustrie;2016;0.0;;;;;;;;;
1290;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2007;0.0;;;;;;;;;
1291;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2008;0.0;;;;;;;;;
1292;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2009;0.0;;;;;;;;;
1293;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2010;0.0;;;;;;;;;
1294;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2011;0.0;;;;;;;;;
1295;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2012;0.0;;;;;;;;;
1296;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2013;0.0;;;;;;;;;
1297;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2014;0.0;;;;;;;;;
1298;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2015;0.0;;;;;;;;;
1299;Zelfstandige;1394 Koord-, bindgaren- en touwindustrie;2016;0.0;;;;;;;;;
1300;Zelfstandige;1395 Gebonden textielvliesindustrie;2007;0.0;;;;;;;;;
1301;Zelfstandige;1395 Gebonden textielvliesindustrie;2008;0.0;;;;;;;;;
1302;Zelfstandige;1395 Gebonden textielvliesindustrie;2009;0.0;;;;;;;;;
1303;Zelfstandige;1395 Gebonden textielvliesindustrie;2010;0.0;;;;;;;;;
1304;Zelfstandige;1395 Gebonden textielvliesindustrie;2011;0.0;;;;;;;;;
1305;Zelfstandige;1395 Gebonden textielvliesindustrie;2012;0.0;;;;;;;;;
1306;Zelfstandige;1395 Gebonden textielvliesindustrie;2013;0.0;;;;;;;;;
1307;Zelfstandige;1395 Gebonden textielvliesindustrie;2014;0.0;;;;;;;;;
1308;Zelfstandige;1395 Gebonden textielvliesindustrie;2015;0.0;;;;;;;;;
1309;Zelfstandige;1395 Gebonden textielvliesindustrie;2016;0.0;;;;;;;;;
1310;Zelfstandige;1396 Technisch textielindustrie;2007;0.0;;;;;;;;;
1311;Zelfstandige;1396 Technisch textielindustrie;2008;0.0;;;;;;;;;
1312;Zelfstandige;1396 Technisch textielindustrie;2009;0.0;;;;;;;;;
1313;Zelfstandige;1396 Technisch textielindustrie;2010;0.0;;;;;;;;;
1314;Zelfstandige;1396 Technisch textielindustrie;2011;0.0;;;;;;;;;
1315;Zelfstandige;1396 Technisch textielindustrie;2012;0.0;;;;;;;;;
1316;Zelfstandige;1396 Technisch textielindustrie;2013;0.0;;;;;;;;;
1317;Zelfstandige;1396 Technisch textielindustrie;2014;0.0;;;;;;;;;
1318;Zelfstandige;1396 Technisch textielindustrie;2015;0.0;;;;;;;;;
1319;Zelfstandige;1396 Technisch textielindustrie;2016;0.0;;;;;;;;;
1320;Zelfstandige;1399 Overige textielproductenindustrie;2007;0.1;19.5;10.6;17.6;9.4;24.7;23.0;0.1;187.7;14.1
1321;Zelfstandige;1399 Overige textielproductenindustrie;2008;0.1;18.1;8.8;16.1;7.7;22.8;21.7;0.1;150.8;13.4
1322;Zelfstandige;1399 Overige textielproductenindustrie;2009;0.2;13.6;8.3;11.8;5.4;22.2;20.0;0.2;139.3;11.5
1323;Zelfstandige;1399 Overige textielproductenindustrie;2010;0.2;18.0;10.1;15.7;9.4;23.5;21.2;0.2;161.3;13.7
1324;Zelfstandige;1399 Overige textielproductenindustrie;2011;0.2;15.5;8.0;13.2;5.3;24.7;24.0;0.2;132.1;11.8
1325;Zelfstandige;1399 Overige textielproductenindustrie;2012;0.2;17.0;9.8;14.8;7.0;27.2;24.8;0.2;122.9;13.2
1326;Zelfstandige;1399 Overige textielproductenindustrie;2013;0.2;17.6;8.9;15.3;6.5;27.4;24.5;0.2;97.7;9.4
1327;Zelfstandige;1399 Overige textielproductenindustrie;2014;0.2;18.3;10.3;16.1;6.7;32.6;25.5;0.2;90.8;10.3
1328;Zelfstandige;1399 Overige textielproductenindustrie;2015;0.2;19.4;11.1;17.2;7.1;28.3;26.0;0.2;127.9;11.9
1329;Zelfstandige;1399 Overige textielproductenindustrie;2016;0.2;22.2;12.3;20.1;9.7;31.2;29.5;0.2;128.2;13.2
1330;Zelfstandige;14 Kledingindustrie;2007;1.2;20.8;14.0;19.3;12.6;25.6;22.3;1.0;174.0;8.7
1331;Zelfstandige;14 Kledingindustrie;2008;1.3;20.9;14.5;19.5;13.6;25.1;22.3;1.1;156.9;7.5
1332;Zelfstandige;14 Kledingindustrie;2009;1.2;18.5;12.4;17.2;11.7;23.8;21.9;1.1;146.1;7.4
1333;Zelfstandige;14 Kledingindustrie;2010;1.2;19.3;12.2;17.8;11.1;23.6;21.4;1.0;148.5;8.2
1334;Zelfstandige;14 Kledingindustrie;2011;1.2;19.4;12.0;18.4;10.1;28.9;23.9;1.1;139.6;7.5
1335;Zelfstandige;14 Kledingindustrie;2012;1.3;18.3;11.5;16.5;10.0;26.5;23.4;1.2;104.7;7.4
1336;Zelfstandige;14 Kledingindustrie;2013;1.3;18.0;11.4;16.1;9.1;25.6;23.5;1.2;83.6;7.3
1337;Zelfstandige;14 Kledingindustrie;2014;1.4;19.5;12.2;17.4;10.5;28.6;24.4;1.2;80.2;7.0
1338;Zelfstandige;14 Kledingindustrie;2015;1.4;19.2;12.4;17.2;10.3;27.2;25.1;1.3;84.3;6.6
1339;Zelfstandige;14 Kledingindustrie;2016;1.4;20.2;13.3;18.0;10.9;28.4;26.0;1.3;86.9;6.5
1340;Zelfstandige;141 Kledingindustrie (geen bontkleding);2007;1.2;20.5;13.9;19.0;12.4;25.6;22.3;1.0;173.6;8.7
1341;Zelfstandige;141 Kledingindustrie (geen bontkleding);2008;1.2;20.8;14.1;19.3;13.3;25.2;22.3;1.1;155.1;7.9
1342;Zelfstandige;141 Kledingindustrie (geen bontkleding);2009;1.1;18.2;12.2;16.9;11.4;23.7;21.8;1.1;145.7;7.5
1343;Zelfstandige;141 Kledingindustrie (geen bontkleding);2010;1.2;19.0;12.2;17.6;10.9;23.6;21.5;1.0;147.9;8.4
1344;Zelfstandige;141 Kledingindustrie (geen bontkleding);2011;1.2;19.4;12.0;18.4;10.0;26.4;23.9;1.0;138.4;7.7
1345;Zelfstandige;141 Kledingindustrie (geen bontkleding);2012;1.3;18.2;11.3;16.4;9.8;26.1;23.3;1.1;102.8;7.4
1346;Zelfstandige;141 Kledingindustrie (geen bontkleding);2013;1.3;17.9;11.4;16.0;9.1;25.5;23.5;1.1;79.0;7.3
1347;Zelfstandige;141 Kledingindustrie (geen bontkleding);2014;1.3;19.4;12.2;17.4;10.6;28.4;24.3;1.2;78.4;7.0
1348;Zelfstandige;141 Kledingindustrie (geen bontkleding);2015;1.4;19.1;12.4;17.2;10.4;27.1;25.0;1.2;83.7;6.6
1349;Zelfstandige;141 Kledingindustrie (geen bontkleding);2016;1.4;20.1;13.3;18.0;10.8;28.3;25.9;1.2;85.5;6.5
1350;Zelfstandige;1411 Leren kledingindustrie;2007;0.0;;;;;;;;;
1351;Zelfstandige;1411 Leren kledingindustrie;2008;0.0;;;;;;;;;
1352;Zelfstandige;1411 Leren kledingindustrie;2009;0.0;;;;;;;;;
1353;Zelfstandige;1411 Leren kledingindustrie;2010;0.0;;;;;;;;;
1354;Zelfstandige;1411 Leren kledingindustrie;2011;0.0;;;;;;;;;
1355;Zelfstandige;1411 Leren kledingindustrie;2012;0.0;;;;;;;;;
1356;Zelfstandige;1411 Leren kledingindustrie;2013;0.0;;;;;;;;;
1357;Zelfstandige;1411 Leren kledingindustrie;2014;0.0;;;;;;;;;
1358;Zelfstandige;1411 Leren kledingindustrie;2015;0.0;;;;;;;;;
1359;Zelfstandige;1411 Leren kledingindustrie;2016;0.0;;;;;;;;;
1360;Zelfstandige;1412 Werkkledingindustrie;2007;0.1;;;;;;;;;
1361;Zelfstandige;1412 Werkkledingindustrie;2008;0.0;;;;;;;;;
1362;Zelfstandige;1412 Werkkledingindustrie;2009;0.0;;;;;;;;;
1363;Zelfstandige;1412 Werkkledingindustrie;2010;0.1;;;;;;;;;
1364;Zelfstandige;1412 Werkkledingindustrie;2011;0.0;;;;;;;;;
1365;Zelfstandige;1412 Werkkledingindustrie;2012;0.1;;;;;;;;;
1366;Zelfstandige;1412 Werkkledingindustrie;2013;0.1;;;;;;;;;
1367;Zelfstandige;1412 Werkkledingindustrie;2014;0.1;;;;;;;;;
1368;Zelfstandige;1412 Werkkledingindustrie;2015;0.1;;;;;;;;;
1369;Zelfstandige;1412 Werkkledingindustrie;2016;0.1;;;;;;;;;
1370;Zelfstandige;1413 Overige bovenkledingindustrie;2007;0.9;18.5;12.6;17.2;11.7;24.2;21.6;0.8;162.2;7.0
1371;Zelfstandige;1413 Overige bovenkledingindustrie;2008;0.9;19.4;13.6;17.9;12.6;24.8;21.9;0.9;144.1;6.6
1372;Zelfstandige;1413 Overige bovenkledingindustrie;2009;0.9;16.7;11.3;15.4;10.0;23.2;21.2;0.8;118.0;6.1
1373;Zelfstandige;1413 Overige bovenkledingindustrie;2010;0.9;16.9;11.2;15.4;9.6;22.9;20.8;0.8;123.6;6.3
1374;Zelfstandige;1413 Overige bovenkledingindustrie;2011;0.9;17.7;11.0;16.0;9.5;25.7;23.2;0.8;116.7;6.2
1375;Zelfstandige;1413 Overige bovenkledingindustrie;2012;1.0;16.3;10.8;14.5;9.1;25.3;22.6;0.9;85.9;6.2
1376;Zelfstandige;1413 Overige bovenkledingindustrie;2013;1.0;16.2;10.7;14.3;8.4;24.5;22.7;0.9;65.0;6.0
1377;Zelfstandige;1413 Overige bovenkledingindustrie;2014;1.1;17.0;11.7;15.1;9.7;26.9;23.6;1.0;68.0;5.9
1378;Zelfstandige;1413 Overige bovenkledingindustrie;2015;1.1;16.9;11.8;15.0;9.1;26.0;24.5;1.0;74.3;5.1
1379;Zelfstandige;1413 Overige bovenkledingindustrie;2016;1.1;17.6;12.4;15.6;9.8;27.5;25.2;1.0;71.6;5.4
1380;Zelfstandige;1414 Onderkledingindustrie;2007;0.0;;;;;;;;;
1381;Zelfstandige;1414 Onderkledingindustrie;2008;0.0;;;;;;;;;
1382;Zelfstandige;1414 Onderkledingindustrie;2009;0.0;;;;;;;;;
1383;Zelfstandige;1414 Onderkledingindustrie;2010;0.0;;;;;;;;;
1384;Zelfstandige;1414 Onderkledingindustrie;2011;0.0;;;;;;;;;
1385;Zelfstandige;1414 Onderkledingindustrie;2012;0.0;;;;;;;;;
