ID;KenmerkenVanHetHuishouden;RegioS;Perioden;AantalHuishoudens_1;AandeelHuishoudensPerRegio_2;PersonenPerHuishouden_3;TotaalVermogen_4;GemiddeldVermogen_5;MediaanVermogen_6
3233;Besteedbaar inkomen: 1e 25%-groep;Oss;2012;7.6;21.3;1.3;0.6;82.1;3.7
3234;Besteedbaar inkomen: 1e 25%-groep;Oss;2013;7.6;20.9;1.3;0.5;63.0;2.8
3235;Besteedbaar inkomen: 1e 25%-groep;Oss;2014;7.7;21.2;1.3;0.5;67.7;2.7
3236;Besteedbaar inkomen: 1e 25%-groep;Oud-Beijerland;2011;1.4;15.1;1.3;0.1;102.1;12.5
3237;Besteedbaar inkomen: 1e 25%-groep;Oud-Beijerland;2012;1.5;15.5;1.3;0.2;135.5;10.1
3238;Besteedbaar inkomen: 1e 25%-groep;Oud-Beijerland;2013;1.4;15.0;1.3;0.1;89.8;5.9
3239;Besteedbaar inkomen: 1e 25%-groep;Oud-Beijerland;2014;1.5;15.8;1.3;0.2;109.3;6.7
3240;Besteedbaar inkomen: 1e 25%-groep;Oude IJsselstreek;2011;3.6;22.2;1.3;0.4;104.2;16.0
3241;Besteedbaar inkomen: 1e 25%-groep;Oude IJsselstreek;2012;3.7;22.2;1.3;0.4;106.5;14.3
3242;Besteedbaar inkomen: 1e 25%-groep;Oude IJsselstreek;2013;3.6;21.6;1.2;0.3;88.1;12.8
3243;Besteedbaar inkomen: 1e 25%-groep;Oude IJsselstreek;2014;3.6;21.4;1.2;0.3;92.8;12.9
3244;Besteedbaar inkomen: 1e 25%-groep;Ouder-Amstel;2011;1.0;17.0;1.2;0.2;169.2;5.7
3245;Besteedbaar inkomen: 1e 25%-groep;Ouder-Amstel;2012;1.0;17.5;1.3;0.2;201.5;6.6
3246;Besteedbaar inkomen: 1e 25%-groep;Ouder-Amstel;2013;1.0;16.7;1.2;0.2;199.8;4.0
3247;Besteedbaar inkomen: 1e 25%-groep;Ouder-Amstel;2014;1.0;16.6;1.3;0.2;231.2;4.2
3248;Besteedbaar inkomen: 1e 25%-groep;Ouderkerk;2011;0.5;16.1;1.4;0.1;169.5;24.3
3249;Besteedbaar inkomen: 1e 25%-groep;Ouderkerk;2012;0.5;16.1;1.3;0.1;186.4;24.1
3250;Besteedbaar inkomen: 1e 25%-groep;Ouderkerk;2013;0.5;15.6;1.3;0.1;106.2;23.9
3251;Besteedbaar inkomen: 1e 25%-groep;Ouderkerk;2014;0.5;15.9;1.3;0.1;128.3;20.6
3252;Besteedbaar inkomen: 1e 25%-groep;Oudewater;2011;0.6;16.3;1.3;0.1;176.3;28.7
3253;Besteedbaar inkomen: 1e 25%-groep;Oudewater;2012;0.7;17.0;1.4;0.1;213.8;26.9
3254;Besteedbaar inkomen: 1e 25%-groep;Oudewater;2013;0.7;16.8;1.4;0.1;163.8;24.5
3255;Besteedbaar inkomen: 1e 25%-groep;Oudewater;2014;0.7;16.5;1.3;0.1;158.4;24.5
3256;Besteedbaar inkomen: 1e 25%-groep;Overbetuwe;2011;3.0;16.6;1.3;0.3;104.8;9.0
3257;Besteedbaar inkomen: 1e 25%-groep;Overbetuwe;2012;3.1;16.8;1.3;0.4;116.9;7.2
3258;Besteedbaar inkomen: 1e 25%-groep;Overbetuwe;2013;3.1;16.8;1.3;0.3;99.0;5.4
3259;Besteedbaar inkomen: 1e 25%-groep;Overbetuwe;2014;3.2;16.8;1.3;0.3;91.5;5.7
3260;Besteedbaar inkomen: 1e 25%-groep;Papendrecht;2011;2.3;16.8;1.2;0.1;53.6;5.3
3261;Besteedbaar inkomen: 1e 25%-groep;Papendrecht;2012;2.3;17.1;1.2;0.1;60.2;4.8
3262;Besteedbaar inkomen: 1e 25%-groep;Papendrecht;2013;2.3;17.1;1.3;0.1;36.7;2.8
3263;Besteedbaar inkomen: 1e 25%-groep;Papendrecht;2014;2.3;16.8;1.3;0.1;43.7;3.3
3264;Besteedbaar inkomen: 1e 25%-groep;Peel en Maas;2011;2.8;16.7;1.3;0.4;130.5;23.2
3265;Besteedbaar inkomen: 1e 25%-groep;Peel en Maas;2012;2.9;17.0;1.3;0.5;171.8;22.1
3266;Besteedbaar inkomen: 1e 25%-groep;Peel en Maas;2013;2.9;16.7;1.3;0.3;117.1;17.8
3267;Besteedbaar inkomen: 1e 25%-groep;Peel en Maas;2014;3.0;17.1;1.3;0.4;119.0;17.1
3268;Besteedbaar inkomen: 1e 25%-groep;Pekela;2011;1.5;27.4;1.3;0.1;49.1;6.4
3269;Besteedbaar inkomen: 1e 25%-groep;Pekela;2012;1.5;27.7;1.3;0.1;51.6;4.9
3270;Besteedbaar inkomen: 1e 25%-groep;Pekela;2013;1.5;27.4;1.3;0.1;45.5;3.1
3271;Besteedbaar inkomen: 1e 25%-groep;Pekela;2014;1.6;28.4;1.3;0.1;40.6;2.9
3272;Besteedbaar inkomen: 1e 25%-groep;Pijnacker-Nootdorp;2011;2.4;13.2;1.4;0.3;122.3;10.0
3273;Besteedbaar inkomen: 1e 25%-groep;Pijnacker-Nootdorp;2012;2.6;13.7;1.4;0.4;144.8;9.1
3274;Besteedbaar inkomen: 1e 25%-groep;Pijnacker-Nootdorp;2013;2.6;13.8;1.4;0.3;113.3;6.3
3275;Besteedbaar inkomen: 1e 25%-groep;Pijnacker-Nootdorp;2014;2.7;13.8;1.4;0.3;121.1;6.3
3276;Besteedbaar inkomen: 1e 25%-groep;Purmerend;2011;6.9;20.2;1.3;0.3;43.2;2.3
3277;Besteedbaar inkomen: 1e 25%-groep;Purmerend;2012;6.9;20.1;1.2;0.3;50.5;2.5
3278;Besteedbaar inkomen: 1e 25%-groep;Purmerend;2013;7.0;20.2;1.3;0.2;34.5;1.6
3279;Besteedbaar inkomen: 1e 25%-groep;Purmerend;2014;7.2;20.6;1.3;0.3;38.2;1.7
3280;Besteedbaar inkomen: 1e 25%-groep;Putten;2011;1.6;18.0;1.4;0.3;170.1;21.7
3281;Besteedbaar inkomen: 1e 25%-groep;Putten;2012;1.7;19.0;1.3;0.4;213.5;19.7
3282;Besteedbaar inkomen: 1e 25%-groep;Putten;2013;1.7;18.8;1.4;0.3;153.4;16.9
3283;Besteedbaar inkomen: 1e 25%-groep;Putten;2014;1.7;18.3;1.3;0.3;168.3;16.1
3284;Besteedbaar inkomen: 1e 25%-groep;Raalte;2011;2.7;18.2;1.3;0.3;114.1;20.3
3285;Besteedbaar inkomen: 1e 25%-groep;Raalte;2012;2.6;18.0;1.2;0.4;144.0;19.7
3286;Besteedbaar inkomen: 1e 25%-groep;Raalte;2013;2.6;17.7;1.2;0.3;109.9;16.1
3287;Besteedbaar inkomen: 1e 25%-groep;Raalte;2014;2.6;17.6;1.2;0.3;108.2;15.5
3288;Besteedbaar inkomen: 1e 25%-groep;Reimerswaal;2011;1.7;20.2;1.3;0.2;93.1;17.8
3289;Besteedbaar inkomen: 1e 25%-groep;Reimerswaal;2012;1.7;20.3;1.3;0.2;125.3;15.2
3290;Besteedbaar inkomen: 1e 25%-groep;Reimerswaal;2013;1.6;19.1;1.3;0.1;85.2;11.9
3291;Besteedbaar inkomen: 1e 25%-groep;Reimerswaal;2014;1.7;20.0;1.3;0.2;93.3;12.2
3292;Besteedbaar inkomen: 1e 25%-groep;Renkum;2011;2.7;19.7;1.3;0.4;138.8;8.4
3293;Besteedbaar inkomen: 1e 25%-groep;Renkum;2012;2.8;19.8;1.3;0.5;164.5;8.2
3294;Besteedbaar inkomen: 1e 25%-groep;Renkum;2013;2.7;19.3;1.2;0.3;96.5;5.1
3295;Besteedbaar inkomen: 1e 25%-groep;Renkum;2014;2.8;20.0;1.3;0.4;136.0;4.7
3296;Besteedbaar inkomen: 1e 25%-groep;Renswoude;2011;0.3;16.1;1.4;0.1;229.8;19.7
3297;Besteedbaar inkomen: 1e 25%-groep;Renswoude;2012;0.3;15.1;1.4;0.1;302.0;22.3
3298;Besteedbaar inkomen: 1e 25%-groep;Renswoude;2013;0.3;15.2;1.4;;;22.7
3299;Besteedbaar inkomen: 1e 25%-groep;Renswoude;2014;0.3;14.8;1.5;0.1;224.6;18.2
3300;Besteedbaar inkomen: 1e 25%-groep;Reusel-De Mierden;2011;0.8;15.6;1.3;0.1;160.5;29.9
3301;Besteedbaar inkomen: 1e 25%-groep;Reusel-De Mierden;2012;0.8;16.1;1.4;0.1;172.0;24.6
3302;Besteedbaar inkomen: 1e 25%-groep;Reusel-De Mierden;2013;0.8;15.2;1.3;0.1;177.8;39.0
3303;Besteedbaar inkomen: 1e 25%-groep;Reusel-De Mierden;2014;0.8;15.0;1.3;0.1;172.1;32.7
3304;Besteedbaar inkomen: 1e 25%-groep;Rheden;2011;5.1;25.1;1.2;0.4;72.9;4.1
3305;Besteedbaar inkomen: 1e 25%-groep;Rheden;2012;5.1;25.1;1.2;0.3;68.3;3.8
3306;Besteedbaar inkomen: 1e 25%-groep;Rheden;2013;5.2;25.3;1.2;0.3;53.0;2.7
3307;Besteedbaar inkomen: 1e 25%-groep;Rheden;2014;5.2;25.5;1.2;0.3;52.7;2.8
3308;Besteedbaar inkomen: 1e 25%-groep;Rhenen;2011;1.4;19.0;1.4;0.2;115.8;8.7
3309;Besteedbaar inkomen: 1e 25%-groep;Rhenen;2012;1.4;18.6;1.3;0.2;120.9;7.7
3310;Besteedbaar inkomen: 1e 25%-groep;Rhenen;2013;1.4;18.4;1.3;0.1;98.0;5.6
3311;Besteedbaar inkomen: 1e 25%-groep;Rhenen;2014;1.5;19.1;1.3;0.1;101.1;5.3
3312;Besteedbaar inkomen: 1e 25%-groep;Ridderkerk;2011;3.9;19.5;1.2;0.2;55.7;6.1
3313;Besteedbaar inkomen: 1e 25%-groep;Ridderkerk;2012;3.8;19.0;1.2;0.4;100.6;5.7
3314;Besteedbaar inkomen: 1e 25%-groep;Ridderkerk;2013;3.9;19.1;1.2;0.2;47.3;4.1
3315;Besteedbaar inkomen: 1e 25%-groep;Ridderkerk;2014;4.0;19.7;1.2;0.2;56.3;4.2
3316;Besteedbaar inkomen: 1e 25%-groep;Rijnwaarden;2011;1.0;21.2;1.3;0.1;64.2;12.0
3317;Besteedbaar inkomen: 1e 25%-groep;Rijnwaarden;2012;1.0;21.4;1.3;0.1;68.9;8.8
3318;Besteedbaar inkomen: 1e 25%-groep;Rijnwaarden;2013;1.0;21.3;1.3;0.0;49.0;4.9
3319;Besteedbaar inkomen: 1e 25%-groep;Rijnwaarden;2014;1.0;21.7;1.3;0.1;58.4;5.4
3320;Besteedbaar inkomen: 1e 25%-groep;Rijnwoude;2011;1.0;14.0;1.3;0.2;161.2;23.5
3321;Besteedbaar inkomen: 1e 25%-groep;Rijnwoude;2012;1.1;14.6;1.3;0.2;185.8;20.9
3322;Besteedbaar inkomen: 1e 25%-groep;Rijnwoude;2013;1.1;14.4;1.3;0.2;147.0;13.9
3323;Besteedbaar inkomen: 1e 25%-groep;Rijnwoude;2014;;;;;;
3324;Besteedbaar inkomen: 1e 25%-groep;Rijssen-Holten;2011;2.3;16.7;1.3;0.3;122.5;22.0
3325;Besteedbaar inkomen: 1e 25%-groep;Rijssen-Holten;2012;2.2;16.2;1.3;0.3;140.5;19.6
3326;Besteedbaar inkomen: 1e 25%-groep;Rijssen-Holten;2013;2.3;16.6;1.3;0.2;95.4;17.7
3327;Besteedbaar inkomen: 1e 25%-groep;Rijssen-Holten;2014;2.2;16.3;1.3;0.3;113.2;17.9
3328;Besteedbaar inkomen: 1e 25%-groep;Rijswijk (ZH.);2011;5.6;23.9;1.3;0.4;65.4;2.5
3329;Besteedbaar inkomen: 1e 25%-groep;Rijswijk (ZH.);2012;5.6;23.8;1.2;0.4;69.1;2.7
3330;Besteedbaar inkomen: 1e 25%-groep;Rijswijk (ZH.);2013;5.6;23.7;1.3;0.3;59.5;1.7
3331;Besteedbaar inkomen: 1e 25%-groep;Rijswijk (ZH.);2014;5.7;23.9;1.3;0.3;60.7;1.5
3332;Besteedbaar inkomen: 1e 25%-groep;Roerdalen;2011;1.8;19.8;1.3;0.2;100.3;19.4
3333;Besteedbaar inkomen: 1e 25%-groep;Roerdalen;2012;1.8;19.7;1.3;0.2;104.5;16.2
3334;Besteedbaar inkomen: 1e 25%-groep;Roerdalen;2013;1.7;19.0;1.3;0.2;91.9;12.0
3335;Besteedbaar inkomen: 1e 25%-groep;Roerdalen;2014;1.8;19.8;1.3;0.2;96.8;10.5
3336;Besteedbaar inkomen: 1e 25%-groep;Roermond;2011;7.0;27.5;1.2;0.4;52.1;2.4
3337;Besteedbaar inkomen: 1e 25%-groep;Roermond;2012;7.1;27.2;1.2;0.4;54.7;2.3
3338;Besteedbaar inkomen: 1e 25%-groep;Roermond;2013;7.2;27.4;1.2;0.3;41.0;1.7
3339;Besteedbaar inkomen: 1e 25%-groep;Roermond;2014;7.3;27.6;1.2;0.3;42.7;1.6
3340;Besteedbaar inkomen: 1e 25%-groep;De Ronde Venen;2011;2.8;15.9;1.3;0.7;268.0;13.6
3341;Besteedbaar inkomen: 1e 25%-groep;De Ronde Venen;2012;2.9;16.5;1.3;0.9;320.8;12.7
3342;Besteedbaar inkomen: 1e 25%-groep;De Ronde Venen;2013;2.8;16.1;1.3;0.6;223.7;9.8
3343;Besteedbaar inkomen: 1e 25%-groep;De Ronde Venen;2014;3.0;16.7;1.3;0.7;244.0;9.4
3344;Besteedbaar inkomen: 1e 25%-groep;Roosendaal;2011;7.5;22.2;1.3;0.5;67.2;3.6
3345;Besteedbaar inkomen: 1e 25%-groep;Roosendaal;2012;7.6;22.4;1.3;0.5;71.3;3.2
3346;Besteedbaar inkomen: 1e 25%-groep;Roosendaal;2013;7.6;22.5;1.3;0.5;62.9;2.3
3347;Besteedbaar inkomen: 1e 25%-groep;Roosendaal;2014;7.5;22.2;1.3;0.5;66.0;1.9
3348;Besteedbaar inkomen: 1e 25%-groep;Rotterdam;2011;107.9;35.7;1.2;2.8;25.9;1.0
3349;Besteedbaar inkomen: 1e 25%-groep;Rotterdam;2012;108.6;35.6;1.2;3.3;30.4;1.1
3350;Besteedbaar inkomen: 1e 25%-groep;Rotterdam;2013;108.9;35.7;1.3;2.3;21.4;0.8
3351;Besteedbaar inkomen: 1e 25%-groep;Rotterdam;2014;108.0;35.6;1.3;2.6;24.3;0.8
3352;Besteedbaar inkomen: 1e 25%-groep;Rozendaal;2011;0.1;;;;;
3353;Besteedbaar inkomen: 1e 25%-groep;Rozendaal;2012;0.1;;;;;
3354;Besteedbaar inkomen: 1e 25%-groep;Rozendaal;2013;0.1;;;;;
3355;Besteedbaar inkomen: 1e 25%-groep;Rozendaal;2014;0.1;;;;;
3356;Besteedbaar inkomen: 1e 25%-groep;Rucphen;2011;1.8;19.1;1.3;0.2;114.8;17.3
3357;Besteedbaar inkomen: 1e 25%-groep;Rucphen;2012;1.8;19.4;1.3;0.3;159.0;15.6
3358;Besteedbaar inkomen: 1e 25%-groep;Rucphen;2013;1.9;19.9;1.3;0.2;121.0;12.5
3359;Besteedbaar inkomen: 1e 25%-groep;Rucphen;2014;1.8;19.4;1.3;0.2;115.8;12.6
3360;Besteedbaar inkomen: 1e 25%-groep;Schagen;2011;1.7;20.5;1.2;0.2;95.9;6.4
3361;Besteedbaar inkomen: 1e 25%-groep;Schagen;2012;1.7;20.3;1.2;0.2;106.4;6.4
3362;Besteedbaar inkomen: 1e 25%-groep;Schagen;2013;3.7;19.0;1.3;0.5;126.5;10.8
3363;Besteedbaar inkomen: 1e 25%-groep;Schagen;2014;3.8;19.5;1.3;0.5;132.6;10.3
3364;Besteedbaar inkomen: 1e 25%-groep;Schermer;2011;0.3;15.3;1.4;0.1;180.6;23.5
3365;Besteedbaar inkomen: 1e 25%-groep;Schermer;2012;0.3;16.0;1.4;0.1;199.6;23.5
3366;Besteedbaar inkomen: 1e 25%-groep;Schermer;2013;0.4;17.6;1.4;0.1;175.1;9.7
3367;Besteedbaar inkomen: 1e 25%-groep;Schermer;2014;0.4;17.4;1.4;0.1;146.7;4.8
3368;Besteedbaar inkomen: 1e 25%-groep;Scherpenzeel;2011;0.6;15.9;1.3;0.1;129.0;22.5
3369;Besteedbaar inkomen: 1e 25%-groep;Scherpenzeel;2012;0.5;15.4;1.3;0.1;158.7;24.1
3370;Besteedbaar inkomen: 1e 25%-groep;Scherpenzeel;2013;0.5;15.0;1.3;0.1;138.8;22.9
3371;Besteedbaar inkomen: 1e 25%-groep;Scherpenzeel;2014;0.6;15.4;1.3;0.1;129.4;24.5
3372;Besteedbaar inkomen: 1e 25%-groep;Schiedam;2011;10.0;28.4;1.3;0.3;28.7;1.3
3373;Besteedbaar inkomen: 1e 25%-groep;Schiedam;2012;10.0;28.5;1.3;0.5;47.6;1.3
3374;Besteedbaar inkomen: 1e 25%-groep;Schiedam;2013;10.1;28.5;1.3;0.3;26.5;1.0
3375;Besteedbaar inkomen: 1e 25%-groep;Schiedam;2014;10.0;28.5;1.3;0.3;33.8;0.8
3376;Besteedbaar inkomen: 1e 25%-groep;Schiermonnikoog;2011;0.1;30.2;1.3;0.0;109.9;8.1
3377;Besteedbaar inkomen: 1e 25%-groep;Schiermonnikoog;2012;0.1;27.1;1.2;0.0;134.8;13.5
3378;Besteedbaar inkomen: 1e 25%-groep;Schiermonnikoog;2013;0.1;29.4;1.2;0.0;118.7;9.0
3379;Besteedbaar inkomen: 1e 25%-groep;Schiermonnikoog;2014;0.1;29.6;1.1;0.0;100.5;5.7
3380;Besteedbaar inkomen: 1e 25%-groep;Schijndel;2011;1.7;18.4;1.3;0.2;107.5;11.0
3381;Besteedbaar inkomen: 1e 25%-groep;Schijndel;2012;1.6;17.4;1.3;0.2;145.3;9.4
3382;Besteedbaar inkomen: 1e 25%-groep;Schijndel;2013;1.7;18.2;1.3;0.2;97.3;7.6
3383;Besteedbaar inkomen: 1e 25%-groep;Schijndel;2014;1.8;18.3;1.3;0.2;107.4;6.8
3384;Besteedbaar inkomen: 1e 25%-groep;Schinnen;2011;1.0;17.6;1.3;;;13.1
3385;Besteedbaar inkomen: 1e 25%-groep;Schinnen;2012;1.0;17.4;1.3;0.1;109.8;10.9
3386;Besteedbaar inkomen: 1e 25%-groep;Schinnen;2013;1.0;17.3;1.3;0.1;81.3;8.2
3387;Besteedbaar inkomen: 1e 25%-groep;Schinnen;2014;1.0;17.2;1.3;0.1;89.7;9.7
3388;Besteedbaar inkomen: 1e 25%-groep;Schoonhoven;2011;1.2;22.5;1.2;0.1;71.0;5.1
3389;Besteedbaar inkomen: 1e 25%-groep;Schoonhoven;2012;1.1;22.1;1.2;0.1;79.5;5.1
3390;Besteedbaar inkomen: 1e 25%-groep;Schoonhoven;2013;1.2;22.7;1.2;0.1;62.5;3.0
3391;Besteedbaar inkomen: 1e 25%-groep;Schoonhoven;2014;1.2;22.9;1.2;0.1;65.2;3.2
3392;Besteedbaar inkomen: 1e 25%-groep;Schouwen-Duiveland;2011;3.1;20.9;1.3;0.4;132.1;16.1
3393;Besteedbaar inkomen: 1e 25%-groep;Schouwen-Duiveland;2012;3.2;21.1;1.3;0.5;165.5;15.3
3394;Besteedbaar inkomen: 1e 25%-groep;Schouwen-Duiveland;2013;3.1;20.8;1.3;0.5;143.7;10.1
3395;Besteedbaar inkomen: 1e 25%-groep;Schouwen-Duiveland;2014;3.2;21.2;1.3;0.5;142.8;9.2
3396;Besteedbaar inkomen: 1e 25%-groep;Simpelveld;2011;0.9;18.9;1.3;0.1;74.2;9.5
3397;Besteedbaar inkomen: 1e 25%-groep;Simpelveld;2012;0.9;18.8;1.2;0.1;79.3;7.2
3398;Besteedbaar inkomen: 1e 25%-groep;Simpelveld;2013;0.9;19.5;1.3;0.1;73.6;6.3
3399;Besteedbaar inkomen: 1e 25%-groep;Simpelveld;2014;1.0;20.3;1.2;0.1;87.3;6.0
3400;Besteedbaar inkomen: 1e 25%-groep;Sint Anthonis;2011;0.7;16.3;1.4;0.1;177.9;55.0
3401;Besteedbaar inkomen: 1e 25%-groep;Sint Anthonis;2012;0.7;16.8;1.4;0.1;183.0;46.7
3402;Besteedbaar inkomen: 1e 25%-groep;Sint Anthonis;2013;0.7;15.5;1.3;0.1;166.5;41.0
3403;Besteedbaar inkomen: 1e 25%-groep;Sint Anthonis;2014;0.7;15.0;1.4;0.1;138.8;29.6
3404;Besteedbaar inkomen: 1e 25%-groep;Sint-Michielsgestel;2011;1.7;15.5;1.3;0.3;165.8;24.3
3405;Besteedbaar inkomen: 1e 25%-groep;Sint-Michielsgestel;2012;1.7;15.3;1.3;0.3;188.4;24.0
3406;Besteedbaar inkomen: 1e 25%-groep;Sint-Michielsgestel;2013;1.7;15.4;1.3;0.2;129.2;21.1
3407;Besteedbaar inkomen: 1e 25%-groep;Sint-Michielsgestel;2014;1.8;15.9;1.3;0.3;159.7;17.5
3408;Besteedbaar inkomen: 1e 25%-groep;Sint-Oedenrode;2011;1.3;18.2;1.3;0.2;167.0;20.0
3409;Besteedbaar inkomen: 1e 25%-groep;Sint-Oedenrode;2012;1.3;17.6;1.3;0.2;182.9;20.5
3410;Besteedbaar inkomen: 1e 25%-groep;Sint-Oedenrode;2013;1.3;17.9;1.3;0.2;150.8;16.6
3411;Besteedbaar inkomen: 1e 25%-groep;Sint-Oedenrode;2014;1.3;17.3;1.3;0.2;147.8;13.4
3412;Besteedbaar inkomen: 1e 25%-groep;Sittard-Geleen;2011;11.7;26.8;1.2;0.6;49.1;2.6
3413;Besteedbaar inkomen: 1e 25%-groep;Sittard-Geleen;2012;11.6;26.6;1.2;0.6;53.2;2.4
3414;Besteedbaar inkomen: 1e 25%-groep;Sittard-Geleen;2013;11.8;26.8;1.2;0.5;44.5;1.7
3415;Besteedbaar inkomen: 1e 25%-groep;Sittard-Geleen;2014;11.7;26.7;1.2;0.5;45.4;1.6
3416;Besteedbaar inkomen: 1e 25%-groep;Skarsterlân;2011;2.4;21.4;1.3;0.3;109.6;16.6
3417;Besteedbaar inkomen: 1e 25%-groep;Skarsterlân;2012;2.2;19.8;1.3;0.3;122.0;13.7
3418;Besteedbaar inkomen: 1e 25%-groep;Skarsterlân;2013;2.1;19.0;1.3;0.2;99.5;12.5
3419;Besteedbaar inkomen: 1e 25%-groep;Skarsterlân;2014;;;;;;
3420;Besteedbaar inkomen: 1e 25%-groep;Sliedrecht;2011;2.2;21.5;1.2;0.1;61.8;11.1
3421;Besteedbaar inkomen: 1e 25%-groep;Sliedrecht;2012;2.0;19.8;1.2;0.2;79.7;8.1
3422;Besteedbaar inkomen: 1e 25%-groep;Sliedrecht;2013;1.9;19.3;1.2;0.1;57.7;5.8
3423;Besteedbaar inkomen: 1e 25%-groep;Sliedrecht;2014;2.0;19.6;1.2;0.1;62.3;5.4
3424;Besteedbaar inkomen: 1e 25%-groep;Slochteren;2011;1.3;20.2;1.3;0.1;104.8;15.8
3425;Besteedbaar inkomen: 1e 25%-groep;Slochteren;2012;1.2;19.6;1.3;0.1;109.5;12.1
3426;Besteedbaar inkomen: 1e 25%-groep;Slochteren;2013;1.2;19.4;1.3;0.1;104.0;9.6
3427;Besteedbaar inkomen: 1e 25%-groep;Slochteren;2014;1.3;19.4;1.3;0.1;107.3;10.2
3428;Besteedbaar inkomen: 1e 25%-groep;Sluis;2011;2.8;25.1;1.2;0.4;128.2;24.3
3429;Besteedbaar inkomen: 1e 25%-groep;Sluis;2012;2.8;25.2;1.3;0.4;157.7;24.5
3430;Besteedbaar inkomen: 1e 25%-groep;Sluis;2013;2.7;24.6;1.3;0.4;132.4;21.2
3431;Besteedbaar inkomen: 1e 25%-groep;Sluis;2014;2.7;24.6;1.3;0.4;157.4;21.7
3432;Besteedbaar inkomen: 1e 25%-groep;Smallingerland;2011;6.2;25.9;1.2;0.4;57.1;4.1
3433;Besteedbaar inkomen: 1e 25%-groep;Smallingerland;2012;6.1;25.5;1.2;0.4;57.9;3.9
3434;Besteedbaar inkomen: 1e 25%-groep;Smallingerland;2013;6.2;25.8;1.2;0.3;47.5;2.6
3435;Besteedbaar inkomen: 1e 25%-groep;Smallingerland;2014;6.1;25.2;1.3;0.3;45.5;2.5
3436;Besteedbaar inkomen: 1e 25%-groep;Soest;2011;3.9;19.5;1.3;0.4;112.0;5.9
3437;Besteedbaar inkomen: 1e 25%-groep;Soest;2012;3.8;19.4;1.3;0.6;147.7;5.1
3438;Besteedbaar inkomen: 1e 25%-groep;Soest;2013;3.8;19.0;1.3;0.4;98.8;3.4
3439;Besteedbaar inkomen: 1e 25%-groep;Soest;2014;3.9;19.4;1.3;0.4;110.9;3.6
3440;Besteedbaar inkomen: 1e 25%-groep;Someren;2011;1.4;19.2;1.3;0.2;146.3;24.3
3441;Besteedbaar inkomen: 1e 25%-groep;Someren;2012;1.6;21.0;1.3;0.2;143.6;18.5
3442;Besteedbaar inkomen: 1e 25%-groep;Someren;2013;1.6;20.6;1.3;0.2;103.5;10.6
3443;Besteedbaar inkomen: 1e 25%-groep;Someren;2014;1.5;20.3;1.3;0.2;156.0;11.8
3444;Besteedbaar inkomen: 1e 25%-groep;Son en Breugel;2011;0.8;13.0;1.4;0.2;250.8;20.6
3445;Besteedbaar inkomen: 1e 25%-groep;Son en Breugel;2012;0.9;13.7;1.4;0.2;248.7;20.4
3446;Besteedbaar inkomen: 1e 25%-groep;Son en Breugel;2013;0.9;13.7;1.4;0.1;143.1;16.4
3447;Besteedbaar inkomen: 1e 25%-groep;Son en Breugel;2014;0.9;13.2;1.4;0.2;179.9;16.0
3448;Besteedbaar inkomen: 1e 25%-groep;Spijkenisse;2011;6.3;19.7;1.2;;;1.4
3449;Besteedbaar inkomen: 1e 25%-groep;Spijkenisse;2012;6.4;20.0;1.2;;;1.5
3450;Besteedbaar inkomen: 1e 25%-groep;Spijkenisse;2013;6.5;20.0;1.3;0.1;22.8;1.1
3451;Besteedbaar inkomen: 1e 25%-groep;Spijkenisse;2014;6.7;20.3;1.3;0.2;23.7;1.1
3452;Besteedbaar inkomen: 1e 25%-groep;Stadskanaal;2011;4.1;28.3;1.3;0.3;63.8;6.7
3453;Besteedbaar inkomen: 1e 25%-groep;Stadskanaal;2012;4.0;28.0;1.3;0.3;64.1;5.4
3454;Besteedbaar inkomen: 1e 25%-groep;Stadskanaal;2013;4.1;28.3;1.3;0.2;54.5;3.5
3455;Besteedbaar inkomen: 1e 25%-groep;Stadskanaal;2014;4.2;28.8;1.3;0.3;60.6;3.5
3456;Besteedbaar inkomen: 1e 25%-groep;Staphorst;2011;0.8;15.4;1.4;0.2;257.1;129.4
3457;Besteedbaar inkomen: 1e 25%-groep;Staphorst;2012;0.8;15.5;1.4;0.2;298.1;135.7
3458;Besteedbaar inkomen: 1e 25%-groep;Staphorst;2013;0.8;15.5;1.4;0.2;233.0;106.5
3459;Besteedbaar inkomen: 1e 25%-groep;Staphorst;2014;0.9;15.6;1.4;0.2;210.9;71.9
3460;Besteedbaar inkomen: 1e 25%-groep;Stede Broec;2011;1.6;18.8;1.3;0.1;70.8;7.7
3461;Besteedbaar inkomen: 1e 25%-groep;Stede Broec;2012;1.6;18.5;1.3;0.1;77.3;6.0
3462;Besteedbaar inkomen: 1e 25%-groep;Stede Broec;2013;1.6;18.2;1.3;0.1;53.3;5.1
3463;Besteedbaar inkomen: 1e 25%-groep;Stede Broec;2014;1.6;18.1;1.3;0.1;61.1;4.3
3464;Besteedbaar inkomen: 1e 25%-groep;Steenbergen;2011;1.8;18.4;1.3;0.2;90.6;15.2
3465;Besteedbaar inkomen: 1e 25%-groep;Steenbergen;2012;1.9;18.9;1.3;0.2;119.1;13.6
3466;Besteedbaar inkomen: 1e 25%-groep;Steenbergen;2013;1.9;19.1;1.3;0.2;93.6;8.3
3467;Besteedbaar inkomen: 1e 25%-groep;Steenbergen;2014;2.0;19.7;1.3;0.2;97.2;6.9
