ID;Geslacht;Leeftijd;SoortOpname;DiagnoseIndelingISHMT;Perioden;Opnamen_1;OpnamenPer10000Inwoners_2;PersMet1OfMeerOpnamen_3;PersMet1OfMeerOpnPer10000Inw_4;Verpleegdagen_5;VerpleegdagenPer10000Inwoners_6;GemiddeldeVerpleegduur_7
870;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2013;67250.0;39.3;35520.0;20.7;;;
871;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2014;53495.0;31.1;30110.0;17.5;;;
872;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2015;43025.0;24.9;28780.0;16.6;;;
873;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2016;39600.0;22.8;28625.0;16.5;;;
874;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2017;35255.0;20.2;27075.0;15.5;;;
875;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2018;33220.0;18.9;24430.0;13.9;;;
876;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2019;33730.0;19.0;24385.0;13.8;;;
877;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2020;25550.0;14.4;19445.0;10.9;;;
878;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2021;26725.0;14.9;19365.0;10.8;;;
879;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12 Totaal zkt. huid, onderhuids bindw.;2022;28915.0;15.9;21975.0;12.1;;;
880;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2013;12890.0;7.5;11945.0;7.0;;;
881;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2014;12520.0;7.3;11675.0;6.8;;;
882;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2015;12900.0;7.5;11965.0;6.9;;;
883;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2016;13375.0;7.7;12435.0;7.2;;;
884;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2017;13615.0;7.8;12650.0;7.2;;;
885;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2018;12735.0;7.2;11865.0;6.7;;;
886;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2019;13065.0;7.4;12155.0;6.9;;;
887;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2020;10880.0;6.1;10115.0;5.7;;;
888;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2021;10665.0;6.0;9950.0;5.6;;;
889;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.1 Infect. huid en onderhuids bindw.;2022;12555.0;6.9;11690.0;6.4;;;
890;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2013;30765.0;18.0;3980.0;2.3;;;
891;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2014;23455.0;13.6;3030.0;1.8;;;
892;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2015;14105.0;8.2;2650.0;1.5;;;
893;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2016;11450.0;6.6;2625.0;1.5;;;
894;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2017;7650.0;4.4;2090.0;1.2;;;
895;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2018;7920.0;4.5;1780.0;1.0;;;
896;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2019;7710.0;4.4;1640.0;0.9;;;
897;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2020;4695.0;2.6;1195.0;0.7;;;
898;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2021;5800.0;3.2;1185.0;0.7;;;
899;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.2 Dermatitis, eczeem en papulosquam..;2022;5120.0;2.8;1165.0;0.6;;;
900;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2013;23595.0;13.8;19790.0;11.6;;;
901;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2014;17520.0;10.2;14880.0;8.7;;;
902;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2015;16020.0;9.3;13400.0;7.8;;;
903;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2016;14775.0;8.5;12475.0;7.2;;;
904;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2017;13990.0;8.0;11880.0;6.8;;;
905;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2018;12570.0;7.1;10695.0;6.1;;;
906;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2019;12960.0;7.3;10555.0;6.0;;;
907;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2020;9975.0;5.6;8195.0;4.6;;;
908;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2021;10260.0;5.7;8285.0;4.6;;;
909;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;12.3 Ov. zkt. huid en onderhuids bindw.;2022;11240.0;6.2;9045.0;5.0;;;
910;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2013;385860.0;225.2;303075.0;176.9;;;
911;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2014;316670.0;184.1;255100.0;148.3;;;
912;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2015;281660.0;162.9;233035.0;134.8;;;
913;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2016;271475.0;156.1;224435.0;129.1;;;
914;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2017;251030.0;143.5;210110.0;120.1;;;
915;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2018;237770.0;135.1;200085.0;113.7;;;
916;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2019;235635.0;132.9;198785.0;112.2;;;
917;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2020;184490.0;103.7;156075.0;87.7;;;
918;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2021;182290.0;101.8;153760.0;85.9;;;
919;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13 Totaal zkt. botspierstelsel en bindw.;2022;205615.0;113.2;176590.0;97.3;;;
920;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2013;25520.0;14.9;24335.0;14.2;;;
921;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2014;25275.0;14.7;24195.0;14.1;;;
922;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2015;25240.0;14.6;24255.0;14.0;;;
923;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2016;25605.0;14.7;24630.0;14.2;;;
924;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2017;26015.0;14.9;25050.0;14.3;;;
925;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2018;26350.0;15.0;25400.0;14.4;;;
926;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2019;26830.0;15.1;25860.0;14.6;;;
927;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2020;20460.0;11.5;19880.0;11.2;;;
928;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2021;22785.0;12.7;22120.0;12.4;;;
929;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.1 Coxartrose;2022;27995.0;15.4;27085.0;14.9;;;
930;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2013;25490.0;14.9;24145.0;14.1;;;
931;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2014;24425.0;14.2;23510.0;13.7;;;
932;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2015;24470.0;14.2;23575.0;13.6;;;
933;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2016;24805.0;14.3;24010.0;13.8;;;
934;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2017;25475.0;14.6;24640.0;14.1;;;
935;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2018;25650.0;14.6;24865.0;14.1;;;
936;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2019;26845.0;15.1;25895.0;14.6;;;
937;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2020;19675.0;11.1;19140.0;10.8;;;
938;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2021;20895.0;11.7;20390.0;11.4;;;
939;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.2 Gonartrose;2022;27590.0;15.2;26730.0;14.7;;;
940;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2013;48345.0;28.2;46505.0;27.1;;;
941;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2014;44890.0;26.1;43340.0;25.2;;;
942;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2015;41460.0;24.0;39990.0;23.1;;;
943;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2016;35655.0;20.5;34465.0;19.8;;;
944;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2017;27065.0;15.5;26245.0;15.0;;;
945;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2018;22840.0;13.0;22250.0;12.6;;;
946;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2019;20515.0;11.6;20060.0;11.3;;;
947;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2020;15935.0;9.0;15580.0;8.8;;;
948;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2021;13560.0;7.6;13285.0;7.4;;;
949;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.3 Dérangement interne van knie;2022;15355.0;8.5;14955.0;8.2;;;
950;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2013;77950.0;45.5;58440.0;34.1;;;
951;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2014;66985.0;38.9;47280.0;27.5;;;
952;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2015;60840.0;35.2;45545.0;26.3;;;
953;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2016;59175.0;34.0;43465.0;25.0;;;
954;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2017;55365.0;31.7;41190.0;23.5;;;
955;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2018;52740.0;30.0;39225.0;22.3;;;
956;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2019;51950.0;29.3;38975.0;22.0;;;
957;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2020;40305.0;22.6;29980.0;16.8;;;
958;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2021;39080.0;21.8;29150.0;16.3;;;
959;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.4 Andere artropathieën;2022;43215.0;23.8;34145.0;18.8;;;
960;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2013;5400.0;3.2;3050.0;1.8;;;
961;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2014;4815.0;2.8;2635.0;1.5;;;
962;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2015;5510.0;3.2;2585.0;1.5;;;
963;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2016;6105.0;3.5;2775.0;1.6;;;
964;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2017;7070.0;4.0;3230.0;1.8;;;
965;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2018;7510.0;4.3;3500.0;2.0;;;
966;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2019;7450.0;4.2;3350.0;1.9;;;
967;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2020;7260.0;4.1;3355.0;1.9;;;
968;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2021;7720.0;4.3;3490.0;1.9;;;
969;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.5 Systeemziekten van bindweefsel;2022;8340.0;4.6;3735.0;2.1;;;
970;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2013;22750.0;13.3;17010.0;9.9;;;
971;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2014;18540.0;10.8;14700.0;8.5;;;
972;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2015;16740.0;9.7;13490.0;7.8;;;
973;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2016;16960.0;9.8;13740.0;7.9;;;
974;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2017;16945.0;9.7;13890.0;7.9;;;
975;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2018;17690.0;10.1;14570.0;8.3;;;
976;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2019;19230.0;10.8;15940.0;9.0;;;
977;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2020;16460.0;9.2;13355.0;7.5;;;
978;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2021;15970.0;8.9;13015.0;7.3;;;
979;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.6 Deform. dorsopathieën en spondylo..;2022;18560.0;10.2;15730.0;8.7;;;
980;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2013;24120.0;14.1;20260.0;11.8;;;
981;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2014;20150.0;11.7;17145.0;10.0;;;
982;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2015;17710.0;10.2;15120.0;8.7;;;
983;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2016;15630.0;9.0;13625.0;7.8;;;
984;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2017;13485.0;7.7;12135.0;6.9;;;
985;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2018;11740.0;6.7;10685.0;6.1;;;
986;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2019;11075.0;6.2;10090.0;5.7;;;
987;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2020;8815.0;5.0;8080.0;4.5;;;
988;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2021;8260.0;4.6;7580.0;4.2;;;
989;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.7 Aand. van tussenwervelschijven;2022;8540.0;4.7;7880.0;4.3;;;
990;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2013;64365.0;37.6;40270.0;23.5;;;
991;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2014;35280.0;20.5;24935.0;14.5;;;
992;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2015;23555.0;13.6;16815.0;9.7;;;
993;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2016;24065.0;13.8;17215.0;9.9;;;
994;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2017;21110.0;12.1;15895.0;9.1;;;
995;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2018;18740.0;10.6;14435.0;8.2;;;
996;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2019;17805.0;10.0;13775.0;7.8;;;
997;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2020;12730.0;7.2;9945.0;5.6;;;
998;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2021;12780.0;7.1;9670.0;5.4;;;
999;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.8 Nek- en rugklachten;2022;12165.0;6.7;9295.0;5.1;;;
1000;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2013;55035.0;32.1;49945.0;29.2;;;
1001;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2014;46310.0;26.9;42490.0;24.7;;;
1002;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2015;41690.0;24.1;39160.0;22.7;;;
1003;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2016;40570.0;23.3;38200.0;22.0;;;
1004;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2017;37875.0;21.7;35850.0;20.5;;;
1005;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2018;35510.0;20.2;33370.0;19.0;;;
1006;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2019;34465.0;19.4;32470.0;18.3;;;
1007;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2020;26625.0;15.0;25080.0;14.1;;;
1008;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2021;26140.0;14.6;24480.0;13.7;;;
1009;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.9 Aandoeningen van weke delen;2022;27680.0;15.2;25900.0;14.3;;;
1010;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2013;36890.0;21.5;30515.0;17.8;;;
1011;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2014;30000.0;17.4;24935.0;14.5;;;
1012;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2015;24440.0;14.1;20135.0;11.6;;;
1013;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2016;22910.0;13.2;19270.0;11.1;;;
1014;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2017;20630.0;11.8;17720.0;10.1;;;
1015;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2018;19000.0;10.8;16200.0;9.2;;;
1016;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2019;19465.0;11.0;16530.0;9.3;;;
1017;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2020;16225.0;9.1;14020.0;7.9;;;
1018;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2021;15095.0;8.4;12995.0;7.3;;;
1019;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;13.10 Ov. zkt. botspierstelsel en bind..;2022;16175.0;8.9;13960.0;7.7;;;
1020;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2013;177170.0;103.4;146655.0;85.6;;;
1021;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2014;158645.0;92.2;133350.0;77.5;;;
1022;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2015;155045.0;89.7;129670.0;75.0;;;
1023;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2016;151120.0;86.9;127530.0;73.3;;;
1024;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2017;147770.0;84.5;125220.0;71.6;;;
1025;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2018;146635.0;83.3;124225.0;70.6;;;
1026;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2019;146725.0;82.8;125020.0;70.5;;;
1027;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2020;123390.0;69.3;105140.0;59.1;;;
1028;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2021;125005.0;69.8;106560.0;59.5;;;
1029;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14 Totaal zkt. van urogenitaal stelsel;2022;136370.0;75.1;116875.0;64.4;;;
1030;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2013;11090.0;6.5;8730.0;5.1;;;
1031;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2014;11410.0;6.6;9045.0;5.3;;;
1032;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2015;11840.0;6.9;9365.0;5.4;;;
1033;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2016;11985.0;6.9;9650.0;5.5;;;
1034;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2017;11945.0;6.8;9600.0;5.5;;;
1035;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2018;12280.0;7.0;9900.0;5.6;;;
1036;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2019;12830.0;7.2;10245.0;5.8;;;
1037;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2020;11485.0;6.5;9260.0;5.2;;;
1038;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2021;11780.0;6.6;9585.0;5.4;;;
1039;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.1 Glomerulaire aand. en tubulo-inte..;2022;12680.0;7.0;10345.0;5.7;;;
1040;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.2 Nierinsufficiëntie;2013;10850.0;6.3;9240.0;5.4;;;
1041;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.2 Nierinsufficiëntie;2014;10235.0;5.9;8605.0;5.0;;;
1042;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.2 Nierinsufficiëntie;2015;11105.0;6.4;9260.0;5.4;;;
1043;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.2 Nierinsufficiëntie;2016;11690.0;6.7;9735.0;5.6;;;
1044;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.2 Nierinsufficiëntie;2017;10920.0;6.2;9165.0;5.2;;;
1045;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;14.2 Nierinsufficiëntie;2018;10975.0;6.2;8925.0;5.1;;;
