ID;Geslacht;Persoonskenmerken;Beroep;Perioden;WerkzameBeroepsbevolking_1
1334;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2015 ;14
1335;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2016 1e kwartaal;15
1336;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2016 2e kwartaal;11
1337;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2016 3e kwartaal;16
1338;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2016 4e kwartaal;16
1339;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2016;14
1340;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2017 1e kwartaal;16
1341;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2017 2e kwartaal;12
1342;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2017 3e kwartaal;9
1343;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2017 4e kwartaal;9
1344;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2017;11
1345;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2018 1e kwartaal;11
1346;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2018 2e kwartaal;11
1347;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2018 3e kwartaal;12
1348;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2018 4e kwartaal;14
1349;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2018;12
1350;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2019 1e kwartaal;16
1351;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2019 2e kwartaal;15
1352;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2019 3e kwartaal;15
1353;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2019 4e kwartaal;15
1354;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2019;15
1355;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2020 1e kwartaal;16
1356;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2020 2e kwartaal;16
1357;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2020 3e kwartaal;15
1358;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2020 4e kwartaal;13
1359;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2020;15
1360;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2021 1e kwartaal;20
1361;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2021 2e kwartaal;14
1362;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2021 3e kwartaal;16
1363;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2021 4e kwartaal;15
1364;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2021;16
1365;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2022 1e kwartaal;15
1366;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2022 2e kwartaal;16
1367;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2022 3e kwartaal;14
1368;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2022 4e kwartaal;17
1369;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2022;16
1370;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2023 1e kwartaal;16
1371;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2023 2e kwartaal;15
1372;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2023 3e kwartaal;14
1373;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2023 4e kwartaal;13
1374;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2023;15
1375;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2024 1e kwartaal;15
1376;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2024 2e kwartaal;15
1377;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2024 3e kwartaal;15
1378;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2024 4e kwartaal;17
1379;Totaal mannen en vrouwen;Totaal personen;0214 Beeldend kunstenaars;2024;16
1380;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2013 1e kwartaal;37
1381;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2013 2e kwartaal;38
1382;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2013 3e kwartaal;36
1383;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2013 4e kwartaal;39
1384;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2013;38
1385;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2014 1e kwartaal;44
1386;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2014 2e kwartaal;44
1387;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2014 3e kwartaal;46
1388;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2014 4e kwartaal;48
1389;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2014;45
1390;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2015 1e kwartaal;48
1391;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2015 2e kwartaal;44
1392;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2015 3e kwartaal;44
1393;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2015 4e kwartaal;42
1394;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2015 ;45
1395;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2016 1e kwartaal;41
1396;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2016 2e kwartaal;42
1397;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2016 3e kwartaal;44
1398;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2016 4e kwartaal;45
1399;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2016;43
1400;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2017 1e kwartaal;49
1401;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2017 2e kwartaal;45
1402;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2017 3e kwartaal;53
1403;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2017 4e kwartaal;49
1404;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2017;49
1405;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2018 1e kwartaal;50
1406;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2018 2e kwartaal;54
1407;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2018 3e kwartaal;56
1408;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2018 4e kwartaal;54
1409;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2018;54
1410;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2019 1e kwartaal;58
1411;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2019 2e kwartaal;53
1412;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2019 3e kwartaal;55
1413;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2019 4e kwartaal;52
1414;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2019;54
1415;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2020 1e kwartaal;51
1416;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2020 2e kwartaal;53
1417;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2020 3e kwartaal;51
1418;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2020 4e kwartaal;47
1419;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2020;51
1420;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2021 1e kwartaal;45
1421;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2021 2e kwartaal;47
1422;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2021 3e kwartaal;49
1423;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2021 4e kwartaal;49
1424;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2021;48
1425;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2022 1e kwartaal;51
1426;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2022 2e kwartaal;53
1427;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2022 3e kwartaal;58
1428;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2022 4e kwartaal;50
1429;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2022;53
1430;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2023 1e kwartaal;56
1431;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2023 2e kwartaal;54
1432;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2023 3e kwartaal;55
1433;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2023 4e kwartaal;52
1434;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2023;54
1435;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2024 1e kwartaal;54
1436;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2024 2e kwartaal;60
1437;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2024 3e kwartaal;63
1438;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2024 4e kwartaal;66
1439;Totaal mannen en vrouwen;Totaal personen;0215 Uitvoerend kunstenaars;2024;61
1440;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2013 1e kwartaal;76
1441;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2013 2e kwartaal;79
1442;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2013 3e kwartaal;70
1443;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2013 4e kwartaal;77
1444;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2013;75
1445;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2014 1e kwartaal;69
1446;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2014 2e kwartaal;69
1447;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2014 3e kwartaal;71
1448;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2014 4e kwartaal;71
1449;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2014;70
1450;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2015 1e kwartaal;68
1451;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2015 2e kwartaal;65
1452;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2015 3e kwartaal;70
1453;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2015 4e kwartaal;67
1454;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2015 ;68
1455;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2016 1e kwartaal;70
1456;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2016 2e kwartaal;74
1457;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2016 3e kwartaal;74
1458;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2016 4e kwartaal;76
1459;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2016;74
1460;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2017 1e kwartaal;74
1461;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2017 2e kwartaal;74
1462;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2017 3e kwartaal;75
1463;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2017 4e kwartaal;78
1464;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2017;75
1465;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2018 1e kwartaal;84
1466;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2018 2e kwartaal;80
1467;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2018 3e kwartaal;82
1468;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2018 4e kwartaal;88
1469;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2018;83
1470;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2019 1e kwartaal;81
1471;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2019 2e kwartaal;85
1472;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2019 3e kwartaal;80
1473;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2019 4e kwartaal;82
1474;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2019;82
1475;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2020 1e kwartaal;87
1476;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2020 2e kwartaal;84
1477;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2020 3e kwartaal;88
1478;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2020 4e kwartaal;88
1479;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2020;87
1480;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2021 1e kwartaal;92
1481;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2021 2e kwartaal;103
1482;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2021 3e kwartaal;105
1483;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2021 4e kwartaal;107
1484;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2021;102
1485;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2022 1e kwartaal;111
1486;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2022 2e kwartaal;112
1487;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2022 3e kwartaal;109
1488;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2022 4e kwartaal;113
1489;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2022;111
1490;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2023 1e kwartaal;107
1491;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2023 2e kwartaal;101
1492;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2023 3e kwartaal;110
1493;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2023 4e kwartaal;102
1494;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2023;105
1495;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2024 1e kwartaal;99
1496;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2024 2e kwartaal;101
1497;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2024 3e kwartaal;107
1498;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2024 4e kwartaal;105
1499;Totaal mannen en vrouwen;Totaal personen;022 Vakspecialisten op artistiek en c.;2024;103
1500;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2013 1e kwartaal;50
1501;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2013 2e kwartaal;52
1502;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2013 3e kwartaal;45
1503;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2013 4e kwartaal;52
1504;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2013;50
1505;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2014 1e kwartaal;46
1506;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2014 2e kwartaal;48
1507;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2014 3e kwartaal;50
1508;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2014 4e kwartaal;51
1509;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2014;49
1510;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2015 1e kwartaal;49
1511;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2015 2e kwartaal;46
1512;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2015 3e kwartaal;50
1513;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2015 4e kwartaal;45
1514;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2015 ;47
1515;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2016 1e kwartaal;47
1516;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2016 2e kwartaal;49
1517;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2016 3e kwartaal;50
1518;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2016 4e kwartaal;51
1519;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2016;49
1520;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2017 1e kwartaal;48
1521;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2017 2e kwartaal;54
1522;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2017 3e kwartaal;55
1523;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2017 4e kwartaal;52
1524;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2017;53
1525;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2018 1e kwartaal;58
1526;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2018 2e kwartaal;58
1527;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2018 3e kwartaal;57
1528;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2018 4e kwartaal;63
1529;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2018;59
1530;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2019 1e kwartaal;60
1531;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2019 2e kwartaal;60
1532;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2019 3e kwartaal;58
1533;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2019 4e kwartaal;56
1534;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2019;59
1535;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2020 1e kwartaal;59
1536;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2020 2e kwartaal;59
1537;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2020 3e kwartaal;63
1538;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2020 4e kwartaal;61
1539;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2020;61
1540;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2021 1e kwartaal;71
1541;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2021 2e kwartaal;74
1542;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2021 3e kwartaal;74
1543;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2021 4e kwartaal;77
1544;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2021;74
1545;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2022 1e kwartaal;79
1546;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2022 2e kwartaal;79
1547;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2022 3e kwartaal;78
1548;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2022 4e kwartaal;77
1549;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2022;78
1550;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2023 1e kwartaal;78
1551;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2023 2e kwartaal;70
1552;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2023 3e kwartaal;79
1553;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2023 4e kwartaal;74
1554;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2023;75
1555;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2024 1e kwartaal;73
1556;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2024 2e kwartaal;76
1557;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2024 3e kwartaal;79
1558;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2024 4e kwartaal;81
1559;Totaal mannen en vrouwen;Totaal personen;0221 Grafisch vormgevers en producton...;2024;77
1560;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2013 1e kwartaal;26
1561;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2013 2e kwartaal;27
1562;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2013 3e kwartaal;25
1563;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2013 4e kwartaal;25
1564;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2013;26
1565;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2014 1e kwartaal;23
1566;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2014 2e kwartaal;21
1567;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2014 3e kwartaal;21
1568;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2014 4e kwartaal;20
1569;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2014;21
1570;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2015 1e kwartaal;19
1571;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2015 2e kwartaal;19
1572;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2015 3e kwartaal;20
1573;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2015 4e kwartaal;23
1574;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2015 ;20
1575;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2016 1e kwartaal;23
1576;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2016 2e kwartaal;25
1577;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2016 3e kwartaal;25
1578;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2016 4e kwartaal;25
1579;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2016;24
1580;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2017 1e kwartaal;25
1581;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2017 2e kwartaal;20
1582;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2017 3e kwartaal;20
1583;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2017 4e kwartaal;26
1584;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2017;23
1585;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2018 1e kwartaal;26
1586;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2018 2e kwartaal;21
1587;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2018 3e kwartaal;25
1588;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2018 4e kwartaal;25
1589;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2018;24
1590;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2019 1e kwartaal;21
1591;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2019 2e kwartaal;25
1592;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2019 3e kwartaal;21
1593;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2019 4e kwartaal;26
1594;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2019;23
1595;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2020 1e kwartaal;28
1596;Totaal mannen en vrouwen;Totaal personen;0222 Fotografen en interieurontwerpers;2020 2e kwartaal;25
