ID;Herkomstland;Geboorteland;GeboortelandOuders;Perioden;BevolkingOp1Januari_1;LevendGeborenKinderen_2;Overledenen_3;Geboorteoverschot_4;Immigratie_5;EmigratieInclusiefAdministratieveC_6;MigratiesaldoInclusiefAdministratie_7;TotaalSaldoCorrecties_8;SaldoAdministratieveCorrecties_9;SaldoOverigeCorrecties_10;BevolkingOp31December_11;Bevolkingsgroei_12;BevolkingsgroeiRelatief_13
1395;Caymaneilanden;Totaal;Twee ouders geboren in Nederland;2023;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1396;Caymaneilanden;Totaal;Eén ouder in NL, één ouder buiten NL;2022;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1397;Caymaneilanden;Totaal;Eén ouder in NL, één ouder buiten NL;2023;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1398;Caymaneilanden;Totaal;Twee ouders geboren buiten Nederland;2022;24.0;0.0;0.0;0.0;1.0;2.0;-1.0;0.0;0.0;0.0;23.0;-1.0;-41.67
1399;Caymaneilanden;Totaal;Twee ouders geboren buiten Nederland;2023;23.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;24.0;1.0;43.48
1400;Caymaneilanden;Personen geboren in Nederland;Totaal;2022;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1401;Caymaneilanden;Personen geboren in Nederland;Totaal;2023;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1402;Caymaneilanden;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1403;Caymaneilanden;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1404;Caymaneilanden;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1405;Caymaneilanden;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1406;Caymaneilanden;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1407;Caymaneilanden;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1408;Caymaneilanden;Personen geboren buiten Nederland;Totaal;2022;26.0;0.0;0.0;0.0;1.0;2.0;-1.0;0.0;0.0;0.0;25.0;-1.0;-38.46
1409;Caymaneilanden;Personen geboren buiten Nederland;Totaal;2023;25.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;26.0;1.0;40.0
1410;Caymaneilanden;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1411;Caymaneilanden;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
1412;Caymaneilanden;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1413;Caymaneilanden;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
1414;Caymaneilanden;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;20.0;0.0;0.0;0.0;1.0;2.0;-1.0;0.0;0.0;0.0;19.0;-1.0;-50.0
1415;Caymaneilanden;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;19.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;20.0;1.0;52.63
1416;Centraal-Afrikaanse Republiek;Totaal;Totaal;2022;120.0;3.0;0.0;3.0;4.0;3.0;1.0;0.0;0.0;0.0;124.0;4.0;33.33
1417;Centraal-Afrikaanse Republiek;Totaal;Totaal;2023;124.0;0.0;1.0;-1.0;2.0;1.0;1.0;1.0;0.0;1.0;125.0;1.0;8.06
1418;Centraal-Afrikaanse Republiek;Totaal;Twee ouders geboren in Nederland;2022;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1419;Centraal-Afrikaanse Republiek;Totaal;Twee ouders geboren in Nederland;2023;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1420;Centraal-Afrikaanse Republiek;Totaal;Eén ouder in NL, één ouder buiten NL;2022;31.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;33.0;2.0;64.52
1421;Centraal-Afrikaanse Republiek;Totaal;Eén ouder in NL, één ouder buiten NL;2023;33.0;0.0;1.0;-1.0;0.0;0.0;0.0;1.0;0.0;1.0;33.0;0.0;0.0
1422;Centraal-Afrikaanse Republiek;Totaal;Twee ouders geboren buiten Nederland;2022;83.0;2.0;0.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;85.0;2.0;24.1
1423;Centraal-Afrikaanse Republiek;Totaal;Twee ouders geboren buiten Nederland;2023;85.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;86.0;1.0;11.76
1424;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Totaal;2022;32.0;3.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;36.0;4.0;125.0
1425;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Totaal;2023;36.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;37.0;1.0;27.78
1426;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1427;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1428;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;25.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;27.0;2.0;80.0
1429;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;27.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;28.0;1.0;37.04
1430;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;7.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;2.0;285.71
1431;Centraal-Afrikaanse Republiek;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0
1432;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Totaal;2022;88.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0
1433;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Totaal;2023;88.0;0.0;1.0;-1.0;2.0;1.0;1.0;0.0;0.0;0.0;88.0;0.0;0.0
1434;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1435;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1436;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1437;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;6.0;0.0;1.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;-1.0;-166.67
1438;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;76.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;76.0;0.0;0.0
1439;Centraal-Afrikaanse Republiek;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;76.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;77.0;1.0;13.16
1440;Chili;Totaal;Totaal;2022;7191.0;76.0;31.0;45.0;521.0;313.0;208.0;-25.0;-27.0;2.0;7446.0;255.0;35.46
1441;Chili;Totaal;Totaal;2023;7446.0;68.0;23.0;45.0;506.0;282.0;224.0;-18.0;-22.0;4.0;7719.0;273.0;36.66
1442;Chili;Totaal;Twee ouders geboren in Nederland;2022;350.0;0.0;1.0;-1.0;2.0;1.0;1.0;-5.0;-1.0;-4.0;346.0;-4.0;-11.43
1443;Chili;Totaal;Twee ouders geboren in Nederland;2023;346.0;0.0;0.0;0.0;5.0;6.0;-1.0;0.0;0.0;0.0;345.0;-1.0;-2.89
1444;Chili;Totaal;Eén ouder in NL, één ouder buiten NL;2022;2567.0;60.0;4.0;56.0;30.0;25.0;5.0;5.0;-3.0;8.0;2636.0;69.0;26.88
1445;Chili;Totaal;Eén ouder in NL, één ouder buiten NL;2023;2636.0;49.0;3.0;46.0;29.0;26.0;3.0;3.0;1.0;2.0;2687.0;51.0;19.35
1446;Chili;Totaal;Twee ouders geboren buiten Nederland;2022;4274.0;16.0;26.0;-10.0;489.0;287.0;202.0;-25.0;-23.0;-2.0;4464.0;190.0;44.45
1447;Chili;Totaal;Twee ouders geboren buiten Nederland;2023;4464.0;19.0;20.0;-1.0;472.0;250.0;222.0;-21.0;-23.0;2.0;4687.0;223.0;49.96
1448;Chili;Personen geboren in Nederland;Totaal;2022;2952.0;76.0;4.0;72.0;21.0;33.0;-12.0;-3.0;-4.0;1.0;3013.0;61.0;20.66
1449;Chili;Personen geboren in Nederland;Totaal;2023;3013.0;68.0;3.0;65.0;20.0;24.0;-4.0;1.0;-1.0;2.0;3076.0;63.0;20.91
1450;Chili;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1451;Chili;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1452;Chili;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;2287.0;60.0;4.0;56.0;15.0;19.0;-4.0;-2.0;-3.0;1.0;2340.0;53.0;23.17
1453;Chili;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;2340.0;49.0;3.0;46.0;13.0;16.0;-3.0;3.0;1.0;2.0;2385.0;45.0;19.23
1454;Chili;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;665.0;16.0;0.0;16.0;6.0;14.0;-8.0;-1.0;-1.0;0.0;673.0;8.0;12.03
1455;Chili;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;673.0;19.0;0.0;19.0;7.0;8.0;-1.0;-2.0;-2.0;0.0;691.0;18.0;26.75
1456;Chili;Personen geboren buiten Nederland;Totaal;2022;4239.0;0.0;27.0;-27.0;500.0;280.0;220.0;-22.0;-23.0;1.0;4433.0;194.0;45.77
1457;Chili;Personen geboren buiten Nederland;Totaal;2023;4433.0;0.0;20.0;-20.0;486.0;258.0;228.0;-19.0;-21.0;2.0;4643.0;210.0;47.37
1458;Chili;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;350.0;0.0;1.0;-1.0;2.0;1.0;1.0;-5.0;-1.0;-4.0;346.0;-4.0;-11.43
1459;Chili;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;346.0;0.0;0.0;0.0;5.0;6.0;-1.0;0.0;0.0;0.0;345.0;-1.0;-2.89
1460;Chili;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;280.0;0.0;0.0;0.0;15.0;6.0;9.0;7.0;0.0;7.0;296.0;16.0;57.14
1461;Chili;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;296.0;0.0;0.0;0.0;16.0;10.0;6.0;0.0;0.0;0.0;302.0;6.0;20.27
1462;Chili;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;3609.0;0.0;26.0;-26.0;483.0;273.0;210.0;-24.0;-22.0;-2.0;3791.0;182.0;50.43
1463;Chili;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;3791.0;0.0;20.0;-20.0;465.0;242.0;223.0;-19.0;-21.0;2.0;3996.0;205.0;54.08
1464;China;Totaal;Totaal;2022;91443.0;714.0;176.0;538.0;6555.0;3547.0;3008.0;-486.0;-477.0;-9.0;94980.0;3537.0;38.68
1465;China;Totaal;Totaal;2023;94980.0;719.0;198.0;521.0;8533.0;4374.0;4159.0;-687.0;-676.0;-11.0;99649.0;4669.0;49.16
1466;China;Totaal;Twee ouders geboren in Nederland;2022;6990.0;0.0;9.0;-9.0;30.0;25.0;5.0;-1.0;0.0;-1.0;6985.0;-5.0;-0.72
1467;China;Totaal;Twee ouders geboren in Nederland;2023;6985.0;0.0;4.0;-4.0;36.0;38.0;-2.0;-3.0;-2.0;-1.0;6978.0;-7.0;-1.0
1468;China;Totaal;Eén ouder in NL, één ouder buiten NL;2022;7100.0;299.0;13.0;286.0;95.0;44.0;51.0;7.0;-3.0;10.0;7447.0;347.0;48.87
1469;China;Totaal;Eén ouder in NL, één ouder buiten NL;2023;7447.0;275.0;22.0;253.0;79.0;56.0;23.0;4.0;-3.0;7.0;7730.0;283.0;38.0
1470;China;Totaal;Twee ouders geboren buiten Nederland;2022;77353.0;415.0;154.0;261.0;6430.0;3478.0;2952.0;-492.0;-474.0;-18.0;80548.0;3195.0;41.3
1471;China;Totaal;Twee ouders geboren buiten Nederland;2023;80548.0;444.0;172.0;272.0;8418.0;4280.0;4138.0;-688.0;-671.0;-17.0;84941.0;4393.0;54.54
1472;China;Personen geboren in Nederland;Totaal;2022;25504.0;714.0;15.0;699.0;63.0;198.0;-135.0;-21.0;-21.0;0.0;26068.0;564.0;22.11
1473;China;Personen geboren in Nederland;Totaal;2023;26068.0;719.0;30.0;689.0;92.0;204.0;-112.0;-11.0;-11.0;0.0;26645.0;577.0;22.13
1474;China;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1475;China;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1476;China;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;5957.0;299.0;13.0;286.0;12.0;23.0;-11.0;1.0;-2.0;3.0;6235.0;278.0;46.67
1477;China;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;6235.0;275.0;20.0;255.0;23.0;32.0;-9.0;-1.0;-2.0;1.0;6482.0;247.0;39.62
1478;China;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;19547.0;415.0;2.0;413.0;51.0;175.0;-124.0;-22.0;-19.0;-3.0;19833.0;286.0;14.63
1479;China;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;19833.0;444.0;10.0;434.0;69.0;172.0;-103.0;-10.0;-9.0;-1.0;20163.0;330.0;16.64
1480;China;Personen geboren buiten Nederland;Totaal;2022;65939.0;0.0;161.0;-161.0;6492.0;3349.0;3143.0;-465.0;-456.0;-9.0;68912.0;2973.0;45.09
1481;China;Personen geboren buiten Nederland;Totaal;2023;68912.0;0.0;168.0;-168.0;8441.0;4170.0;4271.0;-676.0;-665.0;-11.0;73004.0;4092.0;59.38
1482;China;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;6990.0;0.0;9.0;-9.0;30.0;25.0;5.0;-1.0;0.0;-1.0;6985.0;-5.0;-0.72
1483;China;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;6985.0;0.0;4.0;-4.0;36.0;38.0;-2.0;-3.0;-2.0;-1.0;6978.0;-7.0;-1.0
1484;China;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;1143.0;0.0;0.0;0.0;83.0;21.0;62.0;6.0;-1.0;7.0;1212.0;69.0;60.37
1485;China;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;1212.0;0.0;2.0;-2.0;56.0;24.0;32.0;5.0;-1.0;6.0;1248.0;36.0;29.7
1486;China;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;57806.0;0.0;152.0;-152.0;6379.0;3303.0;3076.0;-470.0;-455.0;-15.0;60715.0;2909.0;50.32
1487;China;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;60715.0;0.0;162.0;-162.0;8349.0;4108.0;4241.0;-678.0;-662.0;-16.0;64778.0;4063.0;66.92
1488;Colombia;Totaal;Totaal;2022;27176.0;438.0;20.0;418.0;1584.0;783.0;801.0;-93.0;-96.0;3.0;28398.0;1222.0;44.97
1489;Colombia;Totaal;Totaal;2023;28398.0;440.0;39.0;401.0;1828.0;839.0;989.0;-126.0;-126.0;0.0;29788.0;1390.0;48.95
1490;Colombia;Totaal;Twee ouders geboren in Nederland;2022;5323.0;0.0;4.0;-4.0;15.0;34.0;-19.0;-6.0;-8.0;2.0;5302.0;-21.0;-3.95
1491;Colombia;Totaal;Twee ouders geboren in Nederland;2023;5302.0;0.0;11.0;-11.0;15.0;19.0;-4.0;-3.0;-1.0;-2.0;5285.0;-17.0;-3.21
1492;Colombia;Totaal;Eén ouder in NL, één ouder buiten NL;2022;7915.0;338.0;2.0;336.0;49.0;90.0;-41.0;17.0;-7.0;24.0;8234.0;319.0;40.3
1493;Colombia;Totaal;Eén ouder in NL, één ouder buiten NL;2023;8234.0;300.0;3.0;297.0;45.0;64.0;-19.0;7.0;-4.0;11.0;8523.0;289.0;35.1
1494;Colombia;Totaal;Twee ouders geboren buiten Nederland;2022;13938.0;100.0;14.0;86.0;1520.0;659.0;861.0;-104.0;-81.0;-23.0;14862.0;924.0;66.29
1495;Colombia;Totaal;Twee ouders geboren buiten Nederland;2023;14862.0;140.0;25.0;115.0;1768.0;756.0;1012.0;-130.0;-121.0;-9.0;15980.0;1118.0;75.23
1496;Colombia;Personen geboren in Nederland;Totaal;2022;9284.0;437.0;2.0;435.0;48.0;102.0;-54.0;-6.0;-10.0;4.0;9669.0;385.0;41.47
1497;Colombia;Personen geboren in Nederland;Totaal;2023;9669.0;439.0;2.0;437.0;48.0;76.0;-28.0;-2.0;-5.0;3.0;10081.0;412.0;42.61
1498;Colombia;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1499;Colombia;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1500;Colombia;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;6886.0;337.0;2.0;335.0;20.0;70.0;-50.0;11.0;-5.0;16.0;7187.0;301.0;43.71
1501;Colombia;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;7187.0;300.0;1.0;299.0;26.0;45.0;-19.0;6.0;-3.0;9.0;7476.0;289.0;40.21
1502;Colombia;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;2398.0;100.0;0.0;100.0;28.0;32.0;-4.0;-17.0;-5.0;-12.0;2482.0;84.0;35.03
1503;Colombia;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;2482.0;139.0;1.0;138.0;22.0;31.0;-9.0;-8.0;-2.0;-6.0;2605.0;123.0;49.56
1504;Colombia;Personen geboren buiten Nederland;Totaal;2022;17892.0;1.0;18.0;-17.0;1536.0;681.0;855.0;-87.0;-86.0;-1.0;18729.0;837.0;46.78
1505;Colombia;Personen geboren buiten Nederland;Totaal;2023;18729.0;1.0;37.0;-36.0;1780.0;763.0;1017.0;-124.0;-121.0;-3.0;19707.0;978.0;52.22
1506;Colombia;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;5323.0;0.0;4.0;-4.0;15.0;34.0;-19.0;-6.0;-8.0;2.0;5302.0;-21.0;-3.95
1507;Colombia;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;5302.0;0.0;11.0;-11.0;15.0;19.0;-4.0;-3.0;-1.0;-2.0;5285.0;-17.0;-3.21
1508;Colombia;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;1029.0;1.0;0.0;1.0;29.0;20.0;9.0;6.0;-2.0;8.0;1047.0;18.0;17.49
1509;Colombia;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;1047.0;0.0;2.0;-2.0;19.0;19.0;0.0;1.0;-1.0;2.0;1047.0;0.0;0.0
1510;Colombia;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;11540.0;0.0;14.0;-14.0;1492.0;627.0;865.0;-87.0;-76.0;-11.0;12380.0;840.0;72.79
1511;Colombia;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;12380.0;1.0;24.0;-23.0;1746.0;725.0;1021.0;-122.0;-119.0;-3.0;13375.0;995.0;80.37
1512;Comoren;Totaal;Totaal;2022;23.0;0.0;0.0;0.0;3.0;1.0;2.0;-1.0;-1.0;0.0;25.0;2.0;86.96
1513;Comoren;Totaal;Totaal;2023;25.0;1.0;0.0;1.0;2.0;5.0;-3.0;-2.0;-2.0;0.0;23.0;-2.0;-80.0
1514;Comoren;Totaal;Twee ouders geboren in Nederland;2022;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1515;Comoren;Totaal;Twee ouders geboren in Nederland;2023;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1516;Comoren;Totaal;Eén ouder in NL, één ouder buiten NL;2022;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1517;Comoren;Totaal;Eén ouder in NL, één ouder buiten NL;2023;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;200.0
1518;Comoren;Totaal;Twee ouders geboren buiten Nederland;2022;17.0;0.0;0.0;0.0;3.0;1.0;2.0;-1.0;-1.0;0.0;19.0;2.0;117.65
1519;Comoren;Totaal;Twee ouders geboren buiten Nederland;2023;19.0;0.0;0.0;0.0;2.0;5.0;-3.0;-2.0;-2.0;0.0;16.0;-3.0;-157.89
1520;Comoren;Personen geboren in Nederland;Totaal;2022;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0
1521;Comoren;Personen geboren in Nederland;Totaal;2023;11.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;1.0;90.91
1522;Comoren;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1523;Comoren;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1524;Comoren;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0
1525;Comoren;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;200.0
1526;Comoren;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1527;Comoren;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
1528;Comoren;Personen geboren buiten Nederland;Totaal;2022;12.0;0.0;0.0;0.0;3.0;1.0;2.0;-1.0;-1.0;0.0;14.0;2.0;166.67
1529;Comoren;Personen geboren buiten Nederland;Totaal;2023;14.0;0.0;0.0;0.0;2.0;5.0;-3.0;-2.0;-2.0;0.0;11.0;-3.0;-214.29
1530;Comoren;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1531;Comoren;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1532;Comoren;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1533;Comoren;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1534;Comoren;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;11.0;0.0;0.0;0.0;3.0;1.0;2.0;-1.0;-1.0;0.0;13.0;2.0;181.82
1535;Comoren;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;13.0;0.0;0.0;0.0;2.0;5.0;-3.0;-2.0;-2.0;0.0;10.0;-3.0;-230.77
1536;Congo;Totaal;Totaal;2022;1616.0;21.0;2.0;19.0;38.0;16.0;22.0;-12.0;0.0;-12.0;1645.0;29.0;17.95
1537;Congo;Totaal;Totaal;2023;1645.0;22.0;4.0;18.0;51.0;43.0;8.0;-19.0;-14.0;-5.0;1666.0;21.0;12.77
1538;Congo;Totaal;Twee ouders geboren in Nederland;2022;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0
1539;Congo;Totaal;Twee ouders geboren in Nederland;2023;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0
1540;Congo;Totaal;Eén ouder in NL, één ouder buiten NL;2022;340.0;10.0;0.0;10.0;2.0;2.0;0.0;1.0;0.0;1.0;351.0;11.0;32.35
1541;Congo;Totaal;Eén ouder in NL, één ouder buiten NL;2023;351.0;10.0;1.0;9.0;4.0;1.0;3.0;2.0;0.0;2.0;365.0;14.0;39.89
1542;Congo;Totaal;Twee ouders geboren buiten Nederland;2022;1216.0;11.0;2.0;9.0;36.0;14.0;22.0;-13.0;0.0;-13.0;1234.0;18.0;14.8
1543;Congo;Totaal;Twee ouders geboren buiten Nederland;2023;1234.0;12.0;3.0;9.0;47.0;42.0;5.0;-21.0;-14.0;-7.0;1241.0;7.0;5.67
1544;Congo;Personen geboren in Nederland;Totaal;2022;740.0;21.0;0.0;21.0;5.0;7.0;-2.0;-6.0;-3.0;-3.0;756.0;16.0;21.62
1545;Congo;Personen geboren in Nederland;Totaal;2023;756.0;22.0;1.0;21.0;5.0;9.0;-4.0;0.0;-1.0;1.0;774.0;18.0;23.81
1546;Congo;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;;;;;;;;;;;;;
1547;Congo;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;;;;;;;;;;;;;
1548;Congo;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;306.0;10.0;0.0;10.0;2.0;2.0;0.0;1.0;0.0;1.0;317.0;11.0;35.95
1549;Congo;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;317.0;10.0;0.0;10.0;4.0;1.0;3.0;2.0;0.0;2.0;332.0;15.0;47.32
