ID;RegioS;Perioden;AantalPersonen_1;GemiddeldBesteedbaarInkomen_2;RangnummerBesteedbaarInkomen_3;GemiddeldGestandaardiseerdInkomen_4;RangnummerGestandaardiseerdInkomen_5;AantalPersonen_6;InVanPersonenMetEnZonderInkomen_7;GemiddeldPersoonlijkInkomen_8;RangnummerPersoonlijkInkomen_9;GemiddeldBesteedbaarInkomen_10;RangnummerBesteedbaarInkomen_11
627;Flevoland (CR);2005;370.7;11.6;36.0;19.7;29.0;231.6;62.0;26.4;11.0;17.7;20.0
628;Flevoland (CR);2006;374.4;12.3;35.0;21.0;28.0;246.7;66.0;27.1;11.0;18.3;19.0
629;Flevoland (CR);2007;378.7;13.3;33.0;22.6;27.0;251.5;66.0;28.5;11.0;19.6;19.0
630;Flevoland (CR);2008;383.4;13.6;34.0;23.2;26.0;259.0;68.0;29.5;12.0;19.8;18.0
631;Flevoland (CR);2009 voor methodewijziging;387.9;13.7;31.0;23.2;27.0;262.6;68.0;30.0;12.0;20.0;20.0
632;Flevoland (CR);2009 na methodewijziging;387.9;13.7;33.0;23.1;28.0;261.8;68.0;29.8;11.0;19.9;20.0
633;Flevoland (CR);2010;392.0;13.7;31.0;23.3;28.0;265.1;68.0;30.2;11.0;20.0;18.0
634;Flevoland (CR);2011;395.5;13.9;31.0;23.4;26.0;268.9;68.0;30.6;11.0;20.1;17.0
635;Flevoland (CR);2012;398.4;13.9;34.0;23.3;30.0;270.2;68.0;30.7;13.0;20.1;19.0
636;Flevoland (CR);2013;399.9;;;23.6;29.0;271.0;68.0;31.2;13.0;;
637;Flevoland (CR);2014;401.8;;;24.5;30.0;270.8;67.0;31.8;12.0;;
638;Geen stadsgewest (SG);2005;;;;;;;;;;;
639;Geen stadsgewest (SG);2006;;;;;;;;;;;
640;Geen stadsgewest (SG);2007;;;;;;;;;;;
641;Geen stadsgewest (SG);2008;;;;;;;;;;;
642;Geen stadsgewest (SG);2009 voor methodewijziging;;;;;;;;;;;
643;Geen stadsgewest (SG);2009 na methodewijziging;;;;;;;;;;;
644;Geen stadsgewest (SG);2010;;;;;;;;;;;
645;Geen stadsgewest (SG);2011;;;;;;;;;;;
646;Geen stadsgewest (SG);2012;;;;;;;;;;;
647;Geen stadsgewest (SG);2013;;;;;;;;;;;
648;Geen stadsgewest (SG);2014;;;;;;;;;;;
649;Groningen (SG);2005;342.7;12.2;19.0;18.9;19.0;231.5;68.0;24.5;18.0;17.2;19.0
650;Groningen (SG);2006;343.2;12.8;19.0;19.9;19.0;241.4;70.0;25.0;18.0;17.6;18.0
651;Groningen (SG);2007;344.0;13.6;19.0;21.2;19.0;244.4;71.0;25.8;19.0;18.6;18.0
652;Groningen (SG);2008;346.4;14.0;19.0;21.8;19.0;249.6;72.0;26.8;19.0;19.0;19.0
653;Groningen (SG);2009 voor methodewijziging;349.4;14.2;19.0;22.0;19.0;251.0;72.0;27.6;18.0;19.3;18.0
654;Groningen (SG);2009 na methodewijziging;349.4;14.2;19.0;21.9;19.0;251.0;72.0;27.6;19.0;19.3;19.0
655;Groningen (SG);2010;352.2;14.1;19.0;21.9;19.0;252.1;72.0;27.9;19.0;19.2;19.0
656;Groningen (SG);2011;355.4;14.2;20.0;21.9;20.0;254.6;72.0;28.3;19.0;19.3;18.0
657;Groningen (SG);2012;358.2;14.1;20.0;21.9;21.0;254.7;71.0;28.6;19.0;19.4;19.0
658;Groningen (SG);2013;361.2;;;22.0;21.0;254.0;70.0;29.1;19.0;;
659;Groningen (SG);2014;363.2;;;22.9;21.0;254.3;70.0;29.8;19.0;;
660;Leeuwarden (SG);2005;159.3;11.7;21.0;18.5;22.0;107.1;67.0;23.2;21.0;16.5;20.0
661;Leeuwarden (SG);2006;159.8;12.3;21.0;19.5;22.0;112.6;70.0;23.8;20.0;17.0;20.0
662;Leeuwarden (SG);2007;160.1;13.1;21.0;20.8;22.0;113.1;71.0;24.8;20.0;18.1;20.0
663;Leeuwarden (SG);2008;160.7;13.5;21.0;21.5;22.0;116.3;72.0;25.6;21.0;18.4;20.0
664;Leeuwarden (SG);2009 voor methodewijziging;161.4;13.6;21.0;21.6;22.0;116.5;72.0;26.1;21.0;18.6;20.0
665;Leeuwarden (SG);2009 na methodewijziging;161.4;13.5;21.0;21.4;22.0;116.0;72.0;26.1;21.0;18.5;20.0
666;Leeuwarden (SG);2010;162.1;13.5;22.0;21.4;22.0;116.1;72.0;26.4;21.0;18.5;20.0
667;Leeuwarden (SG);2011;162.4;13.6;21.0;21.5;22.0;117.0;72.0;26.8;21.0;18.6;20.0
668;Leeuwarden (SG);2012;162.6;13.7;22.0;21.6;22.0;116.7;72.0;27.0;21.0;18.7;21.0
669;Leeuwarden (SG);2013;173.9;;;21.9;22.0;124.2;71.0;27.5;21.0;;
670;Leeuwarden (SG);2014;174.1;;;22.8;22.0;123.8;71.0;28.2;21.0;;
671;Zwolle (SG);2005;169.5;12.5;15.0;20.4;12.0;115.1;68.0;25.4;14.0;17.7;14.0
672;Zwolle (SG);2006;170.8;13.1;15.0;21.4;12.0;121.2;71.0;25.9;14.0;18.1;14.0
673;Zwolle (SG);2007;173.0;14.0;15.0;22.9;12.0;123.1;71.0;27.1;14.0;19.3;14.0
674;Zwolle (SG);2008;174.8;14.4;15.0;23.5;12.0;126.2;72.0;28.1;14.0;19.7;14.0
675;Zwolle (SG);2009 voor methodewijziging;176.4;14.5;16.0;23.6;12.0;127.6;72.0;28.6;14.0;19.7;14.0
676;Zwolle (SG);2009 na methodewijziging;176.4;14.5;17.0;23.7;12.0;127.7;72.0;28.7;14.0;19.8;14.0
677;Zwolle (SG);2010;177.7;14.5;16.0;23.7;12.0;128.7;72.0;29.0;14.0;19.8;14.0
678;Zwolle (SG);2011;179.0;14.6;16.0;23.8;12.0;130.1;73.0;29.4;14.0;19.8;14.0
679;Zwolle (SG);2012;180.3;14.7;15.0;24.0;12.0;130.7;72.0;29.8;14.0;20.1;14.0
680;Zwolle (SG);2013;181.1;;;24.3;12.0;130.9;72.0;30.3;14.0;;
681;Zwolle (SG);2014;181.9;;;25.2;12.0;130.7;72.0;30.9;14.0;;
682;Enschede (SG);2005;310.0;11.6;22.0;18.6;21.0;206.9;67.0;23.2;20.0;16.5;21.0
683;Enschede (SG);2006;310.3;12.2;22.0;19.7;21.0;217.4;70.0;23.8;21.0;17.0;21.0
684;Enschede (SG);2007;310.7;13.0;22.0;21.0;20.0;218.1;70.0;24.7;21.0;18.0;21.0
685;Enschede (SG);2008;312.5;13.4;22.0;21.5;20.0;223.5;72.0;25.8;20.0;18.3;21.0
686;Enschede (SG);2009 voor methodewijziging;313.8;13.5;22.0;21.7;21.0;225.1;72.0;26.3;20.0;18.4;21.0
687;Enschede (SG);2009 na methodewijziging;313.8;13.5;22.0;21.8;20.0;224.9;72.0;26.4;20.0;18.5;21.0
688;Enschede (SG);2010;315.0;13.5;21.0;21.7;21.0;226.0;72.0;26.6;20.0;18.5;21.0
689;Enschede (SG);2011;315.4;13.6;22.0;21.9;21.0;227.8;72.0;27.1;20.0;18.5;21.0
690;Enschede (SG);2012;316.1;13.8;21.0;22.1;20.0;227.8;72.0;27.4;20.0;18.7;20.0
691;Enschede (SG);2013;316.2;;;22.2;20.0;226.9;72.0;27.8;20.0;;
692;Enschede (SG);2014;316.2;;;23.1;19.0;225.3;71.0;28.3;20.0;;
693;Apeldoorn (SG);2005;212.6;12.7;10.0;20.9;9.0;145.4;68.0;25.7;12.0;17.9;12.0
694;Apeldoorn (SG);2006;212.1;13.4;10.0;22.0;9.0;151.4;71.0;26.4;13.0;18.4;12.0
695;Apeldoorn (SG);2007;211.7;14.4;10.0;23.7;9.0;152.5;72.0;27.6;13.0;19.7;12.0
696;Apeldoorn (SG);2008;212.0;14.8;10.0;24.3;9.0;154.8;73.0;28.7;12.0;20.0;12.0
697;Apeldoorn (SG);2009 voor methodewijziging;212.4;14.9;10.0;24.4;9.0;156.0;73.0;29.1;13.0;20.0;12.0
698;Apeldoorn (SG);2009 na methodewijziging;212.4;14.9;10.0;24.4;8.0;156.0;73.0;29.1;13.0;20.1;12.0
699;Apeldoorn (SG);2010;212.8;14.9;10.0;24.5;7.0;156.8;74.0;29.4;13.0;20.1;12.0
700;Apeldoorn (SG);2011;213.2;14.9;10.0;24.4;8.0;157.8;74.0;29.8;13.0;20.0;12.0
701;Apeldoorn (SG);2012;213.4;15.2;10.0;24.7;8.0;158.1;74.0;30.0;13.0;20.3;13.0
702;Apeldoorn (SG);2013;213.7;;;24.8;8.0;158.0;74.0;30.5;13.0;;
703;Apeldoorn (SG);2014;214.2;;;25.9;8.0;158.5;74.0;31.0;13.0;;
704;Arnhem (SG);2005;347.3;12.6;12.0;20.2;13.0;236.9;68.0;25.7;13.0;17.7;13.0
705;Arnhem (SG);2006;348.4;13.2;11.0;21.3;13.0;247.4;71.0;26.4;12.0;18.3;13.0
706;Arnhem (SG);2007;350.5;14.2;12.0;22.9;13.0;249.9;71.0;27.7;12.0;19.6;13.0
707;Arnhem (SG);2008;353.5;14.6;11.0;23.4;13.0;256.4;73.0;28.7;13.0;19.8;13.0
708;Arnhem (SG);2009 voor methodewijziging;355.7;14.7;13.0;23.5;13.0;258.3;73.0;29.2;12.0;19.9;13.0
709;Arnhem (SG);2009 na methodewijziging;355.8;14.7;13.0;23.6;13.0;258.2;73.0;29.2;12.0;20.0;13.0
710;Arnhem (SG);2010;357.6;14.7;12.0;23.6;13.0;259.8;73.0;29.6;12.0;20.0;13.0
711;Arnhem (SG);2011;358.9;14.8;12.0;23.7;14.0;261.7;73.0;30.0;12.0;20.0;13.0
712;Arnhem (SG);2012;359.7;15.0;12.0;24.0;13.0;262.0;73.0;30.4;12.0;20.3;12.0
713;Arnhem (SG);2013;360.7;;;24.1;14.0;261.6;73.0;30.8;12.0;;
714;Arnhem (SG);2014;362.0;;;25.1;13.0;261.3;72.0;31.4;12.0;;
715;Nijmegen (SG);2005;277.2;12.5;16.0;19.8;16.0;189.3;68.0;25.1;15.0;17.5;15.0
716;Nijmegen (SG);2006;278.6;13.0;17.0;20.7;17.0;198.6;71.0;25.5;15.0;17.9;16.0
717;Nijmegen (SG);2007;279.2;14.0;14.0;22.3;17.0;200.0;72.0;26.8;15.0;19.1;15.0
718;Nijmegen (SG);2008;280.1;14.3;17.0;22.7;17.0;203.6;73.0;27.6;15.0;19.2;16.0
719;Nijmegen (SG);2009 voor methodewijziging;281.5;14.6;15.0;23.1;17.0;205.4;73.0;28.4;15.0;19.6;15.0
720;Nijmegen (SG);2009 na methodewijziging;281.5;14.6;15.0;23.2;17.0;205.3;73.0;28.5;15.0;19.7;15.0
721;Nijmegen (SG);2010;282.9;14.6;15.0;23.2;16.0;205.9;73.0;28.9;15.0;19.7;15.0
722;Nijmegen (SG);2011;283.9;14.7;15.0;23.2;16.0;207.9;73.0;29.2;15.0;19.7;15.0
723;Nijmegen (SG);2012;285.5;14.7;16.0;23.3;16.0;208.3;73.0;29.4;15.0;19.8;15.0
724;Nijmegen (SG);2013;287.2;;;23.4;15.0;208.9;73.0;29.9;15.0;;
725;Nijmegen (SG);2014;261.0;;;24.2;16.0;188.2;72.0;30.5;15.0;;
726;Amersfoort (SG);2005;269.3;13.3;6.0;22.2;2.0;179.7;67.0;28.7;3.0;19.3;3.0
727;Amersfoort (SG);2006;271.4;14.1;5.0;23.6;2.0;186.4;69.0;29.8;1.0;20.2;3.0
728;Amersfoort (SG);2007;273.9;15.2;5.0;25.4;2.0;191.3;70.0;31.0;2.0;21.4;3.0
729;Amersfoort (SG);2008;276.3;15.5;5.0;25.9;2.0;195.3;71.0;32.1;2.0;21.7;3.0
730;Amersfoort (SG);2009 voor methodewijziging;278.9;15.6;5.0;26.1;2.0;197.2;71.0;32.6;4.0;21.8;4.0
731;Amersfoort (SG);2009 na methodewijziging;278.9;15.6;5.0;26.1;2.0;197.2;71.0;32.5;4.0;21.9;4.0
732;Amersfoort (SG);2010;280.7;15.6;5.0;26.0;2.0;198.5;71.0;32.9;4.0;21.8;4.0
733;Amersfoort (SG);2011;283.1;15.7;5.0;26.1;2.0;200.8;71.0;33.4;4.0;21.8;4.0
734;Amersfoort (SG);2012;284.8;15.8;5.0;26.4;2.0;202.1;71.0;33.7;4.0;22.1;4.0
735;Amersfoort (SG);2013;286.5;;;26.5;2.0;203.0;71.0;34.2;4.0;;
736;Amersfoort (SG);2014;288.5;;;27.8;2.0;204.2;71.0;34.9;4.0;;
737;Utrecht (SG);2005;577.2;13.7;2.0;21.7;5.0;390.7;68.0;28.6;4.0;19.3;4.0
738;Utrecht (SG);2006;585.2;14.4;2.0;23.0;5.0;415.3;71.0;29.3;4.0;19.8;4.0
739;Utrecht (SG);2007;592.5;15.5;2.0;24.8;4.0;423.3;71.0;30.8;4.0;21.3;4.0
740;Utrecht (SG);2008;598.7;15.9;2.0;25.4;4.0;431.2;72.0;32.0;3.0;21.6;4.0
741;Utrecht (SG);2009 voor methodewijziging;606.2;16.0;2.0;25.6;4.0;436.4;72.0;32.7;2.0;21.9;3.0
742;Utrecht (SG);2009 na methodewijziging;606.2;16.0;2.0;25.6;4.0;436.9;72.0;32.7;2.0;21.9;3.0
743;Utrecht (SG);2010;635.0;16.0;2.0;25.7;4.0;455.5;72.0;33.2;1.0;22.0;3.0
744;Utrecht (SG);2011;640.7;16.0;2.0;25.7;4.0;459.5;72.0;33.8;1.0;22.0;2.0
745;Utrecht (SG);2012;647.0;16.1;2.0;25.9;5.0;461.2;71.0;34.2;1.0;22.3;2.0
746;Utrecht (SG);2013;653.7;;;26.2;4.0;461.9;71.0;34.9;1.0;;
747;Utrecht (SG);2014;660.6;;;27.3;5.0;464.2;70.0;35.7;1.0;;
748;Amsterdam (SG);2005;1464.8;13.3;7.0;20.6;11.0;972.1;66.0;28.0;6.0;19.1;6.0
749;Amsterdam (SG);2006;1471.5;14.0;7.0;21.8;11.0;1025.5;70.0;28.9;6.0;19.6;6.0
750;Amsterdam (SG);2007;1482.3;15.0;7.0;23.4;11.0;1040.7;70.0;30.2;6.0;20.9;6.0
751;Amsterdam (SG);2008;1497.3;15.4;6.0;24.1;10.0;1061.5;71.0;31.4;5.0;21.3;6.0
752;Amsterdam (SG);2009 voor methodewijziging;1515.1;15.5;6.0;24.2;10.0;1074.6;71.0;31.9;5.0;21.4;6.0
753;Amsterdam (SG);2009 na methodewijziging;1515.1;15.5;6.0;24.1;11.0;1075.4;71.0;31.8;6.0;21.4;6.0
754;Amsterdam (SG);2010;1525.1;15.4;6.0;24.1;11.0;1080.4;71.0;32.1;6.0;21.4;6.0
755;Amsterdam (SG);2011;1541.3;15.5;6.0;24.2;10.0;1094.6;71.0;32.6;6.0;21.4;6.0
756;Amsterdam (SG);2012;1555.7;15.6;6.0;24.4;10.0;1100.1;71.0;33.0;5.0;21.7;6.0
757;Amsterdam (SG);2013;1570.5;;;24.6;9.0;1105.6;70.0;33.6;5.0;;
758;Amsterdam (SG);2014;1586.4;;;25.7;9.0;1111.8;70.0;34.4;5.0;;
759;Haarlem (SG);2005;405.5;14.1;1.0;22.5;1.0;280.0;69.0;28.9;1.0;19.7;1.0
760;Haarlem (SG);2006;406.2;14.9;1.0;23.8;1.0;291.2;72.0;29.8;2.0;20.4;1.0
761;Haarlem (SG);2007;407.5;16.1;1.0;25.8;1.0;294.1;72.0;31.2;1.0;21.9;1.0
762;Haarlem (SG);2008;409.4;16.5;1.0;26.4;1.0;298.9;73.0;32.4;1.0;22.2;1.0
763;Haarlem (SG);2009 voor methodewijziging;412.0;16.5;1.0;26.4;1.0;302.0;73.0;32.8;1.0;22.2;1.0
764;Haarlem (SG);2009 na methodewijziging;412.0;16.5;1.0;26.5;1.0;302.6;73.0;32.8;1.0;22.3;1.0
765;Haarlem (SG);2010;414.4;16.5;1.0;26.4;1.0;304.4;73.0;33.0;2.0;22.1;1.0
766;Haarlem (SG);2011;416.0;16.5;1.0;26.4;1.0;306.8;74.0;33.7;2.0;22.1;1.0
767;Haarlem (SG);2012;417.5;16.7;1.0;26.8;1.0;306.6;73.0;34.1;2.0;22.5;1.0
768;Haarlem (SG);2013;419.6;;;27.0;1.0;308.4;74.0;34.6;2.0;;
769;Haarlem (SG);2014;421.8;;;28.5;1.0;309.3;73.0;35.5;2.0;;
770;Leiden (SG);2005;332.8;13.6;3.0;22.2;3.0;221.6;67.0;28.9;2.0;19.7;2.0
771;Leiden (SG);2006;332.9;14.3;3.0;23.3;3.0;230.8;69.0;29.7;3.0;20.2;2.0
772;Leiden (SG);2007;333.6;15.4;3.0;25.2;3.0;233.2;70.0;30.9;3.0;21.6;2.0
773;Leiden (SG);2008;334.6;15.8;3.0;25.7;3.0;237.5;71.0;32.0;4.0;21.8;2.0
774;Leiden (SG);2009 voor methodewijziging;336.3;15.9;3.0;26.0;3.0;239.3;71.0;32.7;3.0;22.1;2.0
775;Leiden (SG);2009 na methodewijziging;336.3;16.0;3.0;25.9;3.0;239.0;71.0;32.7;3.0;22.1;2.0
776;Leiden (SG);2010;338.2;15.9;3.0;25.8;3.0;240.3;71.0;32.9;3.0;22.0;2.0
777;Leiden (SG);2011;340.1;15.9;3.0;25.7;3.0;242.4;71.0;33.5;3.0;21.9;3.0
778;Leiden (SG);2012;342.4;16.0;4.0;26.0;4.0;243.5;71.0;33.7;3.0;22.2;3.0
779;Leiden (SG);2013;344.1;;;26.2;5.0;244.2;71.0;34.3;3.0;;
780;Leiden (SG);2014;345.6;;;27.4;4.0;244.4;71.0;35.0;3.0;;
781;'s-Gravenhage (SG);2005;991.0;13.4;5.0;21.0;7.0;656.7;66.0;28.2;5.0;19.3;5.0
782;'s-Gravenhage (SG);2006;992.0;14.1;6.0;22.2;7.0;688.3;69.0;29.0;5.0;19.8;5.0
783;'s-Gravenhage (SG);2007;997.3;15.1;6.0;23.9;7.0;695.6;70.0;30.3;5.0;21.2;5.0
784;'s-Gravenhage (SG);2008;1007.6;15.4;7.0;24.4;7.0;708.3;70.0;31.3;6.0;21.4;5.0
785;'s-Gravenhage (SG);2009 voor methodewijziging;1017.1;15.4;7.0;24.4;8.0;714.9;70.0;31.8;6.0;21.5;5.0
786;'s-Gravenhage (SG);2009 na methodewijziging;1017.1;15.5;7.0;24.4;9.0;715.1;70.0;31.8;5.0;21.6;5.0
787;'s-Gravenhage (SG);2010;1026.5;15.4;7.0;24.4;8.0;719.9;70.0;32.1;5.0;21.6;5.0
788;'s-Gravenhage (SG);2011;1038.5;15.4;8.0;24.3;9.0;726.5;70.0;32.6;5.0;21.5;5.0
789;'s-Gravenhage (SG);2012;1045.1;15.5;9.0;24.5;9.0;727.7;70.0;32.9;6.0;21.8;5.0
790;'s-Gravenhage (SG);2013;1052.0;;;24.6;10.0;727.3;69.0;33.4;6.0;;
791;'s-Gravenhage (SG);2014;1062.1;;;25.7;10.0;732.3;69.0;34.0;6.0;;
792;Rotterdam (SG);2005;1177.1;12.5;13.0;19.8;17.0;782.0;66.0;26.0;11.0;18.0;11.0
793;Rotterdam (SG);2006;1171.0;13.2;13.0;20.9;16.0;816.2;70.0;26.6;11.0;18.5;11.0
794;Rotterdam (SG);2007;1169.8;14.2;13.0;22.4;15.0;821.0;70.0;27.9;11.0;19.7;11.0
795;Rotterdam (SG);2008;1174.6;14.6;13.0;23.0;15.0;834.5;71.0;29.0;11.0;20.1;11.0
796;Rotterdam (SG);2009 voor methodewijziging;1161.2;14.7;12.0;23.1;16.0;829.1;71.0;29.5;11.0;20.2;11.0
797;Rotterdam (SG);2009 na methodewijziging;1161.2;14.7;12.0;23.2;15.0;829.9;71.0;29.4;11.0;20.3;11.0
798;Rotterdam (SG);2010;1168.8;14.7;13.0;23.1;17.0;834.6;71.0;29.6;11.0;20.2;11.0
799;Rotterdam (SG);2011;1175.5;14.7;14.0;23.0;17.0;835.1;71.0;30.2;11.0;20.3;11.0
800;Rotterdam (SG);2012;1176.3;14.8;14.0;23.2;17.0;831.3;71.0;30.7;11.0;20.5;11.0
801;Rotterdam (SG);2013;1178.8;;;23.4;16.0;828.1;70.0;31.2;11.0;;
802;Rotterdam (SG);2014;1172.2;;;24.2;17.0;818.3;70.0;31.7;11.0;;
803;Dordrecht (SG);2005;288.4;12.6;11.0;20.7;10.0;192.5;67.0;26.2;10.0;18.2;10.0
804;Dordrecht (SG);2006;279.3;13.2;12.0;21.8;10.0;193.4;69.0;27.0;10.0;18.8;10.0
805;Dordrecht (SG);2007;279.2;14.3;11.0;23.5;10.0;194.8;70.0;28.2;10.0;20.1;10.0
806;Dordrecht (SG);2008;280.6;14.6;12.0;24.0;11.0;198.4;71.0;29.3;10.0;20.3;10.0
807;Dordrecht (SG);2009 voor methodewijziging;282.2;14.8;11.0;24.2;11.0;200.6;71.0;29.8;10.0;20.5;10.0
808;Dordrecht (SG);2009 na methodewijziging;282.2;14.8;11.0;24.2;10.0;200.7;71.0;29.9;10.0;20.5;10.0
809;Dordrecht (SG);2010;283.6;14.7;11.0;24.1;10.0;201.5;71.0;30.1;10.0;20.5;10.0
810;Dordrecht (SG);2011;285.0;14.8;13.0;24.1;11.0;202.9;71.0;30.6;10.0;20.4;10.0
811;Dordrecht (SG);2012;285.6;14.9;13.0;24.4;11.0;203.4;71.0;30.8;10.0;20.7;10.0
812;Dordrecht (SG);2013;286.4;;;24.5;11.0;203.6;71.0;31.3;10.0;;
813;Dordrecht (SG);2014;287.1;;;25.5;11.0;203.4;71.0;31.7;10.0;;
814;Breda (SG);2005;310.3;13.0;9.0;21.2;6.0;213.3;69.0;26.5;9.0;18.2;9.0
815;Breda (SG);2006;311.7;13.7;9.0;22.4;6.0;222.2;71.0;27.3;9.0;18.9;9.0
816;Breda (SG);2007;312.7;14.9;8.0;24.3;6.0;224.2;72.0;28.7;8.0;20.4;8.0
817;Breda (SG);2008;314.8;15.2;8.0;24.8;6.0;228.6;73.0;29.8;8.0;20.6;8.0
818;Breda (SG);2009 voor methodewijziging;316.6;15.3;8.0;24.8;6.0;230.5;73.0;30.3;9.0;20.7;8.0
819;Breda (SG);2009 na methodewijziging;316.6;15.3;9.0;24.9;6.0;230.5;73.0;30.2;9.0;20.8;8.0
820;Breda (SG);2010;318.1;15.3;8.0;24.9;6.0;232.0;73.0;30.5;9.0;20.7;8.0
821;Breda (SG);2011;320.3;15.3;9.0;24.9;6.0;234.8;73.0;31.0;9.0;20.6;9.0
822;Breda (SG);2012;322.1;15.6;8.0;25.2;6.0;235.5;73.0;31.4;9.0;21.0;9.0
823;Breda (SG);2013;323.8;;;25.4;6.0;236.3;73.0;31.9;9.0;;
824;Breda (SG);2014;325.3;;;26.6;6.0;236.6;73.0;32.5;9.0;;
825;Tilburg (SG);2005;288.8;12.3;18.0;20.0;15.0;198.7;69.0;24.7;17.0;17.2;18.0
826;Tilburg (SG);2006;289.6;13.0;18.0;21.0;15.0;208.1;72.0;25.3;17.0;17.7;17.0
827;Tilburg (SG);2007;290.9;14.0;16.0;22.6;14.0;209.7;72.0;26.6;16.0;19.0;16.0
828;Tilburg (SG);2008;292.5;14.3;18.0;23.0;16.0;213.9;73.0;27.5;16.0;19.2;17.0
829;Tilburg (SG);2009 voor methodewijziging;294.4;14.4;17.0;23.2;15.0;215.8;73.0;28.2;16.0;19.4;17.0
830;Tilburg (SG);2009 na methodewijziging;294.4;14.4;18.0;23.2;16.0;215.2;73.0;28.1;16.0;19.4;17.0
831;Tilburg (SG);2010;295.6;14.4;18.0;23.2;15.0;216.9;73.0;28.3;16.0;19.3;18.0
832;Tilburg (SG);2011;296.8;14.4;18.0;23.2;15.0;218.8;74.0;28.7;17.0;19.3;19.0
833;Tilburg (SG);2012;298.2;14.5;18.0;23.3;15.0;219.0;73.0;28.9;17.0;19.5;18.0
834;Tilburg (SG);2013;300.3;;;23.4;17.0;219.5;73.0;29.3;18.0;;
835;Tilburg (SG);2014;301.5;;;24.4;15.0;219.3;73.0;29.8;18.0;;
836;'s-Hertogenbosch (SG);2005;188.0;13.4;4.0;21.8;4.0;130.6;69.0;27.3;7.0;18.7;7.0
837;'s-Hertogenbosch (SG);2006;188.8;14.2;4.0;23.0;4.0;136.3;72.0;28.2;7.0;19.4;7.0
838;'s-Hertogenbosch (SG);2007;189.9;15.3;4.0;24.8;5.0;137.1;72.0;29.8;7.0;20.9;7.0
839;'s-Hertogenbosch (SG);2008;191.3;15.7;4.0;25.4;5.0;139.7;73.0;30.8;7.0;21.2;7.0
840;'s-Hertogenbosch (SG);2009 voor methodewijziging;193.1;15.7;4.0;25.2;5.0;141.7;73.0;31.2;7.0;21.1;7.0
841;'s-Hertogenbosch (SG);2009 na methodewijziging;193.1;15.8;4.0;25.4;5.0;142.1;74.0;31.3;7.0;21.2;7.0
842;'s-Hertogenbosch (SG);2010;194.6;15.7;4.0;25.4;5.0;143.1;74.0;31.6;7.0;21.2;7.0
843;'s-Hertogenbosch (SG);2011;195.8;15.9;4.0;25.6;5.0;144.7;74.0;32.2;7.0;21.2;7.0
844;'s-Hertogenbosch (SG);2012;196.4;16.1;3.0;26.0;3.0;145.5;74.0;32.6;7.0;21.5;7.0
845;'s-Hertogenbosch (SG);2013;197.5;;;26.2;3.0;145.8;74.0;33.2;7.0;;
846;'s-Hertogenbosch (SG);2014;205.1;;;27.5;3.0;150.7;73.0;33.8;7.0;;
847;Eindhoven (SG);2005;405.2;13.1;8.0;21.0;8.0;279.0;69.0;26.7;8.0;18.3;8.0
848;Eindhoven (SG);2006;405.2;13.8;8.0;22.1;8.0;289.6;71.0;27.5;8.0;18.9;8.0
849;Eindhoven (SG);2007;406.1;14.8;9.0;23.8;8.0;292.7;72.0;28.6;9.0;20.2;9.0
850;Eindhoven (SG);2008;407.7;15.2;9.0;24.3;8.0;297.6;73.0;29.7;9.0;20.5;9.0
851;Eindhoven (SG);2009 voor methodewijziging;409.1;15.3;9.0;24.4;7.0;298.5;73.0;30.3;8.0;20.6;9.0
852;Eindhoven (SG);2009 na methodewijziging;409.1;15.4;8.0;24.5;7.0;298.9;73.0;30.3;8.0;20.7;9.0
853;Eindhoven (SG);2010;411.8;15.3;9.0;24.4;9.0;300.8;73.0;30.5;8.0;20.6;9.0
854;Eindhoven (SG);2011;414.0;15.4;7.0;24.6;7.0;303.6;73.0;31.2;8.0;20.7;8.0
855;Eindhoven (SG);2012;416.0;15.6;7.0;24.8;7.0;304.2;73.0;31.6;8.0;21.0;8.0
856;Eindhoven (SG);2013;418.5;;;25.1;7.0;304.3;73.0;32.3;8.0;;
857;Eindhoven (SG);2014;421.1;;;26.2;7.0;305.2;72.0;33.0;8.0;;
858;Geleen/Sittard (SG);2005;153.7;12.5;14.0;20.2;14.0;105.5;69.0;24.9;16.0;17.4;16.0
859;Geleen/Sittard (SG);2006;152.7;13.2;14.0;21.2;14.0;109.3;72.0;25.5;16.0;17.9;15.0
860;Geleen/Sittard (SG);2007;151.9;13.9;17.0;22.4;16.0;109.2;72.0;26.3;17.0;18.9;17.0
861;Geleen/Sittard (SG);2008;151.3;14.5;14.0;23.1;14.0;111.1;73.0;27.3;17.0;19.3;15.0
862;Geleen/Sittard (SG);2009 voor methodewijziging;151.0;14.6;14.0;23.3;14.0;111.3;74.0;27.8;17.0;19.4;16.0
863;Geleen/Sittard (SG);2009 na methodewijziging;151.0;14.6;14.0;23.4;14.0;111.3;74.0;27.9;17.0;19.5;16.0
864;Geleen/Sittard (SG);2010;150.5;14.6;14.0;23.3;14.0;111.2;74.0;28.2;17.0;19.5;16.0
865;Geleen/Sittard (SG);2011;149.8;14.9;11.0;23.7;13.0;111.8;75.0;28.8;16.0;19.6;16.0
866;Geleen/Sittard (SG);2012;148.8;15.1;11.0;23.8;14.0;111.3;75.0;29.1;16.0;19.8;16.0
867;Geleen/Sittard (SG);2013;148.3;;;24.1;13.0;111.0;75.0;29.5;16.0;;
