ID;Geslacht;Leeftijd;Beroepen;TypeInkomen;Perioden;AantalWerkzameArtsen_1;GemiddeldeWinst_2;GemiddeldJaarloonExclBijzBeloning_3;GemiddeldJaarloonInclBijzBeloning_4;GemiddeldJaarloonInclPerVTE_5;GemiddeldeDividendenAanmBelang_6;GemiddeldInkomenUitOverigeArbeid_7;GemiddeldGestandaardiseerdInkomen_8
427;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Totaal;2018;2.1;65.6;13.4;15.3;;0.5;0.1;57.1
428;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Totaal;2019;2.2;65.6;13.9;15.9;;1.1;0.1;59.8
429;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Totaal;2020;2.2;61.8;13.9;15.9;;0.3;0.2;58.6
430;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Totaal;2021;2.3;65.3;16.0;18.1;;0.1;0.1;61.6
431;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Totaal;2022;2.2;;17.1;19.3;;;;
432;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2011;0.2;;61.9;71.7;87.8;;;41.9
433;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2012;0.2;;58.1;66.4;81.2;;;41.8
434;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2013;0.2;;51.3;59.4;74.3;;;38.8
435;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2014;0.2;;50.0;58.2;73.5;;;40.2
436;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2015;0.2;;57.1;65.0;80.2;;;42.9
437;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2016;0.3;;54.2;61.5;76.2;;;42.6
438;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2017;0.3;;56.5;66.4;81.1;;;45.1
439;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2018;0.3;;56.7;64.3;;;;45.9
440;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2019;0.3;;53.5;62.3;;;;44.9
441;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2020;0.3;;56.2;65.6;;;;47.1
442;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2021;0.3;;59.5;69.0;;;;50.9
443;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen werknemer (excl. DGA);2022;0.3;;62.1;71.3;;;;
444;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2011;1.3;83.3;;;;;;56.6
445;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2012;1.4;86.3;;;;;;58.3
446;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2013;1.4;81.4;;;;;;55.3
447;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2014;1.4;85.7;;;;;;58.0
448;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2015;1.5;81.4;;;;;;57.1
449;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2016;1.5;81.1;;;;;;58.2
450;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2017;1.5;82.5;;;;;;59.4
451;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2018;1.6;83.7;;;;;;59.5
452;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2019;1.6;85.6;;;;;;62.5
453;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2020;1.6;80.3;;;;;;61.5
454;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2021;1.6;86.3;;;;;;64.6
455;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts alleen zelfstandige (excl. DGA);2022;1.6;;;;;;;
456;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2011;0.1;;;;;;;
457;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2012;0.1;;;;;;;
458;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2013;0.1;;;;;;;
459;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2014;0.1;;;;;;;
460;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2015;0.1;;;;;;;
461;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2016;0.1;;;;;;;
462;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2017;0.1;;;;;;;
463;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2018;0.1;3.3;75.7;84.5;;11.4;;55.6
464;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2019;0.1;3.5;70.0;76.0;;20.8;;61.2
465;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2020;0.1;7.7;64.7;69.0;;5.2;;51.7
466;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2021;0.2;6.6;62.5;66.7;;1.7;;52.6
467;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts DGA;2022;0.2;;67.7;71.5;;;;
468;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2011;0.2;39.0;23.2;28.1;59.0;0.0;1.3;47.6
469;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2012;0.2;41.6;23.3;28.9;61.5;0.0;3.3;50.9
470;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2013;0.2;38.9;24.8;30.7;65.3;0.0;3.6;49.9
471;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2014;0.2;42.0;26.2;33.4;66.3;0.0;2.9;53.4
472;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2015;0.1;36.3;25.9;31.6;65.9;0.0;2.2;49.6
473;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2016;0.2;33.5;22.9;27.8;61.2;0.0;2.1;48.7
474;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2017;0.2;42.1;22.5;27.6;60.4;0.0;0.9;56.9
475;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2018;0.2;43.7;23.7;28.8;;0.0;1.7;53.6
476;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2019;0.2;40.4;25.0;29.7;;0.0;1.8;56.6
477;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2020;0.2;41.0;24.4;28.7;;0.0;2.3;55.4
478;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2021;0.2;44.8;29.5;34.3;;0.0;1.4;60.5
479;Totaal mannen en vrouwen;18 tot 35 jaar;Tandarts;Arts met overig of gecombineerd inkomen;2022;0.2;;32.9;37.4;;;;
480;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2011;7.3;70.5;76.2;88.0;95.5;1.6;0.6;66.1
481;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2012;7.6;72.9;75.7;86.9;94.1;1.5;0.6;66.9
482;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2013;7.8;71.8;76.1;89.3;96.8;0.5;0.4;66.7
483;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2014;8.0;70.5;77.5;89.9;97.6;3.1;0.5;70.2
484;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2015;8.5;25.9;107.5;122.6;130.9;0.6;0.6;64.2
485;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2016;8.7;24.0;109.3;127.2;135.4;1.8;0.5;65.1
486;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2017;8.9;23.2;110.9;125.7;134.3;3.9;0.3;66.6
487;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2018;9.1;19.6;114.0;128.9;;4.6;0.4;67.1
488;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2019;9.6;19.1;114.9;129.4;;13.8;0.6;74.8
489;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2020;10.0;18.9;117.0;132.7;;7.3;0.3;73.7
490;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2021;10.5;20.0;117.2;132.6;;5.9;0.4;74.9
491;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Totaal;2022;10.8;;118.5;134.0;;;;
492;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2011;3.8;;117.7;136.6;145.6;;;57.6
493;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2012;4.0;;119.6;137.8;147.1;;;57.5
494;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2013;4.2;;120.0;141.1;150.5;;;58.2
495;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2014;4.4;;120.2;140.0;149.1;;;61.3
496;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2015;4.7;;124.5;147.2;156.4;;;61.9
497;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2016;4.9;;125.8;152.4;161.7;;;63.2
498;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2017;5.1;;127.9;150.1;159.3;;;63.6
499;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2018;5.2;;128.7;151.0;;;;64.1
500;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2019;5.5;;129.1;151.1;;;;67.9
501;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2020;5.8;;133.2;157.2;;;;70.2
502;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2021;6.2;;133.5;156.6;;;;71.4
503;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen werknemer (excl. DGA);2022;6.3;;135.0;158.2;;;;
504;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2011;2.6;189.8;;;;;;77.7
505;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2012;2.7;191.5;;;;;;79.9
506;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2013;2.8;191.6;;;;;;79.7
507;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2014;2.8;194.3;;;;;;82.0
508;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2015;1.0;189.1;;;;;;80.7
509;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2016;1.0;185.6;;;;;;82.4
510;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2017;1.1;182.2;;;;;;81.9
511;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2018;0.9;174.7;;;;;;81.0
512;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2019;1.0;177.7;;;;;;85.5
513;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2020;1.0;173.9;;;;;;85.0
514;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2021;1.1;178.9;;;;;;87.6
515;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts alleen zelfstandige (excl. DGA);2022;1.1;;;;;;;
516;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2011;0.4;9.5;115.5;125.8;135.1;28.2;;67.5
517;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2012;0.4;9.0;112.8;120.4;130.4;30.2;;66.8
518;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2013;0.3;14.5;107.4;121.3;130.6;11.8;;57.4
519;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2014;0.4;20.4;99.4;108.2;126.2;62.5;;86.2
520;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2015;2.1;2.7;115.4;119.2;126.0;2.5;;58.4
521;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2016;2.2;1.2;118.2;122.0;128.2;7.1;;59.3
522;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2017;2.3;0.9;118.8;122.3;129.5;14.6;;64.5
523;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2018;2.5;1.4;122.0;125.3;;16.1;;66.4
524;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2019;2.7;0.8;121.8;124.6;;48.3;;84.0
525;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2020;2.7;1.1;122.5;125.3;;25.9;;76.1
526;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2021;2.8;1.7;122.4;124.8;;21.8;;76.4
527;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts DGA;2022;2.8;;123.6;126.1;;;;
528;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2011;0.5;44.4;112.2;130.3;157.7;0.8;9.2;69.3
529;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2012;0.5;50.2;106.9;124.8;151.4;0.5;8.3;69.9
530;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2013;0.5;40.3;110.5;130.9;158.6;0.0;6.7;69.9
531;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2014;0.5;45.1;106.8;125.5;151.3;1.0;8.2;69.7
532;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2015;0.6;27.4;131.8;154.0;167.2;0.0;8.9;73.5
533;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2016;0.5;22.5;130.5;159.9;176.3;0.6;8.5;73.0
534;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2017;0.5;22.6;131.3;154.1;169.3;1.0;6.6;74.4
535;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2018;0.5;22.8;127.2;148.1;;2.7;8.7;74.6
536;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2019;0.5;25.4;131.8;153.2;;4.9;11.2;80.5
537;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2020;0.4;21.4;132.1;153.8;;2.6;7.5;79.0
538;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2021;0.5;21.4;134.4;157.7;;1.7;8.4;81.4
539;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal specialisten (excl. psychiaters);Arts met overig of gecombineerd inkomen;2022;0.6;;130.9;151.9;;;;
540;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2011;1.1;16.1;90.0;108.4;124.1;0.5;1.2;53.5
541;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2012;1.2;16.4;89.0;108.2;124.4;0.1;1.1;54.6
542;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2013;1.2;16.0;89.4;109.5;123.9;0.5;0.9;55.0
543;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2014;1.2;15.6;89.5;108.8;123.5;1.3;0.9;55.3
544;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2015;1.3;14.4;91.0;111.0;126.8;0.0;0.8;55.3
545;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2016;1.3;14.4;91.0;113.6;129.4;1.1;0.8;57.7
546;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2017;1.3;17.2;92.2;116.9;135.5;0.7;0.8;59.6
547;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2018;1.3;20.0;92.1;117.1;;0.4;0.5;59.4
548;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2019;1.4;23.0;92.7;117.7;;1.2;0.7;62.7
549;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2020;1.4;25.4;95.3;121.6;;0.6;0.9;65.7
550;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2021;1.5;25.1;98.3;125.8;;0.9;1.0;68.0
551;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Totaal;2022;1.5;;100.7;128.6;;;;
552;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2011;0.9;;97.5;117.7;131.1;;;50.1
553;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2012;0.9;;98.3;119.3;133.4;;;51.5
554;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2013;0.9;;99.0;121.3;134.2;;;51.8
555;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2014;0.9;;99.3;120.9;133.3;;;51.6
556;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2015;0.9;;99.3;121.2;135.0;;;52.2
557;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2016;1.0;;99.9;125.1;139.1;;;55.2
558;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2017;0.9;;103.0;130.9;147.1;;;56.3
559;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2018;1.0;;103.9;132.3;;;;55.6
560;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2019;1.0;;106.4;135.3;;;;59.2
561;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2020;1.0;;110.2;140.8;;;;61.7
562;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2021;1.0;;113.0;145.1;;;;63.2
563;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen werknemer (excl. DGA);2022;1.1;;114.7;147.0;;;;
564;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2011;0.1;;;;;;;72.8
565;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2012;0.1;;;;;;;72.3
566;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2013;0.1;;;;;;;68.9
567;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2014;0.1;126.4;;;;;;72.9
568;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2015;0.1;;;;;;;71.2
569;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2016;0.1;124.4;;;;;;71.7
570;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2017;0.1;123.1;;;;;;72.2
571;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2018;0.1;131.8;;;;;;72.7
572;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2019;0.2;147.2;;;;;;76.0
573;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2020;0.2;149.7;;;;;;77.8
574;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2021;0.2;158.8;;;;;;84.2
575;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts alleen zelfstandige (excl. DGA);2022;0.2;;;;;;;
576;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2011;0.0;;;;;;;
577;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2012;0.0;;;;;;;
578;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2013;0.0;;;;;;;
579;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2014;0.0;;;;;;;
580;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2015;0.0;;;;;;;
581;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2016;0.0;;;;;;;
582;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2017;0.0;;;;;;;
583;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2018;0.0;;;;;;;
584;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2019;0.0;;;;;;;
585;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2020;0.0;;;;;;;
586;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2021;0.0;;;;;;;
587;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts DGA;2022;0.0;;;;;;;
588;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2011;0.2;29.5;94.2;113.8;135.8;0.2;7.8;58.0
589;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2012;0.2;31.2;90.4;110.2;133.9;0.0;6.8;58.9
590;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2013;0.2;30.6;93.8;114.6;138.3;0.0;6.0;61.2
591;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2014;0.2;28.5;89.3;108.2;134.4;1.5;5.4;59.8
592;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2015;0.2;28.5;92.0;112.4;137.1;0.0;5.0;61.7
593;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2016;0.2;25.9;93.1;115.9;140.5;0.0;5.3;59.8
594;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2017;0.2;27.9;96.1;123.1;151.6;0.0;4.7;64.4
595;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2018;0.2;34.7;97.4;125.2;;0.0;3.1;66.4
596;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2019;0.2;33.1;98.6;126.2;;0.0;4.5;66.7
597;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2020;0.2;39.1;100.9;129.9;;0.2;5.6;72.1
598;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2021;0.2;39.9;103.0;133.3;;0.0;6.4;75.3
599;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal psychiaters;Arts met overig of gecombineerd inkomen;2022;0.2;;105.7;136.5;;;;
600;Totaal mannen en vrouwen;35 tot 50 jaar;"Arts; huisartsgeneeskunde";Totaal;2011;4.4;91.8;15.1;17.7;26.0;0.3;0.4;56.5
601;Totaal mannen en vrouwen;35 tot 50 jaar;"Arts; huisartsgeneeskunde";Totaal;2012;4.6;88.4;14.6;17.2;24.9;0.3;0.3;55.9
602;Totaal mannen en vrouwen;35 tot 50 jaar;"Arts; huisartsgeneeskunde";Totaal;2013;4.7;83.6;14.4;17.6;24.9;0.2;0.2;54.1
