ID;Geslacht;Leeftijd;Onderwijsniveau;PositieInDeWerkkring;Marges;Perioden;Organisatiegraad_1
1312;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2021;16.0
1313;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2022;14.2
1314;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2023;13.8
1315;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2024;14.7
1316;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2018;20.4
1317;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2019;21.6
1318;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2020;20.6
1319;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2021;20.8
1320;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2022;19.6
1321;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2023;19.4
1322;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2024;20.4
1323;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2018;28.2
1324;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2019;26.8
1325;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2020;28.0
1326;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2021;26.5
1327;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2022;25.3
1328;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2023;23.0
1329;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Waarde;2024;24.7
1330;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2018;26.6
1331;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2019;25.1
1332;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2020;26.3
1333;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2021;24.7
1334;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2022;23.2
1335;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2023;20.9
1336;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Ondergrens 95%-interval;2024;22.6
1337;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2018;29.9
1338;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2019;28.5
1339;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2020;29.8
1340;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2021;28.4
1341;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2022;27.6
1342;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2023;25.2
1343;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer;Bovengrens 95%-interval;2024;27.0
1344;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2018;29.9
1345;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2019;27.8
1346;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2020;29.2
1347;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2021;27.1
1348;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2022;26.7
1349;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2023;24.5
1350;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Waarde;2024;25.6
1351;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2018;28.2
1352;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2019;26.0
1353;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2020;27.4
1354;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2021;25.1
1355;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2022;24.3
1356;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2023;22.2
1357;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2024;23.3
1358;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2018;31.7
1359;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2019;29.7
1360;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2020;31.2
1361;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2021;29.1
1362;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2022;29.2
1363;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2023;27.0
1364;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2024;28.0
1365;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2018;16.1
1366;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2019;18.9
1367;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2020;18.5
1368;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2021;21.6
1369;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2022;16.8
1370;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2023;13.7
1371;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Waarde;2024;18.4
1372;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2018;12.6
1373;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2019;14.7
1374;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2020;14.3
1375;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2021;16.5
1376;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2022;12.1
1377;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2023;9.6
1378;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2024;13.2
1379;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2018;20.3
1380;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2019;23.8
1381;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2020;23.5
1382;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2021;27.6
1383;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2022;22.9
1384;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2023;19.3
1385;Totaal mannen en vrouwen;55 tot 65 jaar;1 Basisonderwijs, vmbo, mbo1;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2024;25.0
1386;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2018;31.4
1387;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2019;31.6
1388;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2020;29.3
1389;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2021;28.5
1390;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2022;27.5
1391;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2023;25.5
1392;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Waarde;2024;24.6
1393;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2018;30.2
1394;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2019;30.4
1395;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2020;28.1
1396;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2021;27.2
1397;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2022;25.7
1398;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2023;23.9
1399;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Ondergrens 95%-interval;2024;23.1
1400;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2018;32.6
1401;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2019;32.9
1402;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2020;30.5
1403;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2021;29.8
1404;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2022;29.3
1405;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2023;27.3
1406;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer;Bovengrens 95%-interval;2024;26.3
1407;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2018;33.0
1408;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2019;32.9
1409;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2020;30.6
1410;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2021;29.2
1411;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2022;29.1
1412;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2023;26.6
1413;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Waarde;2024;25.3
1414;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2018;31.6
1415;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2019;31.5
1416;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2020;29.3
1417;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2021;27.9
1418;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2022;27.2
1419;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2023;24.8
1420;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2024;23.6
1421;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2018;34.3
1422;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2019;34.2
1423;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2020;31.9
1424;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2021;30.6
1425;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2022;31.1
1426;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2023;28.4
1427;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2024;27.0
1428;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2018;19.3
1429;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2019;20.7
1430;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2020;15.3
1431;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2021;20.8
1432;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2022;16.4
1433;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2023;17.8
1434;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Waarde;2024;19.3
1435;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2018;16.4
1436;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2019;17.4
1437;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2020;12.1
1438;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2021;17.1
1439;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2022;12.6
1440;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2023;13.5
1441;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Ondergrens 95%-interval;2024;15.1
1442;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2018;22.6
1443;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2019;24.4
1444;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2020;19.0
1445;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2021;25.1
1446;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2022;21.1
1447;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2023;23.0
1448;Totaal mannen en vrouwen;55 tot 65 jaar;2 Havo, vwo, mbo2-4;Werknemer met flexibele arbeidsrelatie;Bovengrens 95%-interval;2024;24.4
1449;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2018;34.3
1450;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2019;32.4
1451;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2020;30.2
1452;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2021;29.0
1453;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2022;27.5
1454;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2023;25.3
1455;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Waarde;2024;24.1
1456;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2018;32.9
1457;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2019;31.1
1458;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2020;28.9
1459;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2021;27.7
1460;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2022;25.7
1461;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2023;23.5
1462;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Ondergrens 95%-interval;2024;22.4
1463;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2018;35.8
1464;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2019;33.8
1465;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2020;31.6
1466;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2021;30.4
1467;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2022;29.4
1468;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2023;27.2
1469;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer;Bovengrens 95%-interval;2024;25.9
1470;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2018;35.9
1471;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2019;34.0
1472;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2020;31.3
1473;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2021;30.5
1474;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2022;28.6
1475;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2023;26.1
1476;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Waarde;2024;25.5
1477;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2018;34.4
1478;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2019;32.5
1479;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2020;29.9
1480;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2021;29.1
1481;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2022;26.7
1482;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2023;24.2
1483;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Ondergrens 95%-interval;2024;23.7
1484;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2018;37.4
1485;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2019;35.5
1486;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2020;32.8
1487;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2021;32.0
1488;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2022;30.7
1489;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2023;28.1
1490;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met vaste arbeidsrelatie;Bovengrens 95%-interval;2024;27.4
1491;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;Waarde;2018;20.3
1492;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;Waarde;2019;18.7
1493;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;Waarde;2020;19.7
1494;Totaal mannen en vrouwen;55 tot 65 jaar;3 Hbo, wo;Werknemer met flexibele arbeidsrelatie;Waarde;2021;14.7
