ID;Geslacht;Persoonskenmerken;Onderwijsniveau;Baankenmerken;Perioden;BanenVanWerknemers_1;BrutoUurloon_2
199;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;18.2;13.8
200;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;6.7;17.2
201;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;97.1;14.6
202;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;54.4;15.6
203;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;67.7;13.0
204;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Totaal;2010;208.4;18.7
205;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;37.9;18.3
206;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;21.7;20.8
207;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;148.7;18.5
208;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;101.0;19.6
209;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;107.4;17.2
210;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Totaal;2010;179.9;29.6
211;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;28.6;27.3
212;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;48.8;29.8
213;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;102.5;30.1
214;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;100.4;31.1
215;Totaal mannen en vrouwen;Herkomst: westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;79.5;26.2
216;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Totaal;2010;766.8;16.9
217;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;119.4;17.1
218;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Cao-sector: overheid;2010;75.4;21.0
219;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;572.0;16.2
220;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Dienstverband: voltijd;2010;366.2;17.7
221;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Totaal;Dienstverband: deeltijd;2010;400.7;15.3
222;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;294.0;13.4
223;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;38.6;13.4
224;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;9.5;15.5
225;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;245.9;13.3
226;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;125.9;14.1
227;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;168.1;12.2
228;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Totaal;2010;311.8;16.1
229;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;55.6;16.5
230;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;29.6;18.1
231;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;226.6;15.7
232;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;145.4;16.5
233;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;166.5;15.3
234;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Totaal;2010;161.0;23.5
235;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;25.1;23.5
236;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;36.3;24.8
237;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;99.5;23.0
238;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;94.9;24.2
239;Totaal mannen en vrouwen;Herkomst: niet-westerse allochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;66.1;21.6
240;Mannen;Totaal persoonskenmerken;Totaal;Totaal;2010;3781.4;21.8
241;Mannen;Totaal persoonskenmerken;Totaal;Cao-sector: gesubsidieerde instellingen;2010;296.9;21.1
242;Mannen;Totaal persoonskenmerken;Totaal;Cao-sector: overheid;2010;500.0;25.9
243;Mannen;Totaal persoonskenmerken;Totaal;Cao-sector: particuliere bedrijven;2010;2984.5;21.1
244;Mannen;Totaal persoonskenmerken;Totaal;Dienstverband: voltijd;2010;2731.1;22.3
245;Mannen;Totaal persoonskenmerken;Totaal;Dienstverband: deeltijd;2010;1050.3;19.3
246;Mannen;Totaal persoonskenmerken;Onderwijsniveau: lager onderwijs;Totaal;2010;1084.9;15.4
247;Mannen;Totaal persoonskenmerken;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;84.9;13.9
248;Mannen;Totaal persoonskenmerken;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;51.6;16.9
249;Mannen;Totaal persoonskenmerken;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;948.5;15.5
250;Mannen;Totaal persoonskenmerken;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;709.0;16.1
251;Mannen;Totaal persoonskenmerken;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;376.0;12.6
252;Mannen;Totaal persoonskenmerken;Onderwijsniveau: middelbaar;Totaal;2010;1608.9;19.5
253;Mannen;Totaal persoonskenmerken;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;111.5;18.7
254;Mannen;Totaal persoonskenmerken;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;166.4;21.3
255;Mannen;Totaal persoonskenmerken;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;1331.0;19.3
256;Mannen;Totaal persoonskenmerken;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;1190.4;19.8
257;Mannen;Totaal persoonskenmerken;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;418.5;17.7
258;Mannen;Totaal persoonskenmerken;Onderwijsniveau: hoog;Totaal;2010;1087.6;30.7
259;Mannen;Totaal persoonskenmerken;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;100.5;29.7
260;Mannen;Totaal persoonskenmerken;Onderwijsniveau: hoog;Cao-sector: overheid;2010;282.0;30.6
261;Mannen;Totaal persoonskenmerken;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;705.0;30.9
262;Mannen;Totaal persoonskenmerken;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;831.7;31.2
263;Mannen;Totaal persoonskenmerken;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;255.9;28.4
264;Mannen;Leeftijd: 15 tot 25 jaar;Totaal;Totaal;2010;642.2;10.5
265;Mannen;Leeftijd: 15 tot 25 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;25.1;11.1
266;Mannen;Leeftijd: 15 tot 25 jaar;Totaal;Cao-sector: overheid;2010;29.1;12.4
267;Mannen;Leeftijd: 15 tot 25 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;588.0;10.3
268;Mannen;Leeftijd: 15 tot 25 jaar;Totaal;Dienstverband: voltijd;2010;241.1;10.9
269;Mannen;Leeftijd: 15 tot 25 jaar;Totaal;Dienstverband: deeltijd;2010;401.0;9.8
270;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;353.4;9.2
271;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;12.1;9.7
272;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;10.9;10.8
273;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;330.4;9.1
274;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;122.0;9.7
275;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;231.4;8.4
276;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Totaal;2010;261.7;11.7
277;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;11.3;11.8
278;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;15.7;13.1
279;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;234.6;11.5
280;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;107.1;11.8
281;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;154.5;11.4
282;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Totaal;2010;27.1;14.3
283;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;0.0;0.0
284;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;0.0;0.0
285;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;0.0;0.0
286;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;12.0;14.6
287;Mannen;Leeftijd: 15 tot 25 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;15.1;13.8
288;Mannen;Leeftijd: 25 tot 35 jaar;Totaal;Totaal;2010;788.2;18.2
289;Mannen;Leeftijd: 25 tot 35 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;49.0;18.0
290;Mannen;Leeftijd: 25 tot 35 jaar;Totaal;Cao-sector: overheid;2010;82.2;20.0
291;Mannen;Leeftijd: 25 tot 35 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;656.9;18.0
292;Mannen;Leeftijd: 25 tot 35 jaar;Totaal;Dienstverband: voltijd;2010;622.4;18.2
293;Mannen;Leeftijd: 25 tot 35 jaar;Totaal;Dienstverband: deeltijd;2010;165.8;17.9
294;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;144.0;14.8
295;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;0.0;0.0
296;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;0.0;0.0
297;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;0.0;0.0
298;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;114.7;14.8
299;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;29.3;14.9
300;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Totaal;2010;368.4;16.7
301;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;20.2;17.1
302;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;29.7;17.9
303;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;318.4;16.6
304;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;289.5;16.8
305;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;78.9;16.6
306;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Totaal;2010;275.8;21.9
307;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;19.1;21.8
308;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;46.7;21.9
309;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;210.0;21.9
310;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;218.3;22.0
311;Mannen;Leeftijd: 25 tot 35 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;57.6;21.0
312;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Totaal;2010;891.0;23.6
313;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;62.2;21.0
314;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Cao-sector: overheid;2010;102.5;25.3
315;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;726.3;23.5
316;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Dienstverband: voltijd;2010;724.9;23.7
317;Mannen;Leeftijd: 35 tot 45 jaar;Totaal;Dienstverband: deeltijd;2010;166.2;23.0
318;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;194.2;16.8
319;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;16.8;13.7
320;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;8.6;17.9
321;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;168.8;17.0
322;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;160.5;16.9
323;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;33.7;16.1
324;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Totaal;2010;391.1;20.6
325;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;24.0;18.8
326;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;34.9;21.0
327;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;332.2;20.7
328;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;324.6;20.7
329;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;66.5;20.1
330;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Totaal;2010;305.7;31.8
331;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;21.4;29.4
332;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;59.0;29.1
333;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;225.3;32.6
334;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;239.8;32.4
335;Mannen;Leeftijd: 35 tot 45 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;66.0;28.8
336;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Totaal;2010;892.8;25.7
337;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;87.9;22.9
338;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Cao-sector: overheid;2010;155.1;28.4
339;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;649.7;25.5
340;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Dienstverband: voltijd;2010;730.6;25.9
341;Mannen;Leeftijd: 45 tot 55 jaar;Totaal;Dienstverband: deeltijd;2010;162.2;24.5
342;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;233.6;18.3
343;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;24.4;14.7
344;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;13.4;19.5
345;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;195.9;18.6
346;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;193.3;18.4
347;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;40.3;16.9
348;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Totaal;2010;371.5;22.7
349;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;31.0;20.2
350;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;51.9;23.5
351;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;288.6;22.8
352;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;308.1;22.8
353;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;63.4;21.7
354;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Totaal;2010;287.7;36.1
355;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;32.5;31.8
356;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;89.9;32.8
357;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;165.3;38.5
358;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;229.2;36.6
359;Mannen;Leeftijd: 45 tot 55 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;58.5;32.5
360;Mannen;Leeftijd: 55 tot 65 jaar;Totaal;Totaal;2010;567.3;26.0
361;Mannen;Leeftijd: 55 tot 65 jaar;Totaal;Cao-sector: gesubsidieerde instellingen;2010;72.6;23.5
362;Mannen;Leeftijd: 55 tot 65 jaar;Totaal;Cao-sector: overheid;2010;131.1;30.2
363;Mannen;Leeftijd: 55 tot 65 jaar;Totaal;Cao-sector: particuliere bedrijven;2010;363.6;25.0
364;Mannen;Leeftijd: 55 tot 65 jaar;Totaal;Dienstverband: voltijd;2010;412.1;26.2
365;Mannen;Leeftijd: 55 tot 65 jaar;Totaal;Dienstverband: deeltijd;2010;155.2;25.1
366;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Totaal;2010;159.7;18.7
367;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;22.0;15.5
368;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;12.9;19.0
369;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;124.9;19.2
370;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;118.6;18.8
371;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;41.2;17.8
372;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Totaal;2010;216.2;23.1
373;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;24.9;19.9
374;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;34.1;24.2
375;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;157.2;23.3
376;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;161.1;23.3
377;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;55.1;21.7
378;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Totaal;2010;191.3;35.8
379;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;25.7;33.7
380;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Cao-sector: overheid;2010;84.1;34.6
381;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;81.5;37.5
382;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;132.5;36.6
383;Mannen;Leeftijd: 55 tot 65 jaar;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;58.8;32.6
384;Mannen;Herkomst: autochtoon;Totaal;Totaal;2010;3126.1;22.2
385;Mannen;Herkomst: autochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;242.7;21.4
386;Mannen;Herkomst: autochtoon;Totaal;Cao-sector: overheid;2010;432.2;26.1
387;Mannen;Herkomst: autochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;2451.2;21.5
388;Mannen;Herkomst: autochtoon;Totaal;Dienstverband: voltijd;2010;2289.4;22.6
389;Mannen;Herkomst: autochtoon;Totaal;Dienstverband: deeltijd;2010;836.7;19.8
390;Mannen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;856.8;15.7
391;Mannen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;65.5;14.1
392;Mannen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;43.0;16.9
393;Mannen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;748.2;15.8
394;Mannen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;566.5;16.3
395;Mannen;Herkomst: autochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;290.3;12.7
396;Mannen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Totaal;2010;1350.5;19.8
397;Mannen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Cao-sector: gesubsidieerde instellingen;2010;92.6;18.8
398;Mannen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Cao-sector: overheid;2010;143.8;21.4
399;Mannen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Cao-sector: particuliere bedrijven;2010;1114.2;19.7
400;Mannen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Dienstverband: voltijd;2010;1015.3;20.1
401;Mannen;Herkomst: autochtoon;Onderwijsniveau: middelbaar;Dienstverband: deeltijd;2010;335.2;18.1
402;Mannen;Herkomst: autochtoon;Onderwijsniveau: hoog;Totaal;2010;918.8;30.9
403;Mannen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: gesubsidieerde instellingen;2010;84.6;29.8
404;Mannen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: overheid;2010;245.4;30.7
405;Mannen;Herkomst: autochtoon;Onderwijsniveau: hoog;Cao-sector: particuliere bedrijven;2010;588.8;31.2
406;Mannen;Herkomst: autochtoon;Onderwijsniveau: hoog;Dienstverband: voltijd;2010;707.6;31.4
407;Mannen;Herkomst: autochtoon;Onderwijsniveau: hoog;Dienstverband: deeltijd;2010;211.2;28.6
408;Mannen;Herkomst: allochtoon;Totaal;Totaal;2010;655.3;20.0
409;Mannen;Herkomst: allochtoon;Totaal;Cao-sector: gesubsidieerde instellingen;2010;54.2;19.8
410;Mannen;Herkomst: allochtoon;Totaal;Cao-sector: overheid;2010;67.8;25.0
411;Mannen;Herkomst: allochtoon;Totaal;Cao-sector: particuliere bedrijven;2010;533.3;19.3
412;Mannen;Herkomst: allochtoon;Totaal;Dienstverband: voltijd;2010;441.7;20.6
413;Mannen;Herkomst: allochtoon;Totaal;Dienstverband: deeltijd;2010;213.6;17.2
414;Mannen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Totaal;2010;228.1;14.5
415;Mannen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: gesubsidieerde instellingen;2010;19.4;13.5
416;Mannen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: overheid;2010;8.5;16.5
417;Mannen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Cao-sector: particuliere bedrijven;2010;200.2;14.4
418;Mannen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: voltijd;2010;142.5;15.0
419;Mannen;Herkomst: allochtoon;Onderwijsniveau: lager onderwijs;Dienstverband: deeltijd;2010;85.7;12.5
